OBJECTID,NAAM,ID_PLN_WRO,URL,SHAPESTArea,SHAPESTLength
1,Hoogkamp-Sterrenberg-Gulden Bodem,640,https://geo1.arnhem.nl/ruimtelijkeplannen/plannen/BP00/NL.IMRO.02020000640-/,333.974585,676.431588814376
2,Bedrijventerrein Westervoortsedijk,649,https://geo1.arnhem.nl/ruimtelijkeplannen/plannen/BP00/NL.IMRO.02020000649-/,442124.310563,3795.02670408835
3,Geitenkamp,614,https://geo1.arnhem.nl/ruimtelijkeplannen/plannen/BP00/NL.IMRO.02020000614-/,5232.474191,345.518548744047
4,Rijnkade - Paradijs,615,https://geo1.arnhem.nl/ruimtelijkeplannen/plannen/BP00/NL.IMRO.02020000615-/,4311.511721,1023.87826697027
5,Angerenstein-Plattenburg,682,https://geo1.arnhem.nl/ruimtelijkeplannen/plannen/BP00/NL.IMRO.02020000682-/,9.42195601,104.55410734893
6,Alteveer - t Cranevelt,683,https://geo1.arnhem.nl/ruimtelijkeplannen/plannen/BP00/NL.IMRO.02020000683-/,1476750.30296141,7860.22824762366
7,Malburgen - Midden,659,https://geo1.arnhem.nl/ruimtelijkeplannen/plannen/BP00/NL.IMRO.02020000659-/,704145.9608475,6224.57109090128
8,Buitengebied Arnhem-Noord 2007,701,https://geo1.arnhem.nl/ruimtelijkeplannen/plannen/BP00/NL.IMRO.02020000701-/,49861422.2219264,56462.1794862403
9,Lombok - Hulkestein - Utrechtsestraat,688,https://geo1.arnhem.nl/ruimtelijkeplannen/plannen/BP00/NL.IMRO.02020000688-/,440579.1053115,4457.98965653916
10,Schuytgraaf I,655,https://geo1.arnhem.nl/ruimtelijkeplannen/plannen/BP00/NL.IMRO.02020000655-/,344.843788,100.916399363997
11,Schuytgraaf,643,https://geo1.arnhem.nl/ruimtelijkeplannen/plannen/BP00/NL.IMRO.02020000643-/,814.0738815,130.86169503282
12,Malburgen - Oost,660,https://geo1.arnhem.nl/ruimtelijkeplannen/plannen/BP00/NL.IMRO.02020000660-/,1016377.54401434,6081.71694336119
13,Bedrijventerrein Het Broek,677,https://geo1.arnhem.nl/ruimtelijkeplannen/plannen/BP00/NL.IMRO.02020000677-/,951994.12604093,4308.45241116013
14,Malburgen - Midden I,707,https://geo1.arnhem.nl/ruimtelijkeplannen/plannen/BP00/NL.IMRO.02020000707-/,2272.5498475,200.283171214399
15,Arnhems Broek -  Van Verschuerwijk,709,https://geo1.arnhem.nl/ruimtelijkeplannen/plannen/BP00/NL.IMRO.02020000709-/,565986.7582155,5162.3374126503
16,Merwedestraat en omgeving,714,https://geo1.arnhem.nl/ruimtelijkeplannen/plannen/BP00/NL.IMRO.02020000714-/,104944.201766485,1565.60226021063
17,Heijenoord-Het Dorp,671,https://geo1.arnhem.nl/ruimtelijkeplannen/plannen/BP00/NL.IMRO.02020000671-/,490467.21274179,6351.19198862924
18,Zwaluwstraat,712,https://geo1.arnhem.nl/ruimtelijkeplannen/plannen/BP00/NL.IMRO.02020000712-/,18741.2532175,624.397648033179
19,Monnikenhuizen - Klarenbeek,663,https://geo1.arnhem.nl/ruimtelijkeplannen/plannen/BP00/NL.IMRO.02020000663-/,1460280.21521997,8027.99828317969
20,Arnhem Centraal,586,https://geo1.arnhem.nl/ruimtelijkeplannen/plannen/BP00/NL.IMRO.02020000586-/,1344.409937,302.884880398894
21,Arnhem Centraal II,611,https://geo1.arnhem.nl/ruimtelijkeplannen/plannen/BP00/NL.IMRO.02020000611-/,23258.87934312,1417.3679580535
22,Arnhem Centraal,586,https://geo1.arnhem.nl/ruimtelijkeplannen/plannen/BP00/NL.IMRO.02020000586-/,54235.33430693,2150.85240367437
23,Arnhem Centraal I,596,https://geo1.arnhem.nl/ruimtelijkeplannen/plannen/BP00/NL.IMRO.02020000596-/,28774.992878395,951.054311735168
24,Arnhem Centraal,586,https://geo1.arnhem.nl/ruimtelijkeplannen/plannen/BP00/NL.IMRO.02020000586-/,3951.5569945,558.465413211874
25,Arnhem Centraal III,653,https://geo1.arnhem.nl/ruimtelijkeplannen/plannen/BP00/NL.IMRO.02020000653-/,749.702934,119.759714635005
26,Sonsbeekkwartier - Vogelwijk 2006,708,https://geo1.arnhem.nl/ruimtelijkeplannen/plannen/BP00/NL.IMRO.02020000708-/,603016.55476036,5668.29399962667
27,Molenbeke e.o.,681,https://geo1.arnhem.nl/ruimtelijkeplannen/plannen/BP00/NL.IMRO.02020000681-/,3.37431371,77.0133857389137
28,Spijkerkwartier - Boulevardkwartier - Spoorhoek,705,https://geo1.arnhem.nl/ruimtelijkeplannen/plannen/BP00/NL.IMRO.02020000705-/,477904.635726,3238.13644850137
29,Klarendal-Sint Marten,650,https://geo1.arnhem.nl/ruimtelijkeplannen/plannen/BP00/NL.IMRO.02020000650-/,750.910463,118.174127527299
30,Rivierzone,673,https://geo1.arnhem.nl/ruimtelijkeplannen/plannen/BP00/NL.IMRO.02020000673-/,1550.079427,192.795103314958
