Version;Date_of_report;Date_of_statistics;Populatie;Region_level;Region_code;Region_name;Birth_year;Coverage_primary_partly;Coverage_primary_completed;Coverage_repeat_vaccination_autumn_round;Age_group
8;2023-01-31 10:30:00;2021-01-04;3682;Gemeente;GM0074;Heerenveen;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;112470;Gemeente;GM0080;Leeuwarden;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;32454;Gemeente;GM0080;Leeuwarden;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;104550;Gemeente;GM0080;Leeuwarden;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;7920;Gemeente;GM0080;Leeuwarden;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;22987;Gemeente;GM0085;Ooststellingwerf;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;8678;Gemeente;GM0085;Ooststellingwerf;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;21277;Gemeente;GM0085;Ooststellingwerf;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;1710;Gemeente;GM0085;Ooststellingwerf;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;26417;Gemeente;GM0086;Opsterland;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;9302;Gemeente;GM0086;Opsterland;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;24257;Gemeente;GM0086;Opsterland;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;2160;Gemeente;GM0086;Opsterland;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;910;Gemeente;GM0088;Schiermonnikoog;<=2010;9999;9999;9999;12+
8;2023-01-31 10:30:00;2021-01-04;364;Gemeente;GM0088;Schiermonnikoog;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;869;Gemeente;GM0088;Schiermonnikoog;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;41;Gemeente;GM0088;Schiermonnikoog;2005-2010;9999;9999;9999;12-17
8;2023-01-31 10:30:00;2021-01-04;49276;Gemeente;GM0090;Smallingerland;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;16281;Gemeente;GM0090;Smallingerland;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;45223;Gemeente;GM0090;Smallingerland;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;4053;Gemeente;GM0090;Smallingerland;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;4486;Gemeente;GM0093;Terschelling;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;1565;Gemeente;GM0093;Terschelling;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;4235;Gemeente;GM0093;Terschelling;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;251;Gemeente;GM0093;Terschelling;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;1207;Gemeente;GM0096;Vlieland;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;372;Gemeente;GM0096;Vlieland;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;1145;Gemeente;GM0096;Vlieland;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;62;Gemeente;GM0096;Vlieland;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;23369;Gemeente;GM0098;Weststellingwerf;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;8617;Gemeente;GM0098;Weststellingwerf;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;21612;Gemeente;GM0098;Weststellingwerf;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;1757;Gemeente;GM0098;Weststellingwerf;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;61319;Gemeente;GM0106;Assen;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;19625;Gemeente;GM0106;Assen;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;56174;Gemeente;GM0106;Assen;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;5145;Gemeente;GM0106;Assen;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;31864;Gemeente;GM0109;Coevorden;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;12011;Gemeente;GM0109;Coevorden;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;29475;Gemeente;GM0109;Coevorden;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;2389;Gemeente;GM0109;Coevorden;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;96972;Gemeente;GM0114;Emmen;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;34201;Gemeente;GM0114;Emmen;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;89828;Gemeente;GM0114;Emmen;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;7144;Gemeente;GM0114;Emmen;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;49588;Gemeente;GM0118;Hoogeveen;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;16444;Gemeente;GM0118;Hoogeveen;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;45479;Gemeente;GM0118;Hoogeveen;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;4109;Gemeente;GM0118;Hoogeveen;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;31239;Gemeente;GM0119;Meppel;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;9558;Gemeente;GM0119;Meppel;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;28574;Gemeente;GM0119;Meppel;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;2665;Gemeente;GM0119;Meppel;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;65238;Gemeente;GM0141;Almelo;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;19975;Gemeente;GM0141;Almelo;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;59964;Gemeente;GM0141;Almelo;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;5274;Gemeente;GM0141;Almelo;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;21093;Gemeente;GM0147;Borne;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;7103;Gemeente;GM0147;Borne;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;19370;Gemeente;GM0147;Borne;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;1723;Gemeente;GM0147;Borne;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;25704;Gemeente;GM0148;Dalfsen;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;8696;Gemeente;GM0148;Dalfsen;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;23525;Gemeente;GM0148;Dalfsen;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;2179;Gemeente;GM0148;Dalfsen;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;90259;Gemeente;GM0150;Deventer;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;26117;Gemeente;GM0150;Deventer;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;83120;Gemeente;GM0150;Deventer;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;7139;Gemeente;GM0150;Deventer;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;143642;Gemeente;GM0153;Enschede;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;38956;Gemeente;GM0153;Enschede;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;133409;Gemeente;GM0153;Enschede;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;10233;Gemeente;GM0153;Enschede;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;21810;Gemeente;GM0158;Haaksbergen;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;8023;Gemeente;GM0158;Haaksbergen;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;20090;Gemeente;GM0158;Haaksbergen;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;1720;Gemeente;GM0158;Haaksbergen;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;54205;Gemeente;GM0160;Hardenberg;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;16685;Gemeente;GM0160;Hardenberg;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;49522;Gemeente;GM0160;Hardenberg;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;4683;Gemeente;GM0160;Hardenberg;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;31919;Gemeente;GM0163;Hellendoorn;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;11001;Gemeente;GM0163;Hellendoorn;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;29285;Gemeente;GM0163;Hellendoorn;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;2634;Gemeente;GM0163;Hellendoorn;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;73402;Gemeente;GM0164;Hengelo;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;22613;Gemeente;GM0164;Hengelo;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;67818;Gemeente;GM0164;Hengelo;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;5584;Gemeente;GM0164;Hengelo;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;47371;Gemeente;GM0166;Kampen;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;13107;Gemeente;GM0166;Kampen;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;42948;Gemeente;GM0166;Kampen;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;4423;Gemeente;GM0166;Kampen;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;20663;Gemeente;GM0168;Losser;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;7520;Gemeente;GM0168;Losser;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;19063;Gemeente;GM0168;Losser;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;1600;Gemeente;GM0168;Losser;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;42723;Gemeente;GM0171;Noordoostpolder;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;12367;Gemeente;GM0171;Noordoostpolder;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;39020;Gemeente;GM0171;Noordoostpolder;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;3703;Gemeente;GM0171;Noordoostpolder;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;28384;Gemeente;GM0173;Oldenzaal;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;10113;Gemeente;GM0173;Oldenzaal;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;25936;Gemeente;GM0173;Oldenzaal;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;2448;Gemeente;GM0173;Oldenzaal;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;16561;Gemeente;GM0175;Ommen;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;5806;Gemeente;GM0175;Ommen;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;15161;Gemeente;GM0175;Ommen;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;1400;Gemeente;GM0175;Ommen;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;33831;Gemeente;GM0177;Raalte;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;12243;Gemeente;GM0177;Raalte;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;31237;Gemeente;GM0177;Raalte;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;2594;Gemeente;GM0177;Raalte;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;14525;Gemeente;GM0180;Staphorst;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;3836;Gemeente;GM0180;Staphorst;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;12938;Gemeente;GM0180;Staphorst;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;1587;Gemeente;GM0180;Staphorst;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;18894;Gemeente;GM0183;Tubbergen;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;6047;Gemeente;GM0183;Tubbergen;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;17308;Gemeente;GM0183;Tubbergen;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;1586;Gemeente;GM0183;Tubbergen;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;17104;Gemeente;GM0184;Urk;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;3129;Gemeente;GM0184;Urk;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;14705;Gemeente;GM0184;Urk;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;2399;Gemeente;GM0184;Urk;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;21631;Gemeente;GM0189;Wierden;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;7260;Gemeente;GM0189;Wierden;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;19750;Gemeente;GM0189;Wierden;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;1881;Gemeente;GM0189;Wierden;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;114832;Gemeente;GM0193;Zwolle;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;29546;Gemeente;GM0193;Zwolle;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;105278;Gemeente;GM0193;Zwolle;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;9554;Gemeente;GM0193;Zwolle;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;24120;Gemeente;GM0197;Aalten;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;8638;Gemeente;GM0197;Aalten;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;22159;Gemeente;GM0197;Aalten;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;1961;Gemeente;GM0197;Aalten;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;147284;Gemeente;GM0200;Apeldoorn;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;48329;Gemeente;GM0200;Apeldoorn;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;136064;Gemeente;GM0200;Apeldoorn;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;11220;Gemeente;GM0200;Apeldoorn;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;146196;Gemeente;GM0202;Arnhem;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;36237;Gemeente;GM0202;Arnhem;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;135569;Gemeente;GM0202;Arnhem;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;10627;Gemeente;GM0202;Arnhem;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;50924;Gemeente;GM0203;Barneveld;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;14203;Gemeente;GM0203;Barneveld;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;45820;Gemeente;GM0203;Barneveld;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;5104;Gemeente;GM0203;Barneveld;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;23309;Gemeente;GM0209;Beuningen;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;7869;Gemeente;GM0209;Beuningen;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;21660;Gemeente;GM0209;Beuningen;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;1649;Gemeente;GM0209;Beuningen;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;18923;Gemeente;GM0213;Brummen;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;7342;Gemeente;GM0213;Brummen;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;17628;Gemeente;GM0213;Brummen;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;1295;Gemeente;GM0213;Brummen;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;24418;Gemeente;GM0214;Buren;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;8017;Gemeente;GM0214;Buren;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;22527;Gemeente;GM0214;Buren;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;1891;Gemeente;GM0214;Buren;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;25763;Gemeente;GM0216;Culemborg;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;7972;Gemeente;GM0216;Culemborg;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;23655;Gemeente;GM0216;Culemborg;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;2108;Gemeente;GM0216;Culemborg;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;10078;Gemeente;GM0221;Doesburg;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;4001;Gemeente;GM0221;Doesburg;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;9403;Gemeente;GM0221;Doesburg;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;675;Gemeente;GM0221;Doesburg;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;52249;Gemeente;GM0222;Doetinchem;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;17315;Gemeente;GM0222;Doetinchem;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;48301;Gemeente;GM0222;Doetinchem;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;3948;Gemeente;GM0222;Doetinchem;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;17297;Gemeente;GM0225;Druten;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;5544;Gemeente;GM0225;Druten;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;15957;Gemeente;GM0225;Druten;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;1340;Gemeente;GM0225;Druten;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;22193;Gemeente;GM0226;Duiven;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;7421;Gemeente;GM0226;Duiven;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;20480;Gemeente;GM0226;Duiven;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;1713;Gemeente;GM0226;Duiven;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;104524;Gemeente;GM0228;Ede;<=2010;<=5;<=5;<=5;12+
8;2023-01-31 10:30:00;2021-01-04;30747;Gemeente;GM0228;Ede;<=1962;<=5;<=5;<=5;60+
8;2023-01-31 10:30:00;2021-01-04;95672;Gemeente;GM0228;Ede;<2005;<=5;<=5;<=5;18+
8;2023-01-31 10:30:00;2021-01-04;8852;Gemeente;GM0228;Ede;2005-2010;<=5;<=5;<=5;12-17
8;2023-01-31 10:30:00;2021-01-04;20606;Gemeente;GM0230;Elburg;<=2010;<=5;<=5;<=5;12+
