Rijlabels;7110 - Gebruik en onderhoud gebouw en terreinen;7210 - Verbruik van energie en water;7310 - Verhuizen;7410 - Verwerven en afstoten;Eindtotaal
anoniem 653;1;;;;1
Antalis B.V.;1;;;;1
Anticimex;1;;;;1
Antoon Rijnbeek Handelskwekerij B.V.;1;;;;1
APCOA Parking Nederland B.V.;1;;;;1
Apparatenfabriek Aalsmeer B.V.;1;;;;1
Apptimize;1;;;;1
Aquaco B.V.;1;;;;1
Aquastyle;1;;;;1
AquaVisie;1;;;;1
Archimedes Bouwadvies B.V.;1;;;;1
Archisupport B.V.;1;;;;1
Architectenbureau Duijsens en Meyer Viol;1;;;;1
Architectenbureau Fritz B.V.;1;;;;1
Architectenbureau JAN;1;;;;1
Archivolt Architecten B.V.;1;;;;1
Argos Coaching;1;;;;1
Arnicon B.V.;1;;;;1
Artiestenverloningen B.V.;1;;;;1
Arttenders B.V.;1;;;;1
Arvansys B.V.;1;;;;1
ArWi Facilities B.V.;1;;;;1
ASB Sanering B.V.;1;;;;1
Asbestsanering Het Zuiden B.V.;1;;;;1
Atelier Cees Wolf;1;;;;1
Atelier Eline Hoftiezer;1;;;;1
Atelier Jurjen Creman;1;;;;1
Automotive Publishing B.V.;1;;;;1
B & O Letselschade B.V.;1;;;;1
B & R Technisch Beheer B.V.;1;;;;1
B&B Villa Emmen;1;;;;1
B&G Hekwerk B.V.;1;;;;1
B. Steenhuis Sloopwerken B.V.;1;;;;1
B.R.I. Sicherheitstechnik;1;;;;1
B.V. Architectenbureau Cees Dam;1;;;;1
Bakx & Meijer catering en organisatie;1;;;;1
Ballast Nedam Infra B.V.;1;;;;1
Bamse Ontwerpt;1;;;;1
Banketbakkerij Boheemen;1;;;;1
Bartist Design;1;;;;1
B-A-S International Holding B.V.;1;;;;1
BAS-Bouwkundig Adviesbureau Spaans;1;;;;1
Base Beheer B.V.;1;;;;1
Bava Verlichtingsindustrie B.V.;1;;;;1
BBO - Bureau Bouwondersteuning B.V.;1;;;;1
BDA Dakadvies;1;;;;1
Beijer en Zoon B.V.;1;;;;1
Bejan Engineering B.V.;1;;;;1
Betamac asbestverwijdering;1;;;;1
Beuk Touringcars;1;;;;1
Beukenkwekerij van Ham;1;;;;1
Beveiligingsbedrijf De Sleutelspecialist;1;;;;1
Bijlbouw;1;;;;1
Bikker Advies & Consultancy;1;;;;1
Bilderbeek & Partners B.V.;1;;;;1
Bizinline B.V.;1;;;;1
BJ Bestekken en Begroten;1;;;;1
Bleyenberg;1;;;;1
Bliksembeveiliging Mulhuijzen B.V.;1;;;;1
Blinq Systems B.V.;1;;;;1
Blitta B.V.;1;;;;1
Bloemen Parket B.V.;1;;;;1
Bloemsierkunst Futura;1;;;;1
Blonk Advies B.V.;1;;;;1
Blygold Nederland B.V.;1;;;;1
BME Asbest Consult B.V.;1;;;;1
Bon Bon Partyservice B.V.;1;;;;1
Bonaire Automation B.V.;1;;;;1
Boomtotaalzorg;1;;;;1
BORGA-BIJSTEDE GEVELONDERHOUDSINSTALLATIES B.V.;1;;;;1
Bosch Security Systems B.V.;1;;;;1
Bosch Thermotechniek B.V.;1;;;;1
Bosker & Zonen B.V.;1;;;;1
Bosland Adviesbureau;1;;;;1
Bosman Watermanagement B.V.;1;;;;1
Botterweck B.V.;1;;;;1
bouAd adviesgroep;1;;;;1
Bouwbedrijf van der Hoek B.V.;1;;;;1
Bouwbedrijf Van der Spek B.V.;1;;;;1
Bouwbureau Kees Benders;1;;;;1
Bouwmeester Boomverzorging;1;;;;1
Bouwonderneming Jager B.V.;1;;;;1
BouwRisk Inventarisatie & Management B.V.;1;;;;1
Bouwstudio PelserHartman B.V.;1;;;;1
Brabant Water N.V.;1;;;1;1
Brafon Brandveiligheidsmanagement;1;;;;1
Brakel Atmos B.V.;1;;;;1
BRAND VEILIGHEID INSPECTIES BVI B.V.;1;;;;1
Breman Kloekke Elektrotechniek B.V.;1;;;;1
Breman Service Rotterdam B.V.;1;;;;1
Breure B.V.;1;;;;1
Bright Bar;1;;;;1
Brivas;1;;;;1
BROEDERS L.;1;;;;1
BTS;1;;;;1
Bumicom Telecommunicatie B.V.;1;;;;1
Bureau aan Zee B.V.;1;;;;1
Bureau G.I.T.;1;;;;1
Bureau Meervelt;1;;;;1
Bureau Monument en Cultuur;1;;;;1
Bureau Viridis B.V.;1;;;;1
Bureau voor bouwhistorisch onderzoek;1;;;;1
Bureau Waardenburg B.V.;1;;;;1
bureau ZWIRT;1;;;;1
Buro Vloeradvies B.V.;1;;;;1
BURO38;1;;;;1
Business Automation & Security Concepts NV dba BASCO N.V.;1;;;;1
Buster Bouwcontrol B.V.;1;;;;1
Buyitdirect.com N.V.;;;1;;1
Café Restaurant Wereldhaven;1;;;;1
Cafe/Restaurant Schlemmer;1;;;;1
CAM Bioceramics B.V.;;;;1;1
Capo Cucina;1;;;;1
Caribbean Measurement Technologies B.V.;1;;;;1
Caribbean Project Developers BV;1;;;;1
Caroline S. Andre de La Porte;1;;;;1
Carrier Airconditioning Benelux B.V.;1;;;;1
Casa Sofia B.V.;1;;;;1
Cauberg-Huygen Raadgevende Ingenieurs B.V.;1;;;;1
CertiQ B.V.;1;;;;1
Certitudo Amsterdam City II B.V.;;1;;;1
CertWell B.V.;1;;;;1
Christian van der Kooy Fotografie;1;;;;1
Christiane Wirth Photography;1;;;;1
Cinco Cleaning B.V.;1;;;;1
Cititec Associates Limited;1;;;;1
Citytec B.V.;1;;;;1
Civil Management Arnhem B.V.;1;;;;1
Cleantex;;;;1;1
Clock Care B.V.;1;;;;1
CLS Led B.V.;1;;;;1
Coöperatie Hoeve Biesland BA;1;;;;1
Coaz (Commerc. & Adm. Ondersteuning De Zwart);1;;;;1
Coks Prins Bureau voor Vormgeving;1;;;;1
Colliers International REMS Retail;1;;;;1
Common Eye B.V.;;;;1;1
Concept Ingenieurs;1;;;;1
Concorde Group B.V.;1;;;;1
Connected Information Systems B.V.;1;;;;1
Coomans Consultancy;1;;;;1
Coram Hospitality & Projects II B.V.;1;;;;1
Costo Transport- en Opslagtechniek B.V.;1;;;;1
Coverband Zandbergen;;;;1;1
CSC Crewing B.V.;;;;1;1
CSN B.V.;;;;1;1
CTMabc;1;;;;1
Cuisine Royale B.V.;1;;;;1
Cultuurtechniek H.G. van Dorresteijn B.V.;1;;;;1
Cumulus Nederland B.V.;1;;;;1
Curacao Swimming Pool Sales en Services N.V.;1;;;;1
D&F Techniek B.V.;1;;;;1
Düring Restauratie van Keramiek en Glas;1;;;;1
Davon & Ricardo Enterprises N.V.;1;;;;1
DBH Business Services International B.V.;1;;;;1
De Designpolitie;1;;;;1
De Graaff Advies B.V.;1;;;;1
De Groene Ruimte B.V.;1;;;;1
De Groene Stroomfabriek N.V.;;1;;;1
De Groot en Visser B.V.;1;;;;1
De Kantine;1;;;;1
De Klinker Milieu;1;;;;1
De Kock Raamfolie B.V.;1;;;;1
De Kompaszaal;1;;;;1
De Melker Sanitair B.V.;1;;;;1
De Raad Vastgoed B.V.;1;;;;1
De Smaakcateraar B.V.;1;;;;1
De Utrechtse Watertoren B.V.;1;;;;1
De Vijverborgh B.V.;1;;;;1
De Wijkplaats B.V.;1;;;;1
Dekker Zoetermeer;1;;;;1
Delta Infra B.V.;1;;;;1
Den Helder Airport C.V.;;1;;1;1
Den Hoed Aannemers B.V.;1;;;;1
Derksen Benelux;1;;;;1
DHV;1;;;;1
Dictator Productie B.V.;1;;;;1
Discountoffice.nl B.V.;1;;;;1
Dobbelsteen van den A.A.J.F.;1;;;;1
Doc/sa;1;;;;1
Donker Groen;1;;;;1
donkergroen;1;;;;1
Doppio espresso Leeuwarden;1;;;;1
Dorigo-Wierper B.V.;1;;;;1
Douma Bouwkundig Adviesburo V.O.F.;1;;;;1
DPA Cauberg-Huygen B.V.;1;;;;1
DPI Animation House B.V.;1;;;;1
Dralle Aufzuge Gmbh & Co. KG;1;;;;1
Ds. Projekten B.V.;1;;;;1
Duikers- & Bergingsbedrijf W. Smit B.V.;1;;;;1
Duratherm Service B.V.;1;;;;1
Dynamis Taxaties Nederland B.V.;1;;;;1
Ecos Energy;1;;;;1
Eduard Bos Electronic Publishing II B.V.;1;;;;1
Eemlandhoeve;1;;;;1
Ega-Floor-Tec B.V.;1;;;;1
Eiso Bergsma B.V.;1;;;;1
Elec.techn.-Install.bur. van Ginderen B.V.;1;;;;1
Elektra services;1;;;;1
Elektrotech. Inst.bur. van Barneveld B.V.;1;;;;1
Elro Dakveiligheid B.V.;1;;;;1
Elseco B.V.;1;;;;1
EM-Cultuur B.V.;1;;;;1
Endress + Hauser B.V.;1;;;;1
Eneco Installatiebedrijven B.V.;1;;;;1
ENEF B.V.;1;;;;1
ENER-G Nedalo West B.V.;1;;;;1
ENGIE Services West vestiging Nieuwegein;1;;;;1
ENGIE Services West vestiging Rijswijk;1;;;;1
Enkzicht Restauratieatelier;1;;;;1
Eric Alink Journalistiek en Tekstschrijven;1;;;;1
Erkon Engineering B.V.;1;;;;1
Ernst & Young Belastingadviseurs LLP;1;;;;1
Eurotrapliften B.V.;1;;;;1
Eva Holding B.V.;1;;;;1
EVA Optic B.V.;1;;;;1
Evides Drinkwater;1;;;;1
Evides N.V.;;1;;;1
Ewac B.V.;1;;;;1
Expload B.V.;1;;;;1
Eyckveld B.V.;1;;;;1
F.M.T. Beheer B.V.;1;;;;1
FaberExposize B.V.;1;;;;1
Facade Care;1;;;;1
Fagerhult B.V.;1;;;;1
Falkotek;1;;;;1
Ferretto Group Holland B.V.;1;;;;1
Fides B.V.;1;;;;1
Fiets en verhuur Ede;1;;;;1
Firma Van Es Boomverzorging;1;;;;1
First Service B.V.;1;;;;1
Flamco B.V.;1;;;;1
Flitz-Events;1;;;;1
Flora Nova Hoven.- en Groenvoorzieningen B.V.;1;;;;1
Flowers&Wheels;1;;;;1
FOAMBOARDEN.NL;1;;;;1
Fokbros Studio;1;;;;1
Formenta Wego B.V.;1;;;;1
Frame Vastgoed Participaties B.V.;1;;;;1
Frensly J.E. Constancia Jefcon Airconditioning;1;;;;1
Frisia Bergum B.V.;1;;;;1
Frisia Makelaars o.g.;1;;;;1
Fudura B.V.;;1;;;1
Fugro GeoServices B.V.;1;;;;1
Fuhler Wegenbouw;1;;;;1
Fundashon Cas Bonairiano;;;;1;1
G & C Holding B.V.;;;;1;1
GALABO GmbH;1;;;;1
GEA Westfalia Separator Nederland B.V.;1;;;;1
Geleijns B.V.;1;;;;1
GeoCensus B.V.;1;;;;1
GeoComfort B.V.;1;;;;1
Geonius Geotechniek B.V.;1;;;;1
Geotron Caribbean, onderzoeksburo voor Grond;1;;;;1
Gerard van Beek Fotografie;1;;;;1
Gerritse IJzerwaren;;;;1;1
Geveke B.V.;1;;;;1
Geveltechniek IJmond B.V.;1;;;;1
GEZE Benelux B.V.;1;;;;1
Gielissen Exhibitions B.V.;1;;;;1
Glaslaminaat;1;;;;1
Glaszetbedrijf D. van Dalen B.V.;1;;;;1
GLE Maritime B.V.;1;;;;1
Gordijnenreinigers.nl;1;;;;1
Goudappel Coffeng B.V.;1;;;;1
Graafmelding.nl B.V.;1;;;;1
GrachtenAtelier;1;;;;1
Grand & Johnson B.V.;;;;1;1
Grondslag Milieukundig Adviesbureau;1;;;;1
Groningen Seaports N.V.;;;;1;1
Grottendieck Maatwerk;;;;1;1
GSAudits;1;;;;1
Guido Geelen V.O.F.;1;;;;1
H. Duivenvoorden V.O.F.;;;;1;1
H.O.D. Nederland B.V.;1;;;;1
H.P.V. Lumiere Classique B.V.;1;;;;1
H4a Groen B.V.;1;;;;1
Héman Verhuurservice B.V.;1;;;;1
Hörmann Nederland B.V.;1;;;;1
Haase Garten- und Landschaftsbau Gm;1;;;;1
HABO B.V.;1;;;;1
Hafkamp Installatietechniek B.V.;1;;;;1
Hagemann & Henrichsmann;1;;;;1
Handelshuisweert;1;;;;1
Handwerksservice;1;;;;1
Handyman Indoors & Outdoors Services & Supplies B.V.;1;;;;1
Hans Kollhoff & Alexander Pols archit. B.V.;1;;;;1
Hanzevast Real Estate;;1;;;1
Harmen de Jong Fotografie;1;;;;1
HAVENSCHAP DELFZIJL-EEMSHAVEN;;;;1;1
Health2Work B.V.;1;;;;1
Hectas Facility Services C.V.;1;;;;1
Heerlijkheid Breust;1;;;;1
Heijdra Milieu Services B.V.;1;;;;1
Heko;1;;;;1
Henri Culinair;1;;;;1
Heras Zwolle;1;;;;1
Herruer Grond- Weg- en Waterbouw;1;;;;1
Het Bakkertje;1;;;;1
HOEK architectuur & restauratie;1;;;;1
Holding Beheermaatschappij Ropeni B.V.;1;;;;1
Homemade;1;;;;1
Hosmar;;;;1;1
Hot.expl.mij. Jaarbeurspln. Utrecht B.V.;1;;;;1
Hotel Boschhuis;1;;;;1
Hotel Faber B.V.;1;;;;1
Hotel New York B.V.;1;;;;1
Hotel Restaurant Huiskamercafé Oortjeshekken;1;;;;1
House of Lords B.V.;1;;;;1
Houthandel Lemmens;1;;;;1
Hovart;1;;;;1
Hoveniersbedrijf Klein Zwitserland;1;;;;1
HR GROEP LEEK;1;;;;1
HRG-Parts;;;;1;1
Hubens Machinehandel B.V.;1;;;;1
Hugro Technics;1;;;;1
Hulscher B.V.;1;;;;1
Ibis B.V.;1;;;;1
IBK B.V.;1;;;;1
Iconnective B.V.;1;;;;1
IFO Nederland B.V.;1;;;;1
IJB Geotechniek B.V.;1;;;;1
iLabb B.V.;;;;1;1
Ilabb t.a.v. Maarten Stoltz;;;;1;1
Ilex Installatie Management B.V.;1;;;;1
Imming Logistics;1;;;;1
Imming Logistics Fine Art B.V.;1;;;;1
In Den Stallen V.O.F.;1;;;;1
In Pace B.V.;1;;;;1
Independent Solar Systems B.V.;1;;;;1
Indonesisch Specialiteiten Rest. Batavia B.V.;1;;;;1
Indutech;1;;;;1
Infrabouw B.V.;1;;;;1
Ing.bur. Beton-/Staalkonstrukt. Broersma B.V.;1;;;;1
Ingenieursbureau International N.V.;1;;;;1
Ingenieursbureau Wassenaar B.V.;1;;;;1
Inspectie van het Onderwijs;1;;;;1
Installatiebedrijf van Bentem;1;;;;1
Installatiebedrijf Van de Blaak B.V.;1;;;;1
Installatiebureau Pals B.V.;1;;;;1
Installect Advies;1;;;;1
Instaver Systems B.V.;1;;;;1
Int. Verhuisbedr. Joh. van Buuren & Zn. B.V.;1;;;;1
International Lighting Company (I.L.C.);1;;;;1
Interswitch;1;;;;1
Intertraining B.V.;1;;;;1
Intex Architecten B.V.;1;;;;1
IPR Vastgoedmanagement B.V.;1;;;;1
Isolatiebedrijf Zirkzee B.V.;1;;;;1
ITS Hendrion B.V.;1;;;;1
J. van der Krol Houthandel B.V.;1;;;;1
J. vd Velden Ongediertebestr.- Multi Onderh.;1;;;;1
J.E. van Reekum, restauratie metalen kunstv.;1;;;;1
Jacot Audiovisueel Rental B.V.;1;;;;1
Jaro B.V.;1;;;;1
John Matthijssen Lichtreclame B.V.;1;;;;1
JONKER KETELONDERHOUD;1;;;;1
Jonker. Restaurateur/Decorateur;1;;;;1
Jonkers Groenvoorziening;1;;;;1
Jonkers Hoveniers B.V.;1;;;;1
Jorge Gil Consulting;1;;;;1
Jorinde Koenen Schilderijenrestauratie;1;;;;1
Joulz Meetbedrijf B.V.;1;;;;1
JvandeW;1;;;;1
JWP Waterservice;1;;;;1
Kadanz;1;;;;1
Kantelingen B.V.;1;;;;1
KaroKon Karolien Consultancy;1;;;;1
Karpenteria Ramon N.V.;1;;;;1
K-atelier;1;;;;1
Kemp Schalkwijk B.V.;1;;;;1
Kenter;;1;;;1
Kin Machinebouw B.V.;1;;;;1
Kiwa ISA Sport;1;;;;1
Kiwa Nederland B.V.;1;;;;1
Kiwa Technology;1;;;;1
Klein Architecten B.V.;1;;;;1
Klimaatservice Holland B.V.;1;;;;1
Klink-Nijland Gww Raalte B.V.;1;;;;1
Klomp;1;;;;1
Klotz Bedrijfshuisvesting;1;;;;1
Koen Ketel Hoveniers;1;;;;1
Konecranes B.V.;1;;;;1
Konermann;1;;;;1
Koning & Hartman B.V.;1;;;;1
Kors Hoogwerksystemen B.V.;1;;;;1
Kortom Video;1;;;;1
KOVO Assen B.V.;1;;;;1
KozijnenKoning;1;;;;1
KplusV organisatieadvies B.V.;1;;;;1
KPN B.V.;1;;;;1
Kramer Gieten B.V.;1;;;;1
Kronenburg Promotie & Begeleiding B.V.;1;;;;1
Kuno Terwindt;1;;;;1
Kwint B.V.;1;;;;1
KYBYS B.V.;1;;;;1
Landbouwbedrijf J.J. Beukema;;;;1;1
Landgoed Bieduinen B.V.;;;;1;1
Lanten ingenieursbureau B.V.;1;;;;1
Lebkov;1;;;;1
Leerkotte B.V.;1;;;;1
Lelystad Airport;;1;;1;1
Lenntech B.V.;1;;;;1
Letman;1;;;;1
Liftforce B.V.;1;;;;1
Liftinstituut B.V.;1;;;;1
Liftinstituut Solutions B.V.;1;;;;1
Lise Steyn Schilderijenrestaurator;1;;;;1
Li-Tech Holding B.V.;1;;;;1
Liverental B.V.;1;;;;1
LLC;;;;1;1
Lobo Groningen B.V.;1;;;;1
Lokapost;1;;;;1
Lola Landscape Architects;1;;;;1
Lomans Amersfoort B.V.;1;;;;1
Loodgietersbedrijf Curacao B.V.;1;;;;1
Loodgietersbedrijf Van Gelder;1;;;;1
Loohuis-Meulenbeld Installatietechnieken;1;;;;1
Loonbedrijf Joge B.V.;1;;;;1
Lubron Waterbehandeling B.V.;1;;;;1
Luuk Kramer fotografie;1;;;;1
LVA Liftadvies B.V.;1;;;;1
Lynx Outdoor;1;;;;1
M. Grooten Euregiotrac B.V.;1;;;;1
M. Langeveld Metaalrestauratie;1;;;;1
M. van der Spek Groenprojecten B.V.;1;;;;1
M.I.G. Leiden B.V.;1;;;;1
Möhringer Liften;1;;;;1
Maastricht Aachen Airport Beh.&Infrastr. B.V.;;1;;1;1
Maatschap de Weerd;;;;1;1
Maatschap Veraart;1;;;;1
Machinefabriek Rusthoven B.V.;1;;;;1
Machteld de Vos van Steenwijk;1;;;;1
Madri Install Service B.V.;1;;;;1
Madurodam B.V.;1;;;1;1
MaJe 2015 B.V.;1;;;;1
Marcel Verheul Marktkramenverhuur;;;;1;1
Margit Kranenburg;1;;;;1
Marialena Kasimidi Studio;1;;;;1
Marks Wachters Praktijk B.V.;1;;;;1
MarPo;1;;;;1
Mastermate Brinkman B.V.;1;;;;1
Materiaal Metingen Testgroep B.V.;1;;;;1
MDX communicatie;1;;;;1
Mecanoo Architecten B.V.;1;;;;1
Meesters in B.V.;1;;;;1
Melenco B.V.;1;;;;1
Meneerdekok;1;;;;1
Mennens Groningen B.V.;1;;;;1
Menova Holding B.V.;;1;;;1
Metos B.V.;1;;;;1
Milieu en Bouwkundig Advies Buro Wim Jager;1;;;;1
Millers;1;;;;1
MILON B.V.;1;;;;1
Ministerie van Financiën;1;;;;1
Mokx Systeemwanden B.V.;1;;;;1
Monica Betist tekst en idee;;;;1;1
Motion Consult B.V.;1;;;;1
Mourik Klimaattechniek B.V.;1;;;;1
Mourik Limburg Civiel B.V.;1;;;;1
mts JB en C van der Starre;1;;;;1
Museum Catering Den Haag B.V.;1;;;;1
MVGM Vastgoedtaxaties;1;;;;1
N. Design;1;;;;1
N.A. van den Hoven & Zonen B.V.;1;;;;1
N.V. Port of Den Helder;;;;1;1
N.V. PWN Waterleidingbedrijf Noord-Holland;;1;;;1
N.V. Univé Schade;1;;;;1
N.V. Waterbedrijf Groningen;;1;;;1
Naaykens' Luchttechnische Apparatenbouw B.V.;1;;;;1
Nationaal Gevangenismuseum;1;;;;1
NATO AWACS E-3A Component;1;;;;1
Natuurbalans/Limes Divergens B.V.;1;;;;1
Natuurlijk Heuvelland;1;;;;1
Natuurportret;1;;;;1
Natuursteen Stefano;1;;;;1
Natuurvol Tuinen en Wonen;1;;;;1
NDB Elektrotechniek Gmbh & Co *;1;;;;1
Nederman Nederland B.V.;1;;;;1
Nespresso Nederland B.V.;1;;;;1
NetAxis Nederland B.V.;1;;;;1
NH 1816 Verzekeringen;1;;;;1
NIBA Bleskensgraaf;1;;;;1
NIC Best Deal B.V.;;;;1;1
Nieman Raadgevende Ingenieurs B.V.;1;;;;1
Nieuwegein (NWG), Waternet;;1;;;1
Nomacon Asbestlaboratorium B.V.;1;;;;1
Noordelijk Atelier Textielrestauratie;1;;;;1
Noorman Bouw- en milieu-advies;1;;;;1
Novon Benelux B.V.;1;;;;1
Oasen N.V.;;1;;;1
Obex B.V.;1;;;;1
OBM Veenendaal B.V.;1;;;;1
ODS B.V.;1;;;;1
One Architecture B.V.;1;;;;1
Ontwerpwerk B.V.;1;;;;1
Opgeleid Persoon B.V.;1;;;;1
Orcavoice B.V.;1;;;;1
Orionis Walcheren;1;;;;1
Otto Ooms B.V.;1;;;;1
Out of The Sun;1;;;;1
Paagman Den Haag B.V.;1;;;;1
Pactechno;1;;;;1
PALMBOUT Urban Landscapes B.V.;1;;;;1
Parkstad Koeltechniek;1;;;;1
PBT Beveiligingsgroep B.V.;1;;;;1
PCM Consulting;1;;;;1
Peter Mul Boomverzorging B.V.;1;;;;1
Petracon, PD RES;1;;;;1
PHB De Combi Nijmegen B.V.;1;;;;1
Pieter Hulst;1;;;;1
Pieters Bouwtechniek Delft B.V.;1;;;;1
Pi-liftconsultants B.V.;1;;;;1
PJ Delft;1;;;;1
Pjotr Muller;1;;;;1
PL Service B.V.;1;;;;1
Planecologie;1;;;;1
Planting Power;1;;;;1
Plein 9 A B.V.;1;;;;1
Ploegmakers Cultuurtechniek B.V.;1;;;;1
Polderman Grondverzet & Loonwerk;1;;;;1
Polvo B.V.;1;;;;1
PREAM Architects;1;;;;1
Previder;1;;;;1
Prins;1;;;;1
Prins Milieu Consultancy B.V.;1;;;;1
Pro3P;1;;;;1
Progenta Project Services Benelux B.V.;1;;;;1
ProHub;1;;;;1
Projectburo B.V.;1;;;;1
Proliad LED Lighting B.V.;1;;;;1
Promad;1;;;;1
Pruis Schilderwerken Elburg B.V.;1;;;;1
Punt Vastgoed Beheer B.V.;1;;;;1
Q & S Experts B.V.;1;;;;1
Quartel Asbestverwijdering B.V.;1;;;;1
R&A Elektrotechniek Aruba N.V.;1;;;;1
R.J. van der Veen Holding B.V.;1;;;;1
Randstad Holding Nederland B.V.;1;;;;1
Ranox B.V.;1;;;;1
Rapenburg Plaza B.V.;1;;;;1
Rasp-Stuc Adviseur;1;;;;1
RBI Corrosion B.V.;1;;;;1
RDH Architecten Stedenbouwkundigen B.V.;1;;;;1
Reaseuro;1;;;;1
Red Bee Media B.V.;1;;;;1
Regelink Ecologie B.V.;1;;;;1
Reisswolf Nederland B.V.;;;;1;1
Relining Advies B.V.;1;;;;1
Remote Office Manager;1;;;;1
RenD Bouw;1;;;;1
Rensa Technisch Handelsbureau;1;;;;1
Rensink Bouwmanagement;1;;;;1
Rentokil pest control;1;;;;1
Restaurant Momento;1;;;;1
Restauratie Beeldhouwwerken Breda;1;;;;1
Restauratiearchitectuur BBM B.V.;1;;;;1
Rho Adviseurs B.V.;1;;;;1
Rich Interiors B.V.;1;;;;1
Rietema Agro;;;;1;1
RIETVELD SCHILDERS;1;;;;1
Rigo Research en Advies B.V.;1;;;;1
Roamler Nederland B.V.;1;;;;1
Rob en Robin;1;;;;1
Rocargo Logistics Services B.V.;1;;;;1
Rood Wit Blauw Water Services B.V.;1;;;;1
ROUTZ B.V.;1;;;;1
RPS Analyse B.V.;1;;;;1
Ruben Jorksveld Fotografie;1;;;;1
Rubo Bodegraven B.V.;1;;;;1
's Zomers V.O.F.;1;;;;1
Sajoscha;1;;;;1
Salbam B.V.;1;;;;1
Sallandse United B.V.;1;;;;1
Salverda Bouw B.V.;1;;;;1
Sander's Schetsontwerp;1;;;;1
Sanquin Blood Supply Foundation;;;;1;1
Saricon B.V.;1;;;;1
Sauter Building Control Nederland B.V.;1;;;;1
Scheepswerf Gebroeders Kooiman B.V.;1;;;;1
Schoonderbeek Installatie B.V.;1;;;;1
Schoonmaakbedrijf Argo B.V.;1;;;;1
Seconed B.V.;1;;;;1
Security Fencing Systems (SFS);1;;;;1
Security Monitoring Centre;1;;;;1
Sedeko Verkoop & Montage B.V.;1;;;;1
Selecta Netherlands B.V.;1;;;;1
Service Support B.V.;1;;;;1
SGS Intron B.V.;1;;;;1
SGS Nederland B.V.;1;;;;1
Shai Valley;;;;2;1
Siegers Landmeetkunde B.V.;1;;;;1
Signum Reclamebelettering;1;;;;1
