X,Y,OBJECTID,OID,LNR,STRAAT,NUMMER,TOEVOEGING,BEDRIJFSNAAM,BEDRIJFSOMSCHRIJVING_1E,BEDRIJFSOMSCHRIJVING_2E,BEDRIJFSOMSCHRIJVING_3E,BEDRIJFSOMSCHRIJVING_4E,START_ACTIVITEIT,EIND_ACTIVITEIT,STATUS_TANK,GEKEURD,VINDPLAATS,DOSSIER_NR,PRIORITERING,OPMERKING
5.90885603482388,51.9646539489048,1,185,C0202000046,AKKERWINDESTRAAT,16, ,WONINGSTICHTING CENTRALE,stookolietank (ondergronds), , , ,1968, ,n.v.t,n.v.t,SB ARNHEM,C.5.14 SCHELTEMASSTR/BOURICIUS,6,Tank: 5000l.
5.90885603482388,51.9646539489048,2,186,C0202000046,AKKERWINDESTRAAT,16, ,WONINGSTICHTING CENTRALE,timmerwerkplaats,stookolietank (ondergronds), , ,1962, ,n.v.t,n.v.t,SB ARNHEM,C.4.3,6,Tank: 5000l.
5.89443989462678,51.9881406772724,3,399,C0202000092,AMSTERDAMSEWEG,27, ,PASSEMENTFABRIEK,"band, -vlecht, passement- en kantfabrieken", , , ,1947, ,n.v.t,n.v.t,GA ARNHEM,BW/H44/KLACHTEN,6, 
5.89443989462678,51.9881406772724,4,400,C0202000092,AMSTERDAMSEWEG,27, ,ARNHEMSCHE PASSEMENT EN BANDFA,"band, -vlecht, passement- en kantfabrieken", , , ,1947, ,n.v.t,n.v.t,GA ARNHEM,BW/H44/373,6, 
5.89443989462678,51.9881406772724,5,401,C0202000092,AMSTERDAMSEWEG,27, ,ARNH. PASSEM. EN BANDAGEFABRIE,"band, -vlecht, passement- en kantfabrieken","band, -vlecht, passement- en kantfabrieken", , ,1950, ,n.v.t,n.v.t,SB ARNHEM,MAP/H-I-J-K-L-M,6, 
5.89391713935124,51.988259778526,6,402,C0202000093,AMSTERDAMSEWEG,33, ,AVEBE / CALTEX,benzine-service-station,hbo-tank (ondergronds),afgewerkte olietank (ondergronds), ,1967, ,n.v.t,n.v.t,SB ARNHEM,1/AMSTERDAMSEWEG 33,8,"inhoud tanks: 3 x 30.000lt benzine, 1 x 20.000 lt gasolie, 2"
5.89391713935124,51.988259778526,7,403,C0202000093,AMSTERDAMSEWEG,33, ,SHELL NEDERLAND VERKOOPMIJ,benzine-service-station, , , ,1958, ,n.v.t,n.v.t,SB ARNHEM,4.1 BENZINE INSTALL.,8,6000l benzine
5.89391713935124,51.988259778526,8,404,C0202000093,AMSTERDAMSEWEG,33, ,AVEBE AUTOMOBIELBEDRIJF BV,autoreparatiebedrijf,afgewerkte olietank (ondergronds), , ,1979, ,n.v.t,n.v.t,SB ARNHEM,1/AMSTERDAMSEWEG 33,8,Inhoud tanks 2x6000l
5.89391713935124,51.988259778526,9,405,C0202000093,AMSTERDAMSEWEG,33, ,AVEBE BV AUTOMOBILEBEDRIJF,autoreparatiebedrijf,brandstoftank (ondergronds),olievatenopslagplaats,afgewerkte olietank (ondergronds),1979, ,n.v.t,n.v.t,SB ARNHEM,105/AMSTERDAMSEWEG 33,8,"inhoud tanks: 2*6000l afgewerkte olie. vaten olie: 4*209l,"
5.89391713935124,51.988259778526,10,406,C0202000093,AMSTERDAMSEWEG,33, ,AVEBE AUTOMOBIELBEDRIJF,autoreparatiebedrijf,brandstoftank (ondergronds),olievatenopslagplaats, ,1991, ,n.v.t,n.v.t,SB ARNHEM,6/AMSTERDAMSEWEG 27 EN 33,8,"inhoud ondergrondse tank: 12000l afgewerkte olie, olievateno"
