FID,ADRES,LIGGING_TANK,VOLUME_TANK,DATUM_BEHANDELING,BEHANDELD_DOOR,IMAPCONCL,CERTIFICERING,TANK_AFGEDAAN,TANK_PDF,GEENCERT,GEOMETRIE,DOCUMENTNR
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_14f3,Heiweg 232,?,3000,1998-10-23,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Heiweg_232.pdf,,POINT (186415.78280887 425212.144238534),D151893176
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_14f4,Mijllinckstr. 016-60 Kan.,midden voor de flat,10000,1999-03-11,Adico,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Mijllinckstr_016_60_Kan.pdf,,POINT (187682.931407455 425375.559481046),D151893177
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_14f5,Oranjesingel 034,Onbekend,3000,1998-02-26,Laura/ Chemclean,"2 tanks gemeld, ‚‚n tank is gevuld met zand, nog een tank gezocht, niet gevonden",Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Oranjesingel_034.pdf,,POINT (187881.544238808 428325.513373161),D151893178
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_14f6,Augustijnenstr. 029,Onbekend,9,,Laura/ECC,De tank is verwijderd,,Ja,GeenCertificaat.pdf,Augustijnenstr.,POINT (187765 428806),D151893179
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_14f7,Bijleveldsingel 070,Voortuin,5000,1998-08-19,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Bijleveldsingel_070.pdf,,POINT (187860 428185),D151893180
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_14f8,Annastr. 135 St.,Voortuin.,1000,1994-04-29,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_135_St.pdf,,POINT (187562.259165185 427522.515790365),D151893181
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_14f9,Houtlaan 004,Onbekend,40000,1998-11-11,Laura/Chemclean,De tanks zijn verwijderd,Tanks zijn conform de richtlijnen (KIWA) gesaneerd,Ja,Houtlaan_004.pdf,,POINT (187968 425449),D151893182
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_14fa,Oranjesingel 065,Oprit.,6000,1993-06-04,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Oranjesingel_065.pdf,,POINT (188105.619803436 428342.020520869),D151893183
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_14fb,Louiseweg 005  (Postbus 1094),Onbekend,5000,1993-01-08,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Louiseweg_005__Postbus_1094.pdf,,POINT (189894 426430),D151893184
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_14fc,Tapirstr. 004,Onbekend,10000,1993-02-04,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Tapirstr_004.pdf,,POINT (186330 426015),D151893185
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_14fd,Hendrikstr. 016-020 Pr.,in de winkel,5000,1998-01-13,Chemclean,"2 tanks zijn verwijderd, de kwaliteit van de bodem is onbekend. E‚n tank is gevuld met zand","De zandtank is conform de richtlijnen (KIWA) gesaneerd, andere hebben een certificaat tankreiniging",Ja,Hendrikstr_016_020_Pr.pdf,,POINT (188264.791 428248.401),D151893186
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_14fe,Kronenburgersingel 213,Voortuin.,3000,,?,De tank is gezocht en niet aangetroffen,Oud certificaat dat de tank is leeggezogen,Ja,GeenCertificaat.pdf,Kronenburgersing,POINT (187327.073956481 428628.439590212),D151893187
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_14ff,Stieltjesstr. 012,Onbekend,9,,Laura(?),De tank is gezocht en niet aangetroffen,Nvt,Ja,GeenCertificaat.pdf,Stieltjesstr. 01,POINT (187270 428638),D151893188
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1500,Staringstr. 002,Onbekend,2000,1999-08-19,Laura/Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Staringstr_002.pdf,,POINT (188080.537528282 428455.82036253),D151893189
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1501,Vredestr. 001,Onbekend,2000,1995-02-28,Chemclean,De tanks zijn verwijderd,Tanks zijn conform de richtlijnen (KIWA) gesaneerd,Ja,Vredestr_001.pdf,,POINT (187297.377444755 428558.506223012),
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1502,Vredestr. 001,Onbekend,2000,1995-02-28,Chemclean,De tanks zijn verwijderd,Tanks zijn conform de richtlijnen (KIWA) gesaneerd,Ja,Vredestr_001.pdf,,POINT (187302.77495555 428560.728727457),D151893190
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1503,Vredestr. 006,Voortuin.,3000,1993-01-04,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Vredestr_006.pdf,,POINT (187305 428594),D151893191
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1504,Vredestr. 008,Voortuin.,3000,1994-01-14,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Vredestr_008.pdf,,POINT (187298 428591),D151893192
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1505,Vredestr. 002,Onbekend,3000,1998-01-26,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Vredestr_002.pdf,,POINT (187331 428604),D151893193
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1506,Vredestr. 016,Achterkant.,3000,,?,De tank is gezocht en niet aangetroffen,Nvt,Ja,GeenCertificaat.pdf,Vredestr. 016.pd,POINT (187274 428578),D151893194
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1507,Kronenburgersingel 221,Voortuin.,6000,1994-12-16,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Kronenburgersingel_221.pdf,,POINT (187319 428654),D151893195
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1508,Kronenburgersingel 271,Parkeerplaats voor,5000,1999-06-01,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Kronenburgersingel_271.pdf,,POINT (187294 428894),D151893196
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1509,Kronenburgersingel 269,Op betonnen vloer,15000,1998-04-03,Chemclean,"De tanks zijn verwijderd, ‚‚n bovengronds, ‚‚n ondergronds, beiden 15.000 L",Tanks zijn conform de richtlijnen (KIWA) gesaneerd,Ja,Kronenburgersingel_269.pdf,,POINT (187290 428847),D151893197
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_150a,Kronenburgersingel 002-008,Voorkant.,10000,1998-05-19,Laura/ Chemclean,De tanks zijn verwijderd,Tanks zijn conform de richtlijnen (KIWA) gesaneerd,Ja,Kronenburgersingel_002_008.pdf,,POINT (187443 428533),D151893198
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_150b,Berchenstr. 017 v.,Onbekend,6000,1997-04-08,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berchenstr_017_v.pdf,,POINT (187498 428572),D151893200
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_150c,Berchenstr. 023 v.,Onbekend,3000,1992-06-17,Laura,De tank is gevuld met zand,,Ja,GeenCertificaat.pdf,Berchenstr. 023,POINT (187506.147912963 428580.618745238),D151893201
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_150d,Parkweg 002,Onbekend,3000,1994-11-17,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Parkweg_002.pdf,,POINT (187536 428628),D151893202
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_150e,Pijkestr. 027,in kelder op betonvloer,5000,2000-04-03,Chemclean,Het betreft een schoongemaakte bovengrondse tank in de kelder,Tank is conform de richtlijnen (KIWA) schoongemaakt,Ja,Pijkestr_027.pdf,,POINT (187494 428898),D151893203
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_150f,Pijkestr. 021,Onbekend,9,,?,Betreft een bovengronds tankje dat is verwijderd,Nvt,Ja,GeenCertificaat.pdf,Pijkestr. 021.pd,POINT (187492 428890),D151893204
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1510,Hezelstr. 111 Lange,Onbekend,5000,1993-03-10,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Hezelstr_111_Lange.pdf,,POINT (187311 428969),D151893205
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1511,Hezelstr. 084b Lange,Onbekend,3000,1998-02-24,Laura/Adico,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Hezelstr_084b_Lange.pdf,,POINT (187448.86 428961.03),D151893207
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1512,Marienburg 059,Onbekend,5000,1997-11-25,Chemclean,"E‚n tank is verwijderd, gezocht naar nog een tank, niet aangetroffen",Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Marienburg_059.pdf,,POINT (188087.273169595 428564.895808075),D151893208
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1513,Bloemerstr. 065-69,Onder betonvloer,3000,1981-10-07,Gelder,Informatie bij bureau MKB,,Ja,GeenCertificaat.pdf,Bloemerstr. 065-,POINT (187627 428632),D151893209
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1514,Bloemerstr. 054,Onbekend,3000,1998-05-07,Laura/Adico,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Bloemerstr_054.pdf,,POINT (187625 428597),D151893210
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1515,Bloemerstr. 092 t/m 108,Onbekend,10000,1998-03-16,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Bloemerstr_092_t_m_108.pdf,,POINT (187701 428679),D151893211
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1516,Bloemenburgerhof 002,Onbekend,3000,1998-07-03,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Bloemenburgerhof_002.pdf,,POINT (187676.032512065 428640.56007112),D151893213
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1517,Smetiusstr. 007,Onbekend,9,,Laura(?),"Er is gezocht naar een tank, er is geen tank aangetroffen",Nvt,Ja,GeenCertificaat.pdf,Smetiusstr. 007.,POINT (187536 428519),D151893214
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1518,Smetiusstr. 008,Onbekend,3000,1998-06-09,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Smetiusstr_008.pdf,,POINT (187507 428482),D151893215
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1519,Betouwstr. 009 In de,"Onder de tapijtcentrale, nr",6000,1997-12-22,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Betouwstr_009_In_de.pdf,,POINT (187599 428431),D151893216
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_151a,Betouwstr. 010 In de,Onbekend,9,,Laura,De tank is onvindbaar,,Ja,GeenCertificaat.pdf,Betouwstr. 010 I,POINT (187618 428435),D151893217
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_151b,Betouwstr. 013 In de,Onbekend,3000,1997-06-19,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Betouwstr_013_In_de.pdf,,POINT (187582 428445),D151893218
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_151c,Piersonstr. 075,Onbekend,5000,1997-10-21,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Piersonstr_075.pdf,,POINT (187613 428509),D151893219
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_151d,Karrengas 037,Achterkant zaak.,5000,1994-11-08,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Karrengas_037.pdf,,POINT (187709 428606),D151893220
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_151e,Molenstr. 039,In de kelder,5000,1994-04-13,Laura/ Chemclean,"Het betreft een bovengrondse, lege tank",Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Molenstr_039.pdf,,POINT (187793.947048758 428574.806473913),D151893221
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_151f,Molenstr. 053,Onbekend,8000,1998-02-20,Laura/ Chemclean,Het betreft een bovengrondse tank,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Molenstr_053.pdf,Molenstr. 053.pd,POINT (187746 428503),D151893222
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1520,Molenweg 023,Onbekend,10000,1993-10-04,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Molenweg_023.pdf,,POINT (186184.324 428128.217),D151893223
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1521,Molenstr. 063,Inpandig onder betonlaag,10000,1997-09-01,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Molenstr_063.pdf,,POINT (187731 428486),D151893224
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1522,Molenstr. 049-051,Helemaal achterin,5000,2000-10-11,Laura(?)/Chemclean,De tank is verwijderd,,Ja,Molenstr_049_051.pdf,Molenstr. 049-05,POINT (187752 428509),D151893225
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1523,Berg en dalseweg 052,achtertuin,3000,1998-11-04,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berg_en_dalseweg_052.pdf,,POINT (188566.517940654 428310.948569551),D151893226
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1524,Koningshofje 005,,3000,1998-08-28,Arns,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Koningshofje_005.pdf,,POINT (187851.364281066 428645.641807542),D151893227
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1525,Berendsstraat 070 Dr Jan,,5000,1994-02-22,Chemclean,De tanks zijn verwijderd,Tanks zijn conform de richtlijnen (KIWA) gesaneerd,Ja,Berendsstraat_070_Dr_Jan.pdf,,POINT (187175.101390375 427621.822688406),D151893228
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1526,Burchtstr. 005,achter het pand,3000,1993-03-12,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Burchtstr_005.pdf,,POINT (187991.491588227 428842.714204486),D151893229
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1527,Nederheidseweg 191,,3000,1993-02-09,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Nederheidseweg_191.pdf,,POINT (182873.96476421 428175.056512257),D151893230
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1528,Burchtstr. 069-071,,3000,1998-11-25,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Burchtstr_069_071.pdf,,POINT (188117.229990712 428787.087726702),D151893231
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1529,Seringenstraat 050,onbekend,3000,1998-11-20,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Seringenstraat_050.pdf,,POINT (185848.781845241 427699.948624339),D151893232
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_152a,Ubbergseveldweg 070,,,,?,De tank is verwijderd,,Ja,GeenCertificaat.pdf,Ubbergseveldweg,POINT (189415.130628193 427945.549115308),D151893233
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_152b,Griftdijk Noord 013,nvt,10500,1991-09-27,Isotank,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Griftdijk_Noord_013.pdf,,POINT (187240.213309934 431110.568812617),D151893234
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_152c,Griftdijk Noord 026,nvt,1000,1991-09-26,Chemclean,De tank is verwijderd,,Ja,Griftdijk_Noord_026.pdf,,POINT (187116.079396463 431462.53038354),D151893235
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_152d,Griftdijk Noord 044,nvt,10000,1991-11-08,Chemclean,De tank is gevuld met zand,,Ja,Griftdijk_Noord_044.pdf,,POINT (187032.299689966 431872.120059747),D151893236
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_152e,Griftdijk Zuid 025,nvt,3000,1991-09-24,Isotank,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Griftdijk_Zuid_025.pdf,,POINT (188097.277569183 429762.296468236),D151893237
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_152f,Griftdijk Zuid 031,nvt,1900,1991-09-30,Isotank,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Griftdijk_Zuid_031.pdf,Laauwikstr. 051.,POINT (188095.028470254 429796.914059263),D151893238
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1530,Griftdijk Zuid 033,nvt,1900,1991-09-24,Isotank,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Griftdijk_Zuid_033.pdf,,POINT (188094.786194818 429803.014868012),D151893240
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1531,Griftdijk Zuid 087,nvt,3000,1991-09-24,Isotank,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Griftdijk_Zuid_087.pdf,,POINT (187986.956398089 430095.673500434),D151893241
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1532,Griftdijk Zuid 141,nvt,2000,1991-09-30,Isotank,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Griftdijk_Zuid_141.pdf,,POINT (187677.376644144 430525.665023174),D151893242
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1533,Laauwikstr. 004,onbekend,3000,1996-05-13,Schippers,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Laauwikstr_004.pdf,,POINT (187837.448600828 430566.395215993),D151893243
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1534,Laauwikstr. 021,onbekend,3000,1991-09-27,Isotank,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Laauwikstr_021.pdf,,POINT (188054.967402664 430778.359576972),D151893244
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1535,Laauwikstr. 027,onbekend,3000,,Isotank,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Laauwikstr_027.pdf,,POINT (188091.479975977 430807.992969805),D151893245
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1536,Laauwikstr. 036,onbekend,3000,1995-10-23,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Laauwikstr_036.pdf,,POINT (188047.559054456 430715.388617201),D151893246
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1537,Laauwikstr. 047,onbekend,2200,1992-05-25,Isotank,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Laauwikstr_047.pdf,,POINT (188325.636696133 430913.561931774),D151893247
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1538,Laauwikstr. 060,onbekend,5700,1992-05-25,Isotank,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Laauwikstr_060.pdf,,POINT (188241.499027195 430830.74718216),D151893248
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1539,Laauwikstr. 070,onbekend,3000,1991-09-27,Isotank,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Laauwikstr_070.pdf,,POINT (188311.878335175 430853.236810649),D151893249
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_153a,Laauwikstr. 076,onbekend,2500,1991-09-19,Isotank,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Laauwikstr_076.pdf,,POINT (188365.588859685 430868.053507066),D151893250
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_153b,Molenpad 001,nvt,3200,1991-09-30,Isotank,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Molenpad_001.pdf,,POINT (187818.542523178 430292.502825278),D151893251
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_153c,Oosterhoutsedijk 002,nvt,3000,1991-09-24,Isotank,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Oosterhoutsedijk_002.pdf,,POINT (188090.780947941 429620.762692174),D151893252
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_153d,Oosterhoutsedijk 022,nvt,3000,1998-01-30,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Oosterhoutsedijk_022.pdf,,POINT (187867.510122927 429644.723463639),D151893253
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_153e,Oosterhoutsedijk 033,nvt,3100,1992-05-22,Isotank,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Oosterhoutsedijk_033.pdf,,POINT (187880.579634635 429576.925371653),D151893254
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_153f,Laakstr. 036 Pastoor van,onbekend,3000,1998-01-23,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Laakstr_036_Pastoor_van.pdf,,POINT (187945.000278075 430293.682153069),D151893255
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1540,Laakstr. 052 Pastoor van,onbekend,3000,1991-09-26,Isotank,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Laakstr_052_Pastoor_van.pdf,,POINT (187798.127923418 430526.357228796),D151893256
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1541,Laakstr. 056 Pastoor van,onbekend,3000,1991-09-26,Isotank,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Laakstr_056_Pastoor_van.pdf,,POINT (187756.852840543 430603.086549525),D151893257
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1542,Laakstr. 058 Pastoor van,nvt,,,Isotank,"Er is gezocht naar een tank, er is geen tank aangetroffen",Nvt,Ja,Laakstr_058_Pastoor_van.pdf,,POINT (187737.0090507 430619.490749129),D151893258
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1543,Laakstr. 060 Pastoor van,onbekend,3000,1991-09-26,Isotank,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Laakstr_060_Pastoor_van.pdf,,POINT (187731.981957273 430630.603271442),D151893259
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1544,Laakstr. 084 Pastoor van,onbekend,5000,1995-03-06,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Laakstr_084_Pastoor_van.pdf,,POINT (187696.454357119 431449.955106403),D151893260
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1545,Pelargoniumstraat 001 A,onbekend,5000,1996-08-21,Adico,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Pelargoniumstraat_001_A.pdf,,POINT (187995.706975702 430631.647772511),D151893261
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1546,Steltsestr. 012,onbekend,3000,1991-10-18,Isotank,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Steltsestr_012.pdf,,POINT (188011.970546306 430379.541322499),D151893262
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1547,Steltsestr. 031,onbekend,3000,1996-03-12,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Steltsestr_031.pdf,,POINT (188157.202874444 430468.293824315),D151893263
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1548,Weverstraat 001,onbekend,3000,1991-09-19,Isotank,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Weverstraat_001.pdf,,POINT (187937.717245789 430137.215338348),D151893265
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1549,Weverstraat 017,onbekend,3000,1991-09-19,Isotank,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Weverstraat_017.pdf,,POINT (187880.964334317 430106.930152405),D151893266
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_154a,Weverstraat 037,onbekend,3000,1991-09-19,Isotank,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Weverstraat_037.pdf,,POINT (187747.416180067 430165.113349672),D151893267
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_154b,Zaligerstraat 002,onbekend,5000,1991-09-25,Isotank,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Zaligerstraat_002.pdf,,POINT (187414.406161227 430761.172985775),D151893268
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_154c,Zandsepad 013,onbekend,3000,1998-04-22,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Zandsepad_013.pdf,,POINT (188376.387443486 432234.035336323),
