Ministerie;Handelsnaam;3000 - Uitbesteden overig;3110 - Uitbesteden organisatie- en formatieadviesopdrachten;3120 - Uitbesteden beleidsadvies- en onderzoeksopdrachten;3130 - Uitbesteden communicatie adviesopdrachten;3140 - Uitbesteden juridische adviesopdrachten;3150 - Uitbesteden ICT-adviesopdrachten;3160 - Uitbesteden accountancy en financiën;Eindtotaal
FIN;'t Leuve;;;1;;;;;1
FIN;Telindus-ISIT B.V.;;;;;;1;;1
FIN;TEN HAVE Change Management B.V.;;;1;;;;;1
FIN;The Careercoach;;;1;;;;;1
FIN;The Culinary Force B.V.;;;1;;;;;1
FIN;The Dj Company;;;1;;;;;1
FIN;Twisted Stranger B.V.;;;1;;;;;1
FIN;Uitgetypt.nl;;;1;;;;;1
FIN;Van Beek Art Supplies;;;1;;;;;1
FIN;Van den Broek Consultancy & Juridisch advies;;;;;1;;;1
FIN;Van Schoonhoven Legal2Practice;;;1;;;;;1
FIN;Verbond van Verzekeraars;;;1;;;;;1
FIN;Vereniging Informatica Alumni Windesheim;;1;;;;;;1
FIN;Volendam Events;;1;;;;;;1
FIN;WEEELABEX Organisation;1;;;;;;;1
FIN;Werken aan Werk, Werk aan Werken;;;1;;;;;1
FIN;Wij Investments Unlimited Company;;;1;;;;;1
FIN;Willems Ergonomie;;1;;;;;;1
FIN;W-mediation;;;;;1;;;1
FIN;Yuris Rechtshulp B.V.;;;;;1;;;1
I & W;&Maes B.V.;1;;1;;;;;1
I & W;020CREW B.V.;1;;;;;;;1
I & W;123boekingen.nl;1;;;;;;;1
I & W;1Camera B.V.;1;;;;;;;1
I & W;23G;1;;;;;;;1
I & W;2d3d Bureau v. 2 & 3 Dimens. Vormgev. B.V.;;;1;;;;;1
I & W;3D Makers Zone B.V.;1;;;;;;;1
I & W;5hart-IT Opleidingen B.V.;;;1;;;;;1
I & W;Aaaaha! The Actor Factory B.V.;1;;;;;;;1
I & W;Aarhus University;1;;;;;;;1
I & W;About Workplace Harassment;;;1;1;;;;1
I & W;Accor Hospitality Nederland N.V.;1;;;;;;;1
I & W;Ace Projects;1;;;;;;;1
I & W;Acteursbureau Kapok B.V.;;;1;;;;;1
I & W;A'DAM Six Senses B.V.;1;;;;;;;1
I & W;Advies water en klimaat;1;;;;;;;1
I & W;Aerophoto-Schiphol.nl;1;;;;;;;1
I & W;AEVES B.V.;1;;;;;;;1
I & W;AKD N.V.;1;;;;;;;1
I & W;Allgifts.nl B.V.;1;;;;;;;1
I & W;Allied Patents B.V.;;;1;;;;;1
I & W;Alohasurf;1;;;;;;;1
I & W;Alphaplus Creatieve Communicatie;1;;;;;;;1
I & W;Alvero Kantoormeubelverhuur B.V.;1;;;;;;;1
I & W;American Baking Company;1;;;;;;;1
I & W;Anfors B.V.;1;;;;;;;1
I & W;anoniem 102;1;;;;;;;1
I & W;anoniem 106;1;;;;;;;1
I & W;anoniem 108;1;;;;;;;1
I & W;anoniem 110;1;;;;;;;1
I & W;anoniem 114;1;;;;;;;1
I & W;anoniem 115;1;;;;;;;1
I & W;anoniem 119;1;;;;;;;1
I & W;anoniem 132;;;1;;;;;1
I & W;anoniem 14;1;;1;;;;;1
I & W;anoniem 149;;;1;;;;;1
I & W;anoniem 151;;;;1;;;;1
I & W;anoniem 152;;;;1;;;;1
I & W;anoniem 154;;;1;;;;;1
I & W;anoniem 157;;;;1;;;;1
I & W;anoniem 158;;;1;;;;;1
I & W;anoniem 16;;;1;;;;;1
I & W;anoniem 18;1;;;;;;;1
I & W;anoniem 187;;1;;;;;;1
I & W;anoniem 19;;;1;;;;;1
I & W;anoniem 20;;;1;1;;;;1
I & W;anoniem 21;1;;;;;;;1
I & W;anoniem 23;1;;;;;;;1
I & W;anoniem 25;;;1;;;;;1
I & W;anoniem 27;1;;;;;;;1
I & W;anoniem 33;1;;;;;;;1
I & W;anoniem 36;1;;;;;;;1
I & W;anoniem 37;1;;;;;;;1
I & W;anoniem 43;1;;;;;;;1
I & W;anoniem 44;1;;;;;;;1
I & W;anoniem 45;1;;;;;;;1
I & W;anoniem 46;;;1;;;;;1
I & W;anoniem 52;1;;;;;;;1
I & W;anoniem 53;1;;;;;;;1
I & W;anoniem 54;1;;;;;;;1
I & W;anoniem 55;;;1;;;;;1
I & W;anoniem 57;;;1;;;;;1
I & W;anoniem 64;;;1;;;;;1
I & W;anoniem 69;1;;;;;;;1
I & W;anoniem 7;1;;1;;;;;1
I & W;anoniem 71;1;;;;;;;1
I & W;anoniem 73;;;1;;;;;1
I & W;anoniem 74;;1;;;;;;1
I & W;anoniem 75;1;;;;;;;1
I & W;anoniem 78;1;;;;;;;1
I & W;anoniem 79;1;;;;;;;1
I & W;anoniem 83;1;;;;;;;1
I & W;anoniem 85;;1;;;;;;1
I & W;anoniem 86;1;;;;;;;1
I & W;anoniem 919;;;1;;;;;1
I & W;anoniem 92;1;;;;;;;1
I & W;anoniem 920;1;;;;;;;1
I & W;anoniem 921;1;;;;;;;1
I & W;anoniem 96;;;;1;;;;1
I & W;anoniem 98;1;;;;;;;1
I & W;anoniem 99;1;;;;;;;1
I & W;Another Site;;;1;;;;;1
I & W;ANTWERPEN UNIV;1;;;;;;;1
I & W;ANWB B.V.;1;;;;;;;1
I & W;Appassionato;1;;;;;;;1
I & W;AQASS Ltd;1;;;;;;;1
I & W;Aquagis B.V.;;;1;;;;;1
I & W;AquaTerra-KuiperBurger (ATKB);1;;;;;;;1
I & W;Aram Design;1;;;;;;;1
I & W;Architectuurcentrum Aorta;;;1;;;;;1
I & W;Ardis Organisatieontwikkeling B.V.;;1;1;;;;;1
I & W;Argeweb;1;;;;;;;1
I & W;Argos Coaching;1;;;;;;;1
I & W;Art & Dining;1;;;;;;;1
I & W;Art Centre Delft B.V.;1;;;;;;;1
I & W;Artitude;1;;;;;;;1
I & W;Arup B.V.;1;;;;;;;1
I & W;AS 21 B.V.;1;;;;;;;1
I & W;Asbestverwijdering Flory B.V.;;1;;;;;;1
I & W;Assemblee Sprekersbureau B.V.;1;;;;;;;1
I & W;Athenas B.V.;1;;;;;;;1
I & W;Aude;1;;;;;;;1
I & W;Auee & Palmen Advies;;;1;;;;;1
I & W;Autostalling de Bazuin;;1;;;;;;1
I & W;Avans Hogeschool MB B.V.;;;1;;;;;1
I & W;Aviodrome Exploitatie B.V.;1;;;;;;;1
I & W;Aviste B.V.;1;;;;;;;1
I & W;B.V. Boerenverstand;;;1;;;;;1
I & W;Balance Ervaring op Projectbasis B.V.;1;;;;;;;1
I & W;BALANCE TEXTS AND TRANSLATIONS;1;;;;;;;1
I & W;Bart Hoogveld beeldredactie & Fotografie;1;;;;;;;1
I & W;Bart Maat Fotografie;1;;;;;;;1
I & W;Bart van Vliet Freelance Fotograaf;1;;;;;;;1
I & W;Bart Versteeg fotograaf;1;;;;;;;1
I & W;Basaal 2.0;1;;;;;;;1
I & W;BB & P Beleid, Bestuur en Politiek;;;1;;;;;1
I & W;BCN B.V.;1;;;;;;;1
I & W;BCN DOTS;1;1;1;;;;;1
I & W;BeanBrothers;1;;;;;;;1
I & W;Beleidstheater;1;;;;;;;1
I & W;Belgisch BiercafÃ© Olivier B.V.;;1;;;;;;1
I & W;Benelux Scientific B.V.;;1;;;;;;1
I & W;Best Environmental & Safety Technology B.V.;;1;;;;;;1
I & W;Beuk Touringcars;1;;;;;;;1
I & W;Beweeggeluk;1;;;;;;;1
I & W;Big Sur B.V.;;;1;;;;;1
I & W;BIJ HOUT reclame- & vlaggenmakers;1;;;;;;;1
I & W;Bij Ons Spoordonk;1;;;;;;;1
I & W;Bij Priester;1;;;;;;;1
I & W;Bilderberg Grand Hotel Wientjes;1;;;;;;;1
I & W;Biodiversity Assessments LTD;1;;;;;;;1
I & W;BIS Bedrijfs Informatie Systemen B.V.;1;;;;;;;1
I & W;Bitman B.V.;1;;;;;;;1
I & W;BKFF bas kijzers fotografie en film;1;;;;;;;1
I & W;BLACKORANGE;1;;;;;;;1
I & W;Blomberg Instituut B.V.;1;;;;;;;1
I & W;BMC Advies B.V.;1;;;;;;;1
I & W;BMO Bur. Manag. Onderst.&Secretar. Dnstn B.V.;1;;;;;;;1
I & W;BNF B.V.;1;;;;;;;1
I & W;Boekbinderij Mulder;1;;;;;;;1
I & W;Boeketcadeau.nl;1;;;;;;;1
I & W;Boels Verhuur;1;1;;;;;;1
I & W;bol.com B.V.;;1;;;;;;1
I & W;Bongo Belevenisbon;1;;;;;;;1
I & W;Bontekoe Produkties V.O.F.;;;1;;;;;1
I & W;Boot & StuurliedencoÃ¶p. 'De Koperen Ploeg' WA;;1;;;;;;1
I & W;BORO Scheveningen B.V.;1;;;;;;;1
I & W;Boterwaag Den Haag B.V.;1;;;;;;;1
I & W;Bovenkamers;1;;;;;;;1
I & W;Braakhekke environmental modelling;;;1;;;;;1
I & W;Brand Wave Communications;1;;;;;;;1
I & W;Brasserie Vivaldi B.V.;1;;;;;;;1
I & W;Brechtje Roos Muziekzendeling;;;1;;;;;1
I & W;Breizh B.V.;1;;;;;;;1
I & W;Brigadoon N.V.;1;;;;;;;1
I & W;BuitenBusiness B.V.;1;;1;;;;;1
I & W;BUNDESKASSE TRIER;;1;;;;;;1
I & W;Bureau BlauwGeel B.V.;1;;1;;;;;1
I & W;BUREAU DE RECHERCHES  GÉOLOGIQUES;1;;;;;;;1
I & W;Bureau van Veen;1;;;;;;;1
I & W;Bureau voor Beeldzaken;1;;;;;;;1
I & W;Burn Out Poli;;;;1;;;;1
I & W;buro in stijl;1;;;;;;;1
I & W;Buro Ma.an B.V.;;;;1;;;;1
I & W;Buro Wittenburg;;;1;;;;;1
I & W;Business Cars & Limousineservice;1;;;;;;;1
I & W;BuzzMaster B.V.;;;1;;;;;1
I & W;BVBA freeways;1;;;;;;;1
I & W;By Mari B.V.;1;;;;;;;1
I & W;Byron Hill Consulting;1;;;;;;;1
I & W;C22C B.V.;1;;;;;;;1
I & W;C2Results B.V.;;;1;;;;;1
I & W;Cadenza Education B.V.;1;;;;;;;1
I & W;CAPA - CENTRE FOR AVIATION;1;;;;;;;1
I & W;Capilla;;;1;;;;;1
I & W;Carnegie-Stichting;;;1;;;;;1
I & W;Carolien Feldbrugge Beeldleveranciers;1;;;;;;;1
I & W;CartoonistLive;1;;1;1;;;;1
I & W;cathyvanbeek consultancy & coaching;1;;;;;;;1
I & W;Centraal Boekhuis B.V.;1;;;;;;;1
I & W;Centre for Climate Adaptation B.V.;1;;;;;;;1
I & W;Chef Erling;1;;;;;;;1
I & W;Cherry Creek Ltd.;1;;;;;;;1
I & W;Chocolaterie Gelaterie De Lelie;1;;;;;;;1
I & W;Chocolaterie Le Cacao;1;;;;;;;1
I & W;Chris Cras Reklame;1;;;;;;;1
I & W;Ciao! Ciao! B.V.;1;;;;;;;1
I & W;Cimsolutions;;;1;;;;;1
I & W;Circular Future;1;;;;;;;1
I & W;Civic Architecture;1;;;;;;;1
I & W;Civilair Aruba;1;;;;;;;1
I & W;Cloose;1;;;;;;;1
I & W;Co??peratie '2D3D Design' UA;;;1;;;;;1
I & W;CoÃ¶peratie PreventPartner UA;;1;1;;;;;1
I & W;CoÃ¶peratief Congrestolkensecretariaat UA;1;;;;;;;1
I & W;CoÃ¶peratieve HalloBoer UA;1;;;;;;;1
I & W;CoÃ¶peratieve Rabobank UA;;;1;;;;;1
I & W;CoÃ¶peratieve Vereniging Marconia UA;;;1;;;;;1
I & W;Coastal & Marine Union;1;;;;;;;1
I & W;Colibri Advies B.V.;1;;;;;;;1
I & W;Communicatiekrachten;1;;;;;;;1
I & W;Compaijen C&C;1;;;;;;;1
I & W;Compass Group Nederland B.V.;1;;;;;;;1
I & W;Competence Factory;1;;;;;;;1
I & W;ConCEPD;1;;;;;;;1
I & W;Conferentie en evenementenlocatie Lommerrijk;1;;;;;;;1
I & W;Connexxion Taxi Services B.V.;1;;;;;;;1
I & W;Connexxion Tours B.V.;1;;;;;;;1
I & W;Considerati B.V.;;;1;;;;;1
I & W;Coöperatieve Circle Economy UA;1;;;;;;;1
I & W;COPERNICUS GESELLSCHAFT;;;1;1;;;;1
I & W;Coulant Touring;1;;;;;;;1
I & W;Cre-Aid B.V.;1;1;;;;;;1
I & W;Creapolis Media;;;1;;;;;1
I & W;Creator Meeting Support B.V.;1;;;;;;;1
I & W;Crisislab;;;1;;;;;1
I & W;Crisispartner;1;;;;;;;1
I & W;CTMabc;1;;;;;;;1
I & W;Customeyes B.V.;;;1;;;;;1
I & W;D&J Zijderveld V.O.F.;1;;;;;;;1
I & W;Dagelijks Lekker B.V.;1;;;;;;;1
I & W;Dagversgroothandel Buitendijk B.V.;1;;;;;;;1
I & W;Daily;1;;;;;;;1
I & W;Dare & Care;;;1;;;;;1
I & W;Datadogs B.V.;;;;1;;;;1
I & W;Datdoeikwel;1;;;;;;;1
I & W;DC Stores;;1;;;;;;1
I & W;De Bazar B.V.;1;;;;;;;1
I & W;De Beeldunie;1;;;;;;;1
I & W;De Colonie Houten B.V.;1;;;;;;;1
I & W;De Duifjes Theaterwerk;1;;;;;;;1
I & W;De Epiloog;1;;;;;;;1
I & W;De Federatie B.V.;1;;;;;;;1
I & W;De heer Environment & Communication;;;1;;;;;1
I & W;De Heren van Kopij;;;;1;;;;1
I & W;De Jong Psycholoog voor Arbeid en Vitaliteit;1;;;;;;;1
I & W;De Kampanje;1;;;;;;;1
I & W;De keuken van Thijs;1;;;;;;;1
I & W;De Lachende Lama;1;;;;;;;1
I & W;De Mastenbar;1;;;;;;;1
I & W;de Persgroep Nederland B.V.;1;;;;;;;1
I & W;De Verkeerspsycholoog GTi;1;;;;;;;1
I & W;De Wijkplaats B.V.;;;1;;;;;1
I & W;De Zagerij Ontwerpbureau;1;;;;;;;1
I & W;De Zeeuw Facilitator Productions;;1;;;;;;1
I & W;Debat.NL B.V.;1;;1;;;;;1
I & W;DESIGNANDKO;1;;;;;;;1
I & W;Deskbookers B.V.;1;;;;;;;1
I & W;Digiweavr Ltd;1;;;;;;;1
I & W;Diner Thuis;1;;;;;;;1
I & W;Dinerspel.nl;;;1;;;;;1
I & W;Dispuut Verkeer;1;;;;;;;1
I & W;DitisNEWZAssen B.V.;1;;;;;;;1
I & W;dmdelivery;;;;1;;;;1
I & W;Documens B.V.;;1;;;;;;1
I & W;Donatello Piras;1;;;;;;;1
I & W;Donki Gotte;1;;;;;;;1
I & W;Dräger Safety Nederland B.V.;;1;;;;;;1
I & W;Driemensies;1;;;;;;;1
I & W;Drone Education Centre B.V.;;1;;;;;;1
I & W;Dropbox International Unlimited Com;1;;;;;;;1
I & W;DTU;1;;;;;;;1
I & W;Dudok Den Haag B.V.;1;;;;;;;1
I & W;Dutch Aviation Group (DAG);1;;;;;;;1
I & W;DynaVision B.V.;;;1;1;;;;1
I & W;E.B.O. van Weel Beheer B.V.;1;;;;;;;1
I & W;E.P. Kroes Beheer B.V.;1;;;;;;;1
I & W;EASA;;;1;;;;;1
I & W;ECHOS Home Baan Zulu;;1;;;;;;1
I & W;Eco Consult;1;;;;;;;1
I & W;ecoengineers;1;;;;;;;1
I & W;EC-Rent;1;;;;;;;1
I & W;Edwards Stadsontwerp;1;;;;;;;1
I & W;Edwin de Vos Playful Organisatieadvies;;;1;;;;;1
I & W;Eetkamer Karmozijn;1;;;;;;;1
I & W;Ekinetix B.V.;1;;;;;;;1
I & W;Elcie Styling Concept;1;;;;;;;1
I & W;Elseco B.V.;;;;;;1;;1
I & W;Emergent B.V.;1;;;;;;;1
I & W;Engels Conference Center B.V.;1;;;;;;;1
I & W;Enrise B.V.;;;1;;;;;1
I & W;Entopic B.V.;1;;1;1;;;;1
I & W;Ergo B.V.;1;;;;;;;1
I & W;Eric Burgers Tekst & Redactie;;;1;;;;;1
I & W;Ernst 3000 Design & Animation;1;;;;;;;1
I & W;Escher Water Projects;1;;;;;;;1
I & W;ETA SRL;;1;;;;;;1
I & W;ETH-NPC-Verein;1;;;;;;;1
I & W;Etxea Restaurant;1;;;;;;;1
I & W;Eubelius;1;;;;;;;1
I & W;Eurocontrol B.V.;1;;;;;;;1
I & W;Euro-drones;1;;;;;;;1
I & W;Euroforum;1;;;;;;;1
I & W;Evers + Manders Subsidieadviseurs B.V.;1;;;;;;;1
I & W;Exploitatiemaatschappij City Hotel Gouda B.V.;1;;;;;;;1
I & W;Exploitatiemij. Grand Hotel Karel V B.V.;1;;;;;;;1
I & W;F.A.X. Translations B.V.;;;1;;;;;1
I & W;FAIRNET;1;;;;;;;1
I & W;Federal Ministry for Sustainability;1;;;;;;;1
I & W;Fietsersbond;1;;;;;;;1
I & W;Fietstaxi Centrale;1;;;;;;;1
I & W;Film Atelier Den Haag;1;;;;;;;1
I & W;Financial Professional Services B.V.;;;1;;;;;1
I & W;Fira Internacional de Barcelona;1;;;;;;;1
I & W;Firma Hof der Muzen;1;;;;;;;1
I & W;First Dutch Advisory B.V.;1;;;;;;;1
I & W;Fletcher Hotel-Restaurant Mooi Veluwe;1;;;;;;;1
I & W;Flip Franssen Fotografie;1;;;;;;;1
I & W;Fortuyn Horeca B.V.;1;;;;;;;1
I & W;FotoBuro Bolsius;1;;;;;;;1
I & W;Fotogeniek;1;;;;;;;1
I & W;Fotografie : Paul Voorham;1;;;;;;;1
I & W;Fotografie Siebe Swart;1;;;;;;;1
I & W;Fotoworkshopspecialist;1;;;;;;;1
I & W;Four Digits B.V.;1;;;;;;;1
I & W;FrÃ¶bel B.V.;1;;;;;;;1
I & W;Francien Machielse Communicatie & Projecten;1;;;;;;;1
I & W;Fraunhofer-Gesellschaft zur Förderu;1;;;;;;;1
I & W;Freek van den Bergh Fotografie;1;;;;;;;1
I & W;Froh Presentaties;1;;;;;;;1
I & W;Future Motions;1;;;;;;;1
I & W;Futuron;1;;;;;;;1
I & W;Galaxy Entertainment;1;;;;;;;1
I & W;Garlin;1;;;;;;;1
I & W;Gastheeren Bedrijfscatering;1;;;;;;;1
I & W;gefeliciTAART B.V.;1;;;;;;;1
I & W;Geldof c.s. B.V.;1;;;;;;;1
I & W;Gemeenlandshuis Delft;1;;;;;;;1
I & W;Gemini Design B.V.;1;;;;;;;1
I & W;GeoCat B.V.;1;;;;;;;1
I & W;GisSense B.V.;1;;;;;;;1
I & W;GJM Communicatie B.V.;1;;;;;;;1
I & W;Glassinstruments;;1;;;;;;1
I & W;GloMar Shipmanagement B.V.;;;;1;;;;1
I & W;Gloudemans;;;1;;;;;1
I & W;Goedhart Reclame;1;;;;;;;1
I & W;Goevaers Consultancy B.V.;1;;;;;;;1
I & W;Go-Fast Bicycle Delivery Services;1;;;;;;;1
I & W;GOVERNMENT OF ST. MAARTEN;1;;;;;;;1
I & W;Grand Central Food Market B.V.;1;;;;;;;1
I & W;Granny's Corner;1;;;;;;;1
I & W;Green Jump;1;;;;;;;1
I & W;Greenvis B.V.;1;;;;;;;1
I & W;H.R. Guest Fotografie;1;;;;;;;1
I & W;Haai B.V.;;;1;;;;;1
I & W;Hampshire Exploitatie I B.V.;1;;;;;;;1
I & W;Handelshuis Atlantis B.V.;;;1;;;;;1
I & W;Hans de Vries Photography;1;;;;;;;1
I & W;Hans Punter Tekstredactie & Vormgeving;1;;;;;;;1
I & W;Hans Roggen Fotografie;1;;;1;;;;1
I & W;Happy Meat B.V.;1;;;;;;;1
I & W;Harbers Trucks Apeldoorn B.V.;;;1;;;;;1
I & W;Hartwig Instruments B.V.;;1;;;;;;1
I & W;HAVANA DEN HAAG;1;;;;;;;1
I & W;Havenbedrijf Rotterdam N.V.;1;;;;;;;1
I & W;Haverkamp & Bergers Project Communicatie;1;;;;;;;1
I & W;HAYMARKET MEDIA GROUP LTD;;;1;;;;;1
I & W;Hekseketel;1;;;;;;;1
I & W;Hemels Advies;1;;;;;;;1
I & W;Hesbak 2 B.V.;1;;;;;;;1
I & W;Het Keringhuis;1;;;;;;;1
I & W;Het Kookplein;1;;;;;;;1
I & W;Het Nationaal Automobielmuseum;1;;;;;;;1
I & W;Het Nutshuis;1;;;;;;;1
I & W;Het Turfschip;1;;;;;;;1
I & W;High Waves Production & Digital Recording;;;;1;;;;1
I & W;Hilton International C° (België);1;;;;;;;1
I & W;Hiltra Verhuur B.V.;;1;1;;;;;1
I & W;Hoeve Advies B.V.;1;;;;;;;1
I & W;Hofstad Events B.V.;1;;;;;;;1
I & W;Hofstad Tours B.V.;1;;;;;;;1
I & W;Hogenkamp Klompen en Souvenirs B.V.;;1;;;;;;1
I & W;Holding Beheermaatschappij Ropeni B.V.;1;;;;;;;1
I & W;Hoogcarspel Management & Consultancy;1;;;;;;;1
I & W;Hope & Glory;1;;;;;;;1
I & W;Horeca Exploitatie Maatschappij Schiphol B.V.;1;;;;;;;1
I & W;Horeca Exploitatie Roosendaal B.V.;1;;;;;;;1
I & W;Hostnet B.V.;1;;;;;;;1
I & W;Hotel Fidder;1;;;;;;;1
I & W;House of Lords B.V.;1;;;;;;;1
I & W;Houtekamer en Van Kleef project en proces;1;;;;;;;1
I & W;HTM Personenvervoer N.V.;1;;;;;;;1
I & W;Hudson Global Consulting;1;;;;;;;1
I & W;Huijer Evening Dress B.V.;1;;;;;;;1
I & W;Huis ten Haghe;1;;;;;;;1
I & W;Hustle Creatives CoÃ¶peratief UA;1;;;;;;;1
I & W;Hutten Business Catering B.V.;1;;;;;;;1
I & W;I & O Research B.V.;1;;;;;;;1
I & W;i ee.;1;;;;;;;1
I & W;Ibis Den Haag City Centre;1;;;;;;;1
I & W;Ideeaanzee B.V.;1;;;;;;;1
I & W;Idem Dito Kampen B.V.;1;;;;;;;1
I & W;Imageselect B.V.;1;;;;;;;1
I & W;Imago Print Sign & Display;1;;;;;;;1
I & W;Imagro B.V.;1;;;;;;;1
I & W;Imergis Organisatiebloei;1;;;;;;;1
I & W;Impact Express;1;;;;;;;1
I & W;Impeco Sport & Event Logistics B.V.;1;;;;;;;1
I & W;In de Driehoek, congres- en vergadercentrum;1;;;;;;;1
I & W;In de Steigers B.V.;1;;;;;;;1
I & W;Incentro Nederland B.V.;;;1;;;;;1
I & W;Indonesisch Restaurant Poentjak;1;;;;;;;1
I & W;InfoFiciency B.V.;1;;;;;;;1
I & W;Informaat B.V.;1;;;;;;;1
I & W;Inge Diepman B.V.;1;;;;;;;1
I & W;Ingrid Bertens Fotografie;1;;;;;;;1
I & W;Ingrid Grunnill tekst & translation;1;;;;;;;1
I & W;Innovation For All;;;1;;;;;1
I & W;Innovation/Change/Participation;1;;;;;;;1
I & W;Innovention Change Management B.V.;1;;;;;;;1
I & W;Innovero Software Solutions B.V.;;;1;1;;;;1
I & W;Inntel Hotels Rotterdam Centre;1;;;;;;;1
I & W;Instant Magazine B.V.;;;1;;;;;1
I & W;Institute for Planetary Security;;;1;;;;;1
I & W;Instituut voor Psychotrauma Nederland B.V.;;;1;;;;;1
I & W;Instock Den Haag;1;;;;;;;1
I & W;Integer Research Limited;1;;;;;;;1
I & W;Inter Contracting B.V.;1;;;;;;;1
I & W;IPMA Certificering B.V.;;;1;;;;;1
I & W;Ipol B.V.;;;1;;;;;1
I & W;ISEAL ALLIANCE;1;;;;;;;1
I & W;ISRIC;1;;;;;;;1
I & W;J.A.N.;1;;;;;;;1
I & W;Ja-maarÂ® B.V.;1;;;;;;;1
I & W;Jamabeek Computers;;1;;;;;;1
I & W;JAROSLAV F PACHNER;1;;;;;;;1
I & W;Jean-Paul Opperman Fotografie;1;;;;;;;1
I & W;Jenneke Drupsteen Grafische Vormgeving;;;;1;;;;1
I & W;Jerry Lampen B.V.;1;;;;;;;1
I & W;Jet Proost Communicatie Adv. en Journalistiek;;1;;;;;;1
I & W;Jitscale B.V.;1;;;;;;;1
I & W;joost schrijnen ruimte voor ontwikkeling;;1;;;;;;1
I & W;Josten.lu SA/AG;1;;;;;;;1
I & W;Juice on Wheels;1;;;;;;;1
I & W;Juncto Advocaten;1;;;;;;;1
I & W;JUUL4U;1;;;;;;;1
I & W;Kaap Advies;;1;;;;;;1
I & W;Kabelfabriek;1;;;;;;;1
I & W;Kade Food & Drinks;1;;;;;;;1
I & W;Karen Visser Ontwerp;1;;;;;;;1
I & W;Kasteel Duurstede;1;;;;;;;1
I & W;Kees Schoemaker Beheer B.V.;1;;;;;;;1
I & W;KentieDesign;1;;;;;;;1
I & W;Kern Konsult B.V.;;;1;;;;;1
I & W;KeyToxicology;1;;;;;;;1
I & W;Kick Smeets Fotografie;1;;;;;;;1
I & W;Kien Facility Management inz. ECI;1;;;;;;;1
I & W;Kiwa Technology;;1;;;;;;1
I & W;Kloppenburg Beheer B.V.;;;1;;;;;1
I & W;KNMP Holding B.V.;1;;;;;;;1
I & W;Knock on Entertainment B.V.;1;;;;;;;1
I & W;Kochen Lasance Brave Business Behavior;;;1;;;;;1
I & W;Kofi Annan Foundation;1;;;;;;;1
I & W;Kompaan;1;;;;;;;1
I & W;Koninklijk Instituut van Ingenieurs;1;1;;;;;;1
I & W;Koninklijk NIOZ;1;;;;;;;1
I & W;Koninklijke Haskoning DHV Groep B.V.;1;;;;;;;1
I & W;kopconsult;1;;;;;;;1
I & W;Korte Poten 1-3 B.V.;1;;;;;;;1
I & W;KPN Consulting B.V.;1;;;;;;;1
I & W;Kraaybeekerhof Facilitair B.V.;1;;;;;;;1
I & W;La SeÃ±orita;1;;;;;;;1
I & W;Label A B.V.;1;;;;;;;1
I & W;Labor Redimo;;;1;;;;;1
I & W;Laheij Gespreksleiding;1;;;;;;;1
I & W;Latijnhouwers Media en Communicatie;1;;;;;;;1
I & W;Le Bistroquet B.V.;1;;;;;;;1
I & W;Leeuwendaal Advies B.V.;;1;;;;;;1
I & W;Leveroij B.V.;;1;;;;;;1
I & W;LifeGuard Health Services B.V.;;;1;;;;;1
I & W;Lighthouse Conception;1;;;;;;;1
I & W;Lijnontwerp;1;;;;;;;1
I & W;LiveOnlineEvents B.V.;1;;;;;;;1
I & W;Livewords;;;1;;;;;1
I & W;Lloyd's Register Nederland B.V.;;;;;;;1;1
I & W;Loendersloot Advies;1;;;;;;;1
I & W;Loesje Praktijken Fotografie;1;;;;;;;1
I & W;Loof training en advies B.V.;1;;;;;;;1
I & W;Lotte Batelaan Art Critic and Editor;;;1;;;;;1
I & W;Louis Meulstee Photography;1;;;;;;;1
I & W;Lovid video productions;;;1;;;;;1
I & W;Lyreco Nederland B.V.;1;;;;;;;1
I & W;LYSVIK PHOTOS;1;;;;;;;1
I & W;M.L. Blokland Management Consultancy B.V.;1;;;;;;;1
I & W;Mainpress B.V.;1;;;;;;;1
I & W;MaMa Kelly B.V.;1;;;;;;;1
I & W;Management Producties B.V.;1;;;;;;;1
I & W;Manutan B.V.;;1;;;;;;1
I & W;MariÃ«nhof Amersfoort B.V.;1;;;;;;;1
I & W;Marieke Bos Tekstproducties;1;;;;;;;1
I & W;Maritiem Instituut Willem Barentsz;1;;;;;;;1
I & W;Mark Beumer Advies & Management;;;1;;;;;1
I & W;Martijn Beekman Fotografie;1;;;;;;;1
I & W;Maters & Hermsen Opleidingen B.V.;;;1;;;;;1
I & W;MatZwart;1;;;;;;;1
I & W;Mauritshuis;1;;;;;;;1
I & W;MCI BENELUX SA;1;;;;;;;1
I & W;MCMULLIN-SOKOLOV GROUP EOOD;1;;;;;;;1
I & W;Mediagigant;1;;;;;;;1
I & W;Mediterranean Information Office;1;;;;;;;1
I & W;Meesterbakker Roodenrijs;1;;;;;;;1
I & W;Meet & Connect Eindhoven B.V.;1;;;;;;;1
I & W;Meet & Connect 's-Hertogenbosch B.V.;1;;;;;;;1
I & W;Meeting Plaza Utrecht B.V.;1;;;;;;;1
I & W;Mercure Den Haag Central;1;;1;;;;;1
I & W;Merkator B.V.;;;;;;1;;1
I & W;Merlijn B.V.;1;;;;;;;1
I & W;Merten Nefs urban research and design;1;;;;;;;1
