Ministerie;Handelsnaam;3000 - Uitbesteden overig;3110 - Uitbesteden organisatie- en formatieadviesopdrachten;3120 - Uitbesteden beleidsadvies- en onderzoeksopdrachten;3130 - Uitbesteden communicatie adviesopdrachten;3140 - Uitbesteden juridische adviesopdrachten;3150 - Uitbesteden ICT-adviesopdrachten;3160 - Uitbesteden accountancy en financiën;Eindtotaal
EZK;Ingenieursbureau Land B.V.;;;1;;;;;1
EZK;Ingesonic LTDA;;;1;;;;;1
EZK;Ingredient Consulting;;;1;;;;;1
EZK;Ingrid Zeegers, freelance schrijver;;;1;;;;;1
EZK;Initiative Media B.V.;;;1;;;;;1
EZK;Inive;;;1;;;;;1
EZK;Innovatie en Duurzaamheid B.V.;;;1;;;;;1
EZK;iNotary;;;;;1;;;1
EZK;Inspire to Act;;;1;;;;;1
EZK;Inst. for Hous. and Urban Devel. Stud. B.V.;;;1;;;;;1
EZK;Instituut Maatschappelijke Innovatie;;;;;;1;;1
EZK;Interimpoint B.V.;;;1;;;;;1
EZK;inVision Ondertiteling;;;1;;;;;1
EZK;Ipsos B.V.;;;1;;;;;1
EZK;Itera B.V.;1;;;;;;;1
EZK;J. Meijer-Sterenberg;;;1;;;;;1
EZK;Jacar B.V.;;;1;;;;;1
EZK;Jacobs Nederland B.V.;;;1;;;;;1
EZK;Jan Kuitenbrouwer;;;1;;;;;1
EZK;Jan Peeters;;;1;;;;;1
EZK;Jet Proost Communicatie Adv. en Journalistiek;;;1;;;;;1
EZK;Jinc;;;1;;;;;1
EZK;Joep Vonk Consulting;;;1;;;;;1
EZK;Jonge Honden 18 C.V.;;;1;;;;;1
EZK;Jonge Honden 2 C.V.;;;1;;;;;1
EZK;Judith de Bruijn B.V.;;;1;;;;;1
EZK;JVK-Fotografie;;;1;;;;;1
EZK;Kanters Restaurant Relais E 10 B.V.;;;1;;;;;1
EZK;Katja Staartjes Management Inspiratie B.V.;;;1;;;;;1
EZK;KB Agro;;;1;;;;;1
EZK;Kern Konsult B.V.;;;1;;;;;1
EZK;KG Nederland B.V.;1;;;;;;;1
EZK;Kinepolis Bioscopen Holding B.V.;;;1;;;;;1
EZK;Kingsquare B.V.;;;1;;;;;1
EZK;Kirstenvanhees.nl;;;1;;;;;1
EZK;Klaus Dürbeck Consulting;;;1;;;;;1
EZK;KLM Health Services B.V.;;;1;;;;;1
EZK;Knocom B.V.;;;1;;;;;1
EZK;KO/enco Raadgevend Ingenieurs;;;1;;;;;1
EZK;Kompas Juristen;;;1;;;;;1
EZK;Kop & Co;;;1;;;;;1
EZK;Kruger Swart & Associates;;;1;;;;;1
EZK;KU Leuven Research & Development;;;1;;;;;1
EZK;Lammers & van Damme Bouw- en Onderh.bedr.;;;1;;;;;1
EZK;Langejan Advies;;;1;;;;;1
EZK;Laxmi B.V.;;;1;;;;;1
EZK;Leaseplan Nederland N.V.;;;1;;;;;1
EZK;Lexea B.V.;;;1;;;;;1
EZK;Lichthart Solutions;;;1;;;;;1
EZK;Lieberom Makelaars;;;1;;;;;1
EZK;Lietuva Viešbutis, UAB, Radisson Blu Hotel Lietuva;;;1;;;;;1
EZK;LifeGuard Health Services B.V.;;;1;;;;;1
EZK;LijnSpel Coöperatie UA;;;1;;;;;1
EZK;Livewords;;;1;;;;;1
EZK;Living Lab Smart Charging;;;1;;;;;1
EZK;Liza Cornet;;;1;;;;;1
EZK;LogoChoc B.V.;;;1;;;;;1
EZK;LORENI;;;1;;;;;1
EZK;LUMICKS B.V.;;;1;;;;;1
EZK;Maatschap BINC Mediators-Juristen;;;1;;;;;1
EZK;Mainpress B.V.;;;1;;;;;1
EZK;Makelaardij John Schokker B.V.;;;1;;;;;1
EZK;Maksor Diving B.V.;;;1;;;;;1
EZK;Marianne Zuur;;;1;;;;;1
EZK;Marjolein in het klein;;;1;;;;;1
EZK;Marjolein van Vucht;;;1;;;;;1
EZK;Market2win;;;1;;;;;1
EZK;Marketing of Organic Products;;;1;;;;;1
EZK;Martijn Beekman Fotografie;;;1;;;;;1
EZK;Mauritshuis;;;1;;;;;1
EZK;MD Communicatie;;;1;;;;;1
EZK;MDS Media;;;1;;;;;1
EZK;Mediamixx GmbH;;;1;;;;;1
EZK;MediQuest B.V.;;;1;;;;;1
EZK;meereffect;;;1;;;;;1
EZK;Melkveebedrijf Hakkert;;;1;;;;;1
EZK;Merijn Hillen;;;1;;;;;1
EZK;Meschede Trading & Consulting GmbH;;;1;;;;;1
EZK;Meutzner Licht Opleidingen MLO;;;1;;;;;1
EZK;Mg Books Media;;;1;;;;;1
EZK;Mies/Tekst en Training;;;1;;;;;1
EZK;Miller & Associates;;;1;;;;;1
EZK;Millers;;;1;;;;;1
EZK;mind@work;;;1;;;;;1
EZK;Moduli Print B.V.;;;1;;;;;1
EZK;Mondial Movers B.V.;;;1;;;;;1
EZK;Mongolian Tourism Consortium;;;1;;;;;1
EZK;Motel Haarlemmermeer B.V.;;;1;;;;;1
EZK;MSG Sustainable Strategies;;;1;;;;;1
EZK;MultiMedia Soluciones;;;1;;;;;1
EZK;Munckhof Taxi B.V.;;;1;;;;;1
EZK;Narmada Academie;;;1;;;;;1
EZK;Nash/N.I.J. B.V.;;;1;;;;;1
EZK;Nationale Jeugdraad (NJR);;;1;;;;;1
EZK;Ned. Ver. tot Bescherming van Vogels;;;1;;;;;1
EZK;Nederlandse Aardappel Organisatie;;;1;;;;;1
EZK;Nederlandse Raad van Winkelcentra;;;1;;;;;1
EZK;Nederlandse Vereniging Duurzame Energie;;;1;;;;;1
EZK;Nederlandse Vereniging van Ondernemers in het Thermisch Isol;;;1;;;;;1
EZK;Nefarma, Ver. Innovat. Geneesmidd. Nederland;;;1;;;;;1
EZK;Nepal Tourism Board;;;1;;;;;1
EZK;NEVI-Purspective B.V.;;;1;;;;;1
EZK;NH Den Haag;;;1;;;;;1
EZK;Nicole Janssen;;;1;;;;;1
EZK;Nieman Groep B.V.;;;1;;;;;1
EZK;Nigten Beheer B.V.;;;1;;;;;1
EZK;noble kommunikation GmbH;;;1;;;;;1
EZK;Noord Pers B.V.;;;1;;;;;1
EZK;Notuleerservice Nederland B.V.;;;1;;;;;1
EZK;Novotel Rotterdam Brainpark;;;1;;;;;1
EZK;NREL;;;1;;;;;1
EZK;NWC Events B.V.;;;1;;;;;1
EZK;Nysingh Advocaten-Notarissen N.V.;;;1;;;;;1
EZK;OECD;;;1;;;;;1
EZK;Office Support Midden Holland B.V.;;;1;;;;;1
EZK;Oficiul Na?ional al Viei si Vinului (O.N.V.V.);;;1;;;;;1
EZK;OneMeeting B.V.;;;1;;;;;1
EZK;Online Seminar B.V.;;;1;;;;;1
EZK;Opmeer Reports;;;1;;;;;1
EZK;OPP Limited;;;1;;;;;1
EZK;Organisatieluisteraars B.V.;;;1;;;;;1
EZK;P.C. van Staalduinen Advies;;;1;;;;;1
EZK;Partnership in Practice;;;1;;;;;1
EZK;Paul Tolenaar Fotografie;;;1;;;;;1
EZK;PBLQ B.V.;1;;;;;;;1
EZK;Pegasus Geospatial Consulting B.V.;;;1;;;;;1
EZK;People Input;;;1;;;;;1
EZK;Persblik, Redactie en Advies;;;1;;;;;1
EZK;Peter Beereboom Licht, Geluid en Beeld;;;1;;;;;1
EZK;Peter Faber;;;1;;;;;1
EZK;Peterson Logistics SA;;;1;;;;;1
EZK;Petra Souwerbren;;;1;;;;;1
EZK;Phaos Advies B.V.;;;1;;;;;1
EZK;Phetradico;;;1;;;;;1
EZK;Phil Nijhuis Fotografie;;;1;;;;;1
EZK;Philexport Cebu;;;1;;;;;1
EZK;Phuensum Gyalwang Consultancy Firm;;;1;;;;;1
EZK;Pierey Advies en Management B.V.;;;1;;;;;1
EZK;Pioneers Consulting;;;1;;;;;1
EZK;PLANAIR;;;1;;;;;1
EZK;Polemiek tekst & advies;1;;;;;;;1
EZK;Porfa;;;1;;;;;1
EZK;Postillion Rotterdam B.V.;;;1;;;;;1
EZK;PostNL Data Solutions B.V.;;;1;;;;;1
EZK;Pro 10 B.V.;;;1;;;;;1
EZK;Pro Monitoring B.V.;;;1;;;;;1
EZK;Proefbedrijf Randwijk B.V.;;;1;;;;;1
EZK;Profect Consultancy B.V.;;;1;;;;;1
EZK;Profundo B.V.;;;1;;;;;1
EZK;Project 13;;;1;;;;;1
EZK;Promenade Hotel B.V.;;;1;;;;;1
EZK;Protestantse Kerk in Nederland;;;1;;;;;1
EZK;Publiquest, de Communicatie CoÃ¶peratie UA;;;1;;;;;1
EZK;QBISnl B.V.;;;1;;;;;1
EZK;Qeam B.V.;;;1;;;;;1
EZK;Quadraam Krachtwerk B.V.;;;1;;;;;1
EZK;QuoVadis Trustlink B.V.;;;;;;;1;1
EZK;R. Nasr;;;1;;;;;1
EZK;R.B. van Baaren Holding B.V.;;;1;;;;;1
EZK;R.J.C. Smits;;;1;;;;;1
EZK;Radicand Economics;;;1;;;;;1
EZK;Radio Royaal B.V.;;;1;;;;;1
EZK;Rainbow Management B.V.;;;1;;;;;1
EZK;Ralph A. Arbeid International Leather Expert;;;1;;;;;1
EZK;Rebel Finance & Transactions B.V.;;;1;;;;;1
EZK;Redactie Ridderkerk;;;1;;;;;1
EZK;Refinitiv Netherlands B.V.;;;1;;;;;1
EZK;Regio. Opleidingen Centrum Midden Nederland;;;1;;;;;1
EZK;Rene Verleg Fotografie;;;1;;;;;1
EZK;Restaurant Bar NIVOO B.V.;;;1;;;;;1
EZK;Restaurant Christian;;;1;;;;;1
EZK;Restaurant De Basiliek B.V.;;;1;;;;;1
EZK;Restaurant 'De Boerderij';;;1;;;;;1
EZK;Restaurant De Lobby;;;1;;;;;1
EZK;Restaurant La ViÃ±a;;;1;;;;;1
EZK;Rhebergen B.V.;;;1;;;;;1
EZK;Rhine Eindhoven Opco B.V.;;;1;;;;;1
EZK;RiDi Consultancy;;;1;;;;;1
EZK;Right Marktonderzoek en Advies B.V.;;;1;;;;;1
EZK;Ripple-A;;;1;;;;;1
EZK;Rockefy Digital Strategy;;;1;;;;;1
EZK;Roel Dijkstra Persfotografie;;;1;;;;;1
EZK;Roland B.V.;;;1;;;;;1
EZK;Rolf Schrama;;;1;;;;;1
EZK;Roller Strategies Ltd.;;;1;;;;;1
EZK;Romi & Romi Holding B.V.;;;1;;;;;1
EZK;Roy Johannink - Training, Advies en Onderzoek;;;1;;;;;1
EZK;Ruben Jacobs;;;1;;;;;1
EZK;Ruitenberg-advies Duurzaam Denken en DOEN;;;1;;;;;1
EZK;Safe Site B.V.;;;1;;;;;1
EZK;Sallingredients;;;1;;;;;1
EZK;SAM LLave;;;1;;;;;1
EZK;Sander Koenen, journalist en fotograaf;;;1;;;;;1
EZK;Sandra Kruger & Associates Pty;;;1;;;;;1
EZK;Schadeservice & Ondersteuning Noord;;;1;;;;;1
EZK;Schanssema Business Consulting;;;1;;;;;1
EZK;Schepers Communicatie Advies Beheer B.V.;;;1;;;;;1
EZK;Schienvat;;;1;;;;;1
EZK;Schooldomein;;;1;;;;;1
EZK;Seaside Services & Dienstverlening;;;1;;;;;1
EZK;Sensetrans B.V.;;;1;;;;;1
EZK;Seyst Finance & Strategy B.V.;;;1;;;;;1
EZK;Shared Business B.V.;;;1;;;;;1
EZK;Shoreline Productions B.V.;;;1;;;;;1
EZK;Skils B.V.;;;1;;;;;1
EZK;SKW Schwarz Rechtsanwälte;;;;;1;;;1
EZK;Slem;;;1;;;;;1
EZK;Smart Safe & Resilient Mainports;;;1;;;;;1
EZK;Smidswater B.V.;;;1;;;;;1
EZK;Snoek Promo;;;1;;;;;1
EZK;Solabcool B.V.;;;1;;;;;1
EZK;Solid Lava B.V.;;;1;;;;;1
EZK;Solutions for Development Consulting Co.;;;1;;;;;1
EZK;Source Ethiopia Tours Plc;;;1;;;;;1
EZK;Spaceconsultants;;;1;;;;;1
EZK;SpaceNed;;;1;;;;;1
EZK;Speakers AcademyÂ®;;;1;;;;;1
EZK;Speech Republic B.V.;;;1;;;;;1
EZK;Speechless;;;1;;;;;1
EZK;Spetr;;;1;;;;;1
EZK;Springer Customer Service Center GmbH;;;1;;;;;1
EZK;SPWAdvies;;;1;;;;;1
EZK;Square Commodities;;;1;;;;;1
EZK;Stabi Alert B.V.;;;1;;;;;1
EZK;Startup Genome LLC;;;1;;;;;1
EZK;Station 10 B.V.;;;1;;;;;1
EZK;STB Automatisering & Advies B.V.;;;1;;;;;1
EZK;STC-Group Holding B.V.;;;1;;;;;1
EZK;StefanWijers.nl;;;1;;;;;1
EZK;Stephan M Arndt Engineering Consulting;;;1;;;;;1
EZK;Stg. Beheer Sportvoorz. in de Gem. Ten Boer;;;1;;;;;1
EZK;Stg. Fund for Exc. of the Royal Conservatoire;;;1;;;;;1
EZK;Stg. Int. Netw. of Res. Centres on Urban AFS;;;1;;;;;1
EZK;Stg. Nation. Netw. Natuurinclusieve Landbouw;;;1;;;;;1
EZK;Stg. Nederl. Ind. voor Defensie en Veiligheid;;;1;;;;;1
EZK;Sticht. Administratiekantoor Waarborg Holland;;;1;;;;;1
EZK;Sticht. tot steun aan het Brainwash Festival;;;1;;;;;1
EZK;Stichting Accessibility;;;1;;;;;1
EZK;Stichting Achmea Rechtsbijstand;;;;;1;;;1
EZK;Stichting Argus;;;;;1;;;1
EZK;Stichting Bureau Krediet Registratie (BKR);;;1;;;;;1
EZK;Stichting Burgers & Boeren for Food;;;1;;;;;1
EZK;Stichting Commonland;;;1;;;;;1
EZK;Stichting Cultuurhuis De Klinker;;;1;;;;;1
EZK;Stichting Dakpark Rotterdam;;;1;;;;;1
EZK;Stichting Dasuda Foundation;;;1;;;;;1
EZK;Stichting De Hoven;;;1;;;;;1
EZK;Stichting De Schrijverscentrale;;;1;;;;;1
EZK;Stichting Dorpscentrum Zandeweer;;;1;;;;;1
EZK;Stichting Dorpshuis 'De Pompel' te Overschild;;;1;;;;;1
EZK;Stichting Dorpshuis Woltersum;;;1;;;;;1
EZK;Stichting Dorpsraad Borssele;;;;;1;;;1
EZK;Stichting Dutch Biological Hydrogen;;;1;;;;;1
EZK;Stichting Dutch Design Foundation;;;1;;;;;1
EZK;Stichting Dutch Green Building Council;;;1;;;;;1
EZK;Stichting Green IT Consortium Regio Amsterdam;;;1;;;;;1
EZK;Stichting Huis der Kunsten Breda;;;1;;;;;1
EZK;Stichting Huis van de Techniek;;;1;;;;;1
EZK;Stichting Internet of Things Academy;;;1;;;;;1
EZK;Stichting Jonge Klimaatbeweging;;;1;;;;;1
EZK;Stichting Kafkabrigade;;;1;;;;;1
EZK;Stichting Kwaliteits-Controle-Bureau;;;1;;;;;1
EZK;Stichting Loonwijzer/WageIndicator Foundation;;;1;;;;;1
EZK;Stichting Middag-Humsterland Duurzaam;;;1;;;;;1
EZK;Stichting Pakhuis de Zwijger;;;1;;;;;1
EZK;Stichting Plastic Soup Foundation;;;1;;;;;1
EZK;Stichting Rail Cargo Information Netherlands;;;1;;;;;1
EZK;Stichting RTV Noord;;;1;;;;;1
EZK;Stichting Theatergroep MES;;;1;;;;;1
EZK;Stichting TKI Chemie;;;1;;;;;1
EZK;Stichting TKI Urban Energy;;;1;;;;;1
EZK;Stichting Urgenda;;;1;;;;;1
EZK;Stichting Variatie op de Kaart;;;1;;;;;1
EZK;Stichting Waag Society;;;1;;;;;1
EZK;Stichting Waardevol Leven Gemeente;;;1;;;;;1
EZK;Stichting Warmtenetwerk;;;1;;;;;1
EZK;Stichting Wetskills;;;1;;;;;1
EZK;Stichting Zorg voor Eigen Huis;;;1;;;;;1
EZK;Strategic Business Solutions Sociedad Anonima Cerrada;;;1;;;;;1
EZK;Studio Bas Kohler;;;1;;;;;1
EZK;Studio Ronald van der Heide;;;1;;;;;1
EZK;Styliness;;;1;;;;;1
EZK;Superscanner B.V.;;;1;;;;;1
EZK;SurveyMonkey Europe;;;1;;;1;;1
EZK;Sustainable Building Support Centre;;;1;;;;;1
EZK;Sustainable Change B.V.;;;1;;;;;1
EZK;Swisscontact;;;1;;;;;1
EZK;SYB JSC.;;;1;;;;;1
EZK;Sysqa B.V.;;;1;;;;;1
EZK;Taalstrategie;;;1;;;;;1
EZK;Tall Cappuccino B.V.;;;1;;;;;1
EZK;Tanzania Tourist Board;;;1;;;;;1
EZK;Target Lasergame;;;1;;;;;1
EZK;Tasty Green Lifestyle Experience;;;1;;;;;1
EZK;Taxibedrijf Van der Wijst;;;1;;;;;1
EZK;Techniplan Adviseurs B.V.;;;1;;;;;1
EZK;Teejay Holding B.V.;;;1;;;;;1
EZK;Tekst & Beeld Benelux B.V.;;;1;;;;;1
EZK;Tekst & Speech Tekstbureau Jolly Kerkstra;;;1;;;;;1
EZK;Telindus-ISIT B.V.;1;;;;;;;1
EZK;Tentoo Directors Cast & Crew B.V.;;;1;;;;;1
EZK;Teun van Reeuwijk;;;1;;;;;1
EZK;Texen;;;1;;;;;1
EZK;The Council of European Energy Regulators CEER;;;1;;;;;1
EZK;The Design Niche;;;1;;;;;1
EZK;The Family Tree;;;1;;;;;1
EZK;The Forum For The Future;;;1;;;;;1
EZK;The Hague Marriott;;;1;;;;;1
EZK;The Place Project;;;1;;;;;1
EZK;The Rat Pack B.V.;;;1;;;;;1
EZK;The Working Capitol;;;1;;;;;1
EZK;Thorbecke B.V.;;;1;;;;;1
EZK;TIG Sports B.V.;;;1;;;;;1
EZK;Tilkema Horeca B.V.;;;1;;;;;1
EZK;Tinh;;;1;;;;;1
EZK;Tint, Buro voor Grafische Vormgeving;;;1;;;;;1
EZK;To Realize Concepts B.V.;;;1;;;;;1
EZK;Tolk- en Vertaalcentrum Nederland;;;1;;;;;1
EZK;Ton Persoon;;;1;;;;;1
EZK;Tovision B.V.;;;1;;;;;1
EZK;Transaction Technologies B.V.;;;1;;;;;1
EZK;Trefpunt Gereformeerde Kerk Stedum;;;1;;;;;1
EZK;Turntoo B.V.;;;1;;;;;1
EZK;Uganda Tourism Board (UTB);;;1;;;;;1
EZK;Uitgeefhuis Nieuw Amsterdam;;;1;;;;;1
EZK;Universit?t Stuttgart;;;1;;;;;1
EZK;Urbancore;;;1;;;;;1
EZK;UTS ABBINK Den Haag;;;1;;;;;1
EZK;V.I.A. B.V.;;;1;;;;;1
EZK;V.O.F. Mamores;;;;;1;;;1
EZK;Valerie Kuypers Fotografie;;;1;;;;;1
EZK;Van de Haterd Consultancy;;;1;;;;;1
EZK;Van der Feltz advocaten N.V.;;;;;1;;;1
EZK;Van der Linde Holding B.V.;;;1;;;;;1
EZK;Van der Valk Exclusief Hotel Emmeloord;;;1;;;;;1
EZK;Van der Valk Exclusief Hotel Haarlem;;;1;;;;;1
EZK;Van Dijk Zakelijk B.V.;;;1;;;;;1
EZK;Van Ee & De Jonge;;;;;1;;;1
EZK;Van Kempen Engineering & Consultancy B.V.;;;1;;;;;1
EZK;Vanberkel Professionals Holding B.V.;;;1;;;;;1
EZK;Vastgoedjournaal.nl B.V.;;;1;;;;;1
EZK;VeelHooi;;;1;;;;;1
EZK;Vereniging 'De BredeStroomversnelling';;;1;;;;;1
EZK;Vereniging PhotonicsNL;;;1;;;;;1
EZK;Vereniging v. Nederlandse Proj.ontw. Mij.;;;1;;;;;1
EZK;Vereniging VNO-NCW;;;1;;;;;1
EZK;Vereniging voor Overheidsmanagement;;;1;;;;;1
EZK;VH Consulting;;;1;;;;;1
EZK;Vietnam Consulting Services;;;1;;;;;1
EZK;Vine and Wine Foundation of Armenia;;;1;;;;;1
EZK;Visser Schaap & Kreijger;;;1;;;;;1
EZK;Vodafone;1;;;;;;;1
EZK;Voxx Communicatie-Adviseurs B.V.;;;1;;;;;1
EZK;Vredekerk Loppersum;;;1;;;;;1
EZK;Vrije Denkers;;;1;;;;;1
EZK;W&S MYP B.V.;;;1;;;;;1
EZK;Wabokkio B.V.;;;1;;;;;1
EZK;Watersportvereniging Makkum;;;;;1;;;1
EZK;Weersterheem;;;1;;;;;1
EZK;Weijer Communicatie;;;1;;;;;1
EZK;werk&bouw;;;1;;;;;1
EZK;Werkpartner B.V.;1;;;;;;;1
EZK;Wervingsvisie.nl;;;1;;;;;1
EZK;WestCord Hotel Salland;;;1;;;;;1
EZK;Wetransform Gmbh;;;1;;;;;1
EZK;Wibbelink Interim Management;;;1;;;;;1
EZK;Wiebe Kiestra Fotografie;;;1;;;;;1
EZK;Wiertsema & Partners Beheer B.V.;;;1;;;;;1
EZK;Wijkvereniging 'Tuikwerd';;;1;;;;;1
EZK;Wine Events Worldwide;;;1;;;;;1
EZK;Wines of Macedonia;;;1;;;;;1
EZK;Woodside;;;1;;;;;1
EZK;Worcflow;;;1;;;;;1
EZK;Work21 Academy B.V.;;;1;;;;;1
EZK;Worldmeetings International B.V.;;;1;;;;;1
EZK;Wunderkraut Nederland B.V.;;;1;;;;;1
EZK;www.klimaatplein.com;;;1;;;;;1
EZK;Xerox;;;1;;;;;1
EZK;XOT;;;1;;;;;1
EZK;Zanzibar Association of Tour Operators;;;1;;;;;1
EZK;Zentrum für Europäische Wirtschaftsforschung GmbH (ZEW) Mannheim;;;1;;;;;1
EZK;ZimTrade;;;1;;;;;1
EZK;Servicekantoor Ipse de Bruggen;;;1;;;;;1
EZK;Fletcher Boutique Hotel Restaurant Duinoord;;;1;;;;;1
EZK;Beijer Tuin- en Landschapsinrichting;;;1;;;;;1
EZK;Dommerholt Advocaten N.V.;;;;;1;;;1
EZK;Onderzoekdoen.nl;;;1;;;;;1
EZK;Vermilion Energy Netherlands B.V.;;;;;1;;;1
EZK;KIC InnoEnergy S.E.;;;1;;;;;1
EZK;De Zevensprong CoÃ¶peratie UA;;;1;;;;;1
EZK;Holland Solar;;;1;;;;;1
EZK;Johan Cruijff ArenA;;;1;;;;;1
EZK;'t Regthuys;;;1;;;;;1
EZK;OriÃ«ntal Green House;;;1;;;;;1
EZK;ISIS Innovative Solutions in Space B.V.;;;1;;;;;1
EZK;Stichting Antares;;;1;;;;;1
EZK;Dirkzwager N.V.;;;1;;;;;1
EZK;v. Rossum Raadgev. Ingenieurs Amsterdam B.V.;;;1;;;;;1
EZK;Manuel den Hollander Advies Duurzame Energie;;;1;;;;;1
EZK;ARCADIS N.V.;;;1;;;;;1
EZK;Sandra van N bureau voor Tekst en Redactie;;;1;;;;;1
EZK;Ineke v. Zanten Ruimte voor duurz. initiatief;;;1;;;;;1
EZK;Van Kempen;;;1;;;;;1
EZK;Het Nederlandse Rode Kruis Afdeling Lelystad;;;1;;;;;1
EZK;Senergy Consult;;;1;;;;;1
EZK;Capricorn Projekt B.V.;;;1;;;;;1
EZK;Aeres Hogeschool Dronten;;;1;;;;;1
EZK;CoÃ¶peratieve vereniging 'TSG Netwerk' UA;;;1;;;;;1
EZK;Sticht. WILLEM TWEE muziek & beeldende kunst;;;1;;;;;1
EZK;De CoÃ¶peratieve Betuwse Fruitmotor UA;;;1;;;;;1
EZK;Sticht. Centr. voor Lokale OndernemersKringen;;;1;;;;;1
EZK;Int. Fine Art Photography Pieter De Vries;;;1;;;;;1
EZK;JMA B.V.;;;1;;;;;1
EZK;MarktMonitor Holding B.V.;;;1;;;;;1
EZK;E-control B.V.;;;1;;;;;1
EZK;Bureau Zonneklaar, voor heldere communicatie;;;1;;;;;1
EZK;KÃ¶ster Advocaten N.V.;;;1;;;;;1
EZK;CoÃ¶per. Mobilisation for the Environment UA;;;;;1;;;1
EZK;Vereniging Elektrische Rijders ('VER');;;1;;;;;1
EZK;Arag-Ned., Alg. Rechtsbijst. Verzeker.mij NV;;;;;1;;;1
EZK;Ramboll Environ Netherlands;;;1;;;;;1
EZK;Atriensis data B.V.;;;1;;;;;1
EZK;Beheerstichting KabzeÃ«l;;;1;;;;;1
EZK;TenneT TSO B.V.;;;1;;;;;1
FIN;A. Krosenbrink Coach., Supervisie en Training;;1;;;;;;1
FIN;Actors in Action;;1;;;;;;1
FIN;Andersson Elffers Felix;;;1;;;;;1
FIN;Apprenda B.V.;;;1;;;;;1
FIN;Avetica B.V.;;;;;;1;;1
FIN;Biware Software B.V.;;;;;;1;;1
FIN;Boerderij 't Dommeltje;;;;;;;1;1
FIN;BPI Services B.V.;;;;;;1;;1
FIN;Breinzaken;;;1;;;;;1
FIN;Bureau van Raaij Research;;;1;;;;;1
FIN;Carel Huis Tuin Keuken;;1;;;;;;1
FIN;Chris de Jager;;;1;;;;;1
FIN;Coniche IN consultancy & projects B.V.;;1;;;;;;1
FIN;Creative Beards;;;1;;;;;1
FIN;Daamen de Kort van Tuijl Notarissen;;;;;1;;;1
FIN;DBA.NL B.V.;;;;;;1;;1
FIN;De Voort Advocaten - Mediators;;;;;1;;;1
FIN;De Winter Information Solutions;;;1;;;;;1
FIN;Devon India-NL B.V.;;1;;;;;;1
FIN;Dimensional Insight Netherlands;;;1;;;;;1
FIN;ECD B.V.;;;1;;;;;1
FIN;EMVI-Research;;1;;;;;;1
FIN;ESCROW4ALL B.V.;;;;;;1;;1
FIN;Experience Volendam B.V.;;1;;;;;;1
FIN;EZWIM B.V.;;;1;;;;;1
FIN;Farm & Food Communication;;;1;;;;;1
FIN;Femke Hoefman;;;1;;;;;1
FIN;FlexAssessment B.V.;;;1;;;;;1
FIN;Flipbase B.V.;;;1;;;;;1
FIN;Hands On Organizing;;;1;;;;;1
FIN;High Security International B.V.;;;;;;1;;1
FIN;Houthoff België B.V.;;;;;1;;;1
FIN;ICTRecht B.V.;;;1;;;;;1
FIN;In Je Kracht;;;1;;;;;1
FIN;Int. Knowledge & Networking (IKN) B.V.;;;;;1;;;1
FIN;Intelligence Group B.V.;;;1;;;;;1
FIN;Interactive Perception;;1;;;;;;1
FIN;Interface Projects;;1;;;;;;1
FIN;Interseco Security;;;1;;;;;1
FIN;Ipsos B.V.;;;1;;;;;1
FIN;Ivy Advocaten;;;;;1;;;1
FIN;Jongens van de Photobooth;;;1;;;;;1
FIN;Keflavik B.V.;;;1;;;;;1
FIN;Keijser Van der Velden N.V.;;;;;1;;;1
FIN;Kennedy Van der Laan;;;1;;;;;1
FIN;KERN Nederland B.V.;;;;;;1;;1
FIN;Klinkaart B.V.;;1;;;;;;1
FIN;Kurf Cartoons;;;1;;;;;1
FIN;Lagerweij & Partner Consultants B.V.;;;;;;1;;1
FIN;Lois New Media;;1;;;;;;1
FIN;LTP Advies B.V.;;;1;;;;;1
FIN;MAAN consultancy;;1;;;;;;1
FIN;Marketresponse Nederland B.V.;;;;;;1;;1
FIN;Master Plaza Holding B.V.;;1;;;;;;1
FIN;MediQuest B.V.;;;;;;1;;1
FIN;MP Werving;;;1;;;;;1
FIN;Nationaal Forensisch Onderzoeksbureau B.V.;;;1;;;;;1
FIN;Novius Adv.groep v. Inf. & Organisatie B.V.;;1;;;;;;1
FIN;Nu Jij, Psychologisch Advies;;;1;;;;;1
FIN;onlinekabelshop.nl;;;1;;;;;1
FIN;Organisatie-adviesbureau Op de Coul;;1;;;;;;1
FIN;OSN Nederland B.V.;;;;;;1;;1
FIN;Planon B.V.;;;;;;1;;1
FIN;Privacy Company B.V.;;;1;;;;;1
FIN;PvIB: Platform voor informatiebeveiliging;;1;;;;;;1
FIN;Questionmarkgroup B.V.;;;1;;;;;1
FIN;RVC (Rob Vinke Consultancy);;1;;;;;;1
FIN;Saint Gobain Construct. Prod. Nederland B.V.;;1;;;;;;1
FIN;Schakel Holding B.V.;;;1;;;;;1
FIN;Snackbar 'Willem';;1;;;;;;1
FIN;Soundfocus B.V.;;;1;;;;;1
FIN;Steenvoud - Training & Advies;;;1;;;;;1
FIN;Stg. Dr. Hilda Verwey-Jonker, I.v.O. van M.V.;;1;;;;;;1
FIN;Stg. Escrow Waarb. Trip Advoc. & Notarissen;;;;;1;;;1
FIN;Stichting De Ooievaart;;;1;;;;;1
FIN;Stichting Toekomstbeeld der Techniek;;;1;;;;;1
FIN;Storys B.V.;;;;;1;;;1
