FID,datummutatie,naammuteerder,status,rwsdienst,genormeerd,kaartblad,schaal,rwsnaam,waterlichaam,opmerkingen,bron,kaartbladurl,bladnr,gdb_geomattr_data,shape
bladkader_legger.18,2014-10-13T00:00:00,Fugro,Definitief,MN,0,46,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_46.pdf,MN_KAN_46,,"POLYGON ((128512.11989999935 471542.6627999991, 129462.11989999935 471542.6627999991, 129462.11989999935 471060.6627999991, 128512.11989999935 471060.6627999991, 128512.11989999935 471542.6627999991))"
bladkader_legger.19,2014-10-13T00:00:00,Fugro,Definitief,MN,0,47,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_47.pdf,MN_KAN_47,,"POLYGON ((128456.55620000139 471108.4193000011, 129406.55620000139 471108.4193000011, 129406.55620000139 470626.4193000011, 128456.55620000139 470626.4193000011, 128456.55620000139 471108.4193000011))"
bladkader_legger.20,2014-10-13T00:00:00,Fugro,Definitief,MN,0,48,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_48.pdf,MN_KAN_48,,"POLYGON ((128412.46489999816 470681.71990000084, 129362.46489999816 470681.71990000084, 129362.46489999816 470199.71990000084, 128412.46489999816 470199.71990000084, 128412.46489999816 470681.71990000084))"
bladkader_legger.21,2014-10-13T00:00:00,Fugro,Definitief,MN,0,49,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_49.pdf,MN_KAN_49,,"POLYGON ((128370.8654000014 470265.9699999988, 129320.8654000014 470265.9699999988, 129320.8654000014 469783.9699999988, 128370.8654000014 469783.9699999988, 128370.8654000014 470265.9699999988))"
bladkader_legger.22,2014-10-13T00:00:00,Fugro,Definitief,MN,0,50,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_50.pdf,MN_KAN_50,,"POLYGON ((128317.33430000022 469844.09050000086, 129267.33430000022 469844.09050000086, 129267.33430000022 469362.09050000086, 128317.33430000022 469362.09050000086, 128317.33430000022 469844.09050000086))"
bladkader_legger.23,2014-10-13T00:00:00,Fugro,Definitief,MN,0,51,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_51.pdf,MN_KAN_51,,"POLYGON ((128246.36809999868 469412.9023000002, 129196.36809999868 469412.9023000002, 129196.36809999868 468930.9023000002, 128246.36809999868 468930.9023000002, 128246.36809999868 469412.9023000002))"
bladkader_legger.24,2014-10-13T00:00:00,Fugro,Definitief,MN,0,52,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_52.pdf,MN_KAN_52,,"POLYGON ((128185.67110000178 468974.7487999983, 129135.67110000178 468974.7487999983, 129135.67110000178 468492.7487999983, 128185.67110000178 468492.7487999983, 128185.67110000178 468974.7487999983))"
bladkader_legger.25,2014-10-13T00:00:00,Fugro,Definitief,MN,0,54,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_54.pdf,MN_KAN_54,,"POLYGON ((128001.76509999856 468102.5106000006, 128951.76509999856 468102.5106000006, 128951.76509999856 467620.5106000006, 128001.76509999856 467620.5106000006, 128001.76509999856 468102.5106000006))"
bladkader_legger.26,2014-10-13T00:00:00,Fugro,Definitief,MN,0,53,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_53.pdf,MN_KAN_53,,"POLYGON ((128081.28570000082 468529.14020000026, 129031.28570000082 468529.14020000026, 129031.28570000082 468047.14020000026, 128081.28570000082 468047.14020000026, 128081.28570000082 468529.14020000026))"
bladkader_legger.27,2014-10-13T00:00:00,Fugro,Definitief,MN,0,55,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_55.pdf,MN_KAN_55,,"POLYGON ((127917.40340000018 467690.9860999994, 128867.40340000018 467690.9860999994, 128867.40340000018 467208.9860999994, 127917.40340000018 467208.9860999994, 127917.40340000018 467690.9860999994))"
bladkader_legger.28,2014-10-13T00:00:00,Fugro,Definitief,MN,0,56,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_56.pdf,MN_KAN_56,,"POLYGON ((127847.43039999902 467257.0529000014, 128797.43039999902 467257.0529000014, 128797.43039999902 466775.0529000014, 127847.43039999902 466775.0529000014, 127847.43039999902 467257.0529000014))"
bladkader_legger.29,2014-10-13T00:00:00,Fugro,Definitief,MN,0,57,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_57.pdf,MN_KAN_57,,"POLYGON ((127724.49280000106 466846.57360000163, 128674.49280000106 466846.57360000163, 128674.49280000106 466364.57360000163, 127724.49280000106 466364.57360000163, 127724.49280000106 466846.57360000163))"
bladkader_legger.30,2014-10-13T00:00:00,Fugro,Definitief,MN,0,58,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_58.pdf,MN_KAN_58,,"POLYGON ((127697.00800000131 466416.5326000005, 128647.00800000131 466416.5326000005, 128647.00800000131 465934.5326000005, 127697.00800000131 465934.5326000005, 127697.00800000131 466416.5326000005))"
bladkader_legger.31,2014-10-13T00:00:00,Fugro,Definitief,MN,0,59,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_59.pdf,MN_KAN_59,,"POLYGON ((127689.27549999952 465981.39930000156, 128639.27549999952 465981.39930000156, 128639.27549999952 465499.39930000156, 127689.27549999952 465499.39930000156, 127689.27549999952 465981.39930000156))"
bladkader_legger.32,2014-10-13T00:00:00,Fugro,Definitief,MN,0,60,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_60.pdf,MN_KAN_60,,"POLYGON ((127667.97159999982 465558.19590000063, 128617.97159999982 465558.19590000063, 128617.97159999982 465076.19590000063, 127667.97159999982 465076.19590000063, 127667.97159999982 465558.19590000063))"
bladkader_legger.33,2014-10-13T00:00:00,Fugro,Definitief,MN,0,96,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_96.pdf,MN_KAN_96,,"POLYGON ((135750.66600000113 450244.09369999915, 136700.66600000113 450244.09369999915, 136700.66600000113 449762.09369999915, 135750.66600000113 449762.09369999915, 135750.66600000113 450244.09369999915))"
bladkader_legger.34,2014-10-13T00:00:00,Fugro,Definitief,MN,0,95,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_95.pdf,MN_KAN_95,,"POLYGON ((135552.8839999996 450682.5993999988, 136502.8839999996 450682.5993999988, 136502.8839999996 450200.5993999988, 135552.8839999996 450200.5993999988, 135552.8839999996 450682.5993999988))"
bladkader_legger.35,2014-10-13T00:00:00,Fugro,Definitief,MN,0,94,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_94.pdf,MN_KAN_94,,"POLYGON ((135398.7485000007 451129.1041000001, 136348.7485000007 451129.1041000001, 136348.7485000007 450647.1041000001, 135398.7485000007 450647.1041000001, 135398.7485000007 451129.1041000001))"
bladkader_legger.36,2014-10-13T00:00:00,Fugro,Definitief,MN,0,93,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_93.pdf,MN_KAN_93,,"POLYGON ((135227.19429999962 451422.83839999884, 136177.19429999962 451422.83839999884, 136177.19429999962 450940.83839999884, 135227.19429999962 450940.83839999884, 135227.19429999962 451422.83839999884))"
bladkader_legger.37,2014-10-13T00:00:00,Fugro,Definitief,MN,0,92,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_92.pdf,MN_KAN_92,,"POLYGON ((135050.9844999984 451846.03819999844, 136000.9844999984 451846.03819999844, 136000.9844999984 451364.03819999844, 135050.9844999984 451364.03819999844, 135050.9844999984 451846.03819999844))"
bladkader_legger.38,2014-10-13T00:00:00,Fugro,Definitief,MN,0,102,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_102.pdf,MN_KAN_102,,"POLYGON ((135563.6563999988 447648.1543000005, 136513.6563999988 447648.1543000005, 136513.6563999988 447166.1543000005, 135563.6563999988 447166.1543000005, 135563.6563999988 447648.1543000005))"
bladkader_legger.39,2014-10-13T00:00:00,Fugro,Definitief,MN,0,101,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_101.pdf,MN_KAN_101,,"POLYGON ((135662.05070000142 448082.46489999816, 136612.05070000142 448082.46489999816, 136612.05070000142 447600.46489999816, 135662.05070000142 447600.46489999816, 135662.05070000142 448082.46489999816))"
bladkader_legger.40,2014-10-13T00:00:00,Fugro,Definitief,MN,0,100,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_100.pdf,MN_KAN_100,,"POLYGON ((135772.43210000172 448499.3808999993, 136722.43210000172 448499.3808999993, 136722.43210000172 448017.3808999993, 135772.43210000172 448017.3808999993, 135772.43210000172 448499.3808999993))"
bladkader_legger.41,2014-10-13T00:00:00,Fugro,Definitief,MN,0,99,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_99.pdf,MN_KAN_99,,"POLYGON ((135783.5577000007 448931.06819999963, 136733.5577000007 448931.06819999963, 136733.5577000007 448449.06819999963, 135783.5577000007 448449.06819999963, 135783.5577000007 448931.06819999963))"
bladkader_legger.42,2014-10-13T00:00:00,Fugro,Definitief,MN,0,98,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_98.pdf,MN_KAN_98,,"POLYGON ((135843.93730000034 449375.70010000095, 136793.93730000034 449375.70010000095, 136793.93730000034 448893.70010000095, 135843.93730000034 448893.70010000095, 135843.93730000034 449375.70010000095))"
bladkader_legger.43,2014-10-13T00:00:00,Fugro,Definitief,MN,0,97,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_97.pdf,MN_KAN_97,,"POLYGON ((135946.0212999992 449815.6094999984, 136896.0212999992 449815.6094999984, 136896.0212999992 449333.6094999984, 135946.0212999992 449333.6094999984, 135946.0212999992 449815.6094999984))"
bladkader_legger.44,2014-10-13T00:00:00,Fugro,Definitief,MN,0,61,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_61.pdf,MN_KAN_61,,"POLYGON ((127662.96810000017 465113.9836000018, 128612.96810000017 465113.9836000018, 128612.96810000017 464631.9836000018, 127662.96810000017 464631.9836000018, 127662.96810000017 465113.9836000018))"
bladkader_legger.45,2014-10-13T00:00:00,Fugro,Definitief,MN,0,70,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_70.pdf,MN_KAN_70,,"POLYGON ((130258.41279999912 461271.7173999995, 131208.41279999912 461271.7173999995, 131208.41279999912 460789.7173999995, 130258.41279999912 460789.7173999995, 130258.41279999912 461271.7173999995))"
bladkader_legger.46,2014-10-13T00:00:00,Fugro,Definitief,MN,0,71,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_71.pdf,MN_KAN_71,,"POLYGON ((130754.15370000154 460844.05530000106, 131704.15370000154 460844.05530000106, 131704.15370000154 460362.05530000106, 130754.15370000154 460362.05530000106, 130754.15370000154 460844.05530000106))"
bladkader_legger.47,2014-10-13T00:00:00,Fugro,Definitief,MN,0,72,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_72.pdf,MN_KAN_72,,"POLYGON ((131289.95549999923 460425.4158000015, 132239.95549999923 460425.4158000015, 132239.95549999923 459943.4158000015, 131289.95549999923 459943.4158000015, 131289.95549999923 460425.4158000015))"
bladkader_legger.48,2014-10-13T00:00:00,Fugro,Definitief,MN,0,65,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_65.pdf,MN_KAN_65,,"POLYGON ((128038.0335999988 463379.46930000186, 128988.0335999988 463379.46930000186, 128988.0335999988 462897.46930000186, 128038.0335999988 462897.46930000186, 128038.0335999988 463379.46930000186))"
bladkader_legger.49,2014-10-13T00:00:00,Fugro,Definitief,MN,0,74,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_74.pdf,MN_KAN_74,,"POLYGON ((132169.84840000048 459599.1537999995, 133119.84840000048 459599.1537999995, 133119.84840000048 459117.1537999995, 132169.84840000048 459117.1537999995, 132169.84840000048 459599.1537999995))"
bladkader_legger.50,2014-10-13T00:00:00,Fugro,Definitief,MN,0,73,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_73.pdf,MN_KAN_73,,"POLYGON ((131738.47769999877 460024.0789999999, 132688.47769999877 460024.0789999999, 132688.47769999877 459542.0789999999, 131738.47769999877 459542.0789999999, 131738.47769999877 460024.0789999999))"
bladkader_legger.51,2014-10-13T00:00:00,Fugro,Definitief,MN,0,66,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_66.pdf,MN_KAN_66,,"POLYGON ((128463.48270000145 462950.6887000017, 129413.48270000145 462950.6887000017, 129413.48270000145 462468.6887000017, 128463.48270000145 462468.6887000017, 128463.48270000145 462950.6887000017))"
bladkader_legger.52,2014-10-13T00:00:00,Fugro,Definitief,MN,0,75,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_75.pdf,MN_KAN_75,,"POLYGON ((132726.6143000014 459176.7778000012, 133676.6143000014 459176.7778000012, 133676.6143000014 458694.7778000012, 132726.6143000014 458694.7778000012, 132726.6143000014 459176.7778000012))"
bladkader_legger.53,2014-10-13T00:00:00,Fugro,Definitief,MN,0,62,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_62.pdf,MN_KAN_62,,"POLYGON ((127666.20169999823 464684.3614999987, 128616.20169999823 464684.3614999987, 128616.20169999823 464202.3614999987, 127666.20169999823 464202.3614999987, 127666.20169999823 464684.3614999987))"
bladkader_legger.54,2014-10-13T00:00:00,Fugro,Definitief,MN,0,63,2500,Rijkswaterstaat Midden-Nederland,Amsterdam-Rijnkanaal,,Fugro: Handmatig,https://downloads.rijkswaterstaatdata.nl/rws_legger/bovenaanzichten en overzichtskaarten/MN_KAN_63.pdf,MN_KAN_63,,"POLYGON ((127788.02679999918 464252.62480000034, 128738.02679999918 464252.62480000034, 128738.02679999918 463770.62480000034, 127788.02679999918 463770.62480000034, 127788.02679999918 464252.62480000034))"
