bu_code,versie,jaar,bu_naam,lbm,afw,fys,onv,soc,vrz,won
BU00030000,Leefbaarometer 1.0,2002,Appingedam-Centrum,4.105134939144821,0.002870088001135448,NA,NA,NA,NA,NA
BU00030000,Leefbaarometer 1.0,2008,Appingedam-Centrum,4.073118348045493,-0.02914650309819219,NA,NA,NA,NA,NA
BU00030000,Leefbaarometer 2.0,2012,Appingedam-Centrum,4.105344090190505,0.003079239046820299,NA,NA,NA,NA,NA
BU00030000,Leefbaarometer 3.0,2014,Appingedam-Centrum,4.139496057962581,0.037231206818895,0.030974558891197882,0.03393645878594141,0.013532737579236316,-0.07259370729584316,0.031381158858362325
BU00030000,Leefbaarometer 2.0,2016,Appingedam-Centrum,4.11396555129761,0.011700700153924834,NA,NA,NA,NA,NA
BU00030000,Leefbaarometer 3.0,2018,Appingedam-Centrum,4.092335710998175,-0.00992914014550947,0.016679538547051825,0.006826795916724576,0.007374763756412433,-0.07431889952530946,0.03350866115961086
BU00030000,Leefbaarometer 3.0,2020,Appingedam-Centrum,4.11875745099412,0.01649259985043469,0.018588951280638113,0.018267041923712767,0.016757036889924238,-0.06650592983767427,0.02938549959383361
BU00030001,Leefbaarometer 1.0,2002,Appingedam-West,4.109604083388393,0.007339232244708334,NA,NA,NA,NA,NA
BU00030001,Leefbaarometer 1.0,2008,Appingedam-West,4.105120648856882,0.0028557977131969336,NA,NA,NA,NA,NA
BU00030001,Leefbaarometer 2.0,2012,Appingedam-West,4.120321955119773,0.018057103976087625,NA,NA,NA,NA,NA
BU00030001,Leefbaarometer 3.0,2014,Appingedam-West,4.120090091509919,0.017825240366234365,0.01887547543691343,0.06374034382627843,0.033912473846620286,-0.1220800110822275,0.023376958338649466
BU00030001,Leefbaarometer 2.0,2016,Appingedam-West,4.126431898838726,0.02416704769504077,NA,NA,NA,NA,NA
BU00030001,Leefbaarometer 3.0,2018,Appingedam-West,4.118404393994179,0.016139542850493502,0.016090291932193475,0.06517045242440099,0.033101304365869264,-0.12426307393532118,0.026040568063350658
BU00030001,Leefbaarometer 3.0,2020,Appingedam-West,4.104089658064576,0.0018248069208908677,0.00888616778558536,0.04002602853299606,0.03677217575511025,-0.1178610186456994,0.03400145349289838
