FID,hoogte,mastcode,lichtmastnummer,omschrijving,aanlegjaar,geometrie
O10002_GBI_Lichtmasten.1510,4,lu22,blu22,lichtmast,1990,MULTIPOINT ((175508.209 495972.51))
O10002_GBI_Lichtmasten.1511,4,lu13,blu13,lichtmast,1990,MULTIPOINT ((175501.759 496028.96))
O10002_GBI_Lichtmasten.1512,4,lu10,blu10,lichtmast,1990,MULTIPOINT ((175474.369 496087.26))
O10002_GBI_Lichtmasten.1513,5,la10,bla10,lichtmast,2002,MULTIPOINT ((176307.15 496539.854))
O10002_GBI_Lichtmasten.1514,5,la08,bla08,lichtmast,2002,MULTIPOINT ((176286.835 496518.298))
O10002_GBI_Lichtmasten.1515,5,lm09,blm09,lichtmast,1978,MULTIPOINT ((176022.19 496672.404))
O10002_GBI_Lichtmasten.1516,5,ko51,bko51,lichtmast,1971,MULTIPOINT ((175821.339 496149.48))
O10002_GBI_Lichtmasten.1517,4,ko32,bko32,lichtmast,1990,MULTIPOINT ((175886.579 496130.88))
O10002_GBI_Lichtmasten.1518,4,ko17,bko17,lichtmast,1990,MULTIPOINT ((175819.969 495997.38))
O10002_GBI_Lichtmasten.1519,5,ko33,bko33,lichtmast,1990,MULTIPOINT ((175888.509 496150.04))
O10002_GBI_Lichtmasten.1520,5,ko23,bko23,lichtmast,1990,MULTIPOINT ((175883.899 496034.72))
O10002_GBI_Lichtmasten.1521,4,ko05,bko05,lichtmast,1990,MULTIPOINT ((175727.839 495996.12))
O10002_GBI_Lichtmasten.1522,5,kl28,bkl28,lichtmast,1990,MULTIPOINT ((175407.777 496161.585))
O10002_GBI_Lichtmasten.1523,4,kl08,bkl08,lichtmast,1990,MULTIPOINT ((175226.699 496293.21))
O10002_GBI_Lichtmasten.1524,6,hu02,bhu02,lichtmast,1981,MULTIPOINT ((176518.669 496591.71))
O10002_GBI_Lichtmasten.1525,5,hu04,bhu04,lichtmast,1981,MULTIPOINT ((176513.079 496570.05))
O10002_GBI_Lichtmasten.1526,7,ha08,bha08,lichtmast,1990,MULTIPOINT ((175628.807 496782.585))
O10002_GBI_Lichtmasten.1527,5,ge05,bge05,lichtmast,1974,MULTIPOINT ((175963.231 496595.893))
O10002_GBI_Lichtmasten.1528,5,fr12,bfr12,lichtmast,1988,MULTIPOINT ((175680.619 496218.01))
O10002_GBI_Lichtmasten.1529,6,er38,ber38,lichtmast,1978,MULTIPOINT ((176356.059 496375.46))
O10002_GBI_Lichtmasten.1530,6,er35,ber35,lichtmast,1978,MULTIPOINT ((176439.769 496460.11))
O10002_GBI_Lichtmasten.1531,6,er26,ber26,lichtmast,1978,MULTIPOINT ((176298.678 496650.954))
O10002_GBI_Lichtmasten.1532,6,er02,ber02,lichtmast,1978,MULTIPOINT ((175928.851 496566.915))
O10002_GBI_Lichtmasten.1533,4,dr13,bdr13,lichtmast,1990,MULTIPOINT ((175901.679 496237.81))
O10002_GBI_Lichtmasten.1534,4,dr12,bdr12,lichtmast,1990,MULTIPOINT ((175879.229 496262.83))
O10002_GBI_Lichtmasten.1535,6,de20,bde20,lichtmast,1981,MULTIPOINT ((175923.949 496316.74))
O10002_GBI_Lichtmasten.1536,6,cu10,bcu10,lichtmast,1988,MULTIPOINT ((175576.839 496150.6))
O10002_GBI_Lichtmasten.1537,6,cu09,bcu09,lichtmast,2012,MULTIPOINT ((175553.399 496176.79))
O10002_GBI_Lichtmasten.1538,6,cu03,bcu03,lichtmast,1988,MULTIPOINT ((175492.669 496243.61))
O10002_GBI_Lichtmasten.1539,4,bu15,bbu15,lichtmast,2001,MULTIPOINT ((175211.309 496409.67))
O10002_GBI_Lichtmasten.1540,4,bu14,bbu14,lichtmast,1987,MULTIPOINT ((175186.949 496392.66))
O10002_GBI_Lichtmasten.1541,4,bu03,bbu03,lichtmast,1987,MULTIPOINT ((175223.434 496147.503))
O10002_GBI_Lichtmasten.1542,4,bo10,bbo10,lichtmast,1988,MULTIPOINT ((175471.289 496251.25))
O10002_GBI_Lichtmasten.1543,4,ba02,bba02,lichtmast,2007,MULTIPOINT ((175781.967 496485.501))
O10002_GBI_Lichtmasten.1544,5,ak09,bak09,lichtmast,1988,MULTIPOINT ((175613.539 496572.46))
O10002_GBI_Lichtmasten.1545,4,ak04,bak04,lichtmast,1988,MULTIPOINT ((175650.559 496639.09))
O10002_GBI_Lichtmasten.1546,5,ac04,bac04,lichtmast,2007,MULTIPOINT ((175892.405 496499.254))
O10002_GBI_Lichtmasten.1547,4,vb04,bvb04,lichtmast,2007,MULTIPOINT ((175839.745 496390.779))
O10002_GBI_Lichtmasten.1548,4,vb12,bvb12,lichtmast,2007,MULTIPOINT ((175877.106 496445.224))
O10002_GBI_Lichtmasten.1549,4,dr04,bdr04,lichtmast,2007,MULTIPOINT ((175826.273 496403.001))
O10002_GBI_Lichtmasten.1550,7,bb02,bbb02,lichtmast,2007,MULTIPOINT ((175837.939 496433.696))
O10002_GBI_Lichtmasten.1551,4,pl13,bpl13,lichtmast,2007,MULTIPOINT ((175781.449 496456.137))
O10002_GBI_Lichtmasten.1552,5,ho02a,bho02a,lichtmast,2008,MULTIPOINT ((175930.798 496505.916))
O10002_GBI_Lichtmasten.1553,7,ps10,bps10,lichtmast,2003,MULTIPOINT ((176604.607 497019.863))
O10002_GBI_Lichtmasten.1554,5,hk02,bhk02,lichtmast,2007,MULTIPOINT ((175422.522 496582.323))
O10002_GBI_Lichtmasten.1555,45,bo02,bbo02,lichtmast,2010,MULTIPOINT ((175447.374 496317.3))
O10002_GBI_Lichtmasten.1556,5,bo03,bbo03,lichtmast,2010,MULTIPOINT ((175464.43 496325.761))
O10002_GBI_Lichtmasten.1557,5,bo04,bbo04,lichtmast,2010,MULTIPOINT ((175486.763 496345.511))
O10002_GBI_Lichtmasten.1558,8,ol08,bol08,lichtmast,2012,MULTIPOINT ((176279.34 496154.076))
O10002_GBI_Lichtmasten.1559,8,ol20,bol20,lichtmast,2012,MULTIPOINT ((176581.203 496449.408))
O10002_GBI_Lichtmasten.1560,7,wi01,bwi01,lichtmast,2012,MULTIPOINT ((176817.382 496222.448))
O10002_GBI_Lichtmasten.1561,6,wi05,bwi05,lichtmast,2012,MULTIPOINT ((176723.482 496180.071))
O10002_GBI_Lichtmasten.1562,5,hk32,bhk32,lichtmast,2012,MULTIPOINT ((175441.616 496642.041))
O10002_GBI_Lichtmasten.1563,5,hk34,bhk34,lichtmast,2012,MULTIPOINT ((175478.721 496675.231))
O10002_GBI_Lichtmasten.1564,5,hk35,bhk35,lichtmast,2012,MULTIPOINT ((175497.224 496691.83))
O10002_GBI_Lichtmasten.1565,5,hk38,bhk38,lichtmast,2012,MULTIPOINT ((175552.985 496741.542))
O10002_GBI_Lichtmasten.1566,5,hk39,bhk39,lichtmast,2012,MULTIPOINT ((175571.962 496758.5))
O10002_GBI_Lichtmasten.1567,5,vh01,bvh01,lichtmast,2012,MULTIPOINT ((175602.637 496691.88))
O10002_GBI_Lichtmasten.1568,7,pw04,bpw04,lichtmast,2000,MULTIPOINT ((176594.259 497213.236))
O10002_GBI_Lichtmasten.1569,5,sp22,bsp22,lichtmast,2000,MULTIPOINT ((175329.905 495760.284))
O10002_GBI_Lichtmasten.1570,5,bi06,bbi06,lichtmast,2002,MULTIPOINT ((175362.888 496491.004))
O10002_GBI_Lichtmasten.1571,5,wk11,bwk11,lichtmast,2002,MULTIPOINT ((175314.669 496514.656))
O10002_GBI_Lichtmasten.1572,7,lk15,blk15,lichtmast,2002,MULTIPOINT ((176763.088 496684.474))
O10002_GBI_Lichtmasten.1573,6,er06,ber06,lichtmast,1978,MULTIPOINT ((176030.099 496539.4))
O10002_GBI_Lichtmasten.1574,5,er11,ber11,lichtmast,1978,MULTIPOINT ((176131.115 496529.116))
O10002_GBI_Lichtmasten.1575,7,dr10,bdr10,lichtmast,1990,MULTIPOINT ((175887.679 496282.743))
O10002_GBI_Lichtmasten.1576,5,ba12,sba12,lichtmast,1977,MULTIPOINT ((172403.265 508813.103))
O10002_GBI_Lichtmasten.1577,4,kl06,bkl06,lichtmast,1990,MULTIPOINT ((175202.179 496334.25))
O10002_GBI_Lichtmasten.1578,4,kh04,bkh04,lichtmast,1993,MULTIPOINT ((175428.029 495900.55))
O10002_GBI_Lichtmasten.1579,5,hu05,bhu05,lichtmast,1981,MULTIPOINT ((176537.629 496544.97))
O10002_GBI_Lichtmasten.1580,5,ho02,bho02,lichtmast,2008,MULTIPOINT ((175937.122 496521.274))
O10002_GBI_Lichtmasten.1581,5,ho01,bho01,lichtmast,2008,MULTIPOINT ((175956.389 496528.3))
O10002_GBI_Lichtmasten.1582,7,ha07,bha07,lichtmast,1990,MULTIPOINT ((175659.557 496789.697))
O10002_GBI_Lichtmasten.1583,4,fr07,bfr07,lichtmast,1988,MULTIPOINT ((175647.009 496293.04))
O10002_GBI_Lichtmasten.1584,6,er37,ber37,lichtmast,1978,MULTIPOINT ((176371.979 496408.89))
O10002_GBI_Lichtmasten.1585,6,er33,ber33,lichtmast,1978,MULTIPOINT ((176472.699 496517.49))
O10002_GBI_Lichtmasten.1586,6,er32,ber32,lichtmast,1978,MULTIPOINT ((176458.939 496545.08))
O10002_GBI_Lichtmasten.1587,5,ba14,sba14,lichtmast,2008,MULTIPOINT ((172396.76 508874.076))
O10002_GBI_Lichtmasten.1588,4,ba18,sba18,lichtmast,1977,MULTIPOINT ((172384.029 508719.52))
O10002_GBI_Lichtmasten.1589,4,bu25,sbu25,lichtmast,1988,MULTIPOINT ((171720.362 509265.617))
O10002_GBI_Lichtmasten.1590,4,bu33,sbu33,lichtmast,1988,MULTIPOINT ((171748.536 509283.439))
O10002_GBI_Lichtmasten.1591,5,bu34,sbu34,lichtmast,1987,MULTIPOINT ((171767.55 509301.526))
O10002_GBI_Lichtmasten.1592,6,bl05,sbl05,lichtmast,1977,MULTIPOINT ((172600.425 508973.761))
O10002_GBI_Lichtmasten.1593,4,bl12,sbl12,lichtmast,1977,MULTIPOINT ((172676.188 508862.128))
O10002_GBI_Lichtmasten.1594,7,vo10,bvo10,lichtmast,1988,MULTIPOINT ((175586.809 496369.44))
O10002_GBI_Lichtmasten.1595,5,za17,bza17,lichtmast,1982,MULTIPOINT ((176028.279 496302.89))
O10002_GBI_Lichtmasten.1596,5,za10,bza10,lichtmast,1982,MULTIPOINT ((176044.249 496166.33))
O10002_GBI_Lichtmasten.1597,4,ui03,bui03,lichtmast,1990,MULTIPOINT ((175226.799 496244.448))
O10002_GBI_Lichtmasten.1598,5,ui09,bui09,lichtmast,1990,MULTIPOINT ((175248.22 496179.755))
O10002_GBI_Lichtmasten.1599,5,sp30,bsp30,lichtmast,2012,MULTIPOINT ((175060.934 495720.619))
O10002_GBI_Lichtmasten.1600,5,sp27,bsp27,lichtmast,2012,MULTIPOINT ((175124.763 495778.978))
O10002_GBI_Lichtmasten.1601,6,sp11,bsp11,lichtmast,2008,MULTIPOINT ((175297.333 495958.839))
O10002_GBI_Lichtmasten.1602,5,sj09,bsj09,lichtmast,1982,MULTIPOINT ((176297.949 496440.11))
O10002_GBI_Lichtmasten.1603,5,ro07,bro07,lichtmast,1982,MULTIPOINT ((176134.809 496422.68))
O10002_GBI_Lichtmasten.1604,5,ro05,bro05,lichtmast,2011,MULTIPOINT ((176173.389 496397.83))
O10002_GBI_Lichtmasten.1605,5,sj01,bsj01,lichtmast,1982,MULTIPOINT ((176423.049 496487.64))
O10002_GBI_Lichtmasten.1606,4,pl18,bpl18,lichtmast,1988,MULTIPOINT ((175716.589 496452.11))
O10002_GBI_Lichtmasten.1607,5,pl01,bpl01,lichtmast,1988,MULTIPOINT ((175670.009 496429.35))
O10002_GBI_Lichtmasten.1608,4,pl02,bpl02,lichtmast,1988,MULTIPOINT ((175689.098 496434.433))
O10002_GBI_Lichtmasten.1609,6,pa17,bpa17,lichtmast,1993,MULTIPOINT ((175629.037 495787.229))
O10002_GBI_Lichtmasten.1610,6,pa07,bpa07,lichtmast,1993,MULTIPOINT ((175526.039 495891.47))
O10002_GBI_Lichtmasten.1611,6,pa01,bpa01,lichtmast,1993,MULTIPOINT ((175390.749 496043.089))
O10002_GBI_Lichtmasten.1612,7,oo07,boo07,lichtmast,1979,MULTIPOINT ((176421.388 497270.101))
O10002_GBI_Lichtmasten.1613,6,er30,ber30,lichtmast,1978,MULTIPOINT ((176415.098 496606.476))
O10002_GBI_Lichtmasten.1614,6,er29,ber29,lichtmast,1978,MULTIPOINT ((176396.208 496634.092))
O10002_GBI_Lichtmasten.1615,4,vo11,bvo11,lichtmast,1988,MULTIPOINT ((175602.479 496360.35))
O10002_GBI_Lichtmasten.1616,4,vo08,bvo08,lichtmast,1988,MULTIPOINT ((175553.874 496365.967))
O10002_GBI_Lichtmasten.1617,7,vo01,bvo01,lichtmast,1988,MULTIPOINT ((175488.139 496281.4))
O10002_GBI_Lichtmasten.1618,5,za16,bza16,lichtmast,1982,MULTIPOINT ((176051.019 496288.02))
O10002_GBI_Lichtmasten.1619,5,we06,bwe06,lichtmast,2003,MULTIPOINT ((175528.354 496478.875))
O10002_GBI_Lichtmasten.1620,5,we05,bwe05,lichtmast,2003,MULTIPOINT ((175522.503 496498.791))
O10002_GBI_Lichtmasten.1621,5,wh03,bwh03,lichtmast,1988,MULTIPOINT ((175767.369 496306.72))
O10002_GBI_Lichtmasten.1622,5,ui16,bui16,lichtmast,1990,MULTIPOINT ((175328.663 496222.94))
O10002_GBI_Lichtmasten.1623,5,ui15,bui15,lichtmast,1990,MULTIPOINT ((175300.691 496197.9))
O10002_GBI_Lichtmasten.1624,5,ui01,bui01,lichtmast,1990,MULTIPOINT ((175178.756 496257.107))
O10002_GBI_Lichtmasten.1625,6,sp14,bsp14,lichtmast,2008,MULTIPOINT ((175234.421 495883.502))
O10002_GBI_Lichtmasten.1626,6,sp12,bsp12,lichtmast,2008,MULTIPOINT ((175276.522 495933.835))
O10002_GBI_Lichtmasten.1627,6,sp06,bsp06,lichtmast,2009,MULTIPOINT ((175403.609 496086.522))
O10002_GBI_Lichtmasten.1628,5,sj08,bsj08,lichtmast,1982,MULTIPOINT ((176285.089 496464.83))
O10002_GBI_Lichtmasten.1629,5,pl09,bpl09,lichtmast,1988,MULTIPOINT ((175723.389 496375.35))
O10002_GBI_Lichtmasten.1630,4,pl07,bpl07,lichtmast,1988,MULTIPOINT ((175710.419 496409.86))
O10002_GBI_Lichtmasten.1631,4,pa09,bpa09,lichtmast,1993,MULTIPOINT ((175518.049 495839.41))
O10002_GBI_Lichtmasten.1632,6,pa12,bpa12,lichtmast,1993,MULTIPOINT ((175581.85 495840.181))
O10002_GBI_Lichtmasten.1633,7,oo17,boo17,lichtmast,1979,MULTIPOINT ((176445.979 497107.09))
O10002_GBI_Lichtmasten.1634,4,lu64,blu64,lichtmast,1990,MULTIPOINT ((175640.689 495963.53))
O10002_GBI_Lichtmasten.1635,4,lu56,blu56,lichtmast,1990,MULTIPOINT ((175635.259 496044.94))
O10002_GBI_Lichtmasten.1636,4,lu55,blu55,lichtmast,1990,MULTIPOINT ((175615.239 496053.05))
O10002_GBI_Lichtmasten.1637,4,lu48a,blu48a,lichtmast,1990,MULTIPOINT ((175509.619 496097.55))
O10002_GBI_Lichtmasten.1638,5,lu40,blu40,lichtmast,1990,MULTIPOINT ((175590.649 496051.47))
O10002_GBI_Lichtmasten.1639,4,lu29,blu29,lichtmast,1990,MULTIPOINT ((175577.749 495948.14))
O10002_GBI_Lichtmasten.1640,4,lu25,blu25,lichtmast,1990,MULTIPOINT ((175554.619 495927.43))
O10002_GBI_Lichtmasten.1641,4,lu14,blu14,lichtmast,1990,MULTIPOINT ((175479.549 496009.03))
O10002_GBI_Lichtmasten.1642,5,wk19,bwk19,lichtmast,1990,MULTIPOINT ((175383.529 496369.07))
O10002_GBI_Lichtmasten.1643,4,kp13,bkp13,lichtmast,1990,MULTIPOINT ((175366.785 496314.34))
O10002_GBI_Lichtmasten.1644,5,kp02,bkp02,lichtmast,2003,MULTIPOINT ((175521.94 496436.906))
O10002_GBI_Lichtmasten.1645,5,lm01,blm01,lichtmast,1978,MULTIPOINT ((176054.822 496553.464))
O10002_GBI_Lichtmasten.1646,5,kp01,bkp01,lichtmast,2003,MULTIPOINT ((175541.968 496455.134))
O10002_GBI_Lichtmasten.1647,4,ko47,bko47,lichtmast,1990,MULTIPOINT ((175833.949 496196.69))
O10002_GBI_Lichtmasten.1648,4,ko35,bko35,lichtmast,1990,MULTIPOINT ((175848.749 496112.38))
O10002_GBI_Lichtmasten.1649,4,ko10,bko10,lichtmast,1990,MULTIPOINT ((175785.919 495964.05))
O10002_GBI_Lichtmasten.1650,5,ko11,bko11,lichtmast,1990,MULTIPOINT ((175765.059 496009.57))
O10002_GBI_Lichtmasten.1651,7,oo01,boo01,lichtmast,1979,MULTIPOINT ((176231.824 497117.001))
O10002_GBI_Lichtmasten.1652,5,lu51,blu51,lichtmast,1990,MULTIPOINT ((175546.769 496170.34))
O10002_GBI_Lichtmasten.1653,5,lu35,blu35,lichtmast,1990,MULTIPOINT ((175572.789 496047.26))
O10002_GBI_Lichtmasten.1654,4,lu23,blu23,lichtmast,1990,MULTIPOINT ((175523.569 495950.67))
O10002_GBI_Lichtmasten.1655,4,lu09,blu09,lichtmast,1990,MULTIPOINT ((175480.339 496050.84))
O10002_GBI_Lichtmasten.1656,4,lu05,blu05,lichtmast,1990,MULTIPOINT ((175426.669 496059.13))
O10002_GBI_Lichtmasten.1657,5,la14,bla14,lichtmast,2002,MULTIPOINT ((176375.627 496626.628))
O10002_GBI_Lichtmasten.1658,5,lm08,blm08,lichtmast,1978,MULTIPOINT ((176108.303 496676.472))
O10002_GBI_Lichtmasten.1659,5,lm02,blm02,lichtmast,1978,MULTIPOINT ((176095.315 496572.561))
O10002_GBI_Lichtmasten.1660,5,kp05,bkp05,lichtmast,1988,MULTIPOINT ((175429.709 496354.9))
O10002_GBI_Lichtmasten.1661,5,kp03,bkp03,lichtmast,1988,MULTIPOINT ((175484.529 496403.79))
O10002_GBI_Lichtmasten.1662,5,kp06,bkp06,lichtmast,1990,MULTIPOINT ((175418.806 496352.158))
O10002_GBI_Lichtmasten.1663,5,wk18,bwk18,lichtmast,1990,MULTIPOINT ((175394.868 496388.232))
O10002_GBI_Lichtmasten.1664,4,ko60,bko60,lichtmast,1971,MULTIPOINT ((175767.609 496105.33))
O10002_GBI_Lichtmasten.1665,5,ko58,bko58,lichtmast,2009,MULTIPOINT ((175803.019 496065.18))
O10002_GBI_Lichtmasten.1666,4,ko50a,bko50a,lichtmast,1971,MULTIPOINT ((175802.457 496144.801))
O10002_GBI_Lichtmasten.1667,4,ko36,bko36,lichtmast,1990,MULTIPOINT ((175828.959 496094.78))
O10002_GBI_Lichtmasten.1668,4,ko27,bko27,lichtmast,1990,MULTIPOINT ((175904.409 496078.96))
O10002_GBI_Lichtmasten.1669,4,ko26,bko26,lichtmast,1990,MULTIPOINT ((175870.139 496086.61))
O10002_GBI_Lichtmasten.1670,4,ko20,bko20,lichtmast,1990,MULTIPOINT ((175830.139 496016.71))
O10002_GBI_Lichtmasten.1671,5,ko31,bko31,lichtmast,1990,MULTIPOINT ((175911.579 496124.27))
O10002_GBI_Lichtmasten.1672,5,ko07,bko07,lichtmast,1990,MULTIPOINT ((175743.139 495990.1))
O10002_GBI_Lichtmasten.1673,5,kt04,bkt04,lichtmast,1977,MULTIPOINT ((176496.079 496598.05))
O10002_GBI_Lichtmasten.1674,5,kt01,bkt01,lichtmast,1977,MULTIPOINT ((176447.887 496587.666))
O10002_GBI_Lichtmasten.1675,4,kl14,bkl14,lichtmast,1990,MULTIPOINT ((175292.28 496307.714))
O10002_GBI_Lichtmasten.1676,6,er27,ber27,lichtmast,1978,MULTIPOINT ((176331.012 496645.648))
O10002_GBI_Lichtmasten.1677,5,er15,ber15,lichtmast,1978,MULTIPOINT ((176207.753 496546.947))
O10002_GBI_Lichtmasten.1678,6,er04,ber04,lichtmast,1978,MULTIPOINT ((175966.829 496533.03))
O10002_GBI_Lichtmasten.1679,4,dr21,bdr21,lichtmast,1990,MULTIPOINT ((175968.959 496162.43))
O10002_GBI_Lichtmasten.1680,4,wa01,swa01,lichtmast,2006,MULTIPOINT ((172396.9 509217.157))
O10002_GBI_Lichtmasten.1681,5,ke01,ske01,lichtmast,1988,MULTIPOINT ((172239.799 509149.64))
O10002_GBI_Lichtmasten.1682,5,mo01,smo01,lichtmast,1987,MULTIPOINT ((172177.299 509099.14))
O10002_GBI_Lichtmasten.1683,5,rn01,srn01,lichtmast,1988,MULTIPOINT ((172187.05 508822.007))
O10002_GBI_Lichtmasten.1684,5,tm12,stm12,lichtmast,1971,MULTIPOINT ((172160.499 509510.38))
O10002_GBI_Lichtmasten.1685,4,ja05,sja05,lichtmast,1977,MULTIPOINT ((172769.284 508765.446))
O10002_GBI_Lichtmasten.1686,5,ke03,ske03,lichtmast,1988,MULTIPOINT ((172264.069 509089.89))
O10002_GBI_Lichtmasten.1687,4,kg06,skg06,lichtmast,1977,MULTIPOINT ((172587.854 508538.38))
O10002_GBI_Lichtmasten.1688,4,nh16,snh16,lichtmast,1987,MULTIPOINT ((171875.413 508973.195))
O10002_GBI_Lichtmasten.1689,4,ph02,sph02,lichtmast,1987,MULTIPOINT ((172016.802 509046.963))
O10002_GBI_Lichtmasten.1690,4,ph08,sph08,lichtmast,1987,MULTIPOINT ((172079.723 508969.463))
O10002_GBI_Lichtmasten.1691,5,ra02,sra02,lichtmast,1993,MULTIPOINT ((171830.896 509379.248))
O10002_GBI_Lichtmasten.1692,5,ra11,sra11,lichtmast,2012,MULTIPOINT ((171530.502 509245.645))
O10002_GBI_Lichtmasten.1693,5,rn06,srn06,lichtmast,1988,MULTIPOINT ((172081.604 508747.508))
O10002_GBI_Lichtmasten.1694,5,rn07,srn07,lichtmast,1988,MULTIPOINT ((172052.663 508729.196))
O10002_GBI_Lichtmasten.1695,4,sn06,ssn06,lichtmast,1994,MULTIPOINT ((171994.689 509584.25))
O10002_GBI_Lichtmasten.1696,7,sp03,ssp03,lichtmast,2000,MULTIPOINT ((171737.529 509424.47))
O10002_GBI_Lichtmasten.1697,4,st04,sst04,lichtmast,1974,MULTIPOINT ((172506.022 508654.676))
O10002_GBI_Lichtmasten.1698,4,tm11,stm11,lichtmast,1971,MULTIPOINT ((172128.999 509493.2))
O10002_GBI_Lichtmasten.1699,5,za11,bza11,lichtmast,1982,MULTIPOINT ((176074.839 496196.55))
O10002_GBI_Lichtmasten.1700,5,za02,bza02,lichtmast,1982,MULTIPOINT ((176006.629 496281.24))
O10002_GBI_Lichtmasten.1701,5,wh09,bwh09,lichtmast,1988,MULTIPOINT ((175776.209 496220.32))
O10002_GBI_Lichtmasten.1702,5,wh07,bwh07,lichtmast,1988,MULTIPOINT ((175727.499 496269.38))
O10002_GBI_Lichtmasten.1703,5,ui10,bui10,lichtmast,1990,MULTIPOINT ((175260.634 496152.445))
O10002_GBI_Lichtmasten.1704,4,bu07,sbu07,lichtmast,1987,MULTIPOINT ((171621.828 509202.993))
O10002_GBI_Lichtmasten.1705,4,kb01,skb01,lichtmast,1996,MULTIPOINT ((172160.502 508662.168))
O10002_GBI_Lichtmasten.1706,4,kb03,skb03,lichtmast,1996,MULTIPOINT ((172195.383 508618.458))
O10002_GBI_Lichtmasten.1707,4,pp07,spp07,lichtmast,1996,MULTIPOINT ((172306.084 508609.034))
O10002_GBI_Lichtmasten.1708,5,sk04,ssk04,lichtmast,2006,MULTIPOINT ((171968.065 508676.609))
O10002_GBI_Lichtmasten.1709,4,sk08,ssk08,lichtmast,1996,MULTIPOINT ((172049.578 508642.172))
O10002_GBI_Lichtmasten.1710,5,gr31,sgr31,lichtmast,2005,MULTIPOINT ((172224.433 509235.834))
O10002_GBI_Lichtmasten.1711,4,do08,sdo08,lichtmast,1997,MULTIPOINT ((172370.295 508944.185))
O10002_GBI_Lichtmasten.1712,7,ns06,sns06,lichtmast,1988,MULTIPOINT ((172060.709 509363.92))
O10002_GBI_Lichtmasten.1713,7,bi01,sbi01,lichtmast,2003,MULTIPOINT ((172022.494 508415.937))
O10002_GBI_Lichtmasten.1714,7,bi06,sbi06,lichtmast,2003,MULTIPOINT ((171927.577 508260.354))
O10002_GBI_Lichtmasten.1715,7,ko39,sko39,lichtmast,1989,MULTIPOINT ((172887.994 509452.542))
O10002_GBI_Lichtmasten.1716,4,dk06b,sdk06b,lichtmast,2001,MULTIPOINT ((172258.04 508079.005))
O10002_GBI_Lichtmasten.1717,4,ri06b,sri06b,lichtmast,2001,MULTIPOINT ((172318.938 508332.19))
O10002_GBI_Lichtmasten.1718,7,in29a,sin29a,lichtmast,1971,MULTIPOINT ((172794.407 508442.641))
O10002_GBI_Lichtmasten.1719,4,zw15,szw15,lichtmast,1999,MULTIPOINT ((172127.59 508064.559))
O10002_GBI_Lichtmasten.1720,6,zw18,szw18,lichtmast,1999,MULTIPOINT ((172061.283 508109.061))
O10002_GBI_Lichtmasten.1721,5,hv01,shv01,lichtmast,1999,MULTIPOINT ((172218.26 508293.294))
O10002_GBI_Lichtmasten.1722,5,dk01,sdk01,lichtmast,1999,MULTIPOINT ((172364.055 508182.133))
O10002_GBI_Lichtmasten.1723,5,ui05,bui05,lichtmast,1990,MULTIPOINT ((175224.791 496205.883))
O10002_GBI_Lichtmasten.1724,5,te06,bte06,lichtmast,1974,MULTIPOINT ((176153.283 496656.586))
O10002_GBI_Lichtmasten.1725,5,te05,bte05,lichtmast,1974,MULTIPOINT ((176141.737 496639.356))
O10002_GBI_Lichtmasten.1726,6,sp10,bsp10,lichtmast,2008,MULTIPOINT ((175318.144 495983.762))
O10002_GBI_Lichtmasten.1727,6,sp04,bsp04,lichtmast,1990,MULTIPOINT ((175448.129 496128.65))
O10002_GBI_Lichtmasten.1728,5,sj06,bsj06,lichtmast,1982,MULTIPOINT ((176336.059 496496.86))
O10002_GBI_Lichtmasten.1729,6,po02,bpo02,lichtmast,1982,MULTIPOINT ((176104.039 496445.24))
O10002_GBI_Lichtmasten.1730,4,pl05,bpl05,lichtmast,1988,MULTIPOINT ((175692.339 496379.09))
O10002_GBI_Lichtmasten.1731,4,pa10,bpa10,lichtmast,1993,MULTIPOINT ((175504.329 495820.49))
O10002_GBI_Lichtmasten.1732,6,pa06,bpa06,lichtmast,1993,MULTIPOINT ((175499.169 495921.69))
O10002_GBI_Lichtmasten.1733,7,no11,bno11,lichtmast,1977,MULTIPOINT ((176027.555 496850.389))
O10002_GBI_Lichtmasten.1734,7,oo12,boo12,lichtmast,1979,MULTIPOINT ((176472.059 497149.732))
O10002_GBI_Lichtmasten.1735,7,oo02,boo02,lichtmast,1979,MULTIPOINT ((176257.059 497147.28))
O10002_GBI_Lichtmasten.1736,5,lu65,blu65,lichtmast,1990,MULTIPOINT ((175653.919 495956.62))
O10002_GBI_Lichtmasten.1737,4,lu60,blu60,lichtmast,1990,MULTIPOINT ((175661.419 496016.78))
O10002_GBI_Lichtmasten.1738,5,lu41,blu41,lichtmast,1990,MULTIPOINT ((175605.207 496064.051))
O10002_GBI_Lichtmasten.1739,4,lu28,blu28,lichtmast,1990,MULTIPOINT ((175555.099 495950.18))
O10002_GBI_Lichtmasten.1740,4,lu24,blu24,lichtmast,1990,MULTIPOINT ((175540.359 495931.89))
O10002_GBI_Lichtmasten.1741,4,lu12,blu12,lichtmast,1990,MULTIPOINT ((175517.939 496038.55))
O10002_GBI_Lichtmasten.1742,4,lu08,blu08,lichtmast,1990,MULTIPOINT ((175472.959 496059.16))
O10002_GBI_Lichtmasten.1743,5,la11,bla11,lichtmast,2002,MULTIPOINT ((176328.712 496556.53))
O10002_GBI_Lichtmasten.1744,5,kp15,bkp15,lichtmast,1990,MULTIPOINT ((175385.638 496305.901))
