FID,wpeil_verf,poten_peil,se_anno_cad_data,gdb_geomattr_data,shape
potentiele_waterdiepte_laagste_punt_wegvak__m_.750,0,0,,,"LINESTRING (90142.1409999989 393599.5520000011, 90096.95600000024 393618.62999999896, 90013.81599999964 393652.5700000003, 89927.03700000048 393686.27600000054, 89833.97599999979 393719.69900000095, 89725.75 393754.89400000125, 89672.72399999946 393770.8359999992)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.751,0,0,,,"LINESTRING (92137.90199999884 394304.1730000004, 92069.14900000021 394199.66000000015, 91912.84299999848 393953.4539999999, 91866.93299999833 393883.9849999994)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.752,0,0,,,"LINESTRING (92455.61300000176 394688.8779999986, 92451.94399999827 394685.5469999984, 92408.18499999866 394642.67599999905, 92367.18699999899 394599.6039999984, 92328.77899999917 394556.6079999991, 92292.78200000152 394513.936999999, 92259.0159999989 394471.7989999987, 92227.29500000179 394430.36199999973, 92197.43299999833 394389.7410000004, 92142.50899999961 394311.17500000075, 92137.90199999884 394304.1730000004)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.753,0,0,,,"LINESTRING (93336.69000000134 395141.3509999998, 93329.44000000134 395139.34800000116, 93234.03599999845 395109.1229999997, 93147.69200000167 395079.73000000045, 93066.66699999943 395050.39400000125, 92989.74599999934 395020.44999999925, 92916.47399999946 394989.3900000006, 92868.52899999917 394967.0540000014)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.754,0,0,,,"LINESTRING (92868.52899999917 394967.0540000014, 92846.66000000015 394956.8660000004, 92780.24599999934 394922.6790000014, 92717.22700000182 394886.76000000164, 92657.60000000149 394849.1550000012, 92601.33999999985 394810, 92548.38100000098 394769.5029999986, 92498.6259999983 394727.9230000004, 92455.61300000176 394688.8779999986)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.755,0,0,,,"LINESTRING (93827.06599999964 395235.2659999989, 93604.81100000069 395204.9310000017, 93444.49399999902 395171.1420000009, 93336.69000000134 395141.3509999998)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.756,0,0,,,"LINESTRING (94325.375 395275.59800000116, 93864.37900000066 395240.3590000011, 93827.06599999964 395235.2659999989)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.757,0,0,,,"LINESTRING (87749.16899999976 417748.813000001, 87742.88899999857 417722.5249999985, 87681.57699999958 417434.16899999976, 87661.70699999854 417351.1939999983, 87651.85399999842 417316.27600000054, 87633.82699999958 417262.6579999998)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.758,0,0,,,"LINESTRING (87633.82699999958 417262.6579999998, 87631.76999999955 417256.54100000113, 87591.44799999893 417155.40300000086, 87582.07200000063 417129.3440000005, 87573.24700000137 417101.6030000001, 87565.06300000101 417071.62999999896, 87557.57800000161 417038.9690000005, 87550.81599999964 417003.2740000002, 87544.76900000125 416964.3269999996, 87539.4149999991 416922.0789999999, 87530.66600000113 416828.4840000011, 87527.5309999995 416777.62900000066)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.759,1.1,1.1,,,"LINESTRING (87527.5309999995 416777.62900000066, 87524.36300000176 416726.23099999875, 87516.53400000185 416518.78500000015, 87514.00899999961 416468.4530000016, 87510.20499999821 416417.9279999994, 87504.4140000008 416366.09699999914, 87495.92500000075 416311.64400000125, 87489.46200000122 416279.70800000057)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.760,0,0,,,"LINESTRING (87877.78299999982 418231.9290000014, 87811.06599999964 417993.44200000167, 87775.3740000017 417858.5179999992, 87749.16899999976 417748.813000001)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.761,0,0,,,"LINESTRING (88190.08300000057 419698.1479999982, 88140.94000000134 419509.11300000176, 88088.94299999997 419294.63599999994, 88069.9840000011 419212.811999999)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.762,0,0,,,"LINESTRING (88069.9840000011 419212.811999999, 88038.8440000005 419078.4149999991, 88007.42300000042 418934.6499999985, 87979.44200000167 418794.55700000003, 87967.03700000048 418723.6099999994)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.763,0,0,,,"LINESTRING (88366.44200000167 420678.9699999988, 88365.33999999985 420629.82400000095, 88361.94099999964 420562.2109999992, 88356.88399999961 420494.88800000027, 88350.38699999824 420428.05700000003, 88342.63100000098 420362.0729999989, 88333.75200000033 420297.3990000002, 88323.83399999887 420234.5009999983, 88314.45199999958 420182.2470000014)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.764,0,0,,,"LINESTRING (88314.45199999958 420182.2470000014, 88312.92000000179 420173.7170000002, 88301.02800000086 420115.1220000014, 88288.17000000179 420058.44200000167, 88274.36499999836 420003.04100000113, 88193.75600000098 419712.27699999884, 88190.08300000057 419698.1479999982)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.765,0,0,,,"LINESTRING (87967.03700000048 418723.6099999994, 87956.5159999989 418663.436999999, 87922.1409999989 418438.5009999983, 87913.2809999995 418387.79100000113, 87903.21499999985 418337.41600000113, 87891.5709999986 418286.2749999985, 87878.18699999899 418233.3740000017, 87877.78299999982 418231.9290000014)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.766,0,0,,,"LINESTRING (88259.80999999866 421669.8830000013, 88255.29699999839 421622.7199999988, 88254.6640000008 421570.9930000007, 88257.79500000179 421518.43299999833, 88264.09600000083 421464.7569999993, 88272.91699999943 421409.62900000066, 88318.99300000072 421175.76099999994)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.767,0,0,,,"LINESTRING (88491.99500000104 422104.4829999991, 88438.20499999821 422038.79300000146, 88408.52600000054 422000.46599999815, 88379.06599999964 421959.43400000036, 88350.87000000104 421915.8960000016, 88324.99100000039 421870.1959999986, 88302.3759999983 421822.7509999983, 88283.76900000125 421773.9829999991, 88269.64400000125 421724.2470000014, 88260.18400000036 421673.79100000113, 88259.80999999866 421669.8830000013)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.768,0,0,,,"LINESTRING (88318.99300000072 421175.76099999994, 88320.22700000182 421169.4970000014, 88331.94799999893 421104.4459999986, 88342.52499999851 421037.91099999845, 88351.52400000021 420970.35500000045, 88358.61199999973 420902.2340000011, 88363.57299999893 420833.9310000017, 88366.31399999931 420765.69900000095, 88366.86199999973 420697.6550000012, 88366.44200000167 420678.9699999988)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.769,0,0,,,"LINESTRING (88782.84299999848 422510.6640000008, 88750.51199999824 422469.4840000011, 88721.60300000012 422429.98900000006, 88670.44900000095 422354.9910000004, 88606.97500000149 422256.1259999983, 88566.26900000125 422197.2809999995, 88544.25600000098 422168.3060000017, 88491.99500000104 422104.4829999991)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.770,0,0,,,"LINESTRING (89116.09200000018 422883.09600000083, 89088.84099999815 422855.4849999994, 89016.87200000137 422779.4389999993, 88948.31899999827 422704.9479999989, 88880.57800000161 422628.936999999, 88813.63899999857 422549.88699999824, 88782.84299999848 422510.6640000008)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.771,-11.36,-11.36,,,"LINESTRING (87166.51199999824 415334.1479999982, 87132.49100000039 415247.55999999866, 87055.14499999955 415081.10500000045, 86941.89499999955 414915.6790000014)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1019,-3.43,-3.43,,,"LINESTRING (97979.4450000003 449632.7729999982, 98195.43200000003 449543.5080000013, 98441.71799999848 449442.23900000006)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.772,0,0,,,"LINESTRING (89498.59699999914 423203.03599999845, 89484.02400000021 423194.2270000018, 89437.00800000131 423163.1730000004, 89390 423129.41000000015, 89343.30600000173 423093.2049999982, 89297.29899999872 423055.0170000009, 89252.36600000039 423015.4389999993, 89208.8599999994 422975.12999999896, 89167.04399999976 422934.7199999988, 89116.09200000018 422883.09600000083)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.773,-0.38,-0.38,,,"LINESTRING (87489.46200000122 416279.70800000057, 87484.10799999908 416253.2509999983, 87468.48600000143 416189.7710000016, 87448.78000000119 416120.33300000057, 87424.91099999845 416044.3139999993, 87396.93899999931 415961.1959999986, 87364.9690000005 415870.3269999996, 87340.48000000045 415802.88899999857)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.774,-4.18,-4.18,,,"LINESTRING (87340.48000000045 415802.88899999857, 87288.85099999979 415660.7109999992, 87192.77499999851 415400.98900000006, 87166.51199999824 415334.1479999982)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.775,-2.76,-2.76,,,"LINESTRING (94881.88500000164 428619.9360000007, 94879.4149999991 428587.5229999982, 94877.04899999872 428534.2430000007, 94876.19700000063 428479.7120000012, 94876.6790000014 428424.90199999884, 94884.35300000012 428218.82400000095, 94885.34800000116 428172.1779999994, 94885.10099999979 428127.11400000006, 94884.82499999925 428120.25)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.776,0,0,,,"LINESTRING (89947.39200000092 423422.7320000008, 89860.625 423380.2049999982, 89670.06799999997 423293.89400000125, 89623.74500000104 423271.86499999836, 89577.39799999818 423248.2729999982, 89530.84600000083 423222.5300000012, 89498.59699999914 423203.03599999845)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.777,2.46,2.46,,,"LINESTRING (94929.79500000179 429116.9609999992, 94927.53599999845 429005.5469999984, 94925.14299999923 428954.1629999988, 94921.18400000036 428907.2989999987, 94915.7190000005 428863.2710000016, 94895.01099999994 428733.6460000016, 94888.61899999902 428687.4679999985, 94883.31899999827 428638.7520000003, 94881.88500000164 428619.9360000007)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.778,0,0,,,"LINESTRING (90383.08999999985 423667.8269999996, 90173.78299999982 423545.4919999987, 90066.70699999854 423485.4149999991, 89961.80900000036 423429.7989999987, 89947.39200000092 423422.7320000008)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.779,0,0,,,"LINESTRING (90814.71499999985 423920.21599999815, 90773.28200000152 423895.88599999994, 90383.08999999985 423667.8269999996)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.780,-0.8,-0.8,,,"LINESTRING (91245.875 424173.3969999999, 90814.71499999985 423920.21599999815)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.781,-1.19,-1.19,,,"LINESTRING (94967.02899999917 429615.4079999998, 94964.66299999878 429580.55099999905, 94939.03000000119 429304.18299999833, 94932.86699999869 429208.6970000006, 94930.05900000036 429130.0020000003, 94929.79500000179 429116.9609999992)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.782,0,0,,,"LINESTRING (94987.49500000104 430114.8720000014, 94980.375 429812.0009999983, 94967.02899999917 429615.4079999998)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.783,0.19,0.19,,,"LINESTRING (91668.77800000086 424439.76199999824, 91668.75 424439.7410000004, 91594.0700000003 424387.12099999934, 91510.75699999928 424332.9789999984, 91417.38599999994 424275.4200000018, 91262.63300000131 424183.23699999973, 91245.875 424173.3969999999)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.784,0.42,0.42,,,"LINESTRING (92035.01300000027 424779.118999999, 91954.55799999833 424694.3579999991, 91882.12200000137 424622.27800000086, 91809.64200000092 424554.94200000167, 91774.13500000164 424523.8509999998, 91704.1409999989 424466.5949999988, 91668.77800000086 424439.76199999824)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.785,0.58,0.58,,,"LINESTRING (92408.79500000179 425109.9670000002, 92261.10799999908 424993.70699999854, 92223.73600000143 424963.0520000011, 92188.28700000048 424932.41699999943, 92154.45399999991 424901.34800000116, 92121.71999999881 424869.4530000016, 92089.44900000095 424836.4679999985, 92035.01300000027 424779.118999999)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.786,0.66,0.66,,,"LINESTRING (92770.57299999893 425454.2719999999, 92735.12099999934 425419.60500000045, 92624.15100000054 425302.1889999993, 92589.31700000167 425267.51900000125, 92551.64699999988 425231.76099999994, 92511.57400000095 425195.56500000134, 92469.73699999973 425159.55000000075, 92426.91000000015 425124.2259999998, 92408.79500000179 425109.9670000002)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.787,0.7,0.7,,,"LINESTRING (93147.24599999934 425780.11100000143, 93093.47100000083 425719.4290000014, 93048.82600000128 425673.0320000015, 93025.92199999839 425651.13599999994, 93002.6950000003 425630.2430000007, 92955.80000000075 425591.84800000116, 92909.33100000024 425558.06799999997, 92842.57400000095 425512.68400000036, 92821.2490000017 425497.2670000009, 92800.19999999925 425480.7749999985, 92779.13100000098 425462.6400000006, 92770.57299999893 425454.2719999999)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.788,1.4,1.4,,,"LINESTRING (93514.7659999989 426117.6629999988, 93385.73999999836 426013.3260000013, 93305.0399999991 425943.9230000004, 93269.81300000101 425911.3139999993, 93238.12799999863 425880.2030000016, 93209.66600000113 425850.5489999987, 93147.24599999934 425780.11100000143)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.789,1.08,1.08,,,"LINESTRING (94984.52499999851 431114.8229999989, 94987.70499999821 430614.83300000057)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.790,-3.38,-3.38,,,"LINESTRING (94987.70499999821 430614.83300000057, 94990.16299999878 430228.3909999989, 94987.49500000104 430114.8720000014)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.791,1.28,1.28,,,"LINESTRING (93890.42100000009 426447.3209999986, 93785.70300000161 426348.2989999987, 93703.42199999839 426274.49599999934, 93660.29199999943 426237.31500000134, 93569.84899999946 426162.20600000024, 93514.7659999989 426117.6629999988)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.792,-2.55,-2.55,,,"LINESTRING (94252.07899999991 426792.55099999905, 94099.85500000045 426650.15399999917, 93903.49300000072 426459.68200000003, 93890.42100000009 426447.3209999986)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.793,9.56,9.56,,,"LINESTRING (94550.50800000131 427189.5179999992, 94509.72300000116 427113.06500000134, 94482.46599999815 427066.1490000002, 94453.99500000104 427021.0780000016, 94424.20300000161 426978.3440000005, 94393.01199999824 426938.09600000083, 94360.38500000164 426900.1330000013, 94326.34099999815 426863.96499999985, 94290.95499999821 426828.91699999943, 94252.07899999991 426792.55099999905)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.794,21.44,21.44,,,"LINESTRING (94779.48099999875 427633.8379999995, 94771.36300000176 427614.20600000024, 94742.77400000021 427553.86100000143, 94652.32699999958 427386.55000000075, 94561.02699999884 427209.23600000143, 94550.50800000131 427189.5179999992)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.795,15.68,15.68,,,"LINESTRING (94884.82499999925 428120.25, 94883.33399999887 428083.16800000146, 94879.90799999982 428039.9070000015, 94874.82299999893 427997.0170000009, 94868.20300000161 427954.35599999875, 94860.25800000131 427911.9679999985, 94851.24199999869 427870.0520000011, 94830.93800000101 427788.9310000017, 94808.60500000045 427713.67599999905, 94796.76799999923 427678.79300000146, 94784.39400000125 427645.72199999914, 94779.48099999875 427633.8379999995)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.796,0,0,,,"LINESTRING (88982.58700000122 394493.243999999, 88994.88699999824 394538.36499999836, 89049.47700000182 394642.9270000011, 89104.7509999983 394737.34099999815, 89157.93100000173 394831.82499999925, 89208.3590000011 394924.9530000016, 89213.75299999863 394935.1629999988)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.797,0,0,,,"LINESTRING (93367.67799999937 401641.4290000014, 93374.2340000011 401660.43400000036, 93412.95300000161 401763.0709999986, 93507.86899999902 401995.7340000011, 93524.64699999988 402038.6950000003, 93548.97300000116 402107.30900000036)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.798,0,0,,,"LINESTRING (93106.6950000003 400676.53400000185, 93227.18100000173 401161.80000000075)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.799,0,0,,,"LINESTRING (93548.97300000116 402107.30900000036, 93554.51199999824 402122.9299999997, 93567.43899999931 402164.70800000057, 93579.04100000113 402206.52600000054, 93589.42500000075 402248.5329999998, 93607.40300000086 402333.6420000009, 93632.70699999854 402466.8999999985, 93653.72399999946 402562.95600000024, 93661.65799999982 402594.06700000167)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.800,0,0,,,"LINESTRING (89447.31799999997 395377.2569999993, 89457.68899999931 395396.88599999994, 89559.67599999905 395584.63599999994, 89623.67700000107 395696.7989999987, 89655.06500000134 395749.46599999815, 89686.32499999925 395800.1739999987, 89694.02199999988 395812.01099999994)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.801,0,0,,,"LINESTRING (93661.65799999982 402594.06700000167, 93666.77800000086 402614.1460000016, 93681.92599999905 402667.7170000002, 93699.30000000075 402723.67599999905, 93718.88300000131 402781.8289999999, 93740.5159999989 402841.7890000008, 93763.92599999905 402903.00400000066, 93788.76700000092 402964.80799999833, 93831.16600000113 403063.8359999992)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.802,0,0,,,"LINESTRING (89694.02199999988 395812.01099999994, 89749.33799999952 395897.0799999982, 89781.48200000077 395944.05900000036, 89847.58799999952 396036.81700000167, 89983.32499999925 396219.63699999824)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.803,0,0,,,"LINESTRING (93831.16600000113 403063.8359999992, 93841.23200000077 403087.34699999914, 93895.1400000006 403204.186999999, 93948.42599999905 403311.64499999955, 93999.63500000164 403407.938000001, 94047.72800000012 403492.8779999986, 94057.5850000009 403509.2749999985)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.804,0,0,,,"LINESTRING (89213.75299999863 394935.1629999988, 89447.31799999997 395377.2569999993)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.805,0,0,,,"LINESTRING (93227.18100000173 401161.80000000075, 93234.48299999908 401191.2120000012, 93260.38800000027 401291.4759999998, 93288.80200000107 401394.8379999995, 93320.50299999863 401500.9050000012, 93337.64900000021 401554.3669999987, 93367.67799999937 401641.4290000014)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.806,0,0,,,"LINESTRING (90606.92599999905 396996.56599999964, 90609.13899999857 396998.84899999946, 90640.43200000003 397033.41099999845, 90671.5009999983 397069.47399999946, 90732.51999999955 397145.6039999984, 90792.01700000092 397226.00499999896, 90909.87999999896 397394.0399999991)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.807,0,0,,,"LINESTRING (89983.32499999925 396219.63699999824, 90017.39400000125 396265.5229999982, 90109.91200000048 396393.24599999934, 90163.2340000011 396470.81500000134, 90267.90900000185 396630.58999999985)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.808,0,0,,,"LINESTRING (90909.87999999896 397394.0399999991, 90940.80299999937 397438.1270000003, 91004.02199999988 397525.9759999998, 91070.75200000033 397615.5799999982, 91208.2890000008 397794.85500000045)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.809,0,0,,,"LINESTRING (90267.90900000185 396630.58999999985, 90271.69200000167 396636.36300000176, 90312.03200000152 396692.74500000104, 90333.13500000164 396719.4129999988, 90355.28599999845 396745.38599999994, 90378.70699999854 396770.96400000155, 90429.77199999988 396822.2670000009, 90546.70800000057 396934.43299999833, 90606.92599999905 396996.56599999964)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.810,0,0,,,"LINESTRING (92974.51199999824 400194.49599999934, 92987.17300000042 400232.3260000013, 93004.7100000009 400288.31500000134, 93035.33700000122 400395.01999999955, 93061.94999999925 400496.32400000095, 93106.6950000003 400676.53400000185)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.811,0,0,,,"LINESTRING (95193.35399999842 404465.6220000014, 95328 404576.00400000066, 95536.23900000006 404752.7569999993, 95575.44000000134 404788.05799999833)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.812,0,0,,,"LINESTRING (91208.2890000008 397794.85500000045, 91248.80799999833 397847.6700000018, 91319.31599999964 397942.41800000146, 91385.62299999967 398036.12900000066, 91497.27600000054 398202.7019999996)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.813,0,0,,,"LINESTRING (94057.5850000009 403509.2749999985, 94092.53299999982 403567.4149999991, 94135.77800000086 403633.2879999988, 94158.03700000048 403663.6429999992, 94181.6240000017 403692.63599999994, 94207.26199999824 403720.5029999986, 94235.60399999842 403747.4290000014, 94267.14400000125 403773.55099999905, 94302.15199999884 403798.97399999946, 94340.64200000092 403823.8139999993, 94382.39299999923 403848.27600000054, 94402.5859999992 403859.2259999998)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.814,0,0,,,"LINESTRING (91497.27600000054 398202.7019999996, 91528.43600000069 398249.1889999993, 91554.66200000048 398285.8429999985, 91580.96999999881 398320.31599999964, 91607.72500000149 398352.8449999988, 91635.21499999985 398383.8370000012, 91663.63399999961 398413.83199999854, 91819.57899999991 398568.0879999995, 91827.44700000063 398576.3189999983)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.815,0,0,,,"LINESTRING (94402.5859999992 403859.2259999998, 94523.08199999854 403924.56700000167, 94573.9849999994 403954.18400000036, 94626.97100000083 403988.26300000027, 94682.81399999931 404028.49500000104, 94742.93299999833 404076.5029999986, 94809.37799999863 404133.6020000018, 94815.10700000077 404138.6970000006)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.816,0,0,,,"LINESTRING (91827.44700000063 398576.3189999983, 91885.4459999986 398636.9829999991, 91950.70899999887 398708.58100000024, 92045.21499999985 398815.76900000125, 92160.87000000104 398948.8200000003)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.817,0,0,,,"LINESTRING (94815.10700000077 404138.6970000006, 94971.21400000155 404277.5210000016, 95071.03400000185 404363.8040000014, 95186.44399999827 404459.95699999854, 95193.35399999842 404465.6220000014)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.819,0,0,,,"LINESTRING (92484.95100000128 399329.54100000113, 92529.4299999997 399384.2960000001, 92565.41200000048 399430.2179999985, 92601.45600000024 399477.7969999984, 92637.41299999878 399527.2659999989, 92673.11899999902 399578.8289999999, 92708.38800000027 399632.6169999987, 92743.00400000066 399688.6420000009, 92771.79800000042 399738.2679999992)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.820,0,0,,,"LINESTRING (92771.79800000042 399738.2679999992, 92776.72700000182 399746.76300000027, 92809.29500000179 399806.6799999997, 92840.43899999931 399867.9479999989, 92869.91000000015 399930.01300000027, 92897.49399999902 399992.26999999955, 92923.04100000113 400054.1160000004, 92946.47899999842 400115.0089999996, 92967.82200000063 400174.51099999994, 92974.51199999824 400194.49599999934)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.821,0,0,,,"LINESTRING (95575.44000000134 404788.05799999833, 95924.78799999878 405102.6420000009)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.822,0,0,,,"LINESTRING (88936.13199999928 393997.88800000027, 88949.73900000006 394372.7520000003, 88982.58700000122 394493.243999999)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.823,5.25,5.25,,,"LINESTRING (87435.11400000006 454675.3660000004, 86996.27600000054 454318.59600000083)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.824,-0.21,-0.21,,,"LINESTRING (87775.94700000063 455040.44299999997, 87773.60000000149 455037.52699999884, 87657.03500000015 454897.7250000015, 87446.32200000063 454684.4789999984, 87435.11400000006 454675.3660000004)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.825,2.39,2.39,,,"LINESTRING (88855.07899999991 456077.6460000016, 88712.36600000039 455957.6710000001, 88511.19200000167 455787.3429999985, 88473.46200000122 455754.5920000002)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.826,2.28,2.28,,,"LINESTRING (88473.46200000122 455754.5920000002, 88403.73800000176 455694.0720000006, 88292.62099999934 455594.1420000009, 88235.95800000057 455541.36100000143, 88178.48900000006 455486.3720000014, 88119.8900000006 455428.66800000146, 88106.5540000014 455415.11499999836)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.827,2.39,2.39,,,"LINESTRING (89237.8040000014 456399.3929999992, 88855.07899999991 456077.6460000016)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.828,0.13,0.13,,,"LINESTRING (89620.52899999917 456721.1409999989, 89237.8040000014 456399.3929999992)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.829,-11.77,-11.77,,,"LINESTRING (90004.2100000009 457041.7470000014, 89678.86300000176 456770.1799999997, 89620.52899999917 456721.1409999989)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.830,-6.91,-6.91,,,"LINESTRING (90396.91899999976 457351.0870000012, 90347.93899999931 457314.8299999982, 90266.44399999827 457253.0379999988, 90185.33900000155 457189.68400000036, 90062.02299999818 457090.00400000066, 90004.2100000009 457041.7470000014)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.831,2.16,2.16,,,"LINESTRING (88106.5540000014 455415.11499999836, 88059.55600000173 455367.3570000008, 87996.58199999854 455300.94299999997, 87929.80900000036 455227.02600000054, 87857.43499999866 455141.70899999887, 87775.94700000063 455040.44299999997)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.832,-4.01,-4.01,,,"LINESTRING (90793.36100000143 457655.6220000014, 90785.30799999833 457648.75499999896, 90695.44900000095 457575.6229999997, 90560.85599999875 457472.438000001, 90396.91899999976 457351.0870000012)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.833,-5.8,-5.8,,,"LINESTRING (91147.3590000011 458007.8779999986, 91108.81100000069 457963.1009999998, 91034.44999999925 457881.8920000009, 90995.8049999997 457841.9770000018, 90955.99199999869 457802.4620000012, 90914.95899999887 457763.3359999992, 90829.45699999854 457686.40199999884, 90793.36100000143 457655.6220000014)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.834,-10.69,-10.69,,,"LINESTRING (91462.9149999991 458395.6860000007, 91286.23600000143 458175.2010000013, 91180.56700000167 458046.4510000013, 91147.3590000011 458007.8779999986)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.835,-13.13,-13.13,,,"LINESTRING (91777.66099999845 458784.1790000014, 91700.3350000009 458690.58199999854, 91562.24199999869 458519.6409999989, 91462.9149999991 458395.6860000007)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.836,-11.63,-11.63,,,"LINESTRING (92111.24100000039 459156.44099999964, 92046.54199999943 459089.2719999999, 91944.81199999899 458978.7019999996, 91875.75600000098 458900.30999999866, 91805.72500000149 458818.1479999982, 91777.66099999845 458784.1790000014)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.837,-4.91,-4.91,,,"LINESTRING (92468.15799999982 459506.5240000002, 92448 459487.7010000013, 92330.12799999863 459375.07400000095, 92255.08799999952 459301.83999999985, 92148.53000000119 459195.15300000086, 92111.24100000039 459156.44099999964)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.838,-1.88,-1.88,,,"LINESTRING (92834.28400000185 459847.0370000005, 92729.14400000125 459750.2329999991, 92468.15799999982 459506.5240000002)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.839,-1.7,-1.7,,,"LINESTRING (93207.52299999818 460179.6229999997, 93152.86600000039 460134.30999999866, 93065.44200000167 460058.03599999845, 92978.37999999896 459979.7100000009, 92834.28400000185 459847.0370000005)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.840,-0.49,-0.49,,,"LINESTRING (93608.0709999986 460478.5390000008, 93591.10399999842 460464.2650000006, 93553.13500000164 460434.33100000024, 93515.31599999964 460406.23099999875, 93361.65500000119 460298.625, 93321.60099999979 460269.46599999815, 93238.77299999818 460205.5309999995, 93207.52299999818 460179.6229999997)"
