registernummer,beperkingstype_naam,orgaan_naam,datum_inwerking,datum_besluit,omschrijving,afdelings_naam,status_naam,opmerkingen_registrator,inlichtingen_bij
2149,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,gemeentelijk monument. gilzerbaan 425. pompstation en schoorsteen,ruimte,geregistreerd,,wkpb-beheerder 
273,"beschermd monument, gemeentewet",college burgemeester en wethouders,20060429,20060429,"gemeentelijk monument, nieuwlandstraat 49, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
625,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, stationsstraat 26, koffiehuis",ruimte,geregistreerd,,wkpb-beheerder 
294,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, heuvelstraat 116, winkelwoning",ruimte,geregistreerd,,wkpb-beheerder 
377,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, tuinstraat 100,102, winkelwoning",ruimte,geregistreerd,,wkpb-beheerder 
598,"beschermd monument, gemeentewet",college burgemeester en wethouders,19791212,19791212,"gemeentelijk monument, moerenburgseweg 2, langevelboerderij en landbouwschuur",ruimte,geregistreerd,,wkpb-beheerder 
548,"beschermd monument, gemeentewet",college burgemeester en wethouders,19990913,19990913,"gemeentelijk monument, broekhovenseweg 143-153, arbeidershuizen",ruimte,geregistreerd,,wkpb-beheerder 
2138,"beschermd monument, gemeentewet",college burgemeester en wethouders,19891219,19891219,"gemeentelijk monument, korvelplein 203,207 halfvrijstaand huis",ruimte,geregistreerd,,wkpb-beheerder 
2668,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180831,20180828,"gemeentelijk monument kruisvaardersstraat 32 01 t/m 32 24, 32a t/m 32g, 5021 be tilburg, voormalig fraterhuis st. denis",ruimte,geregistreerd,,wkpb-beheerder 
240,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, bisschop zwijsenstraat 28, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
2688,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180904,20180828,"gemeentelijk monument kreitenmolenstraat 149, 5071 bc udenhout, melkfabriek",ruimte,geregistreerd,,wkpb-beheerder 
2691,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180904,20180828,"gemeentelijk monument professor cobbenhagenlaan 17-19, 5037 da tilburg,studentenkerk maranatha",ruimte,geregistreerd,,wkpb-beheerder 
342,"beschermd monument, gemeentewet",college burgemeester en wethouders,19931123,19931123,"gemeentelijk monument, heuvelring 41, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
346,"beschermd monument, gemeentewet",college burgemeester en wethouders,20031013,20031013,"gemeentelijk monument, korvelplein 208, café met bovenwoning",ruimte,geregistreerd,,wkpb-beheerder 
366,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, telefoonstraat 8-10, woonblok",ruimte,geregistreerd,,wkpb-beheerder 
2685,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180904,20180828,"gemeentelijk monument groenstraat 139 a-e, 5021 ll tilburg, kantoorgebouw volt en reliëf voltvonk",ruimte,geregistreerd,,wkpb-beheerder 
435,"beschermd monument, gemeentewet",college burgemeester en wethouders,19810407,19810407,"gemeentelijk monument, willem ii straat 58, patriciërshuis",ruimte,geregistreerd,,wkpb-beheerder 
2669,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180831,20180828,"gemeentelijk monument lourdesstraat 2a, 5017 ah tilburg, woonhuis/bureau",ruimte,geregistreerd,,wkpb-beheerder 
622,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, stationsstraat 38-40, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
383,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, tuinstraat 112a, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
2680,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180904,20180828,"gemeentelijk monument  kerkstraat 6,a-f, 5056 ac, berkel-enschot, caeciliaschool",ruimte,geregistreerd,,wkpb-beheerder 
2687,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180906,20180828,"gemeentelijk monument jacob romansstraat 2, 5046 nb tilburg, gymzaal",ruimte,geregistreerd,,wkpb-beheerder 
691,"beschermd monument, gemeentewet",college burgemeester en wethouders,19780419,19780419,"gemeentelijk monument, leharstraat 122-124, 19e eeuwse huisjes",ruimte,geregistreerd,,wkpb-beheerder 
449,"beschermd monument, gemeentewet",college burgemeester en wethouders,19781220,19781220,"gemeentelijk monument, noordstraat 115,117, winkelwoning",ruimte,geregistreerd,,wkpb-beheerder 
487,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, wilhelminapark 133, woning en achtergelegen voormalige wagenloods",ruimte,geregistreerd,,wkpb-beheerder 
360,"beschermd monument, gemeentewet",college burgemeester en wethouders,19990913,19990913,"gemeentelijk monument, dr ahausstraat 1, voormalig klooster",ruimte,geregistreerd,,wkpb-beheerder 
553,"beschermd monument, gemeentewet",college burgemeester en wethouders,19891205,19891205,"gemeentelijk monument, heuvelstraat 126, winkel",ruimte,geregistreerd,,wkpb-beheerder 
555,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, heuvelstraat 48,48a,50,winkelwoning",ruimte,geregistreerd,,wkpb-beheerder 
692,"beschermd monument, gemeentewet",college burgemeester en wethouders,19801224,19801224,"gemeentelijk monument, heuvel 48, 48a, winkelhuis",ruimte,geregistreerd,,wkpb-beheerder 
322,"beschermd monument, gemeentewet",college burgemeester en wethouders,19960702,19960702,"gemeentelijk monument, bosscheweg 39, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
320,"beschermd monument, gemeentewet",college burgemeester en wethouders,19891205,19891205,"gemeentelijk monument, goirkestraat 78-78a, vrijstaand huis",ruimte,geregistreerd,,wkpb-beheerder 
418,"beschermd monument, gemeentewet",college burgemeester en wethouders,19810407,19810407,"gemeentelijk monument, willem ii straat 11, patriciërshuis",ruimte,geregistreerd,,wkpb-beheerder 
719,"beschermd monument, gemeentewet",college burgemeester en wethouders,19960702,19960702,"gemeentelijk monument, zeshoevenstraat 1, langgevelboerderij met bakhuis en vlaamse schuur",ruimte,geregistreerd,,wkpb-beheerder 
2314,"beschermd monument, gemeentewet",college burgemeester en wethouders,20161101,20161101,gasthuisring 54/54a  generalaat fraters.,ruimte,geregistreerd,,wkpb-beheerder 
330,"beschermd monument, gemeentewet",college burgemeester en wethouders,19790829,19790829,"gemeentelijk monument, heuvelring 120, koffiehuis",ruimte,geregistreerd,,wkpb-beheerder 
348,"beschermd monument, gemeentewet",college burgemeester en wethouders,19790214,19790214,"gemeentelijk monument, st josephstraat 88, burgerwoning",ruimte,geregistreerd,,wkpb-beheerder 
316,"beschermd monument, gemeentewet",college burgemeester en wethouders,19790214,19790214,"gemeentelijk monument, st josephstraat 96, burgerwoning",ruimte,geregistreerd,,wkpb-beheerder 
341,"beschermd monument, gemeentewet",college burgemeester en wethouders,19790314,19790314,"gemeentelijk monument, heuvel 19, koffiehuis",ruimte,geregistreerd,,wkpb-beheerder 
440,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, noordstraat 87 - 87a - 87b, woonblok",ruimte,geregistreerd,,wkpb-beheerder 
477,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, vincentiuspad 2, woning",ruimte,geregistreerd,,wkpb-beheerder 
589,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, kommerstraat 2, langgevelboerderij",ruimte,geregistreerd,,wkpb-beheerder 
2694,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180904,20180828,"gemeentelijk monument spoorlaan 346, 5038 cc tilburg, van mierlo bank",ruimte,geregistreerd,,wkpb-beheerder 
2671,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180831,20180828,"gemeentelijk monument ringbaan-oost 250-264, 5018 al tilburg, airey woningen",ruimte,geregistreerd,,wkpb-beheerder 
718,"beschermd monument, gemeentewet",college burgemeester en wethouders,19960702,19960702,"gemeentelijk monument, heuvelstraat 10, langgevelboerderij",ruimte,geregistreerd,,wkpb-beheerder 
551,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, goirkestraat 183,185, herenhuis",ruimte,geregistreerd,,wkpb-beheerder 
394,"beschermd monument, gemeentewet",college burgemeester en wethouders,19990913,19990913,"gemeentelijk monument, tivolistraat 16-18, dubbel woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
239,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, bisschop zwijsenstraat 26, dubbel woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
419,"beschermd monument, gemeentewet",college burgemeester en wethouders,19810407,19810407,"gemeentelijk monument, willem ii straat 13, partriciërshuis",ruimte,geregistreerd,,wkpb-beheerder 
558,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, heuvelstraat 56,58, winkelwoning",ruimte,geregistreerd,,wkpb-beheerder 
483,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, wilhelminapark 107, dubbel herenhuis",ruimte,geregistreerd,,wkpb-beheerder 
597,"beschermd monument, gemeentewet",college burgemeester en wethouders,19891205,19891205,"gemeentelijk monument, langestraat 30 - 34 - 36, complex woonhuizen",ruimte,geregistreerd,,wkpb-beheerder 
464,"beschermd monument, gemeentewet",college burgemeester en wethouders,19891219,19891219,"gemeentelijk monument, oude markt 14-16, winkelhuis",ruimte,geregistreerd,,wkpb-beheerder 
610,"beschermd monument, gemeentewet",college burgemeester en wethouders,19961029,19961029,"gemeentelijk monument, spoordijk 10,voormalige dienstwoning ",ruimte,geregistreerd,,wkpb-beheerder 
446,"beschermd monument, gemeentewet",college burgemeester en wethouders,20031013,20031013,"gemeentelijk monument, prof cobbenhagenlaan 205, academie",ruimte,geregistreerd,,wkpb-beheerder 
630,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, willem ii straat 6-6a-6b, woonblok",ruimte,geregistreerd,,wkpb-beheerder 
343,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, pijlijserstraat 103, langgevelboerderij",ruimte,geregistreerd,,wkpb-beheerder 
2316,"beschermd monument, gemeentewet",college burgemeester en wethouders,20161101,20161101,"hefbrug, bosscheweg ong./245a.",ruimte,geregistreerd,,wkpb-beheerder 
381,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, tuinstraat 64, woning",ruimte,geregistreerd,,wkpb-beheerder 
656,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, bredaseweg 602,café",ruimte,geregistreerd,,wkpb-beheerder 
533,"beschermd monument, gemeentewet",college burgemeester en wethouders,19761208,19761208,"gemeentelijk monument, bokhamerstraat 47.",ruimte,geregistreerd,,wkpb-beheerder 
437,"beschermd monument, gemeentewet",college burgemeester en wethouders,19810407,19810407,"gemeentelijk monument, willem ii straat 62, patriciërshuis",ruimte,geregistreerd,,wkpb-beheerder 
393,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, poststraat 10-12-14, woonblok",ruimte,geregistreerd,,wkpb-beheerder 
365,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, telefoonstraat 6, pakhuis",ruimte,geregistreerd,,wkpb-beheerder 
292,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, heuvelstraat 40, voormalig koetshuis/pakhuis",ruimte,geregistreerd,,wkpb-beheerder 
2134,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,gemeentelijk monument spoorstraat 30/woonhuis,ruimte,geregistreerd,,wkpb-beheerder 
286,"beschermd monument, gemeentewet",college burgemeester en wethouders,19961126,19961126,"gemeentelijk monument, slimstraat 70, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
609,"beschermd monument, gemeentewet",college burgemeester en wethouders,19980602,19980602,"gemeentelijk monument, ringbaan-oost 240, schoolcomplex",ruimte,geregistreerd,,wkpb-beheerder 
546,"beschermd monument, gemeentewet",college burgemeester en wethouders,19990913,19990913,"gemeentelijk monument, bredaseweg 442a, villa",ruimte,geregistreerd,,wkpb-beheerder 
468,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, rugdijk 12, langgevelboerderij met vlaamse schuur",ruimte,geregistreerd,,wkpb-beheerder 
385,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, stadhuisstraat 15, winkelwoning",ruimte,geregistreerd,,wkpb-beheerder 
2443,"beschermd monument, gemeentewet",college burgemeester en wethouders,20170919,20170919,"gemeentelijk monument, oude warande, park",ruimte,geregistreerd,,wkpb-beheerder 
313,"beschermd monument, gemeentewet",college burgemeester en wethouders,19961126,19961126,"gemeentelijk monument, slimstraat 45, boerderij, paardenstal en karloods",ruimte,geregistreerd,,wkpb-beheerder 
2686,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180904,20180828,"gemeentelijk monument hogeschoollaan 237, 5037 gc tilburg, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
363,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, tuinstraat 96, kantoorpand",ruimte,geregistreerd,,wkpb-beheerder 
2681,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180904,20180828,"gemeentelijk monument ringbaan-west 271-273, 5037 pd tilburg, woonhuis/apotheek",ruimte,geregistreerd,,wkpb-beheerder 
607,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, oude langstraat 66, boerderij met schuur",ruimte,geregistreerd,,wkpb-beheerder 
283,"beschermd monument, gemeentewet",college burgemeester en wethouders,19960702,19960702,"gemeentelijk monument, enschotsebaan 1, langgevelboerderij met vlaamse schuur",ruimte,geregistreerd,,wkpb-beheerder 
678,"beschermd monument, gemeentewet",college burgemeester en wethouders,19960702,19960702,"gemeentelijk monument, eindhovenseweg, kruisbeeld",ruimte,geregistreerd,,wkpb-beheerder 
2664,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180831,20180828,"gemeentelijk monument fabriekstraat 5-9, 5038 em tilburg, woonhuizen",ruimte,geregistreerd,,wkpb-beheerder 
603,"beschermd monument, gemeentewet",college burgemeester en wethouders,19890704,19890704,"gemeentelijk monument, nieuwlandstraat 41, kantoor",ruimte,geregistreerd,,wkpb-beheerder 
314,"beschermd monument, gemeentewet",college burgemeester en wethouders,19790214,19790214,"gemeentelijk monument, st josephstraat 92,  burgerwoning",ruimte,geregistreerd,,wkpb-beheerder 
337,"beschermd monument, gemeentewet",college burgemeester en wethouders,19891205,19891205,"gemeentelijk monument, nieuwlandstraat 1-1a, fabriekantenhuis",ruimte,geregistreerd,,wkpb-beheerder 
637,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, heuvelstraat 109, winkelwoning",ruimte,geregistreerd,,wkpb-beheerder 
282,"beschermd monument, gemeentewet",college burgemeester en wethouders,19961126,19961126,"gemeentelijk monument, berkelseweg 2, langgevelboerderij",ruimte,geregistreerd,,wkpb-beheerder 
716,"beschermd monument, gemeentewet",college burgemeester en wethouders,19960702,19960702,"gemeentelijk monument, udenhoutseweg, beeld",ruimte,geregistreerd,,wkpb-beheerder 
2315,"beschermd monument, gemeentewet",college burgemeester en wethouders,20161101,20161101,"goirkestraat 16-18, winkel-woonhuis.",ruimte,geregistreerd,,wkpb-beheerder 
2670,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180831,20180828,"gemeentelijk monument professor cobbenhagenlaan 8, 5037 dd tilburg, opstandingskerk",ruimte,geregistreerd,,wkpb-beheerder 
2706,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180911,20180828,"gemeentelijk monument zeshoevenstraat 36, 5071 bp udenhout, school",ruimte,geregistreerd,,wkpb-beheerder 
481,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, wilhelminapark 25,  herenhuis",ruimte,geregistreerd,,wkpb-beheerder 
2661,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180831,20180828,"gemeentelijk monument bredaseweg 394, 5037 lg tilburg, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
766,"beschermd monument, gemeentewet",college burgemeester en wethouders,20090915,20090915,"gemeentelijk monument spoorlaan 434a, 5038 ch tilburg.",ruimte,geregistreerd,,wkpb-beheerder 
619,"beschermd monument, gemeentewet",college burgemeester en wethouders,19790214,19790214,"gemeentelijk monument, st josephstraat 106, patriciërshuis",ruimte,geregistreerd,,wkpb-beheerder 
457,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, lovense kanaaldijk 107, utiliteitsgebouw ",ruimte,geregistreerd,,wkpb-beheerder 
331,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, korvelplein 214, markant woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
349,"beschermd monument, gemeentewet",college burgemeester en wethouders,19790214,19790214,"gemeentelijk monument, st josephstraat 90, burgerwoning",ruimte,geregistreerd,,wkpb-beheerder 
350,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, heuvelstraat 131,dubbele winkelwoning",ruimte,geregistreerd,,wkpb-beheerder 
628,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, veemarkstraat 37, centraal magazijn",ruimte,geregistreerd,,wkpb-beheerder 
339,"beschermd monument, gemeentewet",college burgemeester en wethouders,19931123,19931123,"gemeentelijk monument, heuvel 1, half vrijstaand woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
723,"beschermd monument, gemeentewet",college burgemeester en wethouders,19961029,19960702,"gemeentelijk monument, bosscheweg 12, langgevelboerderij",ruimte,geregistreerd,,wkpb-beheerder 
680,"beschermd monument, gemeentewet",college burgemeester en wethouders,19761208,19761208,"gemeentelijk monument, bokhamerstraat 0, grond",ruimte,geregistreerd,,wkpb-beheerder 
2708,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180911,20180828,"gemeentelijk monument beneluxlaan 74, 5042 ws tilburg, kerk/wijkcentrum",ruimte,geregistreerd,,wkpb-beheerder 
319,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, heuvelstraat 120,122,124 winkelwoning",ruimte,geregistreerd,,wkpb-beheerder 
359,"beschermd monument, gemeentewet",college burgemeester en wethouders,19790829,19790829,"gemeentelijk monument, heuvel 34, fabrikantenwoning",ruimte,geregistreerd,,wkpb-beheerder 
594,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, langestraat 23-01 tm 23-05, mariastraat 1-01 t/m 1-06,winkelwoning",ruimte,geregistreerd,,wkpb-beheerder 
591,"beschermd monument, gemeentewet",college burgemeester en wethouders,19961126,19961126,"gemeentelijk monument, kuil 37, boerderij",ruimte,geregistreerd,,wkpb-beheerder 
189,"beschermd monument, gemeentewet",college burgemeester en wethouders,20081111,20081028,"gemeentelijk monument, lange nieuwstraat 172, voormalige fabriek deprez",ruimte,geregistreerd,,wkpb-beheerder 
206,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, acaciastraat 9, dubbel woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
392,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, heuvel 29, juliana van stolbergstraat 2,2a, 4-6, woonblok",ruimte,geregistreerd,,wkpb-beheerder 
2699,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180904,20180828,"gemeentelijk monument reliëf sint oloflaan 1, 5037 ep tilburg",ruimte,geregistreerd,,wkpb-beheerder 
2666,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180831,20180828,"gemeentelijk monument generaal smutslaan 105-117, 5025 ab tilburg airey woningen",ruimte,geregistreerd,,wkpb-beheerder 
676,"beschermd monument, gemeentewet",college burgemeester en wethouders,20081209,20081209,"gemeentelijk monument, de kraan 94, langgevelboerderij",ruimte,geregistreerd,,wkpb-beheerder 
324,"beschermd monument, gemeentewet",college burgemeester en wethouders,19801205,19801205,"gemeentelijk monument, heuvel 14,  herberg",ruimte,geregistreerd,,wkpb-beheerder 
238,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, bisschop zwijsenstraat 20, winkel-woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
2696,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180904,20180828,"gemeentelijk monument fatimastraat 28, 5021 an tilburg, pastorie",ruimte,geregistreerd,,wkpb-beheerder 
2318,"beschermd monument, gemeentewet",college burgemeester en wethouders,20161101,20161101,"christoffelschool, zouavenlaan 77, gedeeltelijk.",ruimte,geregistreerd,,wkpb-beheerder 
549,"beschermd monument, gemeentewet",college burgemeester en wethouders,19960702,19960702,"gemeentelijk monument, generaal eisenhowerweg 1, langgevelboerderij",ruimte,geregistreerd,,wkpb-beheerder 
236,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, bisschop zwijsenstraat 14 a, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
540,"beschermd monument, gemeentewet",college burgemeester en wethouders,19960702,19960702,"gemeentelijk monument, berkelseweg 21, langgevelboerderij",ruimte,geregistreerd,,wkpb-beheerder 
326,"beschermd monument, gemeentewet",college burgemeester en wethouders,19790829,19790829,"gemeentelijk monument, heuvel 27, herenhuis",ruimte,geregistreerd,,wkpb-beheerder 
681,"beschermd monument, gemeentewet",college burgemeester en wethouders,19960702,19960702,"gemeentelijk monument, burgemeester brendersstraat 5, voormalig gemeentehuis met veldwachterswoning",ruimte,geregistreerd,,wkpb-beheerder 
376,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, tuinstraat 61, woning",ruimte,geregistreerd,,wkpb-beheerder 
329,"beschermd monument, gemeentewet",college burgemeester en wethouders,19801210,19801210,"gemeentelijk monument, heuvelring 90 - 92, bankgebouw",ruimte,geregistreerd,,wkpb-beheerder 
550,"beschermd monument, gemeentewet",college burgemeester en wethouders,19891205,19891205,"gemeentelijk monument, goirkestraat 98, vrijstaand huis",ruimte,geregistreerd,,wkpb-beheerder 
455,"beschermd monument, gemeentewet",college burgemeester en wethouders,19891219,19891219,"gemeentelijk monument, generaal winkelmanstraat 2, boerderij",ruimte,geregistreerd,,wkpb-beheerder 
465,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, prof dondersstraat 8-10, halfvrijstaand woonblok",ruimte,geregistreerd,,wkpb-beheerder 
369,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, telefoonstraat 34-34a, blok van twee winkelwoningen",ruimte,geregistreerd,,wkpb-beheerder 
278,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, poststraat 39, herenhuis",ruimte,geregistreerd,,wkpb-beheerder 
361,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, tuinstraat 65, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
2108,"beschermd monument, gemeentewet",college burgemeester en wethouders,20150721,20150714,"gemeentelijk monument ns werkplaats, gebouw 41, houtloods_nb2.4",ruimte,geregistreerd,,wkpb-beheerder 
721,"beschermd monument, gemeentewet",college burgemeester en wethouders,19810407,19810407,"gemeentelijk monument, willem ii straat 42, patriciërshuis",ruimte,geregistreerd,,wkpb-beheerder 
456,"beschermd monument, gemeentewet",college burgemeester en wethouders,19780315,19780315,"gemeentelijk monument, goirkestraat 13. woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
684,"beschermd monument, gemeentewet",college burgemeester en wethouders,19960702,19960702,"gemeentelijk monument, oranjesingel 33, gedenksteen",ruimte,geregistreerd,,wkpb-beheerder 
335,"beschermd monument, gemeentewet",college burgemeester en wethouders,19891205,19891205,"gemeentelijk monument, nieuwlandstraat 58, winkelwoning",ruimte,geregistreerd,,wkpb-beheerder 
486,"beschermd monument, gemeentewet",college burgemeester en wethouders,19990913,19990913,"gemeentelijk monument, wilhelminapark 126, 126a voormalig politiebureau",ruimte,geregistreerd,,wkpb-beheerder 
2673,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180831,20180828,"gemeentelijk monument wandelboslaan 1, 5042 pa tilburg, pauluslyceum",ruimte,geregistreerd,,wkpb-beheerder 
2689,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180904,20180828,"gemeentelijk monument lange nieuwstraat 168, 5041 dj tilburg, 50kv schakelstation pnem",ruimte,geregistreerd,,wkpb-beheerder 
2683,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180904,20180828,"gemeentelijk monument bosscheweg 24, 5056 kc berkel-enschot, burgemeesterswoning",ruimte,geregistreerd,,wkpb-beheerder 
311,"beschermd monument, gemeentewet",college burgemeester en wethouders,19790214,19790214,"gemeentelijk monument, st josephstraat 94, burgerwoning",ruimte,geregistreerd,,wkpb-beheerder 
431,"beschermd monument, gemeentewet",college burgemeester en wethouders,19810407,19810407,"gemeentelijk monument, willem ii straat 38, partriciërshuis",ruimte,geregistreerd,,wkpb-beheerder 
338,"beschermd monument, gemeentewet",college burgemeester en wethouders,19820518,19820518,"gemeentelijk monument, nieuwlandstraat 34, patriciërshuis",ruimte,geregistreerd,,wkpb-beheerder 
289,"beschermd monument, gemeentewet",college burgemeester en wethouders,19960702,19960702,"gemeentelijk monument, raadhuisstraat 42, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
542,"beschermd monument, gemeentewet",college burgemeester en wethouders,19761208,19761208,"gemeentelijk monument, bokhamerstraat 53.",ruimte,geregistreerd,,wkpb-beheerder 
537,"beschermd monument, gemeentewet",college burgemeester en wethouders,19980602,19980602,"gemeentelijk monument, antonie van diemenstraat 1, schoolcomplex",ruimte,geregistreerd,,wkpb-beheerder 
720,"beschermd monument, gemeentewet",college burgemeester en wethouders,19811006,19811006,"gemeentelijk monument, willem ii straat 37, patriciërshuis",ruimte,geregistreerd,,wkpb-beheerder 
620,"beschermd monument, gemeentewet",college burgemeester en wethouders,19781011,19781011,"gemeentelijk monument, st josephstraat 102, patriciërshuis",ruimte,geregistreerd,,wkpb-beheerder 
632,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, willem ii straat 88,90a,90b winkelwoning",ruimte,geregistreerd,,wkpb-beheerder 
559,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, hoefstraat 258, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
2705,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180911,20180828,"gemeentelijk monument van heeswijkstraat 25, 5036 va udenhout, brandweerkazerne",ruimte,geregistreerd,,wkpb-beheerder 
2665,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180831,20180828,"gemeentelijk monument generaal smutslaan 89-103, 5025 ab tilburg, airey woningen",ruimte,geregistreerd,,wkpb-beheerder 
