gemeente;soort;jaar;verkiezing;w;sb;deel sb;stembureau;adres;postcode;opgeroepen;opkomst;op%;op partij;blanco;ongeldig;opmerking
Leiden;GR;2002;GR2002;5;43;43;ROC Leiden;Toussaintkade  51;;1363;712;52,20%;706;6;;
Leiden;GR;2002;GR2002;5;44;44;Speeltuinvereniging De Vijf Hoven;Hoflaan 169;2321 SP;1663;824;49,50%;822;2;;
Leiden;GR;2002;GR2002;5;45;45;Bejaardenflat Rosenburch;Rosenburch (Vrijheidslaan);2321 RB;1483;856;57,70%;847;9;;
Leiden;GR;2002;GR2002;5;46;46;Bevrijdingskerk;Aerent Bruunstraat  1;;846;466;55,10%;465;1;;
Leiden;GR;2002;GR2002;5;47;47;Verzorgingshuis Rijn en Vliet;Aaltje Noordewierlaan 1;2324 KP;1448;638;44,10%;637;1;;
Leiden;GR;2002;GR2002;5;48;48;Zuydtwijck;Aaltje Noordewierlaan 50;2324 KS;1529;865;56,60%;861;4;;
Leiden;GR;2002;GR2002;5;49;49;Woonzorgcentrum Haagwijk;Beethovenlaan 2;2324 EL;1299;637;49,00%;629;8;;
Leiden;GR;2002;GR2002;5;50;50;De Parelvissers;Bizetpad 8;2324 JP;1492;760;50,90%;756;4;;
Leiden;GR;2002;GR2002;5;51;51;Zorgcentrum van der Willigenhof;Apollolaan 264;;1423;835;58,70%;835;0;;
Leiden;GR;2002;GR2002;8;52;52;St. Surinamers ;Eksterpad  6;;1351;596;44,10%;595;1;;
Leiden;GR;2002;GR2002;8;53;53;Op Eigen Wieken;Valkenpad  3;;1311;565;43,10%;561;4;;
Leiden;GR;2002;GR2002;8;54;54;De Tweemaster;Broekplein  1;;1430;904;63,20%;902;2;;
Leiden;GR;2002;GR2002;8;55;55;Sporthal Broekplein;Broekplein 2;2318 TJ;1516;1014;66,90%;1011;3;;
Leiden;GR;2002;GR2002;8;56;56;School De Dukdalf;Regenboogpad 7;2317 XK;1211;935;77,20%;934;1;;
Leiden;GR;2002;GR2002;8;57;57;Basisschool De Tweemaster;Regenboogpad 5;2317 XK;1339;937;70,00%;935;2;;
Leiden;GR;2002;GR2002;8;58;58;Kerkelijk centrum De Regenboog;Watermolen 1;2317 ST;1515;1002;66,10%;1001;1;;
Leiden;GR;2002;GR2002;8;59;59;LTV De Merenwijk;Merendonk 173;2317 XW;1390;898;64,60%;893;5;;
Leiden;GR;2002;GR2002;9;60;60;Buurthuis Stevenshof;Trix Terwindtstraat 4;2331 GW;1596;853;53,40%;849;4;;
Leiden;GR;2002;GR2002;9;61;61;Speeltuinvereniging Stevenshof ;Carry van Bruggenpad 2;2331 EE;1688;890;52,70%;889;1;;
Leiden;GR;2002;GR2002;9;62;62;basisschool De Stevenshof;Antoinette Kleynstraat 4;2331 DV;1418;710;50,10%;708;2;;
Leiden;GR;2002;GR2002;9;63;63;basisschool De Zwaluw;Antoinette Kleynstraat 8;2331 DV;1494;816;54,60%;814;2;;
Leiden;GR;2002;GR2002;9;64;64;"Sociëteit ""de Dobbegaarde""";Dobbedreef 250;2331 MV;1624;907;55,80%;903;4;;
Leiden;GR;2002;GR2002;9;65;65;Anne Frankschool;Zuster Meijboomstraat 2;2331 PD;1239;681;55,00%;680;1;;
Leiden;TK;2002;TK2002;0;1;1;Stadhuis;Stadhuisplein 1;2311 EJ;1459;1304;89,40%;1299;5;;
Leiden;TK;2002;TK2002;0;2;2;Schoolgebouw De Witte Poort;Pieterskerkhof 4a;2311 SR;1387;1216;87,70%;1215;1;;
Leiden;TK;2002;TK2002;0;3;3;Gemeentearchief;Boisotkade 2a;2311 PZ;1366;1222;89,50%;1220;2;;
Leiden;TK;2002;TK2002;0;4;4;'t Huis op de Waard;Kaarsenmakersstraat 2;2312 SG;1346;1094;81,30%;1093;1;;
Leiden;TK;2002;TK2002;1;5;5;De Meelbox (Nieuw Groenhoven);Looiersplein  5;2312 RL;1269;1029;81,10%;1027;2;;
Leiden;TK;2002;TK2002;1;6;6;Leger des Heils;Groenesteeg 66;2312 SR;1481;1257;84,90%;1253;4;;
Leiden;TK;2002;TK2002;1;7;7;Het Hooglandse Huys;Hooglandse Kerkgracht 50;2312 HV;1475;1265;85,80%;1260;5;;
Leiden;TK;2002;TK2002;1;8;8;Het Hooglandse Huys;Hooglandse Kerkgracht 50;2312 HV;1758;1234;70,20%;1225;9;;
Leiden;TK;2002;TK2002;1;9;9;Stadsbouwhuis;Langegracht  72;2311 NV;1544;1242;80,40%;1240;2;;
Leiden;TK;2002;TK2002;1;10;10;Stichting K&O;Oude Vest 45;2312 XS;1344;1135;84,40%;1131;4;;
Leiden;TK;2002;TK2002;1;11;11;Sint Elisabeth Gasthuishof;Elisabeth Gasthuishof  15;;1350;1125;83,30%;1121;4;;
Leiden;TK;2002;TK2002;6;12;12;voorm wachtgebouw Morspoortkazerne;Morsstraat 62A;2312 BN;1394;1125;80,70%;1123;2;;
Leiden;TK;2002;TK2002;6;13;13;Wijkgebouw Het Morskwartier;Dijkstraat 2b;;1324;1114;84,10%;1113;1;;
Leiden;TK;2002;TK2002;6;14;14;Serviceflat Schouwenhove;Schouwenhove 27;2332 DP;1432;1208;84,40%;1202;6;;
Leiden;TK;2002;TK2002;6;15;15;ID College;Storm Buysingstraat 18C;2332 VW;1362;925;67,90%;922;3;;
Leiden;TK;2002;TK2002;6;16;16;Buurthuis Morschwijck;Topaaslaan 19;2332 JC;1478;1127;76,30%;1124;3;;
Leiden;TK;2002;TK2002;6;17;17;Woonzorgcentrum Robijnhof;Robijnhof 1;2332 KJ;1332;1034;77,60%;1030;4;;
Leiden;TK;2002;TK2002;7;18;18;Bonaventuracollege;Boerhaavelaan 44;2334 ER;1199;1043;87,00%;1039;4;;
Leiden;TK;2002;TK2002;7;19;19;De Leidse Houtschool;Adriaan Pauwstraat 1;2334 CG;1239;1131;91,30%;1131;0;;
Leiden;TK;2002;TK2002;2;20;20;SBO School De Vuurvogel;Ballonpad 2;2312 NC;1550;1309;84,50%;1309;0;;
Leiden;TK;2002;TK2002;3;21;21;Kindercentrum Groenoord;Pasteurstraat 23;;1510;1040;68,90%;1038;2;;
Leiden;TK;2002;TK2002;3;22;22;Dienstencentrum Rondedans;Julianastraat 74;2316 NZ;1309;926;70,70%;924;2;;
Leiden;TK;2002;TK2002;3;23;23;Dr. van Voorthuijsenschool;Marnixstraat 104;;1272;825;64,90%;822;3;;
Leiden;TK;2002;TK2002;3;24;24;Buurthuis Het Spoortje;Bernhardkade 40;2316 RX;1506;1037;68,90%;1034;3;;
Leiden;TK;2002;TK2002;3;26;26;Dienstencentrum Zijloever;Lage Rijndijk 129;2315 JS;1704;1199;70,40%;1197;2;;
Leiden;TK;2002;TK2002;3;27;27;Basisschool de Viersprong;Timorstraat 15;2315 BL;1437;904;62,90%;902;2;;
Leiden;TK;2002;TK2002;3;28;28;Buurtcentrum De Kooi;Driftstraat 49;2315 CD;1525;1059;69,40%;1056;3;;
Leiden;TK;2002;TK2002;1;29;29;Buurthuis 't Schippertje;Oosterstraat 16;2315 LH;1575;1158;73,50%;1157;1;;
Leiden;TK;2002;TK2002;4;30;30;Zorgcentrum Roomburgh;Hof van Roomburgh 46;2314 ZC;1336;1045;78,20%;1045;0;;
Leiden;TK;2002;TK2002;4;31;31;Buurtcentrum Matilo;Zaanstraat 126;2314 XH;1522;1297;85,20%;1294;3;;
Leiden;TK;2002;TK2002;4;32;32;Stedelijk Gymnasium Leiden;Fruinlaan 15;2313 EP;1411;1182;83,80%;1182;0;;
Leiden;TK;2002;TK2002;4;33;33;RK Basisschool Sint Joseph;Oppenheimstraat 8;2313 JE ;1369;1233;90,10%;1229;4;;
Leiden;TK;2002;TK2002;4;34;34;Vredeskerk;Van Vollenhovenkade 24;2313 GG;1295;1200;92,70%;1198;2;;
Leiden;TK;2002;TK2002;4;35;35;Zorgcentrum Lorentzhof;Lorentzhof 1;2313 GB;1189;1074;90,30%;1072;2;;
Leiden;TK;2002;TK2002;4;36;36;Lorentzschool;van Vollenhovenkade 19;2313 GG;1399;1221;87,30%;1214;7;;
Leiden;TK;2002;TK2002;4;37;37;Regionaal Opleidingen Centrum Leiden;Lammenschanspark 1a;;1283;1008;78,60%;1006;2;;
Leiden;TK;2002;TK2002;4;38;38;"Speeltuinvereniging ""Zuiderkwartier""";Anjelierstraat 5;2313 XA;982;797;81,20%;796;1;;
Leiden;TK;2002;TK2002;4;39;39;Wijk- en Dienstencentrum de Linde;Herenstraat 64;;1085;910;83,90%;910;0;;
Leiden;TK;2002;TK2002;4;40;40;Chr. Wijkver. Staalwijk;Herenstraat 45;;1040;925;88,90%;924;1;;
Leiden;TK;2002;TK2002;5;41;41;Woonzorgcentrum Groenhoven;Witte Rozenstraat 21;2311 XS;1348;1185;87,90%;1184;1;;
Leiden;TK;2002;TK2002;5;42;42;Speeltuinvereniging Westerkwartier;Ten Katestraat 10A;2321 AV;1272;992;78,00%;991;1;;
Leiden;TK;2002;TK2002;5;43;43;ROC Leiden;Toussaintkade  51;;1333;1043;78,20%;1038;5;;
Leiden;TK;2002;TK2002;5;44;44;Speeltuinvereniging De Vijf Hoven;Hoflaan 169;2321 SP;1605;1229;76,60%;1224;5;;
Leiden;TK;2002;TK2002;5;45;45;Bejaardenflat Rosenburch;Rosenburch (Vrijheidslaan);2321 RB;1445;1132;78,30%;1128;4;;
Leiden;TK;2002;TK2002;5;46;46;Bevrijdingskerk;Aerent Bruunstraat  1;;818;627;76,70%;627;0;;
Leiden;TK;2002;TK2002;5;47;47;Verzorgingshuis Rijn en Vliet;Aaltje Noordewierlaan 1;2324 KP;1374;960;69,90%;958;2;;
Leiden;TK;2002;TK2002;5;48;48;Verpleeghuis Zuydtwijck;Aaltje Noordewierlaan 50;2324 KS;1516;1228;81,00%;1228;0;;
Leiden;TK;2002;TK2002;5;49;49;Woonzorgcentrum Haagwijk;Beethovenlaan 2;2324 EL;1273;925;72,70%;923;2;;
Leiden;TK;2002;TK2002;5;50;50;De Parelvissers;Bizetpad 8;2324 JP;1479;1170;79,10%;1166;4;;
Leiden;TK;2002;TK2002;5;51;51;Zorgcentrum van der Willigenhof;Apollolaan 264;;1390;1135;81,70%;1133;2;;
Leiden;TK;2002;TK2002;8;52;52;Clubgebouw St. Surinamers Leiden;Eksterpad  6;;1266;903;71,30%;902;1;;
Leiden;TK;2002;TK2002;8;53;53;Op Eigen Wieken;Valkenpad  3;;1254;875;69,80%;874;1;;
Leiden;TK;2002;TK2002;8;54;54;Basisschool De Tweemaster;Broekplein 1;2318 TJ;1340;1176;87,80%;1173;3;;
Leiden;TK;2002;TK2002;8;55;55;Sporthal Broekplein;Broekplein 2;2318 TJ;1410;1255;89,00%;1254;1;;
Leiden;TK;2002;TK2002;8;56;56;School De Dukdalf;Regenboogpad 7;2317 XK;1182;1084;91,70%;1081;3;;
Leiden;TK;2002;TK2002;8;57;57;Basisschool De Tweemaster;Regenboogpad 5;2317 XK;1298;1183;91,10%;1180;3;;
Leiden;TK;2002;TK2002;8;58;58;Kerkelijk centrum De Regenboog;Watermolen 1;2317 ST;1472;1251;85,00%;1249;2;;
Leiden;TK;2002;TK2002;8;59;59;LTV De Merenwijk;Merendonk 173;2317 XW;1324;1142;86,30%;1140;2;;
Leiden;TK;2002;TK2002;9;60;60;Buurthuis Stevenshof;Trix Terwindtstraat 4;2331 GW;1573;1320;83,90%;1319;1;;
Leiden;TK;2002;TK2002;9;61;61;Speeltuinvereniging Stevenshof ;Carry van Bruggenpad 2;2331 EE;1683;1400;83,20%;1398;2;;
Leiden;TK;2002;TK2002;9;62;62;basisschool De Stevenshof;Antoinette Kleynstraat 4;2331 DV;1394;1139;81,70%;1138;1;;
Leiden;TK;2002;TK2002;9;63;63;basisschool De Zwaluw;Antoinette Kleynstraat 8;2331 DV;1474;1235;83,80%;1234;1;;
Leiden;TK;2002;TK2002;9;64;64;"Sociëteit ""de Dobbegaarde""";Dobbedreef 250;2331 MV;1615;1369;84,80%;1369;0;;
Leiden;TK;2002;TK2002;9;65;65;Anne Frankschool;Zuster Meijboomstraat 2;2331 PD;1219;1018;83,50%;1018;0;;
Leiden;PS;2003;PS2003;0;1;1;Stadhuis;Stadhuisplein 1;2311 EJ;1474;913;;908;5;;
Leiden;PS;2003;PS2003;0;2;2;Schoolgebouw De Witte Poort;Pieterskerkhof 4a;2311 SR;1399;807;;805;2;;
Leiden;PS;2003;PS2003;0;3;3;Gemeentearchief;Boisotkade 2a;2311 PZ;1385;859;;857;2;;
Leiden;PS;2003;PS2003;0;4;4;'t Huis op de Waard;Kaarsenmakersstraat 2;2312 SG;1380;755;;753;2;;
Leiden;PS;2003;PS2003;1;5;5;De Meelbox (Nieuw Groenhoven);Looiersplein  5;2312 RL;1250;639;;637;2;;
Leiden;PS;2003;PS2003;1;6;6;Leger des Heils;Groenesteeg 66;2312 SR;1536;835;;832;3;;
Leiden;PS;2003;PS2003;1;7;7;Het Hooglandse Huys;Hooglandse Kerkgracht 50;2312 HV;1472;866;;863;3;;
Leiden;PS;2003;PS2003;1;8;8;Het Hooglandse Huys;Hooglandse Kerkgracht 50;2312 HV;1820;796;;790;6;;
Leiden;PS;2003;PS2003;1;9;9;Stadsbouwhuis;Langegracht  72;2311 NV;1542;815;;813;2;;
Leiden;PS;2003;PS2003;1;10;10;Stichting K&O;Oude Vest 45;2312 XS;1356;746;;741;5;;
Leiden;PS;2003;PS2003;1;11;11;Sint Elisabeth Gasthuishof;Elisabeth Gasthuishof  15;;1151;613;;610;3;;
Leiden;PS;2003;PS2003;6;12;12;voorm wachtgebouw Morspoortkazerne;Morsstraat 62A;2312 BN;1558;864;;861;3;;
Leiden;PS;2003;PS2003;6;13;13;Wijkgebouw Het Morskwartier;Dijkstraat 2b;;1313;753;;753;0;;
Leiden;PS;2003;PS2003;6;14;14;Serviceflat Schouwenhove;Schouwenhove 27;2332 DP;1435;887;;882;5;;
Leiden;PS;2003;PS2003;6;15;15;ID College;Storm Buysingstraat 18C;2332 VW;1358;453;;451;2;;
Leiden;PS;2003;PS2003;6;16;16;Buurthuis Morschwijck;Topaaslaan 19;2332 JC;1609;711;;709;2;;
Leiden;PS;2003;PS2003;6;17;17;Woonzorgcentrum Robijnhof;Robijnhof 1;2332 KJ;1335;774;;773;1;;
Leiden;PS;2003;PS2003;7;18;18;Bonaventuracollege;Boerhaavelaan 44;2334 ER;1211;776;;774;2;;
Leiden;PS;2003;PS2003;7;19;19;De Leidse Houtschool;Adriaan Pauwstraat 1;2334 CG;1323;983;;981;2;;
Leiden;PS;2003;PS2003;2;20;20;SBO School De Vuurvogel;Ballonpad 2;2312 NC;1510;864;;859;5;;
Leiden;PS;2003;PS2003;3;21;21;Kindercentrum Groenoord;Pasteurstraat 23;;1495;652;;648;4;;
Leiden;PS;2003;PS2003;3;22;22;Dienstencentrum Rondedans;Julianastraat 74;2316 NZ;1425;554;;553;1;;
Leiden;PS;2003;PS2003;3;23;23;Dr. van Voorthuijsenschool;Marnixstraat 104;;1340;422;;421;1;;
Leiden;PS;2003;PS2003;3;24;24;Buurthuis Het Spoortje;Bernhardkade 40;2316 RX;1274;502;;501;1;;
Leiden;PS;2003;PS2003;3;26;26;Dienstencentrum Zijloever;Lage Rijndijk 129;2315 JS;1676;560;;557;3;;
Leiden;PS;2003;PS2003;3;27;27;Basisschool de Viersprong;Timorstraat 15;2315 BL;1440;446;;446;0;;
Leiden;PS;2003;PS2003;3;28;28;Buurtcentrum De Kooi;Driftstraat 49;2315 CD;1542;464;;462;2;;
Leiden;PS;2003;PS2003;1;29;29;Buurthuis 't Schippertje;Oosterstraat 16;2315 LH;1582;671;;669;2;;
Leiden;PS;2003;PS2003;4;30;30;Zorgcentrum Roomburgh;Hof van Roomburgh 46;2314 ZC;1324;708;;707;1;;
Leiden;PS;2003;PS2003;4;31;31;Buurtcentrum Matilo;Zaanstraat 126;2314 XH;1486;938;;937;1;;
Leiden;PS;2003;PS2003;4;32;32;Stedelijk Gymnasium Leiden;Fruinlaan 15;2313 EP;1419;771;;770;1;;
Leiden;PS;2003;PS2003;4;33;33;RK Basisschool Sint Joseph;Oppenheimstraat 8;2313 JE ;1352;894;;892;2;;
Leiden;PS;2003;PS2003;4;34;34;Vredeskerk;Van Vollenhovenkade 24;2313 GG;1280;960;;957;3;;
Leiden;PS;2003;PS2003;4;35;35;Zorgcentrum Lorentzhof;Lorentzhof 1;2313 GB;1198;832;;831;1;;
Leiden;PS;2003;PS2003;4;36;36;Lorentzschool;van Vollenhovenkade 19;2313 GG;1402;899;;896;3;;
Leiden;PS;2003;PS2003;4;37;37;Regionaal Opleidingen Centrum Leiden;Lammenschanspark 1a;;1260;590;;588;2;;
Leiden;PS;2003;PS2003;4;38;38;"Speeltuinvereniging ""Zuiderkwartier""";Anjelierstraat 5;2313 XA;968;496;;494;2;;
Leiden;PS;2003;PS2003;4;39;39;Wijk- en Dienstencentrum de Linde;Herenstraat 64;;1084;594;;593;1;;
Leiden;PS;2003;PS2003;4;40;40;Chr. Wijkver. Staalwijk;Herenstraat 45;;1054;702;;701;1;;
Leiden;PS;2003;PS2003;5;41;41;Woonzorgcentrum Groenhoven;Witte Rozenstraat 21;2311 XS;1366;964;;961;3;;
Leiden;PS;2003;PS2003;5;42;42;Speeltuinvereniging Westerkwartier;Ten Katestraat 10A;2321 AV;1261;576;;576;0;;
Leiden;PS;2003;PS2003;5;43;43;ROC Leiden;Toussaintkade  51;;1392;670;;666;4;;
Leiden;PS;2003;PS2003;5;44;44;Speeltuinvereniging De Vijf Hoven;Hoflaan 169;2321 SP;1635;713;;713;0;;
Leiden;PS;2003;PS2003;5;45;45;Bejaardenflat Rosenburch;Rosenburch (Vrijheidslaan);2321 RB;1470;778;;775;3;;
Leiden;PS;2003;PS2003;5;46;46;Bevrijdingskerk;Aerent Bruunstraat  1;;814;425;;424;1;;
Leiden;PS;2003;PS2003;5;47;47;Verzorgingshuis Rijn en Vliet;Aaltje Noordewierlaan 1;2324 KP;1373;475;;474;1;;
Leiden;PS;2003;PS2003;5;48;48;Verpleeghuis Zuydtwijck;Aaltje Noordewierlaan 50;2324 KS;1488;801;;800;1;;
Leiden;PS;2003;PS2003;5;49;49;Woonzorgcentrum Haagwijk;Beethovenlaan 2;2324 EL;1270;603;;600;3;;
Leiden;PS;2003;PS2003;5;50;50;De Parelvissers;Bizetpad 8;2324 JP;1436;693;;690;3;;
Leiden;PS;2003;PS2003;5;51;51;Zorgcentrum van der Willigenhof;Apollolaan 264;;1406;776;;774;2;;
Leiden;PS;2003;PS2003;8;52;52;Clubgebouw St. Surinamers Leiden;Eksterpad  6;;1309;467;;463;4;;
Leiden;PS;2003;PS2003;8;53;53;Op Eigen Wieken;Valkenpad  3;;1247;435;;435;0;;
Leiden;PS;2003;PS2003;8;54;54;Basisschool De Tweemaster;Broekplein 1;2318 TJ;1335;842;;842;0;;
Leiden;PS;2003;PS2003;8;55;55;Sporthal Broekplein;Broekplein 2;2318 TJ;1417;995;;993;2;;
Leiden;PS;2003;PS2003;8;56;56;School De Dukdalf;Regenboogpad 7;2317 XK;1169;861;;860;1;;
Leiden;PS;2003;PS2003;8;57;57;Basisschool De Tweemaster;Regenboogpad 5;2317 XK;1271;809;;808;1;;
Leiden;PS;2003;PS2003;8;58;58;Kerkelijk centrum De Regenboog;Watermolen 1;2317 ST;1453;873;;872;1;;
Leiden;PS;2003;PS2003;8;59;59;LTV De Merenwijk;Merendonk 173;2317 XW;1325;798;;795;3;;
Leiden;PS;2003;PS2003;9;60;60;Buurthuis Stevenshof;Trix Terwindtstraat 4;2331 GW;1590;760;;757;3;;
Leiden;PS;2003;PS2003;9;61;61;Speeltuinvereniging Stevenshof ;Carry van Bruggenpad 2;2331 EE;1677;812;;810;2;;
Leiden;PS;2003;PS2003;9;62;62;basisschool De Stevenshof;Antoinette Kleynstraat 4;2331 DV;1375;595;;594;1;;
Leiden;PS;2003;PS2003;9;63;63;basisschool De Zwaluw;Antoinette Kleynstraat 8;2331 DV;1479;683;;681;2;;
Leiden;PS;2003;PS2003;9;64;64;"Sociëteit ""de Dobbegaarde""";Dobbedreef 250;2331 MV;1610;805;;805;0;;
Leiden;PS;2003;PS2003;9;65;65;Anne Frankschool;Zuster Meijboomstraat 2;2331 PD;1224;603;;601;2;;
Leiden;TK;2003;TK2003;0;1;1;Stadhuis;Stadhuisplein 1;2311 EJ;1482;1332;89,90%;1328;4;;
Leiden;TK;2003;TK2003;0;2;2;Schoolgebouw De Witte Poort;Pieterskerkhof 4a;2311 SR;1390;1216;87,50%;1214;2;;
Leiden;TK;2003;TK2003;0;3;3;Gemeentearchief;Boisotkade 2a;2311 PZ;1381;1243;90,00%;1240;3;;
Leiden;TK;2003;TK2003;0;4;4;'t Huis op de Waard;Kaarsenmakersstraat 2;2312 SG;1388;1118;80,50%;1118;0;;
Leiden;TK;2003;TK2003;1;5;5;De Meelbox (Nieuw Groenhoven);Looiersplein  5;2312 RL;1262;977;77,40%;977;0;;
Leiden;TK;2003;TK2003;1;6;6;Leger des Heils;Groenesteeg 66;2312 SR;1540;1289;83,70%;1288;1;;
Leiden;TK;2003;TK2003;1;7;7;Het Hooglandse Huys;Hooglandse Kerkgracht 50;2312 HV;1464;1245;85,00%;1243;2;;
Leiden;TK;2003;TK2003;1;8;8;Het Hooglandse Huys;Hooglandse Kerkgracht 50;2312 HV;1824;1235;67,70%;1234;1;;
Leiden;TK;2003;TK2003;1;9;9;Stadsbouwhuis;Langegracht  72;2311 NV;1541;1244;80,70%;1243;1;;
Leiden;TK;2003;TK2003;1;10;10;Stichting K&O;Oude Vest 45;2312 XS;1343;1125;83,80%;1122;3;;
Leiden;TK;2003;TK2003;1;11;11;Sint Elisabeth Gasthuishof;Elisabeth Gasthuishof  15;;1145;921;80,40%;921;0;;
Leiden;TK;2003;TK2003;6;12;12;voorm wachtgebouw Morspoortkazerne;Morsstraat 62A;2312 BN;1557;1268;81,40%;1267;1;;
Leiden;TK;2003;TK2003;6;13;13;Wijkgebouw Het Morskwartier;Dijkstraat 2b;;1312;1094;83,40%;1093;1;;
