STRAATNAAM,HUISNUMMER,HUISLT,TOEV,POSTCODE_NUM,POSTCODE_ALF,X,Y
Bergumermeerstraat,11,,,8226,JK,162122.459,500408.044
Bergumermeerstraat,12,,,8226,JK,162093.124,500401.344
Bergumermeerstraat,14,,,8226,JK,162093.454,500392.924
Artemisweg,145,H,,8239,DD,162002.589,499278.764
Artemisweg,145,I,,8239,DD,161995.409,499271.654
Artemisweg,145,J,,8239,DD,161988.239,499264.554
Artemisweg,145,K,,8239,DD,161981.069,499257.464
Artemisweg,145,L,,8239,DD,161973.889,499250.364
Artemisweg,145,M,,8239,DD,161966.719,499243.264
Artemisweg,145,N,,8239,DD,161959.539,499236.164
Kopenhagenlaan,161,,,8232,RD,160526.343,502676.514
Artemisweg,175,,,8239,DD,162123.367,499445.954
Assumburg,56,,,8226,RB,163055.268,501082.194
Assumburg,57,,,8226,RA,163060.737,501141.794
Assumburg,58,,,8226,RB,163063.738,501081.814
Assumburg,59,,,8226,RA,163159.968,501137.164
Assumburg,60,,,8226,RB,163153.637,501081.184
Assumburg,61,,,8226,RA,163170.383,501136.704
Assumburg,62,,,8226,RB,163159.668,501080.924
Assumburg,63,,,8226,RA,163187.538,501134.874
Assumburg,64,,,8226,RB,163165.558,501080.674
Assumburg,65,,,8226,RA,163198.778,501134.394
Assumburg,66,,,8226,RB,163171.427,501080.424
Assumburg,67,,,8226,RA,163215.377,501134.264
Assumburg,68,,,8226,RB,163177.327,501080.174
Assumburg,69,,,8226,RA,163226.727,501133.184
Assumburg,70,,,8226,RB,163183.317,501079.914
Assumburg,72,,,8226,RB,163198.197,501079.284
Assumburg,74,,,8226,RB,163204.207,501079.024
Assumburg,76,,,8226,RB,163210.087,501078.774
Assumburg,78,,,8226,RB,163215.977,501078.524
Assumburg,80,,,8226,RB,163221.897,501078.274
Assumburg,82,,,8226,RB,163227.918,501078.024
Baai,1,,,8224,DK,161635.98,503213.174
Baai,2,,,8224,DK,161636.574,503206.794
Baai,3,,,8224,DK,161636.964,503200.504
Baai,4,,,8224,DK,161637.354,503194.214
Baai,5,,,8224,DK,161637.734,503187.924
Baai,6,,,8224,DK,161638.114,503181.634
Baai,7,,,8224,DK,161638.483,503175.354
Baai,8,,,8224,DK,161638.894,503169.064
Baai,9,,,8224,DK,161639.274,503162.774
Baai,10,,,8224,DK,161639.413,503156.484
Baai,11,,,8224,DK,161639.699,503150.204
Baai,12,,,8224,DK,161640.214,503143.914
Baai,13,,,8224,DK,161640.564,503137.484
Baai,14,,,8224,DK,161666.294,503181.744
Baai,15,,,8224,DK,161666.634,503175.324
Baai,16,,,8224,DK,161666.993,503169.034
Baai,17,,,8224,DK,161667.342,503162.754
Baai,18,,,8224,DK,161667.743,503156.464
Baai,19,,,8224,DK,161668.463,503150.004
Baai,20,,,8224,DL,161655.388,503122.074
Baai,21,,,8224,DL,161661.684,503122.524
Baai,22,,,8224,DL,161668.099,503122.914
Baai,23,,,8224,DL,161674.379,503123.304
Baai,24,,,8224,DL,161680.669,503123.684
Baai,25,,,8224,DL,161686.959,503124.084
Baai,26,,,8224,DL,161693.228,503124.474
Baai,28,,,8224,DL,161705.798,503125.254
Baai,29,,,8224,DL,161712.088,503125.644
Baai,30,,,8224,DL,161718.518,503126.004
Baai,31,,,8224,DL,161701.374,503152.654
Baai,32,,,8224,DL,161701.469,503159.214
Baai,33,,,8224,DL,161701.089,503165.504
Baai,34,,,8224,DL,161700.709,503171.794
Baai,35,,,8224,DL,161700.329,503178.084
Baai,36,,,8224,DL,161699.878,503184.484
Baai,37,,,8224,DM,161735.137,503205.404
Baai,38,,,8224,DM,161735.808,503198.974
Baai,39,,,8224,DM,161736.188,503192.684
Baai,40,,,8224,DM,161736.568,503186.394
Baai,41,,,8224,DM,161736.844,503180.104
Baai,42,,,8224,DM,161737.309,503173.694
Baai,43,,,8224,DM,161737.749,503138.664
Baai,45,,,8224,DM,161750.469,503139.454
Baai,46,,,8224,DM,161756.738,503139.844
Baai,47,,,8224,DM,161763.007,503140.224
Beukenhof,212,,,8212,EE,162700.409,502167.304
Beukenhof,213,,,8212,EK,162712.679,502198.804
Beukenhof,214,,,8212,EE,162717.439,502168.104
Beukenhof,215,,,8212,EK,162728.729,502201.484
Beukenhof,216,,,8212,EE,162734.648,502170.814
Beukenhof,217,,,8212,EK,162745.497,502203.074
Beukenhof,218,,,8212,EE,162752.428,502173.314
Beukenhof,220,,,8212,EE,162775.263,502172.154
Beukenhof,222,,,8212,EE,162775.094,502191.024
Beukenhof,224,,,8212,EE,162772.704,502208.994
Beukenhof,226,,,8212,EE,162769.903,502225.494
Beukenhof,228,,,8212,EE,162766.563,502245.814
Beukenhof,230,,,8212,EE,162682.283,502230.494
Beukenhof,232,,,8212,EE,162688.484,502230.934
Beukenhof,236,,,8212,EE,162700.473,502232.054
Beukenhof,238,,,8212,EE,162706.573,502232.664
Beukenhof,240,,,8212,EE,162712.463,502233.314
Beukenhof,242,,,8212,EE,162718.564,502234.034
Beukenhof,244,,,8212,EE,162724.434,502234.794
Beukenhof,246,,,8212,EE,162730.463,502235.614
Beukenhof,248,,,8212,EE,162736.323,502236.444
Beukenhof,250,,,8212,EE,162742.583,502237.384
Beukenhof,251,,,8212,EK,162856.899,502272.924
Beukenhof,252,,,8212,EE,162818.294,502256.414
Beukenhof,253,,,8212,EK,162857.104,502251.944
Beukenhof,254,,,8212,EE,162817.144,502236.804
Beukenhof,255,,,8212,EK,162858.674,502234.454
Beukenhof,256,,,8212,EE,162816.623,502217.684
Beukenhof,258,,,8212,EE,162817.323,502197.834
Beukenhof,259,,,8212,EK,162860.803,502197.074
Beukenhof,260,,,8212,EE,162813.852,502176.974
Beukenhof,261,,,8212,EK,162861.418,502177.804
Biesbosstraat,57,,,8226,EB,161507.747,500870.464
Biesbosstraat,58,,,8226,EC,161505.088,500892.724
Biesbosstraat,59,,,8226,EB,161501.648,500870.704
Biesbosstraat,60,,,8226,EC,161539.437,500939.744
Biesbosstraat,61,,,8226,EC,161539.713,500916.174
Biesbosstraat,62,,,8226,EC,161533.338,500940.014
Biesbosstraat,63,,,8226,EC,161533.818,500917.884
Biesbosstraat,64,,,8226,EC,161527.348,500940.274
Biesbosstraat,65,,,8226,EC,161527.828,500918.144
Biesbosstraat,66,,,8226,EC,161521.327,500940.534
Beemster,39,,,8244,CE,157575.058,501042.454
Beemster,40,,,8244,CA,157544.808,501032.114
Beemster,41,,,8244,CE,157574.034,501036.014
Beemster,42,,,8244,CA,157544.469,501026.434
Beemster,43,,,8244,CE,157573.439,501030.264
Beemster,44,,,8244,CA,157544.099,501020.744
Beemster,45,,,8244,CE,157573.069,501024.574
Beemster,46,,,8244,CA,157542.538,501014.894
Beemster,47,,,8244,CE,157572.657,501018.884
Beemster,48,,,8244,CA,157542.208,501009.674
Beemster,49,,,8244,CE,157572.308,501013.204
Beemster,50,,,8244,CA,157541.768,501003.394
Beemster,51,,,8244,CE,157571.844,501007.514
Beemster,52,,,8244,CB,157543.469,500992.524
Beemster,53,,,8244,CE,157572.769,501001.404
Beemster,54,,,8244,CB,157543.029,500986.254
Beemster,55,,,8244,CE,157598.849,500988.964
Beemster,56,,,8244,CB,157542.678,500981.044
Beemster,57,,,8244,CE,157598.427,500982.684
Beemster,58,,,8244,CB,157542.288,500974.884
Beemster,59,,,8244,CE,157598.098,500977.474
Beemster,60,,,8244,CB,157541.927,500969.674
Beemster,61,,,8244,CE,157598.393,500971.424
Beemster,62,,,8244,CB,157541.538,500963.524
Beemster,63,,,8244,CE,157597.948,500965.014
Beemster,64,,,8244,CB,157541.208,500958.314
Beemster,65,,,8244,CE,157589.568,500957.644
Beemster,66,,,8244,CB,157540.787,500952.154
Beemster,67,,,8244,CE,157583.107,500957.914
Beemster,68,,,8244,CB,157540.417,500946.854
Bataviaplein,230,,,8242,PS,158352.482,503941.164
Bataviaplein,232,,,8242,PS,158352.585,503931.829
Bataviaplein,234,,,8242,PS,158347.291,503945.325
Bremenstraat,7,,,8232,RX,160589.434,502217.69
Bremenstraat,9,,,8232,RX,160588.263,502235.151
Bremenstraat,11,,,8232,RX,160597.573,502231.394
Bremenstraat,13,,,8232,RX,160597.247,502220.941
Bremenstraat,17,,,8232,RX,160586.991,502235.86
Bremenstraat,19,,,8232,RX,160596.358,502231.176
Bremenstraat,21,,,8232,RX,160596.963,502219.844
Bremenstraat,23,,,8232,RX,160588.955,502216.672
Bremenstraat,25,,,8232,RX,160587.559,502236.093
Bremenstraat,27,,,8232,RX,160596.028,502230.871
Bremenstraat,29,,,8232,RX,160596.028,502220.99
Bremenstraat,31,,,8232,RX,160588.406,502217.461
Bremenstraat,33,,,8232,RX,160586.874,502235.501
Bremenstraat,35,,,8232,RX,160595.359,502230.738
Bremenstraat,37,,,8232,RX,160596.848,502220.467
Bremenstraat,39,,,8232,RX,160588.512,502217.638
Bremenstraat,41,,,8232,RX,160587.429,502235.945
Bremenstraat,43,,,8232,RX,160595.35,502231.691
Bremenstraat,45,,,8232,RX,160594.763,502219.956
Bremenstraat,47,,,8232,RX,160587.869,502217.169
Bremenstraat,49,,,8232,RX,160586.473,502234.805
Bremenstraat,51,,,8232,RX,160595.967,502230.952
Bremenstraat,53,,,8232,RX,160595.967,502221.596
Bremenstraat,55,,,8232,RX,160588.262,502218.432
Bremenstraat,57,,,8232,RX,160595.56,502232.899
Bremenstraat,59,,,8232,RX,160587.643,502220.318
Archipel 22,40,,,8224,GN,161731.878,502450.274
Archipel 22,42,,,8224,GN,161732.339,502442.714
Archipel 22,44,,,8224,GN,161732.879,502434.064
Archipel 22,46,,,8224,GN,161733.308,502426.524
Archipel 22,48,,,8224,GN,161733.868,502417.804
Archipel 22,49,,,8224,GP,161790.028,502405.884
Archipel 22,50,,,8224,GN,161734.318,502410.134
Archipel 22,51,,,8224,GP,161789.174,502400.084
Archipel 22,52,,,8224,GN,161739.829,502401.564
Archipel 22,53,,,8224,GP,161789.649,502393.884
Archipel 22,54,,,8224,GN,161758.229,502393.084
Archipel 22,55,,,8224,GP,161789.929,502389.254
Archipel 22,56,,,8224,GN,161759.588,502387.354
Archipel 22,57,,,8224,GP,161794.937,502383.624
Archipel 22,58,,,8224,GN,161757.918,502381.104
Archipel 22,59,,,8224,GP,161795.218,502378.434
Archipel 22,60,,,8224,GN,161758.317,502376.434
Archipel 22,61,,,8224,GP,161797.583,502372.784
Archipel 22,62,,,8224,GN,161756.618,502370.014
Archipel 22,63,,,8224,GP,161797.978,502367.574
Archipel 22,64,,,8224,GN,161756.938,502365.364
Archipel 22,65,,,8224,GP,161799.598,502361.904
Archipel 22,66,,,8224,GN,161753.387,502359.094
Archipel 22,67,,,8224,GP,161799.827,502357.004
Archipel 22,68,,,8224,GN,161753.737,502354.224
Arendweg,9,,,8218,PE,164333.194,496451.304
Arendweg,11,,,8218,PE,164351.605,496463.7
Kopenhagenlaan,157,,,8232,RD,160522.855,502696.952
Kopenhagenlaan,159,,,8232,RD,160524.649,502691.678
Artemisweg,1,,,8239,DD,162138.33,499625.045
Artemisweg,17,,,8239,DD,162041.802,499592.544
Artemisweg,19,T,,8239,DD,161993.027,499587.543
Artemisweg,105,A,,8239,DD,161785.974,499198.653
Artemisweg,105,B,,8239,DD,161781.268,499188.393
Bergumermeerstraat,16,,,8226,JK,162092.963,500382.244
Bergumermeerstraat,18,,,8226,JK,162092.633,500374.224
Bergumermeerstraat,19,,,8226,JK,162120.783,500364.784
Bergumermeerstraat,21,,,8226,JK,162120.424,500356.574
Archipel 23,33,,,8224,GR,161817.909,502611.454
Archipel 23,35,,,8224,GR,161824.249,502611.824
Archipel 23,37,,,8224,GR,161828.867,502612.104
Archipel 23,39,,,8224,GR,161834.938,502611.964
Archipel 23,41,,,8224,GR,161839.754,502612.324
Archipel 23,43,,,8224,GR,161848.389,502611.624
Archipel 23,49,,,8224,GS,161853.468,502583.184
Archipel 23,51,,,8224,GS,161858.094,502583.424
Archipel 23,53,,,8224,GS,161864.269,502583.284
Archipel 23,55,,,8224,GS,161869.139,502583.614
Archipel 23,57,,,8224,GS,161874.857,502584.874
Archipel 23,59,,,8224,GS,161880.108,502585.234
Archipel 23,61,,,8224,GS,161887.723,502577.004
Archipel 23,63,,,8224,GS,161886.859,502568.601
Archipel 23,65,,,8224,GS,161881.408,502563.734
Archipel 23,67,,,8224,GS,161879.687,502557.614
Archipel 23,69,,,8224,GS,161880.057,502552.724
Archipel 23,71,,,8224,GS,161876.532,502546.484
Archipel 23,73,,,8224,GS,161876.897,502541.844
Archipel 23,75,,,8224,GS,161875.227,502535.604
Archipel 23,77,,,8224,GS,161875.556,502530.854
Archipel 25,1,,,8224,GT,161845.04,502479.244
Archipel 25,3,,,8224,GT,161849.884,502479.404
Archipel 25,5,,,8224,GT,161855.854,502481.964
Archipel 25,7,,,8224,GT,161860.493,502482.254
Archipel 25,9,,,8224,GT,161866.464,502486.394
Archipel 25,11,,,8224,GT,161871.039,502486.644
Archipel 25,13,,,8224,GT,161876.934,502489.204
Archipel 25,15,,,8224,GT,161881.834,502489.454
Archipel 25,17,,,8224,GT,161887.572,502490.694
Archipel 25,19,,,8224,GT,161892.713,502491.054
Archipel 25,21,,,8224,GT,161901.674,502489.314
Archipel 25,23,,,8224,GT,161907.119,502480.854
Archipel 25,25,,,8224,GT,161907.509,502473.214
Archipel 25,27,,,8224,GT,161903.247,502464.084
Archipel 25,29,,,8224,GT,161894.978,502461.314
Archipel 25,31,,,8224,GT,161888.924,502461.804
Archipel 25,33,,,8224,GT,161884.089,502461.464
Archipel 25,37,,,8224,GV,161884.277,502438.404
Archipel 25,39,,,8224,GV,161884.448,502433.704
Archipel 25,41,,,8224,GV,161884.694,502427.534
Archipel 25,42,,,8224,GW,161853.459,502426.714
Archipel 25,43,,,8224,GV,161885.099,502422.914
Archipel 25,44,,,8224,GW,161854.889,502421.004
Archipel 25,45,,,8224,GV,161890.189,502417.264
Archipel 25,46,,,8224,GW,161853.168,502414.784
Archipel 25,47,,,8224,GV,161890.387,502411.994
Archipel 25,48,,,8224,GW,161853.358,502410.104
Archipel 25,49,,,8224,GV,161892.948,502406.384
Archipel 25,50,,,8224,GW,161851.768,502403.654
Archipel 25,51,,,8224,GV,161893.054,502401.224
Archipel 25,52,,,8224,GW,161852.079,502398.994
Archipel 25,53,,,8224,GV,161894.839,502395.544
Archipel 25,54,,,8224,GW,161848.659,502392.724
Archipel 25,55,,,8224,GV,161895.059,502390.654
Archipel 25,56,,,8224,GW,161848.998,502387.844
Archipel 25,57,,,8224,GV,161897.457,502384.864
Archipel 25,58,,,8224,GW,161847.358,502381.774
Archipel 25,59,,,8224,GV,161899.979,502379.391
Archipel 25,60,,,8224,GW,161844.869,502375.503
Archipel 25,61,,,8224,GV,161901.413,502372.624
Archipel 25,62,,,8224,GW,161844.758,502369.124
Archipel 25,63,,,8224,GV,161894.478,502361.164
Archipel 25,64,,,8224,GW,161853.088,502358.624
Archipel 25,65,,,8224,GV,161885.708,502360.694
Archipel 25,66,,,8224,GW,161861.827,502359.244
Archipel 25,67,,,8224,GV,161878.117,502360.234
Archipel 25,68,,,8224,GW,161869.367,502359.694
Archipel 26,3,,,8224,GX,161800.975,502436.03
Archipel 26,5,,,8224,GX,161808.25,502425.706
Archipel 26,7,,,8224,GX,161815.941,502429.724
Archipel 26,9,,,8224,GX,161801.389,502434.371
Archipel 26,11,,,8224,GX,161808.852,502425.901
Archipel 26,13,,,8224,GX,161816.469,502432.101
Archipel 26,15,,,8224,GX,161800.889,502434.371
Archipel 26,17,,,8224,GX,161807.289,502425.611
Archipel 26,19,,,8224,GX,161816.469,502432.101
Archipel 31,31,A,,8224,HC,162077.076,502609.074
Archipel 31,31,B,,8224,HC,162077.031,502606.306
Archipel 31,31,C,,8224,HC,162077.076,502602.994
Archipel 31,31,D,,8224,HC,162077.167,502599.954
Archipel 31,31,E,,8224,HC,162077.757,502597.186
Archipel 33,2,A,,8224,HE,161990.987,502627.129
Archipel 33,2,B,,8224,HE,161991.321,502624.2
Archipel 33,2,C,,8224,HE,161991.405,502621.271
Archipel 33,2,D,,8224,HE,161991.824,502618.175
Archipel 33,2,E,,8224,HE,161991.824,502615.288
Archipel 33,4,A,,8224,HE,161977.597,502626.041
Archipel 33,4,B,,8224,HE,161974.71,502625.957
Archipel 33,4,C,,8224,HE,161971.656,502625.497
Archipel 33,6,A,,8224,HE,161963.581,502625.204
Archipel 33,6,B,,8224,HE,161960.694,502625.121
Archipel 33,6,C,,8224,HE,161957.681,502624.828
Archipel 33,6,D,,8224,HE,161954.668,502624.702
Archipel 36,31,A,,8224,HL,162080.094,502471.834
Archipel 36,31,B,,8224,HL,162080.222,502468.779
Archipel 36,31,C,,8224,HL,162080.391,502465.936
Archipel 36,31,D,,8224,HL,162080.603,502462.881
Archipel 36,31,E,,8224,HL,162080.816,502459.783
Archipel 34,1,A,,8224,HG,161976.104,502510.354
Archipel 34,1,B,,8224,HG,161976.35,502507.342
Archipel 34,1,C,,8224,HG,161976.42,502504.225
Archipel 34,1,D,,8224,HG,161976.525,502501.214
Archipel 34,1,E,,8224,HG,161976.7,502498.307
Archipel 15,62,,,8224,GE,161597.508,502353.894
Archipel 15,63,,,8224,GD,161647.268,502346.014
Archipel 15,64,,,8224,GE,161605.938,502343.434
Archipel 15,65,,,8224,GD,161638.528,502345.494
Archipel 15,66,,,8224,GE,161614.647,502343.994
Archipel 15,67,,,8224,GD,161630.947,502345.014
Archipel 15,68,,,8224,GE,161622.187,502344.464
Archipel 16,3,,,8224,GG,161542.924,502390.534
Archipel 16,5,,,8224,GG,161542.194,502384.754
Archipel 16,6,,,8224,GH,161511.134,502377.744
Archipel 16,7,,,8224,GG,161542.543,502378.554
Archipel 16,8,,,8224,GH,161512.594,502372.054
Archipel 16,9,,,8224,GG,161542.824,502373.944
Archipel 16,10,,,8224,GH,161510.553,502365.814
Archipel 16,11,,,8224,GG,161547.479,502368.354
Archipel 16,12,,,8224,GH,161510.874,502361.204
Archipel 16,13,,,8224,GG,161547.894,502363.174
Archipel 16,14,,,8224,GH,161509.124,502354.724
Archipel 16,15,,,8224,GG,161550.394,502357.544
Archipel 16,16,,,8224,GH,161509.493,502350.034
Archipel 16,17,,,8224,GG,161550.632,502352.344
Archipel 16,18,,,8224,GH,161506.023,502343.804
Archipel 16,19,,,8224,GG,161552.283,502346.674
Archipel 16,20,,,8224,GH,161506.548,502338.894
Amstenrade,48,,,8219,AD,163777.378,500744.594
Amstenrade,49,,,8219,AC,163821.388,500776.884
Amstenrade,50,,,8219,AD,163789.698,500727.594
Amstenrade,51,,,8219,AC,163829.877,500765.969
Amstenrade,52,,,8219,AD,163796.829,500711.165
Amstenrade,53,,,8219,AC,163838.899,500746.754
Amstenrade,55,,,8219,AC,163854.469,500733.814
Amstenrade,57,,,8219,AC,163872.587,500718.724
Amstenrade,59,,,8219,AC,163870.028,500693.914
Amstenrade,61,,,8219,AC,163851.753,500676.574
Amstenrade,63,,,8219,AC,163833.668,500664.954
Amstenrade,65,,,8219,AC,163798.898,500624.834
Amstenrade,67,,,8219,AC,163780.807,500619.054
Andijkpad,1,,,8244,EL,156493.33,501063.244
Andijkpad,9,,,8244,EL,156428.234,501007.054
Apolloweg,50,,,8239,DA,161791.288,499470.214
Apolloweg,56,,,8239,DA,161771.528,499423.334
Apolloweg,64,,,8239,DA,161753.018,499392.474
Apolloweg,72,,,8239,DA,161735.187,499366.824
Apolloweg,104,,,8239,DA,161586.038,499306.264
Apolloweg,108,,,8239,DA,161529.296,499292.862
Artemisweg,145,C,,8239,DD,161980.209,499243.974
Artemisweg,145,D,,8239,DD,161987.389,499251.074
Artemisweg,145,E,,8239,DD,161994.559,499258.174
Artemisweg,145,F,,8239,DD,162001.729,499265.274
Artemisweg,145,G,,8239,DD,162008.919,499272.384
Beukenhof,198,,,8212,EE,162581.347,502179.624
Beukenhof,200,,,8212,EE,162580.812,502160.144
Beukenhof,202,,,8212,EE,162608.873,502164.584
Beukenhof,203,,,8212,EK,162609.883,502195.054
Beukenhof,204,,,8212,EE,162625.583,502164.094
Bergumermeerstraat,23,,,8226,JK,162120.019,500343.814
Bergumermeerstraat,25,,,8226,JK,162119.669,500335.594
Bergumermeerstraat,27,,,8226,JK,162119.087,500322.834
Bergumermeerstraat,29,,,8226,JK,162118.768,500314.624
Betonstraat,25,,,8211,AE,164338.884,505614.276
Betuwe,1,,,8245,BE,159960.64,500774.764
Betuwe,2,,,8245,BG,159937.024,500771.224
Betuwe,3,,,8245,BE,159969.764,500776.104
Betuwe,4,,,8245,BG,159928.034,500769.884
Betuwe,5,,,8245,BE,159978.664,500777.434
Betuwe,6,,,8245,BG,159919.114,500768.554
Betuwe,7,,,8245,BE,159987.523,500778.764
Betuwe,8,,,8245,BG,159910.204,500767.234
Betuwe,9,,,8245,BE,159996.444,500780.094
Betuwe,10,,,8245,BG,159901.043,500765.904
Betuwe,11,,,8245,BE,160004.989,500781.424
Betuwe,12,,,8245,BG,159892.164,500764.574
Betuwe,13,,,8245,BE,160014.004,500782.744
Betuwe,14,,,8245,BG,159883.264,500763.254
Betuwe,15,,,8245,BE,160022.914,500784.074
Betuwe,16,,,8245,BG,159874.343,500761.924
Betuwe,17,,,8245,BE,160031.802,500785.434
Betuwe,18,,,8245,BG,159865.393,500760.614
Betuwe,19,,,8245,BE,160043.173,500784.734
Betuwe,20,,,8245,BG,159854.878,500756.654
Betuwe,21,,,8245,BE,160051.544,500778.574
Betuwe,22,,,8245,BG,159848.729,500748.324
Betuwe,23,,,8245,BE,160055.629,500767.834
Betuwe,24,,,8245,BG,159848.069,500736.884
Betuwe,25,,,8245,BE,160057.909,500752.544
Betuwe,26,,,8245,BG,159850.328,500721.574
Betuwe,27,,,8245,BE,160057.227,500741.084
Betuwe,28,,,8245,BG,159854.298,500710.804
Beukenhof,205,,,8212,EK,162625.723,502193.764
Beukenhof,206,,,8212,EE,162642.472,502164.164
Beukenhof,207,,,8212,EK,162644.621,502194.974
Beukenhof,208,,,8212,EE,162657.652,502164.144
Beukenhof,209,,,8212,EK,162662.002,502196.094
Beukenhof,211,,,8212,EK,162695.144,502196.444
Betuwe,39,,,8245,BE,160004.758,500723.514
Betuwe,40,,,8245,BG,159909.598,500709.314
Betuwe,41,,,8245,BE,159995.754,500722.184
Betuwe,42,,,8245,BG,159918.519,500710.644
Betuwe,43,,,8245,BE,159986.979,500720.864
Betuwe,44,,,8245,BG,159927.419,500711.974
Betuwe,45,,,8245,BE,159978.069,500719.534
Betuwe,46,,,8245,BG,159936.298,500713.304
Betuwe,47,,,8245,BE,159969.037,500718.184
Betuwe,48,,,8245,BG,159945.298,500714.644
Beukenhof,1,,,8212,EG,162687.19,502448.194
Beukenhof,141,,,8212,EJ,162726.334,502308.034
Beukenhof,142,,,8212,ED,162611.679,502349.094
Beukenhof,143,,,8212,EJ,162726.729,502319.474
Beukenhof,144,,,8212,ED,162611.889,502359.174
Beukenhof,145,,,8212,EJ,162726.119,502329.164
Beukenhof,147,,,8212,EJ,162725.487,502338.844
Beukenhof,149,,,8212,EJ,162724.908,502348.524
Beukenhof,151,,,8212,EJ,162724.204,502358.214
Beukenhof,153,,,8212,EJ,162724.039,502366.664
Beukenhof,159,,,8212,EJ,162691.978,502361.144
Archipel 22,2,,,8224,GM,161764.474,502507.984
Archipel 22,4,,,8224,GM,161759.464,502507.694
Archipel 22,6,,,8224,GM,161753.644,502503.534
Archipel 22,8,,,8224,GM,161748.894,502503.404
Archipel 22,10,,,8224,GM,161742.443,502500.784
Archipel 22,12,,,8224,GM,161737.874,502500.494
Archipel 22,14,,,8224,GM,161731.694,502500.124
Archipel 22,16,,,8224,GM,161727.073,502499.854
Archipel 22,18,,,8224,GM,161720.893,502501.134
Archipel 22,20,,,8224,GM,161716.068,502500.924
Archipel 22,22,,,8224,GM,161707.439,502498.944
Archipel 22,24,,,8224,GM,161703.309,502489.884
Archipel 22,26,,,8224,GM,161703.768,502482.314
Archipel 22,28,,,8224,GM,161709.098,502473.734
Archipel 22,30,,,8224,GM,161717.948,502472.784
Archipel 22,32,,,8224,GM,161722.829,502473.174
Archipel 22,36,,,8224,GM,161733.928,502472.934
Artemisweg,105,C,,8239,DD,161774.48,499177.67
Artemisweg,105,D,,8239,DD,161790.063,499170.727
Artemisweg,105,E,,8239,DD,161796.697,499181.219
Artemisweg,105,F,,8239,DD,161802.868,499191.016
Artemisweg,105,G,,8239,DD,161809.271,499200.35
Bataviaplein,140,,,8242,PN,158502.967,503830.028
Bremenstraat,1,,,8232,RX,160587.5,502235.841
Bremenstraat,3,,,8232,RX,160598.211,502231.08
Bataviaplein,150,,,8242,PN,158516.305,503780.69
Bremenstraat,5,,,8232,RX,160597.17,502220.963
Bataviaplein,180,,,8242,PN,158632.523,503820.372
Bremenstraat,105,,,8232,RX,160547.678,502217.903
Bremenstraat,107,,,8232,RX,160556.479,502215.849
Bremenstraat,109,,,8232,RX,160547.123,502228.2
Beemster,1,,,8244,CD,157572.99,501153.014
Beemster,2,,,8244,CA,157554.954,501168.794
Beemster,3,,,8244,CD,157578.424,501152.644
Beemster,4,,,8244,CA,157554.644,501163.474
Beemster,5,,,8244,CD,157584.594,501152.254
Beemster,6,,,8244,CA,157554.244,501157.324
Beemster,8,,,8244,CA,157553.894,501152.114
Beemster,9,,,8244,CD,157595.844,501152.354
Beemster,10,,,8244,CA,157553.233,501145.954
Beemster,11,,,8244,CD,157601.879,501151.774
Beemster,12,,,8244,CA,157552.914,501140.744
Beemster,13,,,8244,CD,157609.394,501143.414
Beemster,14,,,8244,CA,157552.524,501134.584
Beemster,15,,,8244,CD,157609.134,501136.994
Beemster,16,,,8244,CA,157552.153,501129.374
Beemster,17,,,8244,CD,157607.902,501131.034
Beemster,18,,,8244,CA,157551.793,501123.084
Beemster,19,,,8244,CD,157607.583,501125.824
Beemster,20,,,8244,CA,157548.848,501112.544
Beemster,21,,,8244,CD,157607.164,501119.544
Beemster,22,,,8244,CA,157548.489,501106.264
Biesbosstraat,15,,,8226,EA,161535.614,500819.294
Biesbosstraat,16,,,8226,EB,161533.093,500842.984
Biesbosstraat,17,,,8226,EA,161529.542,500821.004
Biesbosstraat,18,,,8226,EB,161526.973,500843.244
Biesbosstraat,19,,,8226,EA,161523.563,500821.254
Biesbosstraat,20,,,8226,EB,161521.098,500843.504
Biesbosstraat,21,,,8226,EA,161517.594,500821.514
Biesbosstraat,22,,,8226,EB,161515.119,500843.774
Biesbosstraat,23,,,8226,EA,161511.719,500821.774
Biesbosstraat,24,,,8226,EB,161509.119,500844.044
Beukenhof,160,,,8212,ED,162641.267,502357.934
Beukenhof,161,,,8212,EJ,162692.553,502350.304
Beukenhof,162,,,8212,ED,162641.928,502347.194
Beukenhof,163,,,8212,EJ,162693.648,502340.734
Beukenhof,164,,,8212,ED,162642.528,502337.554
Beukenhof,165,,,8212,EJ,162694.298,502330.054
Beukenhof,166,,,8212,ED,162643.167,502326.844
Beukenhof,168,,,8212,ED,162643.757,502317.174
Beukenhof,169,T,,8212,EJ,162693.494,502288.923
Beukenhof,170,,,8212,ED,162644.546,502306.134
Beukenhof,171,,,8212,EJ,162667.392,502229.674
Beukenhof,173,,,8212,EJ,162661.367,502229.304
Beukenhof,175,,,8212,EJ,162655.237,502229.104
Beukenhof,177,,,8212,EJ,162649.285,502228.884
Beukenhof,179,,,8212,EJ,162643.176,502228.794
Beukenhof,181,,,8212,EJ,162637.163,502228.674
Baai,83,,,8224,DP,161871.618,503207.284
Baai,84,,,8224,DP,161871.998,503200.994
Baai,85,,,8224,DP,161872.388,503194.704
Baai,86,,,8224,DP,161872.757,503188.414
Baai,87,,,8224,DP,161873.087,503182.004
Baai,89,,,8224,DR,161879.917,503147.344
