FID,knooppunt,soort,landsdeel,kwaliteit_,capaciteit,ketenmobil,netwerkont,klanttevre,fietscapac,transferca,groei_reiz,ontwikkeli,verdeling_,wensknoopp,soort_gesp,sqm100,sqm200,sqm300,sqm400,sqm500,sqm600,sqm700,sqm800,sqm900,sqm1000,sqm1100,sqm1200,sqm1300,sqm1400,sqm1500,sqmtotal,sqmtotalge,rank,filter200,data_origi,long,lat,gdb_geomattr_data,shape
ov_knooppunt_geom.145,Dordrecht Maasterras,2,Zuidvleugel,0,0,0,1,0,0,0,0,0,1,1,2,0,2734,123,0,759,0,0,0,0,0,0,0,0,0,0,3615,12061,3,1,Handmatig Google,4.65443282,51.81081055,,POINT (104467.62299999967 424941.6678000018)
ov_knooppunt_geom.147,Dordrecht Zuid/Dordrecht Leerpark,1,Zuidvleugel,1,0,0,0,1,0,0,0,0,3,0,1,0,0,18,431,0,327,0,0,0,0,0,0,0,0,0,776,4797,27,1,Handmatig Google,4.67893674,51.79855203,,POINT (106144.11730000004 423561.1563999988)
ov_knooppunt_geom.149,Driebergen-Zeist,1,Midden,0,0,0,1,1,0,1,0,0,3,0,1,0,0,0,0,0,0,231,219,0,64,0,0,0,0,0,514,1644,49,1,Top10NL,5.25973115,52.06526828,,POINT (146258.9862000011 453004.9754000008)
ov_knooppunt_geom.151,Driemanspolder ·,2,Zuidvleugel,1,0,1,0,0,0,0,0,0,1,0,2,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,370,4,0,OpenStreetMap,4.4772981,52.0484521,,POINT (92583.67370000109 451517.3381999992)
ov_knooppunt_geom.158,Ede-West,2,Midden,0,1,0,1,0,0,0,0,0,1,1,2,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,443,3,0,Handmatig Aanpassing Google,5.61535735,52.03411884,,POINT (170655.86389999837 449556.314199999)
ov_knooppunt_geom.160,Eemnes bus,2,Midden,0,0,0,0,0,0,0,0,0,0,0,2,0,186,244,87,0,0,0,0,0,0,0,0,0,0,0,517,1650,22,1,Handmatig Google,5.24550982,52.25392738,,POINT (145324.74749999866 473997.0524000004)
ov_knooppunt_geom.163,Eersel A67,2,Zuid,1,0,1,1,0,0,0,0,0,1,1,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,39,18,0,OpenStreetMap,5.3131911,51.3680027,,POINT (149846.11919999868 375426.34259999916)
ov_knooppunt_geom.171,Enkhuizen,1,Noordvleugel,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,422,0,0,0,0,0,422,422,64,1,Top10NL,5.28855493,52.69966491,,POINT (148331.44860000163 523588.2338999994)
ov_knooppunt_geom.178,Franeker,1,Noord,1,0,1,0,1,1,1,0,0,3,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,30,29,0,Top10NL,5.54936276,53.18238594,,POINT (165840.61580000073 577313.3944999985)
ov_knooppunt_geom.191,Gorinchem,1,Zuidvleugel,1,0,1,0,0,1,0,0,0,3,0,1,0,0,276,73,0,18,14,892,0,107,0,0,0,0,0,1381,5648,26,1,Top10NL,4.96741534,51.83371652,,POINT (126065.62819999829 427319.058699999)
ov_knooppunt_geom.192,Gorinchem Noord,2,Zuidvleugel,0,0,0,1,0,0,0,0,0,1,1,2,4,0,201,59,109,0,0,0,0,0,0,0,0,0,0,373,851,34,1,OpenStreetMap,4.9855354,51.8442869,,POINT (127321.06170000136 428488.00389999896)
ov_knooppunt_geom.199,Groningen Europapark,1,Noord,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,1310,0,311,0,69,0,0,0,0,0,1692,7564,21,1,Top10NL,6.58578722,53.20471111,,POINT (235085.09039999917 580452.120000001)
ov_knooppunt_geom.203,Grou-Jirnsum,1,Noord,0,0,0,0,0,0,0,0,0,0,0,1,358,393,426,231,193,183,183,7,0,0,0,0,0,0,0,1974,14970,14,1,Top10NL,5.82218559,53.09004785,,POINT (184141.65159999952 567113.1174000017)
ov_knooppunt_geom.205,Haarlem Spaarnwoude,1,Noordvleugel,1,0,1,0,1,1,0,0,1,3,0,1,114,32,58,58,29,0,0,119,0,0,0,0,0,0,0,411,2835,37,1,Top10NL,4.67115073,52.38284965,,POINT (106248.20160000026 488572.817400001)
ov_knooppunt_geom.206,Halfweg-Zwanenburg,1,Noordvleugel,1,0,1,0,0,1,0,0,0,3,0,1,209,7,0,0,92,246,21,0,0,0,0,0,0,0,0,575,4019,30,1,Top10NL,4.74623066,52.38608327,,POINT (111363.02760000154 488884.7314000018)
ov_knooppunt_geom.209,Hank A27,2,Zuid,1,0,0,1,0,0,0,0,0,1,0,2,203,0,0,592,694,0,0,0,0,0,0,0,0,0,0,1489,2894,16,1,OpenStreetMap,4.91770444,51.74426485,,POINT (122575.05530000106 417388.2419000007)
ov_knooppunt_geom.210,Harde,1,Oost,1,0,1,1,1,0,1,0,0,3,0,1,0,289,140,8,327,0,0,0,0,0,0,0,0,0,0,764,5742,25,1,Handmatig Google,5.89241908,52.40956946,,POINT (189376.48739999905 491424.9475999996)
ov_knooppunt_geom.212,Harderwijk-Oost Transferium,2,Oost,0,0,0,0,0,0,0,0,0,0,0,2,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,219,657,38,1,Handmatig Google,5.64128094,52.3348545,,POINT (172317.45580000058 483022.2254999988)
ov_knooppunt_geom.213,Harderwijk,1,Oost,1,1,1,1,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,27,27,30,0,Top10NL,5.62100849,52.33780349,,POINT (170934.66220000014 483345.68609999865)
ov_knooppunt_geom.214,Hardinxveld-Giessendam,1,Zuidvleugel,0,1,0,0,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,113,0,559,0,0,0,0,0,672,899,57,1,Top10NL,4.83535291,51.83045287,,POINT (116960.40419999883 427016.76469999924)
ov_knooppunt_geom.216,Haren A28 P+R A28,2,Noord,1,0,0,1,0,0,0,0,0,1,0,2,182,556,0,0,0,0,0,0,0,0,0,0,0,0,0,738,3134,15,1,Handmatig Google,6.59215915,53.17004141,,POINT (235575.3482999988 576601.2555)
ov_knooppunt_geom.217,Harlingen,1,Noord,0,0,0,0,0,1,1,0,0,2,0,1,0,17,368,1191,669,1486,0,0,0,405,0,0,0,0,0,4136,23286,11,1,Top10NL,5.424473,53.17039219,,POINT (157492.0197999999 575967.0555999987)
ov_knooppunt_geom.218,Harlingen Haven,1,Noord,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,35,0,Top10NL,5.41141873,53.17484974,,POINT (156618.8887999989 576462.7545999996)
ov_knooppunt_geom.221,Heemskerk,1,Noordvleugel,1,0,1,0,1,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1063,0,0,0,0,0,1063,1063,54,1,Top10NL,4.68595556,52.49450083,,POINT (107376.42370000109 500985.57730000094)
ov_knooppunt_geom.230,Hengelo Gezondheidspark,1,Oost,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,66,0,20,0,0,0,0,0,85,217,9,0,Top10NL,6.76825905,52.26164715,,POINT (249281.81560000032 475744.7507000007)
ov_knooppunt_geom.233,High Tech Campus,2,Zuid,1,0,1,1,0,0,0,0,0,1,1,2,0,92,211,0,0,0,0,0,0,0,0,0,0,0,0,303,999,28,1,OpenStreetMap,5.4493943,51.4081506,,POINT (159327.21669999883 379892.07840000093)
ov_knooppunt_geom.240,Hoek van Holland,2,Zuidvleugel,1,1,1,0,0,0,0,0,0,1,0,2,0,0,0,26,11,0,0,0,0,0,0,0,0,0,0,37,64,12,0,OpenStreetMap,4.1314526,51.9771615,,POINT (68724.16640000045 443940.2831999995)
ov_knooppunt_geom.241,Hoensbroek,1,Zuid,1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,11,0,0,0,35,0,0,0,0,0,0,0,46,183,12,0,Top10NL,5.93010045,50.9056532,,POINT (193188.54019999877 324129.1561000012)
ov_knooppunt_geom.242,Hoevelaken,1,Oost,1,0,1,0,0,1,0,0,0,3,0,1,245,200,20,0,0,0,0,0,0,0,0,0,0,0,0,465,4411,28,1,Top10NL,5.45772761,52.16643286,,POINT (159825.03319999948 464255.21130000055)
ov_knooppunt_geom.243,Hollandsche Rading,1,Midden,0,0,0,0,0,0,1,0,0,2,0,1,867,5,0,0,0,19,0,0,0,0,0,0,0,0,0,891,8806,18,1,Top10NL,5.17948508,52.17838193,,POINT (140792.3553000018 465602.62530000135)
ov_knooppunt_geom.255,Houthem-St.Gerlach,1,Zuid,1,0,1,0,0,0,0,0,0,1,0,1,0,0,175,103,11,0,0,0,0,218,0,0,0,0,0,507,2404,40,1,Top10NL,5.79637002,50.87341905,,POINT (183801.86630000174 320481.9351999983)
ov_knooppunt_geom.258,HvH Strand,2,Zuidvleugel,0,0,1,0,0,0,0,0,0,1,0,2,0,40,712,1717,4642,0,0,0,0,0,0,0,0,0,0,7111,10372,5,1,Handmatig Google,4.10698235,51.98585093,,POINT (67060.10330000147 444936.2848000005)
ov_knooppunt_geom.264,Kampen,1,Oost,0,0,1,0,1,1,0,0,0,3,0,1,208,453,765,116,0,0,0,0,0,0,0,0,0,0,0,1542,13089,15,1,Top10NL,5.92115596,52.55996362,,POINT (191208.3542000018 508172.6447999999)
ov_knooppunt_geom.276,Koog aan de Zaan,1,Noordvleugel,1,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,366,0,356,0,0,0,0,0,722,1454,51,1,Top10NL,4.80569418,52.45757794,,POINT (115475.04560000077 496805.32930000126)
ov_knooppunt_geom.277,Kop Afsluitdijk,2,Noord,0,0,0,0,0,0,0,0,0,0,0,2,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,3142,14,1,OpenStreetMap,5.3845201,53.0981905,,POINT (154820.01410000026 567931.3044999987)
ov_knooppunt_geom.285,Lage Zwaluwe,1,Zuid,1,0,1,0,1,0,0,0,0,3,0,1,2481,506,179,171,1033,776,5,0,0,18,0,0,0,0,0,5169,42104,2,1,Top10NL,4.66349094,51.69024244,,POINT (104958.86419999972 411522.18090000004)
ov_knooppunt_geom.287,Lansingerland-Zoetermeer,1,Zuidvleugel,0,0,1,0,0,0,0,0,0,1,0,1,1228,0,0,0,0,0,0,122,0,188,0,0,0,0,0,1538,12832,16,1,Top10NL,4.51853533,52.041069,,POINT (95402.48250000179 450661.3077000007)
ov_knooppunt_geom.288,Lansingerland Rodenrijs,2,Zuidvleugel,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,58,58,13,0,OpenStreetMap,4.4608354,51.9754013,,POINT (91350.7809999995 443404.6033000015)
ov_knooppunt_geom.290,Leek A7,2,Noord,1,0,0,1,0,0,0,0,0,1,0,2,1196,156,103,85,0,0,0,0,0,0,0,0,0,0,0,1540,7084,6,1,Handmatig Aanpassing Google,6.38088582,53.18516753,,POINT (221424.9448999986 578068.932500001)
ov_knooppunt_geom.293,Leeuwarden / Lelylijn,1,Noord,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,22,156,15,0,Handmatig Google,5.79182647,53.19649487,,POINT (182041.20639999956 578947.3339999989)
ov_knooppunt_geom.295,"Leeuwarden, Werpsterhoek",1,Noord,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,221,14,0,0,0,0,0,0,0,235,926,56,1,Handmatig Google,5.78221243,53.17098069,,POINT (181414.26539999992 576104.3577999994)
ov_knooppunt_geom.306,Loenen Kerklaan,2,Midden,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,7,0,0,0,0,0,0,0,0,0,0,19,32,19,0,OpenStreetMap,5.0099561,52.2221867,,POINT (129222.2173999995 470523.0767999999)
ov_knooppunt_geom.307,Loenersloot,1,Midden,0,0,0,0,0,0,0,0,0,0,1,1,27,0,0,67,35,0,0,0,0,0,0,0,0,0,0,130,955,2,0,Handmatig Google,4.98361844,52.22387494,,POINT (127423.59169999883 470720.59589999914)
ov_knooppunt_geom.310,Maarheze,1,Zuid,0,0,1,0,1,0,0,0,0,3,0,1,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,265,1326,52,1,Handmatig Google,5.615711,51.31229607,,POINT (170932.40320000052 369251.3319000006)
ov_knooppunt_geom.311,Maarn,1,Midden,0,0,0,1,1,1,0,0,0,3,0,1,158,0,0,44,0,0,0,9,0,155,0,0,0,0,0,367,2071,44,1,Top10NL,5.37062254,52.06412919,,POINT (153862.99909999967 452870.7153999992)
ov_knooppunt_geom.312,Maarssen,1,Midden,0,0,0,0,0,0,0,0,0,0,0,1,4,407,0,0,0,0,0,0,0,0,0,0,0,0,0,410,3697,31,1,Top10NL,5.03319037,52.13596021,,POINT (130763.03830000013 460921.52540000156)
ov_knooppunt_geom.313,Maartensdijk,1,Midden,0,0,0,1,0,0,0,0,0,1,1,1,0,30,229,2,23,0,0,0,0,0,0,0,0,0,0,284,2254,42,1,Centroid naam locatie,5.16687219,52.15661287,,POINT (139922.3038999997 463183.13800000027)
ov_knooppunt_geom.315,Maasland viaduct,2,Zuidvleugel,0,0,1,0,0,0,0,0,0,1,0,2,10,1,12,129,87,0,0,0,0,0,0,0,0,0,0,239,434,42,1,OpenStreetMap,4.2721904,51.9250853,,POINT (78304.03759999946 437989.1554000005)
ov_knooppunt_geom.317,Maassluis West,2,Zuidvleugel,1,0,1,0,0,0,0,0,0,1,0,2,0,0,1131,774,602,0,0,0,0,0,0,0,0,0,0,2507,5543,7,1,OpenStreetMap,4.235402,51.9260714,,POINT (75775.4364 438138.3192999996)
ov_knooppunt_geom.318,Maastricht-Randwyck,1,Zuid,1,1,1,0,1,1,1,0,0,3,0,1,390,0,1,0,0,305,2989,2541,0,2121,0,0,0,0,0,8346,27127,8,1,Top10NL,5.71763888,50.837637,,POINT (178277.92830000073 316473.20120000094)
ov_knooppunt_geom.319,Maastricht Noord,1,Zuid,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,151,0,0,0,0,0,154,161,14,0,Top10NL,5.71771933,50.87066506,,POINT (178266.9963000007 320147.56819999963)
ov_knooppunt_geom.326,Meerhoven-A2,2,Zuid,1,0,1,1,0,0,0,0,0,1,1,2,351,133,141,528,166,0,0,0,0,0,0,0,0,0,0,1319,3933,11,1,Handmatig Aanpassing Google,5.4232542,51.43581384,,POINT (157506.94509999827 382968.4107999988)
ov_knooppunt_geom.327,Meerkerk A27,2,Midden,0,0,1,0,0,0,0,0,0,1,0,2,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,317,5,0,OpenStreetMap,4.9787934,51.8983309,,POINT (126890.23930000141 434503.22569999844)
ov_knooppunt_geom.328,Meerssen,1,Zuid,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,119,156,0,670,0,0,0,0,0,950,1639,50,1,Top10NL,5.75108948,50.88256833,,POINT (180609.4902999997 321482.94220000133)
ov_knooppunt_geom.331,Meppel,1,Noord,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,23,92,23,0,Top10NL,6.19790814,52.69217054,,POINT (209810.12420000136 523057.2366000004)
ov_knooppunt_geom.337,Montfoort Kasteelplein,2,Midden,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,24,0,OpenStreetMap,4.9502888,52.0446941,,POINT (125026.25670000166 450798.3814999983)
ov_knooppunt_geom.339,Muiden P+R,2,Noordvleugel,1,1,1,1,0,0,0,0,0,1,0,2,104,137,125,8,67,0,0,0,0,0,0,0,0,0,0,441,1525,25,1,OpenStreetMap,5.0692658,52.3301851,,POINT (133327.57059999928 482519.7829999998)
ov_knooppunt_geom.345,Nieuwegein 't Veerhuis,2,Midden,0,0,0,0,0,0,0,0,0,0,1,2,0,0,83,112,334,0,0,0,0,0,0,0,0,0,0,529,807,35,1,OpenStreetMap,5.0852471,52.0050929,,POINT (134266.47819999978 446345.36989999935)
ov_knooppunt_geom.346,Nieuwegein Rijnhuizen,2,Midden,0,0,0,0,0,0,0,0,0,0,1,2,0,37,14,0,0,0,0,0,0,0,0,0,0,0,0,51,191,7,0,OpenStreetMap,5.09737743,52.0371095,,POINT (135113.60119999945 449904.0604999997)
