vri_nummer;id;kruispunt;geometrie
2140;1;Mauritsstraat - Provincialeweg;POINT (115904.537564207 495120.469107641)
2134;2;Hogendijk - Provincialeweg;POINT (116175.671746608 494445.320509869)
2132;3;Koningin Julianaweg - Heyermansstraat;POINT (116786.403578903 496181.365997425)
2111;4;Jan Eydenbergstraat - Wibautstraat;POINT (117733.744104322 494146.607853632)
2105;5;Hoofdtocht - Cor Bruijnzeelweg;POINT (115810.787499569 493712.750197683)
2110;6;Wibautstraat - Thorbeckeweg;POINT (117946.186294281 493694.783284566)
2109;7;Wibautstraat - Troelstralaan;POINT (117883.212532616 493858.269039322)
2111;8;Jan Eydenbergstraat - Wibautstraat;POINT (117698.26737228 494213.799327276)
2112;9;Walraven van Hallstraat - Wibautstraat;POINT (117507.402636252 494720.011470752)
2114;10;Peperstraat - Gerhardstraat;POINT (117166.082761593 495115.517711441)
2115;11;Molenmakertraat - Gerhardstraat;POINT (117018.168636574 495377.031182091)
2116;12;Kopermolenstraat - Heyermansstraat;POINT (116943.771638062 495894.347019714)
2132;13;Koningin Julianaweg - Heyermansstraat;POINT (116738.543666454 496237.873923806)
2130;14;Julianaweg;POINT (116855.251161085 496429.021884365)
2131;15;Pr. Bernhardplein;POINT (116615.440284767 496352.327904607)
2117;16;Heijermansstraat - Hof van Saenden;POINT (116365.355999136 496639.471901182)
2128;17;Dr. H.G. Scholtenstraat - Dovenetelweg;POINT (116310.355534167 497252.452507359)
2121;18;Vincent van Goghweg - Westzijde;POINT (116320.070959128 496075.349170703)
2202;19;Zuideinde - Leliestraat;POINT (115849.0026788 496825.480261636)
2201;20;Leliestraat - Provincialeweg;POINT (115504.670741009 496810.761565545)
2204;21;Verzetsstraat - Provincialeweg;POINT (115490.43493359 497484.402530322)
2125;22;Rembrandtstraat - Vincent van Goghweg;POINT (116080.946867979 495994.224788895)
2120;23;Vincent van Goghweg - Provincialeweg;POINT (115644.682032302 495890.760671949)
2101;24;Peperstraat - Simon Claeszstraat;POINT (116987.148000969 494996.167054771)
2102;25;Peperstraat - Oostzijde;POINT (116883.058639566 494936.551608519)
2103;26;Savorin Lohmanstraat - Klaas Katerstraat;POINT (116977.37698347 494866.612079103)
2104;27;Wilhelminastraat - Zuiddijk;POINT (116901.780513061 494763.491354742)
2136;28;Den Uylweg - Provincialeweg;POINT (116927.582084695 493332.7969415)
2106;29;Cornelis Bruijnzeelweg - Kanaalkade;POINT (115998.717269933 493438.982347441)
2105;30;Hoofdtocht - Cor Bruijnzeelweg;POINT (115721.948795353 493673.51170397)
2107;31;Hoofdtocht - Houtveldweg;POINT (115992.883485194 493810.339350231)
2135;32;Oud Saenden - Provincialeweg;POINT (116563.340926632 493979.104108233)
2118;33;Albert Heijnweg - Provincialeweg;POINT (116280.822170506 494238.906792915)
2108;34;Aris van Broekweg - Houtveldweg;POINT (116072.427712053 494271.149320458)
2134;35;Hogendijk - Provincialeweg;POINT (116210.232002507 494351.512107382)
2141;36;Provincialeweg - Qpark parkeergarage;POINT (116148.297112077 494552.177601773)
2119;37;Blokschaaf- Houtveldweg;POINT (115941.983598957 494570.610073792)
2127;38;Stationsstraat - Provincialeweg;POINT (116054.605385286 494786.586622195)
2140;39;Mauritsstraat - Provincialeweg;POINT (115941.98451406 495030.217598025)
2139;40;Houtveldweg - Vurenhout;POINT (115635.344316305 495003.114863619)
2301;41;Paukenhof - Fortuinweg;POINT (114816.431015893 498573.536968629)
2304;42;Wezelstraat - Guisweg;POINT (115307.501628273 498220.491072255)
2303;43;Guisweg - Provincialeweg;POINT (115469.027917684 498271.488417016)
2305;44;Lagedijk - Guisweg;POINT (115876.63788905 498369.376579629)
2408;45;Vermeerkade - Wandelweg;POINT (115609.977190052 499580.362652437)
2401;46;Plein 13;POINT (115531.922065345 499843.033500228)
2402;47;Wandelweg - Javastraat;POINT (115315.311578995 500005.453159416)
2404;48;Stationsstraat - Wandelweg;POINT (114661.765714888 500377.858184478)
2405;49;Zaanbrug - Zaanweg;POINT (115019.033555592 500493.445592435)
2406;50;Westerstraat - Kerkstraat;POINT (114023.538225626 501101.287985466)
2407;51;Noorderstraat - Kerkstraat;POINT (114285.113236986 501007.537920827)
2501;52;Heiligeweg - Weverstraat;POINT (112817.139909767 501634.808418471)
2502;53;Jupiterstraat - Rosariumlaan;POINT (112108.584429655 501422.842539877)
2601;54;Dorpsstraat - Communicatieweg;POINT (111510.108578382 498835.766965311)
2409;55;Kerkstraat west - fietsoversteek;POINT (113526.99392173 501262.666028111)
2123;56;Vincent van Goghweg - Jan van Gooynekade;POINT (115845.363435031 495939.180589913)
2138;57;Houtveldweg - Ebbehout;POINT (115785.402607469 494661.86380111)
