JAAR,PERIODE,BELEIDSPROGRAMMA,ORGANISATIE,SUBSIDIE_BESCHIKT,BEKOSTIGD_UIT_RIJKSINKOMSTEN,WETTELIJKE_TAAK,GLOB_OVERZ_GESUB_ACTIVITEITEN,INLEES_DATUM,GEMEENTE,GEMEENTE_CODE,LAND_CODE
2017,Q1,Programma Kunst en Cultuur,ServiceTeam Vlaardingen,750,Nee,Nee,"Het organiseren van stadswandelingen en het organiseren van de cursus ""Ken uw stad"".",26-04-2017,Vlaardingen,622,NL
2017,Q1,Programma Kunst en Cultuur,Toneelgroep De Fakkel,1.000,Nee,Nee,"Het repeteren en uitvoeren van de jaarlijkse toneelvoorstelling, het deelnemen aan de Vlaardingse Uitmarkt en het uitvoeren van de Zwarte Pietenvoorstelling.",27-04-2017,Vlaardingen,623,NL
2017,Q1,Programma Kunst en Cultuur,Toneelvereniging Het Masker,1.500,Nee,Nee,Welzijnssubsidie: Het organiseren van meerdere toneelrepetities en twee uitvoeringen van de Voorjaarsvoorstelling en twee uitvoeringen van de Najaarsvoorstelling.,28-04-2017,Vlaardingen,624,NL
2017,Q1,Programma Kunst en Cultuur,Stichting VTG,1.500,Nee,Nee,Organiseren van de Pomona-lezing.,29-04-2017,Vlaardingen,625,NL
2017,Q1,Programma Kunst en Cultuur,Toneelvereniging Varia,1.500,Nee,Nee,"Het organiseren van 40 repetities en 5 uitvoeringen van de toneelvoorstelling ""Al die Jazz"".",30-04-2017,Vlaardingen,626,NL
2017,Q1,Programma Kunst en Cultuur,Stichting CentrumKunst Educatie KADE40,1.800,Nee,Nee,Het realiseren van het project Culture Candy 2017.,01-05-2017,Vlaardingen,627,NL
2017,Q1,Programma Kunst en Cultuur,"Tamboer-, Trompetter- en Majorettekorps Liberte / Haringkoppen",1.900,Nee,Nee,"Welzijnssubsidie: Het organiseren van repetitieactiviteiten, het verzorgen van muziekoptredens van Showband Libert‚ en het verzorgen van muziekoptredens van Blaaskapel De Haringkoppen.",02-05-2017,Vlaardingen,628,NL
2017,Q1,Programma Kunst en Cultuur,Stichting Stadspodium,2.000,Nee,Nee,"Het organiseren van de serie talkshows onder de titel ""Talk of the Town"" 2017.",03-05-2017,Vlaardingen,629,NL
2017,Q1,Programma Kunst en Cultuur,Stichting Anders Kijken,2.500,Nee,Nee,Het organiseren van het Open Atelier Weekend 2017.,04-05-2017,Vlaardingen,630,NL
2017,Q1,Programma Kunst en Cultuur,Historische Vereniging Vlaardingen,2.500,Nee,Nee,Organiseren van de open dag in het kader van het vijftig jarig bestaan van de vereniging.,05-05-2017,Vlaardingen,631,NL
2017,Q1,Programma Kunst en Cultuur,Pauluskoor,3.000,Nee,Nee,Het uitvoeren van de musical Maria.,06-05-2017,Vlaardingen,632,NL
2017,Q1,Programma Kunst en Cultuur,Stichting Internationale Orgelweek Vlaardingen,3.475,Nee,Nee,"Welzijnssubsidie: Het organiseren van lunchconcerten, vrijdagavondconcerten, wandelconcerten, educatieve activiteiten en de internationale orgelweek.",07-05-2017,Vlaardingen,633,NL
2017,Q1,Programma Kunst en Cultuur,Kade40,3.500,Nee,Nee,Culturele fietstocht.,08-05-2017,Vlaardingen,634,NL
2017,Q1,Programma Kunst en Cultuur,Stichting Vlaardings Filmfestival,4.000,Nee,Nee,"Het organiseren van het Vlaardings Filmfestival 2017, met zowel publieksactiviteiten als educatieve activiteiten.",09-05-2017,Vlaardingen,635,NL
2017,Q1,Programma Kunst en Cultuur,Kade40,4.375,Nee,Nee,Het realiseren van het project De Nacht van de Creativiteit.,10-05-2017,Vlaardingen,636,NL
2017,Q1,Programma Kunst en Cultuur,Stichting Zomerterras,4.500,Nee,Nee,Zomerterras Concerten.,11-05-2017,Vlaardingen,637,NL
2017,Q1,Programma Kunst en Cultuur,Stichting Jazz aan de Waterweg,4.999,Nee,Nee,Het opstarten van jzz combo's en een big band.,12-05-2017,Vlaardingen,638,NL
