JAAR,PERIODE,BELEIDSPROGRAMMA,ORGANISATIE,SUBSIDIE_BESCHIKT,BEKOSTIGD_UIT_RIJKSINKOMSTEN,WETTELIJKE_TAAK,GLOB_OVERZ_GESUB_ACTIVITEITEN,INLEES_DATUM,GEMEENTE,GEMEENTE_CODE,LAND_CODE
2017,Q1,Programma Kunst en Cultuur,Elly Dijkshoorn,4.999,Nee,Nee,"Het realiseren van het beelden kunstproject, met als onderwerp het huis van dokter Moerman. Een zoektocht naar beelden op het Landgoed Hoogstad, met een presentatie en publicatie van de resultaten.",13-05-2017,Vlaardingen,639,NL
2017,Q1,Programma Kunst en Cultuur,Stichting Vlaardingen 1018 i.o.,5.000,Nee,Nee,Oprichting van de stichting.,14-05-2017,Vlaardingen,640,NL
2017,Q1,Programma Kunst en Cultuur,Villa Palagonia,5.000,Nee,Nee,Organiseren van Forumdiscussie Villa Palagonia.,15-05-2017,Vlaardingen,641,NL
2017,Q1,Programma Kunst en Cultuur,Stichting Flagen,5.500,Nee,Nee,Rijksstudio.,16-05-2017,Vlaardingen,642,NL
2017,Q1,Programma Kunst en Cultuur,Stichting Waterweg Cultuurprijs,6.000,Nee,Nee,Waterweg Cultuurprijs.,17-05-2017,Vlaardingen,643,NL
2017,Q1,Programma Kunst en Cultuur,Stichting Big Ben,6.500,Nee,Nee,Beiaarddag.,18-05-2017,Vlaardingen,644,NL
2017,Q1,Programma Kunst en Cultuur,Stichting Geuzenmaand,7.500,Nee,Nee,Geuzenmaand.,19-05-2017,Vlaardingen,645,NL
2017,Q1,Programma Kunst en Cultuur,CJV Vlaardingen,8.000,Nee,Nee,Intocht van Sinterklaas.,20-05-2017,Vlaardingen,646,NL
2017,Q1,Programma Kunst en Cultuur,Varend Corso Westland,10.000,Nee,Nee,Organiseren Varend Corso 2017 als voorproefje op het thema van 2018 'Het Ontstaan van Holland' in het kader van Vieren en Herdenken Slag bij Vlaardingen.,21-05-2017,Vlaardingen,647,NL
2017,Q1,Programma Kunst en Cultuur,Stichting Stadspodium,10.000,Nee,Nee,Stadsterrassen.,22-05-2017,Vlaardingen,648,NL
2017,Q1,Programma Kunst en Cultuur,Stichting Buitenbios / Filmtheater Het Zeepaard,13.000,Nee,Nee,"Welzijnssubsidie: Het organiseren van cultureel filmaanbod, educatieve activiteiten voor basisonderwijs en voortgezet onderwijs, korte film poule, filmlezingen en filmcursussen.",23-05-2017,Vlaardingen,649,NL
2017,Q1,Programma Kunst en Cultuur,Vlaardings Centrum voor Amateurtoneel,14.450,Nee,Nee,"Welzijnssubsidie: Beheer en beschikbaar stellen van repetitieruimte aan amateurtoneelverenigingen, exploitatie podium voor toneelvoorstellingen en andere theaterproducties, organiseren Vlaardings Eenakterfestival en schoolvoorstelling.",24-05-2017,Vlaardingen,650,NL
2017,Q1,Programma Kunst en Cultuur,Stichting Nationale Gedenkdagen Vlaardingen,17.500,Nee,Nee,Koningsdag.,25-05-2017,Vlaardingen,651,NL
2017,Q1,Programma Kunst en Cultuur,Stichting Halen en Brengen,24.000,Nee,Nee,VL.Loggerfestival.,26-05-2017,Vlaardingen,652,NL
2017,Q1,Programma Kunst en Cultuur,Stichting Zomerterras,46.000,Nee,Nee,Zomerterras.,27-05-2017,Vlaardingen,653,NL
2017,Q1,"Programma Onderwijs, economie en haven",Stichting Stadshart Vlaardingen,11.575,Nee,Nee,Verdere uitvoering van overeenkomst van opdracht binnenstadsmanager Vlaardingen t.b.v. continuering opdrachtverstrekking binnenstadsmanager.,28-05-2017,Vlaardingen,654,NL
2017,Q1,"Programma Onderwijs, economie en haven",Stichting Aanzet,24.000,Ja,Ja,Voorleesexpress.,29-05-2017,Vlaardingen,655,NL
2017,Q1,"Programma Onderwijs, economie en haven",UNIEK Kinderopvang B.V.,39.350,Nee,Nee,Eenmalige compensatie overhead kosten.,30-05-2017,Vlaardingen,656,NL
2017,Q1,"Programma Onderwijs, economie en haven",Komkids Kinderopvang b.v.,132.722,Ja,Ja,Peuterspeelzaalwerk.,31-05-2017,Vlaardingen,657,NL
2017,Q1,"Programma Onderwijs, economie en haven",Stichting Wijzer in Opvang,464.832,Ja,Ja,Peuterspeelzaalwerk 2017.,01-06-2017,Vlaardingen,658,NL
2017,Q1,Programma Sociaal domein,Minters,3.200,Nee,Nee,Onderzoek.,02-06-2017,Vlaardingen,659,NL
2017,Q1,Programma Sociaal domein,Minters,7.672,Ja,Ja,Extra inzet van de gezinsspecialist gedurende 28 weken x 4 uur.,03-06-2017,Vlaardingen,660,NL
2017,Q1,Programma Sociaal domein,Stichting Halt,7.905,Nee,Nee,Aanbieden van 35 lessen vuurwerkvoorlichting.,04-06-2017,Vlaardingen,661,NL
2017,Q1,Programma Sociaal domein,MEE ZHN (stichting VTV),8.100,Nee,Nee,"De subsidie omvat de inzet van een beweegcoach voor totaal 160 uur. De beweegcoach adviseert, ondersteunt, begeleidt en stimuleert bij een sportvraag van mensen met een beperking. De beweegcoach adviseert de sporter maar ook vooral de verenigingen en beheerders van accommodaties. De beweegcoach heeft een verbinding met  de wijkteams en werkt nauw samen met de buurtsportcoach aangepast sporten van stichting Vlaardingen in Beweging. De inzet draagt bij aan de versterking van de buurtsportcoach aangepast sporten als aan de sportcoaches/trainers van verenigingen. _x000D__x000D_Voor 2017 worden 10 individuele trajecten begeleid. Daarnaast organiseert de beweegcoach minimaal twee bijeenkomsten en 12 verenigingsbezoeken voor de versterking van het netwerk rondom aangepast sporten. De beweegcoach zal de sportconsulent van SportMee raadplegen daar waar meer deskundigheid nodig is inzake bewegen of daar waar afstemming noodzakelijk is bij cli‰nten die binnen de samenwerkende gemeentes van doen hebben.";05-06-2017;Vlaardingen;662;NL
2017,Q1,Programma Sociaal domein,Stichting Vlaardingen Geeft,11.250,Nee,Nee,Welzijnssubsidie: Opzetten en realiseren Vlaardings Inloophuis de Boei. In dit inloophuis worden activiteiten georganiseerd voor ontmoeting kankerpatienten en hun netwerk.,06-06-2017,Vlaardingen,663,NL
2017,Q1,Programma Sociaal domein,Slachtofferhulp Nederland regio Zuidwest,18.680,Nee,Nee,"Activiteiten op het gebied van slachtofferhulp; o.a. opvang na een delict, verkeersongeval en calamiteit, ondersteuning bij het verwerkingsproces; hulp bij schadeafhandeling; ondersteuning bij de afhandeling van een strafzaak; verwijzing naar netwerkpartners.",07-06-2017,Vlaardingen,664,NL
2017,Q1,Programma Sociaal domein,Stichting UN1EK - IKC de Ark,24.079,Nee,Nee,Inzet pedagogisch medewerker bij de uitvoering van de Familieklas. De subsidie is in 2016 bevoorschot.,08-06-2017,Vlaardingen,665,NL
2017,Q1,Programma Sociaal domein,Stichting VluchtelingenWerk Zuid-West Nederland locatie Vlaardingen,73.350,Ja,Ja,Taalcentrum Vlaardingen.,09-06-2017,Vlaardingen,666,NL
2017,Q1,Programma Sociaal domein,Cooperatie VlaardingenWerkt,88.000,Ja,Nee,"Inzamelen, sorteren, distribueren van huisraad en afleveren bij woning vergunninghouder, _x000D_het leveren van hand en spandiensten aan organisaties en initiatieven uit het netwerk, in orde maken van woningen, fietsenproject, project Thuis afgehaald.  _x000D_";10-06-2017;Vlaardingen;667;NL
2017,Q1,Programma Sociaal domein,Stichting Elckerlyc,170.000,Nee,Nee,Opvang en begeleiding in de voorziening plusvoorziening maatschappelijke opvang (mogelijk vervolg na opvang binnen de dak- en thuislozen opvang De Elementen).,11-06-2017,Vlaardingen,668,NL
2017,Q1,Programma Sociaal domein,MEE ZHN (stichting VTV),791.039,Ja,Ja,"Deelname in de 4 wijkteams middels inzet van 6,52 fte en het bieden van onafhankelijke cli‰ntondersteuning, zowel voor jeugd als volwassenen middels inzet van 1,44 fte. Het schuiven met de inzet van fte tussen wijkteam en onafhankelijke cli‰ntondersteuning kan alleen plaatsvinden in nauw overleg met Minters. _x000D_ Daarnaast bijdrage aan bovenregionale activiteiten, te weten integrale vroeghulp, crisishulpverlening, expertise netwerken en sociale kaart en inzet van een gedragsdeskundige ten behoeve van de professionals van de sociale wijkteams. Deze inzet omvat 150 uur._x000D__x000D_";12-06-2017;Vlaardingen;669;NL
2017,Q1,Programma Sport en Recreatie,Vlaardingse Reddingsbrigade,14.500,Nee,Nee,"Het organiseren en uitvoeren van de activiteiten in het kader van het reddend zwemmen ( uitgesloten zijn uw activiteiten voor het lesgeven A, B en C diploma).",13-06-2017,Vlaardingen,670,NL
2017,Q1,Programma Sport en Recreatie,Stichting YETS Foundation,14.950,Nee,Nee,"Activiteiten in het kader van voorkomen van maatschappelijke uitval onder kwetsbare jongeren (12-18 jaar) door deelnemers intensief te ondersteunen in hun sociaal-emotionele, cognitieve en gedragsmatige ontwikkeling door middel van sportactiviteiten._x000D_";14-06-2017;Vlaardingen;671;NL
2017,Q1,Programma Veiligheid en Handhaving,Stichting Vlaardingen in Beweging,30.000,Nee,Nee,Dit project richt zich de komende 2 jaar op sociaal maatschappelijke thema's voor inwoners van de Westwijk. Dit project richt zich in beginsel op de doelgroep 4-12 jarigen._x000D_In samenwerking met Voetbalvereniging DVO'32, onderwijs en de diverse maatschappelijke organisaties en instellingen wordt door de buurtsportcoach een programma aan sport en beweegactiviteiten opgezet. Deze activiteiten dragen bij aan een beter woon- en leefklimaat. Doelstelling van dit project is ondermeer het terugdringen van de jeugdoverlast in de Westwijk. Daarnaast is er aandacht voor een gezonde leefstijl, sociale cohesie en sportparticipatie. _x000D_";15-06-2017;Vlaardingen;672;NL
