FID,x,y,id,complex_naam,complex_code,dsk_kw_code,naam,omschrijving,beheerobjectsoort,aard,netwerk,route,relatie_tot_weg,rdx,rdy,stichtingsjaar,archiefcode,beheerder_instantieid,beheerder,beheerder_id,se_anno_cad_data,gdb_geomattr_data,shape
aquaduct.6349,178956,578918,9324,Richard Hageman Akwadukt,05H-113,05H-113-01,Richard Hageman Akwadukt,Aquaduct in het Van Harinxmakanaal,Aquaduct,Droog,HWN,N31,in RW,178.956,578.918,2015,05H-113-01,1686,RWS NN / NN District West,1686,,,POINT (178956 578918)
aquaduct.6361,103082,470004,9340,Ringvaart Aquaduct,31A-001,31A-001-04,Ringvaart Aquaduct,Oostelijk aquaduct  Ringvaart van de Haarlemmermeerpolder,Aquaduct,Droog,HWN,A4,in RW,103.082,470.004,2010,31A-001-04,1666,RWS WNN / WNN District Zuid,1666,,,POINT (103082 470004)
aquaduct.6438,33205,391724,9427,Dampoort,48B-119,48B-119-01,Dampoort,Aquaduct in het Kanaal door Walcheren,Aquaduct,Droog,HWN,N57,in RW,33.205,391.724,2011,48B-119-01,1673,RWS ZD / ZD District Zuid,1673,,,POINT (33205 391724)
aquaduct.6454,13000,305000,9450,Aquaducten,85K-100-02,85K-100-02-02,Aquaducten,v. 2010-11,Aquaduct,Droog,HWN,,,13,305,,85K-100-2,883,Nog niet bekend/Nog niet bekend,883,,,POINT (13000 305000)
aquaduct.7208,80212,401513,10361,Steenbergen aan Zee,43G-119,43G-119-01,Steenbergen aan Zee,Aquaduct in de Steenbergsche Haven,Aquaduct,Droog,HWN,A4,in RW,80.212,401.513,2013,43G-119-01,1682,RWS ZN / ZN District West,1682,,,POINT (80212 401513)
aquaduct.7220,95912,462515,10383,Limesaquaduct onder Oude Rijn,30H-171,30H-171-01,Oude Rijn,Limes Aquaduct in de Oude Rijn ,Aquaduct,Droog,HWN,A4,in RW,95.912,462.515,2011,30H-171-01,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (95912 462515)
aquaduct.7561,13000,305000,10784,Aquaducten,86K-100-02,86K-100-02-02,Aquaducten,v.1.3,Aquaduct,Droog,HWN,,,13,305,,86K-100-02,883,Nog niet bekend/Nog niet bekend,883,,,POINT (13000 305000)
aquaduct.7722,158822,576719,10946,N31 Traverse Harlingen,05G-118,05G-118-02,Akwadukt Van Harinxmakanaal,Aquaduct in het Van Harinxmakanaal,Aquaduct,Droog,HWN,N31,over RW,158.822,576.719,2017,05G-118-02,1686,RWS NN / NN District West,1686,,,POINT (158822 576719)
aquaduct.7767,132936,481819,10992,Vechtzicht,25H-118,25H-118-01,Vechtzicht,Aquaduct in de Vecht,Aquaduct,Droog,HWN,A1,in RW,132.936,481.819,2017,25H-118-01,1666,RWS WNN / WNN District Zuid,1666,,,POINT (132936 481819)
aquaduct.8267,90217,462726,11505,Knooppunt Ommedijk,30H-174,30H-174-04,Aquaduct Veenwatering,Aquaduct in de Veenwatering,Aquaduct,Droog,HWN,N434,niet RW,90.217,462.726,2018,30H-174-04,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (90217 462726)
