ZK_VOLGNR;SUBSIDIEJAAR;SUBSIDIEREGELING;NAAM_ACTIVITEIT_OF_PROJECTNAAM;RESULTAAT;VOORLOPIG_BEDRAG;DEFINITIEF_BEDRAG;AANVRAGER;KVK
3675079;2020;Amateurkunst en Cultuur;Jaarsubsidie;Verstrekt;;3.000;Vereniging Zaandijks Fanfare Corps;40617018
3675174;2020;Amateurkunst en Cultuur;Jaarsubsidie;Verstrekt;;2.655;Zaans Symfonie Orkest;40617376
3643078;2020;Amateurkunst en Cultuur;Jaarsubsidie;Verstrekt;;1.770;Toneelvereniging Rhetorica;40617390
3594570;2020;Amateurkunst en Cultuur;Jaarsubsidie;Verstrekt;;1.304;Stichting Roots aan de Zaan;57438935
3678577;2020;Amateurkunst en Cultuur;Jaarsubsidie;Verstrekt;;2.246;Stichting de Muziekkamer;41231932
3674620;2020;Amateurkunst en Cultuur;Jaarsubsidie;Verstrekt;;1.239;Dames barbershopkoor West Side Sound;40617878
3687195;2020;Amateurkunst en Cultuur;Jaarsubsidie;Verstrekt;;2.000;Koor Kaskedieze;34154939
3669205;2020;Amateurkunst en Cultuur;Jaarsubsidie;Verstrekt;;1.591;Stichting ZPINK - Woordkunst;73317977
3785749;2020;Amateurkunst en Cultuur;Jaarsubsidie;Verstrekt;;1.098;Stichting ter bevordering oude jazz Zaanstreek;41231533
3671987;2020;Amateurkunst en Cultuur;Jaarsubsidie;Verstrekt;;2.000;Krommenieer Schilderskring KSK80;40617609
3672009;2020;Amateurkunst en Cultuur;Jaarsubsidie;Verstrekt;;1.048;Stichting Recital;41231995
3864528;2020;Amateurkunst en Cultuur;Jaarsubsidie;Verstrekt;;1.475;Stichting Collegium Vocale;34191654
3706425;2020;Amateurkunst en Cultuur;Jaarsubsidie;Verstrekt;;3.000;Fanfare Onderling Genoegen;40617250
3673898;2020;Amateurkunst en Cultuur;Jaarsubsidie;Verstrekt;;910;Zaanse Big Band;40617725
3706418;2020;Amateurkunst en Cultuur;Jaarsubsidie;Verstrekt;;552;Koor Go4singing!;40617250
3751872;2020;Amateurkunst en Cultuur;Jaarsubsidie;Verstrekt;;3.000;Muziekvereniging Het Gilde;40618104
3670815;2020;Amateurkunst en Cultuur;Jaarsubsidie;Verstrekt;;1.786;Popkoor Vocal Invention;40618206
3675126;2020;Amateurkunst en Cultuur;Jaarsubsidie;Verstrekt;;1.917;Theatergroep Assendelft;40618228
3844022;2020;Amateurkunst en Cultuur;Jaarsubsidie;Verstrekt;;1.500;TV Steeds Voorwaarts;40617679
3718910;2020;Amateurkunst en Cultuur;Jaarsubsidie;Verstrekt;;3.000;Muziekvereniging Crescendo Assendelft ;40617216
3718864;2020;Amateurkunst en Cultuur;Jaarsubsidie;Verstrekt;;3.000;Christelijke muziekvereniging Soli Deo Gloria;40617123
3847740;2020;Amateurkunst en Cultuur;Jaarsubsidie;Verstrekt;;581;Historische Vereniging Koog Zaandijk;34319259
3674924;2020;Amateurkunst en Cultuur;Jaarsubsidie;Verstrekt;;3.000;Het Saens Harmonie-orkest;34167803
3857927;2020;Amateurkunst en Cultuur;Jaarsubsidie;Verstrekt;;1.516;zangkoor 't Zingt Geheid;34187470
3674799;2020;Amateurkunst en Cultuur;Jaarsubsidie;Verstrekt;;2.876;Het Zaans Showorkest;2619180
3676974;2020;Amateurkunst en Cultuur;Jaarsubsidie;Verstrekt;;1.770;A-capellakoor Cantabile;40617624
3697408;2020;Amateurkunst en Cultuur;Jaarsubsidie;Verstrekt;;3.000;Jeugdharmonie NUEVO;34143555
3648520;2020;Amateurkunst en Cultuur;Jaarsubsidie - Alma Musica Koor;Verstrekt;;1.602;Gemengd Koor Alma Music;35030911
3665825;2020;Amateurkunst en Cultuur;Jaarsubsidie - Oude Muziek in de Zuidervermaning;Verstrekt;;1.757;Stichting Zuidervermaning Westzaan;72585102
3863286;2020;Amateurkunst en Cultuur;Jaarsubsidie - 130 jarig bestaan - Jubileumconcert;Verstrekt;;1.622;Gemengde Zangvereniging Daniel de Lange;40617676
3851069;2020;Amateurkunst en Cultuur;Kinderkoningsdag wormerveer;Verstrekt;;1.934;Stichting Kinderkoningsdag Wormerveer;70680329
3252633;2020;Amateurkunst en Cultuur;Musical Carpe Noctem;Verstrekt;;4.095;Zaanlands Lyceum   OVO Zaanstad;34239246
4158465;2020;Amateurkunst en Cultuur;Nazomerfeest & Halloween (Westerwatering);Verstrekt;;300;Vereniging Kinderboerderij De Veldmuis;40618030
4157806;2020;Amateurkunst en Cultuur;New Moon Orchestra, muziek van overal, voor iedereen!;Verstrekt;;5.000;Stichting FluXus centrum voor de Kunsten Zaanstad;34130291
4153330;2020;Amateurkunst en Cultuur;Platform aan de Zaan avonden op 31 augustus 2020 en 5 oktober 2020 ;Verstrekt;;1.500;Platform aan de Zaan ;41211443
3708339;2020;Amateurkunst en Cultuur;Play-in OrkestZ met coaches Metropole Orkest;Verstrekt;;1.966;Stichting Samenwerkende Zaanse Muziekverenigingen;59583819
3872714;2020;Amateurkunst en Cultuur;Projectplan 2020 Nederlandse componisten;Verstrekt;;1.504;Vocaal Ensemble Intermezzo;35030754
4153608;2020;Amateurkunst en Cultuur;Sounds Like Juggling;Verstrekt;;5.000;Stichting Goed Bezig!;62415174
4480215;2020;Amateurkunst en Cultuur;Theatercompagnie Nicole & Martin;Verstrekt;;4.000;Vrije school Zaanstreek;37097108
3709731;2020;Amateurkunst en Cultuur;Vrouwen met LEF;Verstrekt;;1.529;Vereniging Popkoor LEF!;51289636
3673932;2020;Amateurkunst en Cultuur;Westzaans Dameskoor;Verstrekt;;1.622;Westzaans Dameskoor;40617227
3909053;2020;Amateurkunst en Cultuur;ZaanFolk Festival 2020;Verstrekt;;1.758;Stichting ZaanFolk;67515649
3869249;2020;Amateurkunst en Cultuur;Zomerfeest 2020;Verstrekt;;1.900;Stichting De Groote Weiver;41231603
3705982;2020;Amateurkunst en Cultuur;100 jarig bestaan Soli Koog Zaandijk;Verstrekt;;1.900;Chr. Harmonie Soli Koog Zaandijk;40617201
4491194;2020;Amateurkunst en Cultuur;3x10 Festival;Verstrekt;;3.752;Stichting Theatermijn;56569157
4491061;2020;Amateurkunst en Cultuur;Kerstshow KLEUR;Verstrekt en Lager vastgesteld;;2.150;Jozephine Music;34351970
3712721;2020;Amateurkunst en Cultuur;Mens durf te lezen! De literaire salon van de Zaanstreek;Verstrekt en Vastgesteld op nul;;0;Stg It Happened One Night Theaterproducties;56014899
3725455;2020;ASV;Jeugdhulp Blijfgroep Wormerveer;Verleend;151.545;;Stichting Altra;41211784
3720296;2020;ASV;Open de voordeur;Verleend;71.958;;GGD Zaanstreek-Waterland;34370893
3675667;2020;ASV;Zaanbochtrun;Verleend;10.000;;Trifun Events - Stichting Zaanbochtrun i.o.;34133888
4634283;2020;ASV;Het Klusloket;Verstrekt;;3.600;Stichting Surant;39100813
3940092;2020;ASV Buitenruimte, vastgoed en bereikbaarheid;huur Sporthal Zaanlands West;Verleend;6.622;;Stichting Exploitatie en Beheer Volleuhal   &#40; SEBV&#41
3472690;2020;ASV Cultuur;Exploitatie Filmtheater De Fabriek;Verleend;195.841;;Stichting Zaans Filmtheater De Fabriek;41231505
3476409;2020;ASV Cultuur;exploitatie structurele subsidie Stichting Zaans Museum;Verleend;1.511.058;;Stichting Zaans Museum;41232299
3472707;2020;ASV Cultuur;Exploitatiesubside Stichting Monet in Zaandam;Verleend;70.309;;Stichting Monet in Zaandam;50024949
3330997;2020;ASV Cultuur;Exploitatiesubsidie Zaantheater;Verleend;2.800.042;;Zaantheater;41232366
3663350;2020;ASV Cultuur;Ballroom Blitz;Verleend en Vastgesteld conform;;13.000;Stichting FluXus, Centrum voor de Kunsten Zaanstad;34130291
3511704;2020;ASV Cultuur;Herdenkingsconcert 75 jaar einde WOII op 4 mei;Verleend en Vastgesteld op nul;;0;Christelijke Oratorium Vereniging Zaanstreek;40617193
2462146;2020;ASV Economie;Opzetten en uitbouwen  JINC Zaanstreek;Verleend;30.000;;JINC;34192085
3277284;2020;ASV Jeugd en Zorg;Preventie Halt;Verleend;40.000;;Stichting Halt;41131575
3969206;2020;ASV Maatschappelijke ontwikkeling;Activiteitenplan Choku 2020;Verleend;20.000;;Stichting Choku;41231326
4497387;2020;ASV Maatschappelijke ontwikkeling;Coronasubsidie Zaantheater;Verleend;229.000;;Zaantheater;41232366
4444900;2020;ASV Maatschappelijke ontwikkeling;Filmtheater De Fabriek;Verleend;29.000;;Stichting Zaans Filmtheater De Fabriek;41231505
3486585;2020;ASV Maatschappelijke ontwikkeling;Jaarsubsidie FluXus;Verleend;2.483.103;;Stichting FluXus, Centrum voor de Kunsten Zaanstad;34130291
4449341;2020;ASV Maatschappelijke ontwikkeling;Project Eurowijzer;Verleend;12.250;;Stichting Vluchtelingenwerk West en Midden-Nederland;67069339
4544445;2020;ASV Maatschappelijke ontwikkeling;Taal en Talent Kleurrijk 2020;Verleend;7.000;;DOCK Amstel en Zaan;41135636
4808611;2020;ASV Maatschappelijke ontwikkeling;Zaanse Uitdaging;Verleend;10.000;;Zaans Uitdaging;66045843
4422130;2020;ASV Maatschappelijke ontwikkeling;Cofinanciering Gemeente Zaanstad;Verstrekt;;113.000;Stichting Zaans Museum;41232299
4600642;2020;ASV Maatschappelijke ontwikkeling;instand houding van de Dorpsbus in Westzaan;Verstrekt;;4.230;st. Dorpsbus Westzaan;63297418
3668683;2020;ASV Maatschappelijke voorzieningen;Behartigen en educatie natuur en milieu in de Zaanstreek;Verleend;6.000;;Kontakt Milieubeer Zaanstreek;40617136
3691347;2020;ASV Maatschappelijke voorzieningen;de Sluis, taalcafé en meer;Verleend;35.000;;Stichting Zaandamse Gemeenschap werkcommissie vluchtelingen Zaanstad;41231166
3470629;2020;ASV Maatschappelijke voorzieningen;maatschappelijke en juridische begeleiding statushouders;Verleend;255.533;;Vluchtelingenwerk West en Midden - Nederland;67069339
3471336;2020;ASV Maatschappelijke voorzieningen;NewBees ;Verleend;140.000;;NewBees;65443101
3468528;2020;ASV Maatschappelijke voorzieningen;Zaankanters Voor Elkaar;Verleend;397.000;;SMD Zaanstreek/Waterland;37093892
3470195;2020;ASV Maatschappelijke voorzieningen;Zaans Natuur & Milieu Centrum (natuur- en milieu educatie);Verleend;444.400;;Zaans Natuur & Milieu Centrum;41232139
3415658;2020;ASV Maatschappelijke voorzieningen;Vrijwilligerswerkgroep Krommenieer Woudpolder;Verstrekt;;150;St Krommenieer Woudpolder;62641735
4188043;2020;ASV Onderwijs, jeugd en zorg;Brede School Academie;Verleend;259.640;;Stichting Zaan Primair;34317620
4579816;2020;ASV Onderwijs, jeugd en zorg;Brede school activiteiten;Verleend;80.642;;Stichting FluXus, Centrum voor de Kunsten Zaanstad;34130291
4569842;2020;ASV Onderwijs, jeugd en zorg;OAB PO schooljaar 2020-2021;Verleend;133.204;;Stichting Interregionaal Onderwijs Zaanstad;35031291
4187961;2020;ASV Onderwijs, jeugd en zorg;OAB subsidie;Verleend;781.655;;Stichting Zaan Primair;34317620
4112023;2020;ASV Onderwijs, jeugd en zorg;Subsidie aanvraag OAB 2020-2021;Verleend;610.895;;Stichting Agora;34149420
4160769;2020;ASV Onderwijs, jeugd en zorg;Verlengde leertijd Poelenburg/Peldersveld;Verleend;525.000;;Stichting Agora;34149420
3929137;2020;ASV Onderwijs, jeugd en zorg;Verlengde leertijd scholen PO Poelenburg - Peldersveld;Verleend;323.077;;Stichting Agora;34149420
4188079;2020;ASV Onderwijs, jeugd en zorg;Zomerschool 2020;Verleend;172.000;;Stichting Zaan Primair ;34317620
4183657;2020;ASV Onderwijs, jeugd en zorg;075 Heroes;Verleend en Vastgesteld conform;;19.200;JJ Holding;34229643
4343057;2020;ASV Onderwijs, jeugd en zorg;Maatschappelijke Opvang omtrent COVID-19;Verstrekt;;110.089;Leger des Heils Noord Holland;41208154
4741700;2020;ASV Onderwijs, jeugd en zorg;Taaltassen;Verstrekt;;5.000;PeuterTuin;63303515
4753568;2020;ASV Overig;Bijdrage uit MRA noodfonds cultuur;Verleend;47.593;;Stichting FluXus, Centrum voor de Kunsten Zaanstad;34130291
4338238;2020;ASV Overig;Molenmuseum - Wereld van Windmolens;Verleend;250.000;;Vereniging De Zaansche Molen;40617195
4545643;2020;ASV Overig;Nieuwe locatie techniek campus aan de Aris van Broekweg als onderdeel van de Zaancampus;Verleend;1.152.606;;Centrum voor Technische Bedrijfsopleidingen Kop van Noord-Holland B.V.;37064498
4755389;2020;ASV Overig;schade COVID-19;Verleend;18.730;;Stichting De Groote Weiver;
4216503;2020;ASV Overig;Stichting Present;Verleend;12.000;;Stichting Present Zaanstareek;34359833
4701691;2020;ASV Overig;Subsidie ter compensatie van geleden schade als gevolg van de maatregelen COVID-19;Verleend;659.729;;Vereniging De Zaansche Molen;40617195
3993863;2020;ASV Overig;DELA Eredivisie Beach 2020;Verleend en Vastgesteld conform;;25.000;Sportworx Nederland B.V.;73139300
4359811;2020;ASV Overig;Onafhankelijke Client Ondersteuners;Verstrekt;;1.500;Stichting MOE Nederland;63297000
4759788;2020;ASV Overig;Renovatie schoolplein De Jagersplas;Verstrekt;;5.000;OBS De Jagersplas;34317620
4226966;2020;ASV Overig;Stichting Jottem!;Verstrekt;;4.000;Stichting Jottem!;41232247
4016207;2020;ASV Overig;tegemoetkoming kosten gezinsherenigingsprocedure;Verstrekt;;5.000;Stg Vluchtelingenwerk WEst en Midden-Nederland;67069339
4580386;2020;ASV Overig;Veiligheidsproject op scholen;Verstrekt;;75.000;Coöperatief Samenwerkingsverband Passend Onderwijs VO Zaanstreek;58754105
3373496;2020;ASV Realisatie en beheer;Behoud en beheer openbare ruimte;Verleend;198.285;;Stichting de Zaanse Schans;35027169
3469176;2020;ASV Realisatie en beheer;WilhelminaPark Wormerveer;Verleend;83.645;;WilhelminaPark Wormerveer;2618266
3893381;2020;ASV Werk, inkomen en economie;clientondersteuning 2020 Odibaan Zaanstad;Verleend;13.500;;Stichting Odion;41231857
4744237;2020;ASV Werk, inkomen en economie;Stichting Voedsel Verbindt;Verleend;23.000;;Stichting Voedsel Verbindt;74667165
4073278;2020;ASV Werk, inkomen en economie;Textiles2textiles ICCT;Verleend;50.000;;Textiles2textiles BV;77191579
4793637;2020;ASV Werk, inkomen en economie;Verhuizing en innovatie Food Proces Tech Campus (FPTC);Verleend;80.000;;Stichting Food & Proces Tech Campus;34164323
3900208;2020;ASV Werk, inkomen en economie;Bèta&Tech Experience;Verleend en Vastgesteld conform;;70.000;Stichting Bèta&amp;Tech Experience 
4224027;2020;ASV Werk, inkomen en economie;Schuldhulpmaatje i.c. bijstaan van burgers van Zaanstad bij het oplossen van schulden;Verstrekt;;4.750;Stichting Voor Elkaar Zaanstad;68502702
3690765;2020;BIZ bedrijveninvesteringszone;BIZ bijdrage ;Verleend;177.450;;Stichting BIZ Zaandam;71497447
3747694;2020;Buurthuizen;Aanvraag subsidie 2020  buurthuizen;Verleend;52.330;;De bovenkruier;
3708752;2020;Buurthuizen;Activiteiten 2020;Verleend;9.800;;Stichting Buurtcntrum de Vuister;
3659179;2020;Buurthuizen;Buurt en Speeltuinvereniging Blok;Verleend;6.300;;Buurt en Speeltuinvereniging Blok;
3807452;2020;Buurthuizen;Buurtcentrum A 3  Assendelft;Verleend;9.535;;Stichting Buurtcentrum A3;
3667220;2020;Buurthuizen;buurthuis;Verleend;70.007;;Stichting Bewonersinitiatief Rosmolenwijk;
3675009;2020;Buurthuizen;diverse kinder-, jeugd- en volwassenenactiviteiten 2020 en exploitatietekort;Verleend;20.315;;buurt- en speeltuinvereniging het Havenkwartier;
3682247;2020;Buurthuizen;Exploitatie Stichting Dorpshuis West-Knollendam;Verleend;8.313;;Stichting Dorpshuis West-Knollendam;
3688611;2020;Buurthuizen;mogelijk maken van buurtinitiatieven en exploiteren buurthuis, bekostigen personeel ;Verleend;91.914;;Stichting Bewonersinitiatief Buurtcentrum Wormerveer;
3699261;2020;Buurthuizen;Organiseren jeugd- en seniorenactiviteiten in het dorpshuis;Verleend;10.392;;Stichting Dorpshuis De Horn Krommeniedijk;
4114451;2020;Buurthuizen;Sociaal Maatschappelijke Buurtgerichte activiteiten;Verleend;6.279;;Buurtcentrum De Zeskanter;
3649807;2020;Buurthuizen;subsidie  2020;Verleend;16.850;;St.expl. dorpshuis de Kwaker;
3659578;2020;Buurthuizen;subsidie buurthuizen Zaanstad;Verleend;44.000;;Stichting buurtcentrum De Pelikaan;
3677475;2020;Buurthuizen;Vereniging De Bloesem;Verleend;33.900;;Vereniging De Bloesem;
3670372;2020;Buurthuizen;Wijkcentrum Dirk Prins;Verleend;18.250;;wijkcentrum Dirk prins;
3675165;2020;Evenementen;Foodfestival aan de Zaan;Verleend;16.790;;Foodfestival aan de Zaan;69553106
3672148;2020;Evenementen;Haltpop 2020;Verleend;37.630;;Stichting Haltpop;34384992
3681956;2020;Evenementen;Optimist on tour 2020;Verleend;24.304;;Stad aan de Zaan;62914510
3678651;2020;Evenementen;PinksterZaan;Verleend;12.485;;Stichting PinksterZaan;60687851
3678558;2020;Evenementen;Slag om de Zaan 2020;Verleend;20.000;;Stichting Zaanslag;815669951
3678627;2020;Evenementen;Zaans Film Festival;Verleend;45.922;;Stichting Zaans-Licht;75787652
3678601;2020;Evenementen;Festival BouleVaart;Verleend en Lager vastgesteld;;3.300;Stichting BouleVaart;61976024
3678609;2020;Evenementen;Kinderboekenmarkt op reis;Verleend en Lager vastgesteld;;8.688;Stichting Oeverloos;34261160
3678432;2020;Evenementen;Zaanse UITmarkt;Verleend en Lager vastgesteld;;4.300;St. UITdeZaanstreek;68638760
3681988;2020;Evenementen;Hembrug Happening;Verleend en Vastgesteld conform;;40.000;Stichting Halte Hembrug;60847654
3678448;2020;Evenementen;IFIKZ ;Verleend en Vastgesteld conform;;44.487;Stichting Zaanse Industriecultuur;62290312
3635739;2020;Evenementen;Koningsdag Westzaan 2020;Verstrekt;;1.300;Westzaanse Gemeenschap;40617227
3705998;2020;Evenementen;Sinterklaas intocht Wormerveer;Verstrekt;;2.000;Stichting Vrienden van Sint Nicolaas Wormerveer;34282591
3468411;2020;Geweld in afhankelijkheidsrelaties;Blijf Groep;Verleend;1.300.000;;Stichting Blijf Groep;34126509
3777281;2020;Geweld in afhankelijkheidsrelaties;THV en THG;Verleend;172.000;;Reclassering Nederland;20758219
3773234;2020;Geweld in afhankelijkheidsrelaties;Uitvoering Tijdelijk Huisverboden;Verleend;122.000;;Stichting Maatschappelijke Dienstverlening Zaanstreek-Waterland;37093892
3804155;2020;Geweld in afhankelijkheidsrelaties;Zorgcoördinatie mensenhandel Noord-Holland;Verleend;46.000;;HVO-Querido;34148173
3752195;2020;Harmonisatie;peutergroep Windekind van de Vlinderboom op school;Verleend;13.824;;de Vlinderboom op school bv;60489723
3615784;2020;Harmonisatie;Peuteropvang Zaanstad B.V. ;Verleend;1.594.404;;Peuteropvang Zaanstad B.V.;63094754
3483879;2020;Harmonisatie;Peuterspelen Vroeg Voorschoolse Educatie Boefje/cbs de Evenaar;Verleend;111.283;;Kinderopvang Boefje/cbs de Evenaar;73564915
3629142;2020;Harmonisatie;Subsidie PeuterTuin 2020;Verleend;1.967.460;;PeuterTuin BV;63303515
3612969;2020;Harmonisatie;VVE-plaatsen en peuterplaatsen 2020;Verleend;335.718;;Freekids Peuterzorg B.V;34151112
4510418;2020;Instandhouding erfgoed;De Os;Verleend;2.000;;;
4380797;2020;Instandhouding erfgoed;Groene Bark, BedrijvigeBij;Verleend;6.600;;BedrijvigeBij bv;
4262795;2020;Instandhouding erfgoed;Herbouw kapberg ;Verleend;6.600;;;
4654972;2020;Instandhouding erfgoed;Houtzaagmolen De Gekroonde Poelenburg;Verleend;2.000;;Vereniging De Zaansche Moln;
4259930;2020;Instandhouding erfgoed;Juliana;Verleend;6.600;;BedrijvigeBij bv;
4534937;2020;Instandhouding erfgoed;loods en wagenmakerij  ;Verleend;6.222;;Coöperatie de Hemburgers;
4749828;2020;Instandhouding erfgoed;Meelmolen De Bleeke Dood;Verleend;4.995;;De Zaansche Molen;
4655158;2020;Instandhouding erfgoed;Oliemolen De Bonte Hen;Verleend;1.620;;Vereniging De Zaansche Molen;
3839328;2020;Instandhouding erfgoed;Oliemolen Het Pink;Verleend;5.000;;De Zaansche Molen;
4286272;2020;Instandhouding erfgoed;Onderhoud buitenkant;Verleend;2.820;;;
4263058;2020;Instandhouding erfgoed;"Pakhuis ""De Wildeboer""";Verleend;4.429;;;
4654918;2020;Instandhouding erfgoed;Papiermolen De Schoolmeester;Verleend;2.000;;Vereniging De Zaansche Molen;
4655031;2020;Instandhouding erfgoed;Pelmolen Het Prinsenhof;Verleend;2.000;;Vereniging De Zaansche Molen;
4684358;2020;Instandhouding erfgoed;PWN terrein;Verleend;7.000;;ZVH;
4655091;2020;Instandhouding erfgoed;Specerijmolen De Huisman;Verleend;1.660;;Vereniging De Zaansche Molen;
4533412;2020;Instandhouding erfgoed;Transformatorhuis/ Ketelhuis;Verleend;5.445;;Coöperatie de Hemburgers;
4655131;2020;Instandhouding erfgoed;Verfmolen  De Kat;Verleend;2.000;;Vereniging De Zaansche Molen;
3832539;2020;Instandhouding erfgoed;De Machinekamer;Verleend en Vastgesteld conform;;1.731;De Machinekamer - drijfwerk group;
4185709;2020;Instandhouding erfgoed;Nicolaaskerk te Krommenie;Verleend en Vastgesteld conform;;12.000;Protestantse Gemeente te Krommenie;
3675030;2020;Instandhouding erfgoed;Pakhuis De Dekker;Verleend en Vastgesteld conform;;2.499;Ver Onderhoud Instandhouding Pakhuis de Dekker;
4567565;2020;Instandhouding erfgoed;Stolpboerderij Melkhuisje ;Verleend en Vastgesteld conform;;2.845;;
4203074;2020;Instandhouding erfgoed;Wormerveer;Verleend en Vastgesteld conform;;6.600;;
3911582;2020;Jobcoach (extern);Algemeen allround medewerker;Verstrekt;;1.115;C.H. Lafeber Consultancy;
4039052;2020;Jobcoach (intern);assistent medewerker begeleider;Verleend;1.151;;;
4181980;2020;Jubileum;25 jarig jubileum;Verstrekt;;250;Stichting Jottem!;41232247
3978408;2020;Jubileum;25-jarig jubileum;Verstrekt;;250;Popkoor Vocal Invention;40618206
4533340;2020;Loonkostensubsidie;Aankomend Verkoop-Kassamedewerker;Verleend;2.510;;DEEN WINKELS BV;
4528067;2020;Loonkostensubsidie;Aankomend verkoopmedewerker;Verleend;1.150;;A.S. Watson (Health & Beauty Continental Europe) B.V.;
4609968;2020;Loonkostensubsidie;Administratief Medewerker;Verleend;6.050;;Pernu;
4167586;2020;Loonkostensubsidie;agrarisch medewerker;Verleend;12.676;;De Koebel;
4709779;2020;Loonkostensubsidie;Algemeen medewerker;Verleend;9.411;;Rederij Kees;
4374854;2020;Loonkostensubsidie;algemeen medewerker ;Verleend;16.313;;Het Goed;
5105706;2020;Loonkostensubsidie;algemeen medewerker ;Verleend;11.574;;Stichting Het Goed;
4705785;2020;Loonkostensubsidie;Algemeen werknemer;Verleend;3.361;;Centraal Exclusief B.V.;
4727695;2020;Loonkostensubsidie;assistent begeleider dagbesteding;Verleend;5.258;;Maison Thuiszorg B.V;
4731429;2020;Loonkostensubsidie;assistent finishing operator;Verleend;17.209;;Scanlaser BV;
4705423;2020;Loonkostensubsidie;Assistent HR Ontwikkeling, Werving & Selectie;Verleend;2.940;;GVB Exploitatie BV;
4447382;2020;Loonkostensubsidie;assistent medewerker receptie;Verleend;3.308;;Doopsgezind zorgcentrum het Mennistenerf;
4656953;2020;Loonkostensubsidie;Autopoetser;Verleend;3.227;;AUTO POETS CENTRALE ZAANSTAD;
4520903;2020;Loonkostensubsidie;Autopoetser;Verleend;10.275;;SternPoint B.V.;
4495771;2020;Loonkostensubsidie;Banketbakker;Verleend;4.741;;Banketbakkerij de Wijn;
4586863;2020;Loonkostensubsidie;BBL-leering;Verleend;6.685;;Gemeente Zaanstad;
4587135;2020;Loonkostensubsidie;BBL-leerling;Verleend;6.722;;Gemeente Zaanstad;
4587241;2020;Loonkostensubsidie;BBL-leerling;Verleend;5.450;;Gemeente Zaanstad;
4810790;2020;Loonkostensubsidie;chauffeur/bijrijder;Verleend;9.948;;Stichting Noppes zaanstreek/waterland;
