FID,omschr,doorrijhgt,invent_oms,wegdeelltr,kmtr,wegnummer,fk_veld4,ibn,gdb_geomattr_data,shape
kunstoverweg_kenmerk.29,Viaduct,0,VIAD.'WITTE BERGEN'I/D GOOYERGRACHT ZUID,R,28.80699921,001,PKK0000089500,I,,POINT (144328.5095999986 472144.84959999844)
kunstoverweg_kenmerk.30,Viaduct,0,VIAD. I/H METROSPOOR EN EEN FIETSBRUG,R,44.0019989,004,PKK0000091000,I,,POINT (87136.45089999959 454492.8381999992)
kunstoverweg_kenmerk.31,Brug,0,BRUG O/D,R,68.19999695,002,PKK0000067762,I,,POINT (132889.27749999985 448734.98580000177)
kunstoverweg_kenmerk.32,Viaduct,0,VIAD.,R,11.43999958,009,PKK0000077573,I,,POINT (124423.92509999871 479166.61080000177)
kunstoverweg_kenmerk.33,Viaduct,0,VIAD. I/D RW. 14,R,27.28300095,044,PKK0000078920,I,,POINT (84524.95899999887 457958.59800000116)
kunstoverweg_kenmerk.34,Viaduct,0,VIAD. I/D RW. 14,R,27.28300095,044,PKK0000078922,I,,POINT (84524.95899999887 457958.59800000116)
kunstoverweg_kenmerk.35,Viaduct,0,VIAD.I/D TUSSENRING =N703,R,56.55500031,006,PKK0000079544,I,,POINT (148289.18459999934 487400.6832000017)
kunstoverweg_kenmerk.36,Viaduct,0,VIAD.I/D TUSSENRING =N703,R,56.57400131,006,PKK0000079545,I,,POINT (148298.71939999983 487417.1174999997)
kunstoverweg_kenmerk.37,Viaduct,0,VIAD.I/D KERNHOOFDWEG IV =S105,R,58.85400009,006,PKK0000079546,I,,POINT (150037.03779999912 488844.62480000034)
kunstoverweg_kenmerk.38,Viaduct,0,VIAD.I/D TUSSENRING =N703,R,56.56299973,006,PKK0000079547,I,,POINT (148338.11620000005 487372.94000000134)
kunstoverweg_kenmerk.39,Viaduct,0,VIAD.I/D TUSSENRING =N703,R,56.58800125,006,PKK0000079548,I,,POINT (148350.97100000083 487394.3817999996)
kunstoverweg_kenmerk.40,Viaduct,0,VIAD.I/D VBW.h ='KP.ALMERE',R,57.45500183,006,PKK0000079549,I,,POINT (148887.34569999948 488052.5736999996)
kunstoverweg_kenmerk.41,Viaduct,0,VIAD.I/D KERNHOOFDWEG IV =S105,R,58.85900116,006,PKK0000079550,I,,POINT (150058.7083999999 488809.6314000003)
kunstoverweg_kenmerk.42,Viaduct,0,FIETS-VOETG.VIAD.,R,9.05700016,009,PKK0000079974,I,,POINT (126512.97599999979 480082.14339999855)
kunstoverweg_kenmerk.43,Viaduct,0,VIAD.'BUREVELD'I/D UNIVERSITEITSWEG,R,2.25999999,028,PKK0000080417,I,,POINT (140780.97150000185 456038.96510000154)
kunstoverweg_kenmerk.44,Viaduct,0,VIAD.'BUREVELD'I/D UNIVERSITEITSWEG,R,2.2809999,028,PKK0000080418,I,,POINT (140801.93290000036 456037.69299999997)
kunstoverweg_kenmerk.45,Viaduct,0,VIAD.'OOSTBROEK'I/D BUNNIKSEWEG,R,2.73000002,028,PKK0000080419,I,,POINT (141249.2291000001 456012.1816999987)
kunstoverweg_kenmerk.46,Viaduct,0,FIETSBRUG,R,37.97800064,016,PKK0000080694,I,,POINT (104102.34290000051 421186.4897999987)
kunstoverweg_kenmerk.47,Viaduct,0,VIAD.IN RW.3,R,38.49000168,016,PKK0000080696,I,,POINT (103999.41959999874 420703.19209999964)
kunstoverweg_kenmerk.48,Viaduct,0,VIAD.'ALIDA 2017'IN RW.  9 (VBW. t) ='KP.HOLENDRECHT',R,34.79399872,002,PKK0000081202,I,,POINT (124307.54600000009 479142.9283999987)
kunstoverweg_kenmerk.49,Viaduct,0,VIAD.'ALIDA 2017'IN RW.  9 (R.RIJB.) ='KP.HOLENDRECHT',R,34.81499863,002,PKK0000081203,I,,POINT (124317.88479999825 479124.6501000002)
kunstoverweg_kenmerk.50,Viaduct,0,VIAD.'ALIDA 2017',R,34.82600021,002,PKK0000081204,I,,POINT (124323.09789999947 479114.96389999986)
kunstoverweg_kenmerk.51,Viaduct,0,VIAD.'SNIPWIJK 2017'IN VBW.g ='KP.HOLENDRECHT',R,35.24399948,002,PKK0000081205,I,,POINT (124514.93149999902 478741.3541000001)
kunstoverweg_kenmerk.52,Viaduct,0,FIETSBRUG I/H MEIBERGPAD,R,35.66899872,002,PKK0000081206,I,,POINT (124708.90590000153 478362.1048000008)
kunstoverweg_kenmerk.53,Viaduct,0,VIAD.'ALIDA 2017'IN RW.  9 (VBW. t) ='KP.HOLENDRECHT',R,34.81000137,002,PKK0000081209,I,,POINT (124261.35599999875 479095.8814000003)
kunstoverweg_kenmerk.54,Viaduct,0,VIAD.'ALIDA 2017'IN RW.  9 (R.RIJB.) ='KP.HOLENDRECHT',R,34.82699966,002,PKK0000081210,I,,POINT (124267.8564000018 479080.17610000074)
kunstoverweg_kenmerk.55,Viaduct,0,VIAD.'ALIDA 2017',R,34.84000015,002,PKK0000081211,I,,POINT (124272.57919999957 479068.06430000067)
kunstoverweg_kenmerk.56,Viaduct,0,FIETS-VOETG.VIAD.,R,9.15400028,009,PKK0000081259,I,,POINT (126441.23279999942 479990.25869999826)
kunstoverweg_kenmerk.57,Viaduct,0,VIAD. I/D RW 012,R,133.74099731,012,PKK0000081262,I,,POINT (195489.46930000186 443939.81599999964)
kunstoverweg_kenmerk.58,Viaduct,0,VIAD.I/D TIELSESTRAAT FIETSBRUG,R,155.71400452,015,PKK0000081289,I,,POINT (181991.32759999856 435073.51209999993)
kunstoverweg_kenmerk.59,Viaduct,0,VIAD.I/D TIELSESTRAAT,R,155.72200012,015,PKK0000081290,I,,POINT (181997.92330000177 435068.98490000144)
kunstoverweg_kenmerk.60,Viaduct,0,VIAD.I/D TIELSESTRAAT FIETSBRUG,R,155.72799683,015,PKK0000081291,I,,POINT (182002.8702000007 435065.58940000087)
kunstoverweg_kenmerk.61,Viaduct,0,VIAD. METRO,R,50.72000122,015,PKK0000081921,I,,POINT (86246.83320000023 432341.9470999986)
kunstoverweg_kenmerk.62,Viaduct,0,VIAD. I/D RW 15 VBW. g,R,63.63000107,015,PKK0000081925,I,,POINT (98613.64220000058 431850.373300001)
kunstoverweg_kenmerk.63,Viaduct,0,VIAD.I/D RW.4 R.Rijb.,R,50.67699814,015,PKK0000082432,I,,POINT (86092.40900000185 432110.8055000007)
kunstoverweg_kenmerk.64,Viaduct,0,VIAD.IN VBW.g ='KP.OUDENRIJN',R,64.08899689,002,PKK0000082838,I,,POINT (133193.6147999987 452773.11290000007)
kunstoverweg_kenmerk.65,Brug,0,BRUG O/D,R,68.26799774,002,PKK0000082839,I,,POINT (132773.1127000004 448634.34420000017)
kunstoverweg_kenmerk.66,Brug,0,VIAD. O/D,R,68.29399872,002,PKK0000082840,I,,POINT (132774.5159999989 448608.382100001)
kunstoverweg_kenmerk.67,Viaduct,0,"VIAD.""KERKWEG""I/D REIJERSCOPSE OVERGANG",R,50.11800003,012,PKK0000082893,I,,POINT (126146.47740000114 454803.31610000134)
kunstoverweg_kenmerk.68,Viaduct,0,VIAD.IN VBW.g ='KP.LUNETTEN',R,70.58200073,027,PKK0000082948,I,,POINT (138317.30490000173 451675.21829999983)
kunstoverweg_kenmerk.69,Viaduct,0,VIAD.I/D NIEUWE HOUTENSEWEG,R,71.79499817,027,PKK0000082949,I,,POINT (138394.47839999944 452881.1821000017)
kunstoverweg_kenmerk.70,Viaduct,0,VIAD.'DE KNAPSCHINKEL'I/D SPOORWEG UTRECHT 's-H'BOSCH,R,71.83499908,027,PKK0000082950,I,,POINT (138404.60830000043 452918.8247999996)
kunstoverweg_kenmerk.71,Viaduct,0,VIAD.'MEREVELD'I/D TUSSEN DE RAILS,R,77.27500153,027,PKK0000082951,I,,POINT (138568.95179999992 453333.1667999998)
kunstoverweg_kenmerk.72,Viaduct,0,VIAD.'MEREVELD'I/D SPOORWEG UTRECHT ARNHEM,R,77.28900146,027,PKK0000082952,I,,POINT (138574.6656000018 453345.9477000013)
kunstoverweg_kenmerk.73,Brug,0,VIAD.'KAAPBERG'I/D SCHALTERDALWEG,R,195.14599609,050,PKK0000082993,I,,POINT (194254.80950000137 459906.9272999987)
kunstoverweg_kenmerk.74,Viaduct,0,VIAD.OVER VBW.u ='KP.KETHELPLEIN',R,69.4240036,004,PKK0000083139,I,,POINT (84496.36439999938 437993.4226000011)
kunstoverweg_kenmerk.75,Viaduct,0,VIAD.OVER HR RECHTS RW.4='KP.KETHELPLEIN',R,69.66500092,004,PKK0000083141,I,,POINT (84684.0896999985 438132.86499999836)
kunstoverweg_kenmerk.76,Viaduct,0,VIAD.OVER HR LINKS RW.4='KP.KETHELPLEIN',R,69.69999695,004,PKK0000083142,I,,POINT (84717.6801000014 438137.690200001)
kunstoverweg_kenmerk.77,Viaduct,0,VIAD. FIETSERS I/D BUNNIKSEWEG,R,2.73399997,028,PKK0000083185,I,,POINT (141258.1228 456006.1794000007)
kunstoverweg_kenmerk.78,Viaduct,0,FIETSVIAD.I/D RADIOWEG,R,3.36500001,001,PKK0000083403,I,,POINT (125575.41369999945 484096.8696000017)
kunstoverweg_kenmerk.79,Viaduct,0,VIAD.'DE STOLPEN 2016',R,9.51500034,001,PKK0000083404,I,,POINT (130298.3889000006 482753.0229999982)
kunstoverweg_kenmerk.80,Viaduct,0,VIAD.'BREEDLAND 2016'I/D PAPELAAN,R,11.04800034,001,PKK0000083405,I,,POINT (131770.85799999908 482327.3033000007)
kunstoverweg_kenmerk.81,Viaduct,0,VIAD.'DE GOOG',R,14.65400028,001,PKK0000083406,I,,POINT (135150.32710000128 481110.2285999991)
kunstoverweg_kenmerk.82,Viaduct,0,VIAD. I/D SPOORLIJN ALMERE - AMSTERDAM,R,14.89999962,001,PKK0000083407,I,,POINT (135372.71059999987 481005.0571000017)
kunstoverweg_kenmerk.83,Viaduct,0,VIAD.,R,15.5,001,PKK0000083408,A,,POINT (135953.6143000014 480816.77479999885)
kunstoverweg_kenmerk.84,Viaduct,0,VIAD. I/D KP.MUIDERBERG VBW. u,R,41.75999832,006,PKK0000084009,I,,POINT (135880.67419999838 480790.1004000008)
kunstoverweg_kenmerk.85,Viaduct,0,VIAD.I/D SPOORWEG AMSTERDAM-ALMERE,R,43.48600006,006,PKK0000084010,I,,POINT (137367.46829999983 481528.4721000008)
kunstoverweg_kenmerk.86,Viaduct,0,VIAD.I/D SPOORBAAN AMSTERDAM-ALMERE,R,43.4620018,006,PKK0000084013,I,,POINT (137311.22890000045 481493.2738999985)
kunstoverweg_kenmerk.87,Brug,0,KOEGRASSPOORBRUG (SPOORWEG AHOB,R,111.77500153,009,PKK0000084173,I,,POINT (114630.66539999843 546327.5986000001)
kunstoverweg_kenmerk.88,Viaduct,0,VIAD.,R,4.53000021,009,PKK0000084175,I,,POINT (128708.03319999948 482964.2859000005)
kunstoverweg_kenmerk.89,Viaduct,0,VIAD.'OVERDIEMERPOLDER'IN RW.  1 ='KP.DIEMEN',R,4.90299988,009,PKK0000084176,I,,POINT (128954.72040000185 482819.21510000154)
kunstoverweg_kenmerk.90,Viaduct,0,VIAD.I/D SPOORWEG AMSTERDAM BUSSEM,R,5.29500008,009,PKK0000084177,I,,POINT (128985.20549999923 482452.7945000008)
kunstoverweg_kenmerk.91,Viaduct,0,VIAD.I/D SPOORWEG AMSTERDAM HILVERSUM,R,5.30999994,009,PKK0000084178,I,,POINT (128986.26960000023 482438.8350000009)
kunstoverweg_kenmerk.92,Viaduct,0,VIAD.I/D SPOORWEG AMSTERDAM AMERSFOORT,R,5.32499981,009,PKK0000084179,I,,POINT (128987.4096999988 482423.8784000017)
kunstoverweg_kenmerk.93,Viaduct,0,VIAD.'OVERDIEMERPOLDER'IN RW.  1 ='KP.DIEMEN',R,4.90299988,009,PKK0000084180,I,,POINT (128959.42559999973 482829.1677000001)
kunstoverweg_kenmerk.94,Viaduct,0,VIAD.I/D RW. 1,R,5.0619998,009,PKK0000084181,I,,POINT (128944.53869999945 482819.132100001)
kunstoverweg_kenmerk.95,Viaduct,0,VIAD.,R,5.45699978,009,PKK0000084182,I,,POINT (129234.73259999976 482275.4362999983)
kunstoverweg_kenmerk.96,Viaduct,0,VIAD.I/D RW9 VBW. z,R,21.99799919,009,PKK0000084184,I,,POINT (124876.0859999992 477860.9818999991)
kunstoverweg_kenmerk.97,Viaduct,0,VIAD. I/D N232 SCHIPHOLWEG,R,33.71500015,009,PKK0000084186,I,,POINT (114164.30790000036 482203.1688000001)
kunstoverweg_kenmerk.98,Viaduct,0,VIAD.I/D VBW.g ALKMAAR ='KP.RAASDORP',R,38.61199951,009,PKK0000084188,I,,POINT (111095.80550000072 485445.5854000002)
kunstoverweg_kenmerk.99,Viaduct,0,VIAD.I/D VBW.w ZAANSTAD ='KP.RAASDORP',R,38.8370018,009,PKK0000084189,I,,POINT (110921.98779999837 485600.9397)
kunstoverweg_kenmerk.100,Viaduct,0,VIAD.I/D RW 005 (R.L.RIJB.),R,38.86500168,009,PKK0000084190,I,,POINT (110901.11210000142 485619.5998999998)
kunstoverweg_kenmerk.101,Viaduct,0,VIAD. VBW.n RANG.BAAN UTRECHT ='KP.RAASDORP',R,38.89099884,009,PKK0000084191,I,,POINT (110881.72740000114 485636.92720000073)
kunstoverweg_kenmerk.102,Viaduct,0,VIAD.I/D VBW.g ALKMAAR ='KP.RAASDORP',R,38.64199829,009,PKK0000084192,I,,POINT (111104.19339999929 485498.06109999865)
kunstoverweg_kenmerk.103,Viaduct,0,VIAD.I/D VBW.w ZAANSTAD ='KP.RAASDORP',R,38.86500168,009,PKK0000084193,I,,POINT (110934.85170000046 485649.23110000044)
kunstoverweg_kenmerk.104,Viaduct,0,VIAD.I/D RW 005 (R.L.RIJB.),R,38.88999939,009,PKK0000084194,I,,POINT (110916.1783999987 485665.85350000113)
kunstoverweg_kenmerk.105,Viaduct,0,VIAD. VBW.n RANG.BAAN UTRECHT ='KP.RAASDORP',R,38.91400146,009,PKK0000084195,I,,POINT (110900.84560000151 485680.19209999964)
kunstoverweg_kenmerk.106,Viaduct,0,VIAD.O/D VBW,R,38.64500046,009,PKK0000084196,I,,POINT (111106.42909999937 485511.0491000004)
kunstoverweg_kenmerk.107,Brug,0,VIAD.,R,41.47999954,009,PKK0000084197,I,,POINT (108989.5989000015 487368.67060000077)
kunstoverweg_kenmerk.108,Brug,0,VIAD.,R,41.50600052,009,PKK0000084198,I,,POINT (108970.61960000172 487367.79300000146)
kunstoverweg_kenmerk.109,Viaduct,0,VIAD.I/D NOORDERWEG,R,53.92399979,009,PKK0000084199,I,,POINT (107201.87249999866 498778.97239999846)
kunstoverweg_kenmerk.110,Viaduct,0,VIAD.O/D,R,87.95500183,009,PKK0000084202,I,,POINT (109461.30260000005 524812.1444999985)
kunstoverweg_kenmerk.111,Viaduct,0,VIAD.I/D OOSTERDWARSWEG,R,10.97399998,007,PKK0000084110,I,,POINT (121781.67949999869 500932.1977000013)
kunstoverweg_kenmerk.112,Viaduct,0,VIAD.I/D N244 (L.RIJB.),R,16.93099976,007,PKK0000084112,I,,POINT (125138.23429999873 504936.8319000006)
kunstoverweg_kenmerk.113,Viaduct,0,VIAD.'WALDFINNE'I/D WOUDFINNE,R,133.05999756,007,PKK0000084129,I,,POINT (180680.97399999946 552910.0441000015)
kunstoverweg_kenmerk.169,Viaduct,0,'VIAD. I/D BOSPAD',R,140.43200684,002,PKK0000083741,I,,POINT (156456.9188000001 391209.0009999983)
kunstoverweg_kenmerk.114,Viaduct,0,VIAD.'DE SCHEIDING'I/D SCHEIDING =N358,R,169.6230011,007,PKK0000084135,I,,POINT (208401.8198999986 571679.6887999997)
kunstoverweg_kenmerk.115,Viaduct,0,VIAD.I/D VBW.r,R,20.47999954,009,PKK0000084147,I,,POINT (124979.68510000035 477847.79940000176)
kunstoverweg_kenmerk.116,Viaduct,0,VIAD.'HOGENDIJK'IN RW.  9 (L.RIJB.) ='KP.HOLENDRECHT',R,20.70299911,009,PKK0000084148,I,,POINT (125082.7349999994 477646.8836000003)
kunstoverweg_kenmerk.117,Viaduct,0,FIETS-VOETG.VIAD.,R,143.7539978,002,PKK0000083602,I,,POINT (158836.0749000013 389374.9200000018)
kunstoverweg_kenmerk.118,Viaduct,0,VIAD.I/D SPOORBAAN,R,31.39800072,002,PKK0000083671,I,,POINT (122754.7479000017 482100.91899999976)
kunstoverweg_kenmerk.119,Viaduct,0,VIAD.'DIJKZICHT'I/H FIETSPAD,R,31.58699989,002,PKK0000083672,I,,POINT (122761.69819999859 481918.1783999987)
kunstoverweg_kenmerk.120,Viaduct,0,VIAD.'BURGERMEESTER STRAMAWEG'I/D BURG. STRAMAWEG,R,33.57600021,002,PKK0000083673,I,,POINT (123633.03950000182 480151.15410000086)
kunstoverweg_kenmerk.121,Viaduct,0,VIAD.'BURGEMEESTER STRAMAWEG'I/D BURG. STRAMAWEG,R,33.59999847,002,PKK0000083674,I,,POINT (123647.06419999897 480130.4585000016)
kunstoverweg_kenmerk.122,Viaduct,0,FIETSBRUG I/H MEIBERGPAD,R,35.66999817,002,PKK0000083675,I,,POINT (124642.92040000111 478322.0146000013)
kunstoverweg_kenmerk.123,Viaduct,0,VIAD.,R,36.16999817,002,PKK0000083676,I,,POINT (124879.88870000094 477865.7824999988)
kunstoverweg_kenmerk.124,Viaduct,0,VIAD.IN VBW.v ='KP.HOLENDRECHT',R,36.30199814,002,PKK0000083677,I,,POINT (124975.06760000065 477732.6647000015)
kunstoverweg_kenmerk.125,Viaduct,0,VIAD.IN RW.  9 (R.RIJB.) ='KP.HOLENDRECHT',R,36.45500183,002,PKK0000083678,I,,POINT (125024.92139999941 477636.8597000018)
kunstoverweg_kenmerk.126,Viaduct,0,VIAD.O/D,R,38.84199905,002,PKK0000083680,I,,POINT (125914.7100000009 475438.8552000001)
kunstoverweg_kenmerk.127,Viaduct,0,"VIAD.""VERBINDINGSWEG""I/D MAARSSENSEWEG",R,55.52099991,002,PKK0000083681,I,,POINT (129987.61439999938 459640.0903999992)
kunstoverweg_kenmerk.128,Viaduct,0,"VIAD.""ZUILENSE RING""I/D ZUILENSE RING=N230",R,56.64400101,002,PKK0000083682,I,,POINT (130756.90269999951 458944.2851999998)
kunstoverweg_kenmerk.129,Viaduct,0,"VIAD.""ZUILENSE RING""I/D ZUILENSE RING=N230",R,56.66500092,002,PKK0000083683,I,,POINT (130774.42040000111 458932.70380000025)
kunstoverweg_kenmerk.130,Viaduct,0,"VIAD.""LAGEWEIDEVIADUCT""I/D PLUTONIUMWEG",R,58.26200104,002,PKK0000083684,I,,POINT (132099.7637999989 458040.58260000125)
kunstoverweg_kenmerk.131,Viaduct,0,"VIAD.""VERKEERSPLEIN HOOGGELEGEN""I/D DOM.MARTIN LUTH.KINGLAAN",R,62.20999908,002,PKK0000083685,I,,POINT (133650.58089999855 454586.8385999985)
kunstoverweg_kenmerk.132,Viaduct,0,"VIAD.""VERKEERSPLEIN HOOGGELEGEN""I/D DOM.MARTIN LUTH.KINGLAAN",R,62.23300171,002,PKK0000083686,I,,POINT (133646.41919999942 454564.2184000015)
kunstoverweg_kenmerk.133,Viaduct,0,"VIAD.""ZUILENSE RING""I/D ZUILENSE RING=N230",R,56.64799881,002,PKK0000083689,I,,POINT (130742.62370000035 458889.3104000017)
kunstoverweg_kenmerk.134,Viaduct,0,"VIAD.""ZUILENSE RING""I/D ZUILENSE RING=N230",R,56.67100143,002,PKK0000083690,I,,POINT (130761.83920000121 458876.6704999991)
kunstoverweg_kenmerk.135,Viaduct,0,"VIAD.""LAGE WEIDE""I/D SOESTWETERING",R,58.26599884,002,PKK0000083691,I,,POINT (132066.04410000145 457989.77739999816)
kunstoverweg_kenmerk.136,Viaduct,0,"VIAD.""VERKEERSPLEIN HOOGGELEGEN""I/D DOM.MARTIN LUTH.KINGLAAN",R,62.20600128,002,PKK0000083692,I,,POINT (133589.86410000175 454607.5278000012)
kunstoverweg_kenmerk.137,Viaduct,0,"VIAD.""VERKEERSPLEIN HOOGGELEGEN""I/D DOM.MARTIN LUTH.KINGLAAN",R,62.22800064,002,PKK0000083693,I,,POINT (133585.73809999973 454585.9180999994)
kunstoverweg_kenmerk.138,Viaduct,0,"VIAD.""MARINUS VAN TYRUSVIADUCT""I/D MARINUS VAN TYRUSLAAN",R,62.7519989,002,PKK0000083694,I,,POINT (133455.68989999965 454078.45329999924)
kunstoverweg_kenmerk.139,Viaduct,0,VIAD.IN VBW.h ='KP.OUDENRIJN',R,63.55199814,002,PKK0000083695,I,,POINT (133280.23490000144 453312.2993000001)
kunstoverweg_kenmerk.140,Viaduct,0,VIAD.IN VBW.g ='KP.OUDENRIJN',R,64.10600281,002,PKK0000083696,I,,POINT (133148.75299999863 452776.57939999923)
kunstoverweg_kenmerk.141,Viaduct,0,VIAD.I/D STADSBAAN,R,61.99000168,002,PKK0000083697,I,,POINT (133553.5892000012 454824.7082000002)
kunstoverweg_kenmerk.142,Viaduct,0,VIAD.I/D STADSBAAN,R,62.15499878,002,PKK0000083698,I,,POINT (133535.97960000113 454770.500500001)
kunstoverweg_kenmerk.143,Viaduct,0,"VIAD.""VERKEERSPLEIN HOOGGELEGEN""I/D DOM.MARTIN LUTH.KINGLAAN",R,62.20500183,002,PKK0000083699,I,,POINT (133573.70340000093 454611.66310000047)
kunstoverweg_kenmerk.144,Viaduct,0,VIAD.I/D VBW g='KP.OUDENRIJN,R,62.93000031,002,PKK0000083701,I,,POINT (132927.8029000014 453250.63120000064)
kunstoverweg_kenmerk.145,Viaduct,0,VIAD.I/D VBW g='KP.OUDENRIJN',R,64.07499695,002,PKK0000083702,I,,POINT (133228.0736999996 452761.0245999992)
kunstoverweg_kenmerk.146,Viaduct,0,VIAD.I/D BUSBAAN,R,62.73600006,002,PKK0000083703,I,,POINT (133540.7707999982 454071.6750999987)
kunstoverweg_kenmerk.147,Viaduct,0,VIAD.'MARINUS VAN TYRUSVIADUCT'I/D MARINUS VAN TYRUSWEG,R,62.79399872,002,PKK0000083704,I,,POINT (133526.62739999965 454015.4261999987)
kunstoverweg_kenmerk.148,Viaduct,0,VIAD.I/D BUSLAAN,R,62.7480011,002,PKK0000083705,I,,POINT (133476.20710000023 454077.7729999982)
kunstoverweg_kenmerk.149,Viaduct,0,VIAD. MARINUS VAN TYRUSLAAN,R,62.77799988,002,PKK0000083706,I,,POINT (133467.82829999924 454049.3231999986)
kunstoverweg_kenmerk.150,Viaduct,0,VIAD.IN RANG.BAAN m ='KP.OUDENRIJN',R,63.37599945,002,PKK0000083707,I,,POINT (133248.50890000165 453493.36089999974)
kunstoverweg_kenmerk.151,Viaduct,0,VIAD.IN RANG.BAAN x ='KP.OUDENRIJN',R,65.17900085,002,PKK0000083708,I,,POINT (133912.56049999967 452726.0722000003)
