FID,area,perimeter,strandpa_1,strandpa_2,gebiednu_3,gebiedna_4,cpsunique,se_anno_cad_data,gdb_geomattr_data,shape
strandpalen_punt.229,,0,320,320,Hp.16.12,Strandpaal,Hp.16.12,,,POINT (533669.1257999996 5712391.3179)
strandpalen_punt.230,,0,321,321,Hp.16.94,Strandpaal,Hp.16.94,,,POINT (532993.5680999998 5711933.602499999)
strandpalen_punt.231,,0,322,322, ,Strandpaal,CPSID-1,,,POINT (565781.0710000005 5711461.8213)
strandpalen_punt.232,,0,323,323,Hp.18.03,Strandpaal,Hp.18.03,,,POINT (532144.9495999999 5711239.327299999)
strandpalen_punt.233,,0,324,324,Pln.19.02,Strandpaal,Pln.19.02,,,POINT (531284.7055000002 5710743.611300001)
strandpalen_punt.234,,0,325,325,Pln.20,Strandpaal,Pln.20,,,POINT (530461.4616 5710212.6152)
strandpalen_punt.235,,0,326,326,Pln.21,Strandpaal,Pln.21,,,POINT (530217.2138 5709267.6225000005)
strandpalen_punt.236,,0,327,327,Hp.21.95,Strandpaal,Hp.21.95,,,POINT (530253.8384999996 5708392.3488)
strandpalen_punt.237,,0,328,328,Hp.23,Strandpaal,Hp.23,,,POINT (531012.5823999997 5707669.1348)
strandpalen_punt.238,,0,329,329,Hp.24,Strandpaal,Hp.24,,,POINT (531578.3909 5706829.360099999)
strandpalen_punt.239,,0,330,330,Pln.24.99,Strandpaal,Pln.24.99,,,POINT (532443.1341000004 5706346.145199999)
strandpalen_punt.240,,0,331,331,Hp.25.9,Strandpaal,Hp.25.9,,,POINT (533200.5657000002 5705718.149599999)
strandpalen_punt.241,,0,332,332,Pln.27.3,Strandpaal,Pln.27.3,,,POINT (534339.8075000001 5705031.1544)
strandpalen_punt.242,,0,333,333,Pln.28.1,Strandpaal,Pln.28.1,,,POINT (534900.4277999997 5704415.159)
strandpalen_punt.243,,0,334,334,Pln.29.1,Strandpaal,Pln.29.1,,,POINT (535445.9232999999 5703575.6655)
strandpalen_punt.244,,0,335,335,Pln.30.1,Strandpaal,Pln.30.1,,,POINT (535879.7953000003 5702659.3916)
strandpalen_punt.245,,0,336,336,Pln.31.1,Strandpaal,Pln.31.1,,,POINT (536439.8540000003 5701835.8982)
strandpalen_punt.246,,0,337,337,Hp.32.2,Strandpaal,Hp.32.2,,,POINT (537090.0360000003 5700965.403999999)
strandpalen_punt.247,,0,338,338,Pl.33.2,Strandpaal,Pl.33.2,,,POINT (537916.4676999999 5700397.408500001)
strandpalen_punt.248,,0,339,339,Pl.34.2,Strandpaal,Pl.34.2,,,POINT (538838.7103000004 5699956.4120000005)
strandpalen_punt.249,,0,340,340,Pl.35.1,Strandpaal,Pl.35.1,,,POINT (539483.4554000003 5699312.9166)
strandpalen_punt.250,,0,341,341,Pln.36.3,Strandpaal,Pln.36.3,,,POINT (540501.5733000003 5699016.6995)
strandpalen_punt.251,,0,342,342,Pl.3.08,Strandpaal,Pl.3.08,,,POINT (536353.9162999997 5695183.9482)
strandpalen_punt.252,,0,343,343,Pl.4.13,Strandpaal,Pl.4.13,,,POINT (535322.0493999999 5695168.4484)
strandpalen_punt.253,,0,344,344,Pl.2.08,Strandpaal,Pl.2.08,,,POINT (537345.0968000004 5694992.2303)
strandpalen_punt.254,,0,345,345,Pl.5.12,Strandpaal,Pl.5.12,,,POINT (534556.6803000001 5694581.2335)
strandpalen_punt.255,,0,346,346,Hp.0.11,Strandpaal,Hp.0.11,,,POINT (539118.2078999998 5694326.735300001)
strandpalen_punt.256,,0,347,347,Pln.6.02,Strandpaal,Pln.6.02,,,POINT (533730.5614 5694155.955800001)
strandpalen_punt.257,,0,348,348,Pln.7.05,Strandpaal,Pln.7.05,,,POINT (532715.5066999998 5693911.2388)
strandpalen_punt.258,,0,349,349,Hp.7.91,Strandpaal,Hp.7.91,,,POINT (531879.9499000004 5693727.240800001)
strandpalen_punt.259,,0,350,350,Pl.9.03,Strandpaal,Pl.9.03,,,POINT (530792.5831000004 5693384.743000001)
strandpalen_punt.260,,0,351,351,Pl.9.93,Strandpaal,Pl.9.93,,,POINT (529909.4649999999 5693356.9628)
strandpalen_punt.261,,0,352,352,Pl.10.92,Strandpaal,Pl.10.92,,,POINT (529001.8466999996 5693008.9647)
strandpalen_punt.262,,0,353,353,Pl.11.91,Strandpaal,Pl.11.91,,,POINT (528127.8536999999 5692545.2497000005)
strandpalen_punt.263,,0,354,354,Pl.13,Strandpaal,Pl.13-5,,,POINT (527111.7363 5692133.4713)
strandpalen_punt.264,,0,355,355,Pl.14.01,Strandpaal,Pl.14.01,,,POINT (526218.9929999998 5691718.475400001)
strandpalen_punt.265,,0,356,356,Pl.14.87,Strandpaal,Pl.14.87,,,POINT (525787.6831 5690883.262399999)
strandpalen_punt.266,,0,1,1,Pl.15,Strandpaal,Pl.15-1,,,POINT (719759.3335999995 5933908.9344)
strandpalen_punt.267,,0,2,2,Pl.14,Strandpaal,Pl.14-1,,,POINT (718779.0274 5933904.6536)
strandpalen_punt.268,,0,3,3,Pl.16,Strandpaal,Pl.16,,,POINT (720775.5762 5933815.4344)
strandpalen_punt.269,,0,4,4,Pl.13,Strandpaal,Pl.13,,,POINT (717792.2850000001 5933696.6558)
strandpalen_punt.270,,0,5,5,Pl.12,Strandpaal,Pl.12-6,,,POINT (716797.6664000005 5933597.157199999)
strandpalen_punt.271,,0,6,6,Pl.11,Strandpaal,Pl.11-2,,,POINT (715811.2358999997 5933393.658600001)
strandpalen_punt.272,,0,7,7,Pl.10,Strandpaal,Pl.10-3,,,POINT (714822.9307000004 5933188.1603999995)
strandpalen_punt.273,,0,8,8,Pl.9,Strandpaal,Pl.9-2,,,POINT (713843.1245999997 5932983.6625)
strandpalen_punt.274,,0,9,9,"Pl.16,18",Strandpaal,"Pl.16,18",,,POINT (721022.5114000002 5932962.1589)
strandpalen_punt.275,,0,10,10,Pl.8,Strandpaal,Pl.8-1,,,POINT (712846.8185 5932880.163899999)
strandpalen_punt.276,,0,11,11,Pl.7,Strandpaal,Pl.7-5,,,POINT (711861.3882999998 5932671.165899999)
strandpalen_punt.277,,0,12,12,Pl.5,Strandpaal,Pl.5-4,,,POINT (709689.5285 5932614.1666)
strandpalen_punt.278,,0,13,13,Pl.6,Strandpaal,Pl.6-5,,,POINT (710864.3948999997 5932568.1665)
strandpalen_punt.279,,0,14,14,Pl.4,Strandpaal,Pl.4-4,,,POINT (708749.0975000001 5932064.671)
strandpalen_punt.280,,0,15,15,Pl.3,Strandpaal,Pl.3-2,,,POINT (708082.1015999997 5931127.6779)
strandpalen_punt.281,,0,16,16,"Pl.2,06",Strandpaal,"Pl.2,06",,,POINT (707350.6063999999 5930215.6853)
strandpalen_punt.282,,0,17,17,Pl.2,Strandpaal,Pl.2,,,POINT (706923.4839000003 5929148.9737)
strandpalen_punt.283,,0,18,18,PL.20,Strandpaal,PL.20,,,POINT (691085.4077000003 5928147.9869)
strandpalen_punt.284,,0,19,19,PL.21,Strandpaal,PL.21,,,POINT (692077.9633 5928123.2061)
strandpalen_punt.285,,0,20,20,"Pl.1,06",Strandpaal,"Pl.1,06",,,POINT (707177.7940999996 5928089.200200001)
strandpalen_punt.286,,0,21,21,Pl.22,Strandpaal,Pl.22,,,POINT (693042.8309000004 5928075.705700001)
strandpalen_punt.287,,0,22,22,PL.23,Strandpaal,PL.23,,,POINT (694072.6988000004 5928039.486400001)
strandpalen_punt.288,,0,23,23,Pl.1,Strandpaal,Pl.1-3,,,POINT (708763.9707000004 5928023.199999999)
strandpalen_punt.289,,0,24,24,PL.24,Strandpaal,PL.24,,,POINT (695070.5668000001 5927985.2053)
strandpalen_punt.290,,0,25,25,PL.25,Strandpaal,PL.25,,,POINT (696066.6845000004 5927924.9869)
strandpalen_punt.291,,0,26,26,PL.19,Strandpaal,PL.19,,,POINT (690112.6639 5927917.988600001)
strandpalen_punt.292,,0,27,27,PL.26,Strandpaal,PL.26,,,POINT (696866.6169999996 5927875.706)
strandpalen_punt.293,,0,28,28,PL.18,Strandpaal,PL.18,,,POINT (689114.1085999999 5927794.2097)
strandpalen_punt.294,,0,29,29,PL.17,Strandpaal,PL.17,,,POINT (688124.4902999997 5927675.991599999)
strandpalen_punt.295,,0,30,30,PL.16,Strandpaal,PL.16,,,POINT (687125.9351000004 5927553.4932)
strandpalen_punt.296,,0,31,31,PL.15,Strandpaal,PL.15,,,POINT (686133.5042000003 5927429.9935)
strandpalen_punt.297,,0,32,32,PL.14,Strandpaal,PL.14,,,POINT (685151.0738000004 5927212.7151999995)
strandpalen_punt.298,,0,33,33,PL.13,Strandpaal,PL.13,,,POINT (684160.3927999996 5927095.497400001)
strandpalen_punt.299,,0,34,34,PL.12,Strandpaal,PL.12,,,POINT (683170.8377999999 5926976.217599999)
strandpalen_punt.300,,0,35,35,PL.11,Strandpaal,PL.11,,,POINT (682181.1571000004 5926955.499)
strandpalen_punt.301,,0,36,36,PL. 8,Strandpaal,PL. 8,,,POINT (679157.8660000004 5926907.219799999)
strandpalen_punt.302,,0,37,37,PL.10,Strandpaal,PL.10,,,POINT (681155.4140999997 5926900.7184)
strandpalen_punt.303,,0,38,38,PL. 9,Strandpaal,PL. 9,,,POINT (680159.7337999996 5926854.500399999)
strandpalen_punt.304,,0,39,39,PL. 7,Strandpaal,PL. 7,,,POINT (678163.8099999996 5926799.0012)
strandpalen_punt.305,,0,40,40,Pl.6,Strandpaal,Pl.6-2,,,POINT (677161.4419999998 5926738.221100001)
strandpalen_punt.306,,0,41,41,PL. 5,Strandpaal,PL. 5,,,POINT (676161.3874000004 5926703.7217999995)
strandpalen_punt.307,,0,42,42,PL. 4,Strandpaal,PL. 4,,,POINT (675163.6443999996 5926609.7235)
strandpalen_punt.308,,0,43,43,PL. 3,Strandpaal,PL. 3,,,POINT (674225.6506000003 5926252.007300001)
strandpalen_punt.309,,0,44,44,PL. 2,Strandpaal,PL. 2,,,POINT (673612.1542999996 5925481.731899999)
strandpalen_punt.310,,0,45,45,PL.29,Strandpaal,PL.29,,,POINT (669413.3717999998 5925227.2345)
strandpalen_punt.311,,0,46,46,PL.28,Strandpaal,PL.28,,,POINT (668447.0652000001 5924963.7367)
strandpalen_punt.312,,0,47,47,PL. 1,Strandpaal,PL. 1,,,POINT (673610.6546 5924913.0163)
strandpalen_punt.313,,0,48,48,PL.27,Strandpaal,PL.27,,,POINT (667481.1973000001 5924713.7392)
strandpalen_punt.314,,0,49,49,PL.26,Strandpaal,PL.26-1,,,POINT (666517.3289000001 5924465.522399999)
strandpalen_punt.315,,0,50,50,PL.25,Strandpaal,PL.25-1,,,POINT (665557.9605999999 5924206.524700001)
strandpalen_punt.316,,0,51,51,Pl.24,Strandpaal,Pl.24,,,POINT (664610.4675000003 5923938.2455)
strandpalen_punt.317,,0,52,52,Pl.23,Strandpaal,Pl.23,,,POINT (663622.8487999998 5923692.248)
strandpalen_punt.318,,0,53,53,Pl.22,Strandpaal,Pl.22-1,,,POINT (662647.4813999999 5923444.7501)
strandpalen_punt.319,,0,54,54,Pl.21,Strandpaal,Pl.21-1,,,POINT (661684.3003000002 5923199.5331999995)
strandpalen_punt.320,,0,55,55,Pl.20,Strandpaal,Pl.20-2,,,POINT (660713.9323000005 5922955.0351)
strandpalen_punt.321,,0,56,56,Pl.19,Strandpaal,Pl.19,,,POINT (659762.5006999997 5922643.0372)
strandpalen_punt.322,,0,57,57,Pl.18,Strandpaal,Pl.18,,,POINT (658844.6951000001 5922249.5406)
strandpalen_punt.323,,0,58,58,Pl.35,Strandpaal,Pl.35,,,POINT (666059.1438999996 5922170.257999999)
strandpalen_punt.324,,0,59,59,Pl.17,Strandpaal,Pl.17,,,POINT (657898.8262999998 5921918.262499999)
strandpalen_punt.325,,0,60,60,Pl.36,Strandpaal,Pl.36-2,,,POINT (665138.0256000003 5921705.5419)
strandpalen_punt.326,,0,61,61,Pl.16,Strandpaal,Pl.16-2,,,POINT (656943.1459999997 5921574.764599999)
strandpalen_punt.327,,0,62,62,Pl.37,Strandpaal,Pl.37-1,,,POINT (664232.0942000002 5921242.264599999)
strandpalen_punt.328,,0,63,63,Pl.15,Strandpaal,Pl.15-2,,,POINT (655997.5902000004 5921232.267899999)
strandpalen_punt.329,,0,64,64,Pl.14,Strandpaal,Pl.14-2,,,POINT (655051.9708000002 5920893.0513)
strandpalen_punt.330,,0,65,65,Pl.13,Strandpaal,Pl.13-2,,,POINT (654087.4774000002 5920617.2731)
strandpalen_punt.331,,0,66,66,Pl.12,Strandpaal,Pl.12-5,,,POINT (653112.2350000003 5920364.775)
strandpalen_punt.332,,0,67,67,Pl.11,Strandpaal,Pl.11-1,,,POINT (652144.3042000001 5920062.2772)
strandpalen_punt.333,,0,68,68,Pl.10,Strandpaal,Pl.10-4,,,POINT (651206.5599999996 5919692.7798999995)
strandpalen_punt.334,,0,69,69,Pl.9,Strandpaal,Pl.9-4,,,POINT (650245.1923000002 5919373.563200001)
strandpalen_punt.335,,0,70,70,Pl.8,Strandpaal,Pl.8-2,,,POINT (649318.5113000004 5918967.5666000005)
strandpalen_punt.336,,0,71,71,Pl.7,Strandpaal,Pl.7-2,,,POINT (648386.7054000003 5918605.288699999)
strandpalen_punt.337,,0,72,72,Pl.6,Strandpaal,Pl.6-1,,,POINT (647445.7742999997 5918240.5726)
strandpalen_punt.338,,0,73,73,Pl.5,Strandpaal,Pl.5-3,,,POINT (646501.8435000004 5917872.794299999)
strandpalen_punt.339,,0,74,74,Pl.4,Strandpaal,Pl.4-5,,,POINT (645878.4101999998 5917093.299799999)
strandpalen_punt.340,,0,75,75,Pl.3,Strandpaal,Pl.3,,,POINT (645246.6637000004 5916322.805400001)
strandpalen_punt.341,,0,76,76,Pl.2,Strandpaal,Pl.2-1,,,POINT (644622.1677999999 5915545.3115)
strandpalen_punt.342,,0,77,77,Pl.1,Strandpaal,Pl.1-1,,,POINT (643987.2345000003 5914778.817299999)
strandpalen_punt.343,,0,78,78,Mt,MAST,Mt,,,POINT (647114.6502 5914421.0998)
strandpalen_punt.344,,0,79,79,Pl.0,Strandpaal,Pl.0-1,,,POINT (644483.0434999997 5913902.1041)
strandpalen_punt.345,,0,80,80,Pl.52,Strandpaal,Pl.52-1,,,POINT (638103.2750000004 5908477.3638)
strandpalen_punt.346,,0,81,81,Pl.51,Strandpaal,Pl.51-1,,,POINT (637152.4683999997 5908306.646500001)
strandpalen_punt.347,,0,82,82,Pl.50,Strandpaal,Pl.50,,,POINT (636262.4123999998 5907858.869000001)
strandpalen_punt.348,,0,83,83,Mt.,MAST,Mt.,,,POINT (639251.8287000004 5907815.8684)
strandpalen_punt.349,,0,84,84,Pl.49,Strandpaal,Pl.49,,,POINT (635346.0439999998 5907448.1524)
strandpalen_punt.350,,0,85,85,Pl.48,Strandpaal,Pl.48-1,,,POINT (634508.2374999998 5906904.3759)
strandpalen_punt.351,,0,86,86,Pl.47,Strandpaal,Pl.47-1,,,POINT (633654.2429999998 5906398.6603999995)
strandpalen_punt.352,,0,87,87,Pl.46,Strandpaal,Pl.46,,,POINT (632832.4989999998 5905821.384400001)
strandpalen_punt.353,,0,88,88,Pl.45,Strandpaal,Pl.45,,,POINT (632005.8794999998 5905238.169399999)
strandpalen_punt.354,,0,89,89,Pl.44,Strandpaal,Pl.44,,,POINT (631241.1972000003 5904616.8934)
strandpalen_punt.355,,0,90,90,Pl.43,Strandpaal,Pl.43,,,POINT (630453.5776000004 5904017.178300001)
strandpalen_punt.356,,0,91,91,Pl.42,Strandpaal,Pl.42,,,POINT (629798.5818999996 5903238.902899999)
