LocationReferenceType,LocationReference,StartDateLocation,EndDateLocation,Longitude,Latitude
I-O,114,20141101000000,,4.716109,52.011828
I-O,125,20141101000000,,4.331011,51.849141
I-O,190,20141101000000,,4.476303,51.923110
I-O,1457,20170623155634,,4.753539,52.627327
I-O,115,20141101000000,,4.711638,52.015727
I-O,235,20141101000000,,4.784122,51.586780
I-O,17,20141101000000,,5.870647,51.846208
I-O,1456,20170623154850,,4.751839,52.632194
I-O,111,20141101000000,,5.163821,52.273807
I-O,143,20141101000000,,3.383017,51.310339
I-O,96,20141101000000,,5.657862,51.965589
I-O,20,20141101000000,,5.869853,51.846417
I-O,79,20141101000000,,6.757364,52.302830
I-O,98,20141101000000,,5.664128,51.967968
I-O,110,20141101000000,,5.162067,52.270997
I-O,1458,20170623160051,,4.737028,52.627411
I-O,1454,20170626122558,,4.747231,52.635218
I-O,19,20141101000000,,5.869639,51.846828
I-O,196,20141101000000,,4.639476,52.380187
I-O,73,20141101000000,,6.529623,53.244667
I-O,75,20141101000000,,6.585419,53.205782
I-O,123,20141101000000,,4.323898,51.848958
I-O,129,20141101000000,,4.330480,51.850645
I-O,161,20141101000000,,4.930973,52.372638
I-O,23,20141101000000,,5.899326,51.984411
I-O,92,20141101000000,,5.617635,52.347551
I-O,104,20141101000000,,5.241908,52.086147
I-O,167,20141101000000,,4.829303,52.663688
I-O,175,20141101000000,,6.772084,52.263062
VKP,18998,20190528000000,20190906000000,4.289803,52.086276
I-O,132,20141101000000,,3.606080,51.498054
I-O,82,20141101000000,,6.289485,51.967092
VKP,16796,20200801000000,20210923000000,6.553009,53.219088
I-O,89,20141101000000,,5.620392,52.348123
I-O,102,20141101000000,,5.167608,52.035614
I-O,181,20141101000000,,5.114640,52.090173
I-O,84,20141101000000,,5.672180,52.048053
I-O,81,20141101000000,,6.288793,51.968956
I-O,147,20141101000000,,4.293160,51.496397
I-O,99,20141101000000,,5.664032,51.968728
I-O,155,20141101000000,,6.566734,53.214003
I-O,144,20141101000000,,3.381657,51.309522
I-O,117,20141101000000,,4.711888,52.017201
I-O,128,20141101000000,,4.329946,51.848309
I-O,106,20141101000000,,5.240248,52.085980
VKP,16920,20200801000000,20210923000000,6.559224,53.216578
I-O,78,20141101000000,,6.190662,52.699762
I-O,238,20141101000000,,4.785656,51.589010
I-O,1476,20161222111852,,6.592758,53.207119
I-O,148,20141101000000,,6.566937,52.997528
I-O,16,20141101000000,,5.857837,51.842218
I-O,1460,20171009100219,,5.791272,51.462783
I-O,180,20141101000000,,5.111840,52.091300
I-O,4,20141101000000,,5.704487,51.252738
I-O,112,20141101000000,,5.163789,52.274256
I-O,138,20141101000000,,3.827864,51.334305
I-O,1477,20171114132410,,6.094565,52.507872
I-O,197,20141101000000,,4.638883,52.380442
I-O,94,20141101000000,,5.623340,52.350905
I-O,7,20141101000000,,5.703900,51.251024
I-O,1478,20171114132517,,6.094007,52.508705
I-O,202,20141101000000,,4.628946,52.381554
I-O,124,20141101000000,,4.325057,51.849707
I-O,1487,20161004121027,,4.331428,51.851200
I-O,72,20141101000000,,6.527338,53.244308
I-O,120,20141101000000,,4.558554,52.260867
I-O,199,20141101000000,,4.631781,52.374671
I-O,8,20141101000000,,5.866560,51.847434
I-O,122,20141101000000,,4.403978,51.919141
I-O,958,20150601000000,,4.332853,51.845863
I-O,157,20141101000000,,6.577796,53.218326
I-O,93,20141101000000,,5.614572,52.345499
I-O,133,20141101000000,,3.621894,51.496588
I-O,90,20141101000000,,5.620907,52.348503
I-O,160,20141101000000,,4.894227,52.384732
I-O,88,20141101000000,,5.668752,52.044700
I-O,216,20141101000000,,4.942695,52.306270
I-O,221,20141101000000,,4.961740,52.370783
I-O,229,20141101000000,,4.940488,52.313686
I-O,230,20141101000000,,4.940488,52.313686
I-O,207,20141101000000,,4.938664,52.399715
I-O,211,20141101000000,,4.884537,52.384982
I-O,225,20141101000000,,4.855038,52.344565
I-O,209,20141101000000,,4.902315,52.368027
I-O,223,20141101000000,,4.931664,52.316676
I-O,219,20141101000000,,4.940788,52.314024
I-O,210,20141101000000,,4.914880,52.377626
I-O,224,20141101000000,,4.845331,52.379336
I-O,226,20141101000000,,4.861061,52.336600
I-O,228,20141101000000,,4.901820,52.367054
I-O,212,20141101000000,,4.941118,52.310434
I-O,227,20141101000000,,4.890092,52.339299
I-O,232,20141101000000,,4.908790,52.369774
I-O,213,20141101000000,,4.939430,52.311382
I-O,215,20141101000000,,4.945382,52.311619
I-O,218,20141101000000,,4.940788,52.314024
I-O,220,20141101000000,,4.837902,52.389957
I-O,46,20141001000000,,4.468464,51.874722
I-O,222,20141101000000,,4.963630,52.370666
I-O,214,20141101000000,,4.941235,52.311676
I-O,231,20141101000000,,4.930712,52.316066
I-O,217,20141101000000,,4.946282,52.315131
I-O,208,20141101000000,,4.908790,52.369774
I-O,251,20141101000000,,5.696567,50.841550
I-O,246,20141101000000,,5.614920,51.659765
I-O,248,20141101000000,,5.614868,51.659093
I-O,241,20141101000000,,5.658420,51.478430
I-O,245,20141101000000,,5.658211,51.478202
VKP,19039,20171130000000,20200310000000,4.261563,52.095353
I-O,252,20141101000000,,5.697355,50.843397
I-O,250,20141101000000,,5.700027,50.860252
I-O,242,20141101000000,,5.649943,51.477985
I-O,243,20141101000000,,5.658273,51.478352
I-O,239,20141101000000,,5.649757,51.478252
I-O,244,20141101000000,,5.659456,51.478007
I-O,240,20141101000000,,5.655958,51.481770
I-O,249,20141101000000,,5.700306,50.860252
I-O,255,20141101000000,,5.982587,51.197335
I-O,956,20150601000000,,4.292977,51.859538
I-O,1482,20161004141122,,4.330026,51.848351
I-O,263,20141101000000,,6.171269,51.372916
I-O,258,20141101000000,,6.172358,51.368962
I-O,259,20141101000000,,6.172318,51.369061
I-O,264,20141101000000,,6.171897,51.372680
I-O,260,20141101000000,,6.167479,51.371658
I-O,257,20141101000000,,6.172077,51.368701
I-O,267,20141101000000,,6.165561,51.368219
I-O,266,20141101000000,,6.165143,51.368458
I-O,265,20141101000000,,6.171318,51.372034
I-O,261,20141101000000,,6.168100,51.372657
I-O,262,20141101000000,,6.168419,51.373693
I-O,270,20141101000000,,6.661776,52.356099
I-O,272,20141101000000,,6.670643,52.361423
I-O,275,20141101000000,,6.668476,52.355102
I-O,269,20141101000000,,6.661363,52.356285
I-O,276,20141101000000,,6.662599,52.357549
I-O,277,20141101000000,,6.668245,52.356296
I-O,279,20141101000000,,6.666971,52.354768
I-O,271,20141101000000,,6.655751,52.358534
I-O,274,20141101000000,,6.668487,52.355135
I-O,278,20141101000000,,6.666971,52.354768
I-O,268,20141101000000,,6.666896,52.342229
I-O,280,20141101000000,,4.458464,51.533183
I-O,282,20141101000000,,4.454167,51.528407
I-O,281,20141101000000,,4.452370,51.530499
I-O,284,20141101000000,,4.453411,51.530433
I-O,285,20141101000000,,4.452403,51.530131
I-O,286,20141101000000,,4.457946,51.531565
I-O,283,20141101000000,,4.459170,51.531157
I-O,288,20141101000000,,4.316002,52.080416
I-O,291,20141101000000,,4.315804,52.080290
I-O,292,20141101000000,,4.315285,52.080178
I-O,294,20141101000000,,4.316339,52.079700
VKP,16640,20200801000000,20210923000000,6.579073,53.217064
I-O,290,20141101000000,,4.323635,52.078824
I-O,293,20141101000000,,4.315761,52.079475
I-O,296,20141101000000,,5.473816,52.511004
I-O,960,20150601000000,,4.332110,51.844639
I-O,297,20141101000000,,5.478305,52.504947
I-O,295,20141101000000,,5.477806,52.506926
I-O,1479,20150601000000,,4.331245,51.840196
I-O,303,20141101000000,,6.517800,52.306927
I-O,305,20141101000000,,4.360899,52.075772
I-O,301,20141101000000,,5.880175,51.730304
I-O,304,20141101000000,,6.523013,52.306834
I-O,302,20141101000000,,6.518905,52.306376
VKP,16675,20200801000000,20210923000000,6.558329,53.205857
I-O,307,20141101000000,,4.397197,52.081003
I-O,310,20141101000000,,5.053475,52.107718
I-O,320,20141101000000,,4.265630,52.094726
I-O,309,20141101000000,,5.055063,52.106808
I-O,328,20141101000000,,4.488151,51.918511
I-O,329,20141101000000,,4.477905,51.916433
I-O,325,20141101000000,,4.319089,52.076501
I-O,323,20141101000000,,4.319883,52.076946
I-O,308,20141101000000,,6.927513,52.314375
I-O,326,20141101000000,,4.318854,52.077113
I-O,313,20141101000000,,4.749414,52.635980
I-O,327,20141101000000,,4.317964,52.076286
I-O,315,20141101000000,,4.891770,52.366363
I-O,314,20141101000000,,4.946782,52.309404
I-O,316,20141101000000,,4.892046,52.366337
I-O,312,20141101000000,,5.059268,52.104357
I-O,324,20141101000000,,4.319467,52.077112
I-O,317,20141101000000,,4.892585,52.357512
I-O,321,20141101000000,,4.317262,52.084741
I-O,962,20150601000000,,4.332179,51.837071
I-O,311,20141101000000,,5.057316,52.105754
I-O,318,20141101000000,,4.655349,51.809915
I-O,322,20141101000000,,4.308334,52.080923
I-O,336,20141101000000,,4.898545,52.366163
I-O,349,20141101000000,,5.985135,51.198618
I-O,341,20141101000000,,4.805204,52.360024
I-O,331,20141101000000,,5.824749,51.824963
I-O,337,20141101000000,,4.879080,52.331283
I-O,330,20141101000000,,5.823714,51.824198
I-O,347,20141101000000,,5.795320,51.462046
I-O,333,20141101000000,,5.387834,52.152219
I-O,343,20141101000000,,4.651256,52.135437
I-O,344,20141101000000,,4.303368,52.084543
I-O,339,20141101000000,,4.931504,52.353341
I-O,348,20141101000000,,5.796345,51.461753
I-O,340,20141101000000,,4.940455,52.358146
I-O,335,20141101000000,,4.752058,52.633939
I-O,346,20141101000000,,4.470042,51.932872
I-O,338,20141101000000,,4.800725,52.378596
I-O,334,20141101000000,,4.751716,52.633558
I-O,342,20141101000000,,4.904703,52.368921
I-O,445,20161004094933,,4.323848,51.848956
I-O,332,20141101000000,,5.381713,52.159974
I-O,354,20141101000000,,4.289013,52.117084
VKP,16767,20200801000000,20210923000000,6.576285,53.206555
I-O,355,20141101000000,,4.343305,51.911554
VKP,19001,20190528000000,20190906000000,4.286424,52.093306
I-O,1888,20200730100551,,5.857005,51.823656
I-O,1892,20200730131410,,5.037982,52.015121
I-O,1889,20200730100822,,5.829637,51.817197
I-O,358,20141101000000,,4.338902,51.911354
I-O,356,20141101000000,,4.342700,51.911529
I-O,1890,20200730102332,,5.829637,51.817197
I-O,22,20141101000000,20150204235959,5.918780,51.985234
I-O,362,20150205000000,,5.918780,51.985234
I-O,364,20150301000000,,4.314719,52.076615
I-O,365,20150301000000,,4.292932,52.081796
I-O,363,20150301000000,,4.315036,52.076760
I-O,1480,20161004102004,,4.331019,51.849143
I-O,955,20150601000000,,4.238853,51.859964
I-O,48,20141001000000,,4.527899,51.896813
I-O,51,20141001000000,,4.484146,51.913127
I-O,1484,20161004095740,,4.325058,51.849681
I-O,1485,20161004103100,,4.330682,51.849371
I-O,961,20150601000000,,4.333649,51.845544
I-O,52,20141001000000,,4.485223,51.913934
I-O,40,20141001000000,,4.470409,51.922799
I-O,959,20150601000000,,4.332641,51.845650
I-O,56,20141001000000,,4.512942,51.898622
I-O,47,20141001000000,,4.482425,51.924172
I-O,957,20150601000000,,4.317735,51.833002
I-O,45,20141001000000,,4.492877,51.920983
I-O,1900,20200730152433,,4.767020,52.321718
I-O,60,20141001000000,,4.471175,51.921632
I-O,1488,20161004141708,,4.329447,51.848957
I-O,53,20141001000000,,4.486484,51.914661
I-O,42,20141001000000,,4.444854,51.918176
I-O,1481,20161004115403,,4.332434,51.850815
I-O,50,20141001000000,,4.485195,51.913787
I-O,61,20141001000000,,4.444200,51.917299
I-O,55,20141001000000,,4.511720,51.898881
I-O,1483,20161004111659,,4.330490,51.850601
I-O,1486,20161004113858,,4.328985,51.851069
I-O,38,20141001000000,,4.492372,51.921755
I-O,43,20141001000000,,4.470421,51.913874
I-O,1902,20200730160032,,5.414730,50.502910
I-O,44,20141001000000,,4.452694,51.911246
I-O,57,20141001000000,,4.482264,51.911340
I-O,1903,20200730160234,,5.414970,50.503640
I-O,1884,20200729090111,,5.700289,50.860079
I-O,58,20141001000000,,4.482862,51.911700
I-O,62,20141001000000,,4.482493,51.924133
I-O,63,20141001000000,,4.482586,51.923463
I-O,67,20150301000000,,4.480328,51.936685
I-O,59,20141001000000,,4.470670,51.922569
I-O,66,20141001000000,,4.527127,51.896787
I-O,54,20141001000000,,4.509606,51.896907
I-O,49,20141001000000,,4.480219,51.937587
I-O,37,20141001000000,,4.358066,51.865992
I-O,64,20141001000000,,4.527146,51.896863
I-O,65,20141001000000,,4.527884,51.896710
I-O,1728,20191018141721,,6.069546,51.923550
I-O,1639,20191008085157,,4.492061,52.046840
I-O,405,20150601000000,,6.650866,52.976320
I-O,399,20150601000000,,6.846648,53.049967
I-O,412,20150601000000,,5.113488,51.744311
I-O,398,20150601000000,,6.714144,53.048985
I-O,407,20150601000000,,6.084600,53.225570
I-O,411,20150601000000,,4.420395,51.859501
I-O,400,20150601000000,,6.821881,53.042474
I-O,401,20150601000000,,6.778825,52.975376
I-O,409,20150601000000,,6.578422,51.921551
I-O,404,20150601000000,,6.847253,53.048511
I-O,402,20150601000000,,6.750845,53.001759
I-O,410,20150601000000,,4.395455,51.861352
I-O,403,20150601000000,,6.791802,52.976670
I-O,397,20150601000000,,6.750641,53.009687
I-O,406,20150601000000,,6.166330,53.259700
I-O,408,20150601000000,,6.145164,53.256061
I-O,419,20150301000000,,5.093035,51.558915
I-O,418,20150301000000,,5.081408,51.554213
I-O,413,20150301000000,,5.088723,51.555054
I-O,415,20150301000000,,5.090045,51.553886
I-O,420,20150301000000,,5.092624,51.558031
I-O,416,20150301000000,,5.076497,51.539492
I-O,417,20150301000000,,5.088980,51.558404
I-O,423,20150601000000,,6.646627,52.320909
I-O,424,20150601000000,,6.666896,52.342229
I-O,1493,20171207120655,,6.263478,52.372144
I-O,425,20150601000000,,6.655751,52.358534
I-O,422,20150601000000,,4.838286,52.283932
I-O,421,20150601000000,,6.862090,53.325531
I-O,1494,20171207120958,,6.228508,52.446878
I-O,433,20150601000000,,5.753609,51.416736
I-O,430,20150601000000,,6.520709,52.996170
I-O,463,20150601000000,,5.319665,51.618748
I-O,462,20150601000000,,5.997474,51.592208
I-O,470,20150601000000,,6.345473,51.998951
I-O,448,20150601000000,,5.391156,51.508509
I-O,1686,20191009142950,,5.673142,51.922199
I-O,466,20150601000000,,4.721919,51.606007
I-O,439,20150601000000,,6.593072,53.306433
I-O,461,20150601000000,,5.943452,51.666094
I-O,436,20150601000000,,4.552384,51.855926
VKP,19019,20130601000000,20200310000000,4.272521,52.106411
I-O,453,20150601000000,,5.267093,52.282063
I-O,469,20150601000000,,6.224200,51.997021
I-O,440,20150601000000,,5.812381,50.954280
I-O,435,20150601000000,,4.518349,51.844511
I-O,438,20150601000000,,6.601120,53.293812
I-O,1673,20191009135923,,6.795948,53.158860
I-O,467,20150601000000,,4.224339,51.867060
I-O,458,20150601000000,,6.836465,52.865242
VKP,19013,20000121000000,20200310000000,4.287186,52.112103
I-O,465,20150601000000,,4.795370,51.539525
I-O,456,20150601000000,,6.825820,52.883115
I-O,444,20150601000000,,5.509886,51.735100
I-O,434,20150601000000,,5.252540,52.222269
I-O,468,20150601000000,,4.183541,51.893109
I-O,447,20150601000000,,5.394290,51.520967
I-O,1649,20191008113319,,6.403661,53.248273
I-O,454,20150601000000,,6.785614,52.923505
I-O,451,20150601000000,,4.479813,51.819469
I-O,450,20150601000000,,4.496899,51.815008
I-O,446,20150601000000,,5.409896,51.506549
I-O,437,20150601000000,,4.551022,51.855624
I-O,443,20150601000000,,6.078877,51.283132
VKP,16773,20200801000000,20210923000000,6.564505,53.207256
I-O,449,20150601000000,,5.389343,51.508897
I-O,1758,20191029073137,,4.315442,51.904325
I-O,452,20150601000000,,5.218482,51.361942
I-O,460,20150601000000,,6.748217,52.299600
VKP,16935,20200801000000,20210923000000,6.605156,53.173256
I-O,471,20150601000000,,6.147059,52.090243
I-O,1630,20191008080219,,6.600477,52.402707
I-O,481,20150601000000,,6.611564,52.716242
I-O,1594,20191003125321,,5.928942,50.886512
I-O,477,20150601000000,,4.602192,51.936700
I-O,474,20150601000000,,5.162469,52.265442
I-O,491,20150601000000,,5.227887,51.946842
I-O,488,20150601000000,,4.411760,51.752785
I-O,500,20150601000000,,4.245764,52.039558
I-O,475,20150601000000,,4.582416,51.954487
I-O,476,20150601000000,,4.580111,51.928432
I-O,473,20150601000000,,5.195772,52.063657
I-O,483,20150601000000,,6.731594,52.803029
I-O,494,20150601000000,,4.963849,52.266993
I-O,485,20150601000000,,6.758124,52.694963
I-O,502,20150601000000,,6.339468,52.441967
I-O,503,20150601000000,,6.282031,52.592219
I-O,478,20150601000000,,4.658280,52.545914
I-O,501,20150601000000,,4.390974,52.054896
I-O,492,20150601000000,,5.226854,51.947977
I-O,482,20150601000000,,6.796529,52.799242
I-O,495,20150601000000,,4.977104,52.277536
I-O,1492,20171207120300,,6.268623,52.400562
I-O,493,20150601000000,,5.165237,52.140487
I-O,480,20150601000000,,6.818628,52.751082
I-O,486,20150601000000,,5.604107,51.311396
I-O,479,20150601000000,,6.757116,52.658006
I-O,472,20150601000000,,6.144077,52.157783
I-O,489,20150601000000,,5.852975,51.731885
I-O,484,20150601000000,,6.735958,52.664094
I-O,497,20150601000000,,4.365975,51.989435
I-O,487,20150601000000,,4.422501,51.751440
I-O,490,20150601000000,,5.171394,51.931106
I-O,496,20150601000000,,4.363021,52.026888
I-O,508,20150301000000,,6.101400,53.106100
I-O,1679,20191009142509,,6.424847,52.284610
I-O,540,20150601000000,,5.524989,51.454223
I-O,533,20141101000000,,5.481958,51.440517
I-O,506,20150301000000,,6.100700,53.104700
I-O,524,20150601000000,,5.862392,51.060731
I-O,522,20150601000000,,5.699408,52.911560
I-O,535,20150601000000,,5.424606,51.435939
I-O,518,20150601000000,,5.720700,52.847893
I-O,538,20141101000000,,5.474161,51.442570
I-O,517,20150601000000,,5.811899,52.959173
I-O,1688,20191009145526,,4.605749,52.391384
I-O,523,20150601000000,,5.878387,51.100512
I-O,530,20150601000000,,5.671300,52.029672
I-O,853,20190926165103,,4.609054,51.640973
I-O,536,20141101000000,,5.480048,51.434558
I-O,537,20141101000000,,5.477548,51.433197
I-O,529,20150601000000,,5.671353,52.029131
I-O,513,20150601000000,,6.035191,53.248360
I-O,510,20150601000000,,4.762288,52.933054
I-O,509,20150301000000,,6.100100,53.106500
I-O,525,20150601000000,,5.651692,52.014230
I-O,531,20150601000000,,5.672244,52.029850
I-O,516,20150601000000,,5.610609,52.879337
I-O,526,20150601000000,,5.673491,52.026912
I-O,505,20150301000000,,6.099642,53.103775
I-O,528,20150601000000,,5.623706,52.085382
I-O,541,20150601000000,,5.422873,51.436678
I-O,532,20150601000000,,5.306805,52.220298
I-O,527,20150601000000,,5.667937,52.043595
I-O,511,20150601000000,,4.765296,52.932175
I-O,534,20141101000000,,5.473155,51.442775
I-O,514,20150601000000,,5.771928,51.465976
I-O,512,20150601000000,,5.989343,53.235438
I-O,539,20150601000000,,5.457733,51.451258
I-O,550,20150601000000,,4.019646,51.798409
I-O,545,20150601000000,,5.562754,51.405213
I-O,548,20150601000000,,4.294240,51.697863
I-O,558,20150601000000,,4.685059,52.494431
I-O,1727,20191018141640,,6.519963,52.312140
I-O,549,20150601000000,,4.211202,51.696503
I-O,554,20150601000000,,5.616571,52.331407
I-O,553,20150601000000,,5.641205,52.334634
I-O,552,20150601000000,,4.671528,52.383627
I-O,555,20150601000000,,5.618445,52.337771
I-O,563,20150601000000,,4.807496,52.638318
I-O,543,20150601000000,,5.195965,51.899114
I-O,556,20150601000000,,4.844567,51.823688
I-O,551,20150601000000,,4.023967,51.811586
I-O,561,20150601000000,,4.825075,52.669826
I-O,557,20150601000000,,4.833664,51.830125
I-O,546,20150601000000,,4.984034,51.899641
I-O,544,20150601000000,,5.270192,51.881708
I-O,559,20150601000000,,4.822207,52.669971
I-O,560,20150601000000,,4.824187,52.670859
I-O,542,20150601000000,,5.287801,52.700021
I-O,562,20150601000000,,4.829611,52.670360
I-O,570,20150601000000,,5.607292,51.462526
I-O,579,20150601000000,,6.376057,52.746072
I-O,574,20150601000000,,4.571012,52.277369
I-O,564,20150601000000,,5.930031,50.905943
I-O,568,20150601000000,,5.706451,51.488224
I-O,566,20150601000000,,4.700902,52.600100
I-O,573,20150601000000,,5.630019,51.467961
I-O,571,20150601000000,,5.701569,51.470974
VKP,18985,19921106000000,20200310000000,4.334310,52.087446
I-O,577,20150601000000,,4.810411,52.866624
I-O,567,20150601000000,,4.120177,51.858053
I-O,569,20150601000000,,5.633671,51.475216
I-O,578,20150601000000,,4.811576,52.867524
I-O,580,20150601000000,,6.306727,52.716289
I-O,576,20150601000000,,4.565828,52.302137
I-O,575,20150601000000,,4.567430,52.303915
I-O,572,20150601000000,,5.628927,51.467697
I-O,581,20150601000000,,6.441600,52.671250
I-O,584,20141101000000,,5.522658,51.766276
I-O,583,20141101000000,,5.528788,51.768218
I-O,585,20141101000000,,5.528398,51.770467
I-O,582,20141101000000,,5.528414,51.768502
I-O,588,20150601000000,,5.181135,52.015126
I-O,592,20150601000000,,6.277967,51.948963
I-O,587,20150601000000,,5.181339,52.014773
I-O,600,20150601000000,,6.214559,51.957639
I-O,602,20150601000000,,5.921647,52.560390
I-O,608,20150601000000,,4.773131,52.719373
I-O,610,20150601000000,,4.459984,51.975711
I-O,611,20150601000000,,4.759457,51.650175
I-O,593,20150601000000,,6.310393,51.944749
I-O,589,20150601000000,,4.587580,52.186826
I-O,604,20150601000000,,5.916398,52.532450
I-O,603,20150601000000,,5.921191,52.560452
I-O,595,20150601000000,,6.294455,51.958870
I-O,601,20150601000000,,5.922623,52.560452
I-O,599,20150601000000,,6.213759,51.957500
I-O,844,20190926163750,,5.890332,50.866858
I-O,606,20150601000000,,5.033212,52.648723
I-O,607,20150601000000,,4.590874,51.912691
I-O,586,20150601000000,,5.128281,52.027564
I-O,590,20150601000000,,4.609814,52.198588
I-O,591,20150601000000,,4.667084,52.167819
I-O,596,20150601000000,,6.294703,51.958774
I-O,598,20150601000000,,6.213196,51.957401
I-O,597,20150601000000,,6.259188,51.959404
I-O,605,20150601000000,,5.011085,52.629357
I-O,1642,20191008111005,,5.507226,51.758273
VKP,19006,20190528000000,20190906000000,4.286391,52.086352
I-O,618,20150601000000,,4.493303,52.147296
I-O,616,20150601000000,,4.478473,52.159547
I-O,1033,20191001134519,,6.740664,53.160665
I-O,622,20150601000000,,5.849951,52.544716
I-O,1653,20191008113953,,4.626714,52.403719
I-O,619,20150601000000,,4.450314,52.165472
VKP,18986,19930614000000,20200310000000,4.330623,52.085658
VKP,19034,20190528000000,20190906000000,4.289693,52.085105
I-O,1680,20191009142748,,4.434268,52.125926
I-O,632,20150601000000,,4.366319,52.081409
I-O,630,20150601000000,,4.369980,52.090154
I-O,635,20150601000000,,6.016915,51.942759
I-O,629,20150601000000,,4.369800,52.089868
I-O,633,20150601000000,,6.035759,51.953057
I-O,628,20150601000000,,4.365758,52.082868
I-O,631,20150601000000,,4.359179,52.067340
VKP,19033,20120501000000,20190906000000,4.275994,52.083380
I-O,795,20200225074250,,5.786335,50.946975
I-O,796,20190923145401,,6.770003,53.159875
I-O,1588,20191003110117,,7.200814,53.185155
I-O,831,20190926122022,,6.311276,53.255874
I-O,854,20191001080327,,5.790957,52.005916
VKP,19023,20171130000000,20200310000000,4.268294,52.102792
I-O,1732,20191018141913,,5.042572,52.313151
I-O,1614,20191003153932,,4.471024,52.062947
VKP,19015,19940427000000,20200310000000,4.288154,52.113722
I-O,1720,20191017094836,,4.892790,52.085667
I-O,1716,20191015145937,,4.661365,51.689997
I-O,1726,20191018140739,,6.084056,52.178132
VKP,16631,20200801000000,20210923000000,6.557804,53.218834
I-O,1721,20191018140734,,5.672881,51.921984
I-O,857,20191001082027,,6.363791,51.922457
VKP,19003,20190528000000,20190906000000,4.282449,52.085869
I-O,1675,20191009140210,,5.633965,53.177861
I-O,1646,20191008111425,,4.036904,51.464939
