FID,naam,se_anno_cad_data,gdb_geomattr_data,shape
1e_druk_serie1_index.1,02a supplement_02 kekerdom,,,"POLYGON ((193246.50699999928 426053.05700000003, 193246.50699999928 428551.6469999999, 197272.43400000036 428551.6469999999, 197272.43400000036 426053.05700000003, 193246.50699999928 426053.05700000003))"
1e_druk_serie1_index.2,03 nijmegen_1830,,,"POLYGON ((184325.91800000146 428604.51000000164, 184325.91800000146 433597.1169999987, 192269.4539999999 433597.1169999987, 192269.4539999999 428604.51000000164, 184325.91800000146 428604.51000000164))"
1e_druk_serie1_index.3,04 herveld_1830,,,"POLYGON ((176301.12299999967 430238.9840000011, 176301.12299999967 435273.1180000007, 184355.83399999887 435273.1180000007, 184355.83399999887 430238.9840000011, 176301.12299999967 430238.9840000011))"
1e_druk_serie1_index.4,05 dodewaard_1831,,,"POLYGON ((168331.22800000012 431610.1959999986, 168331.22800000012 436624.15100000054, 176328.98099999875 436624.15100000054, 176328.98099999875 431610.1959999986, 168331.22800000012 431610.1959999986))"
1e_druk_serie1_index.5,06 leeuwen_1831,,,"POLYGON ((160301.61100000143 431617.25400000066, 160301.61100000143 436709.7019999996, 168347.47899999842 436709.7019999996, 168347.47899999842 431617.25400000066, 160301.61100000143 431617.25400000066))"
1e_druk_serie1_index.6,07 tiel_1831,,,"POLYGON ((154289.79199999943 427911.24599999934, 154289.79199999943 434903.94200000167, 160340.68299999833 434903.94200000167, 160340.68299999833 427911.24599999934, 154289.79199999943 427911.24599999934))"
1e_druk_serie1_index.7,08 varik_1831,,,"POLYGON ((152256.71499999985 422884.9930000007, 152256.71499999985 427940.68400000036, 160323.81700000167 427940.68400000036, 160323.81700000167 422884.9930000007, 152256.71499999985 422884.9930000007))"
1e_druk_serie1_index.8,09 bommel_1832,,,"POLYGON ((144243.09800000116 422951.9210000001, 144243.09800000116 428001.6799999997, 152279.6700000018 428001.6799999997, 152279.6700000018 422951.9210000001, 144243.09800000116 422951.9210000001))"
1e_druk_serie1_index.9,10 zuilichem_1832,,,"POLYGON ((136274.71499999985 423015.11100000143, 136274.71499999985 428064.13500000164, 144276.48800000176 428064.13500000164, 144276.48800000176 423015.11100000143, 136274.71499999985 423015.11100000143))"
1e_druk_serie1_index.10,11 brakel_1832,,,"POLYGON ((128277.56199999899 423123.56500000134, 128277.56199999899 427946.88599999994, 136280.78400000185 427946.88599999994, 136280.78400000185 423123.56500000134, 128277.56199999899 423123.56500000134))"
1e_druk_serie1_index.11,12 gorinchem_1833,,,"POLYGON ((120249.21299999952 423243.16600000113, 120249.21299999952 428117.8929999992, 128338.25600000098 428117.8929999992, 128338.25600000098 423243.16600000113, 120249.21299999952 423243.16600000113))"
