FID,naam,se_anno_cad_data,gdb_geomattr_data,shape
1e_druk_serie1_index.12,13 giesendam_1833,,,"POLYGON ((112275.44999999925 422181, 112275.44999999925 427248.51300000027, 120312.12200000137 427248.51300000027, 120312.12200000137 422181, 112275.44999999925 422181))"
1e_druk_serie1_index.13,14 dordrecht_1833,,,"POLYGON ((104261.52100000158 422255.55700000003, 104261.52100000158 427265.743999999, 112293.59899999946 427265.743999999, 112293.59899999946 422255.55700000003, 104261.52100000158 422255.55700000003))"
1e_druk_serie1_index.14,15 puttershoek_1833,,,"POLYGON ((96262.05900000036 423303.01199999824, 96262.05900000036 428293.9219999984, 104321.75400000066 428293.9219999984, 104321.75400000066 423303.01199999824, 96262.05900000036 423303.01199999824))"
1e_druk_serie1_index.15,16 heinenoord_1834,,,"POLYGON ((88217.50899999961 425378.44900000095, 88217.50899999961 430369.7129999995, 96399.50400000066 430369.7129999995, 96399.50400000066 425378.44900000095, 88217.50899999961 425378.44900000095))"
1e_druk_serie1_index.16,17 poortugaal_1834,,,"POLYGON ((80290.67199999839 426092.46499999985, 80290.67199999839 431147.2989999987, 88309.26000000164 431147.2989999987, 88309.26000000164 426092.46499999985, 80290.67199999839 426092.46499999985))"
1e_druk_serie1_index.17,01 schenkenschans_1830,,,"POLYGON ((200305.45600000024 427292.73999999836, 200305.45600000024 432290.22199999914, 208956.70199999958 432290.22199999914, 208956.70199999958 427292.73999999836, 200305.45600000024 427292.73999999836))"
1e_druk_serie1_index.18,02 kekerdom_1830,,,"POLYGON ((192278.23900000006 428527.9699999988, 192278.23900000006 433550.88500000164, 200399.5460000001 433550.88500000164, 200399.5460000001 428527.9699999988, 192278.23900000006 428527.9699999988))"
1e_druk_serie1_index.19,02a supplement_02 kekerdom,,,"POLYGON ((193246.50699999928 426053.05700000003, 193246.50699999928 428551.6469999999, 197272.43400000036 428551.6469999999, 197272.43400000036 426053.05700000003, 193246.50699999928 426053.05700000003))"
1e_druk_serie1_index.20,03 nijmegen_1830,,,"POLYGON ((184325.91800000146 428604.51000000164, 184325.91800000146 433597.1169999987, 192269.4539999999 433597.1169999987, 192269.4539999999 428604.51000000164, 184325.91800000146 428604.51000000164))"
1e_druk_serie1_index.21,04 herveld_1830,,,"POLYGON ((176301.12299999967 430238.9840000011, 176301.12299999967 435273.1180000007, 184355.83399999887 435273.1180000007, 184355.83399999887 430238.9840000011, 176301.12299999967 430238.9840000011))"
1e_druk_serie1_index.22,05 dodewaard_1831,,,"POLYGON ((168331.22800000012 431610.1959999986, 168331.22800000012 436624.15100000054, 176328.98099999875 436624.15100000054, 176328.98099999875 431610.1959999986, 168331.22800000012 431610.1959999986))"
1e_druk_serie1_index.23,06 leeuwen_1831,,,"POLYGON ((160301.61100000143 431617.25400000066, 160301.61100000143 436709.7019999996, 168347.47899999842 436709.7019999996, 168347.47899999842 431617.25400000066, 160301.61100000143 431617.25400000066))"
1e_druk_serie1_index.24,07 tiel_1831,,,"POLYGON ((154289.79199999943 427911.24599999934, 154289.79199999943 434903.94200000167, 160340.68299999833 434903.94200000167, 160340.68299999833 427911.24599999934, 154289.79199999943 427911.24599999934))"
1e_druk_serie1_index.25,08 varik_1831,,,"POLYGON ((152256.71499999985 422884.9930000007, 152256.71499999985 427940.68400000036, 160323.81700000167 427940.68400000036, 160323.81700000167 422884.9930000007, 152256.71499999985 422884.9930000007))"
1e_druk_serie1_index.26,09 bommel_1832,,,"POLYGON ((144243.09800000116 422951.9210000001, 144243.09800000116 428001.6799999997, 152279.6700000018 428001.6799999997, 152279.6700000018 422951.9210000001, 144243.09800000116 422951.9210000001))"
1e_druk_serie1_index.27,10 zuilichem_1832,,,"POLYGON ((136274.71499999985 423015.11100000143, 136274.71499999985 428064.13500000164, 144276.48800000176 428064.13500000164, 144276.48800000176 423015.11100000143, 136274.71499999985 423015.11100000143))"
1e_druk_serie1_index.28,11 brakel_1832,,,"POLYGON ((128277.56199999899 423123.56500000134, 128277.56199999899 427946.88599999994, 136280.78400000185 427946.88599999994, 136280.78400000185 423123.56500000134, 128277.56199999899 423123.56500000134))"
1e_druk_serie1_index.29,12 gorinchem_1833,,,"POLYGON ((120249.21299999952 423243.16600000113, 120249.21299999952 428117.8929999992, 128338.25600000098 428117.8929999992, 128338.25600000098 423243.16600000113, 120249.21299999952 423243.16600000113))"
1e_druk_serie1_index.30,13 giesendam_1833,,,"POLYGON ((112275.44999999925 422181, 112275.44999999925 427248.51300000027, 120312.12200000137 427248.51300000027, 120312.12200000137 422181, 112275.44999999925 422181))"
1e_druk_serie1_index.31,14 dordrecht_1833,,,"POLYGON ((104261.52100000158 422255.55700000003, 104261.52100000158 427265.743999999, 112293.59899999946 427265.743999999, 112293.59899999946 422255.55700000003, 104261.52100000158 422255.55700000003))"
1e_druk_serie1_index.32,15 puttershoek_1833,,,"POLYGON ((96262.05900000036 423303.01199999824, 96262.05900000036 428293.9219999984, 104321.75400000066 428293.9219999984, 104321.75400000066 423303.01199999824, 96262.05900000036 423303.01199999824))"
1e_druk_serie1_index.33,16 heinenoord_1834,,,"POLYGON ((88217.50899999961 425378.44900000095, 88217.50899999961 430369.7129999995, 96399.50400000066 430369.7129999995, 96399.50400000066 425378.44900000095, 88217.50899999961 425378.44900000095))"
1e_druk_serie1_index.34,17 poortugaal_1834,,,"POLYGON ((80290.67199999839 426092.46499999985, 80290.67199999839 431147.2989999987, 88309.26000000164 431147.2989999987, 88309.26000000164 426092.46499999985, 80290.67199999839 426092.46499999985))"
1e_druk_serie1_index.35,01 schenkenschans_1830,,,"POLYGON ((200305.45600000024 427292.73999999836, 200305.45600000024 432290.22199999914, 208956.70199999958 432290.22199999914, 208956.70199999958 427292.73999999836, 200305.45600000024 427292.73999999836))"
1e_druk_serie1_index.36,02 kekerdom_1830,,,"POLYGON ((192278.23900000006 428527.9699999988, 192278.23900000006 433550.88500000164, 200399.5460000001 433550.88500000164, 200399.5460000001 428527.9699999988, 192278.23900000006 428527.9699999988))"
