gebouwnummer;aantal_adressen_in_pand;adressen;bouwjaar;gebouwstatus;max_huisnr;max_postcode;max_straatnaam;max_woonplaats;min_huisnr;min_postcode;min_straatnaam;min_woonplaats;status_id;verdeeld_over_aantal_straten;geometrie
0479100000017270;1;Matjesveld 36;1975;Pand in gebruik;36;1541PX;Matjesveld;Koog aan de Zaan;36;1541PX;Matjesveld;Koog aan de Zaan;11;1;
0479100000009918;1;Annie van Eesstraat 12;1988;Pand in gebruik;12;1507SH;Annie van Eesstraat;Zaandam;12;1507SH;Annie van Eesstraat;Zaandam;11;1;
0479100000010825;1;Jupiterstraat 20;1973;Pand in gebruik;20;1562WR;Jupiterstraat;Krommenie;20;1562WR;Jupiterstraat;Krommenie;11;1;
0479100000019079;1;Boksland 64;1982;Pand in gebruik;64;1566GD;Boksland;Assendelft;64;1566GD;Boksland;Assendelft;11;1;
0479100000020929;1;Ketelmeer 24;1976;Pand in gebruik;24;1509HK;Ketelmeer;Zaandam;24;1509HK;Ketelmeer;Zaandam;11;1;
0479100000019895;1;Gruttostraat 23;1963;Pand in gebruik;23;1551GH;Gruttostraat;Westzaan;23;1551GH;Gruttostraat;Westzaan;11;1;
0479100000012367;1;Dorpsstraat 764;1994;Pand in gebruik;764;1566ES;Dorpsstraat;Assendelft;764;1566ES;Dorpsstraat;Assendelft;11;1;
0479100000031801;1;Mellum 104;1995;Pand in gebruik;104;1506BM;Mellum;Zaandam;104;1506BM;Mellum;Zaandam;11;1;
0479100000036408;1;Maurice Ravèlstraat 82;1992;Pand in gebruik;82;1544ML;Maurice Ravèlstraat;Zaandijk;82;1544ML;Maurice Ravèlstraat;Zaandijk;11;1;
0479100000005123;1;Titanialaan 48;1977;Pand in gebruik;48;1562ZE;Titanialaan;Krommenie;48;1562ZE;Titanialaan;Krommenie;11;1;
0479100000024872;1;Annie Salomonsstraat 23;1991;Pand in gebruik;23;1507XT;Annie Salomonsstraat;Zaandam;23;1507XT;Annie Salomonsstraat;Zaandam;11;1;
0479100000046513;1;Essenstraat 27;1933;Pand in gebruik;27;1521VB;Essenstraat;Wormerveer;27;1521VB;Essenstraat;Wormerveer;11;1;
0479100000025195;1;Middellandse Zee 36;1972;Pand in gebruik;36;1503BZ;Middellandse Zee;Zaandam;36;1503BZ;Middellandse Zee;Zaandam;11;1;
0479100000024652;1;Callistostraat 25;1976;Pand in gebruik;25;1562ZG;Callistostraat;Krommenie;25;1562ZG;Callistostraat;Krommenie;11;1;
0479100000017819;1;Kuipersveld 10;1976;Pand in gebruik;10;1541SZ;Kuipersveld;Koog aan de Zaan;10;1541SZ;Kuipersveld;Koog aan de Zaan;11;1;
0479100000040600;1;Vlielandstraat 38;1940;Pand in gebruik;38;1506ZK;Vlielandstraat;Zaandam;38;1506ZK;Vlielandstraat;Zaandam;11;1;
0479100000042471;1;Militaireweg 50;1988;Pand in gebruik;50;1562HB;Militaireweg;Krommenie;50;1562HB;Militaireweg;Krommenie;11;1;
0479100000015782;1;Drostendiep 21;1977;Pand in gebruik;21;1509XL;Drostendiep;Zaandam;21;1509XL;Drostendiep;Zaandam;11;1;
0479100000020354;1;De Palmboomstraat 18;1985;Pand in gebruik;18;1551BZ;De Palmboomstraat;Westzaan;18;1551BZ;De Palmboomstraat;Westzaan;11;1;
0479100000033470;1;Gele Ring 115;2005;Pand in gebruik;115;1567GG;Gele Ring;Assendelft;115;1567GG;Gele Ring;Assendelft;11;1;
0479100000001496;1;Langestraat 88;1920;Pand in gebruik;88;1506XJ;Langestraat;Zaandam;88;1506XJ;Langestraat;Zaandam;11;1;
0479100000029907;1;Kieftstraat 32;1940;Pand in gebruik;32;1541HK;Kieftstraat;Koog aan de Zaan;32;1541HK;Kieftstraat;Koog aan de Zaan;11;1;
0479100000033585;1;Gele Ring 129;2005;Pand in gebruik;129;1567GG;Gele Ring;Assendelft;129;1567GG;Gele Ring;Assendelft;11;1;
0479100000000971;1;Westzijde 120;1992;Pand in gebruik;120;1506EJ;Westzijde;Zaandam;120;1506EJ;Westzijde;Zaandam;11;1;
0479100000020792;1;Marskamp 27;1982;Pand in gebruik;27;1566GE;Marskamp;Assendelft;27;1566GE;Marskamp;Assendelft;11;1;
0479100000041119;1;Hanenpad 67;1930;Pand in gebruik;67;1501WC;Hanenpad;Zaandam;67;1501WC;Hanenpad;Zaandam;11;1;
0479100000036050;1;Flevomeer 44;1978;Pand in gebruik;44;1509GR;Flevomeer;Zaandam;44;1509GR;Flevomeer;Zaandam;11;1;
0479100000034593;1;Weeshuisland 61;1976;Pand in gebruik;61;1541MB;Weeshuisland;Koog aan de Zaan;61;1541MB;Weeshuisland;Koog aan de Zaan;11;1;
0479100000053604;1;Tritonlaan 19 u;1975;Pand in gebruik;19;1562ZN;Tritonlaan;Krommenie;19;1562ZN;Tritonlaan;Krommenie;11;1;
0479100000048036;1;Jan Hendrik op den Veldestraat 15;1949;Pand in gebruik;15;1501ZM;Jan Hendrik op den Veldestraat;Zaandam;15;1501ZM;Jan Hendrik op den Veldestraat;Zaandam;11;1;
0479100000010288;1;J.J. Allanstraat 331;1963;Pand in gebruik;331;1551RH;J.J. Allanstraat;Westzaan;331;1551RH;J.J. Allanstraat;Westzaan;11;1;
0479100000017250;1;Serenade 51;2000;Pand in gebruik;51;1507VK;Serenade;Zaandam;51;1507VK;Serenade;Zaandam;11;1;
0479100000011469;1;Bernard Zweersstraat 2;1992;Pand in gebruik;2;1544MB;Bernard Zweersstraat;Zaandijk;2;1544MB;Bernard Zweersstraat;Zaandijk;11;1;
0479100000000440;4;Havenstraat 113 t/m Wagenmakerij 6;1950;Pand in gebruik;113;1506PM;Wagenmakerij;Zaandam;3;1505SG;Havenstraat;Zaandam;11;2;
0479100000057034;1;Ranonkellaan 21 d;1967;Pand in gebruik;21;1562AS;Ranonkellaan;Krommenie;21;1562AS;Ranonkellaan;Krommenie;11;1;
0479100000045826;1;Lindelaan 36;1947;Pand in gebruik;36;1561CL;Lindelaan;Krommenie;36;1561CL;Lindelaan;Krommenie;11;1;
0479100000011626;1;Louis Armstrongstraat 20;1995;Pand in gebruik;20;1544KL;Louis Armstrongstraat;Zaandijk;20;1544KL;Louis Armstrongstraat;Zaandijk;11;1;
0479100000030132;1;Opera 11;1991;Pand in gebruik;11;1507VG;Opera;Zaandam;11;1507VG;Opera;Zaandam;11;1;
0479100000020364;1;Hoveniersstraat 1;1939;Pand in gebruik;1;1502RA;Hoveniersstraat;Zaandam;1;1502RA;Hoveniersstraat;Zaandam;11;1;
0479100000054275;1;Witte Duifstraat 40 b;1955;Pand in gebruik;40;1561HL;Witte Duifstraat;Krommenie;40;1561HL;Witte Duifstraat;Krommenie;11;1;
0479100000015580;1;H. Soeteboomstraat 54;1990;Pand in gebruik;54;1507RW;H. Soeteboomstraat;Zaandam;54;1507RW;H. Soeteboomstraat;Zaandam;11;1;
0479100000041365;1;Militaireweg 100;1976;Pand in gebruik;100;1562HD;Militaireweg;Krommenie;100;1562HD;Militaireweg;Krommenie;11;1;
0479100000028480;1;J.A. Zandlevenstraat 12;1990;Pand in gebruik;12;1507XB;J.A. Zandlevenstraat;Zaandam;12;1507XB;J.A. Zandlevenstraat;Zaandam;11;1;
0479100000053124;1;Treilerstraat 21 l;1971;Pand in gebruik;21;;Treilerstraat;Zaandam;21;;Treilerstraat;Zaandam;11;1;
0479100000014437;1;Ossenven 8;2005;Pand in gebruik;8;1567BB;Ossenven;Assendelft;8;1567BB;Ossenven;Assendelft;11;1;
0479100000007235;1;Penningweg 100 B;1998;Pand in gebruik;100;1507DH;Penningweg;Zaandam;100;1507DH;Penningweg;Zaandam;11;1;
0479100000046761;1;Begoniastraat 8;1957;Pand in gebruik;8;1521WS;Begoniastraat;Wormerveer;8;1521WS;Begoniastraat;Wormerveer;11;1;
0479100000029369;1;Igor Strawinskystraat 19;1993;Pand in gebruik;19;1544MC;Igor Strawinskystraat;Zaandijk;19;1544MC;Igor Strawinskystraat;Zaandijk;11;1;
0479100000048468;1;Burgemeester van Ordenstraat 31;1939;Pand in gebruik;31;1501RR;Burgemeester van Ordenstraat;Zaandam;31;1501RR;Burgemeester van Ordenstraat;Zaandam;11;1;
0479100000017605;1;Vondelpark 17;2005;Pand in gebruik;17;1567HC;Vondelpark;Assendelft;17;1567HC;Vondelpark;Assendelft;11;1;
0479100000008093;1;Paradijsvogel 6;1991;Pand in gebruik;6;1551RW;Paradijsvogel;Westzaan;6;1551RW;Paradijsvogel;Westzaan;11;1;
0479100000034318;1;Thijssestraat 30;1962;Pand in gebruik;30;1504LJ;Thijssestraat;Zaandam;30;1504LJ;Thijssestraat;Zaandam;11;1;
0479100000016699;1;Borgerdiep 12;1978;Pand in gebruik;12;1509XM;Borgerdiep;Zaandam;12;1509XM;Borgerdiep;Zaandam;11;1;
0479100000004057;1;Westerkoogweg 4;1998;Pand in gebruik;4;1541VZ;Westerkoogweg;Koog aan de Zaan;4;1541VZ;Westerkoogweg;Koog aan de Zaan;11;1;
0479100000056723;2;Oostkade 12 B t/m Oostkade 12 a;1955;Pand in gebruik;12;1501ND;Oostkade;Zaandam;12;1501ND;Oostkade;Zaandam;11;1;
0479100000029751;1;Madeliefstraat 14;1970;Pand in gebruik;14;1562RW;Madeliefstraat;Krommenie;14;1562RW;Madeliefstraat;Krommenie;11;1;
0479100000008255;1;Kronenburgerpark 2;2009;Pand in gebruik;2;1567HL;Kronenburgerpark;Assendelft;2;1567HL;Kronenburgerpark;Assendelft;11;1;
0479100000079905;1;Dorpsstraat 453 a;2011;Pand in gebruik;453;1566BH;Dorpsstraat;Assendelft;453;1566BH;Dorpsstraat;Assendelft;11;1;
0479100000084038;1;Sluispolderweg 13 A 7;2012;Pand in gebruik;13;1505HJ;Sluispolderweg;Zaandam;13;1505HJ;Sluispolderweg;Zaandam;11;1;
0479100000039749;1;Dovenetelweg 26;1961;Pand in gebruik;26;1508CG;Dovenetelweg;Zaandam;26;1508CG;Dovenetelweg;Zaandam;11;1;
0479100000081787;1;Delistraat 13;2012;Pand in gebruik;13;1521BG;Delistraat;Wormerveer;13;1521BG;Delistraat;Wormerveer;11;1;
0479100000080800;1;Koning Davidstraat 4;2011;Pand in gebruik;4;1502NV;Koning Davidstraat;Zaandam;4;1502NV;Koning Davidstraat;Zaandam;11;1;
0479100000014902;1;Transvaalstraat 3;1968;Pand in gebruik;3;1521GB;Transvaalstraat;Wormerveer;3;1521GB;Transvaalstraat;Wormerveer;11;1;
0479100000055124;1;Baikonoerstraat 16 b;1968;Pand in gebruik;16;1562BZ;Baikonoerstraat;Krommenie;16;1562BZ;Baikonoerstraat;Krommenie;11;1;
0479100000086771;1;Zuiddijk 53;1920;Pand in gebruik;53;1501CB;Zuiddijk;Zaandam;53;1501CB;Zuiddijk;Zaandam;11;1;
0479100000000070;7;Warmperserij 1 t/m Warmperserij 9;1957;Pand in gebruik;13;1505RL;Warmperserij;Zaandam;1;1505RL;Warmperserij;Zaandam;11;1;
0479100000008982;1;Hendrik Andriessenstraat 37;1992;Pand in gebruik;37;1544MT;Hendrik Andriessenstraat;Zaandijk;37;1544MT;Hendrik Andriessenstraat;Zaandijk;11;1;
0479100000085712;1;Vurehout 112;2017;Pand in gebruik;112;1507EC;Vurehout;Zaandam;112;1507EC;Vurehout;Zaandam;11;1;
0479100000086534;1;Keerspoor 15;2016;Pand in gebruik;15;1567LN;Keerspoor;Assendelft;15;1567LN;Keerspoor;Assendelft;11;1;
0479100000085849;1;Witte Ring 94;2015;Pand in gebruik;94;1567CG;Witte Ring;Assendelft;94;1567CG;Witte Ring;Assendelft;11;1;
0479100000003015;2;Dorpsstraat 99 t/m Dorpsstraat 99 A;1930;Pand in gebruik;99;1566AD;Dorpsstraat;Assendelft;99;1566AD;Dorpsstraat;Assendelft;11;1;
0479100000088804;1;Ebbehout 31 C;2018;Bouw gestart;31;1507EA;Ebbehout;Zaandam;31;1507EA;Ebbehout;Zaandam;3;1;
0479100000009679;3;Verzetstraat 1 t/m Verzetstraat 5;1954;Pand in gebruik;5;1541HB;Verzetstraat;Koog aan de Zaan;1;1541HB;Verzetstraat;Koog aan de Zaan;11;1;
0479100000038515;1;Veeringstraat 64;1929;Pand in gebruik;64;1502NM;Veeringstraat;Zaandam;64;1502NM;Veeringstraat;Zaandam;11;1;
0479100000004035;4;Ruijsdaelstraat 2 t/m Westzijde 213 B;1905;Pand in gebruik;213;1506LV;Westzijde;Zaandam;2;1506GD;Ruijsdaelstraat;Zaandam;11;2;
0479100000042061;1;Slachthuisstraat 55;1936;Pand in gebruik;55;1508EC;Slachthuisstraat;Zaandam;55;1508EC;Slachthuisstraat;Zaandam;11;1;
0479100000024342;1;Wals 15;1989;Pand in gebruik;15;1507TM;Wals;Zaandam;15;1507TM;Wals;Zaandam;11;1;
0479100000013986;1;Lijnbaan 15;1929;Pand in gebruik;15;1561EL;Lijnbaan;Krommenie;15;1561EL;Lijnbaan;Krommenie;11;1;
0479100000057197;1;Hannie Schaftstraat 18 c;1980;Pand in gebruik;18;1525PB;Hannie Schaftstraat;Westknollendam;18;1525PB;Hannie Schaftstraat;Westknollendam;11;1;
0479100000049955;2;Sloepstraat 5 a 20 t/m Sloepstraat 6 A;1970;Pand in gebruik;6;1503KH;Sloepstraat;Zaandam;5;1503KH;Sloepstraat;Zaandam;11;1;
0479100000001421;26;Plataanweg 10 t/m Plataanweg 9;1960;Pand in gebruik;27;1544PA;Plataanweg;Zaandijk;2;1544PA;Plataanweg;Zaandijk;11;1;
0479100000019574;1;Treilerstraat 156;1970;Pand in gebruik;156;1503JM;Treilerstraat;Zaandam;156;1503JM;Treilerstraat;Zaandam;11;1;
0479100000032749;1;Veldvliegerweg 19;1990;Pand in gebruik;19;1502EG;Veldvliegerweg;Zaandam;19;1502EG;Veldvliegerweg;Zaandam;11;1;
0479100000000682;79;De Zetter 10 t/m De Zetter 9;1982;Pand in gebruik;80;1521CZ;De Zetter;Wormerveer;2;1521CT;De Zetter;Wormerveer;11;1;
0479100000032102;1;Vioolstraat 45;1930;Pand in gebruik;45;1541DL;Vioolstraat;Koog aan de Zaan;45;1541DL;Vioolstraat;Koog aan de Zaan;11;1;
0479100000021219;1;Burgemeester Schaapstraat 24;1959;Pand in gebruik;24;1561WD;Burgemeester Schaapstraat;Krommenie;24;1561WD;Burgemeester Schaapstraat;Krommenie;11;1;
0479100000008662;1;Het Welvaren 23;1994;Pand in gebruik;23;1551AT;Het Welvaren;Westzaan;23;1551AT;Het Welvaren;Westzaan;11;1;
0479100000046233;1;Vioolstraat 31;1949;Pand in gebruik;31;1521WJ;Vioolstraat;Wormerveer;31;1521WJ;Vioolstraat;Wormerveer;11;1;
0479100000040020;1;J.A. Zandlevenstraat 27;1990;Pand in gebruik;27;1507XA;J.A. Zandlevenstraat;Zaandam;27;1507XA;J.A. Zandlevenstraat;Zaandam;11;1;
0479100000002336;13;Symon Claeszstraat 11 t/m Symon Claeszstraat 9 D;1999;Pand in gebruik;13;1502VD;Symon Claeszstraat;Zaandam;9;1502VD;Symon Claeszstraat;Zaandam;11;1;
0479100000006044;1;Dorpsstraat 299;1923;Pand in gebruik;299;1566BB;Dorpsstraat;Assendelft;299;1566BB;Dorpsstraat;Assendelft;11;1;
0479100000038872;1;Beekdal 7;2001;Pand in gebruik;7;1566ST;Beekdal;Assendelft;7;1566ST;Beekdal;Assendelft;11;1;
0479100000018570;1;Botenmakersstraat 99;1902;Pand in gebruik;99;1506TC;Botenmakersstraat;Zaandam;99;1506TC;Botenmakersstraat;Zaandam;11;1;
0479100000019828;1;Hooiven 8;1969;Pand in gebruik;8;1504AR;Hooiven;Zaandam;8;1504AR;Hooiven;Zaandam;11;1;
0479100000009343;1;Duke Ellingtonstraat 45;1995;Pand in gebruik;45;1544KP;Duke Ellingtonstraat;Zaandijk;45;1544KP;Duke Ellingtonstraat;Zaandijk;11;1;
0479100000042791;1;Jan van Vleutenstraat 9;1934;Pand in gebruik;9;1544VE;Jan van Vleutenstraat;Zaandijk;9;1544VE;Jan van Vleutenstraat;Zaandijk;11;1;
0479100000055652;1;Barkstraat 12 a 16;1971;Pand in gebruik;12;;Barkstraat;Zaandam;12;;Barkstraat;Zaandam;11;1;
0479100000007242;1;Graskarper 18;2002;Pand in gebruik;18;1562KV;Graskarper;Krommenie;18;1562KV;Graskarper;Krommenie;11;1;
0479100000006427;1;Oostzijde 96 C A;1910;Pand in gebruik;96;1502BK;Oostzijde;Zaandam;96;1502BK;Oostzijde;Zaandam;11;1;
0479100000043762;1;Kramerstraat 22;1914;Pand in gebruik;22;1502TN;Kramerstraat;Zaandam;22;1502TN;Kramerstraat;Zaandam;11;1;
0479100000036545;1;Zonnelaan 44;1935;Pand in gebruik;44;1561ES;Zonnelaan;Krommenie;44;1561ES;Zonnelaan;Krommenie;11;1;
0479100000007197;1;Dorpsstraat 532;1925;Pand in gebruik;532;1566BX;Dorpsstraat;Assendelft;532;1566BX;Dorpsstraat;Assendelft;11;1;
0479100000034929;1;Taanmanstraat 6;1925;Pand in gebruik;6;1502NA;Taanmanstraat;Zaandam;6;1502NA;Taanmanstraat;Zaandam;11;1;
0479100000024042;1;Prins Hendrikstraat 2;1905;Pand in gebruik;2;1501AS;Prins Hendrikstraat;Zaandam;2;1501AS;Prins Hendrikstraat;Zaandam;11;1;
0479100000034245;1;Westzanerdijk 141 A;1985;Pand in gebruik;141;1507AE;Westzanerdijk;Zaandam;141;1507AE;Westzanerdijk;Zaandam;11;1;
0479100000020733;1;Tuinstraat 42;1930;Pand in gebruik;42;1506VZ;Tuinstraat;Zaandam;42;1506VZ;Tuinstraat;Zaandam;11;1;
0479100000038090;1;2e Heidestraat 15;1968;Pand in gebruik;15;1566VP;2e Heidestraat;Assendelft;15;1566VP;2e Heidestraat;Assendelft;11;1;
0479100000041514;1;De Sint Pieter 22;1975;Pand in gebruik;22;1509ZK;De Sint Pieter;Zaandam;22;1509ZK;De Sint Pieter;Zaandam;11;1;
0479100000012557;2;Brandakkerstraat 9 t/m Brandakkerstraat 9 B;1973;Pand in gebruik;9;1566XD;Brandakkerstraat;Assendelft;9;1566XD;Brandakkerstraat;Assendelft;11;1;
0479100000002943;1;Haverland 1;1965;Pand in gebruik;1;1566AW;Haverland;Assendelft;1;1566AW;Haverland;Assendelft;11;1;
0479100000032090;1;Twiskelaan 13;1965;Pand in gebruik;13;1566TA;Twiskelaan;Assendelft;13;1566TA;Twiskelaan;Assendelft;11;1;
0479100000024294;1;Pinasstraat 44;1971;Pand in gebruik;44;1503TG;Pinasstraat;Zaandam;44;1503TG;Pinasstraat;Zaandam;11;1;
0479100000040114;1;Poldermeester 14;2000;Pand in gebruik;14;1566JR;Poldermeester;Assendelft;14;1566JR;Poldermeester;Assendelft;11;1;
0479100000024434;1;Schoenerstraat 19;1969;Pand in gebruik;19;1503BA;Schoenerstraat;Zaandam;19;1503BA;Schoenerstraat;Zaandam;11;1;
0479100000030266;1;Gele Ring 63;2004;Pand in gebruik;63;1567GE;Gele Ring;Assendelft;63;1567GE;Gele Ring;Assendelft;11;1;
0479100000027449;1;Schoenerstraat 16;1969;Pand in gebruik;16;1503BC;Schoenerstraat;Zaandam;16;1503BC;Schoenerstraat;Zaandam;11;1;
0479100000042060;1;Slachthuisstraat 59;1936;Pand in gebruik;59;1508EC;Slachthuisstraat;Zaandam;59;1508EC;Slachthuisstraat;Zaandam;11;1;
0479100000022363;1;Wandelweg 53;1930;Pand in gebruik;53;1521AB;Wandelweg;Wormerveer;53;1521AB;Wandelweg;Wormerveer;11;1;
0479100000002227;1;Smitsven 10;1968;Pand in gebruik;10;1504AM;Smitsven;Zaandam;10;1504AM;Smitsven;Zaandam;11;1;
0479100000044860;1;Lijsterstraat 59;1959;Pand in gebruik;59;1521XB;Lijsterstraat;Wormerveer;59;1521XB;Lijsterstraat;Wormerveer;11;1;
0479100000081901;1;Sluispad 30;1987;Pand in gebruik;30;1521EX;Sluispad;Wormerveer;30;1521EX;Sluispad;Wormerveer;11;1;
0479100000021537;1;Kruisstraat 10;1950;Pand in gebruik;10;1561PJ;Kruisstraat;Krommenie;10;1561PJ;Kruisstraat;Krommenie;11;1;
0479100000024145;1;Dodonaeusstraat 71;1962;Pand in gebruik;71;1504KE;Dodonaeusstraat;Zaandam;71;1504KE;Dodonaeusstraat;Zaandam;11;1;
0479100000035220;1;Spaarndamstraat 4;1986;Pand in gebruik;4;1507KB;Spaarndamstraat;Zaandam;4;1507KB;Spaarndamstraat;Zaandam;11;1;
0479100000018964;1;De Omloop 58;1986;Pand in gebruik;58;1566GX;De Omloop;Assendelft;58;1566GX;De Omloop;Assendelft;11;1;
0479100000028555;1;Rode Zee 39;1972;Pand in gebruik;39;1503TP;Rode Zee;Zaandam;39;1503TP;Rode Zee;Zaandam;11;1;
0479100000020142;1;Boksland 62;1982;Pand in gebruik;62;1566GD;Boksland;Assendelft;62;1566GD;Boksland;Assendelft;11;1;
0479100000008525;3;Prunuslaan 2 t/m Prunuslaan 6;1951;Pand in gebruik;6;1544PP;Prunuslaan;Zaandijk;2;1544PP;Prunuslaan;Zaandijk;11;1;
0479100000036045;1;Magda Janssensstraat 38;1989;Pand in gebruik;38;1507SP;Magda Janssensstraat;Zaandam;38;1507SP;Magda Janssensstraat;Zaandam;11;1;
0479100000003551;2;Hoogstraat 18 t/m Hoogstraat 18  GA;1956;Pand in gebruik;18;1541KX;Hoogstraat;Koog aan de Zaan;18;1541KX;Hoogstraat;Koog aan de Zaan;11;1;
0479100000026888;1;Uranuslaan 158;1974;Pand in gebruik;158;1562XE;Uranuslaan;Krommenie;158;1562XE;Uranuslaan;Krommenie;11;1;
0479100000001795;1;Schoolpad 22;1965;Pand in gebruik;22;1521DE;Schoolpad;Wormerveer;22;1521DE;Schoolpad;Wormerveer;11;1;
0479100000043048;1;Ampèrestraat 4;1930;Pand in gebruik;4;1521TJ;Ampèrestraat;Wormerveer;4;1521TJ;Ampèrestraat;Wormerveer;11;1;
0479100000031253;1;Mellum 114;1995;Pand in gebruik;114;1506BM;Mellum;Zaandam;114;1506BM;Mellum;Zaandam;11;1;
0479100000009884;1;Westzanerdijk 192;1990;Pand in gebruik;192;1507AM;Westzanerdijk;Zaandam;192;1507AM;Westzanerdijk;Zaandam;11;1;
0479100000024305;1;Mosakker 90;1976;Pand in gebruik;90;1541TC;Mosakker;Koog aan de Zaan;90;1541TC;Mosakker;Koog aan de Zaan;11;1;
0479100000032933;1;Roerdompstraat 7;1961;Pand in gebruik;7;1551GJ;Roerdompstraat;Westzaan;7;1551GJ;Roerdompstraat;Westzaan;11;1;
0479100000028277;1;Loggerstraat 71;1970;Pand in gebruik;71;1503KB;Loggerstraat;Zaandam;71;1503KB;Loggerstraat;Zaandam;11;1;
0479100000026165;1;Zonnelaan 28;1935;Pand in gebruik;28;1561ES;Zonnelaan;Krommenie;28;1561ES;Zonnelaan;Krommenie;11;1;
0479100000024843;1;Smuiger 11;2001;Pand in gebruik;11;1566LR;Smuiger;Assendelft;11;1566LR;Smuiger;Assendelft;11;1;
0479100000028381;1;Provincialeweg 326;1939;Pand in gebruik;326;1506MK;Provincialeweg;Zaandam;326;1506MK;Provincialeweg;Zaandam;11;1;
0479100000019310;1;Borgerdiep 24;1978;Pand in gebruik;24;1509XN;Borgerdiep;Zaandam;24;1509XN;Borgerdiep;Zaandam;11;1;
0479100000026098;1;Uranuslaan 30;1974;Pand in gebruik;30;1562XA;Uranuslaan;Krommenie;30;1562XA;Uranuslaan;Krommenie;11;1;
0479100000034021;1;Teresjkowastraat 51;1970;Pand in gebruik;51;1562BV;Teresjkowastraat;Krommenie;51;1562BV;Teresjkowastraat;Krommenie;11;1;
0479100000013614;1;Molenveld 44;1975;Pand in gebruik;44;1541SL;Molenveld;Koog aan de Zaan;44;1541SL;Molenveld;Koog aan de Zaan;11;1;
0479100000016744;1;Oranjeboomstraat 21;1957;Pand in gebruik;21;1551BH;Oranjeboomstraat;Westzaan;21;1551BH;Oranjeboomstraat;Westzaan;11;1;
0479100000031110;1;Opera 63;1991;Pand in gebruik;63;1507VH;Opera;Zaandam;63;1507VH;Opera;Zaandam;11;1;
0479100000008306;1;Dorpsstraat 1026;1920;Pand in gebruik;1026;1566JK;Dorpsstraat;Assendelft;1026;1566JK;Dorpsstraat;Assendelft;11;1;
0479100000007344;1;J M van der Meystraat 94;2005;Pand in gebruik;94;1567GC;J M van der Meystraat;Assendelft;94;1567GC;J M van der Meystraat;Assendelft;11;1;
0479100000012911;1;Buurserbeek 23;1974;Pand in gebruik;23;1509EK;Buurserbeek;Zaandam;23;1509EK;Buurserbeek;Zaandam;11;1;
0479100000029005;1;Schaatsenrijder 57;2001;Pand in gebruik;57;1562LH;Schaatsenrijder;Krommenie;57;1562LH;Schaatsenrijder;Krommenie;11;1;
0479100000012234;1;Brederodestraat 10;1969;Pand in gebruik;10;1566TK;Brederodestraat;Assendelft;10;1566TK;Brederodestraat;Assendelft;11;1;
0479100000009123;1;Genieweg 76;2003;Pand in gebruik;76;1566NM;Genieweg;Assendelft;76;1566NM;Genieweg;Assendelft;11;1;
0479100000025607;1;Jupiterstraat 123;1974;Pand in gebruik;123;1562WP;Jupiterstraat;Krommenie;123;1562WP;Jupiterstraat;Krommenie;11;1;
0479100000005376;1;Titofstraat 11;1970;Pand in gebruik;11;1562BK;Titofstraat;Krommenie;11;1562BK;Titofstraat;Krommenie;11;1;
0479100000036573;1;Vlietlaan 63;1964;Pand in gebruik;63;1566WE;Vlietlaan;Assendelft;63;1566WE;Vlietlaan;Assendelft;11;1;
0479100000037562;1;Kerkstraat 319;1968;Pand in gebruik;319;1521JM;Kerkstraat;Wormerveer;319;1521JM;Kerkstraat;Wormerveer;11;1;
0479100000064168;1;Huurlands Weer 17;2001;Pand in gebruik;17;1566LW;Huurlands Weer;Assendelft;17;1566LW;Huurlands Weer;Assendelft;11;1;
0479100000042523;1;Burgemeester van de Stadtstraat 108;1939;Pand in gebruik;108;1501SJ;Burgemeester van de Stadtstraat;Zaandam;108;1501SJ;Burgemeester van de Stadtstraat;Zaandam;11;1;
0479100000030533;1;Jonge Arnoldusstraat 15;1931;Pand in gebruik;15;1501VP;Jonge Arnoldusstraat;Zaandam;15;1501VP;Jonge Arnoldusstraat;Zaandam;11;1;
0479100000005765;1;Oostzijde 42 B;1920;Pand in gebruik;42;1502BH;Oostzijde;Zaandam;42;1502BH;Oostzijde;Zaandam;11;1;
0479100000002661;1;Shepardstraat 5;1969;Pand in gebruik;5;1562BN;Shepardstraat;Krommenie;5;1562BN;Shepardstraat;Krommenie;11;1;
0479100000034045;1;Thijssestraat 64;1962;Pand in gebruik;64;1504LK;Thijssestraat;Zaandam;64;1504LK;Thijssestraat;Zaandam;11;1;
0479100000009358;1;Teunis Slagterstraat 16;1960;Pand in gebruik;16;1551CG;Teunis Slagterstraat;Westzaan;16;1551CG;Teunis Slagterstraat;Westzaan;11;1;
0479100000043555;1;Leeuwerikstraat 12;1959;Pand in gebruik;12;1521XN;Leeuwerikstraat;Wormerveer;12;1521XN;Leeuwerikstraat;Wormerveer;11;1;
0479100000006059;1;Westerzoom 5;1978;Pand in gebruik;5;1541TV;Westerzoom;Koog aan de Zaan;5;1541TV;Westerzoom;Koog aan de Zaan;11;1;
0479100000030311;1;Baardspringer 39;1979;Pand in gebruik;39;1541WV;Baardspringer;Koog aan de Zaan;39;1541WV;Baardspringer;Koog aan de Zaan;11;1;
0479100000003637;1;Aletta Jacobsstraat 3;1989;Pand in gebruik;3;1566SC;Aletta Jacobsstraat;Assendelft;3;1566SC;Aletta Jacobsstraat;Assendelft;11;1;
0479100000019452;1;Smuiger 5;2001;Pand in gebruik;5;1566LR;Smuiger;Assendelft;5;1566LR;Smuiger;Assendelft;11;1;
