GEMEENTE,CBS_GEMEENTECODE,BETREFT,WIJKNAAM,CBS_WIJKCODE,BUURTNAAM,CBS_BUURTCODE,BAGREFNUMMER,STRAATNAAM,HUISNUMMER,HUISLETTER,HUISNUMMERTOEVOEGING,POSTCODE,WOONPLAATS,longitude,latitude,X,Y,GEOMETRIE
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Breukelen,WK190402,Scheendijk,WK19040211,0311020000000001,Scheendijk,11,,51,3621VC,Breukelen,5.024362,52.17824,130182.13,465628.52,"POLYGON ((130177.993 465630.813,130177.814 465626.466,130186.271 465626.227,130186.45 465630.575,130177.993 465630.813))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Breukelen,WK190402,Scheendijk,WK19040211,0311020000000013,Scheendijk,11,,38,3621VC,Breukelen,5.023061,52.178046,130093.03,465607.38,"POLYGON ((130101.123 465609.542,130084.936 465609.542,130084.936 465605.265,130101.123 465605.211,130101.123 465609.542))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Breukelen,WK190402,Scheendijk,WK19040211,0311020000000027,Scheendijk,11,,53,3621VC,Breukelen,5.024502,52.178374,130191.79,465643.35,"POLYGON ((130183.43 465645.225,130183.555 465641.004,130200.147 465641.533,130200.147 465645.701,130183.43 465645.225))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Breukelen,WK190402,Kievitsbuurt,WK19040204,0311020000000043,De Plassen Noord,110,,,3621PN,Breukelen,5.033303,52.181005,130795.21,465933.11,"POLYGON ((130785.253 465935.734,130785.161 465932.535,130786.828 465932.241,130787.416 465930.574,130791.044 465930.476,130790.946 465932.143,130805.261 465931.751,130805.065 465932.437,130799.672 465932.535,130799.476 465935.281,130785.253 465935.734))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Breukelen,WK190402,Kievitsbuurt,WK19040204,0311020000000056,Scheendijk,12,,31,3621VC,Breukelen,5.026869,52.178728,130353.87,465681.95,"POLYGON ((130345.79 465683.974,130345.814 465679.852,130361.946 465679.951,130361.921 465684.053,130345.79 465683.974))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Breukelen,WK190402,Scheendijk,WK19040211,0311020000000061,Scheendijk,24,,16,3621VC,Breukelen,5.021243,52.183321,129971.63,466194.91,"POLYGON ((129962.974 466193.207,129980.339 466191.897,129980.713 466196.223,129963.468 466197.655,129962.974 466193.207))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000076,Nigtevechtseweg,166,,ws,3633XX,Vreeland,5.038595,52.247046,131192.5,473279.1,"POLYGON ((131177.56 473280.477,131180.063 473270.891,131207.45 473277.275,131205.872 473287.3,131177.56 473280.477))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Nieuwersluis,WK190409,Polder Mijnden,WK19040901,0329020000000046,Mijndensedijk,29,,ws04,3631NN,Nieuwersluis,5.018372,52.198936,129784.18,467933.23,"POLYGON ((129797.757 467942.141,129789.162 467949.509,129770.392 467924.424,129780.415 467916.961,129792.247 467932.852,129792.415 467933.078,129797.968 467940.536,129797.757 467942.141))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000071,Nigtevechtseweg,156,,ws,3633XX,Vreeland,5.038947,52.24685,131216.41,473257.2,"POLYGON ((131205.596 473259.772,131203.537 473258.742,131206.008 473250.094,131229.277 473256.271,131226.6 473264.302,131205.596 473259.772))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Nigtevecht,WK190408,Polder Aetsveld,WK19040801,0329020000000104,Klompweg,7,,,1393PH,Nigtevecht,5.056957,52.284093,132465.22,477395.2,"POLYGON ((132451.714 477389.156,132460.324 477381.524,132478.719 477400.898,132470.333 477408.877,132451.714 477389.156))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Nigtevecht,WK190408,Polder Garsten Noord,WK19040802,0329020000000131,Vreelandseweg,87,,,1393PE,Nigtevecht,5.031833,52.258954,130737.23,474606.2,"POLYGON ((130722.856 474597.037,130745.865 474596.433,130746.798 474599.651,130749.608 474608.979,130751.605 474613.357,130751.459 474615.977,130722.952 474615.813,130722.856 474597.037))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Loenen aan de Vecht,WK190403,Hoefijzer,WK19040307,0329020000000023,Vreelandseweg,15,,ws04,3632EP,Loenen aan de Vecht,5.029414,52.212546,130546.53,469443.69,"POLYGON ((130536.073 469430.729,130548.595 469426.862,130556.986 469457.264,130543.022 469460.521,130536.073 469430.729))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Nieuwersluis,WK190409,Polder Sticht,WK19040903,0329020000000044,Jaagpad,45,,ws05,3631AG,Nieuwersluis,5.012697,52.196568,129394.85,467671.75,"POLYGON ((129376.058 467675.159,129377.772 467662.978,129413.635 467669.656,129411.041 467680.518,129396.886 467677.71,129383.508 467675.955,129376.058 467675.159))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Nieuwersluis,WK190409,Polder Het Honderd,WK19040904,0329020000000095,Stationsweg,45,,ws,3631AJ,Nieuwersluis,5.002111,52.198926,128672.45,467937.86,"POLYGON ((128660.034 467940.878,128677.569 467926.57,128684.864 467935.267,128667.048 467949.155,128660.034 467940.878))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000059,Nigtevechtseweg,132,,ws,3633XX,Vreeland,5.036076,52.246207,131019.99,473186.6,"POLYGON ((131009.136 473181.078,131022.243 473174.454,131030.84 473190.944,131020.125 473198.742,131009.136 473181.078))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Nieuwersluis,WK190409,Polder Het Honderd,WK19040904,0329020000000091,Stationsweg,37,,ws,3631AJ,Nieuwersluis,5.003267,52.198333,128751.15,467871.44,"POLYGON ((128738.031 467875.366,128757.25 467859.233,128764.264 467867.65,128744.765 467883.643,128738.031 467875.366))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Nigtevecht,WK190408,Nigtevecht Garsten,WK19040805,0329020000000100,Vreelandseweg,7,,,1393PC,Nigtevecht,5.022246,52.27268,130090.36,476136.64,"POLYGON ((130078.403 476141.811,130080.429 476138.51,130082.455 476135.209,130084.149 476132.056,130085.727 476128.716,130088.324 476123.185,130102.326 476132.497,130092.376 476150.092,130078.403 476141.811))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Nigtevecht,WK190408,Polder Aetsveld,WK19040801,0329020000000108,Klompweg,17,,,1393PJ,Nigtevecht,5.057162,52.284883,132479.61,477483,"POLYGON ((132472.451 477475.28,132480.301 477473.409,132486.762 477489.502,132478.445 477492.587,132472.451 477475.28))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Loenen aan de Vecht,WK190403,Oudover,WK19040309,0329020000000003,Oud Over,99,,ws,3632VC,Loenen aan de Vecht,5.030286,52.212413,130606.07,469428.61,"POLYGON ((130594.794 469419.591,130608.509 469414.261,130612.368 469425.545,130617.344 469437.654,130604.425 469442.959,130594.794 469419.591))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Loenen aan de Vecht,WK190403,Hoefijzer,WK19040307,0329020000000024,Vreelandseweg,18,,ws05,3632EP,Loenen aan de Vecht,5.0296,52.212968,130559.52,469490.59,"POLYGON ((130549.855 469482.23,130557.095 469476.551,130569.19 469499.979,130556.964 469504.638,130557.075 469497.531,130553.487 469493.374,130553.442 469493.533,130549.919 469482.427,130549.855 469482.23))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Nieuwersluis,WK190409,Polder Sticht,WK19040903,0329020000000045,Mijndensedijk,27,,ws03,3631NN,Loenen aan de Vecht,5.019136,52.199566,129836.72,468002.98,"POLYGON ((129821.263 467991.609,129831.87 467986.282,129852.177 468012.627,129841.611 468019.675,129821.263 467991.609))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Nieuwersluis,WK190409,Polder Het Honderd,WK19040904,0329020000000101,Stationsweg,47,,ws,3631AJ,Nieuwersluis,5.001833,52.199068,128653.51,467953.78,"POLYGON ((128639.973 467957.993,128660.034 467940.878,128667.048 467949.155,128647.127 467966.691,128639.973 467957.993))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000056,Nigtevechtseweg,126,,ws,3633XX,Vreeland,5.035997,52.245456,131014.22,473103.1,"POLYGON ((131004.51 473113.278,131011.486 473100.367,131016.773 473091.915,131018.899 473089.113,131023.934 473092.711,131011.532 473117.093,131004.51 473113.278))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Nieuwersluis,WK190409,Polder Het Honderd,WK19040904,0329020000000092,Stationsweg,39,,ws,3631AJ,Nieuwersluis,5.002974,52.198485,128731.16,467888.48,"POLYGON ((128717.55 467893.042,128738.031 467875.366,128744.765 467883.643,128724.704 467901.599,128717.55 467893.042))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Vreeland,WK190406,Vreeland Dorp,WK19040603,0329020000000145,Nigtevechtseweg,20,,ws,3633XS,Vreeland,5.030879,52.233407,130658.07,471764.16,"POLYGON ((130651.273 471758.418,130659.263 471756.332,130664.87 471768.481,130657.277 471771.986,130651.273 471758.418))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000138,IJsvogelpad,1,,ws,3633DB,Vreeland,5.032715,52.2252,130779.03,470850.48,"POLYGON ((130765.281 470858.101,130773.804 470848.271,130779.092 470841.129,130782.46 470835.233,130792.775 470845.266,130773.993 470865.734,130765.281 470858.101))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000158,Nigtevechtseweg,90,,ws,3633XW,Vreeland,5.038446,52.240917,131179.06,472597.22,"POLYGON ((131165.158 472593.558,131175.287 472584.075,131175.934 472584.506,131192.959 472599.161,131183.692 472610.367,131165.158 472593.558))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000141,IJsvogelpad,9,,ws,3633DB,Vreeland,5.033115,52.224098,130805.76,470727.67,"POLYGON ((130800.315 470741.102,130801.743 470714.247,130801.76 470713.908,130811.205 470715.4,130810.873 470741.431,130800.315 470741.102))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Loenen aan de Vecht,WK190403,Oudover,WK19040309,0329020000000004,Oud Over,101,,ws,3632VC,Loenen aan de Vecht,5.030407,52.212637,130614.47,469453.45,"POLYGON ((130602.3 469443.809,130617.666 469438.456,130626.64 469463.078,130611.648 469468.453,130602.3 469443.809))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Loenen aan de Vecht,WK190403,Hoefijzer,WK19040307,0329020000000025,Vreelandseweg,22,,ws06,3632ER,Loenen aan de Vecht,5.030047,52.213712,130590.46,469573.18,"POLYGON ((130579.803 469558.934,130593.49 469555.988,130601.118 469586.717,130588.395 469590.375,130584.579 469578.833,130582.761 469572.681,130579.803 469558.934))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000064,Nigtevechtseweg,142,,ws,3633XX,Vreeland,5.037124,52.2466,131091.83,473230.02,"POLYGON ((131079.782 473229.502,131083.694 473221.677,131103.874 473229.708,131100.579 473238.357,131079.782 473229.502))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Nieuwersluis,WK190409,Polder Het Honderd,WK19040904,0329020000000093,Stationsweg,41,,ws,3631AJ,Nieuwersluis,5.002672,52.198645,128710.61,467906.37,"POLYGON ((128696.507 467911.138,128717.55 467893.042,128724.704 467901.599,128703.802 467919.696,128697.128 467911.867,128696.507 467911.138))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Nigtevecht,WK190408,Polder Aetsveld,WK19040801,0329020000000105,Klompweg,11,,,1393PH,Nigtevecht,5.057312,52.28444,132489.62,477433.7,"POLYGON ((132480.844 477442.475,132492.401 477421.838,132498.392 477428.887,132487.819 477445.568,132480.844 477442.475))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Nigtevecht,WK190408,Polder Aetsveld,WK19040801,0329020000000107,Klompweg,15,,,1393PH,Nigtevecht,5.057133,52.284734,132477.61,477466.44,"POLYGON ((132472.451 477475.28,132475.688 477457.597,132482.768 477459.899,132480.301 477473.409,132472.451 477475.28))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Nigtevecht,WK190408,Polder Aetsveld,WK19040801,0329020000000113,Klompweg,27,,,1393PJ,Nigtevecht,5.058496,52.284849,132570.64,477478.76,"POLYGON ((132558.667 477479.601,132563.119 477469.18,132579.447 477476.815,132582.619 477478.342,132579.642 477484.078,132577.433 477488.333,132565.094 477481.002,132561.627 477478.942,132558.667 477479.601))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Vreeland,WK190406,Polder Dorssewaard,WK19040602,0329020000000146,Nigtevechtseweg,22,,ws,3633XS,Vreeland,5.030987,52.233539,130665.57,471778.82,"POLYGON ((130657.277 471771.986,130658.269 471771.528,130664.87 471768.481,130673.865 471786.472,130666.272 471789.159,130657.277 471771.986))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000140,IJsvogelpad,3,,ws,3633DB,Vreeland,5.033004,52.224862,130798.63,470812.72,"POLYGON ((130789.563 470821.67,130792.747 470814.062,130794.898 470807.271,130796.265 470798.707,130807.705 470800.237,130807.223 470806.016,130801.444 470826.725,130789.563 470821.67))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000159,Nigtevechtseweg,92,,ws,3633XW,Vreeland,5.038863,52.241107,131207.61,472618.23,"POLYGON ((131190.804 472614.893,131191.02 472614.893,131202.442 472603.04,131224.424 472623.729,131214.51 472633.427,131195.867 472618.852,131190.804 472614.893))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Loenen aan de Vecht,WK190403,Oudover,WK19040309,0329020000000005,Oud Over,103,,ws,3632VC,Loenen aan de Vecht,5.030664,52.213105,130632.29,469505.48,"POLYGON ((130619.862 469496.637,130634.496 469489.823,130637.914 469500,130644.721 469516.297,130631.051 469521.139,130619.862 469496.637))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Loenen aan de Vecht,WK190403,Polder Holland,WK19040301,0329020000000026,Vreelandseweg,27,,ws07,3632ER,Loenen aan de Vecht,5.032247,52.220086,130744.28,470281.63,"POLYGON ((130729.992 470279.949,130735.384 470269.786,130735.475 470269.616,130758.576 470283.673,130752.964 470293.639,130729.992 470279.949))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Loenersloot,WK190410,Poldergebied Loenersloot,WK19041001,0329020000000034,Angstelpad,14,,ws,3634AM,Loenersloot,4.995959,52.225089,128267.61,470851.03,"POLYGON ((128254.402 470848.812,128259.253 470840.861,128280.814 470853.258,128275.828 470861.209,128254.402 470848.812))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Nieuwersluis,WK190409,Polder Het Honderd,WK19040904,0329020000000102,Stationsweg,49,,ws,3631AJ,Nieuwersluis,5.001453,52.199259,128627.63,467975.11,"POLYGON ((128614.02 467979.176,128633.941 467962.342,128641.236 467971.18,128621.736 467987.874,128614.02 467979.176))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000069,Nigtevechtseweg,152,,ws,3633XX,Vreeland,5.038179,52.246705,131163.9,473241.34,"POLYGON ((131151.646 473242.681,131154.941 473234.238,131176.15 473241.445,131173.679 473248.446,131151.646 473242.681))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Nieuwersluis,WK190409,Polder Het Honderd,WK19040904,0329020000000094,Stationsweg,43,,ws,3631AJ,Nieuwersluis,5.002379,52.198795,128690.69,467923.2,"POLYGON ((128677.569 467926.57,128696.507 467911.138,128697.128 467911.867,128703.802 467919.696,128684.864 467935.267,128677.569 467926.57))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Nigtevecht,WK190408,Polder Aetsveld,WK19040801,0329020000000114,Klompweg,29,,,1393PJ,Nigtevecht,5.058808,52.284948,132591.95,477489.72,"POLYGON ((132577.433 477488.333,132579.642 477484.078,132582.619 477478.342,132606.466 477490.442,132600.599 477501.1,132589.729 477495.111,132583.581 477491.722,132579.531 477489.49,132577.433 477488.333))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Vreeland,WK190406,Polder Dorssewaard,WK19040602,0329020000000147,Nigtevechtseweg,66,,ws,3633XW,Vreeland,5.032721,52.236345,130785.54,472090.49,"POLYGON ((130772.93 472080.428,130786.076 472075.04,130798.145 472100.039,130798.145 472100.255,130785.742 472105.945,130783.921 472105.643,130772.93 472080.428))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Nigtevecht,WK190408,Polder Aetsveld,WK19040801,0329020000000122,Klompweg,45,,,1393PJ,Nigtevecht,5.06452,52.284695,132981.59,477459.87,"POLYGON ((132966.796 477455.853,132975.701 477445.798,132996.384 477464.758,132987.622 477473.95,132966.796 477455.853))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000139,IJsvogelpad,5,,ws,3633DB,Vreeland,5.033062,52.224643,130802.47,470788.39,"POLYGON ((130796.265 470798.707,130798.289 470776.543,130808.668 470777.12,130807.705 470800.237,130796.265 470798.707))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000137,IJsvogelpad,7,,ws,3633DB,Vreeland,5.033081,52.224376,130803.62,470758.64,"POLYGON ((130798.517 470772.442,130800.141 470744.846,130808.718 470745.245,130808.552 470772.437,130798.517 470772.442))"
Stichtse Vecht,G1904,StichtseVecht-ligplaats,Vreeland,WK190406,Hoeker Polder,WK19040601,0329020000000160,Nigtevechtseweg,96,,ws,3633XW,Vreeland,5.040116,52.242529,131293.94,472776,"POLYGON ((131283.741 472775.663,131300.935 472768.868,131304.137 472776.265,131287.663 472783.139,131283.741 472775.663))"
