OBJECTID,PUIC,NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,RELATIEVEHOOGTELIGGING,TIJDSTIP_REGISTRATIE,AZIMUT,REF_OVERWEG_PUIC,REF_OVERWEG_NAAM,TYPE_OVERWEGBEVEILIGING,TYPE_PAALINSTALLATIE,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,X,Y,LATITUDE,LONGITUDE,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT
619,8ca8c803-5667-434b-9c32-35d572639304,,60,Bestaand,0,,,56789a89-56b0-4da5-9285-562ccc8afa16,102.5,,AHOB,Dz-Dzsh,Delfzijl - Delfzijl Stamlijn Havenschap ,803,h,803,803_h,Delfzijl Stamlijn Havenschap,102.550364,"102,550364",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,258676.174,593681.294,53.31950003,6.94302405,Delfzijl Stamlijn Havenschap,DZSH,NCBG
620,4aa73ce5-f822-4b23-90d5-0df54e356c47,,60,Bestaand,0,,,fe3ef879-f464-4295-89b7-788d48948d27,56.9,,AHOB,Ah-Vl,Arnhem - Venlo ,052,,52,052__,Beugen - Blerick,56.896385,"56,896385",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,199223.51,392574.303,51.5204239,6.02438183,Venray - Meerlo = Tienraij,VRY-MLO,Vrije baan
621,60d64939-ed20-4080-a9af-88d150a639dc,,60,Bestaand,0,,,fe3ef879-f464-4295-89b7-788d48948d27,56.9,,RGP,Ah-Vl,Arnhem - Venlo ,052,,52,052__,Beugen - Blerick,56.900795,"56,900795",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,199221.687,392564.845,51.52033903,6.02435437,Venray - Meerlo = Tienraij,VRY-MLO,Vrije baan
622,c47a80fa-c955-407c-9eb2-5edd1380e8be,,60,Bestaand,0,,,fe3ef879-f464-4295-89b7-788d48948d27,56.9,,RGP,Ah-Vl,Arnhem - Venlo ,052,,52,052__,Beugen - Blerick,56.905895,"56,905895",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,199231.871,392570.128,51.52038571,6.02450176,Venray - Meerlo = Tienraij,VRY-MLO,Vrije baan
623,07492d12-99ee-47cd-9e53-473d5803fac3,,60,Bestaand,0,,,fe3ef879-f464-4295-89b7-788d48948d27,56.9,,AHOB,Ah-Vl,Arnhem - Venlo ,052,,52,052__,Beugen - Blerick,56.910653,"56,910653",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,199230.279,392560.143,51.52029609,6.02447757,Venray - Meerlo = Tienraij,VRY-MLO,Vrije baan
624,b18c0dcb-1570-427b-b74c-e3dd0c27156d,,60,Bestaand,,,,fe3ef879-f464-4295-89b7-788d48948d27,56.9,,AG,Ah-Vl,Arnhem - Venlo ,052,,52,052__,Beugen - Blerick,56.884785,"56,884785",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,199197.566,392561.907,51.52031452,6.02400648,Venray - Meerlo = Tienraij,VRY-MLO,Vrije baan
625,de0c3329-75e2-4d27-8d8c-119ac77b8b51,,60,Bestaand,,,,fe3ef879-f464-4295-89b7-788d48948d27,56.9,,AG,Ah-Vl,Arnhem - Venlo ,052,,52,052__,Beugen - Blerick,56.92169,"56,921690",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,199228.768,392539.915,51.5201144,6.02445325,Venray - Meerlo = Tienraij,VRY-MLO,Vrije baan
626,5d2d3d84-18c6-4b7f-ae7c-d2db8f5a72fa,,60,Bestaand,0,,,b8a18def-b62e-4c42-8640-fe2b1b015d16,15.4,,AHOB,Hlg-Nscg,Harlingen - Nieuweschans Grens ,001,a,1,001_a,Harlingen Haven - Leeuwarden,15.420189,"15,420189",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Friesland,36,171453.381,576798.145,53.177614,5.63329209,Dronryp,DRP,PPLG
627,edc75a3f-a01a-4a24-b232-a2a238b130bf,,60,Bestaand,0,,,5dae2375-9df1-48b5-bada-73c0a836b81c,13.4,,AHOB_MINI,Zlw-Np,Lage Zwaluwe - Nispen ,120,a,120,120_a,Lage Zwaluwe - Roosendaal,13.46496,"13,464960",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,97361.777,401649.586,51.60077972,4.55526066,Zevenbergen - Oudenbosch,ZVB-ODB,Vrije baan
628,e110e9cc-9e13-4759-80e1-0926e46398c0,,60,Bestaand,0,,,7aa05f1c-a996-48ad-8290-f801e8c28ae7,98.4,,AHOB,Asd-Zp,Amsterdam Centraal - Zutphen ,208,,208,208__,Apeldoorn - Zutphen,98.436427,"98,436427",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,204139.221,465020.013,52.17114078,6.10552003,Zutphen - Klarenbeek,ZP-KBK,Vrije baan
629,2bbfd53a-fb87-43d3-bc58-54aea875a6d3,,,Onbekend,0,,,4a7a1e42-2171-489f-8165-6a78cf918b11,35.2,,Onbekend,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,924,a,924,924_a,Kijfhoek,35.257425,"35,257425",ProRail,Randstad Zuid,RZ,BAAN,Zee-Zevenaar,130,Kijfhoek,99,100295.099,427316.301,51.83175962,4.59355699,Kijfhoek,KFH,PPLG
630,d2f323a3-0733-454f-a7ef-3a28609adf15,,120,Bestaand,0,,,0d49239b-808a-42fd-b78a-0b1919db4e02,2.9,,ALI,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,478,a,478,478_a,Rotterdam Europoort 4,2.966484,"2,966484",ProRail,Randstad Zuid,RZ,BAAN,Zee-Zevenaar,130,Europoort,4,60999.191,441171.616,51.95102749,4.01980147,Maasvlakte Yangtzehaven Zuid,MVTYZ,PPLG
631,7a0cbc3d-8aa3-4c3e-b112-dc01b62cb40d,,,Onbekend,0,,,31dcce6c-9bd7-4f13-b1bf-9aca6aa3b274,57.8,,Onbekend,Mt-Vl,Maastricht - Venlo ,060,,60,060__,Roermond - Venlo,57.851454,"57,851454",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,203144.419,365992.698,51.28118252,6.07724652,Reuver,RV,PPLG
632,7b9d3bcf-d202-4698-99a9-312b110000c8,,60,Bestaand,,,,31dcce6c-9bd7-4f13-b1bf-9aca6aa3b274,57.8,,PAG,Mt-Vl,Maastricht - Venlo ,060,,60,060__,Roermond - Venlo,57.754267,"57,754267",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,203128.252,365887.356,51.28023706,6.07700054,Reuver,RV,PPLG
633,16cce555-7ac1-4a99-beb5-1acad4ed6575,,60,Bestaand,,,,31dcce6c-9bd7-4f13-b1bf-9aca6aa3b274,57.8,,PAG,Mt-Vl,Maastricht - Venlo ,060,,60,060__,Roermond - Venlo,57.751354,"57,751354",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,203119.115,365889.653,51.28025848,6.07686991,Reuver,RV,PPLG
634,e27301f8-d11a-4a4c-a6a0-d179630764eb,,60,Bestaand,0,,,31dcce6c-9bd7-4f13-b1bf-9aca6aa3b274,57.8,,RGP,Mt-Vl,Maastricht - Venlo ,060,,60,060__,Roermond - Venlo,57.871127,"57,871127",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,203157.886,366007.521,51.28131461,6.07744153,Reuver,RV,PPLG
635,e5e10341-5978-46f5-842f-2404aa4eb737,,60,Bestaand,0,,,31dcce6c-9bd7-4f13-b1bf-9aca6aa3b274,57.8,,AHOB,Mt-Vl,Maastricht - Venlo ,060,,60,060__,Roermond - Venlo,57.825947,"57,825947",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,203130.391,365971.174,51.28099025,6.07704255,Reuver,RV,PPLG
636,276ac7ce-c4a5-4aa6-b17e-10cf448b2d23,,60,Bestaand,0,,,31dcce6c-9bd7-4f13-b1bf-9aca6aa3b274,57.8,,AHOB,Mt-Vl,Maastricht - Venlo ,060,,60,060__,Roermond - Venlo,57.810123,"57,810123",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,203129.691,365952.444,51.28082196,6.07702998,Reuver,RV,PPLG
637,d96de0d3-54b2-42c1-97d8-794d7312a18c,,60,Bestaand,0,,,31dcce6c-9bd7-4f13-b1bf-9aca6aa3b274,57.8,,RGP,Mt-Vl,Maastricht - Venlo ,060,,60,060__,Roermond - Venlo,57.825711,"57,825711",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,203138.159,365965.669,51.28094011,6.07715314,Reuver,RV,PPLG
638,b34c44cd-5fc5-4e5e-9938-9bc30699b0bf,,60,Bestaand,0,,,31dcce6c-9bd7-4f13-b1bf-9aca6aa3b274,57.8,,AHOB,Mt-Vl,Maastricht - Venlo ,060,,60,060__,Roermond - Venlo,57.841662,"57,841662",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,203150.213,365976.926,51.28104027,6.07732742,Reuver,RV,PPLG
639,ffe9ab9a-1ba3-4981-8cad-58f5a6462a51,,60,Bestaand,0,,,7e452dd2-dca9-4978-9118-caa864669e76,4.4,,AHOB,Mt-Vl,Maastricht - Venlo ,063,,63,063__,Maastricht - Sittard,4.478282,"4,478282",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,179421.944,321269.494,50.88070157,5.73419948,Bunde - Maastricht,BDE-MT,Vrije baan
640,0bcbe7c6-f541-4326-a88e-af04bf35e959,,60,Bestaand,0,,,30be996d-111d-4198-920e-d5c64dbe0c0f,26.9,,AHOB,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,211,,211,211__,Barneveld Noord - Ede=Wageningen,27.004186,"27,004186",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,174267.129,451217.643,52.04893695,5.6680777,Lunteren - Ede = Wageningen,LTN-ED,Vrije baan
641,c83143b8-099b-40c6-b0bd-7d0fccd2ab17,,60,Bestaand,0,,,30be996d-111d-4198-920e-d5c64dbe0c0f,26.9,,AHOB,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,211,,211,211__,Barneveld Noord - Ede=Wageningen,27.003098,"27,003098",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,174260.325,451218.501,52.0489449,5.66797856,Lunteren - Ede = Wageningen,LTN-ED,Vrije baan
642,3a103f2f-80ea-4c16-bbc1-3220c63b0835,,60,Bestaand,0,,,30be996d-111d-4198-920e-d5c64dbe0c0f,26.9,,AHOB,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,211,,211,211__,Barneveld Noord - Ede=Wageningen,26.99136,"26,991360",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,174259.826,451230.293,52.0490509,5.66797195,Lunteren - Ede = Wageningen,LTN-ED,Vrije baan
643,da14211b-a4e1-4bb6-9a2b-08af7b4a43b3,,60,Bestaand,0,,,30be996d-111d-4198-920e-d5c64dbe0c0f,26.9,,AHOB,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,211,,211,211__,Barneveld Noord - Ede=Wageningen,26.995028,"26,995028",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,174266.995,451226.851,52.04901972,5.66807627,Lunteren - Ede = Wageningen,LTN-ED,Vrije baan
644,a01e9340-a407-4a40-aca0-adfef7b86168,,60,Bestaand,0,,,30be996d-111d-4198-920e-d5c64dbe0c0f,26.9,,AHOB,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,211,,211,211__,Barneveld Noord - Ede=Wageningen,26.986571,"26,986571",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,174268.521,451235.446,52.04909692,5.668099,Lunteren - Ede = Wageningen,LTN-ED,Vrije baan
645,5fd18d6a-a9c2-4d4d-83c0-ea0fa3c1ea2e,,60,Bestaand,0,,,93c50bb6-0dd5-4080-996a-8391cb6b3e65,6.1,,RGP,Tb-Vga,Tilburg - Vught Aansluiting ,124,a,124,124_a,Tilburg - Vught Aansl.,6.143697,"6,143697",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,137903.597,400896.04,51.59670412,5.1404598,Tilburg Industrieterrein - Vught Aansl.,TBI-VGA,Vrije baan
646,4e27dd7e-3675-4838-9aa4-9fb58d6b9c58,,60,Bestaand,0,,,93c50bb6-0dd5-4080-996a-8391cb6b3e65,6.1,,RGP,Tb-Vga,Tilburg - Vught Aansluiting ,124,a,124,124_a,Tilburg - Vught Aansl.,6.131957,"6,131957",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,137907.134,400880.046,51.59656047,5.14051163,Tilburg Industrieterrein - Vught Aansl.,TBI-VGA,Vrije baan
647,c8956842-cb91-4713-b3cf-32a467312386,,60,Bestaand,0,,,ef01c35e-c829-4dd0-a4a4-b581e02deeff,31.6,,AHOB,Gn-Dz,Groningen - Delfzijl ,201,,201,201__,Sauwerd - Delfzijl,31.641946,"31,641946",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,251282.93,594495.21,53.32819566,6.83235872,Loppersum - Appingedam,LP-APG,Vrije baan
648,95661380-da11-4a7b-bda3-11d6efdd5256,,60,Bestaand,0,,,bd85c1ec-ee7e-4544-804c-96964e80f6db,59.6,,AHOB_MINI,Ah-Zl,Arnhem - Zwolle ,018,,18,018__,Deventer - Zwolle,59.689638,"59,689638",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,206320.733,489529.531,52.39121159,6.14113416,Zwolle - Olst,ZL-OST,Vrije baan
649,82e95025-5b01-442e-bd96-369650ac4158,,60,Bestaand,0,,,3c37eb43-cf28-46f5-89c9-bf941e4f1194,28.0,,AHOB,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,28.077972,"28,077972",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Heerhugowaard,6,118159.218,527135.159,52.73033329,4.84181898,Schagen - Heerhugowaard,SGN-HWD,Vrije baan
650,c5fcf470-463d-494b-b1ab-f162645587f0,,60,Bestaand,0,,,3c37eb43-cf28-46f5-89c9-bf941e4f1194,28.0,,AHOB,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,28.078843,"28,078843",ProRail,Randstad Noord,RN,BAAN,Hollands Noorderkwartier,210,Heerhugowaard,6,118170.349,527137.62,52.73035616,4.84198348,Schagen - Heerhugowaard,SGN-HWD,Vrije baan
651,f488d8a7-906d-4d5e-bd5b-62c585b7652d,,60,Bestaand,0,,,10942a39-2cca-4d27-ba66-0262b306c5ea,6.0,,AHOB_MINI,Apd-Dv,Apeldoorn - Deventer ,023,,23,023__,Apeldoorn - Deventer,6.090166,"6,090166",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,IJsselstreek,31,200177.111,471621.976,52.23081358,6.04848595,Apeldoorn - Deventer,APD-DV,Vrije baan
652,21aca0fd-e2f3-4b7b-a4e3-bf40e9cb71a7,,60,Bestaand,0,,,1d997063-3a97-45c7-8807-fa30110982f5,38.4,,AHOB_MINI,Ww-Zv,Winterswijk-Zevenaar ,212,,212,212__,Winterswijk - Zevenaar,38.410621,"38,410621",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,212638.789,441420.708,51.9582254,6.22576995,Wehl,WL,PPLG
653,62b5a1b6-17d5-4a01-9eb8-2f2c2f7e1a46,,60,Bestaand,0,,,1d997063-3a97-45c7-8807-fa30110982f5,38.4,,AHOB_MINI,Ww-Zv,Winterswijk-Zevenaar ,212,,212,212__,Winterswijk - Zevenaar,38.404754,"38,404754",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,212645.011,441414.017,51.95816462,6.22585934,Wehl,WL,PPLG
654,6daff729-0632-4ba2-a429-b23619cc45a5,,,Onbekend,0,,,da923a74-2354-4afd-8ca1-f634774a7b56,6.5,,Onbekend,Hmta-Law,Hemtunnel Aansl. - Latexweg ,490,b,490,490_b,Amsterdam Houtrakpolder (gebied),6.57695,"6,576950",ProRail,Randstad Noord,RN,BAAN,Amsterdam,220,Amsterdam,9,113097.202,490332.505,52.39922985,4.77152066,Amsterdam Houtrakpolder,HRP,NCBG
655,c242e576-99f8-4016-9c9a-1dfcda69dcd8,,60,Bestaand,0,,,da923a74-2354-4afd-8ca1-f634774a7b56,6.5,,AHOB,Hmta-Law,Hemtunnel Aansl. - Latexweg ,490,b,490,490_b,Amsterdam Houtrakpolder (gebied),6.586912,"6,586912",ProRail,Randstad Noord,RN,BAAN,Amsterdam,220,Amsterdam,9,113087.447,490333.974,52.39924231,4.77137715,Amsterdam Houtrakpolder,HRP,NCBG
656,90ed2c97-40ab-43a8-9551-f59d54a20f5e,,60,Bestaand,0,,,da923a74-2354-4afd-8ca1-f634774a7b56,6.5,,AHOB,Hmta-Law,Hemtunnel Aansl. - Latexweg ,490,b,490,490_b,Amsterdam Houtrakpolder (gebied),6.588615,"6,588615",ProRail,Randstad Noord,RN,BAAN,Amsterdam,220,Amsterdam,9,113087.296,490343.742,52.39933008,4.77137371,Amsterdam Houtrakpolder,HRP,NCBG
657,20ad05b9-8362-4d5e-927b-3827add45399,,60,Bestaand,0,,,938fd9d5-200c-4244-a408-b04c719faf11,44.5,,AHOB,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,44.584213,"44,584213",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,170482.184,479215.43,52.30069612,5.61418043,Harderwijk - Putten,HD-PT,Vrije baan
658,32f78012-76b1-43e0-8475-0568ac503941,,60,Bestaand,0,,,938fd9d5-200c-4244-a408-b04c719faf11,44.5,,AHOB,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,44.595209,"44,595209",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,170486.161,479225.761,52.30078886,5.6142392,Harderwijk - Putten,HD-PT,Vrije baan
659,085cb60f-48dd-4d41-a7d8-e6e7f70f9005,,60,Bestaand,0,,,938fd9d5-200c-4244-a408-b04c719faf11,44.5,,AHOB,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,44.57501,"44,575010",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,170506.486,479194.442,52.3005068,5.61453573,Harderwijk - Putten,HD-PT,Vrije baan
660,6fdfc30d-3c44-4c01-a93b-e4752d582bc9,,60,Bestaand,0,,,938fd9d5-200c-4244-a408-b04c719faf11,44.5,,AHOB,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,44.592741,"44,592741",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,170492.041,479220.418,52.30074067,5.61432516,Harderwijk - Putten,HD-PT,Vrije baan
661,0afc5366-6e84-42be-a99a-4eb9ef55d00c,,60,Bestaand,0,,,938fd9d5-200c-4244-a408-b04c719faf11,44.5,,AHOB,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,44.594257,"44,594257",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,170472.464,479230.831,52.30083481,5.61403864,Harderwijk - Putten,HD-PT,Vrije baan
662,9be1bef3-0ef7-40c4-b796-cd7eaeca2bde,,60,Bestaand,0,,,938fd9d5-200c-4244-a408-b04c719faf11,44.5,,AHOB,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,44.584086,"44,584086",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,170468.848,479221.246,52.30074877,5.61398518,Harderwijk - Putten,HD-PT,Vrije baan
663,8cb60b35-3c76-4e5a-b4f1-5659ef59bd94,,60,Bestaand,0,,,938fd9d5-200c-4244-a408-b04c719faf11,44.5,,AHOB,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,44.584667,"44,584667",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,170488.813,479212.969,52.30067381,5.6142775,Harderwijk - Putten,HD-PT,Vrije baan
664,484059a2-56f8-4962-b81d-111a5616d9a5,,60,Bestaand,0,,,938fd9d5-200c-4244-a408-b04c719faf11,44.5,,AHOB,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,44.592869,"44,592869",ProRail,Noord-Oost,NO,BAAN,Veluwe,430,Gelderse Vallei,29,170478.805,479226.47,52.30079544,5.6141314,Harderwijk - Putten,HD-PT,Vrije baan
665,7ffd7e3e-bee6-46dc-ad8a-43c9f7e0ae38,,60,Bestaand,0,,,f2b58fd6-29fd-49fb-a7e9-cf6e47a9ad91,12.5,,AHOB_MINI,Zl-Wdn,Zwolle - Wierden ,206,,206,206__,Zwolle - Wierden,12.552088,"12,552088",ProRail,Noord-Oost,NO,BAAN,Twente,410,Twente,32,211808.897,493549.654,52.42679842,6.22243128,Heino,HNO,PPLG
666,5ff52d80-3ca3-4da5-8f61-d3297216fe51,,60,Bestaand,0,,,90db6fe7-b03a-4677-a47f-a7e436ba836b,43.3,,AHOB,Zp-Ww,Zutphen - Winterswijk ,607,b,607,607_b,Winterswijk,43.289304,"43,289304",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,246069.395,443191.965,51.9696681,6.71250735,Winterswijk,WW,PPLG
667,cf5b3d04-0de6-4895-8588-8f27f7f35c9d,,60,Bestaand,0,,,90db6fe7-b03a-4677-a47f-a7e436ba836b,43.3,,AHOB,Zp-Ww,Zutphen - Winterswijk ,607,b,607,607_b,Winterswijk,43.304687,"43,304687",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,246090.886,443190.3,51.96964962,6.71281958,Winterswijk,WW,PPLG
668,a58bd19a-6c6d-4970-8c01-bb3756d937de,,60,Bestaand,0,,,90db6fe7-b03a-4677-a47f-a7e436ba836b,43.3,,AHOB,Zp-Ww,Zutphen - Winterswijk ,607,b,607,607_b,Winterswijk,43.301035,"43,301035",ProRail,Noord-Oost,NO,BAAN,Gelre,400,Achterhoek,30,246082.42,443187.782,51.96962838,6.71269574,Winterswijk,WW,PPLG
669,264fae01-5739-4cdd-8077-c887e2021c2f,,60,Bestaand,0,,,42f19516-d4e1-4393-a073-9a4bf3eda083,48.1,,RGP,Mt-Vl,Maastricht - Venlo ,060,,60,060__,Roermond - Venlo,48.147925,"48,147925",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,198334.434,357672.115,51.20678262,6.00729643,Roermond - Swalmen,RM-SM,Vrije baan
670,63942609-da09-40f1-a0aa-fee09742e5c2,,60,Bestaand,0,,,42f19516-d4e1-4393-a073-9a4bf3eda083,48.1,,AG,Mt-Vl,Maastricht - Venlo ,060,,60,060__,Roermond - Venlo,48.176261,"48,176261",ProRail,Zuid,Z,BAAN,De Peel,300,Venlo,27,198331.998,357707.817,51.20710371,6.00726591,Roermond - Swalmen,RM-SM,Vrije baan
671,871205cb-3582-4c4d-90c3-dfe17b999644,,60,Bestaand,0,,,b5f6702c-c6e7-4900-85da-e709865b05ba,50.7,,AHOB,Hlg-Nscg,Harlingen - Nieuweschans Grens ,002,,2,002__,Leeuwarden - Groningen,50.744764,"50,744764",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,205345.503,585806.806,53.25644336,6.14158238,Buitenpost,BP,PPLG
672,7fc90dc8-9b0a-4e4f-82de-1463da209f88,,60,Bestaand,0,,,b5f6702c-c6e7-4900-85da-e709865b05ba,50.7,,AHOB,Hlg-Nscg,Harlingen - Nieuweschans Grens ,002,,2,002__,Leeuwarden - Groningen,50.734601,"50,734601",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,205335.434,585793.847,53.25632787,6.14142948,Buitenpost,BP,PPLG
673,53389613-67ca-42a3-b5c3-f0c1a978aaa6,,60,Bestaand,0,,,b5f6702c-c6e7-4900-85da-e709865b05ba,50.7,,AHOB,Hlg-Nscg,Harlingen - Nieuweschans Grens ,002,,2,002__,Leeuwarden - Groningen,50.726886,"50,726886",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,205327.628,585808.35,53.25645891,6.1413148,Buitenpost,BP,PPLG
674,599b8ca1-2849-46a9-8c77-8021d340056b,,60,Bestaand,0,,,b5f6702c-c6e7-4900-85da-e709865b05ba,50.7,,AHOB,Hlg-Nscg,Harlingen - Nieuweschans Grens ,002,,2,002__,Leeuwarden - Groningen,50.733167,"50,733167",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,205333.892,585810.28,53.25647567,6.14140896,Buitenpost,BP,PPLG
675,4ac6b11a-49c9-4029-a33d-db8904af3fa3,,,Onbekend,0,,,d79aaf13-aade-4e0c-bc6d-074b9dbc29e9,45.7,,Onbekend,Ht-Nm,s-Hertogenbosch - Nijmegen ,047,,47,047__,s Hertogenbosch - Nijmegen,45.75742,"45,757420",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,169264.839,420668.709,51.7745083,5.59388723,Oss - Ravenstein,OSS-RVS,Vrije baan
676,dea9f866-0d3c-4b58-9289-755c1afa79b4,,60,Bestaand,0,,,d79aaf13-aade-4e0c-bc6d-074b9dbc29e9,45.7,,AHOB,Ht-Nm,s-Hertogenbosch - Nijmegen ,047,,47,047__,s Hertogenbosch - Nijmegen,45.75831,"45,758310",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,169266.323,420667.45,51.77449695,5.59390868,Oss - Ravenstein,OSS-RVS,Vrije baan
677,7b7e2564-dadf-41ed-a27e-68af297cff16,,60,Bestaand,0,,,d79aaf13-aade-4e0c-bc6d-074b9dbc29e9,45.7,,AHOB,Ht-Nm,s-Hertogenbosch - Nijmegen ,047,,47,047__,s Hertogenbosch - Nijmegen,45.756412,"45,756412",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,169269.498,420654.81,51.77438326,5.59395416,Oss - Ravenstein,OSS-RVS,Vrije baan
678,0c3f1ad7-4d21-48b4-87ad-a9ce9eb1fb91,,60,Bestaand,0,,,d79aaf13-aade-4e0c-bc6d-074b9dbc29e9,45.7,,AHOB,Ht-Nm,s-Hertogenbosch - Nijmegen ,047,,47,047__,s Hertogenbosch - Nijmegen,45.771291,"45,771291",ProRail,Zuid,Z,BAAN,Betuwe,320,Den Bosch,21,169282.874,420661.415,51.77444228,5.59414824,Oss - Ravenstein,OSS-RVS,Vrije baan
679,83d7945b-8cd5-409c-b4f6-2d14d713b85c,,60,Bestaand,0,,,0900f626-5a05-47f5-bb27-cc9153ebe9c0,100.4,,AKI,Dz-Dzsh,Delfzijl - Delfzijl Stamlijn Havenschap ,803,h,803,803_h,Delfzijl Stamlijn Havenschap,100.470807,"100,470807",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,257799.934,595192.571,53.3332445,6.93036562,Delfzijl Stamlijn Havenschap,DZSH,NCBG
