Beschermingsnivea,Boomsoort,Nederlandse naam,Eigendom,Plantjaar,Stamdiameter borsthoogte (klasse),Standplaats,Conditie,Dendrologische waarde,Boomvorm,Plantwijze,Beeldbepalendheid,Cultuurhistorische waarde,Bijzondere vermeldingen,Emotionele waarde,Recreatieve/Educatieve waarde,Boomhoogte,Inspectiedatum,X_RD,Y_RD,longitude,latitude
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106546.503,428675.15,4.684052985,51.84455073
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106534.457,428797.388,4.683861033,51.84564834
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106533.442,428806.838,4.683844978,51.84573318
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106532.499,428815.613,4.683830062,51.84581197
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106531.629,428823.713,4.6838163,51.84588469
Waardevolle boom,Populus x canadensis,"Canadapopulier, Zwarte hybridepopulier",Gemeente,1970,81 - 100 cm,Ruw gras,1 - Goed,Klasse 0,Opgekroonde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,,28-2-2012,106619.439,428413.682,4.685147972,51.84220705
Waardevolle boom,Populus x canadensis,"Canadapopulier, Zwarte hybridepopulier",Gemeente,,81 - 100 cm,Ruw gras,1 - Goed,Klasse 0,Opgekroonde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,,28-2-2012,106618.31,428527.059,4.685115708,51.84322596
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106536.287,428740.374,4.68389559,51.84513607
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106540.837,428737.987,4.683961949,51.84511501
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106535.327,428789.287,4.683874794,51.8455756
Waardevolle boom,Populus x canadensis,"Canadapopulier, Zwarte hybridepopulier",Gemeente,1970,81 - 100 cm,Ruw gras,1 - Goed,Klasse 0,Opgekroonde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,,28-2-2012,106656.891,428434.956,4.685688425,51.8424015
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106529.902,428800.276,4.683794529,51.8456739
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106531.609,428784.255,4.683821548,51.84553005
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106544.534,428703.561,4.684020427,51.84480591
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106543.592,428712.336,4.684005526,51.8448847
Waardevolle boom,Salix alba,"Gewone wilg, Schietwilg, Witte wilg",Gemeente,,31 - 40 cm,Ruw gras,1 - Goed,Klasse 0,Knotboom,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,,27-2-2012,106669.033,428392.086,4.685870605,51.84201725
Waardevolle boom,Salix alba,"Gewone wilg, Schietwilg, Witte wilg",Gemeente,,31 - 40 cm,Ruw gras,1 - Goed,Klasse 0,Knotboom,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,,27-2-2012,106666.3,428388.739,4.685831418,51.84198693
Waardevolle boom,Salix alba,"Gewone wilg, Schietwilg, Witte wilg",Gemeente,,61 - 70 cm,Ruw gras,1 - Goed,Klasse 0,Knotboom,Laan,Normaal,Nee,,Van belang voor de gemeente,Groot,,28-2-2012,106528.759,428652.916,4.683798626,51.84434936
Waardevolle boom,Populus x canadensis,"Canadapopulier, Zwarte hybridepopulier",Gemeente,1970,81 - 100 cm,Heesterbeplanting,1 - Goed,Klasse 0,Opgekroonde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,,28-2-2012,106518.63,428398.723,4.683687329,51.84206384
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106537.549,428728.533,4.683915564,51.84502975
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106537.475,428729.229,4.683914393,51.845036
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106534.802,428754.305,4.683872086,51.84526114
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106533.837,428763.359,4.683856812,51.84534244
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106533.614,428765.449,4.683853283,51.8453612
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106531.684,428783.559,4.683822734,51.8455238
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106531.461,428785.649,4.683819205,51.84554257
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106543.374,428714.361,4.684002079,51.84490288
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106543.954,428708.961,4.684011253,51.8448544
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106544.244,428706.261,4.68401584,51.84483016
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106544.317,428705.586,4.684016994,51.8448241
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106542.049,428675.536,4.6839883,51.84455382
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106541.952,428685.332,4.683985518,51.84464185
Waardevolle boom,Salix alba,"Gewone wilg, Schietwilg, Witte wilg",Gemeente,,21 - 30 cm,Ruw gras,2 - Redelijk,Klasse 0,Knotboom,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,,28-2-2012,106553.026,428541.463,4.684166393,51.84334975
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106539.703,428708.333,4.683949655,51.84484838
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106538.812,428716.692,4.683935553,51.84492344
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106528.194,428816.296,4.683767496,51.84581773
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106538.299,428761.612,4.683921805,51.84532712
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106539.097,428754.187,4.683934427,51.84526046
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106546.458,428683.289,4.68405119,51.84462388
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106546.466,428673.793,4.684052639,51.84453853
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106534.674,428795.363,4.683864466,51.84563015
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106532.644,428814.263,4.683832356,51.84579985
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,31 - 40 cm,Ruw gras,2 - Redelijk,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,,28-2-2012,106526.142,428247.511,4.683817549,51.84070543
Waardevolle boom,Salix alba,"Gewone wilg, Schietwilg, Witte wilg",Gemeente,,31 - 40 cm,Ruw gras,1 - Goed,Klasse 0,Knotboom,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,,27-2-2012,106651.258,428370.281,4.685615743,51.84181973
Waardevolle boom,Salix alba,"Gewone wilg, Schietwilg, Witte wilg",Gemeente,,31 - 40 cm,Ruw gras,1 - Goed,Klasse 0,Knotboom,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,,27-2-2012,106642.097,428358.724,4.685484435,51.84171506
Waardevolle boom,Salix alba,"Gewone wilg, Schietwilg, Witte wilg",Gemeente,,31 - 40 cm,Ruw gras,1 - Goed,Klasse 0,Knotboom,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,,27-2-2012,106646.34,428364.207,4.685545233,51.84176471
Waardevolle boom,Quercus robur,"Zomereik, Inlandse eik",Gemeente,1970,21 - 30 cm,Ruw gras,2 - Redelijk,Klasse 2,Opgekroonde boom,Groep,Enigszins,Nee,,Van belang voor de gemeente,Groot,,28-2-2012,106484.291,428162.443,4.683222258,51.83993722
Waardevolle boom,Salix alba,"Gewone wilg, Schietwilg, Witte wilg",Gemeente,,31 - 40 cm,Ruw gras,1 - Goed,Klasse 0,Knotboom,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,,27-2-2012,106648.77,428367.266,4.685580064,51.84179241
Waardevolle boom,Salix alba,"Gewone wilg, Schietwilg, Witte wilg",Gemeente,,31 - 40 cm,Ruw gras,1 - Goed,Klasse 0,Knotboom,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,,27-2-2012,106674.142,428398.016,4.685943907,51.84207099
Waardevolle boom,Acer rubrum 'October Glory',Rode esdoorn cv.,Gemeente,2009,0 - 10 cm,Gazon,1 - Goed,Klasse 4,Opgekroonde boom,Laan,Normaal,Nee,,Van belang voor de gemeente,Groot,,6-3-2012,106457.092,428621.467,4.682763106,51.84406046
Waardevolle boom,Acer rubrum 'October Glory',Rode esdoorn cv.,Gemeente,2009,0 - 10 cm,Gazon,1 - Goed,Klasse 4,Opgekroonde boom,Laan,Normaal,Nee,,Van belang voor de gemeente,Groot,,6-3-2012,106461.667,428629.071,4.682828424,51.84412921
Waardevolle boom,Acer rubrum 'October Glory',Rode esdoorn cv.,Gemeente,,0 - 10 cm,Gazon,1 - Goed,Klasse 4,Opgekroonde boom,Laan,Normaal,Nee,,Van belang voor de gemeente,Groot,,6-3-2012,106468.309,428621.403,4.682925881,51.84406087
Waardevolle boom,Populus x canadensis,"Canadapopulier, Zwarte hybridepopulier",Gemeente,1970,81 - 100 cm,Heesterbeplanting,1 - Goed,Klasse 0,Opgekroonde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,,28-2-2012,106608.488,428406.98,4.684990012,51.84214586
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106529.605,428803.062,4.683789828,51.84569891
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106541.996,428674.136,4.683987727,51.84454123
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106536.733,428736.195,4.683902648,51.84509854
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106540.692,428739.337,4.683959656,51.84512713
Waardevolle boom,Populus x canadensis,"Canadapopulier, Zwarte hybridepopulier",Gemeente,1970,81 - 100 cm,Ruw gras,1 - Goed,Klasse 0,Opgekroonde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,,28-2-2012,106639.146,428522.692,4.685418658,51.84318852
Waardevolle boom,Populus x canadensis,"Canadapopulier, Zwarte hybridepopulier",Gemeente,1970,81 - 100 cm,Heesterbeplanting,1 - Goed,Klasse 0,Opgekroonde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,,28-2-2012,106650.147,428429.996,4.685591263,51.84235634
Waardevolle boom,Populus x canadensis,"Canadapopulier, Zwarte hybridepopulier",Gemeente,1970,81 - 100 cm,Heesterbeplanting,1 - Goed,Klasse 0,Opgekroonde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Normaal,,28-2-2012,106613.347,428537.902,4.685042174,51.84332298
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106545.404,428695.461,4.684034188,51.84473319
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106541.039,428695.796,4.683970801,51.84473582
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106537.772,428726.443,4.683919093,51.84501099
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106539.024,428754.862,4.683933273,51.84526652
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106542.022,428674.836,4.683988006,51.84454752
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106541.924,428727.861,4.683979144,51.84502409
Waardevolle boom,Populus x canadensis,"Canadapopulier, Zwarte hybridepopulier",Gemeente,,81 - 100 cm,Ruw gras,1 - Goed,Klasse 0,Opgekroonde boom,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,,28-2-2012,106623.323,428538.189,4.68518689,51.84332643
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106532.789,428812.913,4.683834649,51.84578773
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106533.688,428764.753,4.683854454,51.84535495
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106533.02,428771.021,4.683843881,51.84541123
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106531.238,428787.738,4.683815676,51.84556132
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106542.649,428721.111,4.683990611,51.84496349
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106542.185,428681.135,4.683989488,51.84460415
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106541.485,428691.617,4.683977859,51.8446983
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106541.336,428693.01,4.683975502,51.84471081
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106540.594,428699.975,4.683963757,51.84477334
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106540.148,428704.154,4.683956699,51.84481086
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106526.932,428828.137,4.68374752,51.84592405
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106535.762,428785.237,4.683881675,51.84553924
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106543.012,428717.736,4.683996352,51.84493318
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106526.783,428829.53,4.683745163,51.84593655
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106527.971,428818.386,4.683763966,51.8458365
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106532.59,428775.186,4.683837057,51.84544863
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106537.357,428770.387,4.683906904,51.84540591
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106536.777,428775.787,4.68389773,51.84545439
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106539.677,428748.787,4.683943601,51.84521197
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106539.894,428746.762,4.683947034,51.84519379
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106546.05,428689.385,4.684044414,51.84467864
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106542.722,428720.436,4.683991765,51.84495743
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106535.545,428747.339,4.683883845,51.8451986
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106542.224,428680.436,4.683990152,51.84459787
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106527.154,428826.047,4.683751035,51.84590528
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106532.872,428772.414,4.683841538,51.84542374
Waardevolle boom,Alnus glutinosa,"Gewone els, Zwarte els, Grauwe els",Gemeente,,11 - 20 cm,Ruw gras,3 - Matig,Klasse 1,Natuurlijk,Laan,Normaal,Ja,,Van belang voor de gemeente,Groot,13,28-2-2012,106546.277,428685.998,4.684048184,51.84464821
