FID,LATITUDE,LONGITUDE,BUURT,CATEGORIE,EIGENAAR,FOTO,GEBIED,HOOFDCATEGORIE,JAAR_VAN_AANLEG,TYPE,WIJK

Straatmeubilair.206742,52.1517710923743,5.40884126681886,Componistenbuurt-Zuid,Zitbank,Gemeente Amersfoort,,Zuid,Banken,,,Randenbroek

Straatmeubilair.206743,52.1518076085871,5.40885019705058,Componistenbuurt-Zuid,Zitbank,Gemeente Amersfoort,,Zuid,Banken,,,Randenbroek

Straatmeubilair.206744,52.1503217420296,5.40586157073966,Componistenbuurt-Midden,Zitbank,Gemeente Amersfoort,,Zuid,Banken,,,Randenbroek

Straatmeubilair.206745,52.1511924401026,5.40553942647841,Componistenbuurt-Midden,Zitbank,Gemeente Amersfoort,,Zuid,Banken,,,Randenbroek

Straatmeubilair.206746,52.1501121811079,5.40538226356194,Componistenbuurt-Midden,Zitbank,Gemeente Amersfoort,,Zuid,Banken,,,Randenbroek

Straatmeubilair.206747,52.1475866673489,5.40551923948016,Componistenbuurt-Zuid,Zitbank,Gemeente Amersfoort,,Zuid,Banken,,,Randenbroek

Straatmeubilair.206748,52.1475644756013,5.40552324842055,Componistenbuurt-Zuid,Zitbank,Gemeente Amersfoort,,Zuid,Banken,,,Randenbroek

Straatmeubilair.206749,52.1497105897929,5.40622011777022,Componistenbuurt-Zuid,Zitbank,Gemeente Amersfoort,,Zuid,Banken,,,Randenbroek

Straatmeubilair.206750,52.1502914061053,5.4077574138906,Componistenbuurt-Zuid,Picknickset,Gemeente Amersfoort,,Zuid,Banken,,,Randenbroek

Straatmeubilair.206751,52.1501768508195,5.40757162870019,Componistenbuurt-Zuid,Zitbank,Gemeente Amersfoort,,Zuid,Banken,,,Randenbroek

Straatmeubilair.206752,52.1502162723632,5.40788547389823,Componistenbuurt-Zuid,Zitbank,Gemeente Amersfoort,,Zuid,Banken,,,Randenbroek

Straatmeubilair.206753,52.162246164567,5.39976208361674,Kruiskamp-Midden,Zitbank,Gemeente Amersfoort,,Midden,Banken,,,Kruiskamp

Straatmeubilair.206754,52.1622288485944,5.39979726747354,Kruiskamp-Midden,Zitbank,Gemeente Amersfoort,,Midden,Banken,,,Kruiskamp

Straatmeubilair.206755,52.1762955190805,5.37245785410521,De Bik,Zitbank,Gemeente Amersfoort,,Noord,Banken,,,Hoogland

Straatmeubilair.206756,52.1762894837103,5.37249254803999,De Bik,Zitbank,Gemeente Amersfoort,,Noord,Banken,,,Hoogland

Straatmeubilair.206757,52.1254531126003,5.3770123005978,,Zitbank,Gemeente Amersfoort CBA,,Zuid,Banken,,,

Straatmeubilair.206758,52.1287188204063,5.38042872684748,,Zitbank,Gemeente Amersfoort CBA,,Zuid,Banken,,,

Straatmeubilair.206759,52.1776591007487,5.3717347514685,De Bik,Zitbank,Gemeente Amersfoort,,Noord,Banken,,,Hoogland

Straatmeubilair.206760,52.1773598107274,5.3731410255263,De Bik,Zitbank,Gemeente Amersfoort,,Noord,Banken,,,Hoogland

Straatmeubilair.206761,52.1773567602072,5.37303819103617,De Bik,Zitbank,Gemeente Amersfoort,,Noord,Banken,,,Hoogland

Straatmeubilair.206762,52.2050591923029,5.37704639100096,Waterkwartier,Zitbank,Gemeente Amersfoort,,Noord,Banken,,,Nieuwland

Straatmeubilair.206763,52.2061094136948,5.37535743729023,Waterkwartier,Zitbank,Gemeente Amersfoort,,Noord,Banken,,,Nieuwland

Straatmeubilair.206764,52.1619466723679,5.37887411978567,Eemplein-Nieuwe Stad,Zitbank,Gemeente Amersfoort,,Midden,Banken,,,Eemkwartier

Straatmeubilair.206765,52.1614209778805,5.38015232382876,Eemplein-Nieuwe Stad,Zitbank,Gemeente Amersfoort,,Midden,Banken,2008,,Eemkwartier

Straatmeubilair.206766,52.1277951689953,5.38049748438632,,Zitbank,Gemeente Amersfoort CBA,,Zuid,Banken,,,

Straatmeubilair.206767,52.2016047403542,5.37839970226926,Kruidenbuurt,Zitbank,Gemeente Amersfoort,,Noord,Banken,,,Nieuwland

Straatmeubilair.206768,52.2016583201895,5.37982133025108,Kruidenbuurt,Zitbank,Gemeente Amersfoort,,Noord,Banken,,,Nieuwland

Straatmeubilair.206769,52.201252519915,5.38036414329495,Kruidenbuurt,Zitbank,Gemeente Amersfoort,,Noord,Banken,,,Nieuwland

Straatmeubilair.206770,52.1607156247046,5.38198117041085,Eemplein-Nieuwe Stad,Zitbank,Gemeente Amersfoort,,Midden,Banken,2008,,Eemkwartier

Straatmeubilair.206771,52.1604042947685,5.38244471396157,Eemplein-Nieuwe Stad,Zitbank,Gemeente Amersfoort,,Midden,Banken,2008,,Eemkwartier

Straatmeubilair.206772,52.2012006327085,5.41698136428795,Park van de Tijden-Oost,Zitbank,Gemeente Amersfoort,,Noord,Banken,,,Vathorst-De Velden

Straatmeubilair.206773,52.1517338643064,5.40904189287463,Componistenbuurt-Zuid,Zitbank,Gemeente Amersfoort,,Zuid,Banken,,,Randenbroek

Straatmeubilair.206774,52.1531567227116,5.37275711058733,Stationsbuurt,Zitbank,Gemeente Amersfoort,,Zuid,Banken,,,De Berg-Noord

Straatmeubilair.206775,52.1609895833013,5.3813758718992,Eemplein-Nieuwe Stad,Zitbank,Gemeente Amersfoort,,Midden,Banken,,,Eemkwartier

Straatmeubilair.206776,52.1518064834771,5.40066556481381,Componistenbuurt-Noord,Zitbank,Gemeente Amersfoort,,Zuid,Banken,,,Randenbroek

Straatmeubilair.206777,52.1517979742633,5.40072609745979,Componistenbuurt-Noord,Zitbank,Gemeente Amersfoort,,Zuid,Banken,,,Randenbroek

Straatmeubilair.206778,52.1513442836195,5.39988235381277,Componistenbuurt-Noord,Zitbank,Gemeente Amersfoort,,Zuid,Banken,,,Randenbroek

Straatmeubilair.206779,52.1520176355399,5.39807804221955,Componistenbuurt-Noord,Zitbank,Gemeente Amersfoort,,Zuid,Banken,,,Randenbroek

