Nummer;Naam locatie;Adres;Toevoeging;Postcode;Mobiel stembureau;Stadsdeel;Wijk;Buurt;Rolstoel toegankelijkheid;Aangepaste openingstijden;X;Y;LONG;LAT;COUNTER
426;Gemeentemuseum;STADHOUDERSLAAN 41;;2517 HV;Nee;Scheveningen;Zorgvliet;Zorgvliet;ja;;79109.157;456238.842;4.279848856124598;52.089201665867066;133
437;Arubahuis;R. J. SCHIMMELPENNINCKLAAN 1;;2517 JN;Nee;Scheveningen;Zorgvliet;Zorgvliet;ja, er is een oprit nodig;;79324.806;455854.326;4.283080240811223;52.085775666979714;134
421;Nutsschool M. M. Boldingh;VERHULSTPLEIN 21;;2517 SC;Nee;Scheveningen;Duinoord;Stadhoudersplantsoen;nee;;78835.305;455702.725;4.275973412407392;52.08434615727337;135
344;Bewonersoverleg Duinoord;SWEELINCKPLEIN 42;;2517 GP;Nee;Scheveningen;Duinoord;Sweelinckplein e.o.;ja, er is een oprit nodig;;79282.009;455534.826;4.282526854450028;52.08289857261343;136
435;Woonzorgcentrum Groot Hertoginneduin;VOLTASTRAAT 107;;2517 PW;Nee;Scheveningen;Duinoord;Sweelinckplein e.o.;ja;;78884.524;455276.233;4.2767865414779305;52.08052018511901;137
510;Da Costaschool;HOLLANDERSTRAAT 21;ingang nummer 19;2517 HH;Nee;Scheveningen;Duinoord;Sweelinckplein e.o.;ja;;79266.938;455683.982;4.282273902177113;52.08423692822543;138
573;Première Parterre Culturele Salon;GROOT HERTOGINNELAAN 52;;2517 EJ;Nee;Scheveningen;Duinoord;Sweelinckplein e.o.;ja, er is een oprit nodig;;79457.395;455770.472;4.2850329821332265;52.085040204734824;139
501;Wijk- en dienstencentrum het Klokhuis;CELEBESSTRAAT 4;;2585 TJ;Nee;Centrum;Archipelbuurt;Archipelbuurt;ja, er is een oprit nodig;;80579.254;456511.385;4.301236440921242;52.091850511110216;140
508;Cultureel Centrum Vreedehuis;RIOUWSTRAAT 1;;2585 GP;Nee;Centrum;Archipelbuurt;Archipelbuurt;nee;09:00 - 21:00;80251.864;456394.895;4.296485443832523;52.09075953879356;141
550;Het Schakelpunt;BURGEMEESTER PATIJNLAAN 1900;;2585 CB;Nee;Centrum;Archipelbuurt;Archipelbuurt;ja, er is een oprit nodig;;80727.219;456362.398;4.303427667405213;52.0905314799422;142
505;Institute of Social Studies;KORTENAERKADE 12;;2518 AX;Nee;Centrum;Zeeheldenkwartier;Zeeheldenkwartier;nee;;80709.662;455618.4;4.303333586403588;52.08384302040479;143
507;Wijk- en dienstencentrum De Heldenhoek;ELANDSTRAAT 88;;2513 GV;Nee;Centrum;Zeeheldenkwartier;Zeeheldenkwartier;ja;;80257.469;455232.298;4.2968219838465025;52.08031237450804;144
509;Woonzorgcentrum Op de Laan;LAAN VAN MEERDERVOORT 110;-112;2517 AS;Nee;Centrum;Zeeheldenkwartier;Zeeheldenkwartier;ja;;79835.21;455531.592;4.29059699199139;52.08294488340444;145
558;COMM (Museum voor Communicatie);ZEESTRAAT 82;;2518 AD;Nee;Centrum;Zeeheldenkwartier;Zeeheldenkwartier;ja;;80593.768;455857.528;4.301590860108566;52.08597643508069;146
532;Nationaal Toneel "Oefenruimte";KERKSTRAAT 13;;2514 KP;Nee;Centrum;Willemspark;Willemspark;ja;;81089.544;456110.835;4.308768276974781;52.088319244797674;147
562;Clubhuis Cantaloup;CANTALOUPENBURG 26;;2514 KL;Nee;Centrum;Willemspark;Willemspark;ja, er is een oprit nodig;;81116.876;455989.084;4.309193389681752;52.087228749011004;148
551;Stayokay;SCHEEPMAKERSSTRAAT 25;;2515 VA;Nee;Centrum;Stationsbuurt;Rivierenbuurt-zuid;ja;;82200.197;454340.129;4.3253490846864455;52.07255345648791;149
584;Jan van Nassauschool;ZAANSTRAAT 25;;2515TM;Nee;Centrum;Stationsbuurt;Rivierenbuurt-noord;;;82299.526;454589.372;4.326744561572498;52.074806399840554;150
806;Centraal Station;KONINGIN JULIANAPLEIN 10;;2595 AA;Nee;Centrum;Stationsbuurt;Rivierenbuurt-noord;ja;06.30-21.00;82081.606;455335.575;4.323406887189288;52.08148371603891;151
820;Centraal Station;KONINGIN JULIANAPLEIN 10;;2595 AA;Nee;Centrum;Stationsbuurt;Rivierenbuurt-noord;ja;06.30-21.00;82081.606;455335.575;4.323406887189288;52.08148371603891;152
283;The Student Hotel;HOEFKADE 9;;2526 BN;Nee;Centrum;Stationsbuurt;Huygenspark;ja;;81813.011;454224.56;4.319727325658142;52.07146383604007;153
560;Wooncentrum De Croissant;ZIEKEN 3;;2515 SB;Nee;Centrum;Stationsbuurt;Huygenspark;ja;;81834.994;454575.844;4.31998;52.07463;154
817;Station Hollands Spoor;STATIONSPLEIN 41;wachtruimte perron 3 & 4;2515 BW;Nee;Centrum;Stationsbuurt;Huygenspark;nee;06.30-21.00;81964.1;454054.569;4.32196705690631;52.06995610592598;155
522;Wijk- en Dienstencentrum De Kronkel;WESTEINDE 425;;2512 KD;Nee;Centrum;Centrum;Kortenbos;ja;;80479.496;454647.651;4.300188150818805;52.07508823473069;156
524;PEP Den Haag;RIVIERVISMARKT 2;;2513 AM;Nee;Centrum;Centrum;Kortenbos;ja;;80972.437;454852.076;4.307333006594024;52.07699145979208;157
578;Meester Schabergschool;SIRTEMASTRAAT 400;;2513 XX;Nee;Centrum;Centrum;Kortenbos;ja, er is een oprit nodig;;80341.592;454669.253;4.298172195143444;52.07526379299723;158
809;HMC Westeinde;LIJNBAAN 32;;2512 VA;Nee;Centrum;Centrum;Kortenbos;ja;;80468.991;454510.546;4.300064885452339;52.07385469506744;159
833;KunstHONK;NOORDWAL 18;;2513 EB;Nee;Centrum;Centrum;Kortenbos;ja;;80600.227;455099.08;4.301850498486075;52.07916133895512;160
770;Edith Stein College;LOUIS COUPERUSPLEIN 33;;2514 HP;Nee;Centrum;Centrum;Voorhout;ja, er is een oprit nodig;;81172.473;455653.253;4.310077146488039;52.08421813954227;161
802;Huis van Europa;KORTE VIJVERBERG 5;-6;2513 AB;Nee;Centrum;Centrum;Voorhout;ja;;81445.586;455296.055;4.314138149715333;52.081044438183206;162
804;Tweede Kamer;BINNENHOF 1A;;2513 AA;Nee;Centrum;Centrum;Voorhout;ja;;81314.835;455082.304;4.312277144943558;52.07910612672167;163
828;Pulchri Studio;LANGE VOORHOUT 15;;2514 EA;Nee;Centrum;Centrum;Voorhout;ja;;81289.23300000001;455400.513;4.3118349728832746;52.08196238508829;164
829;ProDemos;HOFWEG 1;;2511 AA;Nee;Centrum;Centrum;Voorhout;ja;;81267.802;455034.928;4.311601376641495;52.07867410986853;165
516;Stadhuis;SPUI 70;;2511 BT;Nee;Centrum;Centrum;Uilebomen;ja;;81611.373;454909.349;4.316639545670037;52.07759119935163;166
517;Stadhuis;SPUI 70;;2511 BT;Nee;Centrum;Centrum;Uilebomen;ja;;81611.373;454909.349;4.316639545670037;52.07759119935163;167
830;Boekhandel Paagman Centrum;LANGE POTEN 41;;2511 CM;Nee;Centrum;Centrum;Uilebomen;ja;09:00-19:00;81531.258;455072.059;4.315436020959191;52.079042813026234;168
831;Ministerie van Binnenlandse Zaken;TURFMARKT 147;;2511 DP;Nee;Centrum;Centrum;Uilebomen;ja;;81966.579;455087.852;4.321782080873625;52.07924232518047;169
521;Opvoedpoli;PRINSEGRACHT 126;;2512 GD;Nee;Centrum;Centrum;Zuidwal;ja, er is een oprit nodig;;80644.554;454413.837;4.302646345997006;52.073009194126286;170
556;Grote Markt (Boterwaag);GROTE MARKT 8;;2511 BG;Nee;Centrum;Centrum;Zuidwal;ja;;81059.945;454709.419;4.308640215977241;52.0757211274363;171
559;Paard;PRINSEGRACHT 12;;2512 GA;Nee;Centrum;Centrum;Zuidwal;ja;09:00 - 19:00;80989.324;454602.034;4.307633531887494;52.07474665209887;172
801;Wijk- en dienstencentrum De Sprong;PAVILJOENSGRACHT 33;;2512 BL;Nee;Centrum;Centrum;Zuidwal;ja;;81292.58;454531.948;4.312071419340866;52.07415724831497;173
835;Haagsche Bluf;HAAGSCHE BLUF 46;;2511 CN;Nee;Centrum;Centrum;Zuidwal;nee;;81131.578;454832.063;4.30965840050764;52.07683285799392;174
531;CBS Koningin Beatrixschool;SAENREDAMSTRAAT 4;;2525 TN;Nee;Centrum;Schildersbuurt;Schildersbuurt-west;ja, er is een oprit nodig;;80822.382;453449.789;4.305449201173878;52.064369376683786;175
533;Shri Vishnu School;ABRAHAM VAN BEYERENSTRAAT 58;;2525 TH;Nee;Centrum;Schildersbuurt;Schildersbuurt-west;ja, er is een oprit nodig;;80764.462;453356.164;4.304625035688428;52.06352023310243;176
535;Buurtcentrum Octopus;DELFTSELAAN 12;;2512 RE;Nee;Centrum;Schildersbuurt;Schildersbuurt-west;ja;;80422.188;454092.457;4.299473668758102;52.07009113964644;177
579;‘t Haagse Huis;S-GRAVENZANDELAAN 185;;2512 JL;Nee;Centrum;Schildersbuurt;Schildersbuurt-west;ja, er is een oprit nodig;;80127.122;454162.169;4.29516;52.07068;178
528;Sporthal Oranjeplein;SLICHERSTRAAT 11;;2515 GE;Nee;Centrum;Schildersbuurt;Schildersbuurt-noord;ja;;81395.768;454095.154;4.313670510787209;52.07024560465989;179
566;Stadsboerderij Schildershoeve;TENIERSPLANTSOEN 83;;2526 MS;Nee;Centrum;Schildersbuurt;Schildersbuurt-noord;ja, er is een oprit nodig;;80855.323;453955.438;4.305819695134002;52.068917931717344;180
568;Buurthuis Sam Sam;VAN MIERISSTRAAT 226;ingang Van Ostadestraat;2526 NW;Nee;Centrum;Schildersbuurt;Schildersbuurt-noord;ja, er is een oprit nodig;;80878.283;453687.35000000003;4.306212710803938;52.06651176266622;181
576;Theater de Vaillant;HOBBEMASTRAAT 120;;2526 JS;Nee;Centrum;Schildersbuurt;Schildersbuurt-noord;ja, er is een oprit nodig;;80681.175;453948.987;4.303281624110788;52.068836620468296;182
527;Verpleeghuis De Schildershoek;JACOB CATSSTRAAT 325;;2515 GK;Nee;Centrum;Schildersbuurt;Schildersbuurt-oost;ja, er is een oprit nodig;;81403.321;453620.335;4.313883016977855;52.06597951661571;183
824;Clubhuis De Mussen;HOEFKADE 602;;2526 CM;Nee;Centrum;Schildersbuurt;Schildersbuurt-oost;ja;;81368.402;453861.431;4.3133218524298655;52.06814155207891;184
539;Buurthuis Mandelaplein;MANDELAPLEIN 1;;2572 HT;Nee;Centrum;Transvaalkwartier;Transvaalkwartier-zuid;ja;;80145.769;453471.258;4.295578953361239;52.064471304351265;185
541;Sportcafé Transvaal;COLENSOSTRAAT 2;;2572 NR;Nee;Centrum;Transvaalkwartier;Transvaalkwartier-zuid;ja;;80056.868;453169.267;4.294348983856904;52.06174537193466;186
569;Kessler Stichting;DE LA REYWEG 530;;2571 GN;Nee;Centrum;Transvaalkwartier;Transvaalkwartier-zuid;ja;;79827.401;453231.41000000003;4.2909896988718135;52.06227274735972;187
537;OBS De Springbok;PRETORIUSSTRAAT 123;;2571 VD;Nee;Centrum;Transvaalkwartier;Transvaalkwartier-noord;ja, er is een oprit nodig;;79652.175;454106.411;4.288241789032937;52.07011233029864;188
202;OBS De la Reyschool;DE LA REYWEG 212;ingang Heilbronstraat;2571 GH;Nee;Centrum;Transvaalkwartier;Transvaalkwartier-midden;ja, er is een oprit nodig;;79613.129;453714.303;4.287758985423633;52.06658325583756;189
567;Stadsboerderij de Woelige Stal;HERMAN COSTERSTRAAT 80;;2571 PB;Nee;Centrum;Transvaalkwartier;Transvaalkwartier-midden;ja, er is een oprit nodig;;80105.174;453893.896;4.294894333518263;52.0682639523432;190
808;Bibliotheek Transvaal;HOBBEMAPLEIN 30;;2526 JB;Nee;Centrum;Transvaalkwartier;Transvaalkwartier-midden;ja;;80225.644;453763.046;4.296679691898329;52.067104313233884;191
209;OBS Het Galjoen;ANNA BLAMANPLEIN 15;;2525 ZV;Nee;Centrum;Groente- en Fruitmarkt;Groente- en Fruitmarkt;ja, er is een oprit nodig;;80457.701;452956.448;4.3002395531424815;52.05988689476471;192
601;De Haagse Hogeschool;JOHANNA WESTERDIJKPLEIN 75;;2521 EN;Nee;Laak;Laakkwartier en Spoorwijk;Laakhaven-oost;ja;;82095.294;453746.527;4.323946005171696;52.067205077688406;193
602;De Haagse Hogeschool;JOHANNA WESTERDIJKPLEIN 75;;2521 EN;Nee;Laak;Laakkwartier en Spoorwijk;Laakhaven-oost;ja;;82095.294;453746.527;4.323946005171696;52.067205077688406;194
627;Middin Neherkade;RIJSWIJKSEWEG 320;;2516 HM;Nee;Laak;Laakkwartier en Spoorwijk;Laakhaven-oost;ja;;82462.544;453728.60000000003;4.329304988197015;52.06709218259181;195
603;Stadsdeelkantoor Laak;SLACHTHUISPLEIN 25;;2521 EC;Nee;Laak;Laakkwartier en Spoorwijk;Laakhaven-west;ja;;81989.261;453364.273;4.322481593324641;52.063755872646105;196
625;Buurtcentrum de Stiel;STIELTJESSTRAAT 848;;2521 TD;Nee;Laak;Laakkwartier en Spoorwijk;Laakhaven-west;ja, er is een oprit nodig;;81501.772;452899.794;4.315473652876247;52.05951723917567;197
613;OBS De Spoorzoeker;BUSKEN HUETSTRAAT 22;-24;2524 TT;Nee;Laak;Laakkwartier en Spoorwijk;Spoorwijk;ja, er is een oprit nodig;;81267.059;451916.65;4.312263910794262;52.05065074631773;198
615;Laaktheater;FERRANDWEG 4T;;2523 XT;Nee;Laak;Laakkwartier en Spoorwijk;Laakkwartier-west;ja;;81292.352;452579.45;4.312489593980391;52.056610556900466;199
621;De Oase;VAN MEURSSTRAAT 1;;2524 XN;Nee;Laak;Laakkwartier en Spoorwijk;Laakkwartier-west;ja;;81586.191;452169.807;4.316861305769823;52.05296818447642;200
626;HVV Laakkwartier;JAN VAN BEERSSTRAAT 69;;2523 JS;Nee;Laak;Laakkwartier en Spoorwijk;Laakkwartier-west;ja;;81845.515;452434.592;4.320584811634621;52.05538204999359;201
632;OBS Dr. Willem Drees;BRESTERSTRAAT 15;;2523 XC;Nee;Laak;Laakkwartier en Spoorwijk;Laakkwartier-west;ja;;81764.172;452889.986;4.319301358897431;52.05946384199781;202
610;SBO Merlijn;PAETS VAN TROOSTWIJKSTRAAT 87;;2522 DM;Nee;Laak;Laakkwartier en Spoorwijk;Laakkwartier-oost;ja;;82588.827;452753.551;4.3313531806699626;52.05834611045176;203
629;Centrum Jonckbloetplein;JONCKBLOETPLEIN 24;;2523 AR;Nee;Laak;Laakkwartier en Spoorwijk;Laakkwartier-oost;ja;;81916.841;452826.642;4.321540715991932;52.058914739992375;204
605;Esloo College;NOORDPOLDERKADE 167;;2516 JE;Nee;Laak;Laakkwartier en Spoorwijk;Noordpolderbuurt;ja, er is een oprit nodig;;82820.086;453158.31;4.334639151547378;52.06201378668547;205
619;Wijkcentrum Cromvlietplein;CROMVLIETPLEIN 120;;2516 KV;Nee;Laak;Laakkwartier en Spoorwijk;Noordpolderbuurt;ja;;82739.522;453587.853;4.33337361545841;52.06586351377277;206
628;Stadsboerderij Molenweide;STUWSTRAAT 31;;2516 TA;Nee;Laak;Laakkwartier en Spoorwijk;Noordpolderbuurt;ja;;82786.441;453485.493;4.334079409651141;52.06494974031035;207
624;Caballero Fabriek;SATURNUSSTRAAT 60;;2516AH;Nee;Laak;Binckhorst;Binckhorst;ja;;83510.676;453444.888;4.344648085239788;52.06467876147458;208
703;Het Huis Nebo;FLORIS ARNTZENIUSPLEIN 65;;2597 SP;Nee;Haagse Hout;Benoordenhout;Uilennest;ja;;83229.562;457071.538;4.339786205834884;52.0972344612385;209
701;Woonzorgcentr. Maison Gaspard de Coligny;THEO MANN-BOUWMEESTERLAAN 10;;2597 GW;Nee;Haagse Hout;Benoordenhout;Duinzigt;ja;;82152.29000000001;457996.869;4.323869285842482;52.1054094392093;210
787;Pro Senectute Waalsdorp;JAN MUSCHLAAN 157;;2597 TS;Nee;Haagse Hout;Benoordenhout;Duinzigt;;;82412.761;457894.995;4.3276923745081115;52.10452815259506;211
708;Schoolvereniging Wolters;UTENBROEKESTRAAT 2;;2597 PH;Nee;Haagse Hout;Benoordenhout;Waalsdorp;ja;;81437.35;457277.434;4.313590583777642;52.09884948975123;212
759;Muziekacademie Den Haag;RAAMWEG 36;;2596 HN;Nee;Haagse Hout;Benoordenhout;Waalsdorp;nee;;81151.696;456735.484;4.309539705587847;52.09394109223139;213
788;HMC Bronovo;BRONOVOLAAN 5;;2597 AX;Nee;Haagse Hout;Benoordenhout;Waalsdorp;;09:00-17:00;81744.31;457585.023;4.318003661937621;52.10165442726224;214
707;Florence Woonzorgcentrum Oostduin;GOETLIJFSTRAAT 5;ingang bibliotheek;2596 RH;Nee;Haagse Hout;Benoordenhout;Arendsdorp;ja, er is een oprit nodig;;81625.748;456928.403;4.3164148355797165;52.09573784858624;215
704;CBS Oranje Nassau;WEISSENBRUCHSTRAAT 119;;2596 GD;Nee;Haagse Hout;Benoordenhout;Van Hoytemastraat e.o.;ja, er is een oprit nodig;;82061.879;456392.997;4.322893007680235;52.09098392740895;216
706;Wijkcentrum 't Benoordenhuis;BISSCHOPSTRAAT 5;;2596 XH;Nee;Haagse Hout;Benoordenhout;Van Hoytemastraat e.o.;ja, er is een oprit nodig;;82033.66;456485.005;4.322461616097889;52.0918070626029;217
718;Woonzorgcentrum Bezuidenhout;BEZUIDENHOUTSEWEG 150;;2594 AT;Nee;Haagse Hout;Haagse Bos;Haagse Bos;ja;;82785.375;455970.828;4.333537917298313;52.08728483743077;218
713;Sportcentrum Mariahoeve;HET KLEINE LOO 12;;2592 CE;Nee;Haagse Hout;Mariahoeve en Marlot;Kampen;ja;;83864.744;456160.322;4.349244701314039;52.08912752701269;219
775;Sporthal Overbosch;VLASKAMP 3;;2592 AA;Nee;Haagse Hout;Mariahoeve en Marlot;Kampen;ja;;83656.905;456182.96;4.346207794187819;52.089304225268826;220
777;Sportpark Het Kleine Loo (VUC);HET KLEINE LOO 1;;2592 BW;Nee;Haagse Hout;Mariahoeve en Marlot;Kampen;ja, er is een oprit nodig;;83880.457;455939.486;4.349519992309193;52.08714493018711;221
721;Wijkcentrum Mariahoeve;IVOORHORST 155;;2592 TH;Nee;Haagse Hout;Mariahoeve en Marlot;Burgen en Hosten;ja;;84190.986;456299.548;4.353975356723918;52.09042055309513;222
722;Florence Verpleeghuis Mariahoeve;HOFZICHTLAAN 115;;2594 XZ;Nee;Haagse Hout;Mariahoeve en Marlot;Burgen en Hosten;ja;;84897.066;456509.805;4.364233498388544;52.09239996835079;223
723;RKBS De Vuurvlinder;DIAMANTHORST 10;;2592 GH;Nee;Haagse Hout;Mariahoeve en Marlot;Burgen en Hosten;ja, er is een oprit nodig;;84207.228;456670.901;4.354135217173824;52.093759918646015;224
726;Woonzorgcentrum Ametisthorst;AMETISTHORST 9;;2592 HD;Nee;Haagse Hout;Mariahoeve en Marlot;Burgen en Hosten;ja;;84527.806;456688.862;4.358808927808405;52.09396223854;225
782;KunstPost LOOkatie364;HET KLEINE LOO 364;;2592 CK;Nee;Haagse Hout;Mariahoeve en Marlot;Burgen en Hosten;ja, er is een oprit nodig;;84427.26;456442.495;4.357392890477984;52.091735367143144;226
818;François Vatelschool;GRANAATHORST 20;;2592 TD;Nee;Haagse Hout;Mariahoeve en Marlot;Burgen en Hosten;ja, er is een oprit nodig;;84281.468;456454.187;4.355263371546192;52.09182183518231;227
719;Cardia Woonzorgcentrum Landscheiding;ISABELLALAND 150;;2591 SL;Nee;Haagse Hout;Mariahoeve en Marlot;Landen;ja;;84857.842;457390.555;4.363479989184683;52.10031016820121;228
724;Buurthuis De Landen;ISABELLALAND 259;;2591 SG;Nee;Haagse Hout;Mariahoeve en Marlot;Landen;ja;;85134.939;456891.136;4.36762596465563;52.09585701162223;229
717;Wijkcentrum Bezuidenhout-West;JAN VAN RIEBEEKPLEIN 90;;2595 WS;Nee;Haagse Hout;Bezuidenhout;Bezuidenhout-west;ja;;82566.116;455028.106;4.3305394609833945;52.07878414644359;230
803;Hogeschool InHolland;THERESIASTRAAT 8;;2593 AN;Nee;Haagse Hout;Bezuidenhout;Bezuidenhout-west;ja;;82522.041;455574.824;4.329780451095758;52.08369162187008;231
714;RKBS Liduinaschool;AMALIA VAN SOLMSSTRAAT 157;;2595 TA;Nee;Haagse Hout;Bezuidenhout;Bezuidenhout-midden;ja, er is een oprit nodig;;83157.688;455152.493;4.3391417212377235;52.079979052977436;232
715;Wijkcentrum Bezuidenhout;JOHANNES CAMPHUIJSSTRAAT 25;;2593 CH;Nee;Haagse Hout;Bezuidenhout;Bezuidenhout-oost;ja;;83127.004;455824.093;4.338552661381149;52.08601061450298;233
765;Bibliotheek Haagse Hout;THERESIASTRAAT 195;;2593 AJ;Nee;Haagse Hout;Bezuidenhout;Bezuidenhout-oost;ja;;83238.291;455986.369;4.340141971445509;52.08748339390559;234
778;ATV Loolaan (Trefpunt);IJSCLUBWEG 5;;2593 HH;Nee;Haagse Hout;Bezuidenhout;Bezuidenhout-oost;ja, er is een oprit nodig;;83843.19;455562.109;4.349055055131372;52.08374871751913;235
784;V.V. Wilhelmus;GROENE ZOOM 2;;2491 EH;Nee;Leidschenveen-Ypenburg;Forepark;Westvliet;;;85359.391;453628.813;4.371566957230341;52.0665671603638;236
792;Omroep West;LAAN VAN 'S-GRAVENMADE 2;;2495 AJ;Nee;Leidschenveen-Ypenburg;Hoornwijk;Vlietbuurt;ja;;84250.432;451625.533;4.355811360632987;52.04842338658514;237
785;Hornbach;SINGEL 115;;2497 GS;Nee;Leidschenveen-Ypenburg;Hoornwijk;Vliegeniersbuurt;ja;;84495.921;449489.65;4.3598300081429695;52.02925965222224;238
786;Kringloopwinkel RataPlan;LAAN VAN WAALHAVEN 213A;;2497 GL;Nee;Leidschenveen-Ypenburg;Hoornwijk;Vliegeniersbuurt;ja, er is een oprit nodig;;84294.641;450609.632;4.3566658856885825;52.03929921797622;239
744;Buurthuis De Yp;OEVERWALLAAN 130;;2498 BK;Nee;Leidschenveen-Ypenburg;Ypenburg;De Bras;ja, er is een oprit nodig;;86169.808;449802.196;4.3841550847136315;52.0322787829964;240
763;CBS De Zonnestraal;OEVERWALLAAN 108;;2498 BZ;Nee;Leidschenveen-Ypenburg;Ypenburg;De Bras;ja, er is een oprit nodig;;85973.796;449720.002;4.38131565120535;52.03151574204638;241
768;Zwembad het Hofbad;YPENBURGSE BOSLAAN 30;;2496 ZA;Nee;Leidschenveen-Ypenburg;Ypenburg;De Reef;ja;;86106.765;452092.817;4.382774858846002;52.052856698072205;242
789;Gezondheidscentrum Reinier de Graaf;KIEKENDIEFSTRAAT 17;;2496 RP;Nee;Leidschenveen-Ypenburg;Ypenburg;De Venen;;09:00-17:00;86286.805;451947.522;4.3854285867394145;52.05157328967314;243
729;OBS De Notenkraker;EKSTERHOF 2;;2496 HS;Nee;Leidschenveen-Ypenburg;Ypenburg;Morgenweide;ja, er is een oprit nodig;;86171.712;451738.05;4.3837930778954135;52.04967649115276;244
739;RKBS De Christoffel;MADUROLAAN 25;;2496 RH;Nee;Leidschenveen-Ypenburg;Ypenburg;Morgenweide;ja;;85039.366;451007.775;4.367437191289747;52.042971782503926;245
760;RKBS De Paradijsvogel;WEIDEVOGELLAAN 201;;2496 MT;Nee;Leidschenveen-Ypenburg;Ypenburg;Morgenweide;ja;;85638.432;451516.877;4.3760647248224105;52.04762233878601;246
766;Gemiva SVG Groep;KNOBBELZWAANSINGEL 171;;2496 LN;Nee;Leidschenveen-Ypenburg;Ypenburg;Morgenweide;ja;;85575.338;451605.72000000003;4.375127042371709;52.04841286677344;247
812;Bibliotheek Ypenburg;SCHRABBER 8;;2496 SR;Nee;Leidschenveen-Ypenburg;Ypenburg;Morgenweide;ja;;85258.786;450851.123;4.370666996589591;52.04159160825426;248
728;PCBS De Vlieger;FRITS DIEPENLAAN 43;;2497 DN;Nee;Leidschenveen-Ypenburg;Ypenburg;Singels;ja;;84953.666;450739.881;4.366243085877142;52.040553414406965;249
742;OBS De Startbaan;BOTTGERWATER 21;;2497 ZJ;Nee;Leidschenveen-Ypenburg;Ypenburg;Waterbuurt;ja, er is een oprit nodig;;85279.742;450438.571;4.371056532822924;52.03788666092199;250
741;OBS Prinses Catharina-Amalia;CICEROSTROOK 9;;2493 ZL;Nee;Leidschenveen-Ypenburg;Leidschenveen;De Lanen;ja;;87041.321;452854.166;4.396246780956191;52.05981431813198;251
743;OBS Prinses Catharina-Amalia;CICEROSTROOK 9;;2493 ZL;Nee;Leidschenveen-Ypenburg;Leidschenveen;De Lanen;ja;;87041.321;452854.166;4.396246780956191;52.05981431813198;252
772;Stadsboerderij Landzigt;ARISTOTELESLAAN 143;;2493 ZN;Nee;Leidschenveen-Ypenburg;Leidschenveen;De Lanen;ja;;87179.431;453152.961;4.398201041368892;52.06251650474186;253
790;ROC Mondriaan;ASPASIALAAN 19;;2493 WN;Nee;Leidschenveen-Ypenburg;Leidschenveen;De Lanen;;;87319.77100000001;453259.493;4.4002261623316645;52.06349106740431;254
730;Samenwerkingsschool Balans;KLAVERVELD 5;ingang gymlokaal;2492 MA;Nee;Leidschenveen-Ypenburg;Leidschenveen;De Velden;ja;;87743.431;453950.406;4.40626739848163;52.0697518882896;255
732;Samenwerkingsschool Balans;KLAVERVELD 5;ingang gymlokaal;2492 MA;Nee;Leidschenveen-Ypenburg;Leidschenveen;De Velden;ja;;87743.431;453950.406;4.40626739848163;52.0697518882896;256
774;Sporthal Leidschenveen;VAZ DIASDREEF 20;;2492 JL;Nee;Leidschenveen-Ypenburg;Leidschenveen;De Velden;ja;;87203.238;453701.651;4.39843921295853;52.067450481135246;257
813;Bibliotheek Leidschenveen;EMMY BELINFANTEDREEF 7;;2492 JT;Nee;Leidschenveen-Ypenburg;Leidschenveen;De Velden;ja;;87460.196;453486.307;4.402228818372406;52.065546577845794;258
779;Fonteynenburg;IJSDUIKERSTRAAT 1;;2492 PM;Nee;Leidschenveen-Ypenburg;Leidschenveen;De Vissen;ja, er is een oprit nodig;;88366.246;453269.443;4.415482792330911;52.06370734063722;259
791;WZH Leilinde;HARRIET FREEZERHOF 32;;2492 JD;Nee;Leidschenveen-Ypenburg;Leidschenveen;De Vissen;;09:00-17:00;87583.667;453255.683;4.404074752450022;52.063489002501086;260
