objectid;globalid;CreationDate;EditDate;locatie_omschrijving;voldoet_aan_standaard_maat_35_x;aantal_plaatsen;aantal_plaatsen_other;parkeersensor;limiet_van_tijd;limiet_tot_tijd;gratis_parkeren_met_europeese_v;opmerking;gemeente;cbs_gemeentecode;limiet_van_dag_van;limiet_van_dag_tot;grenst_dit_verkeersbord_aan_de_parkeerplaats;is_het_vak_duidelijk_afgebakend;is_er_een_verlaagde_band_aanwez;is_de_verlaagde_band_minimaal_120cm;is_er_een_verkeersbord_rvv_e06_;is_er_op_grotere_parkeerplaatse;limiet;X;Y;LONG;LAT
93;fa2efaba-6f4e-4370-8d3b-f9929fe10daa;2020-12-23;2021-02-21;Het kleine Loo 430 Winkelcentrum ;ja;2;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;nee;nee;ja;nee;;84562.27228554522;456531.59839896363;4.3593443037427555;52.09255332188717
94;d9e4cfca-3b86-4558-8275-76fee2dae9e5;2020-12-23;2020-12-23;Ursulaland 64 Coop;ja;2;;nee;08:00;18:00;ja;;'s Gravenhage;GM0518;maandag;zaterdag;ja;ja;ja;ja;ja;ja;;84797.4169392728;456999.0179168644;4.362678863257433;52.09678382328086
95;0a751fc5-9354-41a3-8c51-26645e516da9;2020-12-23;2020-12-23;Diamanthoudende 16 School;ja;1;;nee;08:00;18:00;ja;;'s Gravenhage;GM0518;maandag;vrijdag;ja;ja;nee;nee;ja;nee;;84500.04620002648;456902.97444929054;4.35835961643271;52.09588289809637
96;6609e200-73c4-47d2-8ed8-f03f9a08455b;2020-12-23;2020-12-23;Granaathorst 342 Ah;ja;2;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;ja;;84355.30653324153;456454.41093176615;4.356340625898965;52.09183327577206
97;e8630cb5-6cd9-4331-8f00-f7ca7a478d70;2020-12-23;2021-02-21;Haverkamp 212 KNC Haaglanden;ja;1;;nee;07:30;21:00;ja;;'s Gravenhage;GM0518;maandag;vrijdag;ja;ja;nee;nee;ja;ja;;83885.89769967855;456267.93174250517;4.349530872688794;52.09009731504021
98;ca765f51-ef90-4181-8e53-2ddd3f8056b5;2020-12-23;2021-02-21;Vlaskam 3 Zwembad Overbosch;ja;other;5;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;ja;;83722.61864443494;456246.34662020055;4.3471532479377935;52.08988233432128
99;b53c475a-b4e0-4aa8-8c7a-6c5f08577cee;2020-12-23;2021-02-21;Vlaskam 1 Politiebureau ;ja;3;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;nee;;83618.30496985612;456237.63662365044;4.34563320961821;52.089790618410206
100;5eb79cf1-ffcf-476f-8882-97687b67c417;2020-12-23;2020-12-23;Karel Reinierszkade PSYQ;ja;1;;nee;08:00;18:00;ja;;'s Gravenhage;GM0518;maandag;zaterdag;ja;ja;nee;nee;ja;nee;;83725.1469576425;455940.18816158304;4.347254121349513;52.087131267511715
101;8d2f1205-b76c-43ca-8b32-4a7512b3ea9f;2020-12-31;2020-12-31;Amerikaanse ambassade;ja;2;;;;;ja;;'s Gravenhage;GM0518;;;ja;nee;ja;;ja;ja;;83599.37086339273;457374.9349769101;4.345118781909135;52.10000886159493
102;7c01cf4b-ae7a-4368-82e2-855d0740adde;2020-12-31;2021-01-01;Wassenaarseweg 277;ja;2;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;nee;nee;ja;nee;;82750.52307326872;457045.1382369742;4.33280184028741;52.09693488647594
103;3b31d163-b587-4e66-82ab-91d79031c444;2020-12-31;2021-01-01;Van Alkemadelaan 11 Lugard manuele geneeskunde;ja;1;;nee;08:00;18:00;ja;;'s Gravenhage;GM0518;maandag;vrijdag;ja;ja;nee;nee;ja;nee;;82526.21758871347;456657.20179965615;4.329611352664706;52.09341926367532
104;960f676d-6630-4f2c-8aa5-c79568a53f82;2020-12-31;2021-01-01;Van Hoytemastraat 44;ja;2;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;nee;;82197.89175274047;456560.89120920416;4.32484152611841;52.09251065791791
105;e299b6f2-5454-438c-870e-7f75e92a87e2;2020-12-31;2020-12-31;Bisschopsyraat 5 Wijkcentrum Benoordenhout;ja;2;;nee;08:30;18:00;ja;;'s Gravenhage;GM0518;maandag;vrijdag;ja;ja;ja;ja;ja;nee;;82030.25580003177;456488.05844284955;4.322411295972935;52.09183405443532
106;56d44169-a985-46ee-8d1f-dc2819f75bc2;2020-12-31;2021-01-01;Mauvestraat 81 Fysiotherapeut ;ja;1;;nee;08:00;18:00;ja;;'s Gravenhage;GM0518;maandag;vrijdag;ja;ja;ja;ja;ja;nee;;81897.37474130384;456293.73818489595;4.320514244612036;52.09007021290298
107;b6273444-4099-4502-8cc1-4b4056b98591;2020-12-31;2021-01-01;Jan van Nadsaistraat 111 Homeopaat Huisarts ;ja;1;;nee;10:00;15:00;ja;;'s Gravenhage;GM0518;maandag;vrijdag;ja;ja;nee;nee;ja;nee;;81614.95625579076;456313.04331556987;4.316389821064978;52.09020633696595
108;bfc5aaef-5560-492a-80e0-0958de3168ef;2020-12-31;2021-01-01;Bachmanstraat 14 Tandarts ;ja;1;;nee;08:30;17:30;ja;;'s Gravenhage;GM0518;maandag;vrijdag;ja;ja;nee;nee;ja;nee;;81381.48693776983;456446.04038694437;4.312954961847451;52.09137054830987
109;f51e82de-98cb-4b56-83b0-6f8aceb99491;2020-12-31;2020-12-31;Goetlijfstraat 5 Florence;ja;1;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;ja;;81605.44496461413;456978.2605956054;4.316107858097228;52.09618321400946
110;3ad1425b-fd5b-4a3a-8e34-b521ed13a42a;2020-12-31;2020-12-31;Van Hooghoucklaan 37 spotveld;ja;1;;nee;08:00;18:00;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;nee;;81605.44496461413;456978.2605956054;4.316107858097228;52.09618321400946
111;b83d631f-04d8-4c83-8ecd-560dbbd3d68d;2020-12-31;2021-01-01;Bronovolaan 5 HMC Bronovo;ja;other;8;;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;;ja;ja;;81703.94074335546;457594.5326670339;4.317412507464717;52.101734542800976
112;1c68d183-b0af-4e0b-84df-48c432601556;2020-12-31;2021-02-24;Waalsdorperweg 293;ja;1;;nee;;;ja;;'s Gravenhage;GM0518;;;nee;ja;nee;nee;ja;nee;;81942.02272737613;457973.22843233333;4.320805660334842;52.105169265713
113;52ae240b-3bab-40f6-88e1-d66728a5e2b3;2020-12-31;2021-02-24;Theo Mann Bouwmeesterlaan 1 AH;ja;2;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;nee;;82132.45657029982;457959.2257576719;4.323587881702089;52.10506853754307
114;80bdc991-b509-4fd6-8b53-ee7da81f10e2;2020-12-31;2021-02-24;Willem Rooyaardsplein 4 Winkelcentrum ;ja;3;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;ja;;82210.98645643138;457929.6452308515;4.324740278283534;52.10481304050619
115;d7857e53-658f-49ba-80a9-fc9ac0b9e7cb;2020-12-31;2021-02-24;Esther de Boer van Rijklaan 1 winkelcentrum ;ja;1;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;nee;nee;ja;ja;;82180.58856538123;457865.1443390158;4.3243104334449045;52.104229387808346
116;1d5cabbf-708a-49e0-84a6-166eee32a301;2020-12-31;2021-02-24;Esther de Boer van Rijklaan 20 American Protestant Church;ja;1;;nee;07:00;23:00;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;nee;;82286.97895596188;457932.564006337;4.325848695942649;52.104849261873944
117;35704a4e-ed15-43af-8ec3-62758a6495b7;2020-12-31;2021-02-24;Theo Man Bouwmeester pad Sportveld HRC;ja;2;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;ja;;82514.99909126101;458203.6212087899;4.329118779967549;52.107315103186785
118;681ab2c9-3c56-4444-88e2-38659a4042d0;2021-01-02;2021-01-02;Hoge Nieuwstraat 14;ja;2;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;nee;nee;ja;nee;;81317.86817815917;455354.7426209736;4.312262547596048;52.081554869234324
119;26363e7d-ff68-4be0-881d-36b707ccb0a9;2021-01-02;2021-01-02;Lange Voorhout 74;nee;2;;nee;;;ja;;'s Gravenhage;GM0518;;;;ja;ja;ja;;nee;;81405.10966287585;455549.4496131869;4.313493085023262;52.08331625521132
120;7b25fb32-3bb0-4552-8957-67db1dfe3083;2021-01-02;2021-01-02;Schouwburgstraat Het Nationale Thater;ja;2;;ja;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;nee;;81562.48750542245;455440.50113931636;4.315812213763611;52.08235805730359
121;3bd2e5f5-a311-4f9a-8357-335530d3d816;2021-01-02;2021-01-02;Smidsplein;ja;2;;ja;08:30;20:00;ja;;'s Gravenhage;GM0518;maandag;vrijdag;ja;ja;ja;ja;ja;nee;;81579.11974211145;455492.1754369201;4.3160437016864925;52.08282464746986
122;699e38f1-4e5e-4ee0-8d7c-e481a0044b7e;2021-01-02;2021-01-02;Jan Evertsyraat 5 KIVI;ja;1;;ja;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;nee;;81534.17452817142;455628.60173510737;4.315358710001059;52.084044715893484
123;48961043-2870-4ef1-8fad-60a99ef62beb;2021-01-02;2021-01-02;Frederikstraat 487;ja;1;;nee;09:00;00:00;ja;;'s Gravenhage;GM0518;maandag;zondag;ja;ja;ja;ja;ja;ja;;81209.50618616362;456028.7381019866;4.310536125040924;52.087597464072935
124;36f637f0-d5a9-4c4e-86c8-50c587119a49;2021-01-02;2021-01-02;Koninginnengracht 92 Rode kruis;ja;2;;nee;08:00;18:00;ja;;'s Gravenhage;GM0518;maandag;vrijdag;ja;ja;ja;ja;ja;ja;;81080.60553159715;456714.1968840751;4.308507078055046;52.093740301635314
125;e85e0f76-ee64-4f4b-81f6-7831cabaadc6;2021-01-02;2021-01-02;Sumatrastraat 205 MT manueel therapeut;ja;1;;nee;10:00;15:00;ja;;'s Gravenhage;GM0518;maandag;vrijdag;ja;ja;ja;ja;ja;ja;;80959.84946306463;456592.21820591163;4.306771688823149;52.092627973816285
126;bd197bc2-93d2-4936-8907-4a20c16d3c35;2021-01-02;2021-07-25;Sumatrastraat 11 AH;ja;2;;ja;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;ja;;80801.41951933723;456511.71602097293;4.304477711343228;52.091883309596206
127;7180a3ad-6d43-44f7-8cb0-bd70d520f9ce;2021-01-02;2021-07-25;Spendastraat 15 Middin;ja;1;;nee;09:00;17:00;ja;;'s Gravenhage;GM0518;maandag;vrijdag;ja;ja;nee;nee;ja;ja;;80723.41997521523;456477.10339209356;4.303347255748981;52.091561795147854
128;ef06c78a-5fab-4e80-8ae2-4f39523b3441;2021-01-02;2021-01-02;Celebesstraat 2 Wijkcentrum ;ja;1;;nee;09:00;17:00;ja;;'s Gravenhage;GM0518;maandag;vrijdag;ja;ja;;nee;ja;ja;;80597.48718383542;456526.133291495;4.301499240347475;52.09198550074804
129;67334153-9dbb-4342-8c72-8354d2eecdb6;2021-01-02;2021-07-25;Kerkhoflaan 11;ja;2;;nee;;;ja;;'s Gravenhage;GM0518;;;;ja;ja;ja;ja;nee;Za. Zo en feestdagen;80649.90954408358;456858.5610692068;4.302191578148914;52.094979976680506
130;9bdcc293-df9c-47e9-811a-ea1bf283366f;2021-01-02;2021-01-02;Burgemeester Patijnlaan 36 Politie ;ja;1;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;nee;Max 1 uur;80487.8100425746;456204.58408655704;4.299969337460679;52.089081078896406
131;1dc9eb23-bc79-4ad3-83d3-4fd49dba8b41;2021-01-02;2021-01-02;Zeestraat 96;ja;1;;ja;;;ja;;'s Gravenhage;GM0518;;;ja;ja;nee;nee;ja;ja;;80564.60346763371;455913.73241552693;4.3011531464756985;52.08647760810782
132;c823dbac-1b23-479e-8797-3a76addc608f;2021-01-02;2021-01-02;Kortenaerkade 12;ja;1;;nee;07:00;22:00;ja;;'s Gravenhage;GM0518;maandag;vrijdag;ja;ja;nee;nee;ja;ja;Za 9:00 - 22:00 h Zo 10:00 - 17:00 h;80720.1568912675;455618.282239214;4.303486702589776;52.08384337017069
133;56741b3b-cdc3-41a5-81e1-3d4a959a4c4d;2021-01-02;2021-01-02;Noordeinde 130;ja;2;;ja;;;ja;;'s Gravenhage;GM0518;;;ja;ja;nee;nee;ja;ja;;80888.13348049819;455422.1012605275;4.305979625461161;52.08210285322467
134;96ec147b-a005-452c-8d66-bf0dc65a011e;2021-01-02;2021-01-02;Paleisstraat 9;ja;1;;nee;08:00;17:00;ja;;'s Gravenhage;GM0518;maandag;vrijdag;ja;ja;nee;nee;ja;ja;;80970.13953996517;455476.6055509563;4.307163986659662;52.08260363913934
135;9e91e61b-2d6d-4330-8123-d0071c491cbe;2021-01-02;2021-01-02;Parkstraat 65 Kerk;ja;1;;nee;11:30;14:30;ja;;'s Gravenhage;GM0518;maandag;vrijdag;ja;ja;ja;ja;ja;nee;Zon en feestdagen 8:30 - 18:00 h;81049.78050608041;455508.1725113744;4.3083188474374925;52.08289796547127
136;673a59b7-1d1c-4a33-82c0-259d4235a44a;2021-01-02;2021-01-02;Couperusplein 2;ja;1;;ja;08:00;18:00;ja;;'s Gravenhage;GM0518;maandag;zaterdag;ja;ja;nee;nee;ja;ja;;81108.2355378351;455771.51679205406;4.30911447599061;52.085272376358695
137;9259e9d2-7170-4a59-884e-7fc8042128e4;2021-01-02;2021-01-02;Couperusplein 33 Edith Steincollege;ja;1;;ja;08:00;18:00;ja;;'s Gravenhage;GM0518;maandag;zaterdag;ja;ja;ja;ja;ja;ja;;81182.44981137644;455671.038334261;4.310218832284342;52.08437930200042
138;045bcad5-4125-4396-8397-c325573c8daa;2021-01-24;2021-02-23;Van Mierisstraat 226 van Ostadeschool;ja;1;;nee;08:00;18:00;ja;;'s Gravenhage;GM0518;maandag;vrijdag;ja;nee;nee;;ja;nee;;80872.59832999765;453687.3819305336;4.306129812804453;52.066511288963355
139;6b51156d-6f19-4632-81a4-fe2edd4e49a5;2021-01-24;2021-02-23;Van der Vennestraat 185 Apotheek Rubenshoek;ja;2;;ja;07:45;18:00;ja;;'s Gravenhage;GM0518;maandag;vrijdag;ja;ja;nee;nee;ja;nee;;80739.07872065995;453621.05350559024;4.304197323229225;52.06589732888794
140;4ae75589-4065-4123-8eb4-27da8f3adf16;2021-01-24;2021-02-23;De Bockstraat 85 H. Martha kerk;ja;1;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;nee;nee;ja;nee;;80677.11920793317;453438.31001129956;4.303333651926518;52.06424674873356
141;5fdf50cc-eb30-489f-8541-78073984a471;2021-01-24;2021-02-24;Mijtensstraar 183 Spiritueel centrum Sri Ram Mandir;ja;2;;nee;09:00;00:00;ja;;'s Gravenhage;GM0518;maandag;zaterdag;ja;ja;nee;nee;ja;nee;Zondag 18:00 - 24:00 h;80906.66807295736;453208.6156681842;4.30673049124411;52.06221328773466
142;277f0e4c-5132-4aa0-8090-0bb5debcf34f;2021-01-24;2021-02-24;Fruitweg 9 Stichting Soenah;ja;4;;ja;09:00;00:00;ja;;'s Gravenhage;GM0518;;;ja;ja;nee;nee;ja;nee;;80957.12491732856;452983.16906735726;4.30751503738098;52.060193996562155
143;5be8a558-56a3-400c-86d8-9e3964382ec0;2021-01-24;2021-01-24;Televisiestraat 242 Dansschool Pukar;ja;1;;;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;nee;;80619.17810263562;452802.56448559725;4.302627294727748;52.05852568143192
144;4f5faf91-1bf3-4046-8be7-d17c1068acac;2021-01-24;2021-01-24;Televisiestraat 2 ;ja;2;;ja;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;ja;;80646.32036761762;452719.32533690886;4.30304111915136;52.05778127379541
145;133f94dd-5ea4-4d47-864a-faedf5ccaf36;2021-01-24;2021-01-24;Snijdersstraat 113 Politiebureau ;ja;2;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;nee;;80355.88406386336;453668.39534994797;4.2985995036852644;52.066271277340064
146;28917b75-4ba3-472a-8594-a7aca2e9a00a;2021-01-24;2021-01-24;Herman Costerstraat 11;ja;3;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;nee;Max 2 uur;80183.97902878243;453773.92970743345;4.296069762236793;52.06719649656633
147;581bc2c8-7361-44a1-889b-219d07837548;2021-01-24;2021-01-24;Steynlaan 4 Karwei;ja;1;;;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;ja;;80033.42720343001;454071.4415264588;4.2938091293238765;52.069849800095874
148;1ad179f5-b7ac-4b9f-8ba6-5704756dd30b;2021-01-24;2021-01-24;Kaapstraat 84 Huisarts ;ja;1;;nee;08:00;21:00;ja;;'s Gravenhage;GM0518;maandag;vrijdag;ja;ja;nee;nee;ja;nee;;80066.83144463865;453443.44697358215;4.294434084024562;52.06421070259598
149;d5247893-e87e-4912-8c45-a9ab8a99a57f;2021-01-24;2021-01-24;Majubastraat 41 Sporthal Transvaal;ja;1;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;nee;nee;ja;nee;;80067.24818867362;453183.8539652627;4.294497125327204;52.06187786516682
150;532b66e6-d6a0-4c8c-858e-53a2972f6bbd;2021-01-24;2021-02-27;Leyweg 813 Stadsdeelkantoor ;ja;2;;nee;07:30;17:30;ja;;'s Gravenhage;GM0518;maandag;vrijdag;ja;ja;ja;ja;ja;nee;;79104.22767539536;451345.7201048071;4.280864720328751;52.04522799471611
151;9ad3045a-6273-4f2a-8ca3-f83a3e33b26a;2021-01-24;2021-02-27;Leyweg 829 Stadsdeelkantoor ;ja;3;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;nee;Max 1,5 uur;79111.76047282157;451290.1957467359;4.280986835045242;52.04473004375054
152;4f701426-6e2b-4066-821f-dedfd03841b0;2021-01-24;2021-02-27;Leyweg 1302 Arts en Zorg;ja;2;;nee;07:00;17:00;ja;;'s Gravenhage;GM0518;maandag;vrijdag;ja;ja;ja;ja;ja;nee;;79181.055540087;451243.58983735176;4.282007101741196;52.04432069152308
153;4946b344-a092-49e2-8a5c-3f3195c39c03;2021-01-24;2021-01-24;Medlerstraat 200;ja;1;;nee;08:00;22:00;ja;;'s Gravenhage;GM0518;maandag;zaterdag;ja;ja;ja;ja;ja;nee;;80714.28512506673;452000.61299946165;4.304188237395637;52.05133148640138
154;4a58c133-bba1-44fa-8c97-0ab3ad0de661;2021-01-24;2021-01-24;Heeswijkplein;ja;1;;nee;08:00;20:00;ja;;'s Gravenhage;GM0518;maandag;zaterdag;ja;nee;nee;;ja;nee;;80723.7899685669;452035.5267644589;4.304319195487822;52.05164652253214
155;133ee4b5-342f-41cd-8ccf-baac6154bddf;2021-01-24;2021-01-24;Gouverneurplein 8;ja;1;;nee;09:00;17:00;ja;;'s Gravenhage;GM0518;maandag;vrijdag;ja;ja;nee;nee;ja;nee;;81375.8207593566;452497.4036041982;4.313724111173339;52.0558843195279
156;55a1fe6f-8bd0-4c64-8189-465fe5d3033f;2021-02-01;2021-02-01;Fahrenheitstraat 541;ja;1;;nee;08:00;22:00;ja;;'s Gravenhage;GM0518;maandag;zaterdag;ja;ja;ja;ja;ja;ja;;78467.63613236048;454923.97422478185;4.27078485488425;52.077297095481285
157;ad99688d-6a6f-47b4-800c-349ec0d08335;2021-02-01;2021-02-01;Fahrenheitstraat 649;ja;1;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;ja;;78347.90624144732;455142.0143882295;4.268989626142511;52.07923998709009
158;244f911a-4aa6-4946-8d1a-c163697baf05;2021-02-21;2021-02-21;Ketelstraat 103 Sewa Sang;ja;2;;nee;19:00;23:00;ja;;'s Gravenhage;GM0518;;;ja;ja;nee;nee;ja;nee;Ma di wo vr;83047.81700127471;453252.75243309763;4.337939607555991;52.062892147821934
159;7bfce849-5d01-4906-84e6-3e80a4e74b90;2021-02-21;2021-02-21;Deimanstraat 11 de Pnksterbeweging;nee;1;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;nee;nee;ja;nee;Zondag 10:00 - 12:00 woensdag 19:00 - 21:00;82501.90070149957;453359.0225020323;4.329957353527492;52.06377600935188
160;0fae290d-ddf6-4256-8b93-7a017938ea91;2021-02-21;2021-02-21;Elboogsyraat 120 Wijkcentrum ;ja;1;;nee;08:00;00:00;ja;;'s Gravenhage;GM0518;;;ja;ja;nee;nee;ja;nee;;82717.7700857276;453597.7845744777;4.333054339472;52.06594992932917
161;cdd9150f-e51a-49e8-8059-039be63f55a2;2021-02-21;2021-02-21;Goudriaankade 8;ja;1;;nee;07:30;21:00;ja;;'s Gravenhage;GM0518;maandag;vrijdag;ja;ja;nee;nee;ja;nee;;82404.0012816927;453834.24557425943;4.328428865897611;52.068033930396915
162;275cc582-cf10-4570-84b3-754d2e947e82;2021-02-21;2021-02-21;Waldorpstraat 1;ja;2;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;nee;nee;ja;nee;;82198.21627661688;454026.43252157397;4.325387106106537;52.06973406915106
163;17c43d46-37db-47c4-8570-793c8c5b4ff3;2021-02-21;2021-02-21;Waldorpstraat 80;ja;1;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;nee;nee;ja;nee;;82089.78383739511;453953.0885098377;4.32382154137872;52.06906067925544
164;3415dbcc-aa7e-48cf-8859-56a92a6c9a4a;2021-02-21;2021-02-21;Waldorpstraat 120;ja;4;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;nee;;81851.81281870538;453790.1482884806;4.3203862669797735;52.06756499544216
165;3a024634-7d53-4797-898a-a188084fda5d;2021-02-21;2021-02-21;Juliana van stolberglaan 3;ja;1;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;nee;nee;ja;nee;;82767.47337927256;455394.247418388;4.333398862195032;52.08210088903676
166;353f463a-d7bc-4113-85b5-456124a168dd;2021-02-21;2021-02-21;Koningin Marialaan 2;ja;1;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;nee;nee;;ja;nee;Zo’n en feestdagen 9:00 - 13:00;82719.59363346508;455838.91308745753;4.332606230028695;52.08609076107603
167;e6c12095-7cf3-48bc-8ee2-0285560f5488;2021-02-21;2021-02-21;Theresiasyraat 120 Ah;ja;1;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;nee;nee;ja;nee;;82975.54424733693;455820.0188841634;4.336344029324878;52.08595431852342
168;c8ca1d8d-2d3f-4112-8781-8825636d4ee1;2021-02-21;2021-02-21;Theresiasyraat 120 Douglas;ja;1;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;nee;nee;ja;nee;;82899.79963618847;455761.1600470561;4.335251512072427;52.085415507087305
169;81dd19f8-3afb-4c33-86a3-a2de9b7b13a9;2021-02-21;2021-02-21;Zwedenburg 261;ja;1;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;nee;nee;ja;nee;;84795.86612510149;456567.1906192341;4.3627451594084246;52.0929028590687
170;22c6b016-1a63-4420-83e2-6064da9dcbdc;2021-02-21;2021-02-21;Hongarenburg 246 Florence;ja;2;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;nee;nee;ja;ja;;84890.43109809283;456423.6854351006;4.3641544019242575;52.09162518372894
171;66ab63e7-5c78-47f9-80e6-0be6549d2725;2021-02-21;2021-02-21;Van Alphenstraat 52 Station laan van noi;ja;2;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;ja;;83467.69796451264;455013.4657999639;4.343692687279152;52.07876977270827
172;31c43e95-b9ef-42a4-82a9-264eeb15fd6e;2021-02-23;2021-02-24;Lotentzplein 50;ja;1;;nee;08:00;18:00;ja;;'s Gravenhage;GM0518;maandag;zaterdag;ja;ja;nee;nee;ja;nee;;82343.67621039618;452985.5082677882;4.327729798904837;52.06039857732959
173;5f98d066-f6bf-485c-835a-a23fd5fb89d4;2021-02-23;2021-02-24;Lotentzplein 61;ja;1;;nee;08:00;18:00;ja;;'s Gravenhage;GM0518;maandag;zaterdag;ja;ja;nee;nee;ja;nee;;82363.33071018239;452996.8014249211;4.328013951779416;52.06050264392568
174;ae22f2c5-e6b4-4aee-8d72-35848e0f13d7;2021-02-23;2021-02-24;Jonckbloedplein 61 Citykids;ja;1;;nee;08:00;15:30;ja;;'s Gravenhage;GM0518;maandag;vrijdag;ja;ja;nee;nee;ja;nee;;81944.36865020984;452766.09234899003;4.321954995369027;52.05837422209206
175;b1eb12d1-be24-4718-8ea0-9d0fdbe526d2;2021-02-23;2021-02-24;Gouverneurlaan 495;ja;1;;nee;08:00;16:00;ja;;'s Gravenhage;GM0518;maandag;donderdag;ja;ja;nee;nee;ja;nee;;81675.08322147549;452651.34541485773;4.318053741557589;52.05730744440128
176;9fb33f7a-2cab-4716-8444-2e450bc1262f;2021-02-23;2021-02-24;Van Meursstraat 1 Wijkcentrum de Wissel;ja;1;;nee;08:00;18:00;ja;;'s Gravenhage;GM0518;maandag;vrijdag;ja;ja;nee;nee;ja;nee;;81572.48423187183;452155.7584886073;4.316664519606856;52.052840117319946
177;296a8d15-75e5-4b62-8f6a-79efac3054d5;2021-02-23;2021-02-24;Stieltjesstraat 471;ja;1;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;nee;ja;;ja;ja;;81352.8057074698;452836.3829089384;4.313315508174465;52.058927596760746
178;84cdc831-26a1-406a-8277-56f5770db89c;2021-02-23;2021-02-24;Stieltjesstraat 317;ja;3;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;nee;ja;;ja;ja;;81404.76394639755;452878.9226779605;4.314063844489387;52.059316796371945
179;b619d118-0f3d-49f6-860f-07fa9bc2a6f3;2021-02-23;2021-02-24;Stieltjesstraat 163;ja;1;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;nee;ja;;ja;ja;;81450.57622872385;452929.23268301564;4.314720916603399;52.059775004912176
180;c693c03d-7e9c-4c2e-889f-995c0c27bdc3;2021-02-23;2021-02-23;Jacob Catsstraat 325 de Schildershoek;ja;1;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;nee;;81411.25727003819;453633.03500310396;4.313996001326257;52.06609470303303
181;60eb33ee-06c8-4843-8c04-3ec0ee8bd119;2021-02-24;2021-02-24;Goetlijfstraat 120;ja;2;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;nee;;81743.13679416307;457050.3238366562;4.318101464953905;52.0968490693418
182;1fceee4c-ce01-421a-88e8-b1fb2367bc4b;2021-02-24;2021-02-24;Kapelweg 20 Rosarium ;ja;3;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;nee;nee;ja;nee;;79881.96925135315;458079.79993674124;4.290717594807326;52.105851164536496
183;c89b1d76-f6b0-4791-886c-ef3c4ee4ff16;2021-02-24;2021-02-24;Neptunusstraat 90 Muzee;ja;1;;nee;10:00;18:00;ja;;'s Gravenhage;GM0518;;;ja;ja;nee;nee;ja;nee;;79342.37801580636;458301.9989929872;4.282793321507689;52.107774472452206
184;09fbfd6d-9b83-4b7a-8b1c-3c9c1c810db6;2021-02-24;2021-02-24;Zwolsestraat 2 Ramada hotel;ja;2;;nee;;;ja;;'s Gravenhage;GM0518;;;ja;ja;ja;ja;ja;nee;;79531.1728272721;458996.5384799174;4.285394881933712;52.11404183553375
