X,Y,Stembureaus,Adres,Postcode,Plaats,Extra_Info,ObjectId,Geopend
6.58582670002923,53.0181452366508,Marsdijkhal,Kleuvenstee 3,9403 LT,Assen,Sporthal,1,17 maart 2021
6.56144257034397,53.0169402544692,Peelohal,Scharmbarg 31,9407 EA,Assen,Sporthal,2,17 maart 2021
6.54826521218731,53.0090256003416,Pittelohal,Wethouder Bergerweg 2B,9406 XP,Assen,Sporthal,3,17 maart 2021
6.55966183456637,53.0047445432396,Olympus,mr. Groen van Prinstererlaan 100,9402 KG,Assen,Sporthal,5,17 maart 2021
6.56155580927375,53.0029194673974,De Timp,Thorbeckelaan 2,9402 ER,Assen,Sporthal,6,17 maart 2021
6.52919780732521,52.9875304611997,MFA Schakelveld,Witterhoofdweg 1,9405 HX,Assen,Sporthal,8,17 maart 2021
6.54447919055716,52.983677677432,Stadsbroekhal,Kortbossen 3,9405 BM,Assen,Sporthal,9,17 maart 2021
6.60392289401687,53.0113570266999,Sportcomplex Marsdiek,Peeloërweg 3,9409 TS,Loon,Sporthal,11,17 maart 2021
6.53718944916311,52.9963981374873,Rode Kruisgebouw,Delft 73,9406 GD,Assen,Overig,12,17 maart 2021
6.56323872839837,53.0084119609835,De Componist,Paganinilaan 15,9402 VH,Assen,Overig,13,"15,16 en 17 maart 2021"
6.56260690013994,53.0170096983974,t Markehuus,Scharmbarg 35,9407 EA,Assen,Overig,14,17 maart 2021
6.57180033960598,53.0169549227473,Korfbal- en tennisvereniging AVO,M.L. Kingweg 6,9403PA,Assen,Overig,15,17 maart 2021
6.58654108975049,53.0186503303663,De Dissel,Kleuvenstee 1 A,9403 LR,Assen,Overig,16,"15,16 en 17 maart 2021"
6.59325298265153,52.9989641733872,Sportpark Asser Boys,Lonerstraat 100 A,9403 TD,Assen,Overig,17,17 maart 2021
6.57429345287861,52.9941840997382,De Schulp,Buizerdstraat 10,9404 BB,Assen,Overig,18,17 maart 2021
6.57618390708839,52.9848727272466,Buurthuis de Zonnereep,Zonnedauwstraat 14,9404 JR,Assen,Overig,19,17 maart 2021
6.5142635196443,53.0003550245901,MFA Kloosterveste,Vesteplein 5,9408 ME,Assen,Overig,20,"15,16 en 17 maart 2021"
6.50453808079897,53.0044994146992,Het Lichtpunt,Boomgaard 7,9408 JA,Assen,Overig,21,17 maart 2021
6.55884099538225,52.9945868921105,De Nieuwe Kolk,Weiersstraat 1,9401 ET,Assen,Overig,22,17 maart 2021
6.5650670730894,52.9946363871484,Stadhuis,Noordersingel 33,9401 JW,Assen,Overig,23,"15,16 en 17 maart 2021"
6.53885686156934,52.9856695949721,Provinciehuis,Westerbrink 1,9405 BJ,Assen,Overig,24,17 maart 2021
6.58811185780518,53.0107709641414,Pand 17,Stelmakerstraat 17,9403 VB,Assen,Overig,25,17 maart 2021
6.52333533710235,52.9991997047449,IJsvereniging Kloosterveen,Hoogspanningsweg 2,9408CZ,Assen,Overig,26,17 maart 2021
6.58383331568152,52.9885886109793,De Spreng,Vredeveldseweg 57,9404 CC,Assen,Sporthal,27,"15,16 en 17 maart 2021"
6.56798078984418,53.0036941379431,"Dr Nassau College, locatie Penta",Industrieweg 3,9402 NP,Assen,Overig,29,17 maart 2021
6.54584275863401,53.0065549236311,De Maasstee,De Maasstraat 25,9406 RA,Assen,Overig,30,17 maart 2021
6.56186417982068,52.9918153575042,City Life Church,Zuidersingel 81,,Assen,Overig,31,17 maart 2021
6.545509773876,52.9997437427052,Cs Vincent van Gogh,Selma Lagerlöflaan 3,9406 KB,Assen,Overig,32,17 maart 2021
