FID,x,y,id,complex_naam,complex_code,dsk_kw_code,naam,omschrijving,beheerobjectsoort,aard,netwerk,route,relatie_tot_weg,rdx,rdy,stichtingsjaar,archiefcode,beheerder_instantieid,beheerder,beheerder_id,se_anno_cad_data,gdb_geomattr_data,shape
overkluizing.79,108600,502127,636,Leidingstraat,19C-113,19C-113-01,KW 16,Overkluizing leidingen,Overkluizing,Droog,HWN,RW 9,in RW,108.6,502.127,1989,19C-113-00,1667,RWS WNN / WNN District Noord,1667,,,POINT (108600 502127)
overkluizing.165,84260,453820,1224,Oprit Broeksloot,30G-174,30G-174-01,Oprit Broeksloot,Overkluizing in de oprit over de Broeksloot,Overkluizing,Droog,HWN,A12,in RW,84.26,453.82,1976,30G-174-00,819,De Gemeente 1/De Gemeente 1,819,,,POINT (84260 453820)
overkluizing.204,97987,450055,1307,Overkluizing Boezemwater,30H-164,30H-164-01,Overkluizing Boezemwater,Overkluizing Boezemwater onder viaduct Hoefweg,Overkluizing,Droog,HWN,A12,in RW,97.987,450.055,1938,30H-164-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (97987 450055)
overkluizing.210,106526,458290,1341,Gasleiding,31C-121,31C-121-01,Gasleiding,Overkluizing in de af- en toerit,Overkluizing,Droog,HWN,N11,in RW,106.526,458.29,2002,31C-121-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (106526 458290)
overkluizing.213,110833,453605,1361,Gasleiding,31D-117,31D-117-01,Gasleiding,Overkluizing Gasleiding,Overkluizing,Droog,HWN,N11,in RW,110.833,453.605,2002,31D-117-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (110833 453605)
overkluizing.287,74423,435421,1804,Leidingenstraat (KW 21 ZH),37D-130,37D-130-01,Leidingenstraat HRL,Noordelijke overkluizing over de leidingenstraat,Overkluizing,Droog,HWN,A15,in RW,74.423,435.421,2003,37D-130-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (74423 435421)
overkluizing.290,75013,435280,1808,Leidingenstraat (KW 14 ZH),37D-136,37D-136-01,Leidingenstraat,Overkluizing over de westelijke toerit van de Thomassentunnel ,Overkluizing,Droog,HWN,A15,over RW,75.013,435.28,2004,37D-136-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (75013 435280)
overkluizing.292,75347,435280,1810,KW 5,37D-138,37D-138-01,KW 5,Merseyoverkluizing in de Merseyweg,Overkluizing,Droog,HWN,A15,over RW,75.347,435.28,,37D-138-00,1670,RWS WNZ / WNZ District Zuid,1670,,,POINT (75347 435280)
overkluizing.302,81643,448574,1836,Oude Zwethpad,37E-176,37E-176-01,Oude Zwethpad oost,Oostelijke overkluizing over de Leidingstraat en Watergang,Overkluizing,Droog,HWN,A4,in RW,81.643,448.574,1988,37E-176-00,1669,RWS WNZ / WNZ District Noord,1669,,,POINT (81643 448574)
overkluizing.321,86150,432620,1891,Knooppunt Benelux,37G-002,37G-00217,Vondelingenweg overkluizing west,Overkluizing in de leidingenstraat over de Vondelingenweg,Overkluizing,Droog,HWN,A4,niet RW,86.15,432.62,1972,37G-117-00,884,Onbekende dienst/Niet Rijkswaterstaat,884,,,POINT (86150 432620)
overkluizing.1615,107266,498733,3973,Overkluizing,25A-133,25A-133-01,overkluizing,Overkluizing leidingen in oost.oprit verlegde Noorderweg 53.9+23,Overkluizing,Droog,HWN,A9,niet RW,107.266,498.733,1989,25A-133-00,1667,RWS WNN / WNN District Noord,1667,,,POINT (107266 498733)
overkluizing.1616,106608,497800,3974,Overkluizing,25A-134,25A-134-01,Overkluizing,Overkluizing onder de Rijksweg,Overkluizing,Droog,HWN,A9,in RW,106.608,497.8,1989,25A-134-00,1667,RWS WNN / WNN District Noord,1667,,,POINT (106608 497800)
