JAAR;PERIODE;BELEIDSPROGRAMMA;ORGANISATIE;SUBSIDIE_BESCHIKT;BEKOSTIGD_UIT_RIJKSINKOMSTEN;WETTELIJKE_TAAK;GLOB_OVERZ_GESUB_ACTIVITEITEN;INLEES_DATUM;GEMEENTE;GEMEENTE_CODE;LAND_CODE
2022;Q2;Programma Kunst en Cultuur;Stichting Museum Vlaardingen;1.000;Nee;Nee;Tentoonstelling Vlaardingse Nieuwe. ;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Kunst en Cultuur;Toneel vereniging Het Masker;1.000;Nee;Nee;Toneelvoorstelling 'Ontkoppeld'. ;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Kunst en Cultuur;Platform Ander Vlaardingen;1.068;Nee;Nee;Kunst in de Klas in Kade40. ;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Kunst en Cultuur;Mannenkoor Orpheus Vlaardingen;1.225;Nee;Nee;Voorjaarsconcert 2022.;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Kunst en Cultuur;CJV Vlaardingen;1.266;Nee;Nee;Subsidie Noodsteun Rijksmiddelen OCW2022.;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Kunst en Cultuur;Vereniging Vrienden van Museum Vlaardingen;500;Nee;Nee;Binnenhalen Balder tijdens Haring en Bierfeest. ;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Kunst en Cultuur;Stichting Indisch Belang Vlaardingen;925;Nee;Nee;Herdenking Koempoelan. ;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Sociaal domein;De Kroepoekfabriek;11.500;Ja;Nee;Ondersteuning GSA teams w.b. ondersteunen bij financi‰n en een programma samenstellen en uitvoeren. Regenboogstad Meet Up 2022. Regenboogstad Pride Event 2022 w.b. productie, podiumprogramma en marketing.;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Sociaal domein;Antes Zorg B.V.;12.242;Ja;Ja;"De producten die Youz voor 2022 inzet zijn:_x000D_
1. Open & Alert_x000D_
2. Inzet ouderbijeenkomst_x000D_
3. Smokefree challenge_x000D_
4. Consulatie en advies";08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Sociaal domein;Kade40;13.000;Ja;Nee;"Prentenboek maken en verspreiden waarin diversiteit en liefde centraal staan. _x000D_
Op basis hiervan een workshop ontwikkelen en een lesbrief samestellen voor primair onderwijs. _x000D_
Expositie van de prenten en het proces organiseren_x000D_
Meet up organiseren al dan niet samen met de expositie  ";08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Sociaal domein;Stichting Minters;14.580;Ja;Ja;Inzet gezinsspecialist op de beide scholen in Vlaardingen voor nieuwkomers. Tijdelijke inzet van 8 uur per week extra gekoppeld aan opvang en onderwijs kinderen uit Oekraine;08-02-2022 00:00:00;Vlaardingen;0600;NL
