JAAR;PERIODE;BELEIDSPROGRAMMA;ORGANISATIE;SUBSIDIE_BESCHIKT;BEKOSTIGD_UIT_RIJKSINKOMSTEN;WETTELIJKE_TAAK;GLOB_OVERZ_GESUB_ACTIVITEITEN;INLEES_DATUM;GEMEENTE;GEMEENTE_CODE;LAND_CODE
2022;Q2;Programma Sociaal domein;Stichting Present Vlaardingen;15.000;Nee;Nee;Stichting Present ondersteunt en helpt kwetsbare Vlaardingers tijdens moeilijke  en soms uitzichtloze situaties. De aanpak wordt in het voorveld geboden door een groep vrijwilligers. Deze worden geselecteerd vanuit de kerk, buurt, bedrijf en worden gekoppeld aan de hulpvraag van een inwoner of gezin. ;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Sociaal domein;Stichting De Windwijzer;15.000;Nee;Nee;Bijdrage in organisatie- en exploitatiekosten. ;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Sociaal domein;Stichting Dierennoodhulp West Nederland;15.000;Ja;Ja;Het vervoeren en tijdelijk opvangen van zwervend aangetroffen (huis)dieren.;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Sociaal domein;Stichting Argos Zorggroep;43.125;Nee;Nee;Het verzorgen van oproep gestuurd vervoer, gericht op (kwetsbare) inwoners van Vlaardingen: de Argos Mobiel. Subsidie wordt verleend voor 3 jaar, per jaar ? 43.125,-. ;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Sociaal domein;Stichting Elckerlyc;88.383;Nee;Ja;Ambulante crisisbegeleiding huiselijk geweld maximaal 16 clientsystemen en daderhulpverlening. ;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Sociaal domein;Stichting Minters;94.068;Ja;Ja;Inzet 1,22 fte wijkteam professional met een bijdrage in de bekostiging in 2022 gedurende 9 maanden ter vervanging van medewerkers van Senioren Welzijn en Ipse de Bruggen. 102.807 euro x 0,75 x 1,22 fte = 94.068 euro;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Sociaal domein;Stichting VluchtelingenWerk Zuidwest-Nederland regiokantoor;207.765;Ja;Ja;Basisdienstverlening, maatschappelijke begeleiding en Maatjesproject;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Sociaal domein;Stichting Minters;288.579;Nee;Ja;De uitvoering van intensieve vrijwillige hulp wijkteams.;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Sociaal domein;Stichting Minters;350.000;Ja;Ja;"Extra formatie wijkteams GGZ Jeugd. _x000D_
";08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Sociaal domein;MEE ZHN;797.500;Nee;Ja;"Inzet van wijkteammedewerkers, casemanagement IVH, co”rdinatie IVH, gedragsdeskundige, groepswerk, consulent OCO, beweegcoach._x000D_
";08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Sociaal domein;Bibliotheek de Plataan;1.708.837;Nee;Ja;"Algemene Prestatieafspraken wat betreft aansluiten bij beleidsdoelen WSOB en de gemeentelijke visie. Daarnaast  het realiseren van aantallen leden en gebruikers_x000D_
Prestatieafspaken programmalijn: ""Jeugd en Educatie""_x000D_
Prestatieafspraken programmalijn: ""Basisvaardigheden en persoonlijke ontwikkeling""";08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Sport en Recreatie;Vlaardingse Reddingsbrigade;10.195;Nee;Nee;Organiseren van elementaire zwemlessen, reddend zwemmen, snorkelen en onderwateractiviteiten;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Sport en Recreatie;Stichting Vlaardingen in Beweging;80.000;Ja;Nee;Beheren en besteden van budget binnen doelstellingen van het Vlaardings sportakkoord;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Kunst en Cultuur;Pauluskoor;1.500;Nee;Nee;Toneelvoorstelling 'De Trein met ondersteuning Jiddische liederen' op 4 mei 2022.;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Kunst en Cultuur;Stichting Buitenbios / Filmtheater Het Zeepaard;1.585;Nee;Nee;Incidentele subsidie noodsteun cultuur 2022 (september circulaire 2021).;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Kunst en Cultuur;Stichting Villa Musica;1.600;Nee;Nee;Organiseren van het Vlaardings Blaasfestival. ;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Kunst en Cultuur;Varend Corso Westland;2.000;Nee;Nee;Varend Corso Westland. ;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Kunst en Cultuur;Rengur;2.000;Nee;Nee;Kunstzinnige lessen / workshops aan ouderen. ;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Kunst en Cultuur;Stichting Stadskraan Vlaardingen;3.000;Nee;Nee;Opening Stadskraan. ;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Kunst en Cultuur;Stichting Flagen;4.950;Nee;Nee;"Het laten reizen van de kunstexpositie 'onafhankelijk' naar de herkomststeden van de verzetsgeuzen; te weten Delft, Maassluis, Rotterdam en Schiedam.";08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Kunst en Cultuur;Stichting Metamorphose;5.000;Nee;Nee;Open ateliers & Kunstroutes. ;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Kunst en Cultuur;Stichting Halen en Brengen;5.200;Nee;Nee;Aanvullende activiteiten Haring- en Bierfeest. ;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Kunst en Cultuur;Gloria Toonkunst Vlaardingen;5.500;Nee;Nee;2 concerten Johannes Passion in april en Weinachtsoratorium in december beiden van J.S. Bach.;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Kunst en Cultuur;Stichting Van Peteghem orgel Vlaardingen;6.100;Nee;Nee;Lunchconcerten, wandelconcerten, vrijdagavondconcerten en voorbereiding internationale orgelweek.;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Kunst en Cultuur;Stichting Waterweg Cultuurprijs;7.000;Nee;Nee;Tussenjaar Waterweg Cultuurprijs 2022.;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Kunst en Cultuur;Stichting Centrum Kunsteducatie Kade 40;10.877;Nee;Nee;Subsidie Noodsteun Rijksmiddelen OCW2022.;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Kunst en Cultuur;Stichting Buitenbios / Filmtheater Het Zeepaard;15.000;Nee;Nee;Wekelijkse filmvertoningen en educatietrajecten. ;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Kunst en Cultuur;Stichting Metamorphose;15.000;Nee;Nee;Festival onder de Linden. ;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Kunst en Cultuur;Stichting Wijkcentra Vlaardingen;17.787;Nee;Nee;Subsidie Noodsteun Rijksmiddelen OCW2022;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Kunst en Cultuur;Stichting CJV Support;18.100;Nee;Nee;Sinterklaasintocht Vlaardingen op 12 november 2022.;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Kunst en Cultuur;Stichting Stadshart Vlaardingen;20.000;Nee;Nee;Kerstmarkt 2022. ;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Kunst en Cultuur;Stichting Kwartiermakers;25.000;Nee;Nee;Stadsstrand 2022. ;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Kunst en Cultuur;Stichting Vlaardingen 750 jaar;40.000;Nee;Nee;Uitwerking van fase 1 ten behoeve het projectplan Vlaardingen 750 jaar volgens de toelichting en de begroting van fase 1 (zie bijlage Begroting met toelichting fase 1).;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Kunst en Cultuur;De Kroepoekfabriek;45.118;Nee;Nee;Subsidie Noodsteun Rijksmiddelen OCW2022;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Kunst en Cultuur;Kade40;50.000;Nee;Nee;Cultuurcoach.;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Kunst en Cultuur;Stadsgehoorzaal Vlaardingen ;111.785;Nee;Nee;Subsidie Noodsteun Rijksmiddelen OCW2022;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Onderwijs, economie en haven;Hotspot Vastgoed B.V;2.500;Nee;Nee;Plan maken voor het verbouwen van een leegstaande winkel naar zes woningen (Hoogstraat 226-228).;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Onderwijs, economie en haven;Komkids Kinderopvang b.v.;6.961;Ja;Ja;Scholing medewerkers VE programma , conform uw aanvraag.;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Onderwijs, economie en haven;Jinc;13.468;Ja;Ja;"Inzet op Gelijke Kansen; sollicitatie, taal, etc..";08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Onderwijs, economie en haven;Verhoeff;13.798;Nee;Nee;Strippen voormalig winkelpand en ombouwen tot woning en atelierruimte, aanleggen vloerverwarming, elketrotechnische installaties, deuren etc.;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Onderwijs, economie en haven;Sichting Wijzer in Onderwijs;15.000;Ja;Ja;Plaatsing Active Floor.;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Onderwijs, economie en haven;Stichting Petje af Waterweg;15.000;Ja;Nee;Zomerschool 2022.;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Onderwijs, economie en haven;Un1ek Kinderopvang B.V.;21.145;Ja;Ja;Hele dag opvang.;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Onderwijs, economie en haven;Stichting Zorg voor Onderwijs Nieuwe Waterweg Noord;27.404;Nee;Nee;Voorkomen voortijdig schoolverlaten.;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Onderwijs, economie en haven;Stichting Wijzer in Onderwijs;34.000;Ja;Ja;Activiteiten Begeleiding Groep 03 - 08.;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Onderwijs, economie en haven;Stichting Wijzer in Onderwijs;35.411;Ja;Ja;Onderwijs aan kinderen van nieuwkomers.;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Onderwijs, economie en haven;Un1ek Kinderopvang B.V.;62.997;Ja;Ja;Kindplaatsen tbv adquate hulpverlening.;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Onderwijs, economie en haven;SIKO;161.907;Ja;Ja;Het doel van deze regeling is om activiteiten te subsidi‰ren om COVID-19 gerelateerde vertragingen bij kinderen, en in het bijzonder bij specifieke aandachtgroepen, in het onderwijs voor 1 augustus 2023 in te halen. De subsidie is aanvullend en ondersteunend aan de middelen die scholen ontvangen binnen het Nationaal Programma Onderwijs. ;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Onderwijs, economie en haven;Komkids Kinderopvang b.v.;431.071;Ja;Ja;Peuteropvang en Voor- en Vroegschoolse activiteiten, zoals in uw aanvraag omschreven.;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Onderwijs, economie en haven;Stichting Wijzer in Opvang;649.039;Ja;Ja;Peuteropvang en VVE activiteiten, inclusief inzet HBO medewerker;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Onderwijs, economie en haven;Stichting Wijzer in Onderwijs;998.000;Ja;Ja;Nieuwkomersonderwijs voor 6 groepen, verlengd taject l.l. met onderwijsachterstand, directievoering, ambulante taal ondersteuning kleuters, nazorg. ;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Onderwijs, economie en haven;Un1ek Kinderopvang B.V.;1.405.808;Ja;Ja;Peuteropvangwerk.;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Onderwijs, economie en haven;Stichting Aanzet;1.929.049;Ja;Ja;Verbeteren van kansengelijkheid van doelgroepkinderen en hun ouders.;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Sociaal domein;Scouting Zeeverkenners de Geuzen;498;Nee;Nee;Vlaardingen Haven Clean Up. ;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Sociaal domein;Vrienden van de Voggel;2.000;Nee;Nee;Vroegere welzijnssubsidie: activiteiten voor mensen met een verstandelijke handicap t.b.v. ontmoeting, spel/sport en  educatie.;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Sociaal domein;Stichting Mamacafe Vlaardingen, Schiedam en Maassluis;4.000;Nee;Nee;Organiseren van activiteiten vanuit het Mamacafe Vlaardingen, Schiedam en Maassluis. ;08-02-2022 00:00:00;Vlaardingen;0600;NL
2022;Q2;Programma Sociaal domein;Stichting HipHelpt Vlaardingen;4.025;Nee;Nee;Het verlenen van hulp op het gebied van geestelijk, lichamelijk en maatschappelijk welzijn van inwoners in de gemeente Vlaardingen die hulp nodig hebben en hiervoor geen beroep kunnen doen op een netwerk.;08-02-2022 00:00:00;Vlaardingen;0600;NL
