FID,filename,folder,group_,urlbig,rdx,rdy,se_anno_cad_data,gdb_geomattr_data,shape
wnz_helicopterfotos_2007.1,001_nieuwe_waterweg_l.o._27-08-2007.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/west_nederland_zuid/helikopterfotos/geogegevens/raster/nieuwe_waterweg/2007,nieuwe_waterweg/2007,https://downloads.rijkswaterstaatdata.nl/Regio/west_nederland_zuid/helikopterfotos/geogegevens/raster/nieuwe_waterweg/2007/001_nieuwe_waterweg_l.o._27-08-2007.jpg,4.0772392,51.9778387,,,POINT (64981.5166000016 443976.36939999834)
wnz_helicopterfotos_2007.2,001_nieuwe_waterweg_r.o._27-08-2007.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/west_nederland_zuid/helikopterfotos/geogegevens/raster/nieuwe_waterweg/2007,nieuwe_waterweg/2007,https://downloads.rijkswaterstaatdata.nl/Regio/west_nederland_zuid/helikopterfotos/geogegevens/raster/nieuwe_waterweg/2007/001_nieuwe_waterweg_r.o._27-08-2007.jpg,4.3273872,51.8944687,,,POINT (82028.91440000013 434421.4525000006)
wnz_helicopterfotos_2007.3,002_nieuwe_waterweg_l.o._27-08-2007.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/west_nederland_zuid/helikopterfotos/geogegevens/raster/nieuwe_waterweg/2007,nieuwe_waterweg/2007,https://downloads.rijkswaterstaatdata.nl/Regio/west_nederland_zuid/helikopterfotos/geogegevens/raster/nieuwe_waterweg/2007/002_nieuwe_waterweg_l.o._27-08-2007.jpg,4.0806075,51.9849821,,,POINT (65227.220800001174 444766.7697999999)
wnz_helicopterfotos_2007.4,002_nieuwe_waterweg_r.o._27-08-2007.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/west_nederland_zuid/helikopterfotos/geogegevens/raster/nieuwe_waterweg/2007,nieuwe_waterweg/2007,https://downloads.rijkswaterstaatdata.nl/Regio/west_nederland_zuid/helikopterfotos/geogegevens/raster/nieuwe_waterweg/2007/002_nieuwe_waterweg_r.o._27-08-2007.jpg,4.3253178,51.8944828,,,POINT (81886.51940000057 434425.1059000008)
wnz_helicopterfotos_2007.5,003_nieuwe_waterweg_l.o._27-08-2007.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/west_nederland_zuid/helikopterfotos/geogegevens/raster/nieuwe_waterweg/2007,nieuwe_waterweg/2007,https://downloads.rijkswaterstaatdata.nl/Regio/west_nederland_zuid/helikopterfotos/geogegevens/raster/nieuwe_waterweg/2007/003_nieuwe_waterweg_l.o._27-08-2007.jpg,4.0809054,51.9850032,,,POINT (65247.72269999981 444768.7478)
wnz_helicopterfotos_2007.6,003_nieuwe_waterweg_r.o._27-08-2007.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/west_nederland_zuid/helikopterfotos/geogegevens/raster/nieuwe_waterweg/2007,nieuwe_waterweg/2007,https://downloads.rijkswaterstaatdata.nl/Regio/west_nederland_zuid/helikopterfotos/geogegevens/raster/nieuwe_waterweg/2007/003_nieuwe_waterweg_r.o._27-08-2007.jpg,4.3232981,51.8945754,,,POINT (81747.67320000008 434437.44519999996)
wnz_helicopterfotos_2007.7,004_nieuwe_waterweg_l.o._27-08-2007.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/west_nederland_zuid/helikopterfotos/geogegevens/raster/nieuwe_waterweg/2007,nieuwe_waterweg/2007,https://downloads.rijkswaterstaatdata.nl/Regio/west_nederland_zuid/helikopterfotos/geogegevens/raster/nieuwe_waterweg/2007/004_nieuwe_waterweg_l.o._27-08-2007.jpg,4.0825161,51.9847374,,,POINT (65357.81170000136 444737.188000001)
wnz_helicopterfotos_2007.8,004_nieuwe_waterweg_r.o._27-08-2007.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/west_nederland_zuid/helikopterfotos/geogegevens/raster/nieuwe_waterweg/2007,nieuwe_waterweg/2007,https://downloads.rijkswaterstaatdata.nl/Regio/west_nederland_zuid/helikopterfotos/geogegevens/raster/nieuwe_waterweg/2007/004_nieuwe_waterweg_r.o._27-08-2007.jpg,4.3217098,51.8946402,,,POINT (81638.47140000015 434446.25930000097)
wnz_helicopterfotos_2007.9,005_nieuwe_waterweg_l.o._27-08-2007.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/west_nederland_zuid/helikopterfotos/geogegevens/raster/nieuwe_waterweg/2007,nieuwe_waterweg/2007,https://downloads.rijkswaterstaatdata.nl/Regio/west_nederland_zuid/helikopterfotos/geogegevens/raster/nieuwe_waterweg/2007/005_nieuwe_waterweg_l.o._27-08-2007.jpg,4.0908476,51.9825503,,,POINT (65925.66230000183 444483.6352000013)
wnz_helicopterfotos_2007.10,005_nieuwe_waterweg_r.o._27-08-2007.jpg,https://downloads.rijkswaterstaatdata.nl/Regio/west_nederland_zuid/helikopterfotos/geogegevens/raster/nieuwe_waterweg/2007,nieuwe_waterweg/2007,https://downloads.rijkswaterstaatdata.nl/Regio/west_nederland_zuid/helikopterfotos/geogegevens/raster/nieuwe_waterweg/2007/005_nieuwe_waterweg_r.o._27-08-2007.jpg,4.3153622,51.8945544,,,POINT (81201.4849999994 434443.1576000005)
