X,Y,OBJECTID,PROJECT,PEILBUIS_N,ID,Opmerking,ORIG_FID,Historisch,Type_peilbuis
6.55939604800005,52.9941322710001,1,Cultureel Kwartier,B2.2,22031772,,1,j,Projectpeilbuizen
6.55939604800005,52.9941322710001,2,Cultureel Kwartier,B2.8,22031773,,2,j,Projectpeilbuizen
6.55891046100004,52.9951197280001,3,Cultureel Kwartier,B3.2,22031774,,3,j,Projectpeilbuizen
6.55891046100004,52.9951197280001,4,Cultureel Kwartier,B3.8,22031775,,4,j,Projectpeilbuizen
6.55702870900006,52.9952134230001,5,Cultureel Kwartier,B6,22031776,,5,j,Projectpeilbuizen
6.55791794500004,52.994422172,6,Cultureel Kwartier,B13,22031777,,6,j,Projectpeilbuizen
6.55842022,52.9940465340001,9,Cultureel Kwartier,62,22031780,Hoogte peilbuis 11.99+NAP,9,j,Projectpeilbuizen
6.55739458900007,52.9955859660001,10,Cultureel Kwartier,?,22031781,,10,j,Projectpeilbuizen
6.55717419900003,52.9955808290001,11,Cultureel Kwartier,85,22031782,,11,j,Projectpeilbuizen
6.55932719,52.994338676,12,Cultureel Kwartier,B14,22031823,,12,j,Projectpeilbuizen
6.54883956900005,52.992680229,13,Witterstraat_voormalig gasfabriek,6017.11,22031988,,13,n,Projectpeilbuizen
6.56301462400006,52.996108061,14,Kleine Marktstraat,1501.15,22030192,,14,j,Projectpeilbuizen
6.56301462400006,52.996108061,15,Kleine Marktstraat,1501.11,22030193,,15,j,Projectpeilbuizen
6.56337219500006,52.995324479,16,Kleine Marktstraat,1511,22030194,,16,j,Projectpeilbuizen
6.56344113,52.9957663170001,17,Kleine Marktstraat,1513,22030195,,17,j,Projectpeilbuizen
6.56235722100007,52.9951948780001,18,Kleine Marktstraat,1514,22030196,,18,j,Projectpeilbuizen
6.56354093,52.994390588,19,Kleine Marktstraat,502.5,22030197,,19,j,Projectpeilbuizen
6.56354093,52.994390588,20,Kleine Marktstraat,502.11,22030198,,20,j,Projectpeilbuizen
6.56354093,52.994390588,21,Kleine Marktstraat,502.16,22030199,,21,j,Projectpeilbuizen
6.56222726200002,52.99417027,22,Kleine Marktstraat,1126.11,22030200,,22,j,Projectpeilbuizen
6.56222726200002,52.99417027,23,Kleine Marktstraat,1126.6,22030201,,23,j,Projectpeilbuizen
6.56251079400005,52.993834501,24,Kleine Marktstraat,1402.11,22030202,,24,j,Projectpeilbuizen
