version,title2,latitude,longitude,ns1:field3217,description4,ns1:field3216,description5,ns1:field3210,description6,ns1:field3211,description7,ns1:field3212,description8,ns1:field3213,description9,ns1:field3214,description10
2,Adriaen Beyerkade 36,52.1054030671,5.1198957245,30072,Zonenummer,565,Objectid,37216,Automaatnummer,Adriaen Beyerkade 36,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515XV,Postcode
2,Van der Mondestraat 96,52.1044377009,5.1190305051,30072,Zonenummer,566,Objectid,37217,Automaatnummer,Van der Mondestraat 96,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515BL,Postcode
2,Everard Foeckstraat 15,52.1048530823,5.1187693253,30072,Zonenummer,567,Objectid,37218,Automaatnummer,Everard Foeckstraat 15,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515ED,Postcode
2,Van der Mondestraat 77,52.1030051074,5.1189327684,30072,Zonenummer,568,Objectid,37219,Automaatnummer,Van der Mondestraat 77,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515BC,Postcode
2,Van der Mondestraat 51,52.1019844904,5.1184880441,30072,Zonenummer,569,Objectid,37220,Automaatnummer,Van der Mondestraat 51,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515BB,Postcode
2,G v Walenborchstr 47,52.1034361538,5.1182570560,30072,Zonenummer,570,Objectid,37221,Automaatnummer,G v Walenborchstr 47,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515BS,Postcode
2,Bucheliusstraat 12,52.1024958643,5.1191904555,30072,Zonenummer,571,Objectid,37222,Automaatnummer,Bucheliusstraat 12,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515VR,Postcode
2,Gerard Noodtstraat 13,52.1028389822,5.1211586215,30072,Zonenummer,572,Objectid,37223,Automaatnummer,Gerard Noodtstraat 13,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515VV,Postcode
2,Burmanstraat 14,52.1024292442,5.1199266384,30072,Zonenummer,573,Objectid,37224,Automaatnummer,Burmanstraat 14,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515VT,Postcode
2,Jacob van der Borchstr 17,52.1036106550,5.1200909456,30072,Zonenummer,574,Objectid,37225,Automaatnummer,Jacob van der Borchstr 17,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515XA,Postcode
2,Antonius Matthaeuslaan 85,52.1049775452,5.1209202733,30072,Zonenummer,575,Objectid,37226,Automaatnummer,Antonius Matthaeuslaan 85,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515AV,Postcode
2,Adriaen Beyerkade 14,52.1050557799,5.1222901137,30072,Zonenummer,576,Objectid,37227,Automaatnummer,Adriaen Beyerkade 14,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515XT,Postcode
2,Adriaen Beyerkade 1,52.1048140999,5.1234968400,30072,Zonenummer,577,Objectid,37228,Automaatnummer,Adriaen Beyerkade 1,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515XT,Postcode
2,Willem Arntszkade 67,52.1037199792,5.1233374990,30072,Zonenummer,578,Objectid,37229,Automaatnummer,Willem Arntszkade 67,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515AL,Postcode
2,Antonius Matthaeuslaan 17,52.1034544886,5.1223225163,30072,Zonenummer,579,Objectid,37230,Automaatnummer,Antonius Matthaeuslaan 17,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515AN,Postcode
2,Jan van den Doemstraat 54,52.1044599377,5.1225432659,30072,Zonenummer,580,Objectid,37231,Automaatnummer,Jan van den Doemstraat 54,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515XS,Postcode
2,Antonius Matthaeuslaan 88,52.1043863683,5.1209732109,30072,Zonenummer,581,Objectid,37232,Automaatnummer,Antonius Matthaeuslaan 88,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515AV,Postcode
2,Van der Mondestraat 26,52.1013659041,5.1179318366,30072,Zonenummer,582,Objectid,37233,Automaatnummer,Van der Mondestraat 26,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515BH,Postcode
2,Grave van Solmsstraat 2,52.1013717487,5.1172292827,30072,Zonenummer,583,Objectid,37234,Automaatnummer,Grave van Solmsstraat 2,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515EN,Postcode
2,Troelstralaan 13,52.1018286453,5.1156549847,30072,Zonenummer,584,Objectid,37235,Automaatnummer,Troelstralaan 13,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515CB,Postcode
2,Troelstralaan 41,52.1032782037,5.1159446631,30072,Zonenummer,585,Objectid,37236,Automaatnummer,Troelstralaan 41,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515CD,Postcode
2,Troelstralaan 67,52.1049535973,5.1162354729,30072,Zonenummer,586,Objectid,37237,Automaatnummer,Troelstralaan 67,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515CG,Postcode
2,Troelstralaan 89,52.1057879402,5.1163491880,30072,Zonenummer,587,Objectid,37238,Automaatnummer,Troelstralaan 89,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515CH,Postcode
2,Samuel Mullerstraat 101,52.1057275948,5.1180804193,30072,Zonenummer,588,Objectid,37239,Automaatnummer,Samuel Mullerstraat 101,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515EC,Postcode
2,Goeman Borgesiuslaan 7,52.1016293609,5.1138845046,30072,Zonenummer,589,Objectid,37240,Automaatnummer,Goeman Borgesiuslaan 7,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515ER,Postcode
2,Goeman Borgesiuslaan 17,52.1024010460,5.1136472099,30072,Zonenummer,590,Objectid,37241,Automaatnummer,Goeman Borgesiuslaan 17,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515ES,Postcode
2,Schermerhornstraat 15,52.1032320583,5.1134166372,30072,Zonenummer,591,Objectid,37242,Automaatnummer,Schermerhornstraat 15,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515GD,Postcode
2,Tuinwijk nrd,52.1037008012,5.1117371737,30072,Zonenummer,592,Objectid,37243,Automaatnummer,Tuinwijk nrd,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515 GB,Postcode
2,Schermerhornstraat 5,52.1032000602,5.1129252367,30072,Zonenummer,593,Objectid,37244,Automaatnummer,Schermerhornstraat 5,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515GD,Postcode
2,Verenigingstraat 30,52.1015995287,5.1130981550,30072,Zonenummer,594,Objectid,37245,Automaatnummer,Verenigingstraat 30,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515GJ,Postcode
2,Lauwerecht 55,52.1012657019,5.1124526053,30072,Zonenummer,595,Objectid,37246,Automaatnummer,Lauwerecht 55,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515GN,Postcode
2,Lauwerecht 88,52.1022685329,5.1120393788,30072,Zonenummer,596,Objectid,37247,Automaatnummer,Lauwerecht 88,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515GV,Postcode
2,Willem Dreeslaan 2,52.1042704217,5.1113770253,30072,Zonenummer,597,Objectid,37248,Automaatnummer,Willem Dreeslaan 2,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515GB,Postcode
2,Willem Dreeslaan 113,52.1041623021,5.1139818041,30072,Zonenummer,598,Objectid,37249,Automaatnummer,Willem Dreeslaan 113,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515GB,Postcode
2,Oudlaan 2,52.1053135975,5.1136671213,30072,Zonenummer,599,Objectid,37250,Automaatnummer,Oudlaan 2,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515GA,Postcode
2,Gerbrandystraat 20,52.1059187446,5.1140975057,30072,Zonenummer,600,Objectid,37251,Automaatnummer,Gerbrandystraat 20,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515GC,Postcode
2,Talmalaan 55,52.1027077957,5.1150127710,30072,Zonenummer,601,Objectid,37252,Automaatnummer,Talmalaan 55,Adres,Tuinwijk nrd,Rayon,Utrecht,Woonplaats,3515CW,Postcode
2,F.C. Dondersstraat 1,52.0960469024,5.1387494893,30073,Zonenummer,602,Objectid,37301,Automaatnummer,F.C. Dondersstraat 1,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572JA,Postcode
2,F.C. Dondersstraat 17,52.0967227288,5.1387735648,30073,Zonenummer,603,Objectid,37302,Automaatnummer,F.C. Dondersstraat 17,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572JA,Postcode
2,Alexander Numankade 6,52.0981548850,5.1383432004,30073,Zonenummer,604,Objectid,37303,Automaatnummer,Alexander Numankade 6,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572KZ,Postcode
2,Cornelis Evertsenstraat 27,52.0991582188,5.1379507507,30073,Zonenummer,605,Objectid,37304,Automaatnummer,Cornelis Evertsenstraat 27,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572JR,Postcode
2,Bleyenburgstraat 1,52.0991109731,5.1394754191,30073,Zonenummer,606,Objectid,37305,Automaatnummer,Bleyenburgstraat 1,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572JN,Postcode
2,Van Brakelstraat 9,52.1002354397,5.1369678808,30073,Zonenummer,607,Objectid,37306,Automaatnummer,Van Brakelstraat 9,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572XR,Postcode
2,M.H. Trompstraat 15,52.1001040275,5.1372315531,30073,Zonenummer,608,Objectid,37307,Automaatnummer,M.H. Trompstraat 15,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572XT,Postcode
2,Admiraal van Gentstraat 11,52.0999430492,5.1392053927,30073,Zonenummer,609,Objectid,37308,Automaatnummer,Admiraal van Gentstraat 11,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572XE,Postcode
2,Admiraal van Gentstraat 51,52.1007124114,5.1375374898,30073,Zonenummer,610,Objectid,37309,Automaatnummer,Admiraal van Gentstraat 51,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572XH,Postcode
2,M.A. de Ruyterstraat 62,52.1002406284,5.1355838088,30073,Zonenummer,611,Objectid,37310,Automaatnummer,M.A. de Ruyterstraat 62,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572XN,Postcode
2,Jan van Galenstraat 41,52.1008655431,5.1356146051,30073,Zonenummer,612,Objectid,37311,Automaatnummer,Jan van Galenstraat 41,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572LB,Postcode
2,Zeeheldenbuurt,52.1012981208,5.1345348247,30073,Zonenummer,613,Objectid,37312,Automaatnummer,Zeeheldenbuurt,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572 WH,Postcode
2,Blauwkapelseweg 111,52.1023948888,5.1302722765,30073,Zonenummer,614,Objectid,37313,Automaatnummer,Blauwkapelseweg 111,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572KE,Postcode
2,Blauwkapelseweg 49,52.1009992484,5.1296650606,30073,Zonenummer,615,Objectid,37314,Automaatnummer,Blauwkapelseweg 49,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572KC,Postcode
2,Alexander Numankade 205,52.1006229901,5.1304478310,30073,Zonenummer,616,Objectid,37315,Automaatnummer,Alexander Numankade 205,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572KX,Postcode
2,Hekmeijerstraat 14,52.1010629780,5.1331347314,30073,Zonenummer,617,Objectid,37316,Automaatnummer,Hekmeijerstraat 14,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572WG,Postcode
2,Vermeulenstraat 4,52.1014332570,5.1333384911,30073,Zonenummer,618,Objectid,37317,Automaatnummer,Vermeulenstraat 4,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572WP,Postcode
2,De Blieckstraat 101,52.1014203476,5.1323622855,30073,Zonenummer,619,Objectid,37318,Automaatnummer,De Blieckstraat 101,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572WB,Postcode
2,Van Esveldstraat 21,52.1030112106,5.1313689069,30073,Zonenummer,620,Objectid,37319,Automaatnummer,Van Esveldstraat 21,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572KK,Postcode
2,Huizingalaan 3,52.1015876905,5.1365063178,30073,Zonenummer,621,Objectid,37320,Automaatnummer,Huizingalaan 3,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572LG,Postcode
2,Zeemanlaan 19,52.1019698916,5.1379064718,30073,Zonenummer,622,Objectid,37321,Automaatnummer,Zeemanlaan 19,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572ZC,Postcode
2,Oortlaan 24,52.1016882430,5.1392666465,30073,Zonenummer,623,Objectid,37322,Automaatnummer,Oortlaan 24,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572ZM,Postcode
2,Huizingalaan 38,52.1012481330,5.1384381343,30073,Zonenummer,624,Objectid,37323,Automaatnummer,Huizingalaan 38,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572LN,Postcode
2,De Munnikplein 1,52.1012276748,5.1421329732,30073,Zonenummer,625,Objectid,37324,Automaatnummer,De Munnikplein 1,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572LS,Postcode
2,Smijerslaan 2,52.1006196726,5.1411116478,30073,Zonenummer,626,Objectid,37325,Automaatnummer,Smijerslaan 2,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572LP,Postcode
2,Huizingalaan 97,52.1006054140,5.1392095130,30073,Zonenummer,627,Objectid,37326,Automaatnummer,Huizingalaan 97,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572LK,Postcode
2,Cornelis Houtmanstraat 21,52.0990037384,5.1420218388,30073,Zonenummer,628,Objectid,37327,Automaatnummer,Cornelis Houtmanstraat 21,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572LT,Postcode
2,Willem Barentszstraat 72,52.0981977471,5.1406869649,30073,Zonenummer,629,Objectid,37328,Automaatnummer,Willem Barentszstraat 72,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572PN,Postcode
2,Willem Barentszstraat 32,52.0969702110,5.1405655700,30073,Zonenummer,630,Objectid,37329,Automaatnummer,Willem Barentszstraat 32,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572PK,Postcode
2,Karel Doormanlaan 79,52.0970420815,5.1419669508,30073,Zonenummer,631,Objectid,37330,Automaatnummer,Karel Doormanlaan 79,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572NJ,Postcode
2,Karel Doormanlaan 141,52.0978784576,5.1419722884,30073,Zonenummer,632,Objectid,37331,Automaatnummer,Karel Doormanlaan 141,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572NP,Postcode
2,Buys Ballotstraat 7,52.0966295097,5.1398832326,30073,Zonenummer,633,Objectid,37332,Automaatnummer,Buys Ballotstraat 7,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572ZP,Postcode
2,Buys Ballotstraat 32,52.0980105133,5.1401698095,30073,Zonenummer,634,Objectid,37333,Automaatnummer,Buys Ballotstraat 32,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572ZS,Postcode
2,Cornelis Houtmanstraat 4,52.0997081770,5.1403721396,30073,Zonenummer,635,Objectid,37334,Automaatnummer,Cornelis Houtmanstraat 4,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572LV,Postcode
2,Biltstraat 206,52.0957639985,5.1409750238,30073,Zonenummer,636,Objectid,37335,Automaatnummer,Biltstraat 206,Adres,Zeeheldenbuurt,Rayon,Utrecht,Woonplaats,3572BS,Postcode
2,Van Lieflandlaan 71,52.1075252433,5.1184131256,30077,Zonenummer,637,Objectid,37701,Automaatnummer,Van Lieflandlaan 71,Adres,Tuindorp,Rayon,Utrecht,Woonplaats,3571AA,Postcode
2,Reinder Blijstralaan 50,52.1066421255,5.1191050822,30077,Zonenummer,638,Objectid,37702,Automaatnummer,Reinder Blijstralaan 50,Adres,Tuindorp,Rayon,Utrecht,Woonplaats,3571AT,Postcode
2,Reinder Blijstralaan 84,52.1068314252,5.1201717500,30077,Zonenummer,639,Objectid,37703,Automaatnummer,Reinder Blijstralaan 84,Adres,Tuindorp,Rayon,Utrecht,Woonplaats,3571AT,Postcode
2,Van Lieflandlaan 85,52.1074934256,5.1189183168,30077,Zonenummer,640,Objectid,37704,Automaatnummer,Van Lieflandlaan 85,Adres,Tuindorp,Rayon,Utrecht,Woonplaats,3571AE,Postcode
2,Christiaan Krammlaan 2,52.1086423367,5.1210109712,30077,Zonenummer,641,Objectid,37705,Automaatnummer,Christiaan Krammlaan 2,Adres,Tuindorp,Rayon,Utrecht,Woonplaats,3571AX,Postcode
2,Mr. Tripkade 44,52.1079561884,5.1223555623,30077,Zonenummer,642,Objectid,37706,Automaatnummer,Mr. Tripkade 44,Adres,Tuindorp,Rayon,Utrecht,Woonplaats,3571SZ,Postcode
2,Mr. Tripkade 19,52.1070863591,5.1211685111,30077,Zonenummer,643,Objectid,37707,Automaatnummer,Mr. Tripkade 19,Adres,Tuindorp,Rayon,Utrecht,Woonplaats,3571SV,Postcode
2,Drakenburgstraat 1,52.0926646122,5.1174292663,30012,Zonenummer,21,Objectid,11217,Automaatnummer,Drakenburgstraat 1,Adres,Janskerkhof,Rayon,Utrecht,Woonplaats,3512AC,Postcode
2,Oudkerkhof 25,52.0917398418,5.1212237663,30012,Zonenummer,22,Objectid,11219,Automaatnummer,Oudkerkhof 25,Adres,Janskerkhof,Rayon,Utrecht,Woonplaats,3512GJ,Postcode
2,Jansdam 14,52.0926732943,5.1227407091,30012,Zonenummer,24,Objectid,11221,Automaatnummer,Jansdam 14,Adres,Janskerkhof,Rayon,Utrecht,Woonplaats,3512HB,Postcode
2,Kromme Nieuwegracht 24,52.0922509750,5.1248458082,30012,Zonenummer,25,Objectid,11222,Automaatnummer,Kromme Nieuwegracht 24,Adres,Janskerkhof,Rayon,Utrecht,Woonplaats,3512HJ,Postcode
2,Voetiusstraat 3,52.0912908296,5.1232853931,30012,Zonenummer,27,Objectid,11224,Automaatnummer,Voetiusstraat 3,Adres,Janskerkhof,Rayon,Utrecht,Woonplaats,3512JL,Postcode
2,Minrebroederstraat 13,52.0924509896,5.1210340566,30012,Zonenummer,28,Objectid,11228,Automaatnummer,Minrebroederstraat 13,Adres,Janskerkhof,Rayon,Utrecht,Woonplaats,3512GS,Postcode
2,Lepelenburg (park),52.0886743446,5.1282445497,30021,Zonenummer,29,Objectid,12101,Automaatnummer,Lepelenburg (park),Adres,Nieuwegracht,Rayon,Utrecht,Woonplaats,3512NJ,Postcode
2,Kromme Nieuwegracht 82,52.0902933215,5.1246894570,30021,Zonenummer,30,Objectid,12102,Automaatnummer,Kromme Nieuwegracht 82,Adres,Nieuwegracht,Rayon,Utrecht,Woonplaats,3512HM ,Postcode
2,Nieuwegracht 1,52.0897712312,5.1236893155,30021,Zonenummer,31,Objectid,12103,Automaatnummer,Nieuwegracht 1,Adres,Nieuwegracht,Rayon,Utrecht,Woonplaats,3512LB,Postcode
2,Nieuwegracht 29 bis,52.0888098457,5.1240658081,30021,Zonenummer,32,Objectid,12104,Automaatnummer,Nieuwegracht 29 bis,Adres,Nieuwegracht,Rayon,Utrecht,Woonplaats,3512LD,Postcode
2,Nieuwegracht 59,52.0880263363,5.1248676529,30021,Zonenummer,33,Objectid,12105,Automaatnummer,Nieuwegracht 59,Adres,Nieuwegracht,Rayon,Utrecht,Woonplaats,3512LE,Postcode
2,Nieuwegracht 60,52.0876413540,5.1259215116,30021,Zonenummer,34,Objectid,12106,Automaatnummer,Nieuwegracht 60,Adres,Nieuwegracht,Rayon,Utrecht,Woonplaats,3512LT,Postcode
2,Nieuwegracht 125 bis,52.0865542031,5.1261897265,30021,Zonenummer,35,Objectid,12107,Automaatnummer,Nieuwegracht 125 bis,Adres,Nieuwegracht,Rayon,Utrecht,Woonplaats,3512LK,Postcode
2,Nieuwegracht 161,52.0856482135,5.1268558047,30021,Zonenummer,36,Objectid,12108,Automaatnummer,Nieuwegracht 161,Adres,Nieuwegracht,Rayon,Utrecht,Woonplaats,3512LL,Postcode
2,Nieuwegracht (parkje),52.0851050680,5.1277837486,30021,Zonenummer,37,Objectid,12109,Automaatnummer,Nieuwegracht (parkje),Adres,Nieuwegracht,Rayon,Utrecht,Woonplaats,3512LN,Postcode
2,Korte Nieuwstraat 19,52.0896645250,5.1219700312,30021,Zonenummer,38,Objectid,12110,Automaatnummer,Korte Nieuwstraat 19,Adres,Nieuwegracht,Rayon,Utrecht,Woonplaats,3512NM,Postcode
2,Lange Nieuwstraat 58,52.0861455601,5.1244780965,30021,Zonenummer,39,Objectid,12112,Automaatnummer,Lange Nieuwstraat 58,Adres,Nieuwegracht,Rayon,Utrecht,Woonplaats,3512PK,Postcode
2,Groenestraat 26,52.0859510665,5.1260350021,30021,Zonenummer,40,Objectid,12113,Automaatnummer,Groenestraat 26,Adres,Nieuwegracht,Rayon,Utrecht,Woonplaats,3512PV,Postcode
2,Lange Nieuwstraat 98,52.0850292310,5.1255239512,30021,Zonenummer,41,Objectid,12114,Automaatnummer,Lange Nieuwstraat 98,Adres,Nieuwegracht,Rayon,Utrecht,Woonplaats,3512PN,Postcode
2,Nicolaaskerkhof 8,52.0833255615,5.1253912192,30021,Zonenummer,42,Objectid,12115,Automaatnummer,Nicolaaskerkhof 8,Adres,Nieuwegracht,Rayon,Utrecht,Woonplaats,3512XC,Postcode
2,Twijnstraat 22,52.0832117110,5.1235329385,30021,Zonenummer,43,Objectid,12116,Automaatnummer,Twijnstraat 22,Adres,Nieuwegracht,Rayon,Utrecht,Woonplaats,3511ZK,Postcode
2,Moreelsepark 3,52.0874347848,5.1155374995,30022,Zonenummer,44,Objectid,12201,Automaatnummer,Moreelsepark 3,Adres,Springweg,Rayon,Utrecht,Woonplaats,3511EP,Postcode
2,Moreelsepark 2,52.0881580673,5.1143054121,30022,Zonenummer,45,Objectid,12202,Automaatnummer,Moreelsepark 2,Adres,Springweg,Rayon,Utrecht,Woonplaats,3511EP,Postcode
2,Moreelsepark 1,52.0886837734,5.1138217551,30022,Zonenummer,46,Objectid,12203,Automaatnummer,Moreelsepark 1,Adres,Springweg,Rayon,Utrecht,Woonplaats,3511EP,Postcode
2,Mariaplaats 24,52.0896214354,5.1162898938,30022,Zonenummer,47,Objectid,12204,Automaatnummer,Mariaplaats 24,Adres,Springweg,Rayon,Utrecht,Woonplaats,3511LL,Postcode
2,Lange Smeestraat 40,52.0854630428,5.1196038079,30022,Zonenummer,50,Objectid,12207,Automaatnummer,Lange Smeestraat 40,Adres,Springweg,Rayon,Utrecht,Woonplaats,3511PZ,Postcode
2,Oudegracht 223,52.0877573851,5.1213446338,30022,Zonenummer,51,Objectid,12208,Automaatnummer,Oudegracht 223,Adres,Springweg,Rayon,Utrecht,Woonplaats,3511NJ,Postcode
2,Oudegracht 277,52.0863691722,5.1217969354,30022,Zonenummer,52,Objectid,12209,Automaatnummer,Oudegracht 277,Adres,Springweg,Rayon,Utrecht,Woonplaats,3511NN,Postcode
2,Oudegracht 327,52.0849320770,5.1223198353,30022,Zonenummer,53,Objectid,12210,Automaatnummer,Oudegracht 327,Adres,Springweg,Rayon,Utrecht,Woonplaats,3511PC,Postcode
2,Bijlhouwerstraat 6,52.0815552868,5.1229217513,30022,Zonenummer,54,Objectid,12211,Automaatnummer,Bijlhouwerstraat 6,Adres,Springweg,Rayon,Utrecht,Woonplaats,3511ZC,Postcode
2,Jaarbeurs,52.0938884282,5.1090104208,30091,Zonenummer,59,Objectid,19201,Automaatnummer,Jaarbeurs,Adres,Jaarbeurs,Rayon,Utrecht,Woonplaats,3511,Postcode
2,Abstederdijk 133,52.0834564259,5.1296374012,30031,Zonenummer,60,Objectid,23101,Automaatnummer,Abstederdijk 133,Adres,Oudwijk,Rayon,Utrecht,Woonplaats,3582BE,Postcode
2,Maliesingel 77,52.0840424042,5.1299011887,30031,Zonenummer,62,Objectid,23103,Automaatnummer,Maliesingel 77,Adres,Oudwijk,Rayon,Utrecht,Woonplaats,3582BB,Postcode
2,Tolsteegsingel 7,52.0833943081,5.1276413160,30031,Zonenummer,63,Objectid,23104,Automaatnummer,Tolsteegsingel 7,Adres,Oudwijk,Rayon,Utrecht,Woonplaats,3582AH,Postcode
2,Tolsteegsingel 24,52.0825226249,5.1268865245,30031,Zonenummer,64,Objectid,23105,Automaatnummer,Tolsteegsingel 24,Adres,Oudwijk,Rayon,Utrecht,Woonplaats,3582AG,Postcode
