FID,strook_id,strooknaam,vliegdatum,shape_leng,se_anno_cad_data,gdb_geomattr_data,shape
vlieglijnen_kust_2015.1,1,L0022_r,2015-03-11T00:00:00,6881.55461983,,,"LINESTRING (59918.85429999977 425167.4428000003, 65096.73900000006 429700.1356000006)"
vlieglijnen_kust_2015.2,2,L0023_r,2015-03-11T00:00:00,6842.63666567,,,"LINESTRING (60300.612500000745 426429.8324000016, 65447.485399998724 430938.86510000005)"
vlieglijnen_kust_2015.3,3,L0024_r,2015-03-11T00:00:00,7242.77402072,,,"LINESTRING (59240.1548999995 426414.75879999995, 64677.00560000166 431199.98910000175)"
vlieglijnen_kust_2015.4,4,L0025_r,2015-03-13T00:00:00,34079.6868689,,,"LINESTRING (38634.86439999938 409283.0142999999, 64255.893399998546 431754.9508000016)"
vlieglijnen_kust_2015.5,5,L0026_r,2015-03-13T00:00:00,35125.4590707,,,"LINESTRING (38044.169100001454 409675.32180000097, 64429.18930000067 432862.1411000006)"
vlieglijnen_kust_2015.6,6,L0027_r,2015-03-13T00:00:00,35987.4712007,,,"LINESTRING (37334.90249999985 410003.4193000011, 64385.64860000089 433738.52439999953)"
vlieglijnen_kust_2015.7,7,L0028_r,2015-03-13T00:00:00,34810.5236094,,,"LINESTRING (36851.21900000051 410506.57840000093, 63017.28750000149 433465.4419)"
vlieglijnen_kust_2015.8,8,L0029_r,2015-03-13T00:00:00,34804.9186292,,,"LINESTRING (36555.163400001824 411176.8808000013, 62717.01880000159 434132.0476000011)"
vlieglijnen_kust_2015.9,9,L0030_r,2015-03-13T00:00:00,37209.6032918,,,"LINESTRING (36147.93789999932 411764.42379999906, 64126.73490000144 436294.8436000012)"
vlieglijnen_kust_2015.10,10,L0031_r,2015-03-13T00:00:00,38092.3236154,,,"LINESTRING (35914.08850000054 412475.43290000036, 64551.80840000138 437593.27749999985)"
vlieglijnen_kust_2015.11,11,L0032_r,2015-03-13T00:00:00,37636.013666,,,"LINESTRING (35641.51680000126 413177.93129999936, 63938.56300000101 437992.1750999987)"
vlieglijnen_kust_2015.12,12,L0033_r,2015-03-11T00:00:00,36708.9171679,,,"LINESTRING (35612.17660000175 414078.90150000155, 63207.53400000185 438287.1821000017)"
vlieglijnen_kust_2015.13,13,L0034_r,2015-03-11T00:00:00,34854.6524454,,,"LINESTRING (37070.05950000137 416300.18090000004, 63278.112300001085 439278.10009999946)"
vlieglijnen_kust_2015.14,14,L0035_r,2015-03-11T00:00:00,32211.783695,,,"LINESTRING (37682.409899998456 417764.89400000125, 61903.225900001824 439000.50279999897)"
vlieglijnen_kust_2015.15,15,L0036_r,2015-03-11T00:00:00,26115.0473499,,,"LINESTRING (42435.59860000014 422855.6297999993, 62065.52789999917 440079.49610000104)"
vlieglijnen_kust_2015.16,16,L0037_r,2015-03-11T00:00:00,14043.7335763,,,"LINESTRING (34822.9915000014 401910.3647999987, 41824.637299999595 414084.24709999934)"
vlieglijnen_kust_2015.17,17,L0038_r,2015-03-11T00:00:00,12807.0974064,,,"LINESTRING (35221.82050000131 401153.8044999987, 41602.67080000043 412258.15029999986)"
vlieglijnen_kust_2015.18,18,L0039_r,2015-03-11T00:00:00,9304.53107569,,,"LINESTRING (28332.318300001323 402364.6933000013, 37626.49989999831 402803.42449999973)"
vlieglijnen_kust_2015.19,19,L0040_r,2015-03-11T00:00:00,12480.4254122,,,"LINESTRING (28993.80680000037 401709.88599999994, 41461.01900000125 402284.02529999986)"
vlieglijnen_kust_2015.20,20,L0041_r,2015-03-11T00:00:00,13911.8376572,,,"LINESTRING (27510.90799999982 400938.2263999991, 41408.01709999889 401578.2153000012)"
vlieglijnen_kust_2015.21,21,L0042_r,2015-03-11T00:00:00,13671.7749191,,,"LINESTRING (18215.60099999979 395793.2613000013, 29755.015099998564 403125.3383000009)"
vlieglijnen_kust_2015.22,22,L0043_r,2015-03-11T00:00:00,14814.7313725,,,"LINESTRING (18976.94379999861 395455.6937999986, 31478.001800000668 403405.52479999885)"
vlieglijnen_kust_2015.23,23,L0044_r,2015-03-13T00:00:00,14749.5192684,,,"LINESTRING (18224.922499999404 396076.4987999983, 27858.907900001854 384908.03229999915)"
vlieglijnen_kust_2015.24,24,L0045_r,2015-03-13T00:00:00,16130.939921,,,"LINESTRING (18791.28460000083 396496.3013000004, 29326.405400000513 384280.8007999994)"
vlieglijnen_kust_2015.25,25,L0046_r,2015-03-13T00:00:00,17352.6799764,,,"LINESTRING (19052.07979999855 397266.6074000001, 30386.379000000656 384127.00459999964)"
vlieglijnen_kust_2015.26,26,L0047_r,2015-03-13T00:00:00,11813.1056468,,,"LINESTRING (23431.520300000906 393263.6462999992, 31147.520100001246 384318.6583000012)"
vlieglijnen_kust_2015.27,27,L0048_r,2015-03-13T00:00:00,24231.9957272,,,"LINESTRING (3817.9913000017405 375233.03510000184, 26932.489300001413 382506.93389999866)"
vlieglijnen_kust_2015.28,28,L0049_r,2015-03-13T00:00:00,24520.2928459,,,"LINESTRING (3842.6568000018597 374509.9492999986, 27234.977499999106 381861.4180999994)"
vlieglijnen_kust_2015.29,29,L0050_r,2015-03-13T00:00:00,25625.8780431,,,"LINESTRING (4154.092900000513 373874.3374999985, 28595.240299999714 381576.0219999999)"
vlieglijnen_kust_2015.30,30,L0052_r,2015-03-13T00:00:00,5093.97745392,,,"LINESTRING (24512.478300001472 382121.5535000004, 29149.43730000034 380012.71079999954)"
vlieglijnen_kust_2015.31,53,L0001_r,2015-03-08T00:00:00,2364.48844145,,,"LINESTRING (97686.42029999942 495909.08139999956, 98250.38289999962 498205.32880000025)"
vlieglijnen_kust_2015.32,54,L0002_r,2015-03-08T00:00:00,2741.5988187,,,"LINESTRING (97843.8953000009 495503.7767999992, 98498.8247999996 498165.99980000034)"
vlieglijnen_kust_2015.33,55,L0003_r,2015-03-08T00:00:00,3466.47618675,,,"LINESTRING (97899.59980000183 494664.2859000005, 98721.23649999872 498031.98099999875)"
vlieglijnen_kust_2015.34,56,L0004_r,2015-03-08T00:00:00,10221.962766,,,"LINESTRING (96520.67210000008 488121.5993000008, 98989.19310000166 498041.0210000016)"
vlieglijnen_kust_2015.35,57,L0005_r,2015-03-08T00:00:00,11600.9963226,,,"LINESTRING (96447.2639000006 486731.0892999992, 99225.05930000171 497994.61300000176)"
vlieglijnen_kust_2015.36,58,L0006_r,2015-03-08T00:00:00,11015.9236758,,,"LINESTRING (96814.21510000154 487232.9589000009, 99474.47129999846 497922.8425000012)"
vlieglijnen_kust_2015.37,59,L0007_r,2015-03-08T00:00:00,8926.13054484,,,"LINESTRING (97556.36199999973 489168.11129999906, 99725.23479999974 497826.7368000001)"
vlieglijnen_kust_2015.38,60,L0008_r,2015-03-08T00:00:00,6577.16742762,,,"LINESTRING (98365.48539999872 491405.82829999924, 99947.69810000062 497789.8500000015)"
vlieglijnen_kust_2015.39,61,L0009_r,2015-03-08T00:00:00,24855.3202458,,,"LINESTRING (86330.56309999898 468073.76689999923, 97266.76159999892 490393.8588999994)"
vlieglijnen_kust_2015.40,62,L0010_r,2015-03-08T00:00:00,24714.5767959,,,"LINESTRING (86197.68180000037 467169.4765999988, 97020.85810000077 489388.14350000024)"
vlieglijnen_kust_2015.41,63,L0011_r,2015-03-08T00:00:00,24585.9360134,,,"LINESTRING (86798.11960000172 467856.8718000017, 97577.67350000143 489953.69200000167)"
vlieglijnen_kust_2015.42,64,L0012_r,2015-03-08T00:00:00,23639.0691051,,,"LINESTRING (87046.34950000048 467782.6147999987, 97406.68140000105 489030.4173000008)"
vlieglijnen_kust_2015.43,65,L0013_r,2015-03-08T00:00:00,12391.6436605,,,"LINESTRING (90297.08190000057 473899.1383000016, 95739.73039999977 485031.54190000147)"
vlieglijnen_kust_2015.44,66,L0014_r,2015-03-10T00:00:00,5356.88390151,,,"LINESTRING (70617.09589999914 451002.3033999987, 74089.54830000177 455081.3082999997)"
vlieglijnen_kust_2015.45,67,L0015_r,2015-03-10T00:00:00,5282.56762742,,,"LINESTRING (70922.59329999983 450978.1198000014, 74349.95630000159 454997.90879999846)"
vlieglijnen_kust_2015.46,68,L0016_r,2015-03-10T00:00:00,13432.3055292,,,"LINESTRING (65841.6457999982 444639.0234999992, 74564.44700000063 454853.69779999927)"
vlieglijnen_kust_2015.47,69,L0017_r,2015-03-10T00:00:00,35097.8198738,,,"LINESTRING (65001.12929999828 443285.04509999976, 87794.57229999825 469974.2923000008)"
vlieglijnen_kust_2015.48,70,L0018_r,2015-03-10T00:00:00,33951.1714802,,,"LINESTRING (66224.37950000167 444333.27629999816, 88271.92130000144 470151.64079999924)"
vlieglijnen_kust_2015.49,71,L0019_r,2015-03-10T00:00:00,34235.3955883,,,"LINESTRING (65463.552600000054 443050.02589999884, 87690.67430000007 469088.7928000018)"
vlieglijnen_kust_2015.50,72,L0020_r,2015-03-10T00:00:00,33504.7582342,,,"LINESTRING (65699.6453000009 442935.7721000016, 87452.40500000119 468418.8304999992)"
vlieglijnen_kust_2015.51,73,L0021_r,2015-03-10T00:00:00,18852.3295713,,,"LINESTRING (66585.55490000173 443600.4160999991, 78828.06399999931 457936.77899999917)"
vlieglijnen_kust_2015.52,74,L0071_r,2015-03-10T00:00:00,13289.9532432,,,"LINESTRING (79484.23580000177 458695.20439999923, 88104.90150000155 468809.8957999982)"
vlieglijnen_kust_2015.53,46,L0001_r,2015-03-13T00:00:00,7830.4069063,,,"LINESTRING (98732.02180000022 497906.78979999945, 101420.8359999992 505261.0777999982)"
vlieglijnen_kust_2015.54,47,L0002_r,2015-03-13T00:00:00,8254.84449907,,,"LINESTRING (98968.7388000004 497816.0936000012, 101803.29690000042 505569.0115999989)"
vlieglijnen_kust_2015.55,48,L0003_r,2015-03-13T00:00:00,7895.04420825,,,"LINESTRING (99179.44429999962 497697.30040000007, 101907.50829999894 505106.0377999991)"
vlieglijnen_kust_2015.56,49,L0004_r,2015-03-13T00:00:00,7251.87992617,,,"LINESTRING (99423.83689999953 497635.9633000009, 101916.60779999942 504445.9453999996)"
vlieglijnen_kust_2015.57,50,L0005_r,2015-03-13T00:00:00,5454.48118401,,,"LINESTRING (99643.33509999886 497500.93730000034, 101527.59299999848 502619.6224000007)"
vlieglijnen_kust_2015.58,51,L0007_r,2015-03-13T00:00:00,24645.5525819,,,"LINESTRING (101297.8412999995 504065.73849999905, 104657.38210000098 528481.2408000007)"
vlieglijnen_kust_2015.59,52,L0008_r,2015-03-13T00:00:00,25415.8943833,,,"LINESTRING (101618.25840000063 504559.52749999985, 105080.39380000159 529738.5128999986)"
vlieglijnen_kust_2015.60,53,L0009_r,2015-03-13T00:00:00,26549.0106023,,,"LINESTRING (101798.3040000014 503987.4343000017, 105406.59629999846 530290.0993999988)"
vlieglijnen_kust_2015.61,54,L0010_r,2015-03-13T00:00:00,10109.4779185,,,"LINESTRING (103252.3300999999 512745.69110000134, 104624.39490000159 522761.62750000134)"
vlieglijnen_kust_2015.62,55,L0011_r,2015-04-18T00:00:00,17519.1012903,,,"LINESTRING (104181.71429999918 527201.2648999989, 109318.65049999952 543950.318500001)"
vlieglijnen_kust_2015.63,56,L0012_r,2015-04-18T00:00:00,17395.7616692,,,"LINESTRING (104129.0634999983 526205.9043000005, 109245.77679999918 542832.1418000013)"
vlieglijnen_kust_2015.64,57,L0013_r,2015-04-18T00:00:00,16822.3913771,,,"LINESTRING (104223.56949999928 525664.0709000006, 109174.71700000018 541741.3528000005)"
vlieglijnen_kust_2015.65,58,L0014_r,2015-04-18T00:00:00,10670.3222462,,,"LINESTRING (105914.50600000098 530284.7738999985, 109043.2490000017 540486.0848000012)"
vlieglijnen_kust_2015.66,59,L0015_r,2015-04-18T00:00:00,12884.1081978,,,"LINESTRING (108603.1341000013 538877.8379999995, 109728.24579999968 551712.7267999984)"
vlieglijnen_kust_2015.67,60,L0016_r,2015-04-18T00:00:00,14164.5246731,,,"LINESTRING (108857.27199999988 539001.6970000006, 110105.01889999956 553111.1579000019)"
vlieglijnen_kust_2015.68,61,L0017_r,2015-04-18T00:00:00,13941.5057372,,,"LINESTRING (109108.50710000098 538971.6642999984, 110325.95650000125 552859.9109999985)"
vlieglijnen_kust_2015.69,62,L0018_r,2015-04-18T00:00:00,15096.471374,,,"LINESTRING (109358.73330000043 538961.4081000015, 110682.80779999867 553999.7017999999)"
