gemcode;wijk;jaar;lbrmtr;lbm9802;lbm9806;lbm9808;lbm9810;lbm0206;lbm0208;lbm0210;lbm0608;lbm0610;lbm0810;bev;lftsam;publ;veilig;vrz;won
59;0;2010;zeer positief; ; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;10,61979;,05313;-,32281;42,37635;-32,57645;16,00678
59;1;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;-15,99033;3,66417;-,38845;36,60758;-20,4438;33,15348
59;1;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;5,48089;10,23974;-2,23729;35,00113;-29,88695;33,89766
59;1;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-6,40548;6,14876;,3557;37,64012;-36,50337;32,38892
59;1;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;13,12086;10,71038;-33,94184;42,0782;-37,80792;33,56964
59;1;2010;zeer positief; ; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;16,5344;10,22208;-6,39982;39,4136;-37,85693;33,35566
59;2;1998;positief; ; ; ; ; ; ; ; ; ; ;-22,57539;-3,79379;6,88622;15,89071;-4,09267;17,26546
59;2;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-,22161;4,37957;5,73062;28,75831;-19,44079;19,85952
59;2;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-9,2864;1,0635;5,15085;34,31472;-19,82552;18,33019
59;2;2008;zeer positief; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;8,8841;3,94999;-12,23099;35,27132;-19,54095;18,74938
59;2;2010;zeer positief; ; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;7,60043;5,79119;-4,18664;35,45637;-20,08357;18,03754
60;0;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;-13,4601;-3,94397;3,15305;36,47602;22,3478;43,38724
60;0;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;2,57242;5,47666;3,04164;32,2277;-28,6898;39,50992
60;0;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;4,17954;5,15166;4,63833;29,24072;-24,46336;40,08576
60;0;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;12,15397;6,47546;-15,70487;33,73219;-28,69412;40,19287
60;0;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;13,94362;9,80957;23,57005;23,06346;-28,51936;40,65317
63;0;1998;positief; ; ; ; ; ; ; ; ; ; ;-13,34651;-6,14811;3,46131;35,44671;44,52215;13,97968
63;0;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;6,5902;11,13406;1,16172;31,44069;-28,891;21,52416
63;0;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-5,05921;9,74657;-,54069;31,23411;-31,455;24,17007
63;0;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;6,90901;11,45783;-6,29296;33,67304;-30,74861;25,88159
63;0;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;1,85986;9,41893;19,6453;31,60959;-30,5546;28,12225
63;1;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;-23,57922;14,70637;14,59498;38,96366;33,57357;40,76869
63;1;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-1,90907;9,15295;12,65238;38,28455;-38,17965;41,49435
63;1;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-8,63143;21,94566;13,53642;36,30552;-39,41967;41,60508
63;1;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;5,3924;14,23313;,46943;39,50757;-41,60441;41,61049
63;1;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;5,58279;21,74461;18,83002;35,57847;-41,56863;41,76197
63;2;1998;positief; ; ; ; ; ; ; ; ; ; ;-12,79247;-2,85447;,13119;39,10823;-12,32371;8,71448
63;2;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;7,7451;-6,66166;-1,49481;37,75057;-23,91796;20,49089
63;2;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-7,42536;1,38336;-,77007;36,83346;-24,03866;21,67525
63;2;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;2,33716;-2,80159;-8,79977;40,61576;-23,01191;21,25278
63;2;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;,11596;-7,63296;12,09308;30,6404;-32,62553;22,54471
64;0;1998;positief; ; ; ; ; ; ; ; ; ; ;-13,61878;-8,1623;3,30778;14,58979;-16,84425;-10,02141
64;0;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;3,80542;3,18323;1,35129;22,54873;-20,35079;-4,83604
64;0;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-,68242;5,12345;2,94813;28,69651;-20,94981;-1,1962
64;0;2008;zeer positief; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;11,75258;11,73354;5,45458;26,46088;-21,39489;5,22494
64;0;2010;zeer positief; ; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;7,55807;13,89294;20,33638;32,12486;-21,18547;7,1704
70;0;1998;positief; ; ; ; ; ; ; ; ; ; ;-7,67521;-9,13783;19,25113;23,51469;-25,26545;4,45636
70;0;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;5,21471;,49114;22,24073;24,32506;34,24595;5,68494
70;0;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-5,59639;-,70776;23,19818;28,90862;34,09261;10,17995
70;0;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;5,53163;3,29127;21,87169;27,56792;34,46732;10,73991
70;0;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;3,07127;6,63373;31,07363;26,56063;34,34789;12,1175
70;1;1998;positief; ; ; ; ; ; ; ; ; ; ;-21,36286;25,50725;-9,08027;32,63788;-3,63057;13,50352
70;1;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;-5,80776;23,87127;-9,01248;27,32238;-17,33753;20,46591
70;1;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-3,54428;11,54929;-7,39263;33,40369;-24,75721;25,0089
70;1;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;7,01866;14,79137;-14,52396;32,95151;-25,18498;22,48231
70;1;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;5,60623;11,15417;7,17478;26,43408;-25,44632;23,67424
70;2;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;-5,64135;-1,8812;5,50146;35,36752;-39,67642;42,1921
70;2;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;11,27302;9,62291;1,49398;33,08016;-28,89892;42,06454
70;2;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;7,51045;29,90736;3,62627;37,59942;-29,176;43,54945
70;2;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;13,99731;34,55857;-24,95951;33,99042;-29,16384;43,54955
70;2;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;10,81875;35,12595;7,08605;27,53388;-29,00407;43,29699
70;3;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;-7,29449;3,88652;11,47523;37,60657;-37,97253;30,47441
70;3;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;9,40666;5,23083;7,01215;35,09874;-7,90552;35,06397
70;3;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;3,29409;5,75562;8,54132;39,67876;-26,81781;35,06859
70;3;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;8,55862;13,82682;-29,90373;33,4825;-28,88925;32,75874
70;3;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;8,73964;13,00351;17,39275;24,80707;-28,97198;32,43769
70;4;1998;positief; ; ; ; ; ; ; ; ; ; ;-10,82324;4,538;1,57456;36,24362;-32,79031;19,86887
70;4;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;4,33153;6,73324;3,07479;32,56121;-10,89824;26,3417
70;4;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-2,16614;3,96719;5,05806;34,65521;-27,41466;24,87873
70;4;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;6,70064;8,20873;-2,43681;32,02435;-26,96092;24,11981
70;4;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;8,25837;9,56995;10,99321;26,07095;-26,5568;23,03928
70;5;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;13,97017;-10,92945;10,46422;24,61047;-15,51673;8,3956
70;5;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;9,93033;-5,34787;8,02639;27,65461;-6,3514;7,99675
70;5;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;,31544;-13,00173;8,03875;30,19524;-7,99446;12,40354
70;5;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;18,47608;-6,15416;24,11928;29,44872;-9,06615;18,48152
70;5;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;16,27749;-10,09403;21,4702;23,53371;-7,52067;19,15809
72;0;1998;positief; ; ; ; ; ; ; ; ; ; ;-20,89209;-2,43846;18,98003;6,45986;-33,02107;-18,09507
72;0;2002;positief;beperkte positieve ontwikkeling; ; ; ; ; ; ; ; ; ;-,21195;1,35271;17,76021;10,58996;23,85075;-7,62166
72;0;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-11,07506;-1,92392;20,87853;12,29052;24,26751;-7,61795
72;0;2008;positief; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;5,74291;3,69028;20,0165;19,94279;24,42737;-2,86642
72;0;2010;positief; ; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;3,41971;6,06661;27,01445;20,03232;24,46999;-1,68529
72;1;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;6,31459;-22,09597;,43817;22,76695;-35,15421;33,58097
72;1;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;12,10969;-,23496;,34935;31,60707;-19,0367;31,56531
72;1;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-7,02266;-11,84609;1,74656;39,01839;-19,23054;27,29654
72;1;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;9,24471;-23,71192;-22,62041;38,74896;-19,86847;30,04931
72;1;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;-2,67049;-18,80894;-,42584;32,98667;-19,84847;28,76818
72;2;1998;positief; ; ; ; ; ; ; ; ; ; ;-18,21778;4,28004;-7,39239;20,28199;-38,56347;27,28436
72;2;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;10,40115;-3,38015;-9,9955;24,36611;-27,52894;27,03639
72;2;2006;zeer positief; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-2,14797;8,9618;-11,06494;35,84592;-27,52894;39,53029
72;2;2008;zeer positief; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;16,88026;4,69548;-16,02476;39,96135;-27,52894;35,33997
72;2;2010;zeer positief; ; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;7,79554;7,53145;-7,0639;36,63424;-27,52894;31,46595
74;1;1998;positief; ; ; ; ; ; ; ; ; ; ;-12,81349;-13,25684;-1,44368;17,46365;-25,67973;-8,77374
74;1;2002;positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;3,96645;9,28061;-1,31762;12,32346;15,75031;-4,41439
74;1;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-6,87825;2,93017;-,96129;21,51328;17,78467;-3,17509
74;1;2008;zeer positief; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;9,41539;3,52638;4,45759;29,67473;16,37685;3,36216
74;1;2010;zeer positief; ; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;6,08822;5,20284;-,345;25,73393;12,67416;5,41182
74;2;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;3,83982;32,47305;-10,91964;35,76929;-19,71388;38,80864
74;2;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;19,10208;18,43081;-,9027;36,95208;-5,45954;43,7297
74;2;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;13,6736;16,9697;1,89901;38,97775;-27,05746;43,59089
74;2;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;16,62635;15,6509;-22,22049;39,59511;-27,39215;43,73498
74;2;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;16,16936;4,36633;-12,63229;39,6081;-27,43381;43,69291
74;3;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;-,92067;30,74143;-26,54003;40,94908;-9,5484;44,14539
74;3;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;16,08903;41,69591;-26,9671;34,43215;-41,73471;47,23605
74;3;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;8,32309;37,25774;-26,70312;25,14089;-41,73471;43,87764
74;3;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;11,89414;34,58813;-40,94452;32,62099;-41,73471;43,69051
74;3;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;17,87717;34,17874;-16,56413;30,70622;-41,73471;43,84988
74;4;1998;positief; ; ; ; ; ; ; ; ; ; ;-12,44564;-1,99702;-5,97928;35,9165;-23,87223;21,81705
74;4;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;5,87269;4,0317;-5,95075;24,06668;-29,24117;25,12172
74;4;2006;positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-3,83518;7,47825;-5,74977;17,17321;-26,03004;24,24083
74;4;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;8,41989;9,6928;-27,37048;28,03753;-25,58219;26,30291
74;4;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;9,74611;11,37872;-4,32242;28,53174;-25,27778;27,34465
74;5;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;4,51872;20,00254;-9,72919;39,38732;-26,52751;31,45307
74;5;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;19,97524;25,00877;-9,4524;30,57044;-11,01994;29,16082
74;5;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;11,17606;16,22749;-7,78785;26,82487;-10,49784;30,03181
74;5;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;14,59547;9,05662;-28,62165;34,83132;-11,54569;32,8385
74;5;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;13,31821;5,01769;-4,02943;35,89289;-12,11673;33,83669
74;6;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;3,57978;17,82821;-37,2732;39,86038;-24,03014;40,82091
74;6;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;14,56752;7,80699;-38,39065;21,22224;-41,39319;40,01937
74;6;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;9,26646;14,88173;-37,91558;15,04832;-41,39532;37,81419
74;6;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;21,77704;16,72647;-48,96967;30,87659;-41,16879;40,18124
74;6;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;17,11548;16,57785;-28,74202;33,9187;-40,95912;42,43875
74;7;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;12,8708;39,04553;-34,58;35,77667;-9,65786;36,55795
74;7;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;34,68301;41,36981;-35,07749;38,14394;-34,13115;31,96398
74;7;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;20,948;39,64189;-32,69509;41,45905;-34,06242;36,68677
74;7;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;24,97053;36,84624;-48,58021;43,02974;-33,97426;36,38253
74;7;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;23,21061;38,12879;-33,29716;37,68495;-33,91266;36,22785
74;8;1998;uiterst positief; ; ; ; ; ; ; ; ; ; ;7,22478;37,64656;-9,06823;42,07286;-38,78405;49,35428
74;8;2002;uiterst positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;13,51807;38,59745;-7,13699;39,05987;-35,42757;49,42296
74;8;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;19,59776;-8,76035;-4,5682;33,65596;-35,72751;49,26308
74;8;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;20,67712;-11,90425;-33,85686;41,67524;-35,58669;49,22812
74;8;2010;uiterst positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;23,08394;-4,06863;-5,56411;41,87016;-35,45155;49,35396
74;9;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;18,16631;45,29333;-,67345;21,67411;-25,52553;45,70835
74;9;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;16,09532;5,03601;2,8106;35,19592;-24,51552;43,95885
74;9;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;14,56003;8,42619;5,47179;40,84721;-20,99272;40,8781
74;9;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;18,16289;9,0074;-33,91763;40,62772;-28,08289;42,54617
74;9;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;24,01609;-14,05081;-14,5355;42,68519;-28,22897;41,93993
74;10;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;6,2736;16,61005;-32,98647;36,79717;-29,68946;48,22239
74;10;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;19,6499;40,6211;-38,17544;31,86502;-25,73805;47,82216
74;10;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;18,32702;32,58242;-27,3235;32,75954;-29,21059;44,43556
74;10;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;14,17781;25,38688;-49,10383;29,71026;-28,69322;45,99909
74;10;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;15,80231;30,00412;-38,58437;36,05735;-28,50165;46,29763
74;11;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;,38466;-21,48821;-11,63158;27,91875;-37,76022;43,77415
74;11;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;12,63213;-17,7921;-15,72079;38,16309;-11,11322;39,38462
74;11;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;9,26601;-22,79045;-15,36713;38,24574;-13,67305;40,83954
74;11;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;13,62995;-10,30336;-15,776;42,29306;-28,66436;42,0534
74;11;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;16,86071;-1,45167;-8,49209;39,58244;-28,63028;42,05694
74;12;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;27,08376;-24,54009;-36,71631;37,48705;-26,17414;40,1962
74;12;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;28,482;15,48178;-31,52885;42,8825;-4,68865;42,29442
74;12;2006;uiterst positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;27,99983;28,08478;-30,69222;43,42963;-4,58985;42,51368
74;12;2008;uiterst positief; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;32,50229;32,85113;-22,69374;45,61473;-4,50181;43,04915
74;12;2010;uiterst positief; ; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;35,27969;32,0648;-13,87819;45,04074;-18,45996;43,23695
74;13;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;5,17343;-27,28666;-8,73917;42,67638;-41,73471;46,51793
74;13;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;13,84097;35,3685;-9,31283;28,0594;-35,55433;47,39318
74;13;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;9,52631;27,03805;-7,9756;17,30009;-35,41013;45,5357
74;13;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;17,82085;31,46496;-38,25835;33,84108;-35,4892;45,4263
74;13;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;15,7918;29,77077;-15,84209;33,60188;-35,34949;45,35565
74;14;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;24,61601;,85945;2,64796;31,8974;-36,67645;35,93388
74;14;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;24,31251;23,44448;2,79261;39,5669;-33,1342;29,93757
74;14;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;13,11586;30,25425;4,21793;42,36405;-33,20562;26,86889
74;14;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;21,10663;21,93325;-22,78081;43,57508;-33,16741;27,20502
74;14;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;20,53134;30,06085;-2,00727;43,36635;-32,94317;26,47929
74;15;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;17,06092;16,93018;-48,06836;39,4942;-26,98676;46,85677
74;15;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;7,29743;49,26153;-47,87837;34,36285;-27,52894;46,53703
74;15;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;7,38727;35,08296;-47,82468;44,82846;-27,52894;47,35227
74;15;2008;uiterst positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;18,74027;42,65935;-43,58795;46,34769;-27,52894;47,3473
74;15;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;18,62123;39,30161;-47,4594;28,09682;-27,52894;48,38742
79;0;1998;positief; ; ; ; ; ; ; ; ; ; ;-12,25181;,84658;18,38381;14,90163;-30,68057;15,78196
79;0;2002;zeer positief;beperkte positieve ontwikkeling; ; ; ; ; ; ; ; ; ;11,04541;11,67105;19,35938;28,2228;-33,48211;21,9064
79;0;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;5,62721;4,15296;22,70029;24,58074;-33,58296;20,31167
79;0;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;15,26072;,63595;24,95631;16,28617;-33,46804;21,76909
79;0;2010;zeer positief; ; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;16,85589;,75517;17,06963;22,17928;-33,20334;23,3339
79;1;1998;positief; ; ; ; ; ; ; ; ; ; ;-28,39268;-3,90152;-4,74647;38,54525;-24,27413;27,65936
79;1;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;,29207;-4,31677;-6,23142;36,80197;-40,6865;36,89304
79;1;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;-9,68655;-8,79098;-6,91926;38,59401;-41,60646;39,12615
79;1;2008;zeer positief; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;4,91241;-4,49081;-18,25791;38,73397;-41,73471;38,6046
79;1;2010;zeer positief; ; ; ;beperkte positieve ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;6,81926;-4,05266;-5,64166;40,07347;-41,73471;37,06731
79;2;1998;zeer positief; ; ; ; ; ; ; ; ; ; ;-14,93762;16,37298;5,2687;42,20908;-31,60002;42,11515
79;2;2002;zeer positief;geen ontwikkeling; ; ; ; ; ; ; ; ; ;6,97422;18,11525;5,10171;37,86418;-34,53745;43,27542
79;2;2006;zeer positief; ;geen ontwikkeling; ; ;geen ontwikkeling; ; ; ; ; ;4,53583;19,70734;4,84156;39,51535;-36,53922;43,53577
79;2;2008;zeer positief; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling; ; ;10,94185;21,931;-10,67052;35,77398;-36,68002;44,56201
79;2;2010;zeer positief; ; ; ;geen ontwikkeling; ; ;geen ontwikkeling; ;geen ontwikkeling;geen ontwikkeling;10,34391;21,76264;-,69965;35,19931;-36,67729;43,99559
