gebiedcode;gebiedstype;gebiednaam;opp_ha_gebied;opp_land_ha;opp_water_ha;opp_levend_agrarisch_ha;opp_levend_buurtgroen_ha;opp_levend_gedenkpark_ha;opp_levend_groene_verbinding_ha;opp_levend_landschap_ha;opp_levend_natuurgebied_ha;opp_levend_natuurpark_ha;opp_levend_sportpark_ha;opp_levend_stadsnatuur_ha;opp_levend_stadspark_ha;opp_levend_stadsplantsoen_ha;opp_levend_tuinpark_ha;opp_levend_ziekenhuiscomplex_ha
F11f;buurt;Teleport;86,4468191600005;83,9524;2,4944;0,0000;13,8912;0,0000;10,8811;0,0000;0,0000;0,0000;0,0000;0,0000;0,0002;0,0000;0,0000;0,0000
F11h;buurt;Bretten Oost;84,2515727739016;74,3229;9,9286;0,0000;0,3050;0,0000;14,7413;0,0000;21,8546;33,7324;18,2741;19,6335;0,0000;43,6433;14,5333;0,0000
F11j;buurt;Bretten West;149,469470791704;122,8087;26,6608;25,8860;0,1982;0,0000;23,3521;0,0000;79,7053;89,2133;0,0000;73,4761;0,0000;51,8968;20,0220;0,0000
F76a;buurt;Buurt 3;69,99861205905;66,9256;3,0730;0,0000;10,1898;0,0000;10,3840;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7862;0,0000
F76b;buurt;Buurt 2;31,5083057030494;28,2129;3,2955;0,0000;1,6444;0,0000;3,2999;0,0000;0,0000;0,0000;0,0000;0,0000;8,6280;0,0000;0,0000;0,0000
F77a;buurt;Slotermeer Zuid;43,4304306020994;39,6667;3,7638;0,0000;8,1668;0,0000;6,2422;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
F77b;buurt;Noordoever Sloterplas;40,2085396666509;34,7439;5,4646;0,0000;6,2059;0,0000;2,8457;0,0000;0,0000;0,0000;1,2241;0,0000;8,2805;0,0000;0,0000;0,0000
F77c;buurt;Buurt 4 Oost;35,9193087946017;33,8645;2,0548;0,0000;6,6012;0,0000;4,1180;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,7569;0,0000;0,0000
F77d;buurt;Buurt 5 Noord;23,1473323219494;22,4944;0,6529;0,0000;5,7782;0,0000;2,0634;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
F77e;buurt;Sloterpark;106,169606884597;63,2280;42,9416;0,0000;1,0592;0,0000;3,0900;0,0000;0,0000;0,0000;0,0000;25,3638;99,8690;0,0000;0,0000;0,0000
F77f;buurt;Buurt 5 Zuid;32,0583287131995;31,1833;0,8750;0,0000;5,0802;0,0000;2,4214;0,0000;0,0000;0,0000;0,0000;0,0000;0,0318;0,0000;0,0000;0,0000
F78a;buurt;Buurt 6;27,1029957700016;26,4483;0,6547;0,0000;5,0450;0,0000;1,4613;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;3,8116;0,0000;0,0000
F78b;buurt;Buurt 7;29,7779648518004;28,0888;1,6891;0,0000;5,1338;0,0000;5,5658;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2,3500;0,0000;0,0000
F78c;buurt;Buurt 8;26,8483810825;24,7238;2,1246;0,0000;3,5428;0,0000;2,8234;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2,3587;1,3572;0,0000
F78d;buurt;Buurt 9;43,4931349800991;39,8994;3,5938;0,0000;5,6161;0,0000;5,8900;0,0000;0,0000;0,0000;0,0000;0,0000;0,5017;0,0000;0,1472;0,0000
F78e;buurt;Eendrachtspark;14,0147225677005;12,2089;1,8058;0,0000;1,9310;0,0000;2,2777;0,0000;0,0000;0,0000;0,0000;0,0000;6,4693;0,0000;0,0000;0,0000
F79a;buurt;Osdorper Binnenpolder;210,054687791047;175,2258;34,8289;36,2825;1,1670;0,0000;8,1805;94,6225;0,0694;29,4292;27,5508;25,3662;12,3029;1,2574;34,7521;0,0000
F79b;buurt;Buurt 10;32,0959747241998;28,8415;3,2544;0,8171;2,1327;0,0000;4,5094;4,2382;0,0000;0,0000;0,1371;0,0047;0,0000;0,6259;0,6461;0,0000
F80a;buurt;Ookmeer;72,5417454187003;65,8380;6,7037;0,0000;0,5504;0,0000;2,8921;0,0000;0,0000;0,0000;63,9737;0,0000;0,0000;0,0000;1,3663;0,0000
F80b;buurt;Osdorper Bovenpolder;260,29688388305;223,8391;36,4578;135,0302;1,4905;0,1128;2,4269;248,3058;8,9041;0,0000;0,0000;80,9389;0,0000;0,0000;0,0000;0,0000
F80c;buurt;Bedrijvenpark Lutkemeer;235,900967036898;207,2176;28,6833;100,6262;8,8482;43,9441;13,8103;92,3532;20,0329;0,0000;0,0000;56,4497;0,0000;17,2300;1,7255;0,0000
F81a;buurt;Wildeman;33,000962567849;31,4353;1,5657;0,0000;8,6436;0,0000;0,8851;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
F81b;buurt;Meer en Oever;23,3514904134502;20,8887;2,4628;0,0000;5,0802;0,0000;3,1577;0,0000;0,0000;0,0000;0,0000;0,0000;0,6331;0,0000;0,0000;0,0000
F81c;buurt;Osdorpplein e.o.;41,238968321449;29,8512;11,3878;0,0000;4,0185;0,0000;0,5010;0,0000;0,0000;0,0000;0,0000;0,0000;0,8995;0,0000;0,0000;0,0000
F81d;buurt;Calandlaan/Lelylaan;27,541421639201;26,3290;1,2124;0,0000;6,2079;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2,4156;5,7638;0,0000;0,0000;0,0000
F81e;buurt;Osdorp Zuidoost;51,9322222120996;48,4789;3,4534;0,0000;5,6621;0,0000;3,8553;0,0000;0,0000;0,0000;0,0000;3,3229;0,0000;5,5848;0,0000;0,0000
F82a;buurt;Osdorp Midden Noord;21,5532682410484;21,1747;0,3785;0,0000;4,5053;0,0000;1,8213;0,0000;0,0000;0,0000;0,0000;1,3469;0,0000;0,0000;0,0000;0,0000
F82b;buurt;Osdorp Midden Zuid;25,8389202242991;23,4111;2,4279;0,0000;4,8470;0,0000;2,1740;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;5,1026;0,0000;0,0000
F82c;buurt;Zuidwestkwadrant Osdorp Noord;24,0736464807015;23,1924;0,8813;0,0000;1,3004;0,0000;1,8911;0,0000;0,0000;0,0000;0,0000;0,0000;4,2672;0,0000;0,0000;0,0000
F82d;buurt;Zuidwestkwadrant Osdorp Zuid;40,2278106806997;36,2078;4,0200;0,0000;4,6997;0,0000;7,0579;0,0000;0,0000;0,0000;0,0000;1,6310;1,2783;0,0000;0,0000;0,0000
F83a;buurt;De Punt;48,1656714576512;45,9514;2,2142;0,0000;11,9407;0,0000;1,5484;0,0000;0,0000;0,0000;0,0618;0,0799;0,0000;0,0000;0,0000;0,0000
F83b;buurt;Bedrijvencentrum Osdorp;11,7974569595987;11,1229;0,6745;0,0000;0,6672;0,0000;1,6405;0,0000;0,0000;0,0000;0,0000;1,6405;0,0000;0,0000;0,0000;0,0000
F84a;buurt;Middelveldsche Akerpolder;35,20078827815;31,9993;3,2015;0,0000;1,9053;0,0000;4,6777;0,0000;0,0000;0,0000;0,0000;3,5374;0,0000;0,0000;0,0000;0,0000
F84b;buurt;De Aker West;57,4250897601522;48,3701;9,0550;0,0000;4,9139;0,0000;13,1435;0,0000;0,0000;0,0000;0,0000;4,2090;0,0000;0,0000;0,0000;0,0000
F84c;buurt;De Aker Oost;71,8522928346988;61,8913;9,9610;0,0000;8,1553;0,0000;4,6736;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
F85a;buurt;Oostoever Sloterplas;64,7623895398495;36,5154;28,2469;0,0000;2,9184;0,0000;6,1552;0,0000;0,0000;0,0000;0,0000;6,2118;36,7302;0,0000;0,0000;0,0000
F85b;buurt;Emanuel van Meterenbuurt;58,4747179496521;43,8857;14,5890;0,0000;7,6338;0,0000;3,2406;0,0000;0,0000;0,0000;0,0000;8,8366;27,8012;0,0000;0,0000;0,0000
F85c;buurt;Jacob Geelbuurt;32,1330387094508;30,8050;1,3280;0,0000;6,4915;0,0000;3,8401;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
F86a;buurt;Overtoomse Veld Noord;34,4678428831016;33,5244;0,9434;0,0000;4,5515;0,0000;2,7706;0,0000;0,0000;0,0000;0,3945;0,0000;0,0000;0,0000;0,0000;0,0000
F86b;buurt;Overtoomse Veld Zuid;30,6482892904975;30,0714;0,5769;0,0000;2,4917;0,0000;2,0375;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,2696;0,0000
F86c;buurt;Rembrandtpark Noord;30,4291607706;27,3905;3,0386;0,0000;0,1852;0,0000;1,8486;0,0000;0,0000;0,0000;0,0000;0,9496;21,9309;4,4493;1,1833;0,0000
F86d;buurt;Rembrandtpark Zuid;31,6642351124502;27,3859;4,2783;0,0000;0,1950;0,0000;0,9319;0,0000;0,0000;0,0000;0,0000;3,1188;25,8346;2,9902;0,0000;0,0000
F86e;buurt;Johan Jongkindbuurt;8,69044505430199;8,5688;0,1217;0,0000;1,4529;0,0000;1,5237;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
F86f;buurt;Lucas/Andreasziekenhuis e.o.;18,4919860765997;17,8465;0,6455;0,0000;1,0632;0,0000;1,9368;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;5,3159
F87a;buurt;Koningin Wilhelminaplein;26,3619003295001;24,4423;1,9196;0,0000;4,1594;0,0000;3,4706;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,8045;0,0000;0,0000
F87b;buurt;Andreasterrein;17,7421217980992;13,8222;3,9199;0,0000;1,2338;0,0000;3,3794;0,0000;0,0000;0,0000;0,0000;0,0000;1,2106;0,0000;0,0000;0,0000
F87c;buurt;Delflandpleinbuurt Oost;18,1604300577001;16,9614;1,1990;0,0000;2,0343;0,0000;1,8367;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
F87d;buurt;Delflandpleinbuurt West;34,0477769661493;32,2573;1,7904;0,0000;3,6328;0,0000;3,5909;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
F87e;buurt;Riekerhaven;41,6482870428501;40,0628;1,5855;0,0000;14,4813;0,0000;4,4002;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
F87f;buurt;Schipluidenbuurt;11,6487380265495;11,3484;0,3004;0,0000;0,8716;0,0000;1,0408;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
F88a;buurt;Riekerpolder;64,5631454795502;58,3865;6,1767;0,0000;11,9701;0,0000;6,3989;0,0000;0,0000;0,0000;0,0000;0,8119;0,0000;0,0000;0,0000;0,0000
F88b;buurt;Park Haagseweg;12,1323605911498;10,8008;1,3316;0,0000;2,1582;0,0000;0,7877;0,0000;0,0000;0,0000;0,0000;0,0145;0,0000;0,0002;0,0000;0,0000
F88c;buurt;Nieuwe Meer;227,373236515952;124,4031;102,9702;4,0993;8,1953;0,0000;14,2809;0,0000;91,2696;152,1145;0,0000;45,3442;24,8026;0,0000;22,1274;0,0000
F88d;buurt;Sloterweg e.o.;86,253262571249;76,1855;10,0678;0,0000;6,0058;0,0000;14,7560;0,0000;0,0000;0,0000;34,3801;2,8544;0,0000;0,0001;8,4367;0,0000
F88e;buurt;Nieuw Sloten Noordwest;37,3501535748492;34,3134;3,0368;0,0000;4,2350;0,0000;7,9139;0,0000;0,0000;0,0000;0,0000;5,6728;0,0000;0,0000;0,0000;0,0000
F88f;buurt;Nieuw Sloten Noordoost;48,0244862423005;42,7409;5,2836;0,0000;4,3247;0,0000;7,7520;0,0000;0,0000;0,0000;0,0000;3,4366;0,0000;7,2004;0,0000;0,0000
F88g;buurt;Belgiëplein e.o.;8,29127028894978;8,1650;0,1263;0,0000;1,6452;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
F88h;buurt;Nieuw Sloten Zuidwest;23,1670249769509;21,0943;2,0727;0,0000;2,5494;0,0000;1,4619;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
F88i;buurt;Nieuw Sloten Zuidoost;25,6142664796504;23,1116;2,5027;0,0000;1,8762;0,0000;4,9719;0,0000;0,0000;0,0000;0,0000;1,8497;0,0000;0,0000;0,0000;0,0000
F88j;buurt;Dorp Sloten;61,2139492106508;50,8194;10,3946;0,0000;2,9289;0,7743;12,1097;0,0000;0,0000;6,5171;3,3306;8,9790;0,0000;0,0000;15,7025;0,0000
F89a;buurt;Louis Chrispijnbuurt;37,3517260616002;35,8393;1,5125;0,0000;7,7149;0,0000;3,1729;0,0000;0,0000;0,0000;0,0000;2,8044;0,0000;0,0000;0,0000;0,0000
F89b;buurt;Jacques Veltmanbuurt;30,8572681370978;29,4299;1,4274;0,0000;5,7310;0,0000;2,5455;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
F89c;buurt;Staalmanbuurt;32,1147584209508;30,2667;1,8481;0,0000;4,1418;0,0000;3,7605;0,0000;0,0000;0,0000;0,0000;2,4899;0,0000;0,0000;0,0000;0,0000
F89d;buurt;Medisch Centrum Slotervaart;30,2046142231;28,7026;1,5020;0,0000;2,8674;0,0000;1,5510;0,0000;0,0000;0,0000;0,0000;0,0519;0,0000;0,0187;0,0000;4,1980
K23a;buurt;Zuidas Noord;82,6121297712505;78,2329;4,3792;0,0000;15,0968;5,9330;0,5421;0,0000;0,0000;0,0000;0,0000;0,0000;7,4846;0,0000;0,0000;0,0000
K23b;buurt;RAI;37,0566976196989;35,9147;1,1420;0,0000;2,7037;0,0000;1,1760;0,0000;0,0000;0,0000;0,0000;0,0000;0,0010;0,0000;0,0000;0,0000
K23c;buurt;VU-kwartier;46,3311789572503;43,7744;2,5568;0,0000;3,4608;0,0000;1,7533;0,0000;0,0000;0,0000;3,2238;0,0000;0,0000;0,0000;0,5592;9,5311
K23d;buurt;Zuidas Zuid;21,6757709456494;19,9631;1,7127;0,0000;1,5531;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K23e;buurt;Vivaldi;28,9766681648999;27,0357;1,9410;0,0000;1,9857;0,0000;0,9325;0,0000;0,0000;0,0000;9,0549;0,0000;0,0000;0,0000;0,0000;0,0000
K24a;buurt;Hemonybuurt;13,9972481238504;11,6208;2,3764;0,0000;0,0431;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K24b;buurt;Gerard Doubuurt;10,6412868403505;9,8490;0,7923;0,0000;0,1198;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K24c;buurt;Frans Halsbuurt;12,1393892721008;11,0673;1,0721;0,0000;0,1713;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K24d;buurt;Hercules Seghersbuurt;8,45259747834985;8,0789;0,3737;0,0000;0,0502;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K24e;buurt;Sarphatiparkbuurt;22,7577691593505;22,1371;0,6207;0,0000;0,0016;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;4,2234;0,0000;0,0000;0,0000
K25a;buurt;Willibrordusbuurt;12,4001950755003;10,7317;1,6685;0,0000;0,1114;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K25b;buurt;Van der Helstpleinbuurt;13,6253563595487;13,6254;0,0000;0,0000;0,0022;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K25c;buurt;Lizzy Ansinghbuurt;12,7528162567005;12,3610;0,3918;0,0000;0,0695;0,0000;0,1509;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K25d;buurt;Cornelis Troostbuurt;15,6478613101002;14,6734;0,9744;0,0000;0,0049;0,0000;0,1035;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K26a;buurt;Diamantbuurt;16,7159763864508;13,8125;2,9035;0,0000;0,1769;0,0000;0,1062;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K26b;buurt;Burgemeester Tellegenbuurt Oost;12,1426438750998;11,7023;0,4404;0,0000;0,1666;0,0000;0,1078;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K26c;buurt;Burgemeester Tellegenbuurt West;10,2283966717501;9,7802;0,4482;0,0000;0,1510;0,0000;0,1098;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K44a;buurt;Surinamepleinbuurt;8,94030550249991;8,4584;0,4820;0,0000;0,1085;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,5848;0,0000;0,0000
K44b;buurt;Westlandgrachtbuurt;18,8037730693996;15,6975;3,1063;0,0000;0,2286;0,0000;0,5603;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6131;0,0000;0,0000
K44c;buurt;Aalsmeerwegbuurt West;10,51848469435;9,7864;0,7321;0,0000;0,1866;0,0000;0,4269;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K44d;buurt;Aalsmeerwegbuurt Oost;11,8214393380998;11,2384;0,5830;0,0000;0,9395;0,0000;0,3349;0,0000;0,0000;0,0000;0,0000;0,1708;0,0000;0,0000;0,0000;0,0000
K44e;buurt;Legmeerpleinbuurt;7,55510057590015;7,0097;0,5454;0,0000;0,0724;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K44f;buurt;Bedrijventerrein Schinkel;38,0250268165007;32,3207;5,7043;0,0000;1,7989;1,1599;5,5920;0,0000;0,0000;0,0000;1,4762;1,7452;0,0000;0,0000;0,0000;0,0000
K45a;buurt;Schinkelbuurt Noord;10,8034802538001;9,8356;0,9679;0,0000;0,0465;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0017;0,1872;0,0000;0,0000
K45b;buurt;Schinkelbuurt Zuid;23,8210814436995;19,2800;4,5411;0,0000;0,2305;0,0000;0,6141;0,0000;0,0000;0,0000;0,0000;0,0000;2,1145;0,0000;0,2993;0,0000
K46a;buurt;Valeriusbuurt Oost;12,0615091697501;11,5128;0,5488;0,0000;0,1535;0,0000;0,4196;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K46b;buurt;Valeriusbuurt West;14,1024011000995;13,5837;0,5187;0,0000;0,3213;0,0000;0,4026;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K46c;buurt;Willemsparkbuurt Noord;18,9221911577502;18,9152;0,0070;0,0000;0,3087;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2442;0,0000;0,0000;0,0000
K46d;buurt;Vondelpark West;24,75820603135;19,3896;5,3686;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2,6750;24,7358;0,0000;0,0000;0,0000
K47a;buurt;Johannnes Vermeerbuurt;15,9836928329;15,4658;0,5179;0,0000;0,2800;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K47b;buurt;P.C. Hooftbuurt;11,3864434326998;11,1002;0,2862;0,0000;0,0004;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K47c;buurt;Concertgebouwbuurt;13,2064790081497;13,2065;0,0000;0,0000;0,0069;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0046;0,0000;0,0000;0,0000
K47d;buurt;Cornelis Schuytbuurt;19,4804012821489;19,4804;0,0000;0,0000;0,0073;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0688;0,0000;0,0000;0,0000
K47e;buurt;Banpleinbuurt;11,2328333035521;10,2889;0,9440;0,0000;0,0824;0,0000;0,3580;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K47f;buurt;Hondecoeterbuurt;12,6096274489;12,4464;0,1632;0,0000;0,0894;0,0000;0,1174;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K47g;buurt;Harmoniehofbuurt;11,3874288292504;9,7646;1,6228;0,0000;0,5889;0,0000;0,1693;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K47h;buurt;Museumplein;13,4057820230497;12,8291;0,5766;0,0000;0,1945;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;3,3056;0,0000;0,0000
K47i;buurt;Vondelpark Oost;23,6985280102005;20,3063;3,3922;0,0000;0,0001;0,0000;0,0000;0,0000;0,0000;0,0000;0,9874;0,0000;22,1655;0,0229;0,0000;0,0000
K47j;buurt;Duivelseiland;6,15404556305033;5,8467;0,3074;0,0000;0,0622;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K48a;buurt;Bertelmanpleinbuurt;5,9572855267001;5,4410;0,5163;0,0000;0,2164;0,0000;0,1389;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K48b;buurt;Marathonbuurt Oost;15,5316378268507;14,8611;0,6706;0,0000;0,5091;0,0000;0,1549;0,0000;0,0000;0,0000;4,1856;0,0000;0,0000;0,0000;0,0000;0,0000
K48c;buurt;Marathonbuurt West;12,1152001735498;11,7915;0,3237;0,0000;0,1443;0,0000;0,1958;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K48d;buurt;Olympisch Stadion e.o.;23,1295491594498;20,8778;2,2518;0,0000;0,4861;0,0000;1,0978;0,0000;0,0000;0,0000;3,4592;0,0000;0,0000;0,0000;0,0000;0,0000
K48e;buurt;IJsbaanpad e.o.;29,6110157355501;21,3461;8,2649;0,0000;1,4125;0,0000;4,5276;0,0000;0,0000;0,0000;7,5624;0,0000;0,0000;0,0000;0,3055;0,0000
K48f;buurt;Van Tuyllbuurt;21,0400801767496;19,9301;1,1100;0,0000;0,4278;0,0000;0,7674;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K49a;buurt;Diepenbrockbuurt;22,0659122659991;19,1511;2,9148;0,0000;0,6984;0,0000;0,3970;0,0000;0,0000;0,0000;0,0000;0,0000;0,0728;0,0000;0,0000;0,0000
K49b;buurt;Beethovenbuurt;15,2248953056505;14,5738;0,6511;0,0000;1,2283;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K49c;buurt;Hiltonbuurt;11,2957905869988;9,5936;1,7022;0,0000;0,3056;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4247;0,0000;0,0000
K49d;buurt;Minervabuurt Noord;14,412551867649;14,4126;0,0000;0,0000;0,5177;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0191;0,0000;0,0000
K49e;buurt;Minervabuurt Midden;15,0386746474011;15,0387;0,0000;0,0000;0,6398;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K49f;buurt;Minervabuurt Zuid;16,2412348120496;15,4253;0,8159;0,0000;0,5033;0,0000;0,3397;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K52a;buurt;Wielingenbuurt;15,0996960911495;14,0129;1,0868;0,0000;0,4290;0,0000;0,0901;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K52b;buurt;Scheldebuurt West;25,5590129860499;25,1577;0,4013;0,0000;1,2900;0,0000;0,0947;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K52c;buurt;Scheldebuurt Midden;16,0212286645494;16,0212;0,0000;0,0000;1,0395;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K52d;buurt;Scheldebuurt Oost;14,0562341026495;14,0562;0,0000;0,0000;1,6136;0,0000;0,0000;0,0000;0,0000;0,0000;0,5346;0,0000;0,0000;0,0000;0,0000;0,0000
K52g;buurt;Veluwebuurt;13,0869201678494;13,0869;0,0000;0,0000;3,2065;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K52h;buurt;Kop Zuidas;16,9423158603997;16,4334;0,5089;0,0000;2,2678;0,3226;1,5073;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K53a;buurt;IJselbuurt West;13,3208381398515;12,3649;0,9560;0,0000;0,7130;0,0000;0,2197;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K53b;buurt;IJselbuurt Oost;15,8888256624994;13,2129;2,6759;0,0000;0,5724;0,0000;0,1003;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K54a;buurt;Kromme Mijdrechtbuurt;18,4876285038512;16,6957;1,7919;0,0000;0,5305;0,0000;0,2571;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K54b;buurt;Rijnbuurt Oost;23,2571344572495;18,9874;4,2697;0,0000;1,0444;0,0000;0,6805;0,0000;0,0000;0,0000;0,0000;0,0000;6,3165;0,1827;0,0000;0,0000
K54c;buurt;Rijnbuurt Midden;28,5463261310505;25,7489;2,7974;0,0000;0,8233;0,3853;0,3503;0,0000;0,0000;0,0000;0,0000;0,0000;11,6012;0,1572;0,0000;0,0000
K54d;buurt;Rijnbuurt West;7,94024985785008;7,9390;0,0013;0,0000;0,5800;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K54e;buurt;Zorgvlied;32,0954505262006;26,1803;5,9152;0,0000;2,2338;17,3476;2,2207;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
K59a;buurt;Prinses Irenebuurt;26,6446498516019;24,4484;2,1962;0,0000;2,6235;0,0000;1,0802;0,0000;0,0000;0,0000;0,0000;0,0000;0,3233;0,0000;0,0000;0,0000
K59b;buurt;Beatrixpark;16,6594673908494;13,5857;3,0738;0,0000;0,0009;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4833;15,9543;0,0000;0,0000;0,0000
K90a;buurt;Gelderlandpleinbuurt;46,4207699850005;43,7822;2,6385;0,0000;7,8322;0,0000;2,6932;0,0000;0,0000;0,0000;0,0000;0,0000;3,0567;0,0237;0,0000;0,0000
K90c;buurt;Buitenveldert Midden Zuid;54,3504567010504;49,4523;4,8982;0,0000;8,9894;0,0000;6,1459;0,0000;0,0000;0,0000;0,0000;5,0524;9,2755;0,2344;0,0000;0,0000
K90d;buurt;Buitenveldert Zuidwest;74,9605476019995;68,5307;6,4299;0,0000;8,8457;0,0000;14,2623;0,0000;0,0019;0,0000;2,1053;6,3885;4,7138;1,2832;0,0000;0,0000
K90e;buurt;Amsterdamse Bos;131,708691934049;73,9309;57,7778;23,8779;2,4852;0,0000;2,3253;23,9042;101,7068;71,1208;4,1023;73,0616;23,6945;0,0000;0,0000;0,0000
