X,Y,FID,TELPUNT,Telpunt_1,Periode,Aantal_dagen,Bijzonderheden,Motor_bromfiets,Personen_auto,Lichte_vracht,Zware_vracht,Totaal
6.55065723400003,53.0168082610001,1,1,1,"gemiddelde werkdag obv 10 werkdagen (dinsdag 2 t/m vrijdag 5 oktober, maandag 8 t/m vrijdag 12 oktober en maandag 15 oktober)",10,,28,1692,49,12,1781
6.50888448200004,52.9915410040001,2,2,2,"gemiddelde werkdag obv 10 werkdagen (vrijdag 5 oktober, maandag 8 t/m vrijdag 12 oktober en maandag 15 t/m donderdag 18 oktober)",10,vr 19 okt niet mee in gem. werk en weekdag (ongeval A28),110,13377,492,329,14307
6.53077830700005,52.9914135450001,3,3,3,"gemiddelde werkdag obv 10 werkdagen (vrijdag 5 oktober, maandag 8 t/m vrijdag 12 oktober en maandag 15 t/m donderdag 18 oktober)",10,vr 19 okt niet mee in gem. werk en weekdag (ongeval A28),37,4700,130,15,4882
6.58223957700005,52.9825834320001,4,4,4,"gemiddelde werkdag obv 10 werkdagen (vrijdag 5 oktober, maandag 8 t/m vrijdag 12 oktober en maandag 15 t/m donderdag 18 oktober)",10,vr 19 okt niet mee in gem. werk en weekdag (ongeval A28),16,540,17,3,576
6.58573403400004,52.99478893,5,5,5,"gemiddelde werkdag obv 10 werkdagen (donderdag 4 en vrijdag 5 oktober, maandag 8 t/m vrijdag 12 oktober en maandag 15 t/m woensdag 17 oktober)",10,"Kapotte slang: voor oost gem. Werkdag o.b.v 6 dagen, weekdag o.b.v. 1 week",44,3286,108,12,3450
6.59415580200005,53.0021586290001,6,6,6,"gemiddelde werkdag obv 10 werkdagen (donderdag 4 en vrijdag 5 oktober, maandag 8 t/m vrijdag 12 oktober en maandag 15 t/m woensdag 17 oktober)",10,,50,2570,79,9,2708
6.57147691600005,53.0308830800001,7,7,7,"gemiddelde werkdag obv 10 werkdagen (dinsdag 2 t/m vrijdag 5 oktober, maandag 8 t/m vrijdag 12 oktober en maandag 15 oktober)",10,,111,7755,307,100,8273
6.58568916,53.0070223010001,8,8,8,"gemiddelde werkdag obv 10 werkdagen (donderdag 4 en vrijdag 5 oktober, maandag 8 t/m vrijdag 12 oktober en maandag 15 t/m woensdag 17 oktober)",10,,71,8348,236,82,8738
6.59397102200006,52.9925207900001,9,9,9,"gemiddelde werkdag obv 10 werkdagen (donderdag 4 en vrijdag 5 oktober, maandag 8 t/m vrijdag 12 oktober en maandag 15 t/m woensdag 17 oktober)",10,,56,5746,309,80,6191
6.57368340700003,52.9952356490001,10,10,10,"gemiddelde werkdag obv 10 werkdagen (vrijdag 5 oktober, maandag 8 t/m vrijdag 12 oktober en maandag 15 t/m donderdag 18 oktober)",10,vr 19 okt niet mee in gem. werk en weekdag (ongeval A28),116,7165,214,10,7505
