OBJECTID,BORNAME,ELEMENTNUMMER,BEHEERGROEP,AANLEGJAAR,SCHOUWVAK,PEILGEBIED,OPPERVLAK,AMBITIENIVEAU,STRUCTUURGEBIED,BESCHOEIING,BEHEERDER,EIGENAAR,ONDERHOUDSPLOEG,FUNCTIE,AANWIJINGEN_UITVOERING,STRUCTUURNIVEAU,BEGROTINGSPOST,BESTEMMING,OPMERKINGEN,EXTRA_INFORMATIE_1,EXTRA_INFORMATIE_2,EXTRA_INFORMATIE_3,GROENGEBIEDCODE,GROENGEBIEDNAAM,GEMEENTE,WOONPLAATS,BUURT,WIJK,STRAAT,STRAATCODE,LIGGING,BEHEEROBJECTSOORT,BEHEEROBJECTOMSCHRIJVING,LAATSTE_MUTATIE,Shape__Area,Shape__Length
386,wateren,11762,Water niet maaien,,,,425.01,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 1,,,,01.16.0000.0467,1 zijdig maaien,,01.16.0000,De Bras,Delft,Delft,De Bras,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0000.wr11762,"12 january   2022, 14:44:25",1121.14819335938,491.515705827439
387,wateren,12082,Water niet maaien,,,,353.45,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 1,,,,01.16.0001.2218,2 zijdig maaien,,01.16.0001,Bedrijventerrein Ypenburgsepoort,Delft,Delft,Bedrijventerrein Ypenburgsepoort,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0001.wr12082,"15 february  2022, 18:25:48",932.247314453125,433.077432901133
388,wateren,11820,Water niet maaien,,,,336.55,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 1,,,,01.12.0006.0513,2 zijdig maaien,,01.12.0006,Biesland,Delft,Delft,Biesland,12 Vrijenban,Van Lodensteynstraat,3115,Binnen de bebouwde kom,wtr,01.12.0006.wr11820,"12 january   2022, 14:44:25",887.201416015625,275.55499064345
389,wateren,11828,Water niet maaien,,,,2625.94,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.29.0001.0127,2 zijdig maaien,,01.29.0001,Bedrijventerrein Technopolis,Delft,Delft,Bedrijventerrein Technopolis,29 Ruiven,Michiel de Ruyterweg,3417,Binnen de bebouwde kom,wtr,01.29.0001.wr11828,"12 january   2022, 14:45:38",6915.5810546875,1005.69856693341
390,wateren,11716,Water niet maaien,,,,12482.18,C (matig) - R- (sober),,,BOR,,,,,Perceel 1,,,,01.16.0004.0852,_2 zijdig maaien,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0004.wr11716,"12 january   2022, 14:44:25",32901.5405273438,941.965829350769
391,wateren,11787,Water 1x maaien,,,,42.08,C (matig) - R- (sober),,,BOR,,,,,Perceel 1,,,,01.16.0001.2213,2 zijdig maaien,,01.16.0001,Bedrijventerrein Ypenburgsepoort,Delft,Delft,Bedrijventerrein Ypenburgsepoort,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0001.wr11787,"12 january   2022, 14:44:25",110.973876953125,103.722095093408
392,wateren,11788,Water 1x maaien,,,,161.35,C (matig) - R- (sober),,,BOR,,,,,Perceel 1,,,,01.16.0000.0472,2 zijdig maaien,,01.16.0000,De Bras,Delft,Delft,De Bras,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0000.wr11788,"12 january   2022, 14:44:25",425.60546875,175.761141018353
393,wateren,11789,Water niet maaien,,,,86.97,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 1,,,,01.16.0002.4189,2 zijdig maaien,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0002.wr11789,"12 january   2022, 14:44:25",229.34130859375,87.8433321529523
394,wateren,11790,Water niet maaien,,,,87.23,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 1,,,,01.16.0002.4190,2 zijdig maaien,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0002.wr11790,"12 january   2022, 14:44:25",230.051513671875,90.3094124262547
395,wateren,11791,Water niet maaien,,,,66.36,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 1,,,,01.16.0000.1298,2 zijdig maaien,,01.16.0000,De Bras,Delft,Delft,De Bras,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0000.wr11791,"12 january   2022, 14:44:25",175.055908203125,64.3763821511774
396,wateren,11793,Water 1x maaien,,,,97.89,C (matig) - R- (sober),,,BOR,,,,,Perceel 1,,,,01.16.0002.5273,1 zijdig maaien,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0002.wr11793,"12 january   2022, 14:44:25",258.059814453125,95.6478969431846
397,wateren,12131,Water niet maaien,,,,356.78,C (matig) - R- (sober),,,HH-schap Delfland,Gemeente Delft,,,,Perceel 2,,,,,2 zijdig maaien,Louis,01.23.0003,Vogelbuurt-west,Delft,Delft,Vogelbuurt-West,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0003.wr12131,"12 january   2022, 14:45:38",938.99951171875,303.928668053582
398,wateren,12132,Water niet maaien,,,,156.81,C (matig) - R- (sober),,,HH-schap Delfland,Gemeente Delft,,,,Perceel 2,,,,,2 zijdig maaien,,01.23.0003,Vogelbuurt-west,Delft,Delft,Vogelbuurt-West,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0003.wr12132,"12 january   2022, 14:45:38",412.681884765625,141.539681339804
399,wateren,12133,Water niet maaien,,,,61.41,C (matig) - R- (sober),,,HH-schap Delfland,Gemeente Delft,,,,Perceel 2,,,,,2 zijdig maaien,Louis,01.23.0003,Vogelbuurt-west,Delft,Delft,Vogelbuurt-West,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0003.wr12133,"12 january   2022, 14:45:38",161.626220703125,66.4647042967011
400,wateren,12134,Water niet maaien,,,,513.08,C (matig) - R- (sober),,,HH-schap Delfland,Gemeente Delft,,,,Perceel 2,,,,,2 zijdig maaien,Louis,01.23.0003,Vogelbuurt-west,Delft,Delft,Vogelbuurt-West,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0003.wr12134,"12 january   2022, 14:45:38",1350.28662109375,722.54537423828
401,wateren,12135,Water niet maaien,,,,121.86,C (matig) - R- (sober),,,HH-schap Delfland,Gemeente Delft,,,,Perceel 2,,,,,2 zijdig maaien,Louis,01.23.0003,Vogelbuurt-west,Delft,Delft,Vogelbuurt-West,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0003.wr12135,"12 january   2022, 14:45:38",320.684326171875,120.672418752215
402,wateren,12136,Water niet maaien,,,,278.19,C (matig) - R- (sober),,,HH-schap Delfland,Gemeente Delft,,,,Perceel 2,,,,,1 zijdig maaien,Louis,01.23.0003,Vogelbuurt-west,Delft,Delft,Vogelbuurt-West,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0003.wr12136,"12 january   2022, 14:45:38",732.077392578125,365.738004944274
403,wateren,12137,Water niet maaien,,,,29.86,C (matig) - R- (sober),,,HH-schap Delfland,Gemeente Delft,,,,Perceel 2,,,,,1 zijdig maaien,Louis,01.23.0003,Vogelbuurt-west,Delft,Delft,Vogelbuurt-West,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0003.wr12137,"12 january   2022, 14:45:38",78.586181640625,66.5915913342134
404,wateren,12138,Water niet maaien,,,,57.38,C (matig) - R- (sober),,,HH-schap Delfland,Gemeente Delft,,,,Perceel 2,,,,,2 zijdig maaien,Louis,01.23.0003,Vogelbuurt-west,Delft,Delft,Vogelbuurt-West,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0003.wr12138,"12 january   2022, 14:45:38",151.01220703125,123.807048579435
405,wateren,12139,Water niet maaien,,,,1094.03,C (matig) - R- (sober),,,HH-schap Delfland,Gemeente Delft,,,,Perceel 2,,,,,1 zijdig maaien,Louis,01.23.0003,Vogelbuurt-west,Delft,Delft,Vogelbuurt-West,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0003.wr12139,"12 january   2022, 14:45:38",2879.23120117188,598.619421036533
406,wateren,12140,Water niet maaien,,,,102.11,C (matig) - R- (sober),,,HH-schap Delfland,Gemeente Delft,,,,Perceel 2,,,,,1 zijdig maaien,Louis,01.23.0003,Vogelbuurt-west,Delft,Delft,Vogelbuurt-West,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0003.wr12140,"12 april     2022, 20:39:43",268.745849609375,152.746361347295
407,wateren,11926,Water niet maaien,,,,3807.03,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.24.0001.0776,2 zijdig maaien,,01.24.0001,Poptahof-zuid,Delft,Delft,Poptahof-Zuid,24 Voorhof,Aart van der Leeuwlaan,0035,Binnen de bebouwde kom,wtr,01.24.0001.wr11926,"12 january   2022, 14:45:38",10028.0712890625,1029.80533119257
408,wateren,11821,Water niet maaien,,,,609.71,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 1,,,,01.12.0006.0610,2 zijdig maaien,,01.12.0006,Biesland,Delft,Delft,Biesland,12 Vrijenban,Van Lodensteynstraat,3115,Binnen de bebouwde kom,wtr,01.12.0006.wr11821,"12 january   2022, 14:44:25",1607.23828125,281.986187545835
409,wateren,11822,Water niet maaien,,,,1176.28,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 1,,,,01.12.0007.0660,2 zijdig maaien,,01.12.0007,Heilige land,Delft,Delft,Heilige Land,12 Vrijenban,Van Lodensteynstraat,3115,Binnen de bebouwde kom,wtr,01.12.0007.wr11822,"12 january   2022, 14:44:25",3100.5927734375,460.218821897271
410,wateren,12135,Water niet maaien,,,,3320.61,C (matig) - R- (sober),,,HH-schap Delfland,Gemeente Delft,,,,Perceel 2,,,,,2 zijdig maaien,Louis,01.22.0004,Aziëbuurt,Delft,Delft,Aziëbuurt,22 Tanthof-West,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.22.0004.wr12135,"12 january   2022, 14:45:38",8738.5966796875,862.614371033034
411,wateren,11892,Water niet maaien,,,,1350.24,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 1,,,,01.13.0002.0469,2 zijdig maaien,,01.13.0002,Ministersbuurt-west,Delft,Delft,Ministersbuurt-West,13 Hof van Delft,Van Foreestweg,1511,Binnen de bebouwde kom,wtr,01.13.0002.wr11892,"12 january   2022, 14:44:25",3559.05395507813,578.026903696158
412,wateren,12133,Water niet maaien,,,,9610.15,C (matig) - R- (sober),,,HH-schap Delfland,Gemeente Delft,,,,Perceel 2,,,,,2 zijdig maaien,Louis,01.22.0004,Aziëbuurt,Delft,Delft,Aziëbuurt,22 Tanthof-West,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.22.0004.wr12133,"12 january   2022, 14:45:38",25290.9399414063,1013.61628994627
413,wateren,12136,Water niet maaien,,,,1541.83,C (matig) - R- (sober),,,HH-schap Delfland,Gemeente Delft,,,,Perceel 2,,,,,1 zijdig maaien,Louis,01.22.0004,Aziëbuurt,Delft,Delft,Aziëbuurt,22 Tanthof-West,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.22.0004.wr12136,"7 june      2022, 17:54:25",4058.54028320313,1024.12665895092
414,wateren,12137,Water niet maaien,,,,139.84,C (matig) - R- (sober),,,HH-schap Delfland,Gemeente Delft,,,,Perceel 2,,,,,2 zijdig maaien,Louis,01.22.0004,Aziëbuurt,Delft,Delft,Aziëbuurt,22 Tanthof-West,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.22.0004.wr12137,"12 january   2022, 14:45:38",368.101318359375,123.710578363574
415,wateren,11956,Water niet maaien,,,,151.22,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.14.0002.0592,2 zijdig maaien,,01.14.0002,Ecodus,Delft,Delft,Ecodus,14 Voordijkshoorn,Polderpad,9148,Binnen de bebouwde kom,wtr,01.14.0002.wr11956,"12 january   2022, 14:45:38",398.482177734375,96.1543714037935
416,wateren,11957,Water niet maaien,,,,3401.76,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 1,,,,01.13.0004.1120,2 zijdig maaien,,01.13.0004,Westeindebuurt,Delft,Delft,Westeindebuurt,13 Hof van Delft,Van Foreestweg,1511,Binnen de bebouwde kom,wtr,01.13.0004.wr11957,"12 january   2022, 14:44:25",8964.98022460938,807.937254349976
417,wateren,11958,Water niet maaien,,,,309.94,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 1,,,,01.16.0001.2194,2 zijdig maaien,,01.16.0001,Bedrijventerrein Ypenburgsepoort,Delft,Delft,Bedrijventerrein Ypenburgsepoort,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0001.wr11958,"12 january   2022, 14:44:25",817.510986328125,439.310307432905
418,wateren,1,Water Paddenpoel,,,,108.83,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 1,,,,,2 zijdig maaien,,01.13.0009,Park - Wilhelminapark,Delft,Delft,Westeindebuurt,13 Hof van Delft,Westplantsoen,5630,Binnen de bebouwde kom,wtr,01.13.0009.wr1,"29 march     2022, 13:19:05",286.794921875,96.0384211735407
419,wateren,11811,Water niet maaien,,,,1454.7,C (matig) - R- (sober),,,HH-schap Delfland,Gemeente Delft,,,,Perceel 1,,,,,1 zijdig maaien,Louis - Eigendomsgrenzen,01.12.0003,Sint Joris,Delft,Delft,Sint Joris,12 Vrijenban,Van Lodensteynstraat,3115,Binnen de bebouwde kom,wtr,01.12.0003.wr11811,"12 january   2022, 14:44:25",3836.44995117188,839.092324363737
420,wateren,11812,Water niet maaien,,,,1122.99,C (matig) - R- (sober),,,HH-schap Delfland,Gemeente Delft,,,,Perceel 1,,,,,1 zijdig maaien,Louis - Eigendomsgrenzen,01.12.0003,Sint Joris,Delft,Delft,Sint Joris,12 Vrijenban,Van Lodensteynstraat,3115,Binnen de bebouwde kom,wtr,01.12.0003.wr11812,"12 january   2022, 14:44:25",2961.484375,657.20845004478
421,wateren,11854,Water niet maaien,,,,26.89,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 1,,,,01.16.0004.1500,2 zijdig maaien,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0004.wr11854,"12 january   2022, 14:44:25",70.882568359375,76.4033638500361
422,wateren,11908,Water niet maaien,,,,5171.64,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.25.0000.0478,2 zijdig maaien,,01.25.0000,Reinier de Graaf,Delft,Delft,Reinier de Graafbuurt,25 Buitenhof,Prinses Beatrixlaan,4324,Binnen de bebouwde kom,wtr,01.25.0000.wr11908,"9 june      2022, 18:10:52",13621.6784667969,1252.62896664683
423,wateren,11909,Water niet maaien,,,,1655.06,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 1,,,,01.13.0002.0472,2 zijdig maaien,,01.13.0002,Ministersbuurt-west,Delft,Delft,Ministersbuurt-West,13 Hof van Delft,Van Foreestweg,1511,Binnen de bebouwde kom,wtr,01.13.0002.wr11909,"12 january   2022, 14:44:25",4362.31591796875,501.223577593808
424,wateren,11910,Water niet maaien,,,,1376.01,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 1,,,,01.13.0002.0471,2 zijdig maaien,,01.13.0002,Ministersbuurt-west,Delft,Delft,Ministersbuurt-West,13 Hof van Delft,Van Foreestweg,1511,Binnen de bebouwde kom,wtr,01.13.0002.wr11910,"12 january   2022, 14:44:25",3626.6142578125,426.827657524378
425,wateren,11927,Water niet maaien,,,,84.23,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.14.0002.0597,2 zijdig maaien,,01.14.0002,Ecodus,Delft,Delft,Ecodus,14 Voordijkshoorn,Polderpad,9148,Binnen de bebouwde kom,wtr,01.14.0002.wr11927,"12 january   2022, 14:45:38",221.958984375,82.4348405738221
426,wateren,11735,Water niet maaien,,,,205,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 1,,,,01.16.0004.1351,2 zijdig maaien,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0004.wr11735,"12 january   2022, 14:44:25",540.25048828125,180.507484325223
427,wateren,11736,Water niet maaien,,,,97.81,C (matig) - R- (sober),,,BOR,,,,,Perceel 1,,,,01.16.0002.4350,_2 zijdig maaien,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0002.wr11736,"12 january   2022, 14:44:25",257.83203125,74.2606192681367
428,wateren,11737,Water niet maaien,,,,1434.46,C (matig) - R- (sober),,,BOR,,,,,Perceel 1,,,,01.16.0002.4730,_2 zijdig maaien,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0002.wr11737,"12 january   2022, 14:44:25",3781.22094726563,296.049747544965
429,wateren,11738,Water 1x maaien,,,,28.36,C (matig) - R- (sober),,,BOR,,,,,Perceel 1,,,,01.16.0004.1356,2 zijdig maaien,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0004.wr11738,"12 january   2022, 14:44:25",74.746337890625,44.9720069880971
430,wateren,11740,Water 1x maaien,,,,602.99,C (matig) - R- (sober),,,BOR,,,,,Perceel 1,,,,01.28.0008.0022,1 zijdig maaien,,01.28.0008,Pauwmolen,Delft,Delft,Pauwmolen,28 Wippolder,Michiel de Ruyterweg,3417,Binnen de bebouwde kom,wtr,01.28.0008.wr11740,"12 january   2022, 14:44:25",1588.9052734375,789.344273065054
431,wateren,11805,Water niet maaien,,,,1031.89,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 1,,,,01.12.0006.0519,2 zijdig maaien,,01.12.0006,Biesland,Delft,Delft,Biesland,12 Vrijenban,Van Lodensteynstraat,3115,Binnen de bebouwde kom,wtr,01.12.0006.wr11805,"12 january   2022, 14:44:25",2720.13232421875,647.043649960075
432,wateren,11770,Water niet maaien,,,,832.96,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 1,,,,01.16.0002.4191,2 zijdig maaien,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0002.wr11770,"12 january   2022, 14:44:25",2196.78051757813,1555.26944992492
433,wateren,12138,Water 1x maaien,,,,975.83,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,,Perceel 1,,,,,2 zijdig maaien,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0004.wr12138,"12 january   2022, 14:44:25",2571.8994140625,476.708026625743
434,wateren,11911,Water niet maaien,,,,1399.62,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 1,,,,01.13.0002.0474,2 zijdig maaien,,01.13.0002,Ministersbuurt-west,Delft,Delft,Ministersbuurt-West,13 Hof van Delft,Van Foreestweg,1511,Binnen de bebouwde kom,wtr,01.13.0002.wr11911,"12 january   2022, 14:44:25",3689.24389648438,692.54198007298
435,wateren,11717,Water 1x maaien,,,,459.24,C (matig) - R- (sober),,,BOR,,,,,Perceel 1,,,,01.16.0004.1893,2 zijdig maaien,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0004.wr11717,"12 january   2022, 14:44:25",1210.4072265625,434.847683808375
436,wateren,12136,Water sloot niet maaien,,,,1182.96,C (matig) - R- (sober),,,HH-schap Delfland,Gemeente Delft,,,,Perceel 1,,,,,2 zijdig maaien,Louis,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0004.wr12136,"12 january   2022, 14:44:25",3118.244140625,574.820683419981
437,wateren,12140,Water 1x maaien,,,,3014.37,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,,Perceel 1,,,,,2 zijdig maaien,Louis,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0004.wr12140,"12 january   2022, 14:44:25",7944.43505859375,1701.88417841436
438,wateren,11720,Water 1x maaien,,,,569.14,C (matig) - R- (sober),,,BOR,,,,,Perceel 1,,,,01.16.0004.1892,2 zijdig maaien,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0004.wr11720,"12 january   2022, 14:44:25",1500.11645507813,441.098329278469
439,wateren,11721,Water niet maaien,,,,596.31,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 1,,,,01.16.0002.5241,_2 zijdig maaien,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0002.wr11721,"12 january   2022, 14:44:25",1571.8203125,157.847805478544
440,wateren,11794,Water 1x maaien,,,,648.36,C (matig) - R- (sober),,,BOR,,,,,Perceel 1,,,,01.16.0002.4187,1 zijdig maaien,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0002.wr11794,"12 january   2022, 14:44:25",1709.42578125,453.026612086608
441,wateren,11807,Water niet maaien,,,,2866.86,C (matig) - R- (sober),,,HH-schap Delfland,HH-schap Delfland,,,,Perceel 1,,,,01.16.0001.2208,2 zijdig maaien,,01.16.0001,Bedrijventerrein Ypenburgsepoort,Delft,Delft,Bedrijventerrein Ypenburgsepoort,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0001.wr11807,"12 january   2022, 14:44:25",7559.29345703125,1274.55426053464
442,wateren,11808,Water niet maaien,,,,1101.09,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 1,,,,01.12.0006.0518,2 zijdig maaien,,01.12.0006,Biesland,Delft,Delft,Biesland,12 Vrijenban,Van Lodensteynstraat,3115,Binnen de bebouwde kom,wtr,01.12.0006.wr11808,"12 january   2022, 14:44:25",2902.69506835938,528.411729802068
443,wateren,12126,Water niet maaien,,,,281.34,C (matig) - R- (sober),,,HH-schap Delfland,Gemeente Delft,,,,Perceel 2,,,,,2 zijdig maaien,Louis,01.23.0003,Vogelbuurt-west,Delft,Delft,Vogelbuurt-West,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0003.wr12126,"12 january   2022, 14:45:38",740.478515625,242.991966291416
444,wateren,11873,Water niet maaien,,,,378.98,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.29.0001.0121,2 zijdig maaien,,01.29.0001,Bedrijventerrein Technopolis,Delft,Delft,Bedrijventerrein Technopolis,29 Ruiven,Michiel de Ruyterweg,3417,Binnen de bebouwde kom,wtr,01.29.0001.wr11873,"12 january   2022, 14:45:38",998.0712890625,232.826561798352
445,wateren,11874,Water niet maaien,,,,64.01,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.29.0001.0123,1 zijdig maaien,Louis - Eigendomsgrenzen,01.29.0001,Bedrijventerrein Technopolis,Delft,Delft,Bedrijventerrein Technopolis,29 Ruiven,Michiel de Ruyterweg,3417,Binnen de bebouwde kom,wtr,01.29.0001.wr11874,"12 january   2022, 14:45:38",168.573974609375,94.0130364392594
446,wateren,11875,Water niet maaien,,,,6981.87,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 1,,,,01.28.0007.0193,_2 zijdig maaien,,01.28.0007,Bedrijventerrein Delftech,Delft,Delft,Bedrijventerrein Delftech,28 Wippolder,Michiel de Ruyterweg,3417,Binnen de bebouwde kom,wtr,01.28.0007.wr11875,"12 january   2022, 14:44:25",18391.4912109375,1902.86247823426
447,wateren,11831,Water niet maaien,,,,1767.96,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 1,,,,01.28.0006.0614,2 zijdig maaien,,01.28.0006,Professorenbuurt,Delft,Delft,Professorenbuurt,28 Wippolder,Jan de Oudeweg,2461,Binnen de bebouwde kom,wtr,01.28.0006.wr11831,"12 january   2022, 14:44:25",4658.1123046875,600.605586794756
448,wateren,12127,Water niet maaien,,,,253.1,C (matig) - R- (sober),,,HH-schap Delfland,Gemeente Delft,,,,Perceel 2,,,,,2 zijdig maaien,Louis,01.23.0003,Vogelbuurt-west,Delft,Delft,Vogelbuurt-West,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0003.wr12127,"12 january   2022, 14:45:38",666.157470703125,287.709314671226
449,wateren,11893,Water niet maaien,,,,2138.4,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.14.0002.0654,2 zijdig maaien,,01.14.0002,Ecodus,Delft,Delft,Ecodus,14 Voordijkshoorn,Polderpad,9148,Binnen de bebouwde kom,wtr,01.14.0002.wr11893,"12 january   2022, 14:45:38",5635.26611328125,928.59199921104
450,wateren,11894,Water niet maaien,,,,1909.6,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.24.0000.0842,2 zijdig maaien,,01.24.0000,Poptahof-noord,Delft,Delft,Poptahof-Noord,24 Voorhof,Martinus Nijhofflaan,3328,Binnen de bebouwde kom,wtr,01.24.0000.wr11894,"12 january   2022, 14:45:38",5030.22265625,606.825798888931
451,wateren,12088,Water niet maaien,,,,337.92,C (matig) - R- (sober),,,HH-schap Delfland,HH-schap Delfland,,,,Perceel 1,,,,,2 zijdig maaien,,01.16.0000,De Bras,Delft,Delft,De Bras,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0000.wr12088,"30 march     2022, 15:39:25",891.093017578125,169.91491672852
452,wateren,11857,Water niet maaien,,,,39.28,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 1,,,,01.12.0008.0403,2 zijdig maaien,,01.12.0008,Bedrijventerrein Delftse Poort-west,Delft,Delft,Bedrijventerrein Delftse Poort-West,12 Vrijenban,Van Lodensteynstraat,3115,Binnen de bebouwde kom,wtr,01.12.0008.wr11857,"12 january   2022, 14:44:25",103.515625,76.4406468249022
453,wateren,11859,Water niet maaien,,,,3009.61,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 1,,,,01.28.0001.0873,2 zijdig maaien,,01.28.0001,TU-Noord,Delft,Delft,TU-Noord,28 Wippolder,Michiel de Ruyterweg,3417,Binnen de bebouwde kom,wtr,01.28.0001.wr11859,"12 january   2022, 14:44:25",7929.97241210938,1317.682289232
