OBJECTID,BORNAME,ELEMENTNUMMER,BEHEERGROEP,AANLEGJAAR,SCHOUWVAK,PEILGEBIED,OPPERVLAK,AMBITIENIVEAU,STRUCTUURGEBIED,BESCHOEIING,BEHEERDER,EIGENAAR,ONDERHOUDSPLOEG,FUNCTIE,AANWIJINGEN_UITVOERING,STRUCTUURNIVEAU,BEGROTINGSPOST,BESTEMMING,OPMERKINGEN,EXTRA_INFORMATIE_1,EXTRA_INFORMATIE_2,EXTRA_INFORMATIE_3,GROENGEBIEDCODE,GROENGEBIEDNAAM,GEMEENTE,WOONPLAATS,BUURT,WIJK,STRAAT,STRAATCODE,LIGGING,BEHEEROBJECTSOORT,BEHEEROBJECTOMSCHRIJVING,LAATSTE_MUTATIE,Shape__Area,Shape__Length
147,wateren,12028,Water niet maaien,,,,1080.48,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.25.0008.0849,2 zijdig maaien,,01.25.0008,Vrijheidsbuurt,Delft,Delft,Vrijheidsbuurt,25 Buitenhof,Prinses Beatrixlaan,4324,Binnen de bebouwde kom,wtr,01.25.0008.wr12028,"12 january   2022, 14:45:38",2845.056640625,236.704995641172
148,wateren,12029,Water niet maaien,,,,234.34,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.25.0009.0213,2 zijdig maaien,,01.25.0009,Buitenhof-Zuid,Delft,Delft,Buitenhof-Zuid,25 Buitenhof,Aagje Dekenlaan,0019,Binnen de bebouwde kom,wtr,01.25.0009.wr12029,"12 january   2022, 14:45:38",616.949462890625,321.275809630709
149,wateren,12030,Water niet maaien,,,,46.94,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.25.0004.1186,2 zijdig maaien,,01.25.0004,Fledderusbuurt,Delft,Delft,Fledderusbuurt,25 Buitenhof,Prinses Beatrixlaan,4324,Binnen de bebouwde kom,wtr,01.25.0004.wr12030,"12 january   2022, 14:45:38",123.593994140625,81.5845547506996
150,wateren,12031,Water niet maaien,,,,292.57,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.25.0001.1747,1 zijdig maaien,,01.25.0001,Buitenhof-noord,Delft,Delft,Buitenhof-Noord,25 Buitenhof,Prinses Beatrixlaan,4324,Binnen de bebouwde kom,wtr,01.25.0001.wr12031,"12 january   2022, 14:45:38",770.453369140625,544.764442600088
151,wateren,12081,Water 1x maaien,,,,294.12,C (matig) - R- (sober),,,BOR,,,,,Perceel 2,,,,01.27.0002.0107,1 zijdig maaien,,01.27.0002,Bedrijventerrein Schieweg-noord,Delft,Delft,Bedrijventerrein Schieweg-Noord,27 Schieweg,Rijnweg,9871,Binnen de bebouwde kom,wtr,01.27.0002.wr12081,"12 january   2022, 14:45:38",774.5322265625,304.424522738167
152,wateren,12084,Water 1x maaien,,,,109.98,C (matig) - R- (sober),,,BOR,,,,,Perceel 2,,,,01.27.0002.0106,1 zijdig maaien,,01.27.0002,Bedrijventerrein Schieweg-noord,Delft,Delft,Bedrijventerrein Schieweg-Noord,27 Schieweg,Rijnweg,9871,Binnen de bebouwde kom,wtr,01.27.0002.wr12084,"12 january   2022, 14:45:38",289.6064453125,109.688957221919
153,wateren,12085,Water niet maaien,,,,114.22,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 1,,,,01.13.0007.1239,2 zijdig maaien,,01.13.0007,Westerkwartier,Delft,Delft,Westerkwartier,13 Hof van Delft,Van Foreestweg,1511,Binnen de bebouwde kom,wtr,01.13.0007.wr12085,"12 january   2022, 14:44:25",300.9326171875,80.6377325449651
154,wateren,12078,Water niet maaien,,,,121.91,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 1,,,,01.16.0001.2218,2 zijdig maaien,,01.16.0001,Bedrijventerrein Ypenburgsepoort,Delft,Delft,Bedrijventerrein Ypenburgsepoort,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0001.wr12078,"3 february  2022, 18:37:24",321.563232421875,149.032965086421
155,wateren,12080,Water niet maaien,,,,405.54,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 1,,,,01.16.0001.2218,2 zijdig maaien,,01.16.0001,Bedrijventerrein Ypenburgsepoort,Delft,Delft,Bedrijventerrein Ypenburgsepoort,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0001.wr12080,"3 february  2022, 18:38:42",1069.64135742188,386.696225312688
156,wateren,11984,Water niet maaien,,,,1153.05,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.22.0003.2477,2 zijdig maaien,,01.22.0003,Latijns Amerikabuurt,Delft,Delft,Latijns Amerikabuurt,22 Tanthof-West,Straat van Ormoes,9824,Binnen de bebouwde kom,wtr,01.22.0003.wr11984,"12 january   2022, 14:45:38",3035.51025390625,475.626592138466
157,wateren,11985,Water niet maaien,,,,771.94,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.23.0000.1329,2 zijdig maaien,,01.23.0000,Bedrijventerrein Tanthof-oost,Delft,Delft,Bedrijventerrein Tanthof-Oost,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0000.wr11985,"24 may       2022, 11:52:03",2032.44067382813,675.759120082832
158,wateren,12032,Water niet maaien,,,,291.83,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.23.0001.2177,2 zijdig maaien,,01.23.0001,Boerderijbuurt,Delft,Delft,Boerderijbuurt,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0001.wr12032,"12 january   2022, 14:45:38",768.30419921875,322.887144054409
159,wateren,12033,Water niet maaien,,,,212.46,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.23.0000.1330,2 zijdig maaien,,01.23.0000,Bedrijventerrein Tanthof-oost,Delft,Delft,Bedrijventerrein Tanthof-Oost,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0000.wr12033,"12 january   2022, 14:45:38",559.3564453125,273.827680638862
160,wateren,12087,Water niet maaien,,,,276.1,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 1,,,,01.13.0007.1071,2 zijdig maaien,,01.13.0007,Westerkwartier,Delft,Delft,Westerkwartier,13 Hof van Delft,Van Foreestweg,1511,Binnen de bebouwde kom,wtr,01.13.0007.wr12087,"24 february  2022, 18:11:30",727.4228515625,121.612983180482
161,wateren,12088,Water 1x maaien,,,,716.13,C (matig) - R- (sober),,,BOR,,,,,Perceel 2,,,,01.22.0004.2369,2 zijdig maaien,,01.22.0004,Aziëbuurt,Delft,Delft,Aziëbuurt,22 Tanthof-West,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.22.0004.wr12088,"12 january   2022, 14:45:38",1884.99658203125,304.606218200238
162,wateren,11988,Water niet maaien,,,,3642.61,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.24.0004.0810,1 zijdig maaien,,01.24.0004,Aart van der Leeuwbuurt,Delft,Delft,Aart van der Leeuwbuurt,24 Voorhof,Martinus Nijhofflaan,3328,Binnen de bebouwde kom,wtr,01.24.0004.wr11988,"12 january   2022, 14:45:38",9592.7158203125,1111.08652380926
163,wateren,12035,Water niet maaien,,,,109.97,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.22.0003.2491,2 zijdig maaien,,01.22.0003,Latijns Amerikabuurt,Delft,Delft,Latijns Amerikabuurt,22 Tanthof-West,Straat van Ormoes,9824,Binnen de bebouwde kom,wtr,01.22.0003.wr12035,"12 january   2022, 14:45:38",289.5078125,158.366627653786
164,wateren,12036,Water niet maaien,,,,59.34,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.22.0004.2405,2 zijdig maaien,,01.22.0004,Aziëbuurt,Delft,Delft,Aziëbuurt,22 Tanthof-West,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.22.0004.wr12036,"12 january   2022, 14:45:38",156.197998046875,111.695671613143
165,wateren,12037,Water niet maaien,,,,462.91,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.24.0004.0787,2 zijdig maaien,,01.24.0004,Aart van der Leeuwbuurt,Delft,Delft,Aart van der Leeuwbuurt,24 Voorhof,Martinus Nijhofflaan,3328,Binnen de bebouwde kom,wtr,01.24.0004.wr12037,"12 january   2022, 14:45:38",1219.21337890625,261.56136664921
166,wateren,12038,Water niet maaien,,,,395.86,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.24.0004.0788,2 zijdig maaien,,01.24.0004,Aart van der Leeuwbuurt,Delft,Delft,Aart van der Leeuwbuurt,24 Voorhof,Martinus Nijhofflaan,3328,Binnen de bebouwde kom,wtr,01.24.0004.wr12038,"12 january   2022, 14:45:38",1042.55688476563,210.917398284828
167,wateren,11989,Water niet maaien,,,,2055.44,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.24.0005.1797,2 zijdig maaien,,01.24.0005,Roland Holstbuurt,Delft,Delft,Roland Holstbuurt,24 Voorhof,Martinus Nijhofflaan,3328,Binnen de bebouwde kom,wtr,01.24.0005.wr11989,"12 january   2022, 14:45:38",5412.6513671875,656.357657473479
168,wateren,11990,Water niet maaien,,,,345.38,C (matig) - R- (sober),,,HH-schap Delfland,Gemeente Delft,,,,Perceel 2,,,,01.23.0001.1808,2 zijdig maaien,,01.23.0001,Boerderijbuurt,Delft,Delft,Boerderijbuurt,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0001.wr11990,"12 january   2022, 14:45:38",909.25830078125,354.432196138892
169,wateren,12039,Water niet maaien,,,,236.25,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.22.0003.2472,2 zijdig maaien,,01.22.0003,Latijns Amerikabuurt,Delft,Delft,Latijns Amerikabuurt,22 Tanthof-West,Straat van Ormoes,9824,Binnen de bebouwde kom,wtr,01.22.0003.wr12039,"12 january   2022, 14:45:38",621.96826171875,220.638736057224
170,wateren,12157,Water sloot niet maaien,,,,131.73,C (matig) - R- (sober),,,HH-schap Delfland,Gemeente Delft,,,,Perceel 1,,,,,2 zijdig maaien,Louis,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0004.wr12157,"12 january   2022, 14:44:25",347.233154296875,88.7125403661077
171,wateren,12142,Water niet maaien,,,,205.1,C (matig) - R- (sober),,,HH-schap Delfland,Gemeente Delft,,,,Perceel 2,,,,,2 zijdig maaien,Louis,01.23.0003,Vogelbuurt-west,Delft,Delft,Vogelbuurt-West,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0003.wr12142,"12 january   2022, 14:45:38",539.821533203125,191.443667354204
172,wateren,12159,Greppel,,,,30.09,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 1,,,,01.16.0002.4203,2 zijdig maaien,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0002.wr12159,"5 may       2022, 13:47:53",79.347412109375,100.95324413009
173,wateren,12040,Water niet maaien,,,,1046.23,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.23.0000.1603,2 zijdig maaien,,01.23.0000,Bedrijventerrein Tanthof-oost,Delft,Delft,Bedrijventerrein Tanthof-Oost,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0000.wr12040,"12 january   2022, 14:45:38",2754.68627929688,273.973878226869
174,wateren,12093,Water niet maaien,,,,1563.86,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.22.0004.2389,2 zijdig maaien,,01.22.0004,Aziëbuurt,Delft,Delft,Aziëbuurt,22 Tanthof-West,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.22.0004.wr12093,"12 january   2022, 14:45:38",4115.86157226563,772.823490988251
175,wateren,12094,Water niet maaien,,,,2262.36,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.22.0004.2919,2 zijdig maaien,,01.22.0004,Aziëbuurt,Delft,Delft,Aziëbuurt,22 Tanthof-West,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.22.0004.wr12094,"12 january   2022, 14:45:38",5954.89404296875,1160.52060517365
176,wateren,12004,Water niet maaien,,,,3468.78,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.25.0001.1735,2 zijdig maaien,,01.25.0001,Buitenhof-noord,Delft,Delft,Buitenhof-Noord,25 Buitenhof,Prinses Beatrixlaan,4324,Binnen de bebouwde kom,wtr,01.25.0001.wr12004,"12 january   2022, 14:45:38",9135.82055664063,1218.5908679548
177,wateren,12005,Water niet maaien,,,,477.59,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.23.0001.1817,2 zijdig maaien,,01.23.0001,Boerderijbuurt,Delft,Delft,Boerderijbuurt,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0001.wr12005,"12 january   2022, 14:45:38",1257.34936523438,244.711410346535
178,wateren,12056,Water niet maaien,,,,31.27,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.24.0005.1913,2 zijdig maaien,,01.24.0005,Roland Holstbuurt,Delft,Delft,Roland Holstbuurt,24 Voorhof,Martinus Nijhofflaan,3328,Binnen de bebouwde kom,wtr,01.24.0005.wr12056,"12 january   2022, 14:45:38",82.332763671875,98.5415622405287
179,wateren,12057,Water niet maaien,,,,151.65,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.22.0003.2473,2 zijdig maaien,,01.22.0003,Latijns Amerikabuurt,Delft,Delft,Latijns Amerikabuurt,22 Tanthof-West,Straat van Ormoes,9824,Binnen de bebouwde kom,wtr,01.22.0003.wr12057,"12 january   2022, 14:45:38",399.217529296875,93.6771999681253
180,wateren,12058,Water niet maaien,,,,60.81,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.14.0004.1226,2 zijdig maaien,,01.14.0004,Westlandhof,Delft,Delft,Westlandhof,14 Voordijkshoorn,Polderpad,9148,Binnen de bebouwde kom,wtr,01.14.0004.wr12058,"12 january   2022, 14:45:38",160.20263671875,84.8313395427894
181,wateren,12059,Water niet maaien,,,,32.69,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.25.0004.1187,2 zijdig maaien,,01.25.0004,Fledderusbuurt,Delft,Delft,Fledderusbuurt,25 Buitenhof,Prinses Beatrixlaan,4324,Binnen de bebouwde kom,wtr,01.25.0004.wr12059,"12 january   2022, 14:45:38",86.08544921875,48.8867575313229
182,wateren,12060,Water niet maaien,,,,34.5,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.25.0004.1184,2 zijdig maaien,,01.25.0004,Fledderusbuurt,Delft,Delft,Fledderusbuurt,25 Buitenhof,Prinses Beatrixlaan,4324,Binnen de bebouwde kom,wtr,01.25.0004.wr12060,"12 january   2022, 14:45:38",90.862060546875,55.5393222445145
183,wateren,12114,Water niet maaien,,,,171.87,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.22.0004.2408,2 zijdig maaien,,01.22.0004,Aziëbuurt,Delft,Delft,Aziëbuurt,22 Tanthof-West,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.22.0004.wr12114,"12 january   2022, 14:45:38",452.382568359375,280.900913009165
184,wateren,12115,Water 1x maaien,,,,381.43,C (matig) - R- (sober),,,BOR,,,,,Perceel 2,,,,01.22.0004.2373,2 zijdig maaien,,01.22.0004,Aziëbuurt,Delft,Delft,Aziëbuurt,22 Tanthof-West,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.22.0004.wr12115,"12 january   2022, 14:45:38",1003.97314453125,138.133792294775
185,wateren,12116,Water 1x maaien,,,,873,C (matig) - R- (sober),,,BOR,,,,,Perceel 2,,,,01.22.0004.2914,2 zijdig maaien,,01.22.0004,Aziëbuurt,Delft,Delft,Aziëbuurt,22 Tanthof-West,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.22.0004.wr12116,"12 january   2022, 14:45:38",2297.9189453125,334.410040732017
186,wateren,12118,Water 1x maaien,,,,443.46,C (matig) - R- (sober),,,BOR,,,,,Perceel 2,,,,01.22.0004.2375,2 zijdig maaien,,01.22.0004,Aziëbuurt,Delft,Delft,Aziëbuurt,22 Tanthof-West,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.22.0004.wr12118,"12 january   2022, 14:45:38",1167.2626953125,153.352280177548
187,wateren,12082,Water niet maaien,,,,856.53,C (matig) - R- (sober),,,HH-schap Delfland,Gemeente Delft,,,,Perceel 2,,,,,2 zijdig maaien,Louis,01.24.0007,Multatulibuurt,Delft,Delft,Multatulibuurt,24 Voorhof,Martinus Nijhofflaan,3328,Binnen de bebouwde kom,wtr,01.24.0007.wr12082,"12 january   2022, 14:45:38",2255.46264648438,288.622340375948
188,wateren,9552,Water niet maaien,,,,42.83,C (matig) - R- (sober),,,HH-schap Delfland,Gemeente Delft,,,,Perceel 2,,,,-,,,01.29.0001,Bedrijventerrein Technopolis,Delft,Delft,Bedrijventerrein Technopolis,29 Ruiven,Michiel de Ruyterweg,3417,Binnen de bebouwde kom,wtr,01.29.0001.wr9552,"12 january   2022, 14:45:38",112.754638671875,263.594256522344
189,wateren,12006,Water niet maaien,,,,766.27,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.24.0005.1915,2 zijdig maaien,,01.24.0005,Roland Holstbuurt,Delft,Delft,Roland Holstbuurt,24 Voorhof,Martinus Nijhofflaan,3328,Binnen de bebouwde kom,wtr,01.24.0005.wr12006,"12 january   2022, 14:45:38",2017.53515625,678.027073953342
190,wateren,12061,Water niet maaien,,,,106.44,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.25.0004.1186,2 zijdig maaien,,01.25.0004,Fledderusbuurt,Delft,Delft,Fledderusbuurt,25 Buitenhof,Prinses Beatrixlaan,4324,Binnen de bebouwde kom,wtr,01.25.0004.wr12061,"12 january   2022, 14:45:38",280.2919921875,94.7536071059902
191,wateren,12138,Water niet maaien,,,,137.44,C (matig) - R- (sober),,,HH-schap Delfland,Gemeente Delft,,,,Perceel 2,,,,,2 zijdig maaien,Louis,01.22.0004,Aziëbuurt,Delft,Delft,Aziëbuurt,22 Tanthof-West,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.22.0004.wr12138,"12 january   2022, 14:45:38",361.72265625,182.381250324894
192,wateren,12148,Water niet maaien,,,,1169.82,C (matig) - R- (sober),,,BOR,,,,,Perceel 1,,,,01.16.0002.4728,_2 zijdig maaien,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0002.wr12148,"12 january   2022, 14:44:25",3083.64624023438,597.693538279593
193,wateren,12149,Water niet maaien,,,,471.84,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,,Perceel 1,,,,,_2 zijdig maaien,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0002.wr12149,"12 january   2022, 14:44:25",1243.85961914063,269.494765771294
194,wateren,11877,Water niet maaien,,,,15.87,C (matig) - R- (sober),,,HH-schap Delfland,Gemeente Delft,,,,Perceel 2,,,,-,,,01.29.0001,Bedrijventerrein Technopolis,Delft,Delft,Bedrijventerrein Technopolis,29 Ruiven,Michiel de Ruyterweg,3417,Binnen de bebouwde kom,wtr,01.29.0001.wr11877,"12 january   2022, 14:45:38",41.768798828125,136.22673990777
195,wateren,12068,Water niet maaien,,,,242.6,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.24.0005.1915,2 zijdig maaien,,01.24.0005,Roland Holstbuurt,Delft,Delft,Roland Holstbuurt,24 Voorhof,Martinus Nijhofflaan,3328,Binnen de bebouwde kom,wtr,01.24.0005.wr12068,"12 january   2022, 14:45:38",638.7412109375,749.19890326344
196,wateren,12008,Water niet maaien,,,,347.69,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.22.0003.2487,1 zijdig maaien,Louis - Eigendomsgrenzen,01.22.0003,Latijns Amerikabuurt,Delft,Delft,Latijns Amerikabuurt,22 Tanthof-West,Straat van Ormoes,9824,Binnen de bebouwde kom,wtr,01.22.0003.wr12008,"12 january   2022, 14:45:38",915.2646484375,581.209398852772
197,wateren,12062,Water niet maaien,,,,41.9,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.23.0001.1822,2 zijdig maaien,,01.23.0001,Boerderijbuurt,Delft,Delft,Boerderijbuurt,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0001.wr12062,"12 january   2022, 14:45:38",110.289794921875,97.7882398153922
198,wateren,12063,Water niet maaien,,,,78.52,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.22.0004.2406,2 zijdig maaien,,01.22.0004,Aziëbuurt,Delft,Delft,Aziëbuurt,22 Tanthof-West,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.22.0004.wr12063,"12 january   2022, 14:45:38",206.673095703125,135.532123406741
199,wateren,12064,Water niet maaien,,,,53.56,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.22.0003.2656,1 zijdig maaien,Louis - Eigendomsgrenzen,01.22.0003,Latijns Amerikabuurt,Delft,Delft,Latijns Amerikabuurt,22 Tanthof-West,Straat van Ormoes,9824,Binnen de bebouwde kom,wtr,01.22.0003.wr12064,"12 january   2022, 14:45:38",140.997802734375,80.2636857618106
200,wateren,12065,Water niet maaien,,,,69.63,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.22.0003.2466,1 zijdig maaien,Louis - Eigendomsgrenzen,01.22.0003,Latijns Amerikabuurt,Delft,Delft,Latijns Amerikabuurt,22 Tanthof-West,Straat van Ormoes,9824,Binnen de bebouwde kom,wtr,01.22.0003.wr12065,"12 january   2022, 14:45:38",183.299560546875,107.474533021334
201,wateren,11690,Water 1x maaien,,,,121.82,C (matig) - R- (sober),,,BOR,,,,,Perceel 1,,,,01.28.0008.0028,1 zijdig maaien,,01.28.0008,Pauwmolen,Delft,Delft,Pauwmolen,28 Wippolder,Michiel de Ruyterweg,3417,Binnen de bebouwde kom,wtr,01.28.0008.wr11690,"12 january   2022, 14:44:25",320.996826171875,94.6854334877887
202,wateren,11691,Water 1x maaien,,,,1032.62,C (matig) - R- (sober),,,BOR,,,,,Perceel 1,,,,01.28.0008.0023,2 zijdig maaien,,01.28.0008,Pauwmolen,Delft,Delft,Pauwmolen,28 Wippolder,Michiel de Ruyterweg,3417,Binnen de bebouwde kom,wtr,01.28.0008.wr11691,"12 january   2022, 14:44:25",2720.95825195313,395.133247167442
203,wateren,12144,Water 1x maaien,,,,101.59,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,,Perceel 1,,,,,2 zijdig maaien,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0002.wr12144,"12 january   2022, 14:44:25",267.808837890625,153.808136551756
204,wateren,12145,Water 1x maaien,,,,86.32,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,,Perceel 1,,,,,2 zijdig maaien,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0002.wr12145,"12 january   2022, 14:44:25",227.556396484375,123.289318420784
205,wateren,12133,Water niet maaien,,,,988.7,C (matig) - R- (sober),,,HH-schap Delfland,Gemeente Delft,,,,Perceel 1,,,,,2 zijdig maaien,,01.16.0004,Hoflaan,Delft,Delft,Hoflaan,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0004.wr12133,"12 january   2022, 14:44:25",2605.8359375,552.858524300299
206,wateren,12081,Water niet maaien,,,,6679.99,C (matig) - R- (sober),,,HH-schap Delfland,Gemeente Delft,,,,Perceel 2,,,,,2 zijdig maaien,Louis,01.24.0007,Multatulibuurt,Delft,Delft,Multatulibuurt,24 Voorhof,Martinus Nijhofflaan,3328,Binnen de bebouwde kom,wtr,01.24.0007.wr12081,"12 january   2022, 14:45:38",17589.4675292969,1276.96305046735
207,wateren,11993,Water niet maaien,,,,1310.36,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.24.0007.1410,2 zijdig maaien,,01.24.0007,Multatulibuurt,Delft,Delft,Multatulibuurt,24 Voorhof,Martinus Nijhofflaan,3328,Binnen de bebouwde kom,wtr,01.24.0007.wr11993,"12 january   2022, 14:45:38",3450.62109375,424.792878974607
208,wateren,11994,Water niet maaien,,,,3048.32,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.25.0010.0016,1 zijdig maaien,Louis - Eigendomsgrenzen,01.25.0010,Kerkpolder,Delft,Delft,Kerkpolder,25 Buitenhof,Prinses Beatrixlaan,4324,Binnen de bebouwde kom,wtr,01.25.0010.wr11994,"12 january   2022, 14:45:38",8026.50952148438,1132.17154967162
209,wateren,11995,Water niet maaien,,,,433.43,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.25.0007.1641,1 zijdig maaien,Louis - Eigendomsgrenzen,01.25.0007,Verzetstrijdersbuurt,Delft,Delft,,25 Buitenhof,Koetlaan,2836,Binnen de bebouwde kom,wtr,01.25.0007.wr11995,"12 january   2022, 14:45:38",1141.27734375,560.169363827659
210,wateren,67,Greppel,,,,46.3,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,,Perceel 1,,,,,,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0002.wr67,"12 january   2022, 14:44:25",122.0927734375,152.711451245732
211,wateren,68,Greppel,,,,110.43,C (matig) - R- (sober),,,BOR,Gemeente Delft,,,,Perceel 1,,,,,,,01.16.0002,De Grote Plas,Delft,Delft,De Grote Plas,16 Delftse Hout,Middelweg,6254,Binnen de bebouwde kom,wtr,01.16.0002.wr68,"12 january   2022, 14:44:25",291.201904296875,360.899630715021
212,wateren,12100,Water niet maaien,,,,701.43,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.23.0003.2753,2 zijdig maaien,,01.23.0003,Vogelbuurt-west,Delft,Delft,Vogelbuurt-West,23 Tanthof-Oost,Tanthofdreef,6742,Binnen de bebouwde kom,wtr,01.23.0003.wr12100,"12 january   2022, 14:45:38",1846.17211914063,367.370340053761
213,wateren,11996,Water niet maaien,,,,494.95,C (matig) - R- (sober),,,HH-schap Delfland,,,,,Perceel 2,,,,01.25.0010.0019,1 zijdig maaien,Louis - Eigendomsgrenzen,01.25.0010,Kerkpolder,Delft,Delft,Kerkpolder,25 Buitenhof,Prinses Beatrixlaan,4324,Binnen de bebouwde kom,wtr,01.25.0010.wr11996,"12 january   2022, 14:45:38",1303.31909179688,354.832484794
