OBJECTID,GUID,REF_FYSIEKE_SPOORTAK_PUIC,REF_FYSIEKE_SPOORTAK_NAAM,LENGTE,X_BEGIN,Y_BEGIN,Z_BEGIN,X_EIND,Y_EIND,Z_EIND,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VAN,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT,KM_GEOCODE_TOT_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,PRORAIL_GEBIED,REF_FUNC_SPOORTAK_NAAM_LANG,SPOORSTAAF_LINKS_RECHTS
17,99c9c21f-f163-b2f5-393e-e971158c6a44,35f2f499-e9fc-42a7-877e-17e9e79f7488,403R,109.633737,73173.469,436452.992,5.332,73093.018,436527.324,5.405,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte",26.801339,"26,801339",26.909401,"26,909401",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,950_403R_26.8,Rechts
19,f6c55cd5-faf4-8ec0-8585-5ae80943eb78,bddcf0a9-6d58-4668-8667-ddb558627326,229L,13.969592,79656.02,431655.476,4.271,79669.903,431657.029,4.31,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",17.511775,"17,511775",17.497854,"17,497854",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,950_229L_17.6,Rechts
21,8a408f16-280a-a75f-850a-10c46e93b5f4,afa81527-2fa4-4599-9fd4-8177c68e3c2c,10V,3683.384822,156642.02,459476.613,3.929,154586.212,462495.316,5.686,040,,40,040__,Leusden - Amersfoort,Lsd-Amf,Leusden - Amersfoort ,46.71692,"46,716920",50.400084,"50,400084",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,Midden,040_10V_46.7,Rechts
22,b22ccc68-bb2f-40de-8acd-7c4163e88e41,03c9d374-5cdf-47f2-8382-bc0b0bd8129c,ST_X0582,204.205637,192734.284,442532.649,13.488,192585.539,442672.116,13.491,858,,858,858__,Arnhem Gem. Stamlijn,Ahg-Ahi,Arnhem Goederenstation - Arnhem Industrie ,100.837008,"100,837008",100.632543,"100,632543",Derden - Overig - Industriepark Kleefse Waard,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,Oost,858_ST_X0582_100.8,Rechts
23,06c8cb6a-bd3c-4801-80f5-4e218d8a5848,f76f4158-62be-4205-b09f-3617f9e7518c,441R,157.54667,153563.155,462985.9,6.723,153718.225,462958.419,6.604,900,,900,900__,Amersfoort Hoofdwerkplaats,Amf-Amfwph,Amersfoort - Amersfoort Hoofdwerkplaats ,201.03408,"201,034080",201.190666,"201,190666",Derden - Overig,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,Midden,900_441R_201.0,Rechts
24,1dd57df2-9ff1-89a7-8ff9-e456499ce772,6ae07d0f-c0ae-4ea6-add4-83c3eedfeb7e,355AR,131.140745,206048.076,585802.85,1.94,206179.215,585803.512,1.71,002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,51.44674,"51,446740",51.577885,"51,577885",ProRail,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,Noord,002_355AR_51.4,Rechts
25,59b7dacf-7c70-497c-b6bd-366103ca264d,bdac0bf1-0d6d-4a87-8059-ba7655111141,971R,193.242389,68007.809,440481.219,5.225,68009.79,440674.397,5.225,474,a,474,474_a,Rotterdam Europoort 1,Erp-Erpelbw,"Rotterdam, Emplacement Europoort - Europoort Elbeweg ",102.36919,"102,369190",102.562568,"102,562568",Strukton Rail Short Line,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,474_971R_102.3,Rechts
26,0f673944-b11a-4b3e-a40c-3638a3679421,bd540799-1bfd-4711-a8dd-ef7c710a04d6,X0109L,135.574355,109963.137,425390.659,3.765,109847.055,425326.171,3.442,810,b,810,810_b,Dordrecht Industrieterrein Aansl. De Staart,Ddri-Ddrbhh,Dordrecht Aansl. Industrieterrein De Staart ¿ Dordrecht Baanhoekhaven ,100.202388,"100,202388",100.070719,"100,070719",Derden - Overig - Chemours,Randstad Zuid,RZ,Baan,Dordrecht,140,Dordrecht,5,ASSET Rail,Zuid-Holland Zuid,810_X0109L_100.2,Rechts
31,e009b137-4298-1160-fc0a-4add03f30591,9843a352-70ff-495f-8ad9-91e63254aa1a,1847R,3413.136821,139563.281,450503.066,3.137,140825.9,447332.983,5.043,117,,117,117__,Lunetten - Geldermalsen,Ut-Btl,Utrecht Centraal - Boxtel ,6.341378,"6,341378",9.75767,"9,757670",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Driebergen,15,ASSET Rail,Midden,117_1847R_6.3,Rechts
32,d450466f-411b-5476-9a4f-15fd6e2e66d5,a60d6bde-acfe-4f41-9dca-5378516e58ec,29R,894.554114,197363.674,355848.466,27.283,197664.087,356685.488,26.365,519,a,519,519_a,Roermond,Mt-Vl,Maastricht - Venlo ,46.060672,"46,060672",46.958651,"46,958651",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,Zuid-Oost,519_29R_46.0,Rechts
33,7373c0fc-a67a-0431-e6d8-b0875befacb6,af55015c-044c-42e4-ba89-6bf8b7fe8ecb,2011V,532.030163,160822.068,502021.609,1.617,160789.38,502552.634,1.599,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,39.738158,"39,738158",40.269872,"40,269872",ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Weesp,11,Strukton Rail,Midden,135_2011V_39.7,Rechts
38,3326a26b-b6ff-f0de-a804-41f3541bcef8,09a618d3-b022-40a1-92e4-92793890c135,29BV,548.629009,182381.462,487185.972,9.794,182900.24,487364.472,9.395,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,61.514749,"61,514749",62.065066,"62,065066",ProRail,Noord-Oost,NO,Baan,Veluwe,430,Gelderland,33,Strukton Rail,Oost,017_29BV_61.5,Rechts
41,c820f356-7edb-4284-b01a-f7bf08755829,062dcbff-c848-4cf6-a37e-7b9214c3959d,634R,249.750742,43281.543,374281.111,2.109,43284.297,374530.846,2.045,818,d,818,818_d,Terneuzen Dow Chemical,Sludow-Tnzdn3,SluiskilRacc. DOW CHEMICAL - Terneuzen Nieuw Neuzenweg 3 ,401.34039,"401,340390",401.589925,"401,589925",Strukton Rail Short Line,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,Zuid-West,818_634R_401.3,Rechts
43,c43ea019-2bd7-d261-752e-8ac192c544fe,435b6d73-2304-4b17-b9f4-7991895764b3,283AR,4050.097012,104851.918,446409.992,-3.848,102668.637,442998.831,-1.408,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,36.133452,"36,133452",40.183819,"40,183819",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Rijn en Gouwe,81,BAM Rail,Zuid-Holland Noord,132_283AR_36.1,Rechts
48,3b510141-ba5f-46dc-1c90-d2c3fb0738d2,b7f96025-c253-468e-bfb7-817ea135f00e,630V,15.057144,90688.637,431908.119,4.812,90703.673,431907.322,4.924,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",6.228145,"6,228145",6.213361,"6,213361",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,950_630V_6.2,Rechts
49,339b2e9e-c58a-30cd-a126-e190a7d59f86,ef80bc12-53ef-42ec-9730-12a29a06dbe4,903L,71.357626,40626.814,384782.58,2.933,40591.594,384720.52,3.028,817,k,817,817_k,Vlissingen Sloehaven,Eupwo-IJslw,Europaweg Oost - IJslandweg ,600.056882,"600,056882",600.122553,"600,122553",ProRail,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,Zuid-West,817_903L_600.0,Rechts
52,02179a2f-96df-9eaa-31bc-c18e0699199a,aa4ab14c-fb23-4af8-9296-61407c07a382,2351L,758.613357,105786.776,409354.672,0.755,106081.227,408655.536,0.755,121,b,121,121_b,Breda - Lage Zwaluwe,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,233.006234,"233,006234",233.764839,"233,764839",ProRail,,,Baan,,,HSL,70,Infraspeed,Zuid-Holland Zuid,121_2351L_232.9,Rechts
53,5aa98367-968d-bdcd-b677-8ce31c0bc37d,85fa9914-7c6d-4a4b-bc09-3717f0834133,1323R,38.711809,83455.696,454223.85,0.29,83423.51,454245.35,0.33,564,b,564,564_b,Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,23.60699,"23,606990",23.64579,"23,645790",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,Zuid-Holland Noord,564_1323R_23.6,Rechts
54,496a51ea-dfb7-d91b-3007-1dcc64a17527,2c0d3c2e-7c6e-4da8-9aee-93ea6b5fa9e8,61AL,1614.568932,131739.108,397393.508,14.529,133307.422,397009.817,17.809,123,,123,123__,Breda - Tilburg,Bd-Ehv,Breda - Eindhoven ,19.886344,"19,886344",21.499959,"21,499959",ProRail,Zuid,Z,Baan,Brabant,330,Breda,20,ASSET Rail,Zuid-West,123_61AL_19.9,Rechts
57,509c9447-ffcf-4f44-a0fa-ceae7aae1e9c,8659873b-372d-4ba1-8709-b202512a6802,X0171V,6.066586,203325.538,323494.994,99.434,203327.634,323500.687,99.411,066,b,66,066_b,Landgraaf - Haanrade Grens,Nvss-Bvss,Nievelsteenstraat - Bart van Slobbestraat ,100.944197,"100,944197",100.950236,"100,950236",Derden - Overig - Laura Metaal Haanrade,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,Zuid-Oost,066_X0171V_100.9,Rechts
59,26e1e92f-9e5f-b67c-0ec4-cfd689af9cb5,20fb5d9a-ada2-45bc-8a5d-61bce9b1ddf3,27R,2.160284,233398.864,581070.685,2.24,233401,581070.362,2.237,501,,501,501__,Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,80.191839,"80,191839",80.19401,"80,194010",ProRail,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,Noord,501_27R_80.2,Rechts
60,657d85c0-eed0-fbb1-67c2-3b88f505906c,b51e23ee-7570-48c6-92b9-65f312f96c4e,7R,218.82071,92638.731,395846.033,4.396,92850.594,395900.567,3.913,122,,122,122__,Roosendaal - Breda,Rsd-Bd,Roosendaal - Breda ,3.013891,"3,013891",3.232123,"3,232123",ProRail,Zuid,Z,Baan,Zeeland,310,Roosendaal,19,Strukton Rail,Zuid-West,122_7R_3.0,Rechts
61,a6b7c264-e127-ad3f-eaf1-839794499280,66e7d81d-3a13-4bfe-bf0a-8a9cfd90d22f,603L,174.038417,153064.83,462934.014,5.564,153231.322,462883.329,5.487,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,43.639819,"43,639819",43.8173,"43,817300",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,Midden,506_603L_43.6,Rechts
62,3915217c-5247-4080-b50a-e3e4ae39c698,70134914-9843-4c6e-a02a-41a5deee0e94,343BV,58.924138,229525.209,532215.254,15.025,229543.467,532271.275,14.983,012,,12,012__,Meppel - Assen,Mp-Gn,Meppel - Groningen ,24.341599,"24,341599",24.399965,"24,399965",Derden - Overig - Attero,Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,Noord,012_343BV_24.3,Rechts
64,20fd3630-8552-f397-5877-31bf520daa30,8e35bb84-191d-4f01-be3c-907096486c87,509BQ,223.126303,136301.075,455172.699,3.632,136190.77,455366.653,3.734,531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.724974,"35,724974",35.5012,"35,501200",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,Midden,531_509BQ_35.8,Rechts
66,092f844a-90e1-cc84-f224-78c5903095e1,4c61fd23-c861-4486-bfa4-7afb5350b3c6,1309AR,13.903132,119570.728,489157.314,6.378,119584.603,489156.43,6.516,525,c,525,525_c,Amsterdam Singelgracht Aansl.,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,180.60023,"180,600230",180.614156,"180,614156",ProRail,Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,Midden,525_1309AR_180.5,Rechts
68,72f999e2-fb0e-4048-acd1-779b29528abc,39667fbd-b7a2-4ab3-8033-7d4e1881af46,X0334R,14.946257,185373.311,331591.505,67.574,185359.297,331586.309,67.633,063,,63,063__,Maastricht - Sittard,Mt-Vl,Maastricht - Venlo ,17.609466,"17,609466",17.593321,"17,593321",Derden - Overig - Chemelot (DSM),Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,Zuid-Oost,063_X0334R_17.6,Rechts
70,722f810b-b8de-2d37-584f-74c44afb44a5,6ec5f993-1a6e-4717-8417-68c2ca58d13a,1139L,205.103222,127006.824,483919.166,0.675,127179.032,483808.35,0.259,587,a,587,587_a,Diemen,Asd-Zp,Amsterdam Centraal - Zutphen ,7.386629,"7,386629",7.590625,"7,590625",ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Weesp,11,Strukton Rail,Midden,587_1139L_906.9,Rechts
71,af153aa4-f080-4110-9f3f-5965a361d1f9,5aef9c3a-6f46-440b-9d01-23494d4e0060,3V,3993.995727,198811.821,460492.013,16.706,196204.32,463514.884,22.621,209,,209,209__,Dieren - Apeldoorn,Dr-Apd,Dieren - Apeldoorn ,11.521014,"11,521014",15.518351,"15,518351",Derden - Overig - VSM Apeldoorn- Dieren,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,Oost,209_3V_11.5,Rechts
73,b5850248-4f3b-0e01-ce51-16688595ea6e,f836604e-57ec-4e47-a80a-441361da5566,1159BV,1473.845044,120841.56,455082.394,2.159,119938.862,453932.712,6.213,533,,533,533__,Woerden,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,16.128167,"16,128167",17.599016,"17,599016",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Woerden,14,ASSET Rail,Midden,533_1159BV_16.1,Rechts
80,174a0f99-c344-e20d-c4db-7fdc371497cb,80bfe163-331d-4d54-b03a-bc37b647d4d8,2105L,28.964702,148671.864,411882.372,7.201,148664.697,411854.308,7.006,614,c,614,614_c,s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,47.327666,"47,327666",47.356406,"47,356406",ProRail,Zuid,Z,Baan,Betuwe,320,Den Bosch,21,Strukton Rail,Zuid-West,614_2105L_47.3,Rechts
82,4d6d8342-83c0-4aa2-963f-a1763b132987,61eada0d-dc5b-47ec-8ece-ddc7875ed30c,ST_X0481,14.130765,94644.588,439970.84,0.811,94630.837,439967.586,0.811,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,49.097205,"49,097205",49.109742,"49,109742",Derden - Overig - SSN,Randstad Zuid,RZ,Baan,Rotterdam,120,Rotterdam,3,VolkerRail,Zuid-Holland Zuid,132_ST_X0481_49.1,Rechts
83,9ed48256-1f39-d2a3-19e9-c50e549d214f,326c31d3-9ef1-4485-99cb-d4de40e5e162,333Q,16.327995,79856.14,431676.789,4.15,79872.239,431679.514,4.138,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",17.310731,"17,310731",17.29453,"17,294530",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,950_333Q_17.3,Rechts
86,bbab48a1-9ea2-4edf-8005-1328d77535a1,decc2a8c-97e2-41c1-b387-ef5221eac99e,74L,0.453591,204754.505,320698.583,109.334,204754.576,320698.135,109.334,781,b,781,781_b,Aachen (D) - Herzogenrath (D),Std-Hz,Sittard - Herzogenrath (D) ,28.282969,"28,282969",28.28342,"28,283420",Derden - Overig - DB Netz,,,Baan,,,,,,,781_74L_28.3,Rechts
88,2f9a22b5-4c4d-2058-9bf4-085fc2f5559a,59707e8f-246d-44a5-b002-505a83bf6964,333AR,261.105123,122438.316,487760.344,5.627,122698.25303483,487783.42120355,5.877,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,81.437398,"81,437398",81.699953,"81,699953",ProRail,Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,Midden,586_333AR_81.4,Rechts
89,73dbb54c-a6c4-8e74-1314-098fb98e7581,d38b64c4-898c-4219-abf9-5f95d280df05,1157L,33.596682,152664.626,463320.098,5.769,152640.076,463343.033,6,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,43.063357,"43,063357",43.02986,"43,029860",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,Midden,506_1157L_43.1,Rechts
90,41c50c8e-004b-5240-b8aa-d27199046a7c,d9b4b124-c59c-47d1-a851-d09f8d962560,201L,157.064624,78645.178,434937.268,4.457,78790.859,434878.584,4.32,470,k,470,470_k,Botlek,Bot-Vopk,"Rotterdam, Botlek - VOPAK ",375.021173,"375,021173",375.177646,"375,177646",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,470_201L_305.3,Rechts
92,1863794b-eef4-183b-4b66-5e8935acefad,83cd79d6-434f-4dc1-a342-7a5b33788d52,523AR,1560.955598,110503.119,400726.267,3.338,112032.287,400656.212,5.185,544,b,544,544_b,Breda,Rsd-Bd,Roosendaal - Breda ,21.559802,"21,559802",23.112797,"23,112797",ProRail,Zuid,Z,Baan,Brabant,330,Breda,20,ASSET Rail,Zuid-West,121_523AR_8.4,Rechts
95,c72e658a-7490-48ca-a06a-4dbdfac25302,37718114-3b33-412c-bbb7-86bc221da2c3,ST_X935,46.354592,61424.598,439083.147,0,61467.824,439066.406,0,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,0.87469,"0,874690",0.843713,"0,843713",Derden - Overig - Locomotive Workshop Rotterdam B.V.,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,478_ST_X935_0.9,Rechts
96,11851883-abe7-4fc9-af7c-a0d67be3f856,a43bc086-c457-4042-b85f-f0fc41fa400a,4R,968.023328,58568.325,441638.466,5.212,59117.875,442435.375,5.13,479,b,479,479_b,Maasvlakte 2,Mvtah-Mvtahw,Maasvlakte Prinses Amaliahaven - Maasvlakte Prinses Amaliahaven west ,501.489293,"501,489293",502.456984,"502,456984",Derden - Overig - RWG,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,479_4R_501.5,Rechts
97,8f4a8f6a-c77e-0b3f-1567-f0985244723d,2de1e652-adad-4dc4-9462-7a1fcd9e4965,644R,505.403751,89761.455,431865.119,3.846,90266.472,431880.97,3.765,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",7.165867,"7,165867",6.654244,"6,654244",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,950_644R_7.2,Rechts
99,0ef479f3-c8a5-817b-f95f-6ab0fb65c814,cd9f99bf-87d0-48e3-b534-c0acb5ec6778,905L,602.303323,40824.486,385308.509,2.803,40570.85,385853.137,2.69,817,a,817,817_a,Vlissingen Sloehaven,Sloe-Vck,Sloehaven Emplacement - Van Citterskanaal ,115.312911,"115,312911",114.598529,"114,598529",ProRail,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,Zuid-West,817_905L_115.3,Rechts
101,9a379e48-5d08-4b73-9689-aae543285586,c264a61b-b2b1-491f-be11-496f357f281e,427L,16630.719101,235176.42116155,557757.62996904,10.84667438,238331.485,573421.301,0,011,,11,011__,Assen - Haren,Mp-Gn,Meppel - Groningen ,50.599988,"50,599988",67.180727,"67,180727",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,Noord,654_427L_50.4,Rechts
103,ffeedf18-c1e3-42be-a163-ec975ce6b7c9,66cad8d9-edad-4c6b-98f8-39084748bbbe,99R,67.278441,79385.396,433149.169,4.545,79450.536,433165.658,4.34,470,e,470,470_e,Botlek,Bot-Wplw,"Rotterdam, Botlek - Welplaatweg ",202.07286,"202,072860",202.140106,"202,140106",Strukton Rail Short Line,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,470_99R_202.0,Rechts
104,a34b8506-3407-c19a-b1f3-f48291e20046,645599d9-13e8-4483-b1c6-7873e9c7137a,35V,8.16377,184365.458,339255.421,34.032,184368.595,339247.884,34.093,433,,433,433__,Sittard - Born,Std-Bon,Sittard - Born ,5.810047,"5,810047",5.801748,"5,801748",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,Zuid-Oost,433_35V_5.8,Rechts
