FID,id,jaar,soortnaam_opname,soortnaam_uniform,datum,x,y,tijd,substraat,lengte__m_,breedte__m_,oppervlak__m2__1,naam_waterlichaam,deelwaterlichaam,waterlochaam_code,gdb_geomattr_data,shape
biezen_2020.1248,2020-038,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,103407.167967,439991.0601,10:44:19,Stortsteen,6,1,6,Hollandsche IJssel,,NL94_7,,POINT (103407.16800000146 439991.06010000035)
biezen_2020.1249,2020-039,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,102868.623296,438988.924102,10:53:56,Stortsteen,8,2,16,Hollandsche IJssel,,NL94_7,,POINT (102868.62330000103 438988.9241000004)
biezen_2020.1250,2020-040,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,102470.130671,439042.344706,11:00:28,Stortsteen,2,1,2,Hollandsche IJssel,,NL94_7,,POINT (102470.13069999963 439042.3447000012)
biezen_2020.1251,2020-041,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,102277.842727,438831.342005,11:07:39,Stortsteen,1,1,1,Hollandsche IJssel,,NL94_7,,POINT (102277.84270000085 438831.3420000002)
biezen_2020.1252,2020-042,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,102175.454924,438672.331145,11:09:51,Stortsteen,8,1,8,Hollandsche IJssel,,NL94_7,,POINT (102175.45490000024 438672.3310999982)
biezen_2020.1253,2020-043,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,102094.467831,438520.290959,11:11:50,Stortsteen,4,1,4,Hollandsche IJssel,,NL94_7,,POINT (102094.46779999882 438520.29100000113)
biezen_2020.1254,2020-044,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,102046.225728,438488.465063,11:13:19,Stortsteen,4,2,8,Hollandsche IJssel,,NL94_7,,POINT (102046.22569999844 438488.46510000154)
biezen_2020.1255,2020-045,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,102001.112971,438486.57739,11:14:16,Stortsteen,8,1,8,Hollandsche IJssel,,NL94_7,,POINT (102001.11300000176 438486.5773999989)
biezen_2020.1256,2020-046,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,101900.0684,438373.808967,11:16:18,Slib,10,2,20,Hollandsche IJssel,,NL94_7,,POINT (101900.06839999929 438373.80900000036)
biezen_2020.1257,2020-047,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,101896.817684,438353.071216,11:17:23,Slib,5,2,10,Hollandsche IJssel,,NL94_7,,POINT (101896.81769999862 438353.07119999826)
biezen_2020.1258,2020-048,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,101627.439033,437796.303967,11:24:29,Stortsteen,3,1,3,Hollandsche IJssel,,NL94_7,,POINT (101627.43899999931 437796.3040000014)
biezen_2020.1259,2020-049,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,101566.093568,437769.688884,11:27:33,Stortsteen,6,2,12,Hollandsche IJssel,,NL94_7,,POINT (101566.09360000119 437769.68890000135)
biezen_2020.1260,2020-050,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,101545.446972,437769.134393,11:28:17,Stortsteen,4,2,8,Hollandsche IJssel,,NL94_7,,POINT (101545.44700000063 437769.13439999893)
biezen_2020.1261,2020-051,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,101419.012567,437834.743567,11:30:24,Stortsteen,6,1,6,Hollandsche IJssel,,NL94_7,,POINT (101419.01260000095 437834.7435999997)
biezen_2020.1262,2020-052,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,101395.180433,437862.616267,11:30:57,Stortsteen,15,3,45,Hollandsche IJssel,,NL94_7,,POINT (101395.18039999902 437862.61630000174)
biezen_2020.1263,2020-053,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,101360.458625,437859.643544,11:31:42,Stortsteen,12,3,36,Hollandsche IJssel,,NL94_7,,POINT (101360.45859999955 437859.64350000024)
biezen_2020.1264,2020-054,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,101315.605767,437848.810267,11:32:30,Stortsteen,3,2,6,Hollandsche IJssel,,NL94_7,,POINT (101315.60579999909 437848.8103)
biezen_2020.1265,2020-055,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,100996.784815,437936.264491,11:36:43,Stortsteen,10,3,30,Hollandsche IJssel,,NL94_7,,POINT (100996.78480000049 437936.2644999996)
biezen_2020.1266,2020-056,2020,Schoenoplectus lacustris,Schoenoplectus lacustris,2020-08-25T00:00:00,100980.895157,437940.205115,11:37:27,Stortsteen,10,3,30,Hollandsche IJssel,,NL94_7,,POINT (100980.89519999921 437940.2050999999)
biezen_2020.1267,2020-057,2020,Schoenoplectus lacustris,Schoenoplectus lacustris,2020-08-25T00:00:00,100961.5082,437940.9502,11:37:52,Stortsteen,5,1,5,Hollandsche IJssel,,NL94_7,,POINT (100961.50820000097 437940.9501999989)
biezen_2020.1268,2020-058,2020,Schoenoplectus lacustris,Schoenoplectus lacustris,2020-08-25T00:00:00,100945.566367,437939.626867,11:38:43,Stortsteen,5,3,15,Hollandsche IJssel,,NL94_7,,POINT (100945.56639999896 437939.62689999864)
biezen_2020.1269,2020-059,2020,Schoenoplectus lacustris,Schoenoplectus lacustris,2020-08-25T00:00:00,100900.597267,437934.879133,11:39:43,Stortsteen,7,2,14,Hollandsche IJssel,,NL94_7,,POINT (100900.59730000049 437934.8790999986)
biezen_2020.1270,2020-060,2020,Schoenoplectus lacustris,Schoenoplectus lacustris,2020-08-25T00:00:00,100871.598833,437936.0889,11:40:14,Stortsteen,4,1,4,Hollandsche IJssel,,NL94_7,,POINT (100871.5987999998 437936.08889999986)
biezen_2020.1271,2020-061,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,100881.432991,437936.316654,11:40:51,Stortsteen,4,1,4,Hollandsche IJssel,,NL94_7,,POINT (100881.43299999833 437936.3167000003)
biezen_2020.1272,2020-062,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,100026.041127,437395.472415,11:47:56,Stortsteen,4,1,4,Hollandsche IJssel,,NL94_7,,POINT (100026.0410999991 437395.47239999846)
biezen_2020.1273,2020-063,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,99991.7661778,437377.189432,11:49:28,Stortsteen,12,2,24,Hollandsche IJssel,,NL94_7,,POINT (99991.76619999856 437377.18939999864)
biezen_2020.1274,2020-064,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,99587.9053592,437240.090801,11:52:32,Stortsteen,6,2,12,Hollandsche IJssel,,NL94_7,,POINT (99587.90540000051 437240.0907999985)
biezen_2020.1275,2020-065,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,99562.7582333,437223.8625,11:53:30,Stortsteen,5,2,10,Hollandsche IJssel,,NL94_7,,POINT (99562.75820000097 437223.86250000075)
biezen_2020.1276,2020-066,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,99537.106713,437201.749292,11:54:00,Stortsteen,4,2,8,Hollandsche IJssel,,NL94_7,,POINT (99537.10669999942 437201.7492999993)
biezen_2020.1277,2020-067,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,99528.8723,437191.127167,11:54:40,Stortsteen,4,1,4,Hollandsche IJssel,,NL94_7,,POINT (99528.872299999 437191.1272)
biezen_2020.1278,2020-068,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,99014.4199537,436444.991223,12:01:00,Stortsteen,10,4,40,Hollandsche IJssel,,NL94_7,,POINT (99014.42000000179 436444.99120000005)
biezen_2020.1279,2020-069,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,98896.493,436398.5443,12:02:02,Stortsteen,3,3,9,Hollandsche IJssel,,NL94_7,,POINT (98896.49300000072 436398.5443000011)
biezen_2020.1280,2020-070,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,98795.8811215,436316.438829,12:04:36,Slib,25,10,250,Hollandsche IJssel,,NL94_7,,POINT (98795.88109999895 436316.43879999965)
biezen_2020.1281,2020-071,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,98525.0137526,436037.346918,12:08:37,Stortsteen,6,2,12,Hollandsche IJssel,,NL94_7,,POINT (98525.01379999891 436037.34690000117)
biezen_2020.1282,2020-072,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,98389.531665,435977.73991,12:10:27,Stortsteen,1,1,1,Hollandsche IJssel,,NL94_7,,POINT (98389.53170000017 435977.7399000004)
biezen_2020.1283,2020-073,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,98704.7110599,436013.94847,12:21:05,Stortsteen,1,1,1,Hollandsche IJssel,,NL94_7,,POINT (98704.71110000089 436013.94849999994)
biezen_2020.1284,2020-074,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,98711.9746101,436021.590112,12:21:40,Stortsteen,1,1,1,Hollandsche IJssel,,NL94_7,,POINT (98711.97459999844 436021.59010000154)
biezen_2020.1285,2020-075,2020,Schoenoplectus lacustris,Schoenoplectus lacustris,2020-08-25T00:00:00,98803.6736992,436127.160178,12:24:26,Stortsteen,6,1,6,Hollandsche IJssel,,NL94_7,,POINT (98803.67370000109 436127.1601999998)
biezen_2020.1286,2020-076,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,98797.0445295,436118.220556,12:24:59,Stortsteen,5,1,5,Hollandsche IJssel,,NL94_7,,POINT (98797.04450000077 436118.2206000015)
biezen_2020.1287,2020-077,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,98908.1598667,436230.4968,12:26:58,Stortsteen,2,2,4,Hollandsche IJssel,,NL94_7,,POINT (98908.15989999846 436230.4968000017)
biezen_2020.1288,2020-078,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,98898.2675667,436224.011233,12:27:38,Stortsteen,1,1,1,Hollandsche IJssel,,NL94_7,,POINT (98898.2675999999 436224.0111999996)
biezen_2020.1289,2020-079,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,99330.2486344,436428.541674,12:31:50,Stortsteen,8,2,16,Hollandsche IJssel,,NL94_7,,POINT (99330.24859999865 436428.5417000018)
biezen_2020.1357,2020-001,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,105294.171967,443509.5652,08:33:09,Stortsteen,4,2,8,Hollandsche IJssel,,NL94_7,,POINT (105294.17199999839 443509.565200001)
biezen_2020.1358,2020-002,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,105846.983533,443912.118267,08:39:49,Stortsteen,3,2,6,Hollandsche IJssel,,NL94_7,,POINT (105846.98350000009 443912.11829999834)
biezen_2020.1359,2020-003,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,106962.073567,445558.837721,08:58:31,Slib,10,3,30,Hollandsche IJssel,,NL94_7,,POINT (106962.07360000163 445558.83769999817)
biezen_2020.1360,2020-004,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,106784.843433,445396.617333,09:01:50,Stortsteen,3,2,6,Hollandsche IJssel,,NL94_7,,POINT (106784.84340000153 445396.61730000004)
biezen_2020.1361,2020-005,2020,Schoenoplectus lacustris,Schoenoplectus lacustris,2020-08-25T00:00:00,106564.9114,445280.609055,09:07:20,Slib,5,3,15,Hollandsche IJssel,,NL94_7,,POINT (106564.9114000015 445280.60909999907)
biezen_2020.1362,2020-006,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,106549.09124,445273.077264,09:08:13,Slib,10,2,20,Hollandsche IJssel,,NL94_7,,POINT (106549.09120000154 445273.07730000094)
biezen_2020.1363,2020-007,2020,Schoenoplectus taebernamontanus,Schoenoplectus taebernamontanus,2020-08-25T00:00:00,106231.316391,444779.316404,09:16:05,Stortsteen,4,1,4,Hollandsche IJssel,,NL94_7,,POINT (106231.31639999896 444779.31639999896)
biezen_2020.1364,2020-008,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,106228.866302,444772.424462,09:16:50,Stortsteen,2,1,2,Hollandsche IJssel,,NL94_7,,POINT (106228.86630000174 444772.42449999973)
biezen_2020.1365,2020-009,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,105280.58439,443647.768271,09:30:22,Overig,25,1,25,Hollandsche IJssel,,NL94_7,,POINT (105280.58439999819 443647.7683000006)
biezen_2020.1366,2020-010,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,105253.811548,443633.108741,09:31:29,Overig,4,1,4,Hollandsche IJssel,,NL94_7,,POINT (105253.8115000017 443633.10869999975)
biezen_2020.1367,2020-011,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,105144.72307,443564.637771,09:33:36,Stortsteen,4,1,4,Hollandsche IJssel,,NL94_7,,POINT (105144.72309999913 443564.6378000006)
biezen_2020.1368,2020-012,2020,Schoenoplectus lacustris,Schoenoplectus lacustris,2020-08-25T00:00:00,105014.157422,443493.238739,09:36:09,Stortsteen,2,1,2,Hollandsche IJssel,,NL94_7,,POINT (105014.15740000084 443493.2386999987)
biezen_2020.1369,2020-013,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,104857.88909,443475.129378,09:39:06,Stortsteen,4,2,8,Hollandsche IJssel,,NL94_7,,POINT (104857.88910000026 443475.1294)
biezen_2020.1370,2020-014,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,104235.905202,443155.675903,09:47:17,Stortsteen,4,1,4,Hollandsche IJssel,,NL94_7,,POINT (104235.90520000085 443155.6759000011)
biezen_2020.1371,2020-015,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,103317.114675,442841.061125,09:55:29,Stortsteen,5,2,10,Hollandsche IJssel,,NL94_7,,POINT (103317.11470000073 442841.06109999865)
biezen_2020.1372,2020-016,2020,Schoenoplectus lacustris,Schoenoplectus lacustris,2020-08-25T00:00:00,103739.479056,441476.894935,10:13:01,Stortsteen,3,2,6,Hollandsche IJssel,,NL94_7,,POINT (103739.47910000011 441476.8949000016)
biezen_2020.1373,2020-080,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,99675.504237,435968.392596,12:36:18,Stortsteen,7,2,14,Hollandsche IJssel,,NL94_7,,POINT (99675.50420000032 435968.3925999999)
biezen_2020.1374,2020-081,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,99528.6760521,436928.583911,13:27:25,Stortsteen,5,1,5,Hollandsche IJssel,,NL94_7,,POINT (99528.67610000074 436928.5839000009)
biezen_2020.1375,2020-082,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,99543.6197018,437000.801513,13:28:55,Stortsteen,7,2,14,Hollandsche IJssel,,NL94_7,,POINT (99543.61969999969 437000.80150000006)
biezen_2020.1376,2020-083,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,99560.0280678,437042.667599,13:29:52,Stortsteen,10,2,20,Hollandsche IJssel,,NL94_7,,POINT (99560.02809999883 437042.6675999984)
biezen_2020.1377,2020-084,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,99584.25658,437080.44847,13:30:41,Stortsteen,8,2,16,Hollandsche IJssel,,NL94_7,,POINT (99584.25659999996 437080.44849999994)
biezen_2020.1378,2020-085,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,101477.432243,437614.509242,13:42:56,Stortsteen,2,1,2,Hollandsche IJssel,,NL94_7,,POINT (101477.43219999969 437614.5091999993)
biezen_2020.1379,2020-086,2020,Schoenoplectus lacustris,Schoenoplectus lacustris,2020-08-25T00:00:00,101483.4878,437612.158267,13:43:27,Stortsteen,1,1,1,Hollandsche IJssel,,NL94_7,,POINT (101483.48779999837 437612.1583000012)
biezen_2020.1380,2020-087,2020,Schoenoplectus lacustris,Schoenoplectus lacustris,2020-08-25T00:00:00,101497.705191,437607.534597,13:44:02,Stortsteen,15,1,15,Hollandsche IJssel,,NL94_7,,POINT (101497.7052000016 437607.5346000008)
biezen_2020.1381,2020-088,2020,Schoenoplectus lacustris,Schoenoplectus lacustris,2020-08-25T00:00:00,101645.495563,437583.927616,13:45:47,Stortsteen,2,1,2,Hollandsche IJssel,,NL94_7,,POINT (101645.49560000002 437583.92760000005)
biezen_2020.1382,2020-089,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,101735.632369,437603.066624,13:47:28,Stortsteen,7,1,7,Hollandsche IJssel,,NL94_7,,POINT (101735.6323999986 437603.0665999986)
biezen_2020.1383,2020-090,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,101870.551582,437699.410506,13:49:30,Stortsteen,1,1,1,Hollandsche IJssel,,NL94_7,,POINT (101870.55160000175 437699.41050000116)
biezen_2020.1384,2020-091,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,101922.316383,437809.224658,13:51:13,Stortsteen,4,1,4,Hollandsche IJssel,,NL94_7,,POINT (101922.31639999896 437809.22470000014)
biezen_2020.1385,2020-092,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,101965.431186,437927.889726,13:53:00,Stortsteen,4,1,4,Hollandsche IJssel,,NL94_7,,POINT (101965.43120000139 437927.88969999924)
biezen_2020.1386,2020-093,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,101982.943667,437980.567,13:54:10,Stortsteen,1,1,1,Hollandsche IJssel,,NL94_7,,POINT (101982.94370000064 437980.56700000167)
biezen_2020.1387,2020-094,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,102765.4859,438834.345733,14:03:35,Stortsteen,2,1,2,Hollandsche IJssel,,NL94_7,,POINT (102765.48589999974 438834.3456999995)
biezen_2020.1388,2020-095,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,102753.743613,438838.096516,14:04:12,Stortsteen,1,1,1,Hollandsche IJssel,,NL94_7,,POINT (102753.7435999997 438838.09650000185)
biezen_2020.1389,2020-096,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,102798.913676,438824.08795,14:04:56,Stortsteen,1,1,1,Hollandsche IJssel,,NL94_7,,POINT (102798.91369999945 438824.0879999995)
biezen_2020.1390,2020-097,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,102887.222933,438808.284709,14:05:58,Stortsteen,6,2,12,Hollandsche IJssel,,NL94_7,,POINT (102887.22289999947 438808.2846999988)
biezen_2020.1391,2020-098,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,103326.859748,438976.050777,14:10:03,Stortsteen,1,1,1,Hollandsche IJssel,,NL94_7,,POINT (103326.85970000178 438976.0507999994)
biezen_2020.1392,2020-099,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,103358.603233,439036.823,14:11:12,Stortsteen,1,1,1,Hollandsche IJssel,,NL94_7,,POINT (103358.60319999978 439036.8229999989)
biezen_2020.1393,2020-100,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,103357.559167,439162.5613,14:13:00,Stortsteen,1,1,1,Hollandsche IJssel,,NL94_7,,POINT (103357.55920000002 439162.5612999983)
biezen_2020.1394,2020-101,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,103352.870091,439229.643441,14:14:14,Stortsteen,4,1,4,Hollandsche IJssel,,NL94_7,,POINT (103352.87009999901 439229.64339999855)
biezen_2020.1395,2020-102,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,103356.527232,439262.17313,14:15:08,Stortsteen,2,1,2,Hollandsche IJssel,,NL94_7,,POINT (103356.5271999985 439262.1730999984)
biezen_2020.1396,2020-103,2020,Bolboschoenus laticarpus,Bolboschoenus maritimus/laticarpus,2020-08-25T00:00:00,103437.744663,439483.382041,14:18:04,Stortsteen,2,1,2,Hollandsche IJssel,,NL94_7,,POINT (103437.74469999969 439483.3819999993)
