FID,klasse,gdb_geomattr_data,shape
heggen.1691,Heg/Haag,,"LINESTRING (196067.73800000176 356659.17599999905, 196087.11899999902 356684.2179999985, 196064.70899999887 356703.98999999836)"
heggen.1692,Heg/Haag,,"LINESTRING (195836.53799999878 356672.9450000003, 195849.5549999997 356677.9600000009)"
heggen.1693,Heg/Haag,,"LINESTRING (195973.22800000012 356674.3920000009, 196024.14600000158 356623.3530000001)"
heggen.1694,Heg/Haag,,"LINESTRING (195851.8289999999 356676.9530000016, 195864.95699999854 356681.69999999925)"
heggen.1695,Heg/Haag,,"LINESTRING (195961.186999999 356722.9789999984, 195998.12000000104 356737.3220000006, 196000.97800000012 356737.5769999996, 196004.3990000002 356737.0219999999, 196011.60599999875 356734.83900000155, 196012.96299999952 356733.8759999983)"
heggen.1696,Heg/Haag,,"LINESTRING (196572.0188000016 356723.9228999987, 196575.37099999934 356727.4279999994, 196578.7589999996 356730.6279999986, 196581.41600000113 356732.6959999986, 196585.26300000027 356734.98099999875, 196588.71599999815 356736.64400000125, 196592.62700000033 356738.0689999983, 196595.95100000128 356739.1499999985, 196600.3830000013 356740.28400000185, 196606.57499999925 356741.2280000001, 196611.87099999934 356741.8189999983, 196617.68100000173 356742.00400000066)"
heggen.1697,Heg/Haag,,"LINESTRING (196025.67799999937 356736.563000001, 196020.14299999923 356738.73900000006, 196015.22100000083 356741.48099999875, 196011.05799999833 356744.3819999993)"
heggen.1698,Heg/Haag,,"LINESTRING (192872.0610000007 356789.6030000001, 192881.18200000003 356806.08999999985)"
heggen.1699,Heg/Haag,,"LINESTRING (196132.89600000158 356861.9360000007, 196138.26799999923 356860.3220000006, 196138.65199999884 356861.58999999985, 196139.7589999996 356865.24500000104)"
heggen.1700,Heg/Haag,,"LINESTRING (196086.3590000011 356873.9919999987, 196077.19200000167 356877.1790000014)"
heggen.1701,Heg/Haag,,"LINESTRING (196113.94799999893 356883.23600000143, 196136.08100000024 356876.0789999999)"
heggen.1702,Heg/Haag,,"LINESTRING (196079.23200000077 356894.9230000004, 196089.57499999925 356891.69000000134, 196090.83999999985 356895.37999999896)"
heggen.1703,Heg/Haag,,"LINESTRING (195940.36499999836 356906.76000000164, 195948.21299999952 356904.2030000016, 195962.30700000003 356899.6099999994, 195976.97199999914 356894.83199999854, 195979.78400000185 356902.0940000005)"
heggen.1704,Heg/Haag,,"LINESTRING (195738.31269999966 356932.79879999906, 195742.26399999857 356931.7280000001, 195747.06340000033 356930.2972000018)"
heggen.1705,Heg/Haag,,"LINESTRING (195725.94299999997 356936.1499999985, 195727.8500000015 356935.63599999994, 195731.35390000045 356934.68560000136)"
heggen.1706,Heg/Haag,,"LINESTRING (196132.86800000072 356957.9759999998, 196140.56500000134 356958.90300000086)"
heggen.1707,Heg/Haag,,"LINESTRING (195551.9299999997 356981.2490000017, 195611.22100000083 356966.6579999998, 195618.94900000095 356964.66800000146)"
heggen.1708,Heg/Haag,,"LINESTRING (195444.26639999822 357006.1209000014, 195454.33199999854 357004.00400000066, 195471.3139999993 356999.99599999934, 195494.6790000014 356994.48099999875, 195541.01399999857 356983.93200000003)"
heggen.1709,Heg/Haag,,"LINESTRING (195386.64299999923 357018.2329999991, 195390.5639999993 357017.4149999991, 195410.46799999848 357013.2289999984)"
heggen.1837,Heg/Haag,,"LINESTRING (196126.40100000054 358003.7320000008, 196128.61899999902 358011.34699999914)"
heggen.1710,Heg/Haag,,"LINESTRING (195276.1409999989 357041.2870000005, 195286.12700000033 357039.2030000016, 195336.10200000182 357028.77699999884)"
heggen.1711,Heg/Haag,,"LINESTRING (195345.83100000024 357060.6469999999, 195415.0080000013 357046.2749999985, 195511.9910000004 357025.938000001, 195578.46499999985 357009.9479999989, 195651.11100000143 356991.94099999964, 195711.1959999986 356975.51399999857, 195790.40300000086 356952.41699999943)"
heggen.1712,Heg/Haag,,"LINESTRING (195122.92799999937 357073.8599999994, 195098.30299999937 357078.9600000009)"
heggen.1713,Heg/Haag,,"LINESTRING (195063.37700000033 357086.2129999995, 195025.14200000092 357094.1799999997, 194964.438000001 357106.79399999976)"
heggen.1714,Heg/Haag,,"LINESTRING (194954.48200000077 357108.86199999973, 194947.7969999984 357110.2509999983, 194923.69750000164 357115.3958999999)"
heggen.1715,Heg/Haag,,"LINESTRING (194852.73099999875 357130.3359999992, 194836.36419999972 357133.7467)"
heggen.1716,Heg/Haag,,"LINESTRING (194809.00299999863 357139.5859999992, 194784.87299999967 357144.88599999994)"
heggen.1717,Heg/Haag,,"LINESTRING (194833.1099999994 357167.9549999982, 194864.30700000003 357161.7410000004, 194897.35500000045 357154.8509999998, 194943.8139999993 357145.2349999994, 194998.9050000012 357133.3200000003, 195054.44099999964 357121.743999999, 195111.40399999917 357109.5940000005, 195121.81899999827 357107.40399999917)"
heggen.1718,Heg/Haag,,"LINESTRING (193089.9690000005 357183.3020000011, 193076.48299999908 357192.2729999982)"
heggen.1719,Heg/Haag,,"LINESTRING (194413.64699999988 357221.7670000009, 194446.35200000182 357214.91899999976, 194480.59099999815 357208.29100000113)"
heggen.1720,Heg/Haag,,"LINESTRING (194356.7014000006 357233.91490000114, 194375.65900000185 357229.76099999994, 194404.4609999992 357223.6970000006)"
heggen.1721,Heg/Haag,,"LINESTRING (194319.27199999988 357242.44099999964, 194327.26799999923 357240.60599999875, 194345.77299999818 357236.3579999991)"
heggen.1722,Heg/Haag,,"LINESTRING (194265.90700000152 357251.24599999934, 194278.39200000092 357249.88599999994)"
heggen.1723,Heg/Haag,,"LINESTRING (193163.87099999934 357280.80900000036, 193166.33100000024 357280.7329999991, 193165.43299999833 357276.8909999989, 193164.0725999996 357275.2597000003)"
heggen.1724,Heg/Haag,,"LINESTRING (194980.48099999875 357328.9620000012, 194971.34600000083 357333.6950000003, 194964.8909999989 357336.76399999857, 194957.9609999992 357338.9530000016, 194952.26900000125 357339.9360000007, 194946.58100000024 357339.9519999996, 194942.26999999955 357339.30999999866)"
heggen.1725,Heg/Haag,,"LINESTRING (194028.85200000182 357379.6939999983, 194036.62700000033 357382.7659999989, 194043.62799999863 357386.4219999984, 194050.14699999988 357391.05099999905, 194059.2039999999 357399.35599999875, 194069.0859999992 357395.43200000003)"
heggen.1726,Heg/Haag,,"LINESTRING (194245.41519999877 357443.66490000114, 194246.69900000095 357443.0370000005)"
heggen.1727,Heg/Haag,,"LINESTRING (194802.7199999988 357501.20600000024, 194804.03599999845 357520.5249999985, 194804.33900000155 357529.80099999905, 194804.0240000002 357534.6079999991, 194802.4450000003 357540.62099999934, 194798.86499999836 357546.9079999998, 194792.35399999842 357554.6079999991, 194778.98699999973 357567.20600000024, 194770.07600000128 357575.58300000057, 194749.01399999857 357596.34699999914, 194747.97399999946 357597.53500000015)"
heggen.1728,Heg/Haag,,"LINESTRING (194258.67500000075 357504.8979999982, 194261.4210000001 357503.63899999857)"
heggen.1729,Heg/Haag,,"LINESTRING (196094.09899999946 357552.84699999914, 196100.4389999993 357541.16600000113)"
heggen.1730,Heg/Haag,,"LINESTRING (193859.66200000048 357585.5009999983, 193869.59800000116 357582.631000001, 193876.8200000003 357580.6429999992)"
heggen.1731,Heg/Haag,,"LINESTRING (194751.76900000125 357610.9690000005, 194779.061999999 357604.9699999988)"
heggen.1732,Heg/Haag,,"LINESTRING (193822.21200000122 357618.59600000083, 193818.59600000083 357624.15399999917)"
heggen.1733,Heg/Haag,,"LINESTRING (193676.6790000014 357650.22300000116, 193679.811999999 357648.2010000013, 193681.96599999815 357647.2670000009, 193684.24500000104 357646.7030000016, 193685.4609999992 357646.86400000006, 193686.9600000009 357647.061999999, 193689.4910000004 357648.0390000008, 193693.26399999857 357650.0399999991)"
heggen.1734,Heg/Haag,,"LINESTRING (195289.01999999955 357651.0229999982, 195295.05799999833 357656.1229999997)"
heggen.1735,Heg/Haag,,"LINESTRING (193794.30710000172 357674.31980000064, 193799.47300000116 357665.8759999983)"
heggen.1736,Heg/Haag,,"LINESTRING (195344.04899999872 357701.0799999982, 195322.40300000086 357681.0520000011)"
heggen.1737,Heg/Haag,,"LINESTRING (196029.40100000054 357706.5529999994, 196024.7580000013 357720.6499999985, 196024.9059999995 357721.66600000113, 196026.7589999996 357724.3370000012, 196026.98200000077 357725.743999999, 196026.50200000033 357727.22399999946, 196024.85500000045 357728.0700000003, 196022.50600000098 357728.83100000024, 196021.55999999866 357729.99500000104, 196012.20899999887 357756.7820000015)"
heggen.1738,Heg/Haag,,"LINESTRING (196077.80700000003 357767.8299999982, 196083.89600000158 357769.5859999992)"
heggen.1739,Heg/Haag,,"LINESTRING (196087.9200000018 357794.3999999985, 196077.6009999998 357787.65900000185, 196073.69700000063 357798.48999999836)"
heggen.1740,Heg/Haag,,"LINESTRING (196073.69700000063 357798.48999999836, 196070.62099999934 357805.27600000054, 196067.0009999983 357815.9519999996)"
heggen.1741,Heg/Haag,,"LINESTRING (196073.69700000063 357798.48999999836, 196075.05299999937 357798.7509999983, 196081.44900000095 357802.54399999976, 196091.84600000083 357810.28400000185, 196099.7490000017 357815.66699999943, 196108.936999999 357822.15399999917)"
heggen.1742,Heg/Haag,,"LINESTRING (196010.3049999997 357803.6710000001, 196016.47399999946 357807.4290000014)"
heggen.1743,Heg/Haag,,"LINESTRING (196033.55799999833 357807.78599999845, 196033.27299999818 357804.2340000011, 196033.59299999848 357803.34899999946, 196034.53599999845 357802.88699999824, 196036.15199999884 357803.21400000155, 196040.10399999842 357805.1259999983)"
heggen.1744,Heg/Haag,,"LINESTRING (196067.0009999983 357815.9519999996, 196071.1009999998 357816.17599999905, 196080.16000000015 357823.0870000012, 196076.0249999985 357828.72100000083)"
heggen.1745,Heg/Haag,,"LINESTRING (196067.0009999983 357815.9519999996, 196063.33399999887 357821.6950000003, 196061.56500000134 357822.7569999993, 196058.92799999937 357822.05000000075, 196054.08999999985 357827.3929999992, 196051.71400000155 357830.7980000004, 196038.88500000164 357845.6270000003, 196037.12299999967 357845.7109999992, 196035.3590000011 357845.98999999836, 196012.46599999815 357830.51099999994, 195993.3999999985 357816.26099999994, 195983.8040000014 357809.2410000004, 195983.15900000185 357807.9519999996, 195983.16600000113 357807.11100000143, 195990.82299999893 357795.23099999875)"
heggen.1746,Heg/Haag,,"LINESTRING (194542.30799999833 357818.4849999994, 194573.8280000016 357786.7490000017)"
heggen.1747,Heg/Haag,,"LINESTRING (195974.0460000001 357819.4299999997, 195978.4759999998 357813.7870000005, 195979.72399999946 357813.44900000095, 195980.96599999815 357813.80799999833, 196004.19799999893 357830.3909999989, 196004.686999999 357831.54100000113, 196004.6790000014 357832.63699999824, 196004.02199999988 357833.77800000086)"
heggen.1748,Heg/Haag,,"LINESTRING (196108.936999999 357822.15399999917, 196101.7800000012 357831.4770000018, 196098.52800000086 357828.99599999934)"
heggen.1749,Heg/Haag,,"LINESTRING (196108.936999999 357822.15399999917, 196115.22800000012 357826.5949999988, 196116.32600000128 357828.1240000017, 196126.8669999987 357835.56500000134, 196132.49799999967 357840.28599999845, 196138.66000000015 357844.3110000007, 196147.26700000092 357850.5549999997, 196145.96499999985 357852.58900000155, 196147.30000000075 357853.76900000125, 196143.6559999995 357858.5460000001, 196141.8900000006 357860.1090000011)"
heggen.1750,Heg/Haag,,"LINESTRING (194570.77299999818 357823.7829999998, 194563.82200000063 357835.80000000075)"
heggen.1751,Heg/Haag,,"LINESTRING (196076.71799999848 357834.6429999992, 196082.79300000146 357838.65199999884)"
heggen.1752,Heg/Haag,,"LINESTRING (196106.3289999999 357834.68400000036, 196113.6499999985 357839.9459999986)"
heggen.1753,Heg/Haag,,"LINESTRING (194505.27849999815 357835.9404999986, 194520.88699999824 357819.9530000016)"
heggen.1754,Heg/Haag,,"LINESTRING (196082.79300000146 357838.65199999884, 196086.91200000048 357841.37099999934, 196093 357832.66600000113)"
heggen.1755,Heg/Haag,,"LINESTRING (196082.79300000146 357838.65199999884, 196077.19900000095 357846.86100000143)"
heggen.1756,Heg/Haag,,"LINESTRING (194618.85799999908 357841.05099999905, 194622.75299999863 357837.1240000017, 194626.37000000104 357832.3209999986)"
heggen.1757,Heg/Haag,,"LINESTRING (196106.78700000048 357841.84800000116, 196100.4840000011 357850.9230000004, 196106.70699999854 357855.7740000002)"
heggen.1758,Heg/Haag,,"LINESTRING (196334.61100000143 357842.3969999999, 196326.8280000016 357844.8920000009, 196320.5249999985 357847.38699999824, 196315 357850.34800000116, 196313.86400000006 357851.2190000005, 196310.02100000158 357854.16600000113, 196305.5089999996 357858.061999999, 196303.01999999955 357860.5540000014)"
heggen.1759,Heg/Haag,,"LINESTRING (196008.45699999854 357847.4120000005, 196005.10399999842 357847.5850000009, 196002.33399999887 357850.243999999)"
heggen.1760,Heg/Haag,,"LINESTRING (196008.45699999854 357847.4120000005, 196009.55299999937 357847.7749999985, 196012.71599999815 357850.4780000001, 196016.87900000066 357849.9510000013)"
heggen.1761,Heg/Haag,,"LINESTRING (196002.438000001 357853.55700000003, 195999.17709999904 357850.507100001)"
heggen.1762,Heg/Haag,,"LINESTRING (196002.438000001 357853.55700000003, 196008.45699999854 357847.4120000005)"
heggen.1763,Heg/Haag,,"LINESTRING (196106.70699999854 357855.7740000002, 196112.9450000003 357846.4459999986)"
heggen.1764,Heg/Haag,,"LINESTRING (196106.70699999854 357855.7740000002, 196119.66899999976 357865.8770000003)"
heggen.1765,Heg/Haag,,"LINESTRING (196039.9910000004 357856.2259999998, 196041.10399999842 357857.43499999866, 196041.25200000033 357858.2879999988, 196041.12900000066 357859.061999999, 196036.561999999 357863.82400000095, 196035.9050000012 357863.7030000016)"
heggen.1766,Heg/Haag,,"LINESTRING (196058.59299999848 357860.0709999986, 196068.99599999934 357847.8449999988)"
heggen.1767,Heg/Haag,,"LINESTRING (196009.80900000036 357860.4510000013, 196002.438000001 357853.55700000003)"
heggen.1768,Heg/Haag,,"LINESTRING (196135.41800000146 357861.90100000054, 196138.69799999893 357864.0760000013, 196139.436999999 357865.43200000003, 196139.5249999985 357866.9310000017, 196138.96700000018 357867.92599999905, 196133.58199999854 357872.8280000016, 196132.5300000012 357873.0689999983, 196131.73099999875 357873.01300000027, 196130.48999999836 357872.0029999986)"
heggen.1769,Heg/Haag,,"LINESTRING (195949.6790000014 357862.8590000011, 195945.5700000003 357857.506000001, 195944.98699999973 357857.97100000083)"
heggen.1770,Heg/Haag,,"LINESTRING (196071.68499999866 357864.8599999994, 196076.7509999983 357869.8720000014, 196082.8599999994 357863.5920000002)"
heggen.1838,Heg/Haag,,"LINESTRING (196094.32499999925 358005.6469999999, 196138.05099999905 357988.55099999905)"
heggen.1771,Heg/Haag,,"LINESTRING (196159.39499999955 357865.7520000003, 196160.76199999824 357864.4629999995, 196161.94900000095 357864.41699999943, 196163.01799999923 357864.93400000036, 196177.29800000042 357881.5, 196190.9149999991 357896.13800000027, 196205.73200000077 357912.7039999999, 196210.6099999994 357918.8289999999, 196215.625 357927.80099999905, 196219.85300000012 357935.78599999845)"
heggen.1772,Heg/Haag,,"LINESTRING (196119.77699999884 357868.7729999982, 196110.3040000014 357877.70800000057)"
heggen.1773,Heg/Haag,,"LINESTRING (196148.56700000167 357874.00400000066, 196151.2100000009 357876.55799999833, 196145.3500000015 357883.3189999983)"
heggen.1774,Heg/Haag,,"LINESTRING (196095.3280000016 357874.73099999875, 196090.15100000054 357881.30999999866, 196089.03700000048 357880.83999999985, 196082.11199999973 357874.59699999914)"
heggen.1775,Heg/Haag,,"LINESTRING (196122.0799999982 357875.37099999934, 196125.44099999964 357879.12900000066, 196120.94799999893 357882.65300000086, 196118.70699999854 357880.26000000164)"
heggen.1776,Heg/Haag,,"LINESTRING (194575.68609999865 357877.1248999983, 194591.87099999934 357868.2250000015, 194594.3999999985 357865.94999999925, 194597.54199999943 357862.75499999896)"
heggen.1777,Heg/Haag,,"LINESTRING (196110.3040000014 357877.70800000057, 196105.00200000033 357882.70800000057, 196099.4549999982 357876.936999999)"
heggen.1778,Heg/Haag,,"LINESTRING (196110.3040000014 357877.70800000057, 196117.1000000015 357884.9549999982, 196109.08399999887 357891.7320000008)"
heggen.1779,Heg/Haag,,"LINESTRING (196069.7589999996 357886.1730000004, 196076.06700000167 357878.8969999999, 196077.37900000066 357878.38500000164, 196079.39400000125 357879.7749999985)"
heggen.1780,Heg/Haag,,"LINESTRING (196069.7589999996 357886.1730000004, 196074.15199999884 357889.47300000116)"
heggen.1781,Heg/Haag,,"LINESTRING (196089.51000000164 357888.14499999955, 196085.22300000116 357884.5789999999, 196084.50400000066 357884.5729999989, 196078.23600000143 357891.77800000086, 196078.68299999833 357893.08900000155, 196086.45600000024 357900.22399999946)"
