GEMEENTE|GEBIED|GEBDNAAM|BUURT|BUURTNAAM|minX|minY|maxX|maxY|landscape_minX|landscape_maxX|landscape_minY|landscape_maxY|portrait_minX|portrait_maxX|portrait_minY|portrait_maxY
599|10|Feijenoord|80|Vreewijk|93362|432478|95696|434096|93362|95696|432461|434113|93362|95696|431637|434937
599|21|Waalhaven-Eemhaven|96|Eemhaven|85138|431517|89243|435047|84695|89686|431517|435047|85138|89243|430380|436184
599|5|Noord|31|Bergpolder|91215|438474|91987|439507|90870|92332|438474|439507|91215|91987|438444|439537
599|6|Hillegersberg-Schiebroek|61|Hillegersberg Zuid|91239|439410|93354|440605|91239|93354|439259|440756|91239|93354|438512|441503
599|8|Kralingen-Crooswijk|47|Struisenburg|93814|436607|95211|437586|93814|95211|436602|437591|93814|95211|436108|438085
599|3|Delfshaven|29|Schiemond|89158|434926|91721|436500|89158|91721|434806|436620|89158|91721|433901|437525
599|25|Rivium|40|Rivium|96387|436644|96748|437256|96134|97001|436644|437256|96351|96784|436644|437256
599|13|Pernis|91|Pernis|85534|432650|86955|434532|84914|87575|432650|434532|85534|86955|432586|434596
599|5|Noord|35|Oude Noorden|92100|437783|93296|439773|91291|94105|437783|439773|91994|93402|437783|439773
599|3|Delfshaven|25|Middelland|90828|436089|91463|437613|90068|92223|436089|437613|90606|91685|436089|437613
599|15|Charlois|76|Zuidplein|92928|433245|93517|433940|92731|93714|433245|433940|92928|93517|433176|434009
599|10|Feijenoord|17|Kop van Zuid|92550|435319|93847|436177|92550|93847|435289|436207|92550|93847|434831|436665
599|1|Rotterdam Centrum|12|Cool|91925|436289|92637|437673|91302|93260|436289|437673|91791|92771|436289|437673
599|14|Prins Alexander|46|Kralingseveer|96326|435367|97864|436788|96090|98100|435367|436788|96326|97864|434990|437165
599|12|IJsselmonde|89|Groot IJsselmonde|95432|431632|98669|434653|94914|99187|431632|434653|95432|98669|430854|435431
599|15|Charlois|75|Wielewaal|91006|432401|91460|433250|90632|91834|432401|433250|90932|91534|432401|433250
599|3|Delfshaven|28|Witte Dorp|88743|436586|89076|436850|88722|89097|436586|436850|88743|89076|436482|436954
599|10|Feijenoord|81|Bloemhof|93506|433826|94568|434809|93342|94732|433826|434809|93506|94568|433566|435069
599|17|Hoek van Holland|2|Dorp|68157|442499|70371|445544|67111|71417|442499|445544|68157|70371|442456|445587
599|15|Charlois|70|Charlois Zuidrand|89777|430742|93512|431873|89777|93512|429986|432629|89777|93512|428667|433948
599|4|Overschie|56|Overschie|87962|438845|90234|440856|87676|90520|438845|440856|87962|90234|438244|441457
599|10|Feijenoord|79|Kop van Zuid - Entrepot|93530|435073|94765|436453|93171|95124|435073|436453|93530|94765|434889|436637
599|21|Waalhaven-Eemhaven|98|Waalhaven Zuid|88965|431298|90845|432814|88833|90977|431298|432814|88965|90845|430727|433385
599|15|Charlois|78|Zuiderpark|90662|431525|94947|433488|90662|94947|430991|434022|90662|94947|429477|435536
599|5|Noord|16|Provenierswijk|91351|437760|92342|438434|91351|92342|437746|438448|91351|92342|437396|438798
599|14|Prins Alexander|49|Het Lage Land|95948|439117|97817|440854|95654|98111|439117|440854|95948|97817|438664|441307
599|23|Botlek-Europoort-Maasvlakte|8|Maasvlakte|55500|436777|67382|446572|54516|68366|436777|446572|55500|67382|433275|450074
599|3|Delfshaven|21|Bospolder|89450|435465|90393|436412|89252|90591|435465|436412|89450|90393|435271|436606
599|17|Hoek van Holland|3|Rijnpoort|69538|439015|74723|443988|68615|75646|439015|443988|69538|74723|437836|445167
599|10|Feijenoord|86|Afrikaanderwijk|93595|434726|94717|435696|93470|94842|434726|435696|93595|94717|434417|436005
599|10|Feijenoord|88|Noordereiland|92994|435982|94481|436999|92994|94481|435964|437017|92994|94481|435439|437542
599|8|Kralingen-Crooswijk|42|Kralingen Oost|94613|436514|96551|438361|94276|96888|436514|438361|94613|96551|436067|438808
599|22|Vondelingenplaat|95|Vondelingenplaat|81514|431999|86073|435064|81514|86073|431919|435144|81514|86073|430308|436755
599|15|Charlois|73|Zuidwijk|92226|431543|94021|432690|92226|94021|431481|432752|92226|94021|430847|433386
599|24|Rotterdam-Noord-West|59|Bedrijvenpark Noord-West|86673|439211|88184|440439|86560|88297|439211|440439|86673|88184|438756|440894
599|14|Prins Alexander|48|Prinsenland|96384|438052|98411|439478|96384|98411|438048|439482|96384|98411|437332|440198
599|4|Overschie|54|Schieveen|86729|440448|90361|443570|86338|90752|440448|443570|86729|90361|439441|444577
599|4|Overschie|57|Landzicht|88921|439883|89347|440242|88880|89388|439883|440242|88921|89347|439761|440364
599|8|Kralingen-Crooswijk|45|De Esch|94819|434957|96867|436822|94524|97162|434957|436822|94819|96867|434441|437338
599|5|Noord|15|Agniesebuurt|91870|437884|92807|438697|91763|92914|437884|438697|91870|92807|437628|438953
599|27|Rozenburg|5|Noordzeeweg|72474|437032|75544|439932|71959|76059|437032|439932|72474|75544|436311|440653
599|10|Feijenoord|87|Feijenoord|93970|435162|95127|436848|93356|95741|435162|436848|93952|95145|435162|436848
599|8|Kralingen-Crooswijk|14|Rubroek|92910|437628|93820|438367|92842|93888|437628|438367|92910|93820|437354|438641
599|1|Rotterdam Centrum|13|Cs Kwartier|90862|437486|92399|437926|90862|92399|437162|438250|90862|92399|436619|438793
599|10|Feijenoord|85|Katendrecht|91721|434535|93706|435534|91721|93706|434332|435737|91721|93706|433631|436438
599|3|Delfshaven|22|Tussendijken|89484|436083|90498|436869|89435|90547|436083|436869|89484|90498|435759|437193
599|3|Delfshaven|27|Oud Mathenesse|88007|436490|89603|437479|88007|89603|436420|437549|88007|89603|435856|438113
599|14|Prins Alexander|68|Nesselande|98871|442187|101033|445397|97682|102222|442187|445397|98816|101088|442187|445397
599|19|Nieuw Mathenesse|26|Nieuw Mathenesse|87699|435142|89876|436611|87699|89876|435106|436647|87699|89876|434337|437416
599|14|Prins Alexander|66|Zevenkamp|97920|441235|99788|443323|97378|100330|441235|443323|97920|99788|440958|443600
599|5|Noord|34|Liskwartier|91757|438593|92654|439701|91422|92989|438593|439701|91757|92654|438512|439782
599|27|Rozenburg|4|Rozenburg|74900|434828|77858|437546|74457|78301|434828|437546|74900|77858|434096|438278
599|15|Charlois|77|Pendrecht|90875|431512|92426|432690|90817|92484|431512|432690|90875|92426|431004|433198
599|14|Prins Alexander|67|Oosterflank|97464|438808|99003|441021|96669|99798|438808|441021|97450|99017|438808|441021
599|1|Rotterdam Centrum|10|Stadsdriehoek|92349|436045|93984|437927|91836|94497|436045|437927|92349|93984|435830|438142
599|15|Charlois|72|Carnisse|91967|433242|93059|434137|91880|93146|433242|434137|91967|93059|432917|434462
599|23|Botlek-Europoort-Maasvlakte|6|Botlek|74032|431162|82564|435862|74032|82564|430494|436530|74032|82564|427480|439544
599|8|Kralingen-Crooswijk|43|Kralingse Bos|93746|437877|96595|440402|93385|96956|437877|440402|93746|96595|437125|441154
599|15|Charlois|71|Tarwewijk|91662|433834|93636|434897|91662|93636|433667|435064|91662|93636|432970|435761
599|21|Waalhaven-Eemhaven|94|Waalhaven|87725|432580|91414|435315|87636|91503|432580|435315|87725|91414|431339|436556
599|1|Rotterdam Centrum|18|Nieuwe Werk|91403|435049|92956|436295|91298|93061|435049|436295|91403|92956|434574|436770
599|17|Hoek van Holland|1|Strand en Duin|60427|443562|69244|447000|60427|69244|442162|448400|60427|69244|439048|451514
599|8|Kralingen-Crooswijk|41|Kralingen West|93768|437319|94851|438734|93309|95310|437319|438734|93768|94851|437260|438793
599|16|Hoogvliet|92|Hoogvliet Noord|82236|430619|86185|432569|82236|86185|430197|432991|82236|86185|428802|434386
599|15|Charlois|74|Oud Charlois|91013|433144|92346|435049|90332|93027|433144|435049|91005|92354|433144|435049
599|4|Overschie|51|Kleinpolder|88598|437943|90266|439361|88429|90435|437943|439361|88598|90266|437472|439832
599|5|Noord|58|Blijdorpsepolder|89321|437487|90526|438799|88996|90851|437487|438799|89321|90526|437291|438995
599|26|Bedrijventerrein Schieveen|50|Bedrijventerrein Schieveen|88174|440896|89988|442410|88010|90152|440896|442410|88174|89988|440370|442936
