FID,naam,se_anno_cad_data,gdb_geomattr_data,shape
1e_herziening_serie2_index.1,01 schenkenschans_1874,,,"POLYGON ((199463.73099999875 426202.2879999988, 199463.73099999875 433091.9620000012, 209861.55700000003 433091.9620000012, 209861.55700000003 426202.2879999988, 199463.73099999875 426202.2879999988))"
1e_herziening_serie2_index.2,02 kekerdom_1873,,,"POLYGON ((191380.0709999986 427617.6730000004, 191380.0709999986 434476.04300000146, 201240.34800000116 434476.04300000146, 201240.34800000116 427617.6730000004, 191380.0709999986 427617.6730000004))"
1e_herziening_serie2_index.3,03 angeren_1876,,,"POLYGON ((191368.9459999986 432584.07499999925, 191368.9459999986 439604.4609999992, 201366.1099999994 439604.4609999992, 201366.1099999994 432584.07499999925, 191368.9459999986 432584.07499999925))"
1e_herziening_serie2_index.4,04 westervoort_1877,,,"POLYGON ((190377.80999999866 437545.51000000164, 190377.80999999866 444397.11199999973, 200390.08999999985 444397.11199999973, 200390.08999999985 437545.51000000164, 190377.80999999866 437545.51000000164))"
1e_herziening_serie2_index.5,05 arnhem_1881,,,"POLYGON ((182399.4299999997 438756.09600000083, 182399.4299999997 445711.006000001, 192373.38500000164 445711.006000001, 192373.38500000164 438756.09600000083, 182399.4299999997 438756.09600000083))"
1e_herziening_serie2_index.6,06 heteren_1881,,,"POLYGON ((174592.41200000048 439020.3960000016, 174592.41200000048 445625.1030000001, 184171.95600000024 445625.1030000001, 184171.95600000024 439020.3960000016, 174592.41200000048 439020.3960000016))"
1e_herziening_serie2_index.7,07 opheusden_1881,,,"POLYGON ((166540.8110000007 437169.3049999997, 166540.8110000007 443483.6579999998, 176123.35700000077 443483.6579999998, 176123.35700000077 437169.3049999997, 166540.8110000007 437169.3049999997))"
1e_herziening_serie2_index.8,08 rheenen_1881,,,"POLYGON ((161375.3990000002 436865.14400000125, 161375.3990000002 446862.23000000045, 168346.5080000013 446862.23000000045, 168346.5080000013 436865.14400000125, 161375.3990000002 436865.14400000125))"
1e_herziening_serie2_index.9,09 maurik_1882,,,"POLYGON ((156627.64400000125 439137.47300000116, 156627.64400000125 448653.3260000013, 163156.64799999818 448653.3260000013, 163156.64799999818 439137.47300000116, 156627.64400000125 439137.47300000116))"
1e_herziening_serie2_index.10,10 wijk bij duurstede_1882,,,"POLYGON ((148368.22700000182 438963.37000000104, 148368.22700000182 445920.2250000015, 158403.64600000158 445920.2250000015, 158403.64600000158 438963.37000000104, 148368.22700000182 438963.37000000104))"
1e_herziening_serie2_index.11,11 culemborg_1882,,,"POLYGON ((140185.1009999998 439033.9439999983, 140185.1009999998 446100.1229999997, 150593.63800000027 446100.1229999997, 150593.63800000027 439033.9439999983, 140185.1009999998 439033.9439999983))"
1e_herziening_serie2_index.12,12 hagestein_1882,,,"POLYGON ((135447.04399999976 438097.9450000003, 135447.04399999976 448005.9450000003, 142387.04399999976 448005.9450000003, 142387.04399999976 438097.9450000003, 135447.04399999976 438097.9450000003))"
1e_herziening_serie2_index.13,13 vianen_1883,,,"POLYGON ((127444.70899999887 440282.75499999896, 127444.70899999887 447616.618999999, 137378.34600000083 447616.618999999, 137378.34600000083 440282.75499999896, 127444.70899999887 440282.75499999896))"
