FID,naam,se_anno_cad_data,gdb_geomattr_data,shape
1e_herziening_serie2_index.14,14 ameide_1883,,,"POLYGON ((119429.97800000012 437574.6339999996, 119429.97800000012 444783.5549999997, 129361.78299999982 444783.5549999997, 129361.78299999982 437574.6339999996, 119429.97800000012 437574.6339999996))"
1e_herziening_serie2_index.15,15 schoonhoven_1883,,,"POLYGON ((111329.68899999931 433967.4389999993, 111329.68899999931 442311.45600000024, 121382.0009999983 442311.45600000024, 121382.0009999983 433967.4389999993, 111329.68899999931 433967.4389999993))"
1e_herziening_serie2_index.16,16 lekkerkerk_1883,,,"POLYGON ((103375.6090000011 431661.1710000001, 103375.6090000011 438898.73800000176, 113303.11899999902 438898.73800000176, 113303.11899999902 431661.1710000001, 103375.6090000011 431661.1710000001))"
1e_herziening_serie2_index.17,17 krimpen ad lek_1879,,,"POLYGON ((95356.11100000143 431341.69999999925, 95356.11100000143 438178.4239999987, 105340.06300000101 438178.4239999987, 105340.06300000101 431341.69999999925, 95356.11100000143 431341.69999999925))"
1e_herziening_serie2_index.18,18 rotterdam_1880,,,"POLYGON ((87468.24300000072 432601.7569999993, 87468.24300000072 438854.0370000005, 97032.60599999875 438854.0370000005, 97032.60599999875 432601.7569999993, 87468.24300000072 432601.7569999993))"
1e_herziening_serie2_index.19,19 vlaardingen_1881,,,"POLYGON ((79579.37799999863 432710.32400000095, 79579.37799999863 439183.16800000146, 89138.51700000092 439183.16800000146, 89138.51700000092 432710.32400000095, 79579.37799999863 432710.32400000095))"
1e_herziening_serie2_index.20,20 maassluis_1880,,,"POLYGON ((73860.88699999824 429533.1499999985, 73860.88699999824 439438.0179999992, 80890.73000000045 439438.0179999992, 80890.73000000045 429533.1499999985, 73860.88699999824 429533.1499999985))"
1e_herziening_serie2_index.21,21 de lier_1881,,,"POLYGON ((68492.42500000075 437681.5920000002, 68492.42500000075 444778.5080000013, 78289.19799999893 444778.5080000013, 78289.19799999893 437681.5920000002, 68492.42500000075 437681.5920000002))"
1e_herziening_serie2_index.22,22 hoek van holland_1881,,,"POLYGON ((63535.9459999986 436878.88699999824, 63535.9459999986 446138.9699999988, 70282.21200000122 446138.9699999988, 70282.21200000122 436878.88699999824, 63535.9459999986 436878.88699999824))"
1e_herziening_serie2_index.23,supplement aerdt_1887,,,"POLYGON ((199417.93499999866 431349.7989999987, 199417.93499999866 438270.47300000116, 209282.91899999976 438270.47300000116, 209282.91899999976 431349.7989999987, 199417.93499999866 431349.7989999987))"
1e_herziening_serie2_index.24,01 schenkenschans_1874,,,"POLYGON ((199463.73099999875 426202.2879999988, 199463.73099999875 433091.9620000012, 209861.55700000003 433091.9620000012, 209861.55700000003 426202.2879999988, 199463.73099999875 426202.2879999988))"
1e_herziening_serie2_index.25,02 kekerdom_1873,,,"POLYGON ((191380.0709999986 427617.6730000004, 191380.0709999986 434476.04300000146, 201240.34800000116 434476.04300000146, 201240.34800000116 427617.6730000004, 191380.0709999986 427617.6730000004))"
1e_herziening_serie2_index.26,03 angeren_1876,,,"POLYGON ((191368.9459999986 432584.07499999925, 191368.9459999986 439604.4609999992, 201366.1099999994 439604.4609999992, 201366.1099999994 432584.07499999925, 191368.9459999986 432584.07499999925))"
1e_herziening_serie2_index.27,04 westervoort_1877,,,"POLYGON ((190377.80999999866 437545.51000000164, 190377.80999999866 444397.11199999973, 200390.08999999985 444397.11199999973, 200390.08999999985 437545.51000000164, 190377.80999999866 437545.51000000164))"
1e_herziening_serie2_index.28,05 arnhem_1881,,,"POLYGON ((182399.4299999997 438756.09600000083, 182399.4299999997 445711.006000001, 192373.38500000164 445711.006000001, 192373.38500000164 438756.09600000083, 182399.4299999997 438756.09600000083))"
1e_herziening_serie2_index.29,06 heteren_1881,,,"POLYGON ((174592.41200000048 439020.3960000016, 174592.41200000048 445625.1030000001, 184171.95600000024 445625.1030000001, 184171.95600000024 439020.3960000016, 174592.41200000048 439020.3960000016))"
1e_herziening_serie2_index.30,07 opheusden_1881,,,"POLYGON ((166540.8110000007 437169.3049999997, 166540.8110000007 443483.6579999998, 176123.35700000077 443483.6579999998, 176123.35700000077 437169.3049999997, 166540.8110000007 437169.3049999997))"
1e_herziening_serie2_index.31,08 rheenen_1881,,,"POLYGON ((161375.3990000002 436865.14400000125, 161375.3990000002 446862.23000000045, 168346.5080000013 446862.23000000045, 168346.5080000013 436865.14400000125, 161375.3990000002 436865.14400000125))"
1e_herziening_serie2_index.32,09 maurik_1882,,,"POLYGON ((156627.64400000125 439137.47300000116, 156627.64400000125 448653.3260000013, 163156.64799999818 448653.3260000013, 163156.64799999818 439137.47300000116, 156627.64400000125 439137.47300000116))"
1e_herziening_serie2_index.33,10 wijk bij duurstede_1882,,,"POLYGON ((148368.22700000182 438963.37000000104, 148368.22700000182 445920.2250000015, 158403.64600000158 445920.2250000015, 158403.64600000158 438963.37000000104, 148368.22700000182 438963.37000000104))"
1e_herziening_serie2_index.34,11 culemborg_1882,,,"POLYGON ((140185.1009999998 439033.9439999983, 140185.1009999998 446100.1229999997, 150593.63800000027 446100.1229999997, 150593.63800000027 439033.9439999983, 140185.1009999998 439033.9439999983))"
1e_herziening_serie2_index.35,12 hagestein_1882,,,"POLYGON ((135447.04399999976 438097.9450000003, 135447.04399999976 448005.9450000003, 142387.04399999976 448005.9450000003, 142387.04399999976 438097.9450000003, 135447.04399999976 438097.9450000003))"
1e_herziening_serie2_index.36,13 vianen_1883,,,"POLYGON ((127444.70899999887 440282.75499999896, 127444.70899999887 447616.618999999, 137378.34600000083 447616.618999999, 137378.34600000083 440282.75499999896, 127444.70899999887 440282.75499999896))"
1e_herziening_serie2_index.37,14 ameide_1883,,,"POLYGON ((119429.97800000012 437574.6339999996, 119429.97800000012 444783.5549999997, 129361.78299999982 444783.5549999997, 129361.78299999982 437574.6339999996, 119429.97800000012 437574.6339999996))"
1e_herziening_serie2_index.38,15 schoonhoven_1883,,,"POLYGON ((111329.68899999931 433967.4389999993, 111329.68899999931 442311.45600000024, 121382.0009999983 442311.45600000024, 121382.0009999983 433967.4389999993, 111329.68899999931 433967.4389999993))"
1e_herziening_serie2_index.39,16 lekkerkerk_1883,,,"POLYGON ((103375.6090000011 431661.1710000001, 103375.6090000011 438898.73800000176, 113303.11899999902 438898.73800000176, 113303.11899999902 431661.1710000001, 103375.6090000011 431661.1710000001))"
1e_herziening_serie2_index.40,17 krimpen ad lek_1879,,,"POLYGON ((95356.11100000143 431341.69999999925, 95356.11100000143 438178.4239999987, 105340.06300000101 438178.4239999987, 105340.06300000101 431341.69999999925, 95356.11100000143 431341.69999999925))"
1e_herziening_serie2_index.41,18 rotterdam_1880,,,"POLYGON ((87468.24300000072 432601.7569999993, 87468.24300000072 438854.0370000005, 97032.60599999875 438854.0370000005, 97032.60599999875 432601.7569999993, 87468.24300000072 432601.7569999993))"
1e_herziening_serie2_index.42,19 vlaardingen_1881,,,"POLYGON ((79579.37799999863 432710.32400000095, 79579.37799999863 439183.16800000146, 89138.51700000092 439183.16800000146, 89138.51700000092 432710.32400000095, 79579.37799999863 432710.32400000095))"
1e_herziening_serie2_index.43,20 maassluis_1880,,,"POLYGON ((73860.88699999824 429533.1499999985, 73860.88699999824 439438.0179999992, 80890.73000000045 439438.0179999992, 80890.73000000045 429533.1499999985, 73860.88699999824 429533.1499999985))"
1e_herziening_serie2_index.44,21 de lier_1881,,,"POLYGON ((68492.42500000075 437681.5920000002, 68492.42500000075 444778.5080000013, 78289.19799999893 444778.5080000013, 78289.19799999893 437681.5920000002, 68492.42500000075 437681.5920000002))"
1e_herziening_serie2_index.45,22 hoek van holland_1881,,,"POLYGON ((63535.9459999986 436878.88699999824, 63535.9459999986 446138.9699999988, 70282.21200000122 446138.9699999988, 70282.21200000122 436878.88699999824, 63535.9459999986 436878.88699999824))"
1e_herziening_serie2_index.46,supplement aerdt_1887,,,"POLYGON ((199417.93499999866 431349.7989999987, 199417.93499999866 438270.47300000116, 209282.91899999976 438270.47300000116, 209282.91899999976 431349.7989999987, 199417.93499999866 431349.7989999987))"
