Nummer;Totaal van;Jaar;Maand;Categorie;Nationaliteit;Aantal vertrek
1;Jaar;2018;;;;14880
2;Jaar, Maand;2018;1;;;1340
2;Jaar, Maand;2018;2;;;1120
2;Jaar, Maand;2018;3;;;1300
2;Jaar, Maand;2018;4;;;1270
2;Jaar, Maand;2018;5;;;1370
2;Jaar, Maand;2018;6;;;1310
2;Jaar, Maand;2018;7;;;1250
2;Jaar, Maand;2018;8;;;1160
2;Jaar, Maand;2018;9;;;1030
2;Jaar, Maand;2018;10;;;1350
2;Jaar, Maand;2018;11;;;1480
2;Jaar, Maand;2018;12;;;930
3;Jaar, Maand, Categorie;2018;1;Gedwongen vertrek uit Nederland;;250
3;Jaar, Maand, Categorie;2018;1;Zelfstandig vertrek uit Nederland;;250
3;Jaar, Maand, Categorie;2018;1;Zelfstandig vertrek zonder toezicht;;830
3;Jaar, Maand, Categorie;2018;2;Gedwongen vertrek uit Nederland;;220
3;Jaar, Maand, Categorie;2018;2;Zelfstandig vertrek uit Nederland;;230
3;Jaar, Maand, Categorie;2018;2;Zelfstandig vertrek zonder toezicht;;670
3;Jaar, Maand, Categorie;2018;3;Gedwongen vertrek uit Nederland;;280
3;Jaar, Maand, Categorie;2018;3;Zelfstandig vertrek uit Nederland;;260
3;Jaar, Maand, Categorie;2018;3;Zelfstandig vertrek zonder toezicht;;760
3;Jaar, Maand, Categorie;2018;4;Gedwongen vertrek uit Nederland;;240
3;Jaar, Maand, Categorie;2018;4;Zelfstandig vertrek uit Nederland;;250
3;Jaar, Maand, Categorie;2018;4;Zelfstandig vertrek zonder toezicht;;780
3;Jaar, Maand, Categorie;2018;5;Gedwongen vertrek uit Nederland;;250
3;Jaar, Maand, Categorie;2018;5;Zelfstandig vertrek uit Nederland;;330
3;Jaar, Maand, Categorie;2018;5;Zelfstandig vertrek zonder toezicht;;800
3;Jaar, Maand, Categorie;2018;6;Gedwongen vertrek uit Nederland;;270
3;Jaar, Maand, Categorie;2018;6;Zelfstandig vertrek uit Nederland;;270
3;Jaar, Maand, Categorie;2018;6;Zelfstandig vertrek zonder toezicht;;760
3;Jaar, Maand, Categorie;2018;7;Gedwongen vertrek uit Nederland;;220
3;Jaar, Maand, Categorie;2018;7;Zelfstandig vertrek uit Nederland;;270
3;Jaar, Maand, Categorie;2018;7;Zelfstandig vertrek zonder toezicht;;760
3;Jaar, Maand, Categorie;2018;8;Gedwongen vertrek uit Nederland;;180
3;Jaar, Maand, Categorie;2018;8;Zelfstandig vertrek uit Nederland;;320
3;Jaar, Maand, Categorie;2018;8;Zelfstandig vertrek zonder toezicht;;650
3;Jaar, Maand, Categorie;2018;9;Gedwongen vertrek uit Nederland;;170
3;Jaar, Maand, Categorie;2018;9;Zelfstandig vertrek uit Nederland;;320
3;Jaar, Maand, Categorie;2018;9;Zelfstandig vertrek zonder toezicht;;540
3;Jaar, Maand, Categorie;2018;10;Gedwongen vertrek uit Nederland;;220
3;Jaar, Maand, Categorie;2018;10;Zelfstandig vertrek uit Nederland;;420
3;Jaar, Maand, Categorie;2018;10;Zelfstandig vertrek zonder toezicht;;710
3;Jaar, Maand, Categorie;2018;11;Gedwongen vertrek uit Nederland;;200
3;Jaar, Maand, Categorie;2018;11;Zelfstandig vertrek uit Nederland;;420
3;Jaar, Maand, Categorie;2018;11;Zelfstandig vertrek zonder toezicht;;860
3;Jaar, Maand, Categorie;2018;12;Gedwongen vertrek uit Nederland;;150
3;Jaar, Maand, Categorie;2018;12;Zelfstandig vertrek uit Nederland;;270
3;Jaar, Maand, Categorie;2018;12;Zelfstandig vertrek zonder toezicht;;510
4;Jaar, Categorie;2018;;Gedwongen vertrek uit Nederland;;2650
4;Jaar, Categorie;2018;;Zelfstandig vertrek uit Nederland;;3610
4;Jaar, Categorie;2018;;Zelfstandig vertrek zonder toezicht;;8620
5;Jaar, Maand, Nationaliteit;2018;1;;Afghaanse;40
5;Jaar, Maand, Nationaliteit;2018;1;;Albanese;90
5;Jaar, Maand, Nationaliteit;2018;1;;Algerijnse;80
5;Jaar, Maand, Nationaliteit;2018;1;;Amerikaans burger;10
5;Jaar, Maand, Nationaliteit;2018;1;;Armeense;20
5;Jaar, Maand, Nationaliteit;2018;1;;Azerbeidzjaanse;10
5;Jaar, Maand, Nationaliteit;2018;1;;Belarussische;20
5;Jaar, Maand, Nationaliteit;2018;1;;Braziliaanse;10
5;Jaar, Maand, Nationaliteit;2018;1;;Burger van Bosnië-Herzegovina;10
5;Jaar, Maand, Nationaliteit;2018;1;;Burger van Congo;10
5;Jaar, Maand, Nationaliteit;2018;1;;Chileense;10
5;Jaar, Maand, Nationaliteit;2018;1;;Chinese;10
5;Jaar, Maand, Nationaliteit;2018;1;;Colombiaanse;10
5;Jaar, Maand, Nationaliteit;2018;1;;Cubaanse;20
5;Jaar, Maand, Nationaliteit;2018;1;;Dominicaanse;10
5;Jaar, Maand, Nationaliteit;2018;1;;Egyptische;20
5;Jaar, Maand, Nationaliteit;2018;1;;Eritrese;40
5;Jaar, Maand, Nationaliteit;2018;1;;Ethiopische;20
5;Jaar, Maand, Nationaliteit;2018;1;;Filipijnse;10
5;Jaar, Maand, Nationaliteit;2018;1;;Gambiaanse;30
5;Jaar, Maand, Nationaliteit;2018;1;;Georgische;40
5;Jaar, Maand, Nationaliteit;2018;1;;Ghanese;10
5;Jaar, Maand, Nationaliteit;2018;1;;Guinese;30
5;Jaar, Maand, Nationaliteit;2018;1;;Indiase;10
5;Jaar, Maand, Nationaliteit;2018;1;;Indonesische;10
5;Jaar, Maand, Nationaliteit;2018;1;;Iraakse;100
5;Jaar, Maand, Nationaliteit;2018;1;;Iraanse;70
5;Jaar, Maand, Nationaliteit;2018;1;;Ivoriaanse;10
5;Jaar, Maand, Nationaliteit;2018;1;;Kosovaarse;10
5;Jaar, Maand, Nationaliteit;2018;1;;Libische;30
5;Jaar, Maand, Nationaliteit;2018;1;;Macedonische;10
5;Jaar, Maand, Nationaliteit;2018;1;;Marokkaanse;130
5;Jaar, Maand, Nationaliteit;2018;1;;Moldavische;40
5;Jaar, Maand, Nationaliteit;2018;1;;Myanmarese;10
5;Jaar, Maand, Nationaliteit;2018;1;;Nigeriaanse;20
5;Jaar, Maand, Nationaliteit;2018;1;;Oekraïense;40
5;Jaar, Maand, Nationaliteit;2018;1;;Onbekend;10
5;Jaar, Maand, Nationaliteit;2018;1;;Pakistaanse;10
5;Jaar, Maand, Nationaliteit;2018;1;;Poolse;10
5;Jaar, Maand, Nationaliteit;2018;1;;Russische;40
5;Jaar, Maand, Nationaliteit;2018;1;;Senegalese;20
5;Jaar, Maand, Nationaliteit;2018;1;;Servische;20
5;Jaar, Maand, Nationaliteit;2018;1;;Sierra Leoonse;10
5;Jaar, Maand, Nationaliteit;2018;1;;Soedanese;20
5;Jaar, Maand, Nationaliteit;2018;1;;Somalische;20
5;Jaar, Maand, Nationaliteit;2018;1;;Sri Lankaanse;10
5;Jaar, Maand, Nationaliteit;2018;1;;Surinaamse;30
5;Jaar, Maand, Nationaliteit;2018;1;;Syrische;40
5;Jaar, Maand, Nationaliteit;2018;1;;Tunesische;20
5;Jaar, Maand, Nationaliteit;2018;1;;Turkse;10
5;Jaar, Maand, Nationaliteit;2018;1;;Ugandese;10
5;Jaar, Maand, Nationaliteit;2018;2;;Afghaanse;60
5;Jaar, Maand, Nationaliteit;2018;2;;Albanese;60
5;Jaar, Maand, Nationaliteit;2018;2;;Algerijnse;100
5;Jaar, Maand, Nationaliteit;2018;2;;Armeense;20
5;Jaar, Maand, Nationaliteit;2018;2;;Azerbeidzjaanse;10
5;Jaar, Maand, Nationaliteit;2018;2;;Belarussische;10
5;Jaar, Maand, Nationaliteit;2018;2;;Braziliaanse;10
5;Jaar, Maand, Nationaliteit;2018;2;;Burger van Bosnië-Herzegovina;20
5;Jaar, Maand, Nationaliteit;2018;2;;Chinese;10
5;Jaar, Maand, Nationaliteit;2018;2;;Colombiaanse;10
5;Jaar, Maand, Nationaliteit;2018;2;;Cubaanse;40
5;Jaar, Maand, Nationaliteit;2018;2;;Egyptische;20
5;Jaar, Maand, Nationaliteit;2018;2;;Eritrese;30
5;Jaar, Maand, Nationaliteit;2018;2;;Ethiopische;10
5;Jaar, Maand, Nationaliteit;2018;2;;Gambiaanse;20
5;Jaar, Maand, Nationaliteit;2018;2;;Georgische;10
5;Jaar, Maand, Nationaliteit;2018;2;;Ghanese;10
5;Jaar, Maand, Nationaliteit;2018;2;;Guinee-Bissause;10
5;Jaar, Maand, Nationaliteit;2018;2;;Guinese;20
5;Jaar, Maand, Nationaliteit;2018;2;;Indiase;10
5;Jaar, Maand, Nationaliteit;2018;2;;Indonesische;10
5;Jaar, Maand, Nationaliteit;2018;2;;Iraakse;60
5;Jaar, Maand, Nationaliteit;2018;2;;Iraanse;40
5;Jaar, Maand, Nationaliteit;2018;2;;Ivoriaanse;10
5;Jaar, Maand, Nationaliteit;2018;2;;Jordaanse;10
5;Jaar, Maand, Nationaliteit;2018;2;;Kosovaarse;10
5;Jaar, Maand, Nationaliteit;2018;2;;Libische;30
5;Jaar, Maand, Nationaliteit;2018;2;;Macedonische;20
5;Jaar, Maand, Nationaliteit;2018;2;;Malinese;10
5;Jaar, Maand, Nationaliteit;2018;2;;Marokkaanse;100
5;Jaar, Maand, Nationaliteit;2018;2;;Moldavische;30
5;Jaar, Maand, Nationaliteit;2018;2;;Mongolische;10
5;Jaar, Maand, Nationaliteit;2018;2;;Nigeriaanse;20
5;Jaar, Maand, Nationaliteit;2018;2;;Oekraïense;20
5;Jaar, Maand, Nationaliteit;2018;2;;Onbekend;10
5;Jaar, Maand, Nationaliteit;2018;2;;Pakistaanse;10
5;Jaar, Maand, Nationaliteit;2018;2;;Poolse;10
5;Jaar, Maand, Nationaliteit;2018;2;;Russische;10
5;Jaar, Maand, Nationaliteit;2018;2;;Senegalese;10
5;Jaar, Maand, Nationaliteit;2018;2;;Servische;20
5;Jaar, Maand, Nationaliteit;2018;2;;Sierra Leoonse;10
5;Jaar, Maand, Nationaliteit;2018;2;;Soedanese;20
5;Jaar, Maand, Nationaliteit;2018;2;;Somalische;20
5;Jaar, Maand, Nationaliteit;2018;2;;Surinaamse;20
5;Jaar, Maand, Nationaliteit;2018;2;;Syrische;60
5;Jaar, Maand, Nationaliteit;2018;2;;Tadzjiekse;20
5;Jaar, Maand, Nationaliteit;2018;2;;Tunesische;20
5;Jaar, Maand, Nationaliteit;2018;2;;Turkse;20
5;Jaar, Maand, Nationaliteit;2018;3;;Afghaanse;50
5;Jaar, Maand, Nationaliteit;2018;3;;Albanese;100
5;Jaar, Maand, Nationaliteit;2018;3;;Algerijnse;90
5;Jaar, Maand, Nationaliteit;2018;3;;Armeense;20
