Lichtmastn,latitude,longitude
DVR70020-0001,52.2469824517,6.2916347226
DVR70020-0002,52.2468652913,6.2918494891
DVR70020-0003,52.2468683399,6.291451446
DVR70020-0004,52.2468671112,6.2910316013
DVR70020-0005,52.2467537736,6.290747007
DVR70020-0006,52.2467634102,6.2905575282
DVR70020-0007,52.2469581707,6.2907439197
DVR70021-0001,52.2492463299,6.2850309426
DVR70021-0002,52.2493324863,6.2847963226
DVR70021-0003,52.249465528,6.2847136961
DVR70021-0004,52.2496710527,6.2845419705
DVR70021-0005,52.2498403095,6.2845358778
DVR70021-0006,52.2499958119,6.284420181
DVR70021-0007,52.2501750834,6.2842479226
DVR70021-0008,52.2503131559,6.2841223659
DVR70021-0009,52.2504845716,6.2842161361
DVR70021-0010,52.25012387,6.2844607906
DVR70021-0011,52.2500315297,6.2847108551
DVR70021-0012,52.249954424,6.284875666
DVR70021-0013,52.2499734338,6.2850614296
DVR70021-0014,52.2499305207,6.285332198
DVR70021-0015,52.2498450141,6.2856222712
DVR70021-0016,52.2496544608,6.2855731015
DVR70021-0601,52.2497849043,6.2853000435
DVR70021-0017,52.2495842474,6.2852151867
DVR70021-0018,52.2494282124,6.2850171528
DVR70023-0001,52.2474700022,6.2854268391
DVR70023-0002,52.2472274345,6.2854493663
DVR70023-0003,52.2468973065,6.2854756104
DVR70023-0004,52.2467635386,6.2853577289
DVR70023-0005,52.2468590276,6.285639382
DVR70023-0006,52.2468995313,6.2860680159
DVR70023-0007,52.2469415148,6.2865153434
DVR70023-0008,52.2469819322,6.2869549466
DVR70023-0009,52.2470294563,6.2873453308
DVR70023-0010,52.2470204246,6.287646814
DVR70023-0011,52.2470106392,6.2880470087
DVR70024-0001,52.2467636738,6.2851180223
DVR70024-0002,52.2467631055,6.2848090664
DVR70024-0003,52.2468032533,6.2843462922
DVR70024-0004,52.2468147116,6.2839900488
DVR70024-0005,52.2468439231,6.2836008918
DVR70024-0601,52.2468770032,6.283257132
DVR70025-0001,52.2467111661,6.2845630726
DVR70025-0002,52.2464903786,6.2844397954
DVR70025-0003,52.246267966,6.2845303689
DVR70025-0004,52.2460925502,6.2845791131
DVR70025-0005,52.2462095978,6.2841489573
DVR70025-0006,52.2461944057,6.2838444636
DVR70025-0007,52.2460818703,6.2836805966
DVR70025-0008,52.2459850883,6.2835338499
DVR70026-0001,52.2493609767,6.2798394899
DVR70026-0002,52.2494655273,6.2802883956
DVR70026-0003,52.2495496932,6.2807321407
DVR70026-0004,52.2494854514,6.2811253724
DVR70026-0005,52.2493685947,6.2815318053
DVR70027-0001,52.2489169915,6.2802963968
DVR70027-0002,52.2489342108,6.280719779
DVR70027-0003,52.2488113416,6.2811498529
DVR70040-0001,52.2476669894,6.2940175253
DVR70040-0002,52.2477426712,6.293854498
DVR70041-0001,52.2516441078,6.291226911
DVR70041-0002,52.2518864665,6.291231836
DVR70041-0003,52.2520816578,6.2912412881
DVR70041-0004,52.2521880289,6.291418985
DVR70041-0005,52.2521954388,6.2917702062
DVR70041-0701,52.2523990782,6.2911160868
DVR70041-0006,52.252191346,6.2909856999
DVR70041-0007,52.2521773275,6.2906178883
DVR70041-0008,52.2521306535,6.2901177629
DVR70041-0009,52.2519396412,6.2902148347
DVR70041-0010,52.2517132743,6.2903199478
DVR70041-0011,52.2521271917,6.2896898261
DVR70041-0012,52.2520507386,6.2893339317
DVR70041-0013,52.2519263188,6.2893149522
DVR70041-0014,52.2516947287,6.2892224892
DVR70041-0015,52.2520623031,6.2891421753
DVR70041-0016,52.2521222195,6.2890210335
DVR70041-0702,52.2523154131,6.2888488791
DVR70041-0017,52.2522434946,6.2885676619
DVR70041-0018,52.2522686898,6.2883542385
DVR70042-0001,52.2488206622,6.2863141534
DVR70042-0002,52.2485432816,6.2861303444
DVR70042-0003,52.2483055664,6.2859145805
DVR70042-0004,52.24809508,6.2857290374
DVR70042-0005,52.2478942127,6.2855479662
DVR70042-0006,52.2476886845,6.2853580603
DVR70042-0007,52.2476082303,6.285070869
DVR70042-0008,52.2476380474,6.2847275921
DVR70042-0009,52.2476693581,6.2843969679
DVR70042-0010,52.2477333163,6.2840706915
DVR70043-0001,52.2492218974,6.2852688578
DVR70043-0002,52.2490787535,6.2854879666
DVR70043-0003,52.2490931452,6.2858970359
DVR70043-0004,52.2489456531,6.2862917112
DVR70043-0005,52.2489516649,6.2867073496
DVR70043-0006,52.2489175357,6.2871510328
DVR70043-0007,52.2488344575,6.2875908139
DVR70043-0008,52.2488505624,6.2880236249
DVR70043-0009,52.2487259156,6.2882188841
DVR70043-0010,52.2486486907,6.288683531
DVR70043-0011,52.2484597819,6.2889384015
DVR70044-0001,52.2475729681,6.2878203359
DVR70044-0002,52.2475721505,6.2872575827
DVR70044-0003,52.2475629064,6.2867034209
DVR70044-0601,52.2475873207,6.2861499394
DVR70044-0602,52.2475209806,6.2858063262
DVR70044-0004,52.2472755602,6.2862931054
DVR70044-0005,52.2469669149,6.2862745245
DVR70045-0001,52.250602188,6.2840736928
DVR70045-0002,52.2505887801,6.2837476511
DVR70045-0003,52.2505630012,6.2833003125
DVR70045-0004,52.2504543028,6.2828015575
DVR70045-0005,52.2505341254,6.2824916544
DVR70045-0006,52.2504403334,6.2819504206
DVR70045-0007,52.2505261668,6.2816168706
DVR70045-0008,52.25040909,6.2812817803
DVR70045-0009,52.2504185469,6.2808472695
DVR70045-0010,52.2502659708,6.2805326262
DVR70045-0011,52.250252135,6.2800475057
DVR70045-0012,52.250070916,6.2797063815
DVR70045-0013,52.250059958,6.2792260745
DVR70045-0014,52.2500349744,6.27886432
DVR70045-0015,52.2499391963,6.2785844918
DVR70045-0016,52.2500025782,6.278155774
DVR70045-0017,52.2498301325,6.2779596222
DVR70045-0018,52.2498194274,6.2776271224
DVR70045-0019,52.2496498269,6.2773998765
DVR70045-0020,52.2494891985,6.2770354132
DVR70045-0021,52.2493644318,6.2765575912
DVR70045-0022,52.2492818437,6.276289758
DVR70045-0023,52.2492674482,6.2758452213
DVR70045-0024,52.249251027,6.2753892458
DVR70045-0025,52.2492920801,6.2749949611
DVR70046-0001,52.2512096507,6.2876532516
DVR70046-0002,52.2511616072,6.2872365164
DVR70046-0003,52.2511357794,6.2869888139
DVR70046-0004,52.2510856638,6.2866740722
DVR70046-0005,52.2511405583,6.2863614537
DVR70046-0006,52.2510969623,6.2859565288
DVR70046-0007,52.2510613926,6.2856468358
DVR70046-0008,52.2510344283,6.285356331
DVR70046-0009,52.2509278739,6.2851735491
DVR70046-0010,52.250930658,6.2848288173
DVR70046-0011,52.2507844927,6.2844836219
DVR70046-0012,52.2506865071,6.284324783
DVR70047-0002,52.2481273097,6.2865098268
DVR70047-0003,52.2481973858,6.2869411331
DVR70047-0004,52.2480697894,6.2873389549
DVR70047-0005,52.2481470828,6.2882400541
DVR70047-0501,52.2481478122,6.2885856221
DVR70047-0006,52.2480491957,6.2878321845
DVR70047-0007,52.2478304412,6.2878222713
DVR70047-0008,52.2474872355,6.2874973974
DVR70047-0009,52.2473040012,6.2876384563
DVR70047-0010,52.2471168138,6.2875021703
DVR70050-0001,52.2468985623,6.2813753761
DVR70050-0002,52.2470946478,6.2812937624
DVR70050-0003,52.2473112599,6.2811983014
DVR70050-0004,52.2475020149,6.2810500361
DVR70050-0005,52.2476813895,6.2808635163
DVR70050-0006,52.2478344391,6.2806859725
DVR70050-0007,52.2480093643,6.280530092
DVR70050-0008,52.2482420208,6.280413722
DVR70050-0009,52.2484908627,6.2802998885
DVR70050-0010,52.2487221668,6.280190455
DVR70050-0011,52.2489653541,6.2800527394
DVR70050-0012,52.2491590966,6.2798950173
DVR70050-0013,52.2493741556,6.2796188897
DVR70050-0014,52.2495877888,6.2793592055
DVR70050-0015,52.2497321208,6.2791767211
DVR70050-0016,52.2498538654,6.2790190338
DVR70053-0001,52.2471895188,6.2922302694
DVR70053-0002,52.2471939039,6.2918706476
DVR70053-0003,52.2472070561,6.2913135637
DVR70053-0004,52.2472141021,6.2909735055
DVR70070-0001,52.2491416471,6.2848903273
DVR70070-0002,52.2489975589,6.2850395234
DVR70070-0003,52.2488415959,6.2848319877
DVR70070-0004,52.2486165552,6.2848844856
DVR70070-0005,52.2484928231,6.2846585898
DVR70070-0006,52.248371337,6.2847344005
DVR70070-0007,52.248304881,6.2844361535
DVR70070-0008,52.2481473863,6.2842380986
DVR70070-0009,52.248014902,6.2840120306
DVR70070-0010,52.2478742798,6.283704997
DVR70070-0011,52.2477764376,6.2835271608
DVR70070-0012,52.2476815481,6.2833446317
DVR70070-0013,52.2475227733,6.2831227924
DVR70070-0014,52.2473167135,6.2829808046
DVR70070-0015,52.2471684162,6.2829160294
DVR70070-0016,52.246996639,6.282869794
DVR70070-0017,52.2468516002,6.2829736508
DVR70070-0018,52.2466979731,6.2828210049
DVR70070-0019,52.2464848174,6.2828452319
DVR70070-0020,52.2462569325,6.2828881739
DVR70070-0021,52.2460554087,6.2829173877
DVR70070-0022,52.2458393359,6.2829415551
DVR70070-0023,52.2456436099,6.2829756378
DVR70070-0024,52.24530506,6.2829925861
DVR70070-0026,52.244864524,6.2829932228
DVR70070-0027,52.2444321556,6.2830577306
DVR70070-0028,52.244201194,6.2830948356
DVR70070-0029,52.2439272035,6.2831728288
DVR70070-0030,52.2437214466,6.2832661133
DVR70070-0030,52.2437214466,6.2832661133
DVR70070-0030,52.2437214466,6.2832661133
DVR70070-0030,52.2437214466,6.2832661133
DVR70070-0030,52.2437214466,6.2832661133
DVR70070-0030,52.2437214466,6.2832661133
DVR70070-0801,52.2432086433,6.2827269002
DVR70070-0803,52.2429704058,6.2825968435
DVR70070-0802,52.2432152855,6.2829775591
DVR70070-0804,52.2429858019,6.2828198414
DVR70070-0031,52.2408130652,6.2816367792
DVR70070-0032,52.2384178922,6.281775452
DVR70070-0033,52.2354594485,6.2824631866
DVR70070-0035,52.2322158818,6.2782264528
DVR70070-0036,52.2320408231,6.2776547458
DVR70082-0001,52.2477754821,6.2907677569
DVR70082-0002,52.2475177784,6.2907697614
DVR70082-0003,52.2472869497,6.2907433584
DVR70084-0001,52.251455942,6.2928473891
DVR70084-0002,52.2514423875,6.2932282535
DVR70084-0003,52.2514286987,6.2936264396
DVR70084-0004,52.2514156738,6.2939380162
DVR70084-0005,52.2514140774,6.2941458782
DVR70084-0006,52.2514023325,6.2945029998
DVR70084-0007,52.2513721605,6.2949701467
DVR70084-0008,52.2513528843,6.2954028663
DVR70084-0009,52.2513444376,6.29580982
DVR70084-0010,52.2513670829,6.2963213562
DVR70084-0011,52.2513527172,6.2968061494
DVR70084-0012,52.2513222024,6.2973165986
DVR70084-0013,52.2513009663,6.2977903824
DVR70084-0014,52.2512752945,6.2983615656
DVR70084-0015,52.2512869628,6.2989161891
DVR70084-0016,52.2512837522,6.2993319117
DVR70084-0017,52.2512798039,6.2998429039
DVR70084-0002,52.2511443703,6.3001692902
DVR70084-0018,52.2513771923,6.3007154795
DVR70084-0019,52.2514617868,6.3010593582
DVR70084-0020,52.2515794856,6.3016508135
DVR70084-0021,52.251686953,6.3021900875
DVR70084-0022,52.2517844581,6.3026425356
DVR70084-0023,52.251871532,6.3030687838
DVR70084-0024,52.2519581339,6.3035556607
DVR70110-0001,52.2490426233,6.2844843042
DVR70110-0002,52.2488047621,6.2844575886
DVR70110-0003,52.2485786128,6.2844593831
DVR70110-0004,52.2484196799,6.2844171222
DVR70111-0001,52.2513424364,6.291493678
DVR70111-0002,52.2510403224,6.2915912246
DVR70111-0003,52.2507568356,6.291681454
DVR70111-0004,52.2505238821,6.2917672246
DVR70112-0003,52.2500085454,6.285601807
DVR70112-0004,52.2501747045,6.2856194224
DVR70112-0501,52.2502538028,6.2857895992
DVR70112-0001,52.2503069807,6.2849350672
DVR70112-0503,52.2505930995,6.2860578898
DVR70112-0008,52.2509303691,6.2859959442
DVR70028-0601,52.2507357891,6.2851338572
DVR70112-0007,52.2507406482,6.2858374606
DVR70112-0006,52.2506806936,6.2856651268
DVR70112-0005,52.2505388339,6.2853295241
DVR70112-0002,52.2503549178,6.285323599
DVR70113-0001,52.2511942139,6.2904059365
DVR70113-0002,52.2508751643,6.29051686
DVR70113-0003,52.2505949396,6.2906208754
DVR70113-0004,52.2502943923,6.2907409325
DVR70113-0005,52.2500041844,6.290829658
DVR70113-0006,52.2497629422,6.2908988077
DVR70114-0001,52.2512603253,6.2879136512
DVR70114-0002,52.2513960565,6.2877737799
DVR70114-0003,52.2516177168,6.2878440921
DVR70114-0004,52.2519239896,6.2878557784
DVR70114-0701,52.2520478478,6.2877353937
DVR70114-0005,52.252185541,6.2879927252
DVR70114-0006,52.2524021422,6.2878435175
DVR70114-0007,52.2525381483,6.2879965659
DVR70114-0008,52.2528081465,6.2878154798
DVR70114-0009,52.2530731398,6.2877132172
DVR70114-0010,52.2532289361,6.2874939397
DVR70114-0011,52.2533369017,6.2871947654
DVR70114-0012,52.2534182307,6.2869237517
DVR70114-0013,52.2535931122,6.2865111235
DVR70114-0014,52.2537357486,6.286054064
DVR70114-0015,52.2539997042,6.2858541399
DVR70114-0017,52.2563638998,6.2859305757
DVR70114-0018,52.2569263248,6.2860950299
DVR70114-0019,52.2572316146,6.2863053207
DVR70116-0001,52.2510377907,6.2814538181
DVR70116-0002,52.250745805,6.2814859762
DVR70117-0003,52.2486214037,6.2949074457
DVR70117-0004,52.2488213016,6.2948747009
DVR70117-0005,52.248744661,6.2945540017
DVR70117-0001,52.2484536643,6.2946769477
DVR70117-0002,52.248459835,6.2943640772
DVR70118-0001,52.2501356362,6.2938581615
DVR70118-0002,52.250126908,6.2942235823
DVR70118-0003,52.2501079003,6.2946216478
DVR70118-0004,52.2501051044,6.2949853957
DVR70118-0005,52.2500862941,6.2953574786
DVR70118-0006,52.2500835625,6.2957125657
DVR70118-0007,52.2500716146,6.2960956559
DVR70118-0008,52.2502232997,6.2964192506
DVR70118-0009,52.2504305407,6.2964321483
DVR70119-0001,52.2493740574,6.2960272286
DVR70119-0002,52.2493652081,6.2964861274
DVR70119-0003,52.2493461261,6.2968928457
DVR70119-0004,52.2490938914,6.297199514
DVR70119-0005,52.2488600726,6.2971860696
DVR70119-0006,52.2486893732,6.2972605341
DVR70119-0007,52.2485360223,6.2971534566
DVR70119-0008,52.2482331676,6.297129939
DVR70119-0009,52.2480604224,6.2967799411
DVR70119-0010,52.2480741884,6.2963731259
DVR70119-0011,52.2480827707,6.2959488814
DVR70119-0601,52.2478830733,6.2970275015
DVR70119-0602,52.2477708453,6.2971031606
DVR70120-0001,52.251282455,6.2907533059
DVR70120-0002,52.2511020606,6.2901297985
DVR70120-0003,52.2510089842,6.2899743202
DVR70120-0004,52.2510087895,6.289779587
DVR70120-0005,52.2508961379,6.2893220203
DVR70120-0006,52.2508372868,6.2890931866
DVR70120-0007,52.2507967185,6.2888948932
DVR70120-0008,52.250752007,6.2887417898
DVR70120-0010,52.2505503733,6.2880890505
DVR70131-0601,52.2448739447,6.2833094448
DVR70131-0602,52.2449826379,6.2836228663
DVR70131-0603,52.2451091542,6.2839294104
DVR70131-0604,52.2452267303,6.2842430142
DVR70131-0605,52.2453702988,6.284644
DVR70131-0606,52.2454611096,6.2849715436
DVR70131-0607,52.2455561415,6.285328126
DVR70131-0608,52.2456068603,6.2856693388
DVR70131-0609,52.2456577434,6.2859888416
DVR70131-0610,52.2457173447,6.2863302355
DVR70131-0611,52.2457768899,6.2866788674
DVR70131-0612,52.2458279909,6.2869694246
DVR70131-0613,52.2458748696,6.2872309445
DVR70131-0614,52.2459258587,6.2875359771
DVR70131-0615,52.2460488861,6.2882984713
DVR70131-0616,52.2461149231,6.2886689543
DVR70131-0617,52.2461786272,6.2890538677
DVR70131-0618,52.2462424407,6.289424308
DVR70131-0619,52.2463109165,6.2897658911
DVR70131-0620,52.2463787825,6.2901870833
DVR70131-0621,52.2464384269,6.2905212511
DVR70131-0622,52.2464933513,6.2908915153
DVR70131-0623,52.2465307828,6.2912252336
DVR70131-0624,52.2465684905,6.2915227672
DVR70131-0625,52.2465968139,6.2918852546
DVR70132-0001,52.2496626854,6.2881656943
DVR70132-0002,52.2494528575,6.2883095436
DVR70132-0003,52.2493403532,6.2884937592
DVR70132-0004,52.2492031554,6.2888255713
DVR70132-0005,52.2491377337,6.2890162237
DVR70132-0006,52.2490117357,6.2896444543
DVR70132-0007,52.2490687617,6.2901118437
DVR70132-0008,52.2493319891,6.2908850998
DVR70132-0009,52.2494306815,6.2912107309
DVR70132-0010,52.2495175672,6.2915547044
DVR70132-0011,52.2495956312,6.2920010245
DVR70132-0012,52.2496907253,6.2924227519
DVR70130-0001,52.2471036912,6.2928129708
DVR70130-0601,52.2472020968,6.2931527706
DVR70130-0602,52.2473551857,6.2932944716
DVR70130-0603,52.2475118437,6.2934513646
DVR70130-0002,52.2470168484,6.2930450614
DVR70130-0003,52.2468992412,6.2931292808
DVR70130-0604,52.2468172481,6.293422098
DVR70130-0605,52.2468577788,6.293682765
DVR70130-0606,52.246907193,6.2939587326
DVR70133-0001,52.2516508303,6.3027350714
DVR70133-0002,52.2515080484,6.3026368477
DVR70133-0003,52.2513809447,6.3025735962
DVR70133-0004,52.2512213432,6.3025876367
DVR70133-0005,52.2510457279,6.3026100098
DVR70133-0006,52.2506535949,6.3026561161
DVR70135-0001,52.2511457943,6.287922303
DVR70135-0002,52.2512257638,6.288271142
DVR70135-0003,52.2511751754,6.2885694589
DVR70135-0004,52.2512551112,6.2888316118
DVR70135-0005,52.2511987772,6.2892641788
DVR70135-0006,52.2512895376,6.2896070086
DVR70135-0007,52.2512131779,6.2899071542
DVR70135-0008,52.2513349974,6.2902661751
DVR70135-0009,52.2513728734,6.2905960664
DVR70135-0010,52.2514071725,6.2909533127
DVR70135-0011,52.2513671645,6.2913419614
DVR70135-0012,52.2515534395,6.2916364734
DVR70135-0013,52.251570779,6.292009833
DVR70135-0014,52.2517100952,6.2922814521
DVR70135-0015,52.2516376872,6.2925243538
DVR70135-0016,52.2517660388,6.2925783849
DVR70135-0017,52.2517540604,6.2928312563
DVR70135-0018,52.2518181522,6.2931777013
DVR70135-0020,52.2518774251,6.293528467
DVR70135-0022,52.2519310626,6.2938769097
DVR70135-0024,52.2519764041,6.2942579531
DVR70135-0025,52.2519991835,6.2945651451
DVR70135-0026,52.2520189519,6.2949338087
DVR70135-0027,52.2520429573,6.2952411824
DVR70135-0028,52.2520631012,6.2955607529
DVR70135-0029,52.2520730559,6.2958931895
DVR70135-0031,52.2521556063,6.2961745417
DVR70135-0033,52.2521265379,6.2966177309
DVR70135-0034,52.2521408697,6.2969902161
DVR70135-0035,52.2521569112,6.2973526684
DVR70135-0036,52.2521768124,6.2977029245
DVR70135-0037,52.2522131114,6.2980925493
DVR70135-0038,52.252236493,6.2984797036
DVR70135-0039,52.2522560597,6.2988729178
DVR70135-0040,52.2522612233,6.2991799091
DVR70135-0041,52.2522736816,6.2995177386
DVR70135-0042,52.2523118393,6.2999420237
DVR70135-0043,52.2521860331,6.3001358488
DVR70135-0044,52.2522478304,6.3004255894
DVR70135-0045,52.2521613642,6.3008902793
DVR70135-0046,52.2522191859,6.3012126342
DVR70135-0047,52.2521423234,6.3014336905
DVR70135-0048,52.2522083915,6.3017244752
DVR70135-0049,52.2521317005,6.3019232706
DVR70135-0050,52.2521666486,6.3027032146
DVR70135-0051,52.2520889202,6.303035568
DVR70135-0052,52.2521672645,6.3035047163
DVR70135-0053,52.252096624,6.3038038191
DVR70135-0055,52.2529437217,6.3137936366
DVR70135-0057,52.2563563307,6.3311099611
DVR70135-0059,52.2531489393,6.3376409817
DVR70135-0060,52.2530612594,6.3380515501
DVR70135-0061,52.2529302905,6.3385986715
DVR70142-0501,52.2502951304,6.2874281351
DVR70142-0502,52.2501285542,6.287082523
DVR70142-0503,52.250039794,6.2868620738
DVR70144-0001,52.250146315,6.2883181043
DVR70144-0002,52.2502210664,6.288669302
DVR70144-0003,52.2503074621,6.2890385638
DVR70144-0004,52.2504906773,6.2886679876
DVR70144-0005,52.2505467062,6.2890105019
DVR70144-0006,52.2505897395,6.2893267777
DVR70144-0007,52.2509090324,6.2896097284
DVR70144-0008,52.2506981906,6.2896657895
DVR70144-0009,52.2505514526,6.290151535
DVR70144-0010,52.2504838359,6.2897409774
DVR70144-0011,52.2503820852,6.2893988275
DVR70144-0701,52.2501635515,6.2893675026
DVR70145-0001,52.2499878634,6.2881466351
DVR70145-0002,52.2502213664,6.2881323505
DVR70145-0003,52.2503663644,6.2878643445
DVR70145-0004,52.2505775462,6.2877165113
DVR70145-0005,52.2507702476,6.2876966452
DVR70145-0006,52.2509064031,6.2878229905
DVR70145-0007,52.251110265,6.2878698988
DVR70146-0001,52.2316219726,6.2768547423
DVR70146-0002,52.2317251961,6.2762592255
DVR70146-0003,52.2318101122,6.2756677531
DVR70146-0004,52.2313876129,6.2756126242
DVR70150-0001,52.2500863262,6.2967347406
DVR70150-0002,52.2499623999,6.296948757
DVR70151-0005,52.2509662182,6.2777876066
DVR70151-0006,52.2511040311,6.2781551662
DVR70151-0015,52.2513007313,6.2779639787
DVR70151-0016,52.2514711129,6.2778104398
DVR70151-0017,52.2516493354,6.2776528148
DVR70152-0501,52.2519514227,6.276259018
DVR70152-0502,52.2518477676,6.2761084785
DVR70152-0503,52.2517516929,6.275729027
DVR70152-0504,52.2517316219,6.2751093046
DVR70152-0505,52.2516512203,6.2748956039
DVR70153-0001,52.2491140725,6.2912028315
DVR70153-0002,52.2488747109,6.2912660906
DVR70153-0003,52.2485871618,6.2912273371
DVR70153-0301,52.2484939613,6.2906555367
DVR70153-0302,52.2481792896,6.2904215202
DVR70153-0004,52.2482734185,6.2910920645
DVR70153-0005,52.24795633,6.2909539835
DVR70153-0006,52.2478425375,6.2910860528
DVR70153-0007,52.2477678606,6.2916056037
DVR70153-0008,52.2476850473,6.2920953573
DVR70160-0001,52.2486147726,6.2814669069
DVR70160-0002,52.2485324312,6.2817669146
DVR70160-0003,52.2484244313,6.2821592556
DVR70161-0001,52.2499562047,6.2958940722
DVR70161-0002,52.2496852433,6.2958712138
DVR70161-0003,52.2494088997,6.2958569075
DVR70161-0004,52.249175214,6.295826149
DVR70161-0005,52.2489201993,6.295803617
DVR70161-0006,52.2486757491,6.2957899628
DVR70161-0007,52.2483951076,6.2957813242
DVR70161-0008,52.2481534061,6.2957511064
DVR70171-0001,52.2506194808,6.2781963641
DVR70171-0002,52.2505387111,6.277859643
DVR70171-0003,52.2504858064,6.2776252843
DVR70171-0601,52.2503924355,6.2772331697
