FID,ZAAKNUMMER,STATUS,LAT,LON,BEGINDATUM,EINDDATUM,DATASETNAAM,CATEGORIE,AANTAL_STEMMEN,DESCRIPTION,MEDIA1,MEDIA2,MEDIA3,GEOM
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3338,0014ESUITE479052023,open,53.1908,6.5575,2023-02-02 16:13:16.546876,null,Melding Openbare Ruimte,Vervuiling openbare ruimte; Fiets,1,170SiolvQNUO4DuqONIMkRB1ZwIFj78ukr91j1L6ycUQ2RsfjjZqbqLBBWMu/93Q0a8REFGUNdKTVkJFVBePkTuy3ir67I0EyGJzeX/LtTtvjP3riDI+4zP3IxeSfGCt5XOWDJMEl5XUXrRCB3EGUkqJooK9zrll4CO9MkdsxXc3xOF2X8OsrgWg/d5Lwx3iiBQHjl/TjPSXocw9NCvjZ9KCZ74kjHOb2dG8BKirpzx7wueXYoK3Joc4ChaWQOKxnBAcZe8kBzc9EDRKbWyMFky7+v1Wm7ptsEdvVN9omtYpu3u6xrdHHBmazV3qUsjk,null,null,null,POINT (233220.726 578869.58)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3337,0014ESUITE478932023,open,53.2119,6.5806,2023-02-02 16:07:28.571662,null,Containers - Huisvuil,Containers; Grofvuil naast de container,1,HT9XycC8KCWmkP9TvQo9masr4JD/p+TCm4DpWVCQOhuoebyeu3JvwDQvVrdQeHwmsKc+BbXO2FZuiaSbSQWRsQ==,null,null,null,POINT (234726.544 581247.349)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3336,0014ESUITE478732023,open,53.2149,6.5492,2023-02-02 15:58:37.203564,null,Melding Openbare Ruimte,Vervuiling openbare ruimte; Zwerfvuil,1,zj2r+KS/IEK29opIAWrT/k7UGM3yZA4djSslYip65IhCnXKoAyBDPJX8kJOGgnq0vwicwoDSm+9/U10oeb7ZnmVXMv2VnxouRaNh6y5g4n2aRrD4yGBOmSl4Waev6JvIZDmQw83yhCcGxX71wSeG0rxOfB7Owl1nNjmeAd5qUYCSUi+Aq3YDFPVxUQKH+g0c,null,null,null,POINT (232620.091 581550.646)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3335,0014ESUITE478232023,open,53.1469,6.596,2023-02-02 15:39:07.495333,null,Melding Openbare Ruimte,Vervuiling openbare ruimte; Zwerfvuil,1,RG/9C+yOfyoQe0MSr/bMeW5wYIsxRPxKaxXNmfxHTCBOYKzv9zFyD3kCj8N57GGFD6N3tmDRAf2C8ayA4E1GmE3rZ6AmLUlG1BeCSjxCGLw=,null,null,null,POINT (235875.797 574025.126)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3334,0014ESUITE478102023,open,53.2282,6.6021,2023-02-02 15:35:16.847957,null,Melding Openbare Ruimte,Wegen; Kapot / verzakt / opgedrukt,1,XU6hmQimorf97lEX4wIbtOn77CxkvPkR+WvV88g0ip8UTeyyayGMmdSme/geqa45kuJnLvAU/uUOYhaX+fT3PVlzfW7PSiYOgnL+bcBIF6TIgRpXCXNxdvuEnDsoXkQnks4jhgo8GTlHIpG36Mbnv5zw0BUTmeXm39haRaOU/psZx37JRfFKzGD90UgUgbznNn1FZObvx7GDYxT2OhJ5Kw==,null,null,null,POINT (236132.507 583080.144)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3333,0014ESUITE478072023,open,53.2006,6.5907,2023-02-02 15:35:03.65586,null,Melding Openbare Ruimte,Verkeer; Gevaarlijke kruispunten en situaties,1,eOKsG0SHlHWt8q09kwQ8FaNR276Ls1tmO9TwVmI2JrdrqH3GjRHOfPWfvtbj9Ljcanc4RUYcE9l7k3XZjY1A4paDFUzT9n6DNe4rnGn0NkNo+o2M/xmz2zQElz5hYIchB5svsgwaMPnlMs4r7SZuWE/HrQXxcz2JBshzNtQTKVGHfmGgkjZsKSYzQ5tbn1bghXs5ZitL7sAlepGhNc+EtMDXI8WZFONChCOq9Dtj4BrVUBuTIylubUNF9ynRs/zMRHHpHkMvtsAWxQqa+Va9HGvIaCqlxkvK23Yp/KztJDPOeGb4Tof0YpBOhaSSBAMZHPp2nfLwgxaJiaqIR5DN2A9x8KsKvb4oeSn9ykGZOQiJo+weXxx6kcXWYGKfhCWK6NXo296JZiBANs/E6MUWzTicwlDL/EdyyG6kW2wgNVUe/OsyEefCUMOpsyDRwmNg9moRjV7/W2EMT78H3oopnoJsaG3HvvQVooYxHpMhNz2BACjYXxnUA7vm0apxyZhOxE1zupoqALPazerDVC8KOHZeGNYsfDraI7k2DD+n+wVfLqUY9EXrQxiYo/LJs2TKU6OeDmllGmMfCBwIc0tfYw==,null,null,null,POINT (235423.651 580001.656)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3332,0014ESUITE477952023,open,53.1988,6.5907,2023-02-02 15:29:32.37971,null,Melding Openbare Ruimte,Vervuiling openbare ruimte; Zwerfvuil,1,eLbxVwJKaz7Cm4xHqTbCnwXqVSQKjt3TdxmF2kHyb0M=,null,null,null,POINT (235421.796 579798.782)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3331,0014ESUITE477672023,open,53.2336,6.5554,2023-02-02 15:19:23.142782,null,Melding Openbare Ruimte,Vervuiling openbare ruimte; Zwerfvuil,1,G+SW/FgP0SmzQ1jh8Oz3VOinjnrBCKDMTBKUXKeptcNs9j3dHCZfn/6u/q4n1zsuBGEDYv+vEptV5zemBJaQnmm44lWCgHJzLFbf6w1/ZK5+/qrDpYDB9qk/4p30FRv/cOnKDZU0EZBHHFyTQt710g==,null,null,null,POINT (233001.312 583637.176)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3330,0014ESUITE477452023,open,53.1708,6.6225,2023-02-02 15:10:16.560114,null,Melding Openbare Ruimte,Wegen; Zand of stenen,1,lkwkK+ULvDwnGxjidXFQYx3GicRsKz4djuM3XFhQTyknPEdmFH9EcsYNgAt/9lWdlmzZ3DbOiFRWtOZ1KnaOJ7d1W+PEI7uTcRuA8mcoBO56kVQ+I3aQ5SM6QXFqaB7VpUenDQE5endN/M9zGi49B7ALmQUrp9+w9ntxJt4qwOffZSZWpLuN0Ub0QGgUxnpM5v7O/gW7GMB2/nww43R3bQ==,null,null,null,POINT (237605.341 576721.118)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-332f,0014ESUITE476832023,open,53.1896,6.5594,2023-02-02 14:46:35.335591,null,Melding Openbare Ruimte,Wegen; Kapot / verzakt / opgedrukt,1,ExbKwIVxYUKyxfHG5x2JcwzgY6PCjVTs+QtXED1jytwvBc91K+bsxt/P3FPrH3RET+FqdBMNIMxKd0747na4cQ==,null,null,null,POINT (233352.2 578743.476)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-332e,0014ESUITE476572023,open,53.2235,6.5699,2023-02-02 14:39:06.761927,null,Melding Openbare Ruimte,Verkeer; Gevaarlijke kruispunten en situaties,1,yZaVNJlwgSVUCHW7k3t9pwFdPgDMNsw5P7urL0AbqQQNdFGEtKeppU2PQRV06PVYAMiFAE5SGFnTIgNjphRQQw==,null,null,null,POINT (233989.786 582521.532)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-332d,0014ESUITE476442023,closed,53.2041,6.5654,2023-02-02 14:37:40.024683,2023-02-02 21:11:21.822,Melding Openbare Ruimte,Vervuiling openbare ruimte; Zwerfvuil,1,FyNiZMr1576B08qQ3CxnSehLSKIZXmMjKJ5VoymgHC0=,63dbbca3e90aa304769b29e5,null,null,POINT (233727.207 580359.81)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-332c,0014ESUITE476302023,open,53.2161,6.5712,2023-02-02 14:34:04.693298,null,Melding Openbare Ruimte,Verkeer; Gevaarlijke kruispunten en situaties,1,7uwh/ZDH0yFPmrmsQ9E5OAHPQQcoeDkNfsWt0l8kXFf9OpUveVLQFBB6WDDFcg6ufU5FNZcQLgWntOIHGdaZfOL38Nq7wC0EBHpFmVvK0Kg=,null,null,null,POINT (234087.714 581704.042)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-332b,0014ESUITE475542023,open,53.2342,6.5377,2023-02-02 14:08:56.386071,null,Melding Openbare Ruimte,Wegen; Zand of stenen,1,9Xb7elnD3UEnDMScJ9NYXjH3wVNJqUiuLJ1oi5XsMjVIQ9w7D1Xtf7soqdrCGSo7tjPcEPzhnEBXaYDgg2CjLWkOk06u3X9mZHHyQ+KMI7LyiLtzZA8D6E9Ws/WTQjhOhKIYtA/PgllaHeUpEWWjVTCkBTgCSEVEJ4t2j+nP+SyDdiWAoGmTvZs9VVEK8EZmb7pxxjBdr5BrmP5tQCoF8+UiqaLPRxM5sLAERwQ2h99QPuQNAp3xrwxggiCiVYhv,null,null,null,POINT (231817.472 583682.873)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-332a,0014ESUITE475262023,open,53.2373,6.5795,2023-02-02 14:00:14.96836,null,Melding Openbare Ruimte,Vervuiling openbare ruimte; Fiets,1,UPxKm4JlKXPqMy2mIB1DtacrHFXViQRVh24peIuV5wY=,63dbb3dee90aa304769b29b5,null,null,POINT (234601.732 584071.189)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3329,0014ESUITE474692023,open,53.2121,6.5553,2023-02-02 13:44:40.683906,null,Melding Openbare Ruimte,Vervuiling openbare ruimte; Zwerfvuil,1,AXZUl1gdEZYYyOHNfGxAnX8cNF6g6Ix+e6h7JYOU9/LHKACgGEfa/9IVDaeWi1lbYloB47d2b93dp1RxCJEWVTwutgC2IDWbbxXoMP5VRBmO/hCupUYucphxFtNSQD9E00AVMqt5pGj8vbjn8SfEPgUa/+AvCoFn+4ws2ZOWbQeksytjGWA0Nb7VTdBNSl4vtKy0AH0OvFHJhZBEu9epCgA9cdfi3lN8BdEiMJ9l5+Q=,null,null,null,POINT (233034.029 581246.217)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3328,0014ESUITE474552023,open,53.1873,6.5698,2023-02-02 13:37:28.107104,null,Melding Openbare Ruimte,Bomen; Boom kapot / scheef / gevaarlijk,1,ihqGT+Oc4jD4pTxqSlFtWq8Hs5CEDRyrqILRKQo/E0imX6sLivCk9IJ0qkq5zuf12NzNPniQza0wc/Ia1mV0Gg==,63dbae87e90aa304769b2980,null,null,POINT (234051.784 578497.421)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3327,0014ESUITE474522023,open,53.2047,6.5063,2023-02-02 13:36:14.07622,null,Openbare Verlichting,Openbare verlichting; Lamp brandt niet,1,/o3JG2yzU+eATkKCXi7d2kGXBD7eCJfx9TpTbGHSdqc=,null,null,null,POINT (229775.443 580362.485)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3326,0014ESUITE474472023,open,53.2052,6.5062,2023-02-02 13:33:12.310382,null,Openbare Verlichting,Openbare verlichting; Meer dan 3 lampen branden niet in de straat,1,69UAvcO79athkUJk1qgQi+hnM9jWursQ8VhcgzNGaqPLRcrDXct+9j3WkMXBJnxTdcA3CdOcXAKtulo7wcCRMUEcfNVbK0dP4XzlXmNQrJfOwk6LTvDRG5/PlAtunmx3L7ukpaqi5LWygsnEQSq1rUyJ4r8VYJR3EO+/6zuRJ0yCqEqh3YjggkrrIoy3a0Zj7IAtjO2VH06eKHTNtVH1DawenvcocwTVSOhsohY2zg7MmjH2OUz78z+sbgUcPxQqLI9ut5bTt6bb5kz35T9/qQ==,null,null,null,POINT (229763.93 580424.908)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3325,0014ESUITE474392023,open,53.224,6.5527,2023-02-02 13:29:15.213851,null,Melding Openbare Ruimte,Wegen; Kapot / verzakt / opgedrukt,2,dMsEo90caZhKadBqdYlUekS/jy8p/RJEAPe59COiKXGh8UwHj0Ec791pGGCCes+g22rpgApbx5FdNWBCpVEh7ka8wFjXgS/DgRwNHk8wohaFJA+4Nx63ywhBAZN8JVvxaD+JMA0ziULnkCugAGb1nw==,null,null,null,POINT (232838.141 582563.979)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3324,0014ESUITE474272023,closed,53.2093,6.5537,2023-02-02 13:25:31.534213,2023-02-02 21:11:18.516,Containers - Huisvuil,Containers; Storing,2,C3YI8OODXOMcmT7exOqQd9jczT54kM2tMHPyGtZldBo=,null,null,null,POINT (232934.937 580928.605)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3323,0014ESUITE474082023,open,53.2223,6.5626,2023-02-02 13:21:13.571841,null,Melding Openbare Ruimte,Afval; Grofvuil,1,NxBFourqDRn4GMLcKr9pcnZSjWa9U+1Me61ip8og4qfhMBmvU0wwZ8P6GcOMmOY/geofCeCiG6d2PbB7xesfTgqa0XbwZ+oekkkiwgEvW3I=,null,null,null,POINT (233503.624 582380.418)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3322,0014ESUITE473892023,closed,53.2128,6.5842,2023-02-02 13:14:25.609546,2023-02-02 21:11:17.721,Melding Openbare Ruimte,Vervuiling openbare ruimte; Fiets,1,80GrgiPaeMBJkRDs1NcgVnhMC9+vFXaNvHn4YU3f1DvQk5w6Qdl75wXCLYIwg7Q+ba+TvXbm/CWyjKQR9O98e/9MFIMTlL//fTHtCZ2D6ynkaL/kRnOyufGM7LheezmnafdNlfaaOjusXSC1S0AdBAd1/JyJ8LZTsYUZf5VFr+SRToKo4agGswoSWQsrYoiiTtwCjtVHs5QefE089KgFSBj9Mtq2AA81deLhHYcSqXc5N6J6tXcnd2E9PjZfH1/J783+BcXcBEU4eC0JbGNeE3LBuXenOLDM1po8a8iuA9eBhQ0+9qoOvNPDl6X/z4u+RS/SX9rsiyMkkvVir0mTcBAH8MfD6pshvaZ/Q4F1o90166jG2sZ2S2EfIFXRFbS29HU6LQVdkuAN1T2rsZm/yomyIQe9V0njjQvSIm93gqg=,null,null,null,POINT (234965.213 581349.369)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3321,0014ESUITE473512023,open,53.2132,6.552,2023-02-02 12:59:35.088288,null,Melding Openbare Ruimte,Wegen; Kapot / verzakt / opgedrukt,1,hAdDLiJTjXxsbuhbFBrwUHBe0t2Z5k/MN3yNhpPa/dgeXOq06wbjszHM/3QMPKI/,null,null,null,POINT (232811.382 581362.27)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3320,0014ESUITE473342023,open,53.2104,6.5957,2023-02-02 12:56:34.255111,null,Melding Openbare Ruimte,Verkeer; Gevaarlijke kruispunten en situaties,1,9orCmfDiiE76AM9JlGFRxwFciwhYpAFhujQ5RM7y2xpeMxlfH2NXkH6Pyps+nX+cSzt86bGNjCmy5ZaH5pmwdTkGVPPHk9gHcFjNXwhyMj6wscNZV6sJLRs2hqrxpKblSUt1WxRkcW/GPohVkydRntZOigyuI2HzouQbbkzX4oSdPhBYCLHvbQy8VkCo56boyuSWsZQYXlT3qp8X9YIjEw==,null,null,null,POINT (235734.901 581091.968)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-331f,0014ESUITE473082023,open,53.2492,6.6004,2023-02-02 12:51:36.568834,null,Melding Openbare Ruimte,Honden; Hondenpoep,1,ITtip/6gicBKwJz94G+4e4zK1ineU+rQibzuuzU9Uk4ryyKU47Td2zyIyPvK1jdR,63dba3c8e90aa304769b2924,63dba3c8e90aa304769b2929,63dba3c8e90aa304769b292e,POINT (235975.44 585416.669)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-331e,0014ESUITE472982023,open,53.2308,6.5064,2023-02-02 12:48:47.138747,null,Melding Openbare Ruimte,Vervuiling openbare ruimte; Zwerfvuil,1,wIQ009brymejw2D25aLjTIcfmcACe8Ww59VR/1cjIze57gzi5T48Psizl2/3dstlmudxI/5zEavUpn1+w0rmFyYSSG7naPqxTE/NoMy8+3la8cgP5VARjEgnb/NGRpvqanc3tOwkGBk4fCONebcwBXRlwvhiZkLwnRPRoozjOKQ5PrAyb46BS7zfBHb+FxCcO4PZjiAS1hABhy/pPdOEvBT/TebD8CW6lIQvytB53bQ+eoBm0kkuLnrT+IwGfXUE0nGsFsRXv5cfTp/+ivyVBbvD8ESpXZt55iAFDonAAq0GT+nOqiNyYenYU01Tq34f,null,null,null,POINT (229734.254 583268.861)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-331d,0014ESUITE472672023,open,53.2305,6.5251,2023-02-02 12:37:31.786551,null,Melding Openbare Ruimte,Wegen; Paaltje scheef/verdwenen,1,2XIIIZ3o/6BXboKCwX6bpzveAsExKtCqy48vRm3w7ze0MZbs4R7aFeiwELDPL4JG8qhYI88wrIFbtMMV0+iTtIlefNhzWESRvLWiuQHJWF4aXLyxf65tRzJu+J4bTDc6Jtz6m9tOHkPLU1z0Mn8bQA==,null,null,null,POINT (230986.135 583257.324)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-331c,0014ESUITE472602023,open,53.215,6.582,2023-02-02 12:34:21.716276,null,Melding Openbare Ruimte,Vervuiling openbare ruimte; Zwerfvuil,1,sSnZLO/PiU5Hl+rsFyyTBNyTHiq8cuLK+JpTHwNuqOc=,null,null,null,POINT (234809.729 581594.628)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-331b,0014ESUITE472192023,closed,53.2237,6.6511,2023-02-02 12:22:34.556136,2023-02-02 21:11:14.841,Melding Openbare Ruimte,Water & Riolering; Drijfvuil,1,MwGIgSZypc7V+rb6HbehqDOiROMW33jccFwofeybqxFRGqzLOsvu2fR1eRZjqiEiFoy5z2gtJRmimf5KHMOfJrUKcMBRJrsv/RscmY3y3k1DEDP5NRO1e3Mo1DYVYy71yndiZkLOKP+/nsFvEjb2OuTn/JSJ/1k58LRzUfA8wkAuh7opHBeavt3TMCfn6U7s,null,null,null,POINT (239413.461 582636.633)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-331a,0014ESUITE472152023,open,53.185,6.5549,2023-02-02 12:21:19.906752,null,Melding Openbare Ruimte,Verkeer; Straatnaambord verdwenen/kapot/onleesbaar,1,yS2pkwcGnbw21cmMFgdhdvhEjbPKJg6UNYkWNNaKc0uLPps/fFQlHaEegH1+jaXMa0q7uNkuhHXyMQcYS5bU33pOEJpudsFyE/uLfS7yRMFurVMQp8zXIW+7tumvO9QHM4VF73jta57r9d9WKU4To9jczT54kM2tMHPyGtZldBo=,null,null,null,POINT (233058.234 578221.503)
MELDINGEN_OPENBARE_RUIMTE.fid-214b96d3_1861f3a11df_-3319,0014ESUITE472092023,open,53.2155,6.5936,2023-02-02 12:19:20.002275,null,Melding Openbare Ruimte,Verkeer; Gevaarlijke kruispunten en situaties,1,VI+B5MS9sgOUqZgi9MlCkolvjQ0bEmMs6LiJGnc8xlv/dQRMF0QFwXZ/drmfD1Teu2HWNy+0UG2hCJ4oxS/AoGOFSEpgdtVPZ6Y0LNJY7qtSv/SGr1/Mwd12TR0oN9h+btRXmCosAKQFsAbvKtkcvI9DdOehWlWhlK3BDPuHnwuOJmqaY0m/r8uIPbh/c/d4DsksISNUx1IxjL1kWI4IpQ==,null,null,null,POINT (235585.089 581657.448)
