objectid;soort;shape_area;shape_len;jaarontstaan;jaarontstaanonzekerheid;jaarverdwijnen;jaarverdwijnenonzekerheid;bron;bijzonderheden;geo_shape;geo_point_2d
577;Bos;6485.06587904;364.55353406953003;1980;0;;;;;"{""coordinates"": [[[5.520408346583711, 51.41659633121393], [5.5202515015732585, 51.41582181428198], [5.5194384235076415, 51.416099089225426], [5.519416931681303, 51.41705104723425], [5.520001013323476, 51.41699795135248], [5.519978224638661, 51.41669083176554], [5.520210075156354, 51.41661661708913], [5.520408346583711, 51.41659633121393]]], ""type"": ""Polygon""}";51.416440934058016, 5.519857482073913
579;Bos;26021.14976588;1260.7948027045902;1980;0;;;;;"{""coordinates"": [[[5.521935961559419, 51.41341816935814], [5.520955076496221, 51.41387687043509], [5.520955736484679, 51.41390092344526], [5.521032364586717, 51.41413498209119], [5.52104433332378, 51.41420167349284], [5.521108042719407, 51.41429012096918], [5.521147381967437, 51.41432296537393], [5.521187122867179, 51.414345732967575], [5.521465375431296, 51.41446869243413], [5.521790105900392, 51.41452456875761], [5.522003069606078, 51.414569265863605], [5.5220943985595285, 51.4146054564547], [5.522351112925506, 51.414764177847545], [5.523137513297022, 51.414384974475], [5.523347109553044, 51.41453782333656], [5.523196024376616, 51.41460758866998], [5.523375145987082, 51.41498594030518], [5.523344406436269, 51.41512236903477], [5.523675975420792, 51.41588466857758], [5.523902728068576, 51.415820381438806], [5.52338906334172, 51.41453777426498], [5.524909450373497, 51.4139150640793], [5.524683454245521, 51.41387678762904], [5.524542218556264, 51.41385555223378], [5.524400918464556, 51.41381289666259], [5.523112655143224, 51.413043344240464], [5.5230139555945215, 51.41298340050879], [5.522932165265474, 51.412963702776594], [5.522833605026477, 51.412998675845664], [5.522504879433653, 51.413152783194896], [5.523195095158613, 51.41365800697263], [5.523186571401778, 51.41378327451148], [5.5234053042267695, 51.41401683654632], [5.523049893810046, 51.41420653234767], [5.522737641923573, 51.41394802705295], [5.522461414696997, 51.413831439458065], [5.521935961559419, 51.41341816935814]]], ""type"": ""Polygon""}";51.41408270848216, 5.522814477410551
580;Bos;4221.81940238;354.241619696487;1980;0;;;;;"{""coordinates"": [[[5.52229475654659, 51.410873916150685], [5.524291845631087, 51.41094659924107], [5.524553697184182, 51.41072639088249], [5.524429041498283, 51.410701488178226], [5.522335601756717, 51.41061179226761], [5.52230401332243, 51.41069080908817], [5.52229475654659, 51.410873916150685]]], ""type"": ""Polygon""}";51.41078209098856, 5.52335883324838
584;Bos;2057.53304874;205.72484273725001;1980;0;;;;;"{""coordinates"": [[[5.525134630733286, 51.44058807127763], [5.5251819824050745, 51.439906874851694], [5.524900180534628, 51.439837786964674], [5.524649707826759, 51.44047265278508], [5.525134630733286, 51.44058807127763]]], ""type"": ""Polygon""}";51.440230294294395, 5.524959950746453
585;Open akkers;6932.9392758;513.502803988752;1980;0;;;;;"{""coordinates"": [[[5.504829858963482, 51.49425900704413], [5.508088703680738, 51.49451844681717], [5.5081786245090765, 51.494249515765055], [5.504996558287444, 51.4939912737412], [5.504829858963482, 51.49425900704413]]], ""type"": ""Polygon""}";51.49425469306526, 5.506518399163347
588;Open akkers;44959.8104498;1079.00460052377;1980;0;;;;;"{""coordinates"": [[[5.499744509414173, 51.497766164835866], [5.500803013362777, 51.49806679677451], [5.501616562062642, 51.49758710424707], [5.503024980337314, 51.496719208236314], [5.502664995446251, 51.49659329115175], [5.499892664161138, 51.49606506520061], [5.4994684031181755, 51.49569970883083], [5.499435022309643, 51.49573204256536], [5.499344768836068, 51.495764438221514], [5.499291252474969, 51.49576839976518], [5.499206498517062, 51.4960458042146], [5.498696917861882, 51.49598444020976], [5.498435238327921, 51.496028869442135], [5.498216755084637, 51.4963781031246], [5.497644233131668, 51.496220720272994], [5.4973582029797, 51.49663132246738], [5.500056227030443, 51.49721829882251], [5.499747174559863, 51.49747800262694], [5.499744509414173, 51.497766164835866]]], ""type"": ""Polygon""}";51.496836724726705, 5.500286067475327
591;Open akkers;8665.98647122;413.834695645059;1980;0;;;;;"{""coordinates"": [[[5.504674376209928, 51.48985230088974], [5.504818007163221, 51.49056308605321], [5.505535705376829, 51.490647255552815], [5.5067621766644645, 51.49081305607551], [5.5067798916633866, 51.490759999497314], [5.506790582160217, 51.490647477646114], [5.506762529410944, 51.49057472535832], [5.5067188394757975, 51.49052378656625], [5.506600530752043, 51.49044354932596], [5.506311562992391, 51.490299178121624], [5.506072558538112, 51.49019496866044], [5.505759150076656, 51.490081168026556], [5.505305647781048, 51.489962690679555], [5.504674376209928, 51.48985230088974]]], ""type"": ""Polygon""}";51.49036946432972, 5.505636843142188
595;Open akkers;27283.65046546;1691.0491842722301;1980;0;;;;;"{""coordinates"": [[[5.502506947406075, 51.48684880722163], [5.5043204120086715, 51.487251267051526], [5.504706483067767, 51.48635609804967], [5.504614212397072, 51.486295566198535], [5.5047204475417635, 51.48577374715583], [5.50185322810461, 51.485946477657], [5.49980284695988, 51.48608769289112], [5.498214266464005, 51.48619991223467], [5.4971856356919, 51.486284985409725], [5.496768013736348, 51.48633975115849], [5.496239277911748, 51.486673456293744], [5.496386812261364, 51.48664604659249], [5.498397824084505, 51.48668187575346], [5.499839403664695, 51.48679099236384], [5.49979992719176, 51.48670551250839], [5.499909920318131, 51.48669819369489], [5.499830718915517, 51.48626167901062], [5.501677856598337, 51.48613589346591], [5.501757793246543, 51.486067224339195], [5.503695630185563, 51.48593397934381], [5.503835865300013, 51.48677202160174], [5.502506947406075, 51.48684880722163]]], ""type"": ""Polygon""}";51.4864143035873, 5.501064252534439
599;Open akkers;4828.85890702;277.00790153305803;1980;0;;;;;"{""coordinates"": [[[5.490108376516834, 51.49213448740272], [5.490980504449939, 51.492281947483896], [5.491315662950532, 51.491637513278675], [5.49040041123735, 51.49150087668043], [5.490318668704515, 51.491614144841506], [5.490108376516834, 51.49213448740272]]], ""type"": ""Polygon""}";51.49188486750116, 5.490697762296506
601;Open akkers;45145.43344096;1124.01822403946;1980;0;;;;;"{""coordinates"": [[[5.48958178507126, 51.49415821935766], [5.487842366976976, 51.493813393222794], [5.486916407475432, 51.49420511253416], [5.485223566109287, 51.494563166078734], [5.485319903697888, 51.49461734942725], [5.486758789608453, 51.496830876221104], [5.487760091605096, 51.49676924425543], [5.488550452937421, 51.496750184968526], [5.487308285475464, 51.49509701790597], [5.487315670677645, 51.495021548317645], [5.48958178507126, 51.49415821935766]]], ""type"": ""Polygon""}";51.495243219536235, 5.487162276015626
602;Open akkers;121768.06857268;1978.89085564793;1980;0;;;;;"{""coordinates"": [[[5.489400491325415, 51.48979227050712], [5.489544754395318, 51.48893941264582], [5.493247036166548, 51.4887582239946], [5.495272542022619, 51.488527104083694], [5.495280066501769, 51.48824833938719], [5.493367968022124, 51.48845423829789], [5.492897262617716, 51.487386419440654], [5.49526155317646, 51.4871740549911], [5.495179796347649, 51.4871104372198], [5.494961418388865, 51.48702144501869], [5.494804025749993, 51.48696135753374], [5.494678495830595, 51.48679178568768], [5.494474665373122, 51.48664933265623], [5.49413801681562, 51.48650557203735], [5.493535123159482, 51.48634980757843], [5.489050321008144, 51.486422688632125], [5.488922763115357, 51.48671124575736], [5.48875173063217, 51.486947796368725], [5.488429573892309, 51.487538037551644], [5.488057380204532, 51.48813668057981], [5.487685010414549, 51.48866002465593], [5.487385605804359, 51.48904103252316], [5.486907845228639, 51.489600023728535], [5.487083860949691, 51.489669975417925], [5.487636796216499, 51.48969917162986], [5.489400491325415, 51.48979227050712]]], ""type"": ""Polygon""}";51.48785902156659, 5.49082665297351
615;Open akkers;76497.9183288;1445.16372380752;1980;0;;;;;"{""coordinates"": [[[5.4771595594254165, 51.48605244269347], [5.477693613417354, 51.48720939277598], [5.485384010554322, 51.48666385524124], [5.4854549781665245, 51.48581444376372], [5.485677644254502, 51.48581125356163], [5.485688674341121, 51.48553013866852], [5.4856753988628695, 51.48538320347811], [5.485649693200066, 51.485229672132895], [5.483771615370774, 51.485592974154294], [5.480486010848692, 51.48579407947046], [5.478991032912093, 51.48591317835705], [5.4771595594254165, 51.48605244269347]]], ""type"": ""Polygon""}";51.486312236582535, 5.481527283234831
617;Open akkers;5977.06517524;324.094266141739;1980;0;;;;;"{""coordinates"": [[[5.480447508308086, 51.48543094378007], [5.480486010848692, 51.48579407947046], [5.4816995606627446, 51.48571981151231], [5.481558335523672, 51.48501727263546], [5.480596712488757, 51.485074043259665], [5.48064633762384, 51.48542524564843], [5.480447508308086, 51.48543094378007]]], ""type"": ""Polygon""}";51.48542059898659, 5.481083545938269
