"Jaar","Programma","Product","Aanvrager","Doelstelling","Subsidieregeling / beleidsnota","Beleidsnota","Verleend bedrag","Vastgesteld bedrag","Verklaring lagere vaststelling"
"2014","03 - Wijkaanpak en Dienstverlening","Mediabeleid/ICT in de stad","Stichting Digitaal Leren","Met deze subsidie is de realisatie mogelijk geworden van het nieuwe digitale platform van Digitaal leren. De bijdrage is bedoeld voor de aanschaf van hardware&ict-licenties en de projectkosten van de migratie van de inhoud van het Haags Digitaal Platform naar het nieuwe platform. Deze bijdrage is verstrekt met als doel de ontwikkeling van het lokale media-beleid.","De Haagse Media Nota","","50480.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Mediabeleid/ICT in de stad","Stichting Atrium Den Haag","Met deze subsidie wordt bijgedragen in de exploitatie van de Stichting Atrium. De Stichting Atrium organiseert op eigen initiatief en op initiatief van derden verschillende activiteiten op cultureel, educatief, maatschappelijk en commercieel gebied in het Atrium Den Haag van het stadhuis. Deze bijdrage is verstrekt met als doel het creren van een ontmoetingsplaats voor de burgers en bezoekers van de stad.","De Haagse Media Nota","","125000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Mediabeleid/ICT in de stad","Haagse Omroep B.V.","De subsidie aan de Haagse Omroep BV valt uiteen in een subsidie van  112.000 voor radiozender FUNX voor het jaar 2014 en een subsidie van  536.000 aan de Haagse Omroep. De subsidie voor FUNX loopt via de Haagse Omroep omdat FUNX van de Haagse Omroep de zendmachtiging ontvangt. De financiering van FUNX is gebaseerd op een convenant tussen de 4 grote gemeenten en het rijk. FUNX richt zich op stadsjongeren. De Haagse Omroep ontvangt de subsidie als (belangrijke) bijdrage in de exploitatie. De belangrijkste pijlers van de Haagse Omroep zijn DenHaag FM 92.0, de lokale radio-omroep, en Den Haag TV, de lokale tv-zender.","De Haagse Media Nota","","648000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Interculturalisatie en diversiteitsbeleid","Aasra, de Sociaal Culturele Vrouwen Vereniging Transvaal","Organiseren van Taallessen voor volwassenen die niet goed of helemaal geen Nederlands spreken","Nota 'Verschillend verleden, n toekomst'","","21250.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Interculturalisatie en diversiteitsbeleid","Aasra, de Sociaal Culturele Vrouwen Vereniging Transvaal","Organiseren van Taallessen voor volwassenen die niet goed of helemaal geen Nederlands spreken","Nota 'Verschillend verleden, n toekomst'","","2170.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Interculturalisatie en diversiteitsbeleid","Aasra, de Sociaal Culturele Vrouwen Vereniging Transvaal","Organiseren van Taallessen voor volwassenen die niet goed of helemaal geen Nederlands spreken","Nota 'Verschillend verleden, n toekomst'","","11025.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Interculturalisatie en diversiteitsbeleid","Coperatief Eigenwijzer U.A.","Organiseren van Taallessen voor volwassenen die niet goed of helemaal geen Nederlands spreken","Nota 'Verschillend verleden, n toekomst'","","2789.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Interculturalisatie en diversiteitsbeleid","Culturele Stichting Nederland-Roemenie","Streven naar een stad waarin alle Hagenaars, allochtoon of autochtoon meedoen, meedenken, meepraten en meebeslissen; ook wordt gestreefd naar versterking van de samenhang tussen de verschillende bevolkingsgroepen.","Nota 'Verschillend verleden, n toekomst'","","2500.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Interculturalisatie en diversiteitsbeleid","Dr. Arinsstichting","Organiseren van Taallessen voor volwassenen die niet goed of helemaal geen Nederlands spreken","Nota 'Verschillend verleden, n toekomst'","","2425.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Interculturalisatie en diversiteitsbeleid","Dr. Arinsstichting","Organiseren van Taallessen voor volwassenen die niet goed of helemaal geen Nederlands spreken","Nota 'Verschillend verleden, n toekomst'","","33774.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Interculturalisatie en diversiteitsbeleid","Gemeenschap van Kerken te 's-Gravenhage","Streven naar een stad waarin alle Hagenaars, allochtoon of autochtoon meedoen, meedenken, meepraten en meebeslissen; ook wordt gestreefd naar versterking van de samenhang tussen de verschillende bevolkingsgroepen.","Nota 'Verschillend verleden, n toekomst'","","500.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Interculturalisatie en diversiteitsbeleid","Haags 5 Mei Comit","Organiseren van een stedelijk start up Junior debat voor het VMBO","Nota 'Verschillend verleden, n toekomst'","","16800.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Interculturalisatie en diversiteitsbeleid","Hollanda Azerbaycan Turk Kultur ve Dayanisma Vereniging","Organiseren van Taallessen voor volwassenen die niet goed of helemaal geen Nederlands spreken","Nota 'Verschillend verleden, n toekomst'","","5724.00","","Vastgesteld bedrag is niet online beschikbaar"
