"Jaar","Programma","Product","Aanvrager","Doelstelling","Subsidieregeling / beleidsnota","Beleidsnota","Verleend bedrag","Vastgesteld bedrag","Verklaring lagere vaststelling"
"2014","01-Gemeenteraad","Apparaatskosten gemeenteraad","Groep Okcuoglu","Dit is een tegemoetkoming in de kosten voor ondersteuning van de fractiewerkzaamheden, beleidsondersteuning, vervoers- en kopieerkosten en vergoeding aan benoemde fractievertegenwoordigers.","901 Verordening Fractieondersteuning","","1171.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","01-Gemeenteraad","Apparaatskosten gemeenteraad","Groep Ter Linden","Dit is een tegemoetkoming in de kosten voor ondersteuning van de fractiewerkzaamheden, beleidsondersteuning, vervoers- en kopieerkosten en vergoeding aan benoemde fractievertegenwoordigers.","901 Verordening Fractieondersteuning","","5464.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","01-Gemeenteraad","Apparaatskosten gemeenteraad","Groep Van der Helm","Dit is een tegemoetkoming in de kosten voor ondersteuning van de fractiewerkzaamheden, beleidsondersteuning, vervoers- en kopieerkosten en vergoeding aan benoemde fractievertegenwoordigers.","901 Verordening Fractieondersteuning","","19182.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","01-Gemeenteraad","Apparaatskosten gemeenteraad","Haags Steunpunt Gemeenteraadsfractie PVDA","Dit is een tegemoetkoming in de kosten voor ondersteuning van de fractiewerkzaamheden, beleidsondersteuning, vervoers- en kopieerkosten en vergoeding aan benoemde fractievertegenwoordigers.","901 Verordening Fractieondersteuning","","170924.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","01-Gemeenteraad","Apparaatskosten gemeenteraad","Haagse CDA Fractie","Dit is een tegemoetkoming in de kosten voor ondersteuning van de fractiewerkzaamheden, beleidsondersteuning, vervoers- en kopieerkosten en vergoeding aan benoemde fractievertegenwoordigers.","901 Verordening Fractieondersteuning","","120502.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","01-Gemeenteraad","Apparaatskosten gemeenteraad","St. Fractie Onderst. Partij v.d. Eenheid/St.Vrienden Partij van de Eenheid, Afd.Den Haag","Dit is een tegemoetkoming in de kosten voor ondersteuning van de fractiewerkzaamheden, beleidsondersteuning, vervoers- en kopieerkosten en vergoeding aan benoemde fractievertegenwoordigers.","901 Verordening Fractieondersteuning","","96412.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","01-Gemeenteraad","Apparaatskosten gemeenteraad","Stichting Fractie Partij voor de Dieren Den Haag","Dit is een tegemoetkoming in de kosten voor ondersteuning van de fractiewerkzaamheden, beleidsondersteuning, vervoers- en kopieerkosten en vergoeding aan benoemde fractievertegenwoordigers.","901 Verordening Fractieondersteuning","","93238.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","01-Gemeenteraad","Apparaatskosten gemeenteraad","Stichting Groenmarkt Liberaal (fractie VVD)","Dit is een tegemoetkoming in de kosten voor ondersteuning van de fractiewerkzaamheden, beleidsondersteuning, vervoers- en kopieerkosten en vergoeding aan benoemde fractievertegenwoordigers.","901 Verordening Fractieondersteuning","","143659.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","01-Gemeenteraad","Apparaatskosten gemeenteraad","Stichting Ondersteuning Fractie Groen Links","Dit is een tegemoetkoming in de kosten voor ondersteuning van de fractiewerkzaamheden, beleidsondersteuning, vervoers- en kopieerkosten en vergoeding aan benoemde fractievertegenwoordigers.","901 Verordening Fractieondersteuning","","112048.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","01-Gemeenteraad","Apparaatskosten gemeenteraad","Stichting Ondersteuning Fractie Haagse Stadspartij","Dit is een tegemoetkoming in de kosten voor ondersteuning van de fractiewerkzaamheden, beleidsondersteuning, vervoers- en kopieerkosten en vergoeding aan benoemde fractievertegenwoordigers.","901 Verordening Fractieondersteuning","","138243.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","01-Gemeenteraad","Apparaatskosten gemeenteraad","Stichting Ondersteuning fractie Islam Democraten","Dit is een tegemoetkoming in de kosten voor ondersteuning van de fractiewerkzaamheden, beleidsondersteuning, vervoers- en kopieerkosten en vergoeding aan benoemde fractievertegenwoordigers.","901 Verordening Fractieondersteuning","","103695.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","01-Gemeenteraad","Apparaatskosten gemeenteraad","Stichting Ondersteuning Fractie Nieuwe Politieke Partij Scheveningen","Dit is een tegemoetkoming in de kosten voor ondersteuning van de fractiewerkzaamheden, beleidsondersteuning, vervoers- en kopieerkosten en vergoeding aan benoemde fractievertegenwoordigers.","901 Verordening Fractieondersteuning","","21713.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","01-Gemeenteraad","Apparaatskosten gemeenteraad","Stichting Ondersteuning Gem. Fractie Democraten '66","Dit is een tegemoetkoming in de kosten voor ondersteuning van de fractiewerkzaamheden, beleidsondersteuning, vervoers- en kopieerkosten en vergoeding aan benoemde fractievertegenwoordigers.","901 Verordening Fractieondersteuning","","182314.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","01-Gemeenteraad","Apparaatskosten gemeenteraad","Stichting Ondersteuning Gemeentefractie PVV","Dit is een tegemoetkoming in de kosten voor ondersteuning van de fractiewerkzaamheden, beleidsondersteuning, vervoers- en kopieerkosten en vergoeding aan benoemde fractievertegenwoordigers.","901 Verordening Fractieondersteuning","","144867.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","01-Gemeenteraad","Apparaatskosten gemeenteraad","Stichting Ondersteuning gemeenteraadsfractie ChristenUnie-SGP","Dit is een tegemoetkoming in de kosten voor ondersteuning van de fractiewerkzaamheden, beleidsondersteuning, vervoers- en kopieerkosten en vergoeding aan benoemde fractievertegenwoordigers.","901 Verordening Fractieondersteuning","","71524.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","01-Gemeenteraad","Apparaatskosten gemeenteraad","Stichting Ondersteuning SP Fractie Den Haag","Dit is een tegemoetkoming in de kosten voor ondersteuning van de fractiewerkzaamheden, beleidsondersteuning, vervoers- en kopieerkosten en vergoeding aan benoemde fractievertegenwoordigers.","901 Verordening Fractieondersteuning","","106869.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","01-Gemeenteraad","Apparaatskosten gemeenteraad","Stichting Vrienden van de Mos","Dit is een tegemoetkoming in de kosten voor ondersteuning van de fractiewerkzaamheden, beleidsondersteuning, vervoers- en kopieerkosten en vergoeding aan benoemde fractievertegenwoordigers.","901 Verordening Fractieondersteuning","","97904.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","02 - College en Bestuur","Concernfunctie POI en Communicatie","Stichting Jonge Ambtenaren","Met deze subsidie is bijgedragen in de exploitatie van  het evenement de Jonge Ambtenarendag 2014 .  Deze dag wordt georganiseerd door en voor jonge ambtenaren waarbij het delen van kennis, samenwerken en netwerken centraal staat. Deze bijdrage is verstrekt met als doel de overheid als werkgever voor jongeren aantrekkelijk te maken.","n.v.t. / eenmalig","","25000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","02 - College en Bestuur","Apparaatskosten college van B&W","Tweede kamer der Staten-Generaal","Financile ondersteuning voor de NATO parlementaire assemblee die in 2014 in Den Haag heeft plaatsgevonden.","n.v.t. / eenmalig","","24000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Cordinatie Krachtwijken","Stichting Theater aan de Hobbemastraat","Uitvoering van het project Opnieuw in de Schilderswijk. Een project waarbij op basis van verhalen van bewoners een wijkexpositie wordt opgebouwd. Het project biedt in beeld en tekst een gezicht aan een dertigtal straten in de Schilderswijk. Ook wordt jongeren een unieke kans geboden op het verkrijgen van enige journalistieke scholing en het opdoen van concrete ervaring op het gebied van geschreven journalistiek en fotografie.","DEAL Schilderswijk","","15000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Cordinatie Krachtwijken","NextProjecten","Ten minste 20 jongeren begeleiden op het gebied van zelfredzaamheid. Hierbij ligt de nadruk op het ontwikkelen van vaardigheden op het gebied van maatschappelijke participatie, deelname in het reguliere onderwijs en het vinden en houden van werk.","DEAL Schilderswijk","","36000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Cordinatie Krachtwijken","Stichting ""Steunpunt Sabr""","De werkzaamheden zijn gericht op het voortzetten van het project investeren in de eigen kracht van kwetsbare gezinnen, het voortzetten van laagedrempelige, vraaggerichte steun en zorgverlening op maat en het begeleiden van vrouwen van het buurthuis Transvaal.","DEAL Schilderswijk","","60000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Wijkaanpak","Coperatief Eigenwijzer U.A.","Initiatieven in het teken van bevordering van cultuur, welzijn, sport, participatie, leefbaarheid en veiligheid in buurt, wijk of stadsdeel.","Subsidieregeling Leefbaarheid en Bewonersparticipatie","","50000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Wijkaanpak","Coperatief Eigenwijzer U.A.","Initiatieven in het teken van bevordering van cultuur, welzijn, sport, participatie, leefbaarheid en veiligheid in buurt, wijk of stadsdeel.","Subsidieregeling Leefbaarheid en Bewonersparticipatie","","30000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Wijkaanpak","De Haagse Scholen 007","Initiatieven in het teken van bevordering van cultuur, welzijn, sport, participatie, leefbaarheid en veiligheid in buurt, wijk of stadsdeel.","Subsidieregeling Leefbaarheid en Bewonersparticipatie","","42000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Wijkaanpak","Iefje Soetens","Initiatieven in het teken van bevordering van cultuur, welzijn, sport, participatie, leefbaarheid en veiligheid in buurt, wijk of stadsdeel.","Subsidieregeling Leefbaarheid en Bewonersparticipatie","","5808.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Wijkaanpak","Rode Mier Producties","Initiatieven in het teken van bevordering van cultuur, welzijn, sport, participatie, leefbaarheid en veiligheid in buurt, wijk of stadsdeel.","Subsidieregeling Leefbaarheid en Bewonersparticipatie","","12950.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Wijkaanpak","Stichting Dario Fo","Initiatieven in het teken van bevordering van cultuur, welzijn, sport, participatie, leefbaarheid en veiligheid in buurt, wijk of stadsdeel.","Subsidieregeling Leefbaarheid en Bewonersparticipatie","","37500.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Wijkaanpak","Stichting Discus","Initiatieven in het teken van bevordering van cultuur, welzijn, sport, participatie, leefbaarheid en veiligheid in buurt, wijk of stadsdeel.","Subsidieregeling Leefbaarheid en Bewonersparticipatie","","200.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Wijkaanpak","Stichting Hoger Beroepsonderwijs Haaglanden","Initiatieven in het teken van bevordering van cultuur, welzijn, sport, participatie, leefbaarheid en veiligheid in buurt, wijk of stadsdeel.","Subsidieregeling Leefbaarheid en Bewonersparticipatie","","10000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Wijkaanpak","Stichting MOOI","Initiatieven in het teken van bevordering van cultuur, welzijn, sport, participatie, leefbaarheid en veiligheid in buurt, wijk of stadsdeel.","Subsidieregeling Leefbaarheid en Bewonersparticipatie","","2000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Wijkaanpak","Stichting MOOI","Initiatieven in het teken van bevordering van cultuur, welzijn, sport, participatie, leefbaarheid en veiligheid in buurt, wijk of stadsdeel.","Subsidieregeling Leefbaarheid en Bewonersparticipatie","","3422.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Wijkaanpak","Stichting MOOI","Initiatieven in het teken van bevordering van cultuur, welzijn, sport, participatie, leefbaarheid en veiligheid in buurt, wijk of stadsdeel.","Subsidieregeling Leefbaarheid en Bewonersparticipatie","","10630.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Wijkaanpak","Stichting MOOI","Initiatieven in het teken van bevordering van cultuur, welzijn, sport, participatie, leefbaarheid en veiligheid in buurt, wijk of stadsdeel.","Subsidieregeling Leefbaarheid en Bewonersparticipatie","","27040.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Wijkaanpak","Stichting MOOI","Initiatieven in het teken van bevordering van cultuur, welzijn, sport, participatie, leefbaarheid en veiligheid in buurt, wijk of stadsdeel.","Subsidieregeling Leefbaarheid en Bewonersparticipatie","","18413.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Wijkaanpak","Stichting MOOI","Initiatieven in het teken van bevordering van cultuur, welzijn, sport, participatie, leefbaarheid en veiligheid in buurt, wijk of stadsdeel.","Subsidieregeling Leefbaarheid en Bewonersparticipatie","","50000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Wijkaanpak","Stichting Quartier Laak","Initiatieven in het teken van bevordering van cultuur, welzijn, sport, participatie, leefbaarheid en veiligheid in buurt, wijk of stadsdeel.","Subsidieregeling Leefbaarheid en Bewonersparticipatie","","30000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Wijkaanpak","Stichting Staedion","Initiatieven in het teken van bevordering van cultuur, welzijn, sport, participatie, leefbaarheid en veiligheid in buurt, wijk of stadsdeel.","Subsidieregeling Leefbaarheid en Bewonersparticipatie","","6000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Wijkaanpak","Stichting Staedion","Initiatieven in het teken van bevordering van cultuur, welzijn, sport, participatie, leefbaarheid en veiligheid in buurt, wijk of stadsdeel.","Subsidieregeling Leefbaarheid en Bewonersparticipatie","","250000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Wijkaanpak","Stichting Vestia","Initiatieven in het teken van bevordering van cultuur, welzijn, sport, participatie, leefbaarheid en veiligheid in buurt, wijk of stadsdeel.","Subsidieregeling Leefbaarheid en Bewonersparticipatie","","14000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Wijkaanpak","Stichting Vestia","Initiatieven in het teken van bevordering van cultuur, welzijn, sport, participatie, leefbaarheid en veiligheid in buurt, wijk of stadsdeel.","Subsidieregeling Leefbaarheid en Bewonersparticipatie","","40000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Wijkaanpak","Stichting VR Welzijn","Initiatieven in het teken van bevordering van cultuur, welzijn, sport, participatie, leefbaarheid en veiligheid in buurt, wijk of stadsdeel.","Subsidieregeling Leefbaarheid en Bewonersparticipatie","","8000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Wijkaanpak","Stichting Vrienden van de Nijkamphoeve","Initiatieven in het teken van bevordering van cultuur, welzijn, sport, participatie, leefbaarheid en veiligheid in buurt, wijk of stadsdeel.","Subsidieregeling Leefbaarheid en Bewonersparticipatie","","10000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Wijkaanpak","Stichting Vrolijk Werk","Initiatieven in het teken van bevordering van cultuur, welzijn, sport, participatie, leefbaarheid en veiligheid in buurt, wijk of stadsdeel.","Subsidieregeling Leefbaarheid en Bewonersparticipatie","","45000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Wijkaanpak","Transproductions B.V.","Initiatieven in het teken van bevordering van cultuur, welzijn, sport, participatie, leefbaarheid en veiligheid in buurt, wijk of stadsdeel.","Subsidieregeling Leefbaarheid en Bewonersparticipatie","","10527.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Wijkaanpak","Woningstichting Haag Wonen","Initiatieven in het teken van bevordering van cultuur, welzijn, sport, participatie, leefbaarheid en veiligheid in buurt, wijk of stadsdeel.","Subsidieregeling Leefbaarheid en Bewonersparticipatie","","20000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Mediabeleid/ICT in de stad","Stichting Culture Clash4U","Ontwikkelen van communicatie en multimedia door, voor en met de stad","De Haagse Media Nota","","4000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Mediabeleid/ICT in de stad","Stichting Haags Pop Centrum","Ontwikkelen van communicatie en multimedia door, voor en met de stad","De Haagse Media Nota","","4000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Mediabeleid/ICT in de stad","Lotus Art Management","Ontwikkelen van communicatie en multimedia door, voor en met de stad","De Haagse Media Nota","","5000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Mediabeleid/ICT in de stad","Stichting Siddhant","Ontwikkelen van communicatie en multimedia door, voor en met de stad","De Haagse Media Nota","","5500.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Mediabeleid/ICT in de stad","Nederlandse Vereniging van Journalisten","Met deze subsidie is bijgedragen aan het evenement  Nacht van de Journalistiek 2014 waarbij o.a. lezingen en masterclasses worden gegeven en waaraan aansprekende deskundigen en journalisten deelnemen. Deze avond wordt in Nieuwspoort gehouden en is bedoeld om jonge journalisten en studenten van de diverse HBO-opleidingen Communicatie en Journalistiek kennis te laten maken met het vak n kennis te laten opdoen met de (Haagse) politiek/journalistiek. Deze bijdrage is verstrekt met als doel Den Haag te positioneren als ICT- en mediastad.","De Haagse Media Nota","","10000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Mediabeleid/ICT in de stad","Stichting Prinsjesfestival","Deze subsidie is toegekend aan het evenement  Prinsjesfestival 2014. Een evenement dat voorafgaat aan Prinsjesdag en bestaat uit diverse festiviteiten om de democratie te vieren. Onder andere een prinsjesfilm en prinsjesdebatten met diverse politici en andere prinsjeskenners. Deze bijdrage is verstrekt met als doel Den Haag te positioneren als ICT- en mediastad.","De Haagse Media Nota","","10000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Mediabeleid/ICT in de stad","Stichting United Dreamz","Met deze subsidie is bijgedragen aan het evenement  The Hague Indian Fair. The Fair moet een jaarlijks evenement worden waar de diversiteit van de Indiase cultuur in de ruime betekenis van het woord wordt gepresenteerd in het World Forum en waarbij de interesse wordt gewekt voor de handelsmogelijkheden tussen Nederland en India. Alle optredens en speeches worden zijn gefilmd en gestreamed  in Den Haag maar ook ver buiten de Haagse stadsgrens. Deze bijdrage is verstrekt met als doel Den Haag te positioneren als ICT- en mediastad.","De Haagse Media Nota","","15000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Mediabeleid/ICT in de stad","Stichting Basaran Media","Met deze subsidie is bijgedragen aan de documentaire  50 jaar Turkse migratie in Nederland (Demet TV).  De bijdrage is bedoeld voor het realiseren, produceren en uitzenden van de documentaire op internationale beurzen, culturele evenementen, de website van Demet TV en via de lokale media (Stadsomroep Den Haag) . Met deze documentaire zien de inwoners van den Haag maar ook andere genteresseerden hoe de integratie van Turken in onder andere Den Haag de afgelopen 50 is verlopen. Deze bijdrage is verstrekt met als doel Den Haag te positioneren als ICT- en mediastad.","De Haagse Media Nota","","15850.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Mediabeleid/ICT in de stad","Stichting Den Haag Media Producties","Met deze subsidie is bijgedragen aan het faciliteren van live/stream uitzendingen van alle evenementen  zoals Milan en Holi  voor HID-TV (Hindoestanen in Diaspora TV). Door de bijdrage zijn opnames en het streamen van live uitzendingen van HID-TV mogelijk geworden en zijn deze op diverse kanalen te zien (geweest). Deze bijdrage is verstrekt met als doel Den Haag te positioneren als ICT- en mediastad.","De Haagse Media Nota","","19000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Mediabeleid/ICT in de stad","Stichting Haagse Communicatie Dag","Met deze subsidie is bijgedragen aan het evenement Haagse Communicatiedag . Deze dag is bedoeld voor communicatiespecialisten zowel particulier als in dienst bij de overheid die zich beroepshalve met communicatie bezighouden, evenals voor studenten die zich in communicatie willen bekwamen. Op die dag worden ervaringen uitgewisseld maar ook om nieuwe initiatieven gedemonstreerd om communicatie tussen burgers en de Haagse overheid te versterken. De dag wordt gefilmd en gestreamed door studenten van de Haagse Hogeschool. Deze bijdrage is verstrekt met als doel Den Haag te positioneren als ICT- en mediastad.","De Haagse Media Nota","","25000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Mediabeleid/ICT in de stad","Pieter van Huystee Film & TV Produkties B.V.","Deze subsidie is toegekend aan de documentaire De Onderkoning  over de periode na de terugkeer van Prins Willem 1 uit ballingschap naar Nederland (den Haag)  in 1813. De film is gemaakt in het kader van 200 jaar Koninkrijk der Nederlanden en is in vele culturele instellingen in het Haagse vertoond. Daarnaast is de documentaire bij de VPRO op NPO 2 te zien geweest .Deze bijdrage is verstrekt met als doel Den Haag te positioneren als ICT- en mediastad.","De Haagse Media Nota","","35000.00","","Vastgesteld bedrag is niet online beschikbaar"
"2014","03 - Wijkaanpak en Dienstverlening","Mediabeleid/ICT in de stad","Stichting Jaarprijzen voor de Journalistiek","Deze subsidie is toegekend aan het evenement  De Tegels 2013. Tijdens deze manifestatie worden de belangrijkste Nederlandse journalistieke prijzen voor radio, televisie, internet en print uitgereikt. De avond wordt gestreamed en is te zien op Ziggo TV, NOS 24 en de Stadsomroep Den Haag Deze bijdrage is verstrekt met als doel Den Haag te positioneren als ICT- en mediastad.","De Haagse Media Nota","","45000.00","","Vastgesteld bedrag is niet online beschikbaar"
