OBJECTID,PUIC,PROCESCONTRACTGEBIED_TYPE,NUMMER,NUMMER_T,NAAM,PCA,PGO_GEBIED,PGO_GEBIED_NR
10,102797cd-695c-44ea-a308-dee29683feeb,Seinwezen,26,26,Maastricht,Strukton Rail,Limburg,340
12,c1fd2be2-cfa8-4d56-a271-e3faa61f6e90,Seinwezen,25,25,Roermond,Strukton Rail,Limburg,340
20,dbadbf82-4611-4082-9d5d-0aee0e54c879,Seinwezen,8,8,Haarlem,Strukton Rail,Kennemerland,240
26,3c72ea96-a4ec-460a-9871-11308a74acf1,Seinwezen,70,70,HSL,Infraspeed,,
31,80770dd7-7143-40a4-ac55-3656f26da200,Seinwezen,5,5,Dordrecht,ASSET Rail,Dordrecht,140
39,b06ce9d2-144b-42e5-831c-759b1b6bfc53,Seinwezen,4,4,Europoort,VolkerRail,Zee-Zevenaar,130
44,f5327c8d-105f-402e-910d-7f27c1dbb26a,Seinwezen,99,99,Kijfhoek,VolkerRail,Zee-Zevenaar,130
58,d105ccfc-2e48-4948-a7ae-e126ef7f0135,Seinwezen,14,14,Woerden,ASSET Rail,Neerlands Midden,250
62,d6328518-9b31-4678-94b5-9d37681a7e24,Seinwezen,13,13,Utrecht,ASSET Rail,Neerlands Midden,250
68,c8f89d63-c0f0-47c4-aeee-75bb061534b2,Seinwezen,15,15,Driebergen,ASSET Rail,Neerlands Midden,250
81,a5263d8f-d707-4551-8343-71f6ab03e6b1,Seinwezen,35,35,Drenthe,ASSET Rail,Drenthe,440
82,2c352d13-7f81-448c-85ee-7db8ed365fc4,Seinwezen,37,37,Groningen,Strukton Rail,Wadden,420
86,0ffafa83-fa55-4b98-bf3b-16ce6d263404,Seinwezen,71,71,A15trace,VolkerRail,Zee-Zevenaar,130
92,22060069-910d-4621-80bc-6198dfa15f61,Seinwezen,30,30,Achterhoek,ASSET Rail,Gelre,400
107,05647743-305a-4d65-922e-9f356df48017,Seinwezen,33,33,Gelderland,Strukton Rail,Veluwe,430
110,bcf4a530-0330-47e4-ba19-26f03b8aa80d,Seinwezen,11,11,Weesp,Strukton Rail,Amstelsepoort,230
118,8739e3d1-6fc2-46a8-9d7a-a6a1d97ece75,Seinwezen,34,34,Overijssel,ASSET Rail,Drenthe,440
122,351bd70d-2760-4594-bd47-95df55ff7837,Seinwezen,20,20,Breda,ASSET Rail,Brabant,330
130,5f3f661b-9bce-4aba-bac2-4e856db82854,Seinwezen,23,23,Boxtel,ASSET Rail,Brabant,330
134,dd668d4d-75e2-4468-9bfe-61db69cb6cf5,Seinwezen,22,22,Geldermalsen,Strukton Rail,Betuwe,320
141,1bc5b32b-a54e-4598-8054-0b3761e6c43b,Seinwezen,28,28,Maas en Waal,ASSET Rail,Gelre,400
142,50c93e1b-8cc8-4d81-a699-36c6a54e15fa,Seinwezen,18,18,Goes,Strukton Rail,Zeeland,310
155,521434db-12f8-4018-9c5f-bc60b5d08fb3,Seinwezen,1,1,Leiden,BAM Rail,Rijn en Gouwe,100
172,d634a9d9-48b5-4145-bfb4-d3c466faf86d,Seinwezen,7,7,Alkmaar,VolkerRail,Hollands Noorderkwartier,210
177,509aa43f-29cc-47d8-bf35-6fae3b4cde71,Seinwezen,36,36,Friesland,Strukton Rail,Wadden,420
184,f04ead60-e7fd-4496-9a26-d9cf9d915672,Seinwezen,19,19,Roosendaal,Strukton Rail,Zeeland,310
185,bb0f2894-3dc9-4b48-9b88-2bb330ab1f0e,Seinwezen,21,21,Den Bosch,Strukton Rail,Betuwe,320
193,12a2a0a1-fe50-4240-ae2f-789963ec52ca,Seinwezen,81,81,Rijn en Gouwe,BAM Rail,Rijn en Gouwe,100
196,97f7398a-6222-444b-93a7-e0b0c35c9c61,Seinwezen,9,9,Amsterdam,VolkerRail,Amsterdam,220
207,5c8a66bf-dbb8-4c58-993d-5d96576bf50d,Seinwezen,32,32,Twente,VolkerRail,Twente,410
213,c962b97d-1743-43b4-9636-389e6ebef729,Seinwezen,16,16,Maarn,ASSET Rail,Eemland,200
215,3e3f1fa3-185f-4cd8-b7f1-51ed4a8560ca,Seinwezen,29,29,Gelderse Vallei,Strukton Rail,Veluwe,430
227,bff0098c-0838-45c8-8ab0-1f592bf593f9,Seinwezen,10,10,Duivendrecht,Strukton Rail,Amstelsepoort,230
229,6124ed32-b813-438f-9f17-32c2ba821735,Seinwezen,3,3,Rotterdam,VolkerRail,Rotterdam,120
230,832fe288-aa58-446b-8daa-63025cf37350,Seinwezen,6,6,Heerhugowaard,VolkerRail,Hollands Noorderkwartier,210
244,3e478625-cafe-48e5-ac6f-38ccd5563aba,Seinwezen,27,27,Venlo,ASSET Rail,De Peel,300
254,2d0ce621-b752-41dd-80a1-3222e7f01a58,Seinwezen,12,12,Amersfoort,ASSET Rail,Eemland,200
256,5a76b7d3-06b0-44f5-8ef4-c7631a6d5cc9,Seinwezen,31,31,IJsselstreek,Strukton Rail,Veluwe,430
257,e83d08d2-ad12-45d1-8d9c-209bcb562359,Seinwezen,24,24,Eindhoven,ASSET Rail,De Peel,300
272,797aacec-a948-4dfd-ac06-a6a10645a3a0,Seinwezen,2,2,Den Haag,VolkerRail,Den Haag,110
