X,Y,OBJECTID,ZREIDENT,ZRGSOORT,ZRGBNDGQ,ZRGPMPAT,ZRGGAGCA,ZRGGANGL,ZROSTATU,IWS_OPSTELLING,IWS_PLAATSELIJKE_AANDUIDING,IWS_BOUWJAAR,IWS_OPMERKING,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,BRON,GLOBALID,IWS_EIGENAAR_K,ZRW_ZRW_ID,ZRE_ZRE_ID,RGD_RGD_ID
6.11675998200008,52.338708798,1,80262,8,145,2,,RG Averbergen,6,1,Jan Hooglandstraat 29 8121 BV Olst,,"Dekhoogte 3,65 +NAP",,,,,,{1874E52B-AC95-400D-8BCC-2BB152002D3B},1,,,{19BA9B63-56C9-2115-E053-07011EACACA7}
6.18089212800004,52.3440909460001,2,80232,1,47.7,2,,RG Middel,6,1,Oude Deventerweg 10a 8121 RL Olst,,"Dekhoogte 3,97 +NAP",,,,,,{F99ACFD1-0619-4C82-A71E-C13A97EF5271},1,{19BAF39F-969D-0F71-E053-07011EACD9C5},,
6.32101713700007,52.381657046,3,76292,1,196,2,,RG Marienheem,6,1,De Heemen 7 DV 8106 AL Marienheem,,"Dekhoogte 7,54 +NAP",,,,,,{E2DC4A14-9B3D-4EB1-B45A-A54C0D531FB7},1,{19BAF39F-969C-0F71-E053-07011EACD9C5},,
6.21021907700003,52.330292161,4,80282,8,30,2,,RG Wesepe,6,1,Scholtensweg 4 8124 AJ Wesepe,,"Dekhoogte 4,83 +NAP",,,,,,{BA6ADA6E-8EF7-45A1-AF93-57C0144EF037},1,,{19BAF150-F415-05B1-E053-07011EAC5907},
6.13263213700003,52.3829215900001,5,80242,1,43,2,,RG Enkweg,6,2,Industrieweg 2 8131 VZ Wijhe,,"Dekhoogte 3,36 +NAP",,,,,,{8AA7CA72-BD6C-450D-839F-49C4D134B654},1,{19BAF39F-969D-0F71-E053-07011EACD9C5},,
6.13967652300005,52.384171586,6,80252,1,112,2,,RG Peperkamp,6,2,Oude Raalterweg 4a 8131 SH Wijhe,,"Dekhoogte 3,68 +NAP",,,,,,{5904B0E3-99F0-4198-97A7-68D2FEAA5649},1,{19BAF39F-969D-0F71-E053-07011EACD9C5},,
6.37630213500006,52.358404609,7,76322,8,62,2,,RG Haarle,6,1,Poggenbeltweg 2 GMAL 7448 PM Haarle,,"Dekhoogte 10,22 +NAP",,,,,,{6DB8DDA1-432F-4C3E-97B9-3D4B259FCAF1},1,,{19BAF150-F3E6-05B1-E053-07011EAC5907},
6.33420488100006,52.4433139390001,8,76332,1,223,2,,RG Lemelerveld,6,1,Posthoornweg 6a-01 8152 AZ Lemelerveld,,"Dekhoogte 6,83 +NAP",,,,,,{EAC50DA2-BC1C-4177-B195-228356D89FBA},1,{19BAF39F-969C-0F71-E053-07011EACD9C5},,
6.29267200400005,52.33096306,9,76342,5,57,1,100,Boostergemaal Heeten,6,2,Holterweg 29 GMAL 8111 NP Heeten,,"Dekhoogte 8,79 +NAP",,,,,,{D366A2C2-0C6D-4EC4-BD52-D20B919BCEAD},1,{19BAF39F-969C-0F71-E053-07011EACD9C5},,
6.13746328700006,52.395837987,10,80212,1,174,2,,RG Wijhe,6,2,Jan Meesterweg 3 8131 PM Wijhe,,"Dekhoogte 2,43 +NAP",,,,,,{3D11F3B2-6447-48F6-9613-ED4CAD2F5C69},1,{19BAF39F-969D-0F71-E053-07011EACD9C5},,
6.12457921600003,52.331700396,11,80272,8,68,2,,RG Boskamp,6,1,Koekoeksweg t.o. nr 13 8121 CS Olst,,"Dekhoogte 3,56 +NAP",,,,,,{3EACE73F-530A-427F-A2A7-EA134CE45850},1,,,{19BA9B63-56C8-2115-E053-07011EACACA7}
5.86648336200005,52.784987352,12,31182,8,,2,,RG Lageweg injectiegemaal,6,1,,2022,,,,,,,{0582F6F6-0B14-4D4D-BAC4-2C393FC43F4F},1,,{0800171B-359F-4944-9ED9-A2ADFBC27888},
6.45490595600006,52.941580387,13,24219,6,,,,opvoergemaal Smilde,6,,Boerenlaan 5 9422 JK Smilde,,,,,,,,{BB67D74B-1863-462F-933B-330D8DA973BB},1,{1C8ABE3A-13F9-4270-A421-8E0DCDB87F99},,
