FID,materiaal,categorie,type,aanlegjaar,geometrie
O10002_Rioolkaart_put_OD.1524,PVC/gietijzer,kolk,Straatkolk,1999,MULTIPOINT ((172292.362 508098))
O10002_Rioolkaart_put_OD.1525,PVC/gietijzer,kolk,Straatkolk,1999,MULTIPOINT ((172315.777 508123.08))
O10002_Rioolkaart_put_OD.1526,PVC/gietijzer,kolk,Straatkolk,1999,MULTIPOINT ((172291.44 508102.473))
O10002_Rioolkaart_put_OD.1527,PVC/gietijzer,kolk,Straatkolk,1999,MULTIPOINT ((172234.313 508086.704))
O10002_Rioolkaart_put_OD.1528,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172208.025 508189.678))
O10002_Rioolkaart_put_OD.1529,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172143.27 508229.828))
O10002_Rioolkaart_put_OD.1530,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172186.24 508157.306))
O10002_Rioolkaart_put_OD.1531,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172196.005 508171.89))
O10002_Rioolkaart_put_OD.1532,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172109.813 508214.856))
O10002_Rioolkaart_put_OD.1533,PVC/gietijzer,kolk,Straatkolk,1999,MULTIPOINT ((172174.386 508106.724))
O10002_Rioolkaart_put_OD.1534,PVC/gietijzer,kolk,Straatkolk,1999,MULTIPOINT ((172171.948 508102.835))
O10002_Rioolkaart_put_OD.1535,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172139.652 508049.812))
O10002_Rioolkaart_put_OD.1536,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172080.35 508108.19))
O10002_Rioolkaart_put_OD.1537,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172084.654 508086.795))
O10002_Rioolkaart_put_OD.1538,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172230.042 508022.663))
O10002_Rioolkaart_put_OD.1539,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172208.705 508023.606))
O10002_Rioolkaart_put_OD.1540,PVC/gietijzer,kolk,Trottoirkolk,1974,MULTIPOINT ((171892.358 509299.139))
O10002_Rioolkaart_put_OD.1541,PVC/gietijzer,kolk,Trottoirkolk,1974,MULTIPOINT ((171897.249 509278.13))
O10002_Rioolkaart_put_OD.1542,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((171964.846 509228.589))
O10002_Rioolkaart_put_OD.1543,PVC/gietijzer,kolk,Straatkolk,1969,MULTIPOINT ((171819.749 509315.19))
O10002_Rioolkaart_put_OD.1544,PVC/gietijzer,kolk,Straatkolk,1969,MULTIPOINT ((171840.169 509317.53))
O10002_Rioolkaart_put_OD.1545,PVC/gietijzer,kolk,Straatkolk,1969,MULTIPOINT ((171856.689 509284.28))
O10002_Rioolkaart_put_OD.1546,PVC/gietijzer,kolk,Trottoirkolk,1983,MULTIPOINT ((171782.559 509256.47))
O10002_Rioolkaart_put_OD.1547,PVC/gietijzer,kolk,Straatkolk,1983,MULTIPOINT ((171843.769 509228.44))
O10002_Rioolkaart_put_OD.1548,PVC/gietijzer,kolk,Trottoirkolk,1983,MULTIPOINT ((171773.409 509281.16))
O10002_Rioolkaart_put_OD.1549,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172020.915 509103.647))
O10002_Rioolkaart_put_OD.1550,beton/gietijzer,kolk,Trottoirkolk,1966,MULTIPOINT ((172003.973 509143.771))
O10002_Rioolkaart_put_OD.1551,beton/gietijzer,kolk,Straatkolk,1965,MULTIPOINT ((171937.76 509145.684))
O10002_Rioolkaart_put_OD.1552,beton/gietijzer,kolk,Trottoirkolk,1966,MULTIPOINT ((171948.59 509115.774))
O10002_Rioolkaart_put_OD.1553,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172017.989 509095.617))
O10002_Rioolkaart_put_OD.1554,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((171926.817 509043.455))
O10002_Rioolkaart_put_OD.1555,beton/gietijzer,kolk,Straatkolk,1964,MULTIPOINT ((171916.564 509037.217))
O10002_Rioolkaart_put_OD.1556,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((171849.291 509121.648))
O10002_Rioolkaart_put_OD.1557,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((171773.538 509128.507))
O10002_Rioolkaart_put_OD.1558,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((171710.138 509088.125))
O10002_Rioolkaart_put_OD.1559,beton/gietijzer,kolk,Straatkolk,1978,MULTIPOINT ((171675.082 509197.688))
O10002_Rioolkaart_put_OD.1560,beton/gietijzer,kolk,Straatkolk,1978,MULTIPOINT ((171670.834 509195.079))
O10002_Rioolkaart_put_OD.1561,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((171987.864 508947.77))
O10002_Rioolkaart_put_OD.1562,beton/gietijzer,kolk,Straatkolk,1964,MULTIPOINT ((171915.491 508999.932))
O10002_Rioolkaart_put_OD.1563,beton/gietijzer,kolk,Trottoirkolk,2020,MULTIPOINT ((171874.371 508964.685))
O10002_Rioolkaart_put_OD.1564,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172010.919 508886.733))
O10002_Rioolkaart_put_OD.1565,beton/gietijzer,kolk,Trottoirkolk,2020,MULTIPOINT ((172060.393 508823.494))
O10002_Rioolkaart_put_OD.1566,PVC/gietijzer,kolk,Straatkolk,2007,MULTIPOINT ((171938.945 508861.859))
O10002_Rioolkaart_put_OD.1567,PVC/gietijzer,kolk,Straatkolk,2007,MULTIPOINT ((171936.311 508876.304))
O10002_Rioolkaart_put_OD.1568,beton/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((176822.919 503063.41))
O10002_Rioolkaart_put_OD.1569,beton/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((176804.369 503066.33))
O10002_Rioolkaart_put_OD.1570,beton/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((176820.869 503059.44))
O10002_Rioolkaart_put_OD.1571,beton/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((176852.359 503046.28))
O10002_Rioolkaart_put_OD.1572,beton/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((176870.029 503031.97))
O10002_Rioolkaart_put_OD.1573,beton/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((176846.569 502963.56))
O10002_Rioolkaart_put_OD.1574,PVC/gietijzer,kolk,Trottoirkolk,1992,MULTIPOINT ((176824.399 502955.8))
O10002_Rioolkaart_put_OD.1575,beton/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((176804.469 503038.32))
O10002_Rioolkaart_put_OD.1576,beton/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((176793.579 503023.93))
O10002_Rioolkaart_put_OD.1577,beton/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((176775.959 503082.86))
O10002_Rioolkaart_put_OD.1578,beton/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((176741.189 503066.13))
O10002_Rioolkaart_put_OD.1579,beton/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((176738.709 503048.09))
O10002_Rioolkaart_put_OD.1580,beton/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((176783.929 502988.74))
O10002_Rioolkaart_put_OD.1581,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176843.539 502891.54))
O10002_Rioolkaart_put_OD.1582,beton/gietijzer,kolk,Trottoirkolk,1980,MULTIPOINT ((176827.516 502781.67))
O10002_Rioolkaart_put_OD.1583,PVC/gietijzer,kolk,Straatkolk,2007,MULTIPOINT ((171925.645 508893.183))
O10002_Rioolkaart_put_OD.1584,PVC/gietijzer,kolk,Trottoirkolk,2007,MULTIPOINT ((171912.912 508903.999))
O10002_Rioolkaart_put_OD.1585,PVC/gietijzer,kolk,Straatkolk,2007,MULTIPOINT ((171938.015 508820.727))
O10002_Rioolkaart_put_OD.1586,PVC/gietijzer,kolk,Trottoirkolk,1974,MULTIPOINT ((172486.188 508708.075))
O10002_Rioolkaart_put_OD.1587,beton/gietijzer,kolk,Trottoirkolk,2020,MULTIPOINT ((172769.884 508843.994))
O10002_Rioolkaart_put_OD.1588,beton/gietijzer,kolk,Trottoirkolk,2020,MULTIPOINT ((172738.128 508839.591))
O10002_Rioolkaart_put_OD.1589,beton/gietijzer,kolk,Straatkolk,1982,MULTIPOINT ((172561.077 508958.482))
O10002_Rioolkaart_put_OD.1590,beton/gietijzer,kolk,Trottoirkolk,2016,MULTIPOINT ((172432.941 507995.57))
O10002_Rioolkaart_put_OD.1591,beton/gietijzer,kolk,Trottoirkolk,2016,MULTIPOINT ((172436.49 508000.482))
O10002_Rioolkaart_put_OD.1592,PVC/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((171957.639 508860.78))
O10002_Rioolkaart_put_OD.1593,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171857.085 508709.928))
O10002_Rioolkaart_put_OD.1594,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171870.505 508691.583))
O10002_Rioolkaart_put_OD.1595,beton/gietijzer,kolk,Trottoirkolk,onbekend,MULTIPOINT ((178057.361 502718.323))
O10002_Rioolkaart_put_OD.1596,beton/gietijzer,kolk,Trottoirkolk,1980,MULTIPOINT ((176750.559 502859.41))
O10002_Rioolkaart_put_OD.1597,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176707.189 502929.4))
O10002_Rioolkaart_put_OD.1598,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176689.509 502936.72))
O10002_Rioolkaart_put_OD.1599,beton/gietijzer,kolk,Trottoirkolk,1980,MULTIPOINT ((176689.079 502884.94))
O10002_Rioolkaart_put_OD.1600,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176676.689 502826.64))
O10002_Rioolkaart_put_OD.1601,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176660.419 502803.9))
O10002_Rioolkaart_put_OD.1602,beton/gietijzer,kolk,Trottoirkolk,2018,MULTIPOINT ((176492.067 502963.351))
O10002_Rioolkaart_put_OD.1603,beton/gietijzer,kolk,Trottoirkolk,1989,MULTIPOINT ((176582.529 502922.05))
O10002_Rioolkaart_put_OD.1604,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176615.499 502856.75))
O10002_Rioolkaart_put_OD.1605,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176549.019 502884.22))
O10002_Rioolkaart_put_OD.1606,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176563.839 502873.16))
O10002_Rioolkaart_put_OD.1607,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176532.339 502893.21))
O10002_Rioolkaart_put_OD.1608,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176530.949 502857.79))
O10002_Rioolkaart_put_OD.1609,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176530.649 502888.47))
O10002_Rioolkaart_put_OD.1610,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176605.169 502849.57))
O10002_Rioolkaart_put_OD.1611,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176576.759 502793.22))
O10002_Rioolkaart_put_OD.1612,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176587.679 502807.44))
O10002_Rioolkaart_put_OD.1613,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176515.069 502819.5))
O10002_Rioolkaart_put_OD.1614,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176517.829 502838.23))
O10002_Rioolkaart_put_OD.1615,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176768.349 502728.37))
O10002_Rioolkaart_put_OD.1616,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176770.399 502714.05))
O10002_Rioolkaart_put_OD.1617,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176783.859 502724.01))
O10002_Rioolkaart_put_OD.1618,beton/gietijzer,kolk,Straatkolk,2020,MULTIPOINT ((172666.494 508874.648))
O10002_Rioolkaart_put_OD.1619,beton/gietijzer,kolk,Straatkolk,1978,MULTIPOINT ((172626.158 508863.565))
O10002_Rioolkaart_put_OD.1620,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172141.389 508189.877))
O10002_Rioolkaart_put_OD.1621,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172226.127 508150.471))
O10002_Rioolkaart_put_OD.1622,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172178.386 508137.51))
O10002_Rioolkaart_put_OD.1623,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172174.501 508139.914))
O10002_Rioolkaart_put_OD.1624,beton/gietijzer,kolk,Trottoirkolk,1977,MULTIPOINT ((172578.854 508883.441))
O10002_Rioolkaart_put_OD.1625,PVC/gietijzer,kolk,Straatkolk,1997,MULTIPOINT ((172259.388 508349.556))
O10002_Rioolkaart_put_OD.1626,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172316.3 508221.306))
O10002_Rioolkaart_put_OD.1627,PVC/gietijzer,kolk,Straatkolk,1994,MULTIPOINT ((172372.119 508945.742))
O10002_Rioolkaart_put_OD.1628,PVC/gietijzer,kolk,Straatkolk,1976,MULTIPOINT ((172016.821 509392.74))
O10002_Rioolkaart_put_OD.1629,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((171915.301 509521.579))
O10002_Rioolkaart_put_OD.1630,PVC/gietijzer,kolk,Straatkolk,onbekend,MULTIPOINT ((172212.289 508391.976))
O10002_Rioolkaart_put_OD.1631,beton/gietijzer,kolk,Straatkolk,1977,MULTIPOINT ((172526.392 508889.014))
O10002_Rioolkaart_put_OD.1632,beton/gietijzer,kolk,Straatkolk,1977,MULTIPOINT ((172515.529 508896.314))
O10002_Rioolkaart_put_OD.1633,PVC/gietijzer,kolk,Straatkolk,1977,MULTIPOINT ((172371.359 508760.397))
O10002_Rioolkaart_put_OD.1634,PVC/gietijzer,kolk,Straatkolk,1976,MULTIPOINT ((172495.092 508763.993))
O10002_Rioolkaart_put_OD.1635,PVC/gietijzer,kolk,Straatkolk,1969,MULTIPOINT ((172440.255 508565.18))
O10002_Rioolkaart_put_OD.1636,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((171868.279 509538.85))
O10002_Rioolkaart_put_OD.1637,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173157.142 509313.721))
O10002_Rioolkaart_put_OD.1638,beton/gietijzer,kolk,Straatkolk,2007,MULTIPOINT ((171943.084 508662.18))
O10002_Rioolkaart_put_OD.1639,PVC/gietijzer,kolk,Straatkolk,2007,MULTIPOINT ((171895.83 508637.567))
O10002_Rioolkaart_put_OD.1640,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171842.794 508704.481))
O10002_Rioolkaart_put_OD.1641,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171847.629 508707.911))
O10002_Rioolkaart_put_OD.1642,PVC/gietijzer,kolk,Trottoirkolk,2007,MULTIPOINT ((171793.682 508781.893))
O10002_Rioolkaart_put_OD.1643,PVC/gietijzer,kolk,Trottoirkolk,2007,MULTIPOINT ((171783.255 508798.293))
O10002_Rioolkaart_put_OD.1644,PVC/gietijzer,kolk,Straatkolk,2007,MULTIPOINT ((171798.384 508785.336))
O10002_Rioolkaart_put_OD.1645,PVC/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((171908.817 508731.176))
O10002_Rioolkaart_put_OD.1646,PVC/gietijzer,kolk,Trottoirkolk,2006,MULTIPOINT ((171875.804 508799.416))
O10002_Rioolkaart_put_OD.1647,beton/gietijzer,kolk,Straatkolk,onbekend,MULTIPOINT ((180343.522 510179.778))
O10002_Rioolkaart_put_OD.1648,PVC/gietijzer,kolk,Trottoirkolk,1971,MULTIPOINT ((172101.839 509328.224))
O10002_Rioolkaart_put_OD.1649,PVC/gietijzer,kolk,Trottoirkolk,2005,MULTIPOINT ((172179.886 509264.777))
O10002_Rioolkaart_put_OD.1650,beton/gietijzer,kolk,Trottoirkolk,2017,MULTIPOINT ((172197.125 509268.611))
O10002_Rioolkaart_put_OD.1651,PVC/gietijzer,kolk,Trottoirkolk,1976,MULTIPOINT ((172001.624 509422.623))
O10002_Rioolkaart_put_OD.1652,PVC/gietijzer,kolk,Trottoirkolk,1991,MULTIPOINT ((171941.379 509458.6))
O10002_Rioolkaart_put_OD.1653,PVC/gietijzer,kolk,Straatkolk,1976,MULTIPOINT ((171943.916 509422.955))
O10002_Rioolkaart_put_OD.1654,PVC/gietijzer,kolk,Trottoirkolk,1976,MULTIPOINT ((171949.802 509437.808))
O10002_Rioolkaart_put_OD.1655,PVC/gietijzer,kolk,Trottoirkolk,1974,MULTIPOINT ((171871.999 509421.91))
O10002_Rioolkaart_put_OD.1656,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173295.305 509226.812))
O10002_Rioolkaart_put_OD.1657,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173360.003 509268.263))
O10002_Rioolkaart_put_OD.1658,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173105.426 509346.169))
O10002_Rioolkaart_put_OD.1659,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173160.092 509269.912))
O10002_Rioolkaart_put_OD.1660,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173122.703 509223.527))
O10002_Rioolkaart_put_OD.1661,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173294.962 509178.081))
O10002_Rioolkaart_put_OD.1662,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173305.346 509194.552))
O10002_Rioolkaart_put_OD.1663,PVC/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172158.137 509285.29))
O10002_Rioolkaart_put_OD.1664,PVC/gietijzer,kolk,Trottoirkolk,1971,MULTIPOINT ((172161.414 509289.651))
O10002_Rioolkaart_put_OD.1665,PVC/gietijzer,kolk,Trottoirkolk,1994,MULTIPOINT ((172079.139 509251.893))
O10002_Rioolkaart_put_OD.1666,beton/gietijzer,kolk,Trottoirkolk,2005,MULTIPOINT ((172130.781 509212.232))
O10002_Rioolkaart_put_OD.1667,beton/gietijzer,kolk,Trottoirkolk,1994,MULTIPOINT ((172097.327 509240.164))
O10002_Rioolkaart_put_OD.1668,beton/gietijzer,kolk,Trottoirkolk,2005,MULTIPOINT ((172382.474 509192.658))
O10002_Rioolkaart_put_OD.1669,beton/gietijzer,kolk,Trottoirkolk,1983,MULTIPOINT ((172366.856 509147.239))
O10002_Rioolkaart_put_OD.1670,beton/gietijzer,kolk,Trottoirkolk,1964,MULTIPOINT ((172368.714 509060.372))
O10002_Rioolkaart_put_OD.1671,beton/gietijzer,kolk,Trottoirkolk,1983,MULTIPOINT ((172305.244 509096.289))
O10002_Rioolkaart_put_OD.1672,beton/gietijzer,kolk,Trottoirkolk,1967,MULTIPOINT ((172317.179 509019.48))
O10002_Rioolkaart_put_OD.1673,beton/gietijzer,kolk,Trottoirkolk,1964,MULTIPOINT ((172301.948 509025.343))
O10002_Rioolkaart_put_OD.1674,beton/gietijzer,kolk,Straatkolk,onbekend,MULTIPOINT ((172145.142 509185.613))
O10002_Rioolkaart_put_OD.1675,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173310.306 509189.313))
O10002_Rioolkaart_put_OD.1676,beton/gietijzer,kolk,Straatkolk,2020,MULTIPOINT ((172794.051 508806.619))
O10002_Rioolkaart_put_OD.1677,beton/gietijzer,kolk,Straatkolk,2020,MULTIPOINT ((172771.476 508821.923))
O10002_Rioolkaart_put_OD.1678,beton/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172798.203 508776.843))
O10002_Rioolkaart_put_OD.1679,beton/gietijzer,kolk,Trottoirkolk,1978,MULTIPOINT ((172788.737 508728.748))
O10002_Rioolkaart_put_OD.1680,PVC/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172874.479 508671.47))
O10002_Rioolkaart_put_OD.1681,beton/gietijzer,kolk,Straatkolk,onbekend,MULTIPOINT ((172397.439 509206.79))
O10002_Rioolkaart_put_OD.1682,beton/gietijzer,kolk,Trottoirkolk,2021,MULTIPOINT ((172424.645 509139.509))
O10002_Rioolkaart_put_OD.1683,beton/gietijzer,kolk,Trottoirkolk,2020,MULTIPOINT ((172514.199 509051.69))
O10002_Rioolkaart_put_OD.1684,beton/gietijzer,kolk,Trottoirkolk,2017,MULTIPOINT ((172298.864 509350.597))
O10002_Rioolkaart_put_OD.1685,beton/gietijzer,kolk,Trottoirkolk,2019,MULTIPOINT ((172249.264 509323.219))
O10002_Rioolkaart_put_OD.1686,PVC/gietijzer,kolk,Straatkolk,2005,MULTIPOINT ((172378.804 509260.668))
O10002_Rioolkaart_put_OD.1687,PVC/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((172384.953 509248.543))
O10002_Rioolkaart_put_OD.1688,beton/gietijzer,kolk,Straatkolk,2020,MULTIPOINT ((172394.524 509231.57))
O10002_Rioolkaart_put_OD.1689,beton/gietijzer,kolk,Trottoirkolk,1995,MULTIPOINT ((172243.915 508492.943))
O10002_Rioolkaart_put_OD.1690,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((171923.434 508201.815))
O10002_Rioolkaart_put_OD.1691,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172979.719 509635.163))
O10002_Rioolkaart_put_OD.1692,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173062.933 509591.136))
O10002_Rioolkaart_put_OD.1693,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172789.159 509663.79))
O10002_Rioolkaart_put_OD.1694,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((173053.828 509596.829))
O10002_Rioolkaart_put_OD.1695,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((171860.109 509584.57))
O10002_Rioolkaart_put_OD.1696,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((171862.259 509562.61))
O10002_Rioolkaart_put_OD.1697,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173334.237 509240.544))
O10002_Rioolkaart_put_OD.1698,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173353.932 509271.791))
O10002_Rioolkaart_put_OD.1699,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173122.638 509335.396))
O10002_Rioolkaart_put_OD.1700,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173222.615 509264.201))
O10002_Rioolkaart_put_OD.1701,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173226.245 509270.244))
O10002_Rioolkaart_put_OD.1702,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173257.068 509242.508))
O10002_Rioolkaart_put_OD.1703,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173128.685 509219.869))
O10002_Rioolkaart_put_OD.1704,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173188.016 509285.995))
O10002_Rioolkaart_put_OD.1705,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173144.383 509258.068))
O10002_Rioolkaart_put_OD.1706,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173274.258 509145.128))
O10002_Rioolkaart_put_OD.1707,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173054.027 509378.514))
O10002_Rioolkaart_put_OD.1708,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172981.226 509376.81))
O10002_Rioolkaart_put_OD.1709,beton/gietijzer,kolk,Straatkolk,1978,MULTIPOINT ((171690.121 509117.722))
O10002_Rioolkaart_put_OD.1710,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((171964.619 508993.591))
O10002_Rioolkaart_put_OD.1711,beton/gietijzer,kolk,Straatkolk,1964,MULTIPOINT ((171900.605 508990.486))
O10002_Rioolkaart_put_OD.1712,PVC/gietijzer,kolk,Straatkolk,1965,MULTIPOINT ((171936.676 508930.26))
O10002_Rioolkaart_put_OD.1713,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172014.341 508906.287))
O10002_Rioolkaart_put_OD.1714,PVC/gietijzer,kolk,Straatkolk,1969,MULTIPOINT ((172000.09 508871.399))
O10002_Rioolkaart_put_OD.1715,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((171996.123 508877.257))
O10002_Rioolkaart_put_OD.1716,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172036.072 508724.886))
O10002_Rioolkaart_put_OD.1717,beton/gietijzer,kolk,Straatkolk,2007,MULTIPOINT ((171996.599 508725.273))
O10002_Rioolkaart_put_OD.1718,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171980.72 508676.141))
O10002_Rioolkaart_put_OD.1719,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171931.423 508583.231))
O10002_Rioolkaart_put_OD.1720,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171942.269 508596.146))
O10002_Rioolkaart_put_OD.1721,beton/gietijzer,kolk,Straatkolk,2018,MULTIPOINT ((171924.636 508655.95))
O10002_Rioolkaart_put_OD.1722,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171870.498 508671.952))
O10002_Rioolkaart_put_OD.1723,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171853.692 508687.256))
O10002_Rioolkaart_put_OD.1724,beton/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171839.424 508720.709))
O10002_Rioolkaart_put_OD.1725,PVC/gietijzer,kolk,Straatkolk,2007,MULTIPOINT ((171841.36 508797.059))
O10002_Rioolkaart_put_OD.1726,PVC/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((171871.43 508807.749))
O10002_Rioolkaart_put_OD.1727,PVC/gietijzer,kolk,Trottoirkolk,onbekend,MULTIPOINT ((172519.984 508605.852))
O10002_Rioolkaart_put_OD.1728,PVC/gietijzer,kolk,Trottoirkolk,onbekend,MULTIPOINT ((172401.565 508585.012))
O10002_Rioolkaart_put_OD.1729,PVC/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172456.011 508555.658))
O10002_Rioolkaart_put_OD.1730,PVC/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172438.902 508562.912))
O10002_Rioolkaart_put_OD.1731,PVC/gietijzer,kolk,Trottoirkolk,1995,MULTIPOINT ((172560.576 508509.299))
O10002_Rioolkaart_put_OD.1732,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172545.807 508448.867))
O10002_Rioolkaart_put_OD.1733,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172525.13 508457.315))
O10002_Rioolkaart_put_OD.1734,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171901.13 508601.374))
O10002_Rioolkaart_put_OD.1735,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171966.915 508498.336))
O10002_Rioolkaart_put_OD.1736,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172054.529 508482.047))
O10002_Rioolkaart_put_OD.1737,beton/gietijzer,kolk,Trottoirkolk,2020,MULTIPOINT ((172119.632 508588.781))
