FID,omschr,afst_glg,hgte_glg,beginwdl,beginkm,eindwdl,eindkm,kantcode,wegnummer,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
geluids_beperkingen_kenmerk.815,Niet doorzichtig geluidsscherm,6.5 -> 6.5,5 -> 5,R,24.86700058,R,24.88199997,H,009,KLK0008077487,R,I,,"LINESTRING (121738.61290000007 478348.8147, 121725.23790000007 478355.6050999984)"
geluids_beperkingen_kenmerk.816,Doorzichtig geluidsscherm,6.5 -> 6.5,5 -> 5,R,24.88199997,R,24.94199944,H,009,KLK0008077488,R,I,,"LINESTRING (121725.23790000007 478355.6050999984, 121679.9162000008 478378.61459999904, 121671.78130000085 478382.8509999998)"
geluids_beperkingen_kenmerk.817,Niet doorzichtig geluidsscherm,6.5 -> 6.5,5 -> 5,R,24.94199944,R,25.35199928,H,009,KLK0008077489,R,I,,"LINESTRING (121671.78130000085 478382.8509999998, 121644.4386 478397.08999999985, 121591.3898999989 478425.1257000007, 121548.74430000037 478448.1719999984, 121443.53620000184 478505.93989999965, 121408.32070000097 478524.9155000001, 121375.58839999884 478542.14649999887, 121339.91330000013 478560.26359999925, 121311.52459999919 478574.2939000018)"
geluids_beperkingen_kenmerk.818,Doorzichtig geluidsscherm,8.5 -> 5.5,3 -> 3,R,25.37899971,R,25.42099953,H,009,KLK0008077499,R,I,,"LINESTRING (121287.31940000132 478586.25659999996, 121286.12280000001 478586.84800000116, 121249.92449999973 478603.8977999985, 121249.33069999889 478604.1684000008)"
geluids_beperkingen_kenmerk.819,Doorzichtig geluidsscherm,5.5 -> 6.5,3 -> 1,R,25.42099953,R,25.60000038,H,009,KLK0008077500,R,I,,"LINESTRING (121077.44299999997 478676.4979999997, 121082.84380000085 478674.4386, 121120.09470000118 478659.8616000004, 121157.05209999904 478644.6420000009, 121194.08240000159 478628.86840000004, 121231.71240000054 478612.1977000013, 121249.33069999889 478604.1684000008)"
geluids_beperkingen_kenmerk.820,Geluidswal,6.5 -> 6.5,1 -> 1,R,87.27700043,R,87.61299896,H,009,KLK0008078971,R,I,,"LINESTRING (109579.23970000073 524151.72740000114, 109577.7547999993 524155.1077999994, 109570.03929999843 524173.5637000017, 109557.66330000013 524204.55849999934, 109550.58980000019 524223.2606000006, 109540.20949999988 524252.1561000012, 109533.54890000075 524271.78079999983, 109527.34329999983 524290.7954000011, 109521.66299999878 524309.0298999995, 109515.99289999902 524328.2157999985, 109510.54430000111 524347.4616999999, 109505.40139999986 524366.7890999988, 109497.22520000115 524399.699000001, 109492.73380000144 524419.1952, 109488.50299999863 524438.7426000014, 109485.36259999871 524454.2415999994, 109481.98319999874 524472.6002000012)"
geluids_beperkingen_kenmerk.821,Geluidswal,4.5 -> 4.5,1 -> 1,R,87.36000061,R,87.64099884,T,009,KLK0008078973,L,I,,"LINESTRING (109472.49570000172 524499.1792000011, 109473.36740000173 524493.7925999984, 109476.8123999983 524474.0907000005, 109480.6323999986 524453.9734999985, 109484.61210000142 524434.4072999991, 109488.87180000171 524414.8660999984, 109492.6149000004 524398.7232999988, 109501.79459999874 524361.3513999991, 109512.69429999962 524322.8652000017, 109517.10069999844 524307.9785000011, 109523.05350000039 524288.8828999996, 109529.03040000051 524270.5379000008, 109535.44940000027 524251.5978000015, 109542.44519999996 524231.88329999894, 109544.3040000014 524226.9127999991)"
geluids_beperkingen_kenmerk.822,Doorzichtig geluidsscherm,4.5 -> 4.5,1 -> 1,R,87.64099884,R,87.68000031,T,009,KLK0008078974,L,I,,"LINESTRING (109467.38190000132 524533.8011999987, 109470.17599999905 524513.5141000003, 109472.49570000172 524499.1792000011)"
geluids_beperkingen_kenmerk.823,Doorzichtig geluidsscherm,5.5 -> 5.5,3 -> 3,R,38.56100082,R,38.62799835,H,009,KLK0008080333,R,I,,"LINESTRING (111118.32470000163 485498.9043999985, 111129.52050000057 485487.47399999946, 111151.18939999864 485465.58260000125, 111167.58540000021 485441.4354999997)"
geluids_beperkingen_kenmerk.824,Geluidswal met daarop of -in een scherm,8.5 -> 25,5 -> 5,R,56.2840004,R,56.29000092,T,009,KLK0008078288,L,I,,"LINESTRING (108195.12379999831 500927.2280000001, 108193.16250000149 500921.557599999)"
geluids_beperkingen_kenmerk.825,Geluidswal met daarop of -in een scherm,25 -> 25,5 -> 5,R,56.29000092,R,56.45100021,T,009,KLK0008078289,L,I,,"LINESTRING (108242.47549999878 501072.70329999924, 108230.78489999846 501034.44640000165, 108216.40060000122 500990.03449999914, 108203.72509999946 500952.0949999988, 108195.12379999831 500927.2280000001)"
geluids_beperkingen_kenmerk.826,Geluidswal met daarop of -in een scherm,25 -> 25,6 -> 6,R,57.17200089,R,57.25099945,T,009,KLK0008078291,L,I,,"LINESTRING (108473.60539999977 501848.72370000184, 108458.97850000113 501809.5342000015, 108445.41349999979 501771.72410000116)"
geluids_beperkingen_kenmerk.827,Doorzichtig geluidsscherm,5.5 -> 5.5,1 -> 1,R,60.3370018,R,60.38999939,T,009,KLK0008078386,L,I,,"LINESTRING (109749.63269999996 504640.40839999914, 109741.40540000051 504588.0507999994)"
geluids_beperkingen_kenmerk.831,Niet doorzichtig geluidsscherm,4.5 -> 4.5,1 -> 3,R,46.32899857,R,46.40000153,T,032,KLK0008118104,L,I,,"LINESTRING (191859.52270000055 552978.4646999985, 191863.186999999 552972.5507999994, 191876.05909999833 552951.1187999994, 191888.059799999 552930.6475000009, 191900.61129999906 552919.4604000002)"
geluids_beperkingen_kenmerk.832,Doorzichtig geluidsscherm,3.5 -> 3.5,3 -> 3,R,45.18899918,R,45.24700165,H,032,KLK0008119128,R,I,,"LINESTRING (192280.65850000083 551850.8049999997, 192277.8990000002 551859.946800001, 192267.43439999968 551895.875500001, 192264.71169999987 551905.5280000009)"
geluids_beperkingen_kenmerk.833,Doorzichtig geluidsscherm,3.5 -> 4.5,3 -> 3,R,45.24700165,R,45.27099991,H,032,KLK0008119129,R,I,,"LINESTRING (192264.71169999987 551905.5280000009, 192258.1961000003 551928.626699999)"
geluids_beperkingen_kenmerk.834,Geluidswal met daarop of -in een scherm,4.5 -> 4.5,3 -> 3,R,47.31600189,R,47.34999847,T,032,KLK0008119193,L,I,,"LINESTRING (191281.3200000003 553720.7776000015, 191301.62000000104 553701.9981000014, 191306.23809999973 553697.6460000016)"
geluids_beperkingen_kenmerk.835,Geluidswal,4.5 -> 5.5,3 -> 3,R,49.01100159,R,49.54000092,H,032,KLK0008119251,R,I,,"LINESTRING (190016.21620000154 554805.9276, 189998.52219999954 554821.3299999982, 189938.3762000017 554874.0511999987, 189848.45580000058 554953.5194999985, 189833.5086000003 554966.8095999993, 189818.7302000001 554980.2938000001, 189803.59149999917 554993.3638000004, 189709.7030000016 555077.4695000015, 189621.90680000186 555157.0535999984)"
geluids_beperkingen_kenmerk.836,Geluidswal,2.5 -> 1.5,3 -> 3,R,63.84999847,R,64.3730011,T,031,KLK0008116761,L,I,,"LINESTRING (195473.07400000095 573444.9519000016, 195464.99709999934 573449.7300999984, 195025.93549999967 573712.3618000001)"
geluids_beperkingen_kenmerk.837,Doorzichtig geluidsscherm,7.5 -> 7.5,1 -> 1,R,34.8219986,R,34.85300064,T,835,KLK0007904125,L,I,,"LINESTRING (229280.03449999914 486932.2901000008, 229249.1906999983 486935.3975000009)"
geluids_beperkingen_kenmerk.838,Doorzichtig geluidsscherm,4.5 -> 4.5,1 -> 1,R,62.54399872,R,62.60100174,H,032,KLK0008118227,R,I,,"LINESTRING (184344.3852000013 566711.0821000002, 184343.66000000015 566736.3955999985, 184336.83100000024 566765.568599999, 184335.8300999999 566770.1755999997)"
geluids_beperkingen_kenmerk.839,Geluidswal,6.5 -> 6.5,5 -> 5,R,70.92900085,R,72,H,031,KLK0008116833,R,I,,"LINESTRING (201780.31720000133 572278.9431000017, 201805.41099999845 572264.3374000005, 201839.80539999902 572243.9090000018, 201860.03189999983 572231.431400001, 201876.93609999865 572220.7256999984, 201910.4188000001 572198.8416000009, 201936.8361000009 572181.0051999986, 201953.25890000165 572169.5791000016, 201969.52050000057 572157.935800001, 202001.71570000052 572134.194600001, 202034.42920000106 572108.9745999984, 202065.65960000083 572083.9811000004, 202081.06700000167 572071.2303000018, 202096.32930000126 572058.3200999983, 202122.6746999994 572035.4847000018, 202152.44200000167 572008.7664999999, 202181.60770000145 571981.3792999983, 202204.95569999889 571958.6713999994, 202227.9268000014 571935.5432999991, 202255.66939999908 571906.7179000005, 202269.2782999985 571892.0604999997, 202282.7366000004 571877.2661999986, 202309.26190000027 571847.3214000016, 202349.26159999892 571800.8110000007, 202464.4525000006 571666.2083999999, 202557.66789999977 571557.1757999994)"
geluids_beperkingen_kenmerk.840,Doorzichtig geluidsscherm,5.5 -> 5.5,3 -> 3,R,68.84799957,R,69.01000214,T,031,KLK0008116836,L,I,,"LINESTRING (200014.7798999995 572975.9556000009, 199856.76159999892 573011.6515000015)"
geluids_beperkingen_kenmerk.841,Doorzichtig geluidsscherm,4.5 -> 4.5,1 -> 1,R,62.97499847,R,63.11000061,H,032,KLK0008119450,R,I,,"LINESTRING (184248.11309999973 567137.2642999999, 184241.49060000107 567166.1649000011, 184233.5384999998 567199.5821000002, 184221.27679999918 567249.436900001, 184216.33159999922 567268.8161000013, 184214.90579999983 567274.2928000018)"
geluids_beperkingen_kenmerk.842,Geluidswal,7.5 -> 9.5,3 -> 3,R,72.98799896,R,73.6230011,H,031,KLK0008116890,R,I,,"LINESTRING (203208.69839999825 570812.9499999993, 203225.00250000134 570796.2985999994, 203653.07470000163 570359.3480999991)"
geluids_beperkingen_kenmerk.843,Niet doorzichtig geluidsscherm,5.5 -> 5.5,3 -> 3,R,72.69999695,R,73.12999725,T,031,KLK0008116891,L,I,,"LINESTRING (203316.88489999995 570724.7369999997, 203166.33249999955 570878.4072000012, 203138.51799999923 570907.1548999995, 203124.75239999965 570921.6638999991, 203083.82840000093 570965.5467999987, 203056.92210000008 570995.1612000018, 203038.4497999996 571015.8189999983, 203024.51309999824 571031.7164999992)"
geluids_beperkingen_kenmerk.844,Doorzichtig geluidsscherm,9.5 -> 6.5,3 -> 3,R,73.6230011,R,74.27999878,H,031,KLK0008116913,R,I,,"LINESTRING (203653.07470000163 570359.3480999991, 204049.74280000106 569954.4530000016, 204111.57299999893 569891.5830000006)"
geluids_beperkingen_kenmerk.845,Doorzichtig geluidsscherm,8.5 -> 8.5,1 -> 1,R,34.62400055,R,34.65399933,T,835,KLK0007904124,L,I,,"LINESTRING (229078.08520000055 486952.91519999877, 229054.9360000007 486955.30900000036, 229048.24269999936 486955.9851000011)"
geluids_beperkingen_kenmerk.846,Geluidswal,4.5 -> 4.5,1 -> 1,R,42.01300049,R,42.20999908,T,031,KLK0008117248,L,I,,"LINESTRING (177421.46159999818 580173.7897000015, 177422.54879999906 580173.1374999993, 177433.9294999987 580165.8579999991, 177458.7371999994 580148.9851999991, 177469.03990000114 580142.2980999984, 177477.63120000064 580137.1578000002, 177488.40549999848 580131.3916999996, 177501.1372999996 580125.4459999986, 177507.21559999883 580122.8834000006, 177516.61129999906 580119.4208000004, 177526.1436999999 580116.3979999982, 177530.96229999885 580115.0555000007, 177535.81289999932 580113.8156000003, 177545.61340000108 580111.6556999981, 177550.6873999983 580110.6893000007, 177559.78269999847 580109.252799999, 177574.68079999834 580107.4772000015, 177597.07339999825 580105.3273000009, 177607.2124999985 580104.4565000013)"
geluids_beperkingen_kenmerk.847,Geluidswal,4.5 -> 4.5,1 -> 1,R,42.7840004,R,42.99000168,T,031,KLK0008117268,L,I,,"LINESTRING (178175.69530000165 580088.2369000018, 178196.5450000018 580093.5001000017, 178226.39409999922 580092.7531999983, 178256.3599999994 580091.318, 178296.1783999987 580089.0047999993, 178307.42399999872 580088.3022999987, 178319.7344999984 580087.1684000008, 178342.20919999853 580084.6981999986, 178352.33289999887 580083.5238000005, 178377.23739999905 580080.2032999992, 178380.873399999 580079.6779999994)"
geluids_beperkingen_kenmerk.848,Geluidswal,10 -> 10,6 -> 6,R,70.45999908,R,70.67199707,H,031,KLK0008117535,R,I,,"LINESTRING (201372.4979000017 572503.0976999998, 201374.87629999965 572501.2254999988, 201386.01810000092 572491.4710999988, 201393.28280000016 572484.5920000002, 201404.07290000096 572473.7815000005, 201414.39299999923 572462.8960000016, 201421.06949999928 572455.4829999991, 201430.70910000056 572443.9902000017, 201438.30160000175 572434.4419, 201444.32510000095 572426.4523000009, 201450.46139999852 572417.8447999991, 201458.83049999923 572405.3960000016, 201464.48209999874 572396.5108999982, 201469.61989999935 572387.9195000008, 201474.56639999896 572379.2265999988, 201494.88190000132 572342.3082999997, 201499.69590000063 572334.1741000004)"
geluids_beperkingen_kenmerk.849,Geluidswal,6.5 -> 6.5,1 -> 1,R,69.40000153,R,69.56500244,H,032,KLK0008119627,R,I,,"LINESTRING (182349.5610000007 573266.6682999991, 182292.5212999992 573421.4954999983)"
geluids_beperkingen_kenmerk.850,Geluidswal met daarop of -in een scherm,8.5 -> 8.5,6 -> 6,R,57.20800018,R,57.90100098,H,002,KLK0007948875,R,I,,"LINESTRING (131200.73279999942 458581.24639999866, 131767.61499999836 458204.48900000006)"
geluids_beperkingen_kenmerk.851,Geluidswal met daarop of -in een scherm,10 -> 10,6 -> 6,R,67.73400116,R,68.02100372,T,002,KLK0007949124,L,I,,"LINESTRING (132825.98699999973 448885.2778000012, 132825.3900000006 449136.3999999985, 132818.27679999918 449160.75569999963)"
geluids_beperkingen_kenmerk.852,Doorzichtig geluidsscherm,4.5 -> 4.5,3 -> 3,R,9.17000008,R,9.18500042,H,032,KLK0008118492,R,I,,"LINESTRING (210470.809799999 523194.37779999897, 210473.75659999996 523210.1041000001)"
geluids_beperkingen_kenmerk.853,Geluidswal,4.5 -> 4.5,3 -> 3,R,13.60999966,R,14.13000011,H,031,KLK0008115930,R,I,,"LINESTRING (157131.6895999983 574782.0390999988, 157211.96979999915 574888.2509999983, 157310.2023999989 575018.3040000014, 157334.0476000011 575050.4197999984, 157343.86070000008 575063.9578999989, 157366.92990000173 575096.6235000007, 157389.47430000082 575129.6651999988, 157404.56579999998 575152.4178999998, 157426.25189999864 575186.0293000005, 157437.3718000017 575203.8471000008)"
geluids_beperkingen_kenmerk.854,Geluidswal,4.5 -> 4.5,3 -> 3,R,14.06999969,R,14.13000011,T,031,KLK0008115959,L,I,,"LINESTRING (157425.90080000088 575208.8486000001, 157414.8209999986 575191.1356000006, 157393.62420000136 575158.2712999992)"
geluids_beperkingen_kenmerk.855,Geluidswal met daarop of -in een scherm,9.5 -> 9.5,5 -> 5,R,22.40800095,R,22.86899948,H,031,KLK0008116085,R,I,,"LINESTRING (164416.52199999988 579162.1158999987, 164559.6790000014 579193.7663999982, 164637.0711000003 579210.5612000003, 164773.9935999997 579239.7762000002, 164852.60940000042 579255.9470999986)"
geluids_beperkingen_kenmerk.856,Geluidswal,7.5 -> 6.5,1 -> 1,R,43.50400162,R,43.73199844,H,031,KLK0008116262,R,I,,"LINESTRING (178779.66699999943 579764.2215000018, 178787.44590000063 579753.3154999986, 178798.60110000148 579736.7177999988, 178803.86499999836 579728.5546000004, 178814.31749999896 579711.5075999983, 178819.11309999973 579703.3861000016, 178831.85440000147 579680.3918999992, 178841.0390000008 579662.6358000003, 178849.73149999976 579644.6235999987, 178857.36080000177 579627.6068999991, 178865.10440000147 579609.180300001, 178872.4974000007 579590.0412000008, 178879.1884999983 579571.2014999986, 178883.7760999985 579557.3942999989, 178884.74940000102 579554.0428999998)"
geluids_beperkingen_kenmerk.857,Geluidswal,10 -> 10,1 -> 1,R,43.91400146,R,44.07300186,H,031,KLK0008116273,R,I,,"LINESTRING (178917.7685999982 579378.5212999992, 178926.54839999974 579272.7347000018, 178930.8438999988 579220.0599000007)"
geluids_beperkingen_kenmerk.858,Niet doorzichtig geluidsscherm,1.5 -> 1.5,3 -> 3,R,64.3730011,R,64.51100159,T,031,KLK0008116762,L,I,,"LINESTRING (195473.07400000095 573444.9519000016, 195482.21049999818 573439.5469000004, 195509.67350000143 573423.6305, 195527.14600000158 573413.8903999999, 195544.46059999987 573404.624400001, 195562.2313000001 573395.4470000006, 195579.03979999945 573387.1939999983, 195588.37460000068 573382.8236999996)"
geluids_beperkingen_kenmerk.859,Doorzichtig geluidsscherm,5.5 -> 5.5,1 -> 1,R,72,R,72.0530014,H,031,KLK0008116834,R,I,,"LINESTRING (202557.66789999977 571557.1757999994, 202592.1085000001 571516.8911999986)"
geluids_beperkingen_kenmerk.860,Geluidswal,7.5 -> 7.5,5 -> 5,R,72.0530014,R,72.93800354,H,031,KLK0008116835,R,I,,"LINESTRING (202592.1085000001 571516.8911999986, 202968.82510000095 571076.251699999, 203020.97549999878 571015.5855999999, 203034.09319999814 571000.4882999994, 203060.57330000028 570970.5051999986, 203088.83029999956 570939.0780000016, 203115.93050000072 570909.6567000002, 203157.10720000044 570866.0161999986, 203173.82710000128 570848.7826000005)"
geluids_beperkingen_kenmerk.917,Geluidswand,7.5 -> 7.5,3 -> 3,R,134.16499329,R,134.38200378,T,059,KLK0008140379,L,I,,"LINESTRING (150227.0086000003 414740.3344999999, 150189.43250000104 414726.4701000005, 150170.59690000117 414719.71599999815, 150132.80270000175 414706.58779999986, 150094.85909999907 414693.92159999907, 150056.76460000128 414681.72250000015, 150037.65729999915 414675.808699999, 150022.41820000112 414671.185800001)"
geluids_beperkingen_kenmerk.861,Geluidswal,6.5 -> 7.5,3 -> 3,R,74.27999878,R,74.68800354,H,031,KLK0008116914,R,I,,"LINESTRING (204111.57299999893 569891.5830000006, 204124.5047999993 569878.4338000007, 204138.61250000075 569864.2542000003, 204167.23050000146 569836.3077000007, 204181.74399999902 569822.5439999998, 204201.63419999927 569804.3192000017, 204216.6341000013 569791.1039000005, 204231.8365000002 569778.1075000018, 204251.54470000044 569762.1504999995, 204267.28590000048 569749.8181000017, 204279.2939000018 569740.6416999996, 204295.36930000037 569728.7620999999, 204310.53730000183 569717.8396999985, 204334.6526999995 569701.1462000012, 204351.25420000032 569689.9864999987, 204367.97210000083 569679.0033, 204434.2751000002 569635.8330999985)"
geluids_beperkingen_kenmerk.862,Geluidswal met daarop of -in een scherm,4.5 -> 4.5,3 -> 3,R,18.73999977,R,18.93000031,T,032,KLK0008117882,L,I,,"LINESTRING (207795.32310000062 532427.497200001, 207793.6501000002 532423.0033, 207789.7329000011 532413.8024999984, 207784.2633999996 532402.5309999995, 207779.65399999917 532393.6981999986, 207762.84809999913 532362.9893999994, 207758.33430000022 532354.065200001, 207753.51419999823 532343.3165000007, 207750.2947999984 532335.0815000013, 207748.7089000009 532330.3013999984, 207746.49590000138 532322.0406000018, 207745.51720000058 532317.0443999991, 207744.7991000004 532312.0956999995, 207744.23470000178 532305.1506000012, 207744.09760000184 532300.0929999985, 207744.40689999983 532292.3300999999, 207745.20069999993 532284.3495000005, 207746.8044999987 532274.5025000013, 207751.8610999994 532250.4171000011)"
geluids_beperkingen_kenmerk.863,Geluidswal,4.5 -> 4.5,3 -> 3,R,24.78100014,R,25.20000076,H,032,KLK0008117925,R,I,,"LINESTRING (202757.46840000153 535663.123300001, 202760.83089999855 535661.4510999992, 202782.8156999983 535650.248300001, 202801.38659999892 535640.4941999987, 202835.1713999994 535621.8784000017, 202864.25659999996 535604.9712000005, 202893.34699999914 535587.1317999996, 202924.10029999912 535567.2168000005, 202955.8473000005 535546.1272, 202968.77560000122 535538.0568999983, 202977.48059999943 535533.1297999993, 202984.89200000092 535529.2824999988, 202989.3729000017 535527.066399999, 203002.0234999992 535521.2879999988, 203016.061999999 535515.5348999985, 203025.10460000113 535512.2659999989, 203034.60970000178 535509.1552999988, 203072.87689999864 535497.5073999986, 203111.44949999824 535486.4193000011, 203119.06540000066 535478.7917999998)"
geluids_beperkingen_kenmerk.864,Doorzichtig geluidsscherm,4.5 -> 4.5,3 -> 3,R,46.40000153,R,46.55899811,T,032,KLK0008118109,L,I,,"LINESTRING (191770.39229999855 553101.0230999999, 191774.97509999946 553095.5243000016, 191789.9886999987 553076.8304999992, 191805.97100000083 553057.5771999992, 191812.25019999966 553049.7892999984, 191826.75230000168 553029.2089000009, 191839.2014000006 553010.5727000013, 191850.01909999922 552993.8027000017, 191859.52270000055 552978.4646999985)"
geluids_beperkingen_kenmerk.865,Niet doorzichtig geluidsscherm,4.5 -> 4.5,1 -> 1,R,14.56499958,R,14.62199974,H,032,KLK0008118596,R,I,,"LINESTRING (209584.7789000012 528460.5793000013, 209564.2511 528513.7545999996)"
geluids_beperkingen_kenmerk.866,Geluidswal,6.5 -> 6.5,1 -> 1,R,18.39900017,R,18.50499916,H,032,KLK0008118599,R,I,,"LINESTRING (208136.25519999862 532011.5135000013, 208118.14310000092 532047.0115999989, 208088.51949999854 532103.9101000018)"
geluids_beperkingen_kenmerk.867,Geluidswal met daarop of -in een scherm,9.5 -> 6.5,3 -> 3,R,20.08600044,R,20.43700027,H,032,KLK0008118601,R,I,,"LINESTRING (207238.58940000087 533435.6607000008, 207226.4774999991 533450.0526, 207213.43039999902 533465.2146000005, 207187.07459999993 533495.3057000004, 207172.57990000024 533511.6231999993, 207145.73970000073 533541.2784999982, 207111.72619999945 533578.0274999999, 207089.52479999885 533601.5450999998, 207047.87209999934 533644.7267999984, 207001.07039999962 533692.1059000008, 207000.82030000165 533692.3544999994)"
geluids_beperkingen_kenmerk.868,Geluidswal,6.5 -> 5.5,1 -> 1,R,17.19599915,R,18.04999924,T,032,KLK0008118604,L,I,,"LINESTRING (208271.8825000003 531685.8709999993, 208284.28940000013 531659.0758999996, 208371.10979999974 531470.0617000014, 208439.1160000004 531320.4365000017, 208478.4175999984 531232.0306999981, 208494.3825000003 531195.3489000015, 208525.8990000002 531121.8134000003, 208549.14350000024 531066.498399999, 208572.07950000092 531011.0551999994, 208587.19559999928 530974.0205000006, 208609.5282999985 530918.3264000006, 208615.15089999884 530904.0410000011)"
geluids_beperkingen_kenmerk.869,Geluidswal,5.5 -> 7.5,1 -> 5,R,18.04999924,R,18.10400009,T,032,KLK0008118605,L,I,,"LINESTRING (208249.19319999963 531734.8729999997, 208271.8825000003 531685.8709999993)"
geluids_beperkingen_kenmerk.870,Geluidswand,9.5 -> 9.5,5 -> 5,R,18.23500061,R,18.29999924,T,032,KLK0008118608,L,I,,"LINESTRING (208166.23070000112 531912.4486999996, 208193.85350000113 531853.6101000011)"
geluids_beperkingen_kenmerk.871,Geluidswal met daarop of -in een scherm,10 -> 10,6 -> 6,R,68.02100372,R,68.08000183,T,002,KLK0007949143,L,I,,"LINESTRING (132830.74500000104 448827.14070000127, 132829.82449999824 448877.1330999993, 132825.98699999973 448885.2778000012)"
geluids_beperkingen_kenmerk.872,Geluidswal,10 -> 10,5 -> 5,R,21.77799988,R,21.8920002,T,032,KLK0008118745,L,I,,"LINESTRING (205868.16930000111 534590.4853999987, 205891.08790000156 534580.5507000014, 205910.82719999924 534571.6081999987, 205947.01579999924 534554.5650000013, 205968.86470000073 534543.8172999993)"
geluids_beperkingen_kenmerk.873,Geluidswal,7.5 -> 7.5,3 -> 3,R,22.21199989,R,22.36199951,H,031,KLK0008116082,R,I,,"LINESTRING (164225.29809999838 579119.1119000018, 164266.85110000148 579128.5601999983, 164370.6539000012 579151.8632999994)"
geluids_beperkingen_kenmerk.874,Geluidswal,7.5 -> 9.5,3 -> 3,R,22.36199951,R,22.38999939,H,031,KLK0008116083,R,I,,"LINESTRING (164370.6539000012 579151.8632999994, 164397.97399999946 579157.9965000004)"
geluids_beperkingen_kenmerk.875,Geluidswal,9.5 -> 9.5,3 -> 5,R,22.38999939,R,22.40800095,H,031,KLK0008116084,R,I,,"LINESTRING (164397.97399999946 579157.9965000004, 164403.45149999857 579159.2261999995, 164416.52199999988 579162.1158999987)"
geluids_beperkingen_kenmerk.876,Geluidswal,7.5 -> 7.5,3 -> 3,R,6.71400023,R,6.75099993,H,032,KLK0008117696,R,I,,"LINESTRING (209467.75789999962 521029.90370000154, 209472.13430000097 521047.48420000076, 209471.61899999902 521057.55099999905, 209471.2311999984 521068.34699999914)"
geluids_beperkingen_kenmerk.877,Geluidswal,5.5 -> 5.5,5 -> 5,R,25.69599915,R,26.66300011,H,032,KLK0008118816,R,I,,"LINESTRING (201669.04780000076 536600.0665999986, 201675.83850000054 536591.427099999, 201738.01509999856 536513.0960000008, 201775.56280000135 536466.2945000008, 201825.8123999983 536404.0439999998, 201901.59329999983 536310.9996000007, 201981.77659999952 536214.0089000016, 202015.31709999964 536173.8203000017, 202041.1378000006 536143.2415000014, 202059.10610000044 536122.4818999991, 202083.4107999988 536095.1752999984, 202096.84840000048 536080.3616000004, 202124.0762999989 536051.0579999983, 202137.92639999837 536036.555399999, 202165.40850000083 536008.7663000003, 202179.6532999985 535994.7276000008, 202208.58080000058 535967.0960999988, 202234.49230000004 535943.2225000001, 202249.36320000142 535929.8478999995, 202264.39020000026 535916.6495999992, 202279.55319999903 535903.6048999988, 202309.3585000001 535878.7399000004)"
geluids_beperkingen_kenmerk.878,Geluidswal,4.5 -> 4.5,1 -> 1,R,42.24399948,R,42.5719986,T,031,KLK0008116217,L,I,,"LINESTRING (177653.81320000067 580094.6248000003, 177656.813000001 580094.5936000012, 177965.71379999816 580090.9959000014)"
geluids_beperkingen_kenmerk.879,Geluidswal,4.5 -> 4.5,1 -> 1,R,42.59999847,R,42.7840004,T,031,KLK0008116235,L,I,,"LINESTRING (178175.69530000165 580088.2369000018, 178096.3830000013 580089.4739999995, 177993.71189999953 580090.6697999984)"
geluids_beperkingen_kenmerk.880,Doorzichtig geluidsscherm,4.5 -> 4.5,1 -> 1,R,30.91399956,R,30.9659996,T,032,KLK0008118866,L,I,,"LINESTRING (199350.74500000104 540222.5493000001, 199356.28660000116 540214.742899999, 199378.5278000012 540182.6799000017, 199380.42859999835 540179.8552000001)"
geluids_beperkingen_kenmerk.881,Geluidswal,4.5 -> 4.5,1 -> 1,R,30.9659996,R,31.1609993,T,032,KLK0008118867,L,I,,"LINESTRING (199235.19049999863 540378.3643000014, 199239.65239999816 540372.4910999984, 199297.6660999991 540295.7531000003, 199309.5747999996 540279.689100001, 199333.13170000166 540247.3608000018, 199350.74500000104 540222.5493000001)"
geluids_beperkingen_kenmerk.882,Doorzichtig geluidsscherm,4.5 -> 4.5,1 -> 1,R,35.52000046,R,35.58000183,T,032,KLK0008118936,L,I,,"LINESTRING (197852.69889999926 544394.0329000019, 197855.6603000015 544382.5533000007, 197864.13230000064 544347.6658999994, 197866.85350000113 544335.8772)"
geluids_beperkingen_kenmerk.883,Geluidswal,6.5 -> 6.5,3 -> 3,R,35.58000183,R,35.7879982,T,032,KLK0008118937,L,I,,"LINESTRING (197793.07840000093 544593.240699999, 197799.90069999918 544573.4767000005, 197812.04019999877 544536.2390000001, 197818.00539999828 544517.1490000002, 197830.6127000004 544475.1807000004, 197836.1261 544455.935899999, 197846.17669999972 544419.3159999996, 197852.69889999926 544394.0329000019)"
geluids_beperkingen_kenmerk.884,Geluidswand,5.5 -> 5.5,1 -> 1,R,45.79999924,R,46.32899857,T,032,KLK0008119157,L,I,,"LINESTRING (191900.61129999906 552919.4604000002, 191919.04349999875 552883.9946999997, 191937.11850000173 552848.3060999997, 191953.95340000093 552813.8838, 191962.57820000127 552795.8341999985, 191977.15720000118 552764.6127000004, 191993.56859999895 552728.1541000009, 192009.51220000163 552691.4657999985, 192023.5011 552658.2146000005, 192038.49940000102 552621.121199999, 192054.81010000035 552579.1490999982, 192068.73800000176 552541.7391000018, 192082.18059999868 552504.0621000007, 192093.29820000008 552471.7751999982, 192102.72080000117 552443.3797000013, 192105.21460000053 552435.6119999997)"
