GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,DOCUMENT,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,PUIC,RELATIEVEHOOGTELIGGING,STATUS,TIJDSTIP_REGISTRATIE,ID,Shape__Area,Shape__Length
123,,123,123__,Breda - Tilburg,Bd-Ehv,Breda - Eindhoven ,15.757597,"15,757597",Zuid,Z,127717.749563,398383.331,51.5737166623355,4.99365324165961,Prorail,L0004,bestaand,,277.839376,283,8c9537abaa7647fd8bec2a7d475df6b8,2,gerealiseerd,2020/03/26 12:00:32+00,5938380,0,0
614,c,614,614_c,s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,47.748272,"47,748272",Zuid,Z,148550.498,411478.30766,51.6920462880562,5.29392437399133,Prorail,L0004,bestaand,,1427.215959,283,a8796c7be1994e7fadd328fa8c2f2f29,1,gerealiseerd,2015/05/26 10:22:23+00,5938442,0,0
614,c,614,614_c,s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,47.82793,"47,827930",Zuid,Z,148530.749,411401.685857,51.6913573469319,5.29364017180962,Prorail,L0004,bestaand,,189.138621,283,c38a787bec6344f49c8e76fb92831289,4,gerealiseerd,2015/05/26 10:22:57+00,5938446,0,0
614,c,614,614_c,s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,47.827903,"47,827903",Zuid,Z,148557.1595,411394.921036,51.6912968454591,5.29402225860627,Prorail,L0004,bestaand,,301.185421,283,2ded7a00dda3457a9b4b75107d58312c,4,gerealiseerd,2015/05/26 10:22:57+00,5938455,0,0
618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,51.519514,"51,519514",Zuid,Z,161488.037014,383784.677,51.4431191665103,5.48052256430145,Prorail,L0004,bestaand,,9503.118843,283,b88a83dc176c40ee815de6b8099566b8,2,gerealiseerd,2015/07/03 08:55:26+00,5938517,0,0
501,,501,501__,Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,80.408434,"80,408434",Noord-Oost,NO,233617.5235,581077.427519,53.2105462802591,6.56398046020265,Prorail,L0004,bestaand,,121.833149,283,fd4d16e59507497d9ad4b3b882b3db38,1,,2018/09/17 15:57:48+00,5938567,0,0
009,,9,009__,Meppel - Leeuwarden,Zl-Lw,Zwolle - Leeuwarden ,137.953797,"137,953797",Noord-Oost,NO,190482.851,552767.917162,52.9607638491034,5.91526490583176,Prorail,L0004,bestaand,,446.0916,283,145dc7d4287d455e96ccad93068c44af,2,,2015/07/14 10:22:11+00,5938570,0,0
001,a,1,001_a,Harlingen Haven - Leeuwarden,Hlg-Nscg,Harlingen - Nieuweschans Grens ,1.081295,"1,081295",Noord-Oost,NO,157531.578329,575974.0175,53.1704545563355,5.42506455235735,Prorail,L0004,bestaand,,478.681019,283,5904499b2ca1430a9de5a8cfeb555fd7,1,gerealiseerd,2020/08/10 09:44:44+00,5938573,0,0
550,,550,550__,Leeuwarden,Hlg-Nscg,Harlingen - Nieuweschans Grens ,26.080714,"26,080714",Noord-Oost,NO,181932.923412,578867.0255,53.1957787146827,5.79019947193539,Prorail,L0004,bestaand,,745.985643,283,e3e3041870f1474a91b2635e72b97a7f,1,gerealiseerd,2022/08/09 16:07:42+00,5938716,0,0
501,,501,501__,Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,80.482896,"80,482896",Noord-Oost,NO,233692.870243,581071.4065,53.210481121916,6.56510657118167,Prorail,L0004,bestaand,,3363.976275,283,c80f3e18ea09496782495873b69f2542,1,,2018/09/17 15:55:48+00,5938717,0,0
502,b,502,502_b,Meppel,Zl-Lw,Zwolle - Leeuwarden ,100.771727,"100,771727",Noord-Oost,NO,209794.9535,523011.341528,52.6917596491147,6.19767609033687,Prorail,L0004,bestaand,,640.840992,283,aae309599ca644c88db83aa550b886b4,1,,2018/08/13 14:44:23+00,5938791,0,0
002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,50.985148,"50,985148",Noord-Oost,NO,205586.671278,585803.465,53.2563904234168,6.14519529082973,Prorail,L0004,bestaand,,184.000028,283,cbf0ea1b00084530b78d372eb3689d60,1,,2018/09/18 14:08:58+00,5938866,0,0
501,,501,501__,Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,80.62552,"80,625520",Noord-Oost,NO,233833.329489,581103.984,53.2107531421353,6.56721656552209,Prorail,L0004,bestaand,,2316.875815,283,a5b4aaaa0f184ebd95fe8d15a61fe861,1,gerealiseerd,2021/04/07 10:38:24+00,5938868,0,0
002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,50.985049,"50,985049",Noord-Oost,NO,205586.704856,585795.542,53.2563192338226,6.14519454418771,Prorail,L0004,bestaand,,177.606213,283,7ebb0569623441faa706edc522ab5e25,1,,2018/09/18 14:08:58+00,5938869,0,0
613,,613,613__,Ede=Wageningen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,75.345306,"75,345306",Noord-Oost,NO,174523.99579,448901.7505,52.0281128086258,5.67168989366868,Prorail,L0004,bestaand,,1232.620843,283,16216796eff0408cba757f274ac9f98c,1,gerealiseerd,2015/10/26 14:35:38+00,5938872,0,0
037,,37,037__,Arnhem - Velperbroek Aansl.,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,93.220655,"93,220655",Noord-Oost,NO,191594.174523,444221.931,51.9851872469744,5.91991364367597,Prorail,L0004,bestaand,,145.730548,283,019d3859146c4a06a7d93f8a03a321ed,3,gerealiseerd,2020/10/02 13:44:19+00,5938932,0,0
037,,37,037__,Arnhem - Velperbroek Aansl.,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,93.211608,"93,211608",Noord-Oost,NO,191580.973185,444212.671,51.9851048897392,5.91972048785495,Prorail,L0004,bestaand,,146.323653,283,b56b7b64144942baac73994d8c18e324,3,gerealiseerd,2020/10/02 13:43:45+00,5938937,0,0
508,,508,508__,Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,91.833753,"91,833753",Noord-Oost,NO,190236.263918,444185.844,51.9849507757831,5.90014325300098,Prorail,L0004,bestaand,,2198.974763,283,0284c782e18a4815ba3f7636134e4bc4,1,gerealiseerd,2018/12/18 15:31:55+00,5938941,0,0
508,,508,508__,Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,91.832741,"91,832741",Noord-Oost,NO,190229.575591,444162.3295,51.9847398549662,5.90004347616521,Prorail,L0004,bestaand,,2112.645036,283,1c8c8ffbc9754c41ac7c557fb3d72ca0,1,gerealiseerd,2018/12/18 15:31:55+00,5939004,0,0
035,,35,035__,Lunetten - De Haar Aansl.,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,46.549153,"46,549153",Randstad Noord,RN,146301.86156,452999.43,52.0652191158223,5.2603564831436,Prorail,L0004,bestaand,,114.385784,283,27614182b2a44ccf8aabdbda24976010,1,gerealiseerd,2021/03/01 11:59:22+00,5939014,0,0
109,,109,109__,Rhenen - De Haar Aansl.,Rhn-Har,Rhenen - De Haar Aansl. ,31.285812,"31,285812",Randstad Noord,RN,166093.35,447964.19777,52.0199189393244,5.54881599536787,Prorail,L0004,bestaand,,277.692856,283,45ef36d4defe4428a3481371f4b5b204,2,gerealiseerd,2020/07/24 12:48:08+00,5939015,0,0
109,,109,109__,Rhenen - De Haar Aansl.,Rhn-Har,Rhenen - De Haar Aansl. ,31.285396,"31,285396",Randstad Noord,RN,166106.087,447971.361653,52.0199830738008,5.54900178585078,Prorail,L0004,bestaand,,242.70936,283,844cd1b986aa4c0c814c1d0694491ab7,1,gerealiseerd,2020/07/24 12:48:14+00,5939016,0,0
613,,613,613__,Ede=Wageningen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,75.389926,"75,389926",Noord-Oost,NO,174558.546988,448862.3025,52.027757030794,5.67219108092076,Prorail,L0004,bestaand,,1086.497366,283,07defa167fed428eba7ad54053658ddb,1,gerealiseerd,2020/10/02 14:07:03+00,5939081,0,0
508,,508,508__,Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,91.829394,"91,829394",Noord-Oost,NO,190240.869753,444224.0875,51.9852942111639,5.90021423135864,Prorail,L0004,bestaand,,2591.034251,283,50eb1ceb4db34507ba29418e88b6bb91,1,gerealiseerd,2018/12/18 15:31:55+00,5939088,0,0
502,b,502,502_b,Meppel,Zl-Lw,Zwolle - Leeuwarden ,100.751563,"100,751563",Noord-Oost,NO,209806.7415,522988.779643,52.6915557159741,6.19784668688911,Prorail,L0004,bestaand,,1375.655066,283,deaba54062ca4304aeebbbb5aa6f194f,2,,2017/10/16 10:56:28+00,5939149,0,0
508,,508,508__,Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,91.83705,"91,837050",Noord-Oost,NO,190244.281118,444204.9455,51.9851219486254,5.90026192088869,Prorail,L0004,bestaand,,2312.156734,283,a125315ebd824c32a7738524a8984dc4,1,gerealiseerd,2018/12/18 15:31:55+00,5939156,0,0
100,,100,100__,Utrecht Centraal - Harmelen Aansl.,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,4.811751,"4,811751",Randstad Noord,RN,131474.708006,456923.581,52.1000580104083,5.04386113706891,Prorail,L0004,bestaand,,307.066479,283,631b3bab557a4dc3be016b9ef5f3de08,3,gerealiseerd,2019/12/31 12:55:52+00,5939163,0,0
132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,45.995896,"45,995896",Randstad Zuid,RZ,97655.240321,440704.558,51.9518215351533,4.55303339206775,Prorail,L0004,bestaand,,305.29293,283,e80658bb9d134517b1bbb5d5101b982d,1,gerealiseerd,2022/02/17 16:03:58+00,5939164,0,0
100,,100,100__,Utrecht Centraal - Harmelen Aansl.,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,3.363199,"3,363199",Randstad Noord,RN,132918.927766,456817.642,52.0991653307078,5.06494547508864,Prorail,L0004,bestaand,,86.538067,283,f54eb92280ef4bea9559d78dc7f0a7c6,1,gerealiseerd,2015/07/21 14:40:18+00,5939166,0,0
624,a,624,624_a,Gouda,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,32.090408,"32,090408",Randstad Zuid,RZ,108275.185,447905.397049,52.0175343985646,4.70652425842352,Prorail,L0004,bestaand,,96.86188,283,a933abeebc99442d87a57b8aeb1ca24f,1,gerealiseerd,2015/07/24 13:41:49+00,5939233,0,0
,,,,,,,,,,,97604.851993,440685.683,51.9516466963779,4.55230364352662,Prorail,L0004,bestaand,,60.969608,283,6521e8ad435c490e8a654c586ca92a02,3,gerealiseerd,2015/07/23 08:19:08+00,5939234,0,0
100,,100,100__,Utrecht Centraal - Harmelen Aansl.,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,3.342045,"3,342045",Randstad Noord,RN,132934.94929,456776.735,52.0987983016271,5.06518194182754,Prorail,L0004,bestaand,,66.347098,283,85944266544d4f78a35bb2efc9524bc8,1,gerealiseerd,2015/07/21 14:40:18+00,5939299,0,0
624,a,624,624_a,Gouda,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,32.050672,"32,050672",Randstad Zuid,RZ,108312.227019,447873.2165,52.0172482907758,4.70706823281064,Prorail,L0004,bestaand,,967.404786,283,ef46b28ff6f84dea8a4f13fc9c55891f,1,gerealiseerd,2015/07/24 13:41:49+00,5939305,0,0
624,a,624,624_a,Gouda,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,32.180412,"32,180412",Randstad Zuid,RZ,108186.278931,447915.647,52.017619026206,4.70522777649668,Prorail,L0004,bestaand,,1374.465358,283,392e28dc6ade413cb5964632356b6126,2,gerealiseerd,2015/07/24 13:41:56+00,5939309,0,0
100,,100,100__,Utrecht Centraal - Harmelen Aansl.,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,3.322665,"3,322665",Randstad Noord,RN,132959.15533,456812.4185,52.0991199854438,5.0655328971043,Prorail,L0004,bestaand,,74.867278,283,85c6fa887a054264bd1a9dcef584de8b,3,gerealiseerd,2015/07/21 14:40:34+00,5939310,0,0
100,,100,100__,Utrecht Centraal - Harmelen Aansl.,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,3.322653,"3,322653",Randstad Noord,RN,132954.239378,456774.5805,52.0987797056848,5.06546359993362,Prorail,L0004,bestaand,,77.866869,283,4828ad4241154c91963bbd207c5fd4c8,3,gerealiseerd,2015/07/21 14:40:34+00,5939368,0,0
100,,100,100__,Utrecht Centraal - Harmelen Aansl.,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,3.375536,"3,375536",Randstad Noord,RN,132901.719031,456781.1115,52.0988363117459,5.06469669708012,Prorail,L0004,bestaand,,176.411942,283,2588c16d7dcd41e6a68d7a425a926ab0,1,gerealiseerd,2015/07/21 14:40:18+00,5939370,0,0
100,,100,100__,Utrecht Centraal - Harmelen Aansl.,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,7.302897,"7,302897",Randstad Noord,RN,129009.183802,457272.584,52.1030845284409,5.00785191209502,Prorail,L0004,bestaand,,182.022306,283,b8de4dacb9dd4ebbb287f893dff1951c,2,gerealiseerd,2022/09/20 16:02:17+00,5939372,0,0
624,a,624,624_a,Gouda,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,32.112817,"32,112817",Randstad Zuid,RZ,108252.822769,447909.355,52.0175680872578,4.70619797089291,Prorail,L0004,bestaand,,461.353683,283,a6d7a60fe106459aa51baf4e8235128d,1,gerealiseerd,2015/07/24 13:41:49+00,5939374,0,0
,,,,,,,,,,,97602.6654,440697.6475,51.9517540007693,4.55226983991332,Prorail,L0004,bestaand,,61.605295,283,0962106ac89f4d2b96c3a5541ad6eaf5,3,gerealiseerd,2015/07/23 08:19:08+00,5939376,0,0
624,a,624,624_a,Gouda,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,32.11046,"32,110460",Randstad Zuid,RZ,108251.891059,447880.5055,52.0173087206884,4.70618833880891,Prorail,L0004,bestaand,,434.315337,283,3e1edbb4007a408fa54e09d30d56133e,1,gerealiseerd,2015/07/24 13:41:49+00,5939378,0,0
105,,105,105__,Woerden - Gouda,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,29.632707,"29,632707",Randstad Zuid,RZ,110709.970323,447611.7225,52.0150946676124,4.74202956290059,Prorail,L0004,bestaand,,87.505626,283,58acf23ea58442b2985dac395f70f979,2,gerealiseerd,2015/07/22 14:54:32+00,5939440,0,0
100,,100,100__,Utrecht Centraal - Harmelen Aansl.,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,7.305614,"7,305614",Randstad Noord,RN,129002.68077,457243.7045,52.1028246585607,5.0077592011059,Prorail,L0004,bestaand,,271.124392,283,6acf74016e8445a99bc968db7b8719c6,2,gerealiseerd,2022/08/31 12:02:09+00,5939445,0,0
132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,45.973663,"45,973663",Randstad Zuid,RZ,97678.808518,440694.4625,51.9517332335258,4.55337787869115,Prorail,L0004,bestaand,,360.759174,283,caf51dbd2e9749339bd325a9bef55e78,1,gerealiseerd,2015/07/23 08:18:51+00,5939447,0,0
100,,100,100__,Utrecht Centraal - Harmelen Aansl.,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,3.342089,"3,342089",Randstad Noord,RN,132939.906581,456815.1425,52.0991437018029,5.06525180333786,Prorail,L0004,bestaand,,66.997808,283,e3c8102395fc40b2bb6876c1258eaf9e,1,gerealiseerd,2015/07/21 14:40:18+00,5939451,0,0
105,,105,105__,Woerden - Gouda,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,29.633187,"29,633187",Randstad Zuid,RZ,110707.630933,447595.0855,52.0149449530602,4.74199763951823,Prorail,L0004,bestaand,,85.340864,283,5057bb849dcf44ba9c106147b05cca95,2,gerealiseerd,2015/07/22 14:54:32+00,5939452,0,0
,,,,,,,,,,,131466.478745,456955.493,52.1003444818141,5.04373883353009,Prorail,L0004,bestaand,,216.322257,283,8a8ee6f534694a358cc37cbe33229dbb,3,gerealiseerd,2019/12/31 12:55:52+00,5939453,0,0
132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,41.198139,"41,198139",Randstad Zuid,RZ,102083.228,442172.664878,51.965455412509,4.61721334461159,Prorail,L0004,bestaand,,43.533857,283,34a69972199c456494086a7d7385d111,3,,2018/11/29 13:46:09+00,5939519,0,0
132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,41.19975,"41,199750",Randstad Zuid,RZ,102073.2825,442179.340603,51.9655144635129,4.61706761111579,Prorail,L0004,bestaand,,44.356231,283,7c7c6ccf7c2345ac9c4b946a84c3928e,3,,2018/11/29 13:46:09+00,5939522,0,0
533,,533,533__,Woerden,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,15.715821,"15,715821",Randstad Noord,RN,121162.23245,455335.417,52.0852496565216,4.89351682833735,Prorail,L0004,bestaand,,883.546545,283,4c73c8654fd9474dbab686f276b48149,2,gerealiseerd,2015/07/23 13:46:39+00,5939524,0,0
533,,533,533__,Woerden,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,15.717069,"15,717069",Randstad Noord,RN,121176.448594,455309.3985,52.0850166769912,4.89372681145628,Prorail,L0004,bestaand,,818.351444,283,74d59315e564441da4bbf1996befc98a,2,gerealiseerd,2015/07/23 13:46:39+00,5939526,0,0
526,a,526,526_a,Amsterdam Muiderpoort,Asd-Zp,Amsterdam Centraal - Zutphen ,3.625379,"3,625379",Randstad Noord,RN,123951.6715,486045.457662,52.3614222150671,4.93139792370614,Prorail,L0004,bestaand,,199.669953,283,f5a7566fd8014470a4c6642acbcd5f89,1,gerealiseerd,2015/09/21 10:18:29+00,5940914,0,0
145,,145,145__,Amsterdam Sloterdijk - Amsterdam Riekerpolder,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,54.305602,"54,305602",Randstad Noord,RN,117419.486,487355.199675,52.3727851286536,4.83535937333645,Prorail,L0004,bestaand,,141.60788,283,9c9f3a3e48a84092aa0486e4de07d9ea,1,gerealiseerd,2021/02/12 16:03:44+00,5940917,0,0
144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,153.906223,"153,906223",Randstad Noord,RN,121213.5665,483277.431806,52.336383464711,4.89148034499669,Prorail,L0004,bestaand,,52.851342,283,66eb260d483649b0a89d1c535e92782e,1,gerealiseerd,2021/01/22 17:02:46+00,5940918,0,0
144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,156.339101,"156,339101",Randstad Noord,RN,118872.329733,483517.21,52.3383895451448,4.85710471216044,Prorail,L0004,bestaand,,72.460043,283,268b715e062d44c2a0f8a6fd35218531,2,gerealiseerd,2021/01/22 17:03:11+00,5940920,0,0
078,,78,078__,Uitgeest - Zaandam,Hdr-Zd,Den Helder - Zaandam ,68.974958,"68,974958",Randstad Noord,RN,115483.5965,496809.702673,52.4576178686064,4.80581939942381,Prorail,L0004,bestaand,,149.388154,283,044ec573a0c14d0395ec0430311de233,1,gerealiseerd,2015/09/08 11:09:34+00,5940954,0,0
524,b,524,524_b,Zaandam,Hdr-Zd,Den Helder - Zaandam ,71.193104,"71,193104",Randstad Noord,RN,116008.076,494675.458973,52.4384748887694,4.81378400952106,Prorail,L0004,bestaand,,4390.959851,283,f6148b82721a46e99c51c7daa1d53972,2,gerealiseerd,2015/09/30 14:55:00+00,5940955,0,0
523,a,523,523_a,Amsterdam Sloterdijk,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,52.459729,"52,459729",Randstad Noord,RN,117607.5415,489161.126577,52.3890282142757,4.83791971678859,Prorail,L0004,bestaand,,74.482519,283,78cf8dab44c64b128974d6cedfe6c768,4,gerealiseerd,2015/09/28 10:48:40+00,5940961,0,0
523,a,523,523_a,Amsterdam Sloterdijk,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,53.50496,"53,504960",Randstad Noord,RN,117623.6235,488129.032932,52.379753671689,4.83827079284529,Prorail,L0004,bestaand,,363.532202,283,8e958ba504b449149f116cf18d943f3f,1,gerealiseerd,2015/09/28 10:48:08+00,5940983,0,0
133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,19.051489,"19,051489",Randstad Noord,RN,107995.751588,478531.116,52.2927563441025,4.69821831871701,Prorail,L0004,bestaand,,418.801401,283,4486f7e171f5455582ac1cf7f56a34d3,3,gerealiseerd,2020/12/04 11:40:45+00,5940985,0,0
096,a,96,096_a,Amsterdam Muiderpoort - Duivendrecht,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,3.516247,"3,516247",Randstad Noord,RN,123854.05,482531.140213,52.3298321859704,4.93029002689687,Prorail,L0004,bestaand,,910.328409,283,ef761520d5cd489791d709c927ee894d,1,gerealiseerd,2021/02/01 16:01:44+00,5940988,0,0
027,,27,027__,Diemen - Duivendrecht,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,148.865885,"148,865885",Randstad Noord,RN,125528.327502,482542.1365,52.3300233043647,4.95485019030386,Prorail,L0004,bestaand,,375.633817,283,4e50b84d41614aa6bb58a2eddccb83cd,3,gerealiseerd,2015/09/08 10:30:40+00,5940991,0,0
144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,155.213303,"155,213303",Randstad Noord,RN,119998.815322,483584.5285,52.3390674425113,4.87362593346271,Prorail,L0004,bestaand,,128.245941,283,184d1bd653c94c11b19e6fcce30f381d,1,gerealiseerd,2018/06/22 09:35:01+00,5940993,0,0
078,,78,078__,Uitgeest - Zaandam,Hdr-Zd,Den Helder - Zaandam ,62.48566,"62,485660",Randstad Noord,RN,112087.168365,500983.6875,52.4948735899165,4.75531640629389,Prorail,L0004,bestaand,,375.554176,283,edf9353dc46d499a8e92cb5daaede510,1,gerealiseerd,2015/09/08 11:09:33+00,5940994,0,0
080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,7.671361,"7,671361",Randstad Noord,RN,125901.369664,478916.793,52.2974605241518,4.96063552326671,Prorail,L0004,bestaand,,48.878053,283,280bcfd3c50545118c636e9ccfa6825b,1,gerealiseerd,2015/09/09 10:50:52+00,5941019,0,0
078,,78,078__,Uitgeest - Zaandam,Hdr-Zd,Den Helder - Zaandam ,65.106864,"65,106864",Randstad Noord,RN,114616.416877,500337.776,52.4892613417799,4.79263551839231,Prorail,L0004,bestaand,,686.546798,283,fb498dfa94a94572b08372598640278a,1,gerealiseerd,2015/09/08 11:09:33+00,5941022,0,0
,,,,,,,,,,,117338.4265,485693.365739,52.3578442816772,4.83435526936462,Prorail,L0004,bestaand,,1413.380456,283,7fe0bd9109eb4be6b17af7a3ad4dab8c,4,gerealiseerd,2022/12/08 11:06:08+00,5941027,0,0
096,a,96,096_a,Amsterdam Muiderpoort - Duivendrecht,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,2.222091,"2,222091",Randstad Noord,RN,123237.008965,483664.6365,52.3399840592508,4.92113135179891,Prorail,L0004,bestaand,,85.593159,283,740f6156144d4b34b554a4a611eb3993,2,gerealiseerd,2020/05/15 08:36:38+00,5941029,0,0
510,b,510,510_b,Elst,Ah-Vl,Arnhem - Venlo ,8.710776,"8,710776",Noord-Oost,NO,187176.9905,436655.794652,51.9174567389375,5.85490450854618,Prorail,L0004,bestaand,,308.926464,283,b03eae6c984a4ca3ae58f055983c48ba,1,gerealiseerd,2020/08/07 16:20:47+00,5941045,0,0
145,,145,145__,Amsterdam Sloterdijk - Amsterdam Riekerpolder,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,55.249542,"55,249542",Randstad Noord,RN,117316.6945,486423.217421,52.3644021459024,4.8339544883558,Prorail,L0004,bestaand,,139.9703,283,2f464b5119df4adc84fb8d30690de1e8,1,gerealiseerd,2021/02/12 16:03:22+00,5941051,0,0
145,,145,145__,Amsterdam Sloterdijk - Amsterdam Riekerpolder,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,54.371207,"54,371207",Randstad Noord,RN,117402.289,487291.162202,52.3722084323603,4.83511402159278,Prorail,L0004,bestaand,,352.759015,283,1bf39193bff54fb3ad39e6fa85997da5,1,gerealiseerd,2015/09/21 10:13:57+00,5941052,0,0
,,,,,,,,,,,125904.30276,478911.5005,52.2974131129081,4.96067897589699,Prorail,L0004,bestaand,,39.16325,283,f9f086afa16e4ff7b0f4426c6827dbf8,1,gerealiseerd,2015/09/09 10:50:52+00,5941053,0,0
080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,6.476472,"6,476472",Randstad Noord,RN,125324.038,479960.896627,52.3068135551297,4.95208057089708,Prorail,L0004,bestaand,,377.541784,283,acc0ec7ddd77439e907e7a0499623d1f,3,gerealiseerd,2022/01/04 17:43:19+00,5941056,0,0
526,b,526,526_b,Amsterdam Muiderpoort,Asdm-Asa,Amsterdam Muiderpoort - Amsterdam Amstel ,103.6335,"103,633500",Randstad Noord,RN,123898.781,485970.342436,52.3607441362143,4.93062843234866,Prorail,L0004,bestaand,,402.96827,283,8d56dc3233284b5db17cd7f0c4dd109e,1,gerealiseerd,2016/08/24 11:30:07+00,5941058,0,0
589,b,589,589_b,Duivendrecht,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,4.989214,"4,989214",Randstad Noord,RN,124604.8765,481262.793351,52.3184750273202,4.94141880994363,Prorail,L0004,bestaand,,1746.077907,283,052fa0e1dc144410b9eb10a2e8561b51,3,gerealiseerd,2015/10/08 13:29:53+00,5941083,0,0
589,b,589,589_b,Duivendrecht,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,4.329756,"4,329756",Randstad Noord,RN,124272.9805,481833.882144,52.3235892063062,4.93649918484503,Prorail,L0004,bestaand,,6916.223334,283,e769ad8f1d0c4c8e9388a4e171118ef8,5,gerealiseerd,2015/10/08 13:30:17+00,5941084,0,0
535,a,535,535_a,Amsterdam Bijlmer Arena,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,5.808739,"5,808739",Randstad Noord,RN,125035.3565,480563.823435,52.3122166902558,4.94779432544097,Prorail,L0004,bestaand,,3118.389603,283,a4968cd7fa744395a9e68ec57e082412,3,,2015/10/02 15:30:20+00,5941086,0,0
