index,jaar,fase,verantwoordelijk_minister,hoofdstuk_naam,hoofdstuk_nummer,artikel_naam,artikel_nummer,beleid_of_niet_beleid,rbv_model,artikelonderdeel_naam,artikelonderdeel_nummer,instrument_of_uitsplitsing_apparaat_naam,instrument_of_uitsplitsing_apparaat_nummer,regeling_detailniveau_naam,regeling_detailniveau_nummer,vuo,bedrag
XV.1.35236.0.0.O,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Arbeidsmarkt,1,,,,35236,0,0,,,O,0
A.12.46587.7.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,Hoofdwegennet,12,,,"12.01 Verkeersmanagement",46587,"Bijdrage aan agentschappen",7,,,U,0
V.4.25480.6.332444.U,2020,OWB,S.A.Blok,"Buitenlandse Zaken",V,"Consulaire dienstverlening en uitdragen Nederlandse waarden",4,,,"Uitdragen Nederlandse waarden en belangen",25480,Opdrachten,6,"Algemene voorlichting",332444,U,0
V.4.25480.6.332445.U,2020,OWB,S.A.Blok,"Buitenlandse Zaken",V,"Consulaire dienstverlening en uitdragen Nederlandse waarden",4,,,"Uitdragen Nederlandse waarden en belangen",25480,Opdrachten,6,"Bezoeken VIPS en uitgaven CD en Internationale organisaties",332445,U,0
XII.21.25183.7.332446.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,Duurzaamheid,21,,,"Duurzame productketens",25183,"Bijdrage aan agentschappen",7,RWS,332446,U,0
V.4.25480.6.332447.U,2020,OWB,S.A.Blok,"Buitenlandse Zaken",V,"Consulaire dienstverlening en uitdragen Nederlandse waarden",4,,,"Uitdragen Nederlandse waarden en belangen",25480,Opdrachten,6,"Kennisplatform Oost-Europa",332447,U,0
XVII.1.45723.1.332448.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Duurzame economische ontwikkeling,handel en investeringen",1,,,"1.3 Versterkte private sector en arbeidsmarkt in ontwikkelingslanden",45723,"Subsidies (regelingen)",1,"Marktontwikkeling en markttoegang",332448,U,0
XVII.1.45723.3.332449.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Duurzame economische ontwikkeling,handel en investeringen",1,,,"1.3 Versterkte private sector en arbeidsmarkt in ontwikkelingslanden",45723,Garanties,3,"Dutch Good Growth Fund",332449,U,0
XII.19.26377.7.332450.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"uitvoering milieubeleid en internationaal",19,,,"Internationaal beleid coördinatie en samenwerking",26377,"Bijdrage aan agentschappen",7,RWS,332450,U,0
XV.1.35236.0.0.V,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Arbeidsmarkt,1,,,,35236,0,0,,,V,0
VII.11.35236.0.0.V,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Centraal Apparaat",11,,,,35236,0,0,,,V,0
XVII.1.46588.1.332451.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Duurzame economische ontwikkeling,handel en investeringen",1,,,"1.1 Duurzaam handels- en investeringssysteem, incl. MVO",46588,"Subsidies (regelingen)",1,"MVO en beleidsondersteuning (non-ODA)",332451,U,0
XII.21.25183.8.332452.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,Duurzaamheid,21,,,"Duurzame productketens",25183,"Bijdrage aan ZBOs/RWTs",8,"Overige Bijdragen aan ZBO en RWT",332452,U,0
IIB.7.35236.20.332453.U,2020,OWB,"K.H. Ollongren","Overige Hoge Colleges van Staat en Kabinetten van de Gouverneurs",IIB,"Kabinet van de Gouverneur van Curacao",7,,,,35236,"Institutionele inrichting",20,"Kabinet Gouverneur Curaçao",332453,U,0
XIII.4.35236.1.332454.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Een doelmatige energievoorziening en beperking van de klimaatverandering",4,,,,35236,"Subsidies (regelingen)",1,"Hoge Flux Reactor",332454,U,0
XVI.4.26428.7.332455.U,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,"Zorgbreed beleid",4,,,"2. Opleidingen, beroepenstructuur en arbeidsmarkt",26428,"Bijdrage aan agentschappen",7,CIBG,332455,U,0
XII.19.26377.7.332456.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"uitvoering milieubeleid en internationaal",19,,,"Internationaal beleid coördinatie en samenwerking",26377,"Bijdrage aan agentschappen",7,RVO,332456,U,0
XIII.4.35236.1.332457.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Een doelmatige energievoorziening en beperking van de klimaatverandering",4,,,,35236,"Subsidies (regelingen)",1,"Hernieuwbare Energietransitie (HER+)",332457,U,0
XVII.1.45723.2.332458.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Duurzame economische ontwikkeling,handel en investeringen",1,,,"1.3 Versterkte private sector en arbeidsmarkt in ontwikkelingslanden",45723,Leningen,2,Infrastructuurontwikkeling,332458,U,0
XVI.4.26429.6.332459.U,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,"Zorgbreed beleid",4,,,"1. Positie cliënt en transparantie van zorg",26429,Opdrachten,6,Overige,332459,U,0
XV.1.24887.0.0.O,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Arbeidsmarkt,1,,,Ontvangsten,24887,0,0,,,O,0
XVII.1.45723.6.332460.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Duurzame economische ontwikkeling,handel en investeringen",1,,,"1.3 Versterkte private sector en arbeidsmarkt in ontwikkelingslanden",45723,Opdrachten,6,"Financiële sector ontwikkeling",332460,U,0
XII.17.25171.0.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,Luchtvaart,17,,,Luchtvaart,25171,0,0,,,U,0
A.12.46589.0.332461.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,Hoofdwegennet,12,,,"12.03 Aanleg",46589,Realisatie,0,Overig,332461,U,0
XVII.1.45723.1.332462.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Duurzame economische ontwikkeling,handel en investeringen",1,,,"1.3 Versterkte private sector en arbeidsmarkt in ontwikkelingslanden",45723,"Subsidies (regelingen)",1,"Duurzame productie en handel",332462,U,0
XVII.1.45723.6.332463.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Duurzame economische ontwikkeling,handel en investeringen",1,,,"1.3 Versterkte private sector en arbeidsmarkt in ontwikkelingslanden",45723,Opdrachten,6,"Economic governance and institutions",332463,U,0
III.1.46210.0.0.U,2020,OWB,"Rutte, M.","Algemene Zaken",III,"Eenheid van het algemeeen regeringsbeleid",1,,,"Coördinatie van het algemeen communicatie- en regeringsbeleid (RVD) apparaatsuitgaven",46210,0,0,,,U,0
V.5.24887.22.332464.O,2020,OWB,S.A.Blok,"Buitenlandse Zaken",V,Geheim,5,,,Ontvangsten,24887,Geheim,22,Geheim,332464,O,0
XVI.1.26421.6.332465.U,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,Volksgezondheid,1,,,"3. Gezondheidsbevordering",26421,Opdrachten,6,Gezondheidsbevordering,332465,U,0
V.4.25480.6.332466.U,2020,OWB,S.A.Blok,"Buitenlandse Zaken",V,"Consulaire dienstverlening en uitdragen Nederlandse waarden",4,,,"Uitdragen Nederlandse waarden en belangen",25480,Opdrachten,6,Chinastrategie,332466,U,0
IIB.6.35236.0.0.V,2020,OWB,"K.H. Ollongren","Overige Hoge Colleges van Staat en Kabinetten van de Gouverneurs",IIB,"Kabinet van de Gouverneur van Aruba",6,,,,35236,0,0,,,V,0
A.12.46589.7.332467.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,Hoofdwegennet,12,,,"12.03 Aanleg",46589,"Bijdrage aan agentschappen",7,RWS,332467,U,0
XIII.4.35236.1.332468.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Een doelmatige energievoorziening en beperking van de klimaatverandering",4,,,,35236,"Subsidies (regelingen)",1,"Green Deals",332468,U,0
IIB.7.24887.0.0.O,2020,OWB,"K.H. Ollongren","Overige Hoge Colleges van Staat en Kabinetten van de Gouverneurs",IIB,"Kabinet van de Gouverneur van Curacao",7,,,Ontvangsten,24887,0,0,,,O,0
XVII.1.46586.6.332469.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Duurzame economische ontwikkeling,handel en investeringen",1,,,"1.2 Versterkte Nederlandse handels- en investeringspositie",46586,Opdrachten,6,"Dutch Trade and Investment Fund",332469,U,0
A.12.46589.0.332470.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,Hoofdwegennet,12,,,"12.03 Aanleg",46589,Realisatie,0,Overig,332470,U,0
XVII.1.45723.1.332471.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Duurzame economische ontwikkeling,handel en investeringen",1,,,"1.3 Versterkte private sector en arbeidsmarkt in ontwikkelingslanden",45723,"Subsidies (regelingen)",1,"Economic governance and institutions",332471,U,0
XII.19.26377.7.332472.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"uitvoering milieubeleid en internationaal",19,,,"Internationaal beleid coördinatie en samenwerking",26377,"Bijdrage aan agentschappen",7,RIVM,332472,U,0
V.4.25480.7.332473.U,2020,OWB,S.A.Blok,"Buitenlandse Zaken",V,"Consulaire dienstverlening en uitdragen Nederlandse waarden",4,,,"Uitdragen Nederlandse waarden en belangen",25480,"Bijdrage aan agentschappen",7,Publieksdiplomatie,332473,U,0
XVII.1.46586.6.332474.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Duurzame economische ontwikkeling,handel en investeringen",1,,,"1.2 Versterkte Nederlandse handels- en investeringspositie",46586,Opdrachten,6,Chinastrategie,332474,U,0
A.12.46589.7.332475.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,Hoofdwegennet,12,,,"12.03 Aanleg",46589,"Bijdrage aan agentschappen",7,RWS,332475,U,0
XIII.4.35236.1.332476.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Een doelmatige energievoorziening en beperking van de klimaatverandering",4,,,,35236,"Subsidies (regelingen)",1,"Maatregelen voor CO2-reductie",332476,U,0
III.1.26347.0.0.U,2020,OWB,"Rutte, M.","Algemene Zaken",III,"Eenheid van het algemeeen regeringsbeleid",1,,,Apparaatsuitgaven,26347,0,0,,,U,0
VII.12.24887.0.0.O,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,Algemeen,12,,,Ontvangsten,24887,0,0,,,O,0
XII.21.25183.6.332477.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,Duurzaamheid,21,,,"Duurzame productketens",25183,Opdrachten,6,"Uitvoering duurzame productketens",332477,U,0
XVI.1.26419.6.332478.U,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,Volksgezondheid,1,,,"4. Ethiek",26419,Opdrachten,6,"Medische Ethiek",332478,U,0
XII.17.25171.10.332479.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,Luchtvaart,17,,,Luchtvaart,25171,"Bijdrage aan (inter-)nationale organisaties",10,"Overige bijdrage aan (inter-)nationale organisaties",332479,U,0
V.3.25483.6.332480.U,2020,OWB,S.A.Blok,"Buitenlandse Zaken",V,"Effectieve Europese samenwerking",3,,,"Versterkte Nederlandse positie in de Unie",25483,Opdrachten,6,"Programmatische ondersteuning: Taskforce Verenigd Koninkrijk",332480,U,0
V.4.25480.6.332481.U,2020,OWB,S.A.Blok,"Buitenlandse Zaken",V,"Consulaire dienstverlening en uitdragen Nederlandse waarden",4,,,"Uitdragen Nederlandse waarden en belangen",25480,Opdrachten,6,"Adviesraad Internationale vraagstukken",332481,U,0
A.12.46592.0.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,Hoofdwegennet,12,,,"12.04 Geïntegreerde contractvormen/PPS",46592,0,0,,,U,0
XII.20.46593.9.332482.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Lucht en geluid",20,,,"1 Gezonde lucht en tegengaan geluidhinder",46593,"Bijdrage aan medeoverheden",9,Wegverkeerlawaai,332482,U,0
IIB.8.24887.0.0.O,2020,OWB,"K.H. Ollongren","Overige Hoge Colleges van Staat en Kabinetten van de Gouverneurs",IIB,"Kabinet van de Gouverneur van Sint Maarten",8,,,Ontvangsten,24887,0,0,,,O,0
XV.8.35236.0.332483.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Oudedagsvoorziening,8,,,,35236,0,0,"AOW nominaal",332483,U,0
XII.17.25171.6.332484.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,Luchtvaart,17,,,Luchtvaart,25171,Opdrachten,6,"Opdrachten duurzaamheid en netwerkkwaliteit",332484,U,0
XIII.4.35236.10.332485.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Een doelmatige energievoorziening en beperking van de klimaatverandering",4,,,,35236,"Bijdrage aan (inter-)nationale organisaties",10,"Internationale contributies",332485,U,0
VII.10.26367.9.332486.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Groningen versterken en perspectief",10,,,"Groningen versterken en perspectief",26367,"Bijdrage aan medeoverheden",9,"Diverse bijdragen",332486,U,0
XVI.1.26418.7.332487.U,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,Volksgezondheid,1,,,"1. Gezondheidsbeleid",26418,"Bijdrage aan agentschappen",7,"Nederlandse Voedsel- en Warenautoriteit",332487,U,0
XIII.4.35236.1.332488.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Een doelmatige energievoorziening en beperking van de klimaatverandering",4,,,,35236,"Subsidies (regelingen)",1,SDE,332488,U,0
XII.17.25171.6.332489.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,Luchtvaart,17,,,Luchtvaart,25171,Opdrachten,6,"Opdrachten luchtruimherziening",332489,U,0
VII.10.26367.8.332490.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Groningen versterken en perspectief",10,,,"Groningen versterken en perspectief",26367,"Bijdrage aan ZBOs/RWTs",8,"Werk- en onderzoeksbudget",332490,U,0
XV.8.35236.0.332491.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Oudedagsvoorziening,8,,,,35236,0,0,"Inkomensondersteuning AOW nominaal",332491,U,0
IIB.8.35236.0.0.V,2020,OWB,"K.H. Ollongren","Overige Hoge Colleges van Staat en Kabinetten van de Gouverneurs",IIB,"Kabinet van de Gouverneur van Sint Maarten",8,,,,35236,0,0,,,V,0
XII.20.46593.7.332492.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Lucht en geluid",20,,,"1 Gezonde lucht en tegengaan geluidhinder",46593,"Bijdrage aan agentschappen",7,RWS,332492,U,0
VII.10.26367.7.332493.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Groningen versterken en perspectief",10,,,"Groningen versterken en perspectief",26367,"Bijdrage aan agentschappen",7,"Werk- en onderzoeksbudget",332493,U,0
XV.1.35236.1.332494.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Arbeidsmarkt,1,,,,35236,"Subsidies (regelingen)",1,"Tijdelijke Noodmaatregel Overbrugging Werkgelegenheid",332494,U,0
XV.1.35236.1.332495.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Arbeidsmarkt,1,,,,35236,"Subsidies (regelingen)",1,Tofa,332495,U,0
XII.20.46593.6.332496.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Lucht en geluid",20,,,"1 Gezonde lucht en tegengaan geluidhinder",46593,Opdrachten,6,Opdrachten,332496,U,0
V.4.25480.1.332497.U,2020,OWB,S.A.Blok,"Buitenlandse Zaken",V,"Consulaire dienstverlening en uitdragen Nederlandse waarden",4,,,"Uitdragen Nederlandse waarden en belangen",25480,"Subsidies (regelingen)",1,Onderzoeksprogramma,332497,U,0
A.12.46594.0.0.O,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,Hoofdwegennet,12,,,"12.09 Ontvangsten",46594,0,0,,,O,0
IIB.8.35236.20.332498.U,2020,OWB,"K.H. Ollongren","Overige Hoge Colleges van Staat en Kabinetten van de Gouverneurs",IIB,"Kabinet van de Gouverneur van Sint Maarten",8,,,,35236,"Institutionele inrichting",20,"Kabinet Gouverneur Sint Maarten",332498,U,0
XIII.4.35236.1.332499.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Een doelmatige energievoorziening en beperking van de klimaatverandering",4,,,,35236,"Subsidies (regelingen)",1,"Subsidieregeling Duurzame Scheepsbouw (SDS)",332499,U,0
XIII.4.35236.1.332500.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Een doelmatige energievoorziening en beperking van de klimaatverandering",4,,,,35236,"Subsidies (regelingen)",1,SDE+,332500,U,0
V.4.25497.1.332501.U,2020,OWB,S.A.Blok,"Buitenlandse Zaken",V,"Consulaire dienstverlening en uitdragen Nederlandse waarden",4,,,"Grotere buitenlandse bekendheid met de Nederlandse cultuur",25497,"Subsidies (regelingen)",1,"Internationaal cultuurbeleid",332501,U,0
VII.10.26367.5.332502.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Groningen versterken en perspectief",10,,,"Groningen versterken en perspectief",26367,Inkomensoverdrachten,5,"Tegemoetkoming aan huurders",332502,U,0
VII.10.26367.1.332503.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Groningen versterken en perspectief",10,,,"Groningen versterken en perspectief",26367,"Subsidies (regelingen)",1,Woonbedrijf,332503,U,0
XVII.1.46586.1.332504.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Duurzame economische ontwikkeling,handel en investeringen",1,,,"1.2 Versterkte Nederlandse handels- en investeringspositie",46586,"Subsidies (regelingen)",1,"Versterking concurrentiepositie Nederland",332504,U,0
VII.10.26367.6.332505.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Groningen versterken en perspectief",10,,,"Groningen versterken en perspectief",26367,Opdrachten,6,Woonbedrijf,332505,U,0
XIII.4.35236.1.332506.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Een doelmatige energievoorziening en beperking van de klimaatverandering",4,,,,35236,"Subsidies (regelingen)",1,"Overige subsidies",332506,U,0
V.4.45554.0.0.O,2020,OWB,S.A.Blok,"Buitenlandse Zaken",V,"Consulaire dienstverlening en uitdragen Nederlandse waarden",4,,,"Ontvangsten verkeersnotificaties",45554,0,0,,,O,0
XVI.1.26419.7.332507.U,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,Volksgezondheid,1,,,"4. Ethiek",26419,"Bijdrage aan agentschappen",7,"CIBG: Uitvoeringstaken medische ethiek",332507,U,0
XVII.1.45723.2.332508.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Duurzame economische ontwikkeling,handel en investeringen",1,,,"1.3 Versterkte private sector en arbeidsmarkt in ontwikkelingslanden",45723,Leningen,2,"Dutch Good Growth Fund",332508,U,0
XVII.1.46586.1.332509.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Duurzame economische ontwikkeling,handel en investeringen",1,,,"1.2 Versterkte Nederlandse handels- en investeringspositie",46586,"Subsidies (regelingen)",1,"Programma's internationaal ondernemen",332509,U,0
XII.19.35236.0.0.V,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"uitvoering milieubeleid en internationaal",19,,,,35236,0,0,,,V,0
XII.21.46596.6.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,Duurzaamheid,21,,,"4 Duurzaamheidsinstrumentarium",46596,Opdrachten,6,,,U,0
XV.1.35236.7.332510.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Arbeidsmarkt,1,,,,35236,"Bijdrage aan agentschappen",7,CJIB,332510,U,0
VII.11.45822.7.332511.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Centraal Apparaat",11,,,"11.1 Apparaat (excl. AIVD)",45822,"Bijdrage aan agentschappen",7,"Diverse bijdragen",332511,U,0
XVI.1.35236.0.0.V,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,Volksgezondheid,1,,,,35236,0,0,,,V,0
XVI.1.26420.6.332512.U,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,Volksgezondheid,1,,,"2. Ziektepreventie",26420,Opdrachten,6,Ziektepreventie,332512,U,0
V.4.25489.5.332513.U,2020,OWB,S.A.Blok,"Buitenlandse Zaken",V,"Consulaire dienstverlening en uitdragen Nederlandse waarden",4,,,"Consulaire dienstverlening Nederlanders in het buitenland",25489,Inkomensoverdrachten,5,Gedetineerdenbegeleiding,332513,U,0
IIB.9.35236.20.332514.U,2020,OWB,"K.H. Ollongren","Overige Hoge Colleges van Staat en Kabinetten van de Gouverneurs",IIB,Kiesraad,9,,,,35236,"Institutionele inrichting",20,Kiesraad,332514,U,0
XIII.4.35236.13.332515.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Een doelmatige energievoorziening en beperking van de klimaatverandering",4,,,,35236,"Storting/onttrekking begrotingsreserve",13,"Storting in begrotingsreserve aardwarmte",332515,U,0
XII.21.25183.9.332516.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,Duurzaamheid,21,,,"Duurzame productketens",25183,"Bijdrage aan medeoverheden",9,"Caribisch Nederland",332516,U,0
A.12.46585.0.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,Hoofdwegennet,12,,,"12.02 Beheer, onderhoud en vervanging",46585,Vervanging,0,,,U,0
V.4.25480.1.332517.U,2020,OWB,S.A.Blok,"Buitenlandse Zaken",V,"Consulaire dienstverlening en uitdragen Nederlandse waarden",4,,,"Uitdragen Nederlandse waarden en belangen",25480,"Subsidies (regelingen)",1,Publieksdiplomatie,332517,U,0
XIII.4.35236.1.332518.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Een doelmatige energievoorziening en beperking van de klimaatverandering",4,,,,35236,"Subsidies (regelingen)",1,ISDE-regeling,332518,U,0
XV.1.35236.1.332519.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Arbeidsmarkt,1,,,,35236,"Subsidies (regelingen)",1,"Compensatie loonkosten en inkomstenverlies CN",332519,U,0
IIB.7.35236.0.0.V,2020,OWB,"K.H. Ollongren","Overige Hoge Colleges van Staat en Kabinetten van de Gouverneurs",IIB,"Kabinet van de Gouverneur van Curacao",7,,,,35236,0,0,,,V,0
XV.8.35236.0.0.O,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Oudedagsvoorziening,8,,,,35236,0,0,,,O,0
IX.12.46598.2.332520.U,2020,OWB,"Hoekstra, W.B.","Financiën en Nationale Schuld",IX,Kasbeheer,12,,,"Verstrekte leningen",46598,0,2,Leningen,332520,U,0
XV.1.35236.1.332521.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Arbeidsmarkt,1,,,,35236,"Subsidies (regelingen)",1,"Nederland leert door",332521,U,0
