ID,PUIC,TIJDSTIP_REGISTRATIE,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_LIJNPUNT,KM_GEOCODE_LIJNPUNT_T,REGIO_NAAM,REGIO_AFKORTING,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_NR,CONTRACTGEBIED_TYPE,PGO_GEBIED_NAAM,TECHNIEKVELD,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,X_LIJNPUNT,Y_LIJNPUNT,LATITUDE_LIJNPUNT,LONGITUDE_LIJNPUNT,LENGTE,POSITIONELE_NAUWKEURIGHEID_MM,STATUS
6872640,d994e639a76340af9775e232d0346694,2023/01/06 17:01:42+00,G0753,Best,bestaand,-1,,,,,,,,,,,,,,,,,,,154569.345,391598.047,51.5133881389793,5.38099720717371,15.039421,283,
6872670,a715587878cd153ce05346f8200ab49d,2020/06/05 12:09:52+00,W0616,Hoogheemraadschap van Rijnland,bestaand,-1,,,,,,,,,,,,,,,,,,,104681.3665,455967.3645,52.0896768355289,4.65298676418002,5.938261,283,
6872700,875f8357e2dd45b7b44c560c18df8413,2022/12/19 14:26:36+00,G0753,Best,bestaand,-1,,,,,,,,,,,,,,,,,,,156092.0425,390275.4305,51.5014986968874,5.40292883448265,0.558228,283,
6872815,3a3579a1d7b446af98ad7dd6ab953b42,2023/01/06 17:01:42+00,G0753,Best,bestaand,-1,,,,,,,,,,,,,,,,,,,154567.299,391759.6825,51.5148410192472,5.38096753880723,10.17719,283,
6872830,585bf5ee2ea94a68b6988f0e78cf199a,2023/01/06 17:01:42+00,G0753,Best,bestaand,-1,,,,,,,,,,,,,,,,,,,154440.2405,391671.215,51.5140457081183,5.37913723025987,30.294195,283,
6872831,64fb36019f5142a58a491ea99e00b4e4,2023/01/06 17:01:42+00,G0753,Best,bestaand,-1,,,,,,,,,,,,,,,,,,,155923.715,390302.0055,51.5017378747147,5.40050463504839,115.237744,283,
6872833,69d5ab2def654d5d83fd8e8857c0325b,2023/01/06 17:01:42+00,G0753,Best,bestaand,-1,,,,,,,,,,,,,,,,,,,153178.719,394657.6045,51.5408865877005,5.36094824973219,5.47166,283,
6872898,c0531d2a7e646c5ce054022128574717,2021/06/15 14:10:02+00,G0796,'s-Hertogenbosch,bestaand,-1,,,,,,,,,,,,,,,,,,,153853.607,414002.2255,51.7147683403443,5.37061358645609,14.832297,283,
6872907,2b927467171a4e15acd2c71606648416,2021/06/15 16:48:18+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,-1,,,,,,,,,,,,,,,,,,,102199.323,441782.2465,51.9619575565187,4.61896255072426,5.825421,283,
6872909,8bc5dee9a983489aad9fbb109e073ac4,2021/06/15 16:48:18+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,-1,,,,,,,,,,,,,,,,,,,102234.352,441886.9105,51.9629015561206,4.61945608375376,5.771119,283,
